partial_candidate_id	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	partial_recipe	partial_component_count	removed_component_count	removal_position_sets	removed_token_sets	near_single_deletion	contiguous_in_target	contains_target_action_root	same_register_exact_cell_count	same_register_event_count	same_register_clause_form_count	same_register_page_count	same_register_pages	cross_register_exact_cell_count	cross_registers	cross_register_event_count	cross_register_page_count	cross_register_pages	guard
G501-C0155	G498-M234	@ACTION+CH+E+Y	CH	CH+CH+E+Y	CELESTIAL	CH+E	2	2	2,4|1,4	CH+Y|CH+Y	NO	YES	YES	1	1	1	1	f72r	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0156	G498-M234	@ACTION+CH+E+Y	CH	CH+CH+E+Y	CELESTIAL	CH+Y	2	2	2,3|1,3	CH+E|CH+E	NO	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0157	G498-M234	@ACTION+CH+E+Y	CH	CH+CH+E+Y	CELESTIAL	E+Y	2	2	1,2	CH+CH	NO	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|HERBAL|PHARMA	5	4	f18r|f75r|f82r|f89r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0158	G498-M234	@ACTION+CH+E+Y	CH	CH+CH+E+Y	CELESTIAL	CH+CH+E	3	1	4	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0159	G498-M234	@ACTION+CH+E+Y	CH	CH+CH+E+Y	CELESTIAL	CH+CH+Y	3	1	3	E	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0160	G498-M234	@ACTION+CH+E+Y	CH	CH+CH+E+Y	CELESTIAL	CH+E+Y	3	1	2|1	CH|CH	YES	YES	YES	0	0	0	0	NONE	3	BIOLOGICAL|HERBAL|PHARMA	5	5	f10r|f24v|f56r|f81r|f88r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0161	G498-M235	@ACTION+CH+E+Y	CH	CH+CH+E+Y	PHARMA	CH+CH	2	2	3,4	E+Y	NO	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0162	G498-M235	@ACTION+CH+E+Y	CH	CH+CH+E+Y	PHARMA	CH+E	2	2	2,4|1,4	CH+Y|CH+Y	NO	YES	YES	0	0	0	0	NONE	1	CELESTIAL	1	1	f72r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0163	G498-M235	@ACTION+CH+E+Y	CH	CH+CH+E+Y	PHARMA	CH+Y	2	2	2,3|1,3	CH+E|CH+E	NO	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0164	G498-M235	@ACTION+CH+E+Y	CH	CH+CH+E+Y	PHARMA	E+Y	2	2	1,2	CH+CH	NO	YES	NO	1	1	1	1	f89r	2	BIOLOGICAL|HERBAL	4	3	f18r|f75r|f82r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0165	G498-M235	@ACTION+CH+E+Y	CH	CH+CH+E+Y	PHARMA	CH+CH+E	3	1	4	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0166	G498-M235	@ACTION+CH+E+Y	CH	CH+CH+E+Y	PHARMA	CH+CH+Y	3	1	3	E	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0167	G498-M235	@ACTION+CH+E+Y	CH	CH+CH+E+Y	PHARMA	CH+E+Y	3	1	2|1	CH|CH	YES	YES	YES	1	1	1	1	f88r	2	BIOLOGICAL|HERBAL	4	4	f10r|f24v|f56r|f81r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
