partial_witness_id	partial_candidate_id	target_matrix_cell_id	target_action_recipe	target_register	partial_recipe	partial_component_count	near_single_deletion	contains_target_action_root	witness_relation	witness_register	observed_event_count	observed_clause_form_count	observed_page_count	observed_pages	observed_event_ids	observed_surfaces	observed_clauses_de	guard
G501-W0115	G501-C0044	G498-M365	OK+OR+Y	PHARMA	OK+Y	2	YES	YES	CROSS_REGISTER	HERBAL	17	1	7	f10r|f13r|f17r|f18r|f55v|f56r|f95v	G407-E0230|G407-E0254|G407-E0412|G407-E0418|G407-E0427|G407-E0431|G407-E0454|G407-E0455|G407-E0493|G407-E0594|G407-E0757|G407-E0771|G407-E0842|G407-E0846|G407-E0872|G407-E4464|G407-E4468	choky|okchey|okchy|okshy|oky|qokchy|qoky	Setze den Pflanzenposten im Arbeitsgang an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0116	G501-C0044	G498-M365	OK+OR+Y	PHARMA	OK+Y	2	YES	YES	SAME_REGISTER	PHARMA	7	1	3	f88r|f88v|f89r	G407-E3814|G407-E3980|G407-E4034|G407-E4058|G407-E4165|G407-E4217|G407-E4228	choky|okcheeg|oky|qokchy|qoky	Setze den Drogenposten als Ansatz an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0117	G501-C0044	G498-M365	OK+OR+Y	PHARMA	OK+Y	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	2	1	1	f1r	G407-E0192|G407-E0194	okchey|oky	Trage den laufenden Eintrag ein.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0118	G501-C0045	G498-M365	OK+OR+Y	PHARMA	OR+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	2	2	2	f75r|f82r	G407-E1442|G407-E3323	orchey|ory	Im laufenden Gang entnimm die Stationseinheit und den Stationsposten. || Im laufenden Gang wähle die Stationseinheit und den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0119	G501-C0045	G498-M365	OK+OR+Y	PHARMA	OR+Y	2	YES	NO	SAME_REGISTER	PHARMA	1	1	1	f89r	G407-E4356	sorcheey	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0120	G501-C0047	G498-M222	P+AL+Y	HERBAL	P+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f75r	G407-E1624	pchey	Setze den Stationsposten ein.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0121	G501-C0048	G498-M222	P+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	4	3	4	f75r|f76r|f77r|f81r	G407-E1552|G407-E1923|G407-E2611|G407-E2838	aly|chealy|daly	Im laufenden Gang bearbeite den Stationsposten; zur Zielstation. || Im laufenden Gang markiere den Stationsposten; zur Zielstation. || Im laufenden Gang setze den Stationsposten im Stationsgang an; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0122	G501-C0048	G498-M222	P+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	4	4	2	f71v|f72r	G407-E1117|G407-E1294|G407-E1341|G407-E1367	aly|chealdy|tealy	Im laufenden Gang halte den Positionsposten; zur Zielposition. || Im laufenden Gang nimm den Positionsposten auf; zur Zielposition. || Im laufenden Gang setze den Positionsposten; zur Zielposition. || Im laufenden Gang wähle den Positionsposten; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0123	G501-C0048	G498-M222	P+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4151	daly	Im laufenden Gang setze den Drogenposten als Ansatz an; zum Zielgefäß.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0124	G501-C0050	G498-M221	P+AL+Y	SOURCE_SECTION_T	P+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f75r	G407-E1624	pchey	Setze den Stationsposten ein.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0125	G501-C0051	G498-M221	P+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	4	3	4	f75r|f76r|f77r|f81r	G407-E1552|G407-E1923|G407-E2611|G407-E2838	aly|chealy|daly	Im laufenden Gang bearbeite den Stationsposten; zur Zielstation. || Im laufenden Gang markiere den Stationsposten; zur Zielstation. || Im laufenden Gang setze den Stationsposten im Stationsgang an; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0126	G501-C0051	G498-M221	P+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	4	4	2	f71v|f72r	G407-E1117|G407-E1294|G407-E1341|G407-E1367	aly|chealdy|tealy	Im laufenden Gang halte den Positionsposten; zur Zielposition. || Im laufenden Gang nimm den Positionsposten auf; zur Zielposition. || Im laufenden Gang setze den Positionsposten; zur Zielposition. || Im laufenden Gang wähle den Positionsposten; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0127	G501-C0051	G498-M221	P+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4151	daly	Im laufenden Gang setze den Drogenposten als Ansatz an; zum Zielgefäß.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0128	G501-C0053	G498-M404	P+OR+Y	CELESTIAL	P+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f75r	G407-E1624	pchey	Setze den Stationsposten ein.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0129	G501-C0054	G498-M404	P+OR+Y	CELESTIAL	OR+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	2	2	2	f75r|f82r	G407-E1442|G407-E3323	orchey|ory	Im laufenden Gang entnimm die Stationseinheit und den Stationsposten. || Im laufenden Gang wähle die Stationseinheit und den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0130	G501-C0054	G498-M404	P+OR+Y	CELESTIAL	OR+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4356	sorcheey	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0131	G501-C0056	G498-M405	P+OR+Y	PHARMA	P+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f75r	G407-E1624	pchey	Setze den Stationsposten ein.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0132	G501-C0057	G498-M405	P+OR+Y	PHARMA	OR+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	2	2	2	f75r|f82r	G407-E1442|G407-E3323	orchey|ory	Im laufenden Gang entnimm die Stationseinheit und den Stationsposten. || Im laufenden Gang wähle die Stationseinheit und den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0133	G501-C0057	G498-M405	P+OR+Y	PHARMA	OR+Y	2	YES	NO	SAME_REGISTER	PHARMA	1	1	1	f89r	G407-E4356	sorcheey	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0134	G501-C0058	G498-M202	S+AL+Y	HERBAL	S+AL	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	8	1	5	f75r|f76r|f77r|f81v|f82r	G407-E1502|G407-E1934|G407-E2328|G407-E2339|G407-E2411|G407-E2707|G407-E3145|G407-E3369	sal	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0135	G501-C0058	G498-M202	S+AL+Y	HERBAL	S+AL	2	YES	YES	CROSS_REGISTER	CELESTIAL	2	1	2	f67r2|f72r	G407-E0990|G407-E1169	sal	Wähle den Positionswert [wie zuvor]; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0136	G501-C0060	G498-M202	S+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	4	3	4	f75r|f76r|f77r|f81r	G407-E1552|G407-E1923|G407-E2611|G407-E2838	aly|chealy|daly	Im laufenden Gang bearbeite den Stationsposten; zur Zielstation. || Im laufenden Gang markiere den Stationsposten; zur Zielstation. || Im laufenden Gang setze den Stationsposten im Stationsgang an; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0137	G501-C0060	G498-M202	S+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	4	4	2	f71v|f72r	G407-E1117|G407-E1294|G407-E1341|G407-E1367	aly|chealdy|tealy	Im laufenden Gang halte den Positionsposten; zur Zielposition. || Im laufenden Gang nimm den Positionsposten auf; zur Zielposition. || Im laufenden Gang setze den Positionsposten; zur Zielposition. || Im laufenden Gang wähle den Positionsposten; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0138	G501-C0060	G498-M202	S+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4151	daly	Im laufenden Gang setze den Drogenposten als Ansatz an; zum Zielgefäß.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0139	G501-C0061	G498-M201	S+AL+Y	SOURCE_SECTION_T	S+AL	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	8	1	5	f75r|f76r|f77r|f81v|f82r	G407-E1502|G407-E1934|G407-E2328|G407-E2339|G407-E2411|G407-E2707|G407-E3145|G407-E3369	sal	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0140	G501-C0061	G498-M201	S+AL+Y	SOURCE_SECTION_T	S+AL	2	YES	YES	CROSS_REGISTER	CELESTIAL	2	1	2	f67r2|f72r	G407-E0990|G407-E1169	sal	Wähle den Positionswert [wie zuvor]; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0141	G501-C0063	G498-M201	S+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	4	3	4	f75r|f76r|f77r|f81r	G407-E1552|G407-E1923|G407-E2611|G407-E2838	aly|chealy|daly	Im laufenden Gang bearbeite den Stationsposten; zur Zielstation. || Im laufenden Gang markiere den Stationsposten; zur Zielstation. || Im laufenden Gang setze den Stationsposten im Stationsgang an; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0142	G501-C0063	G498-M201	S+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	4	4	2	f71v|f72r	G407-E1117|G407-E1294|G407-E1341|G407-E1367	aly|chealdy|tealy	Im laufenden Gang halte den Positionsposten; zur Zielposition. || Im laufenden Gang nimm den Positionsposten auf; zur Zielposition. || Im laufenden Gang setze den Positionsposten; zur Zielposition. || Im laufenden Gang wähle den Positionsposten; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0143	G501-C0063	G498-M201	S+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4151	daly	Im laufenden Gang setze den Drogenposten als Ansatz an; zum Zielgefäß.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0144	G501-C0066	G498-M294	S+CHD+Y	CELESTIAL	CHD+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	96	1	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1429|G407-E1480|G407-E1484|G407-E1505|G407-E1557|G407-E1571|G407-E1618|G407-E1622|G407-E1686|G407-E1696|G407-E1726|G407-E1831|G407-E1868|G407-E1879|G407-E1921|G407-E1927|G407-E1929|G407-E1961|G407-E1975|G407-E1977|G407-E1996|G407-E2003|G407-E2012|G407-E2036|G407-E2037|G407-E2045|G407-E2055|G407-E2097|G407-E2117|G407-E2136|G407-E2138|G407-E2176|G407-E2186|G407-E2235|G407-E2258|G407-E2290|G407-E2292|G407-E2323|G407-E2343|G407-E2368|G407-E2408|G407-E2425|G407-E2434|G407-E2438|G407-E2459|G407-E2507|G407-E2522|G407-E2526|G407-E2541|G407-E2588|G407-E2598|G407-E2606|G407-E2615|G407-E2727|G407-E2734|G407-E2795|G407-E2829|G407-E2834|G407-E2847|G407-E2874|G407-E2884|G407-E2890|G407-E2953|G407-E2978|G407-E3033|G407-E3058|G407-E3064|G407-E3074|G407-E3077|G407-E3107|G407-E3117|G407-E3128|G407-E3152|G407-E3158|G407-E3212|G407-E3241|G407-E3255|G407-E3290|G407-E3306|G407-E3345|G407-E3471|G407-E3484|G407-E3491|G407-E3503|G407-E3507|G407-E3525|G407-E3601|G407-E3644|G407-E3654|G407-E3667|G407-E3678|G407-E3687|G407-E3729|G407-E3760|G407-E3764|G407-E3779	chdy|chedchy|chedy	Bearbeite den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0145	G501-C0066	G498-M294	S+CHD+Y	CELESTIAL	CHD+Y	2	YES	NO	SAME_REGISTER	CELESTIAL	2	1	1	f72r	G407-E1408|G407-E1409	chedy	Bearbeite den Positionsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0146	G501-C0066	G498-M294	S+CHD+Y	CELESTIAL	CHD+Y	2	YES	NO	CROSS_REGISTER	HERBAL	7	1	3	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	chdy|chedy	Bearbeite den Pflanzenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0147	G501-C0066	G498-M294	S+CHD+Y	CELESTIAL	CHD+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4075	chedy	Bearbeite den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0148	G501-C0066	G498-M294	S+CHD+Y	CELESTIAL	CHD+Y	2	YES	NO	CROSS_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0102	chdy	Bearbeite den laufenden Eintrag.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0149	G501-C0069	G498-M295	S+CHD+Y	PHARMA	CHD+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	96	1	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1429|G407-E1480|G407-E1484|G407-E1505|G407-E1557|G407-E1571|G407-E1618|G407-E1622|G407-E1686|G407-E1696|G407-E1726|G407-E1831|G407-E1868|G407-E1879|G407-E1921|G407-E1927|G407-E1929|G407-E1961|G407-E1975|G407-E1977|G407-E1996|G407-E2003|G407-E2012|G407-E2036|G407-E2037|G407-E2045|G407-E2055|G407-E2097|G407-E2117|G407-E2136|G407-E2138|G407-E2176|G407-E2186|G407-E2235|G407-E2258|G407-E2290|G407-E2292|G407-E2323|G407-E2343|G407-E2368|G407-E2408|G407-E2425|G407-E2434|G407-E2438|G407-E2459|G407-E2507|G407-E2522|G407-E2526|G407-E2541|G407-E2588|G407-E2598|G407-E2606|G407-E2615|G407-E2727|G407-E2734|G407-E2795|G407-E2829|G407-E2834|G407-E2847|G407-E2874|G407-E2884|G407-E2890|G407-E2953|G407-E2978|G407-E3033|G407-E3058|G407-E3064|G407-E3074|G407-E3077|G407-E3107|G407-E3117|G407-E3128|G407-E3152|G407-E3158|G407-E3212|G407-E3241|G407-E3255|G407-E3290|G407-E3306|G407-E3345|G407-E3471|G407-E3484|G407-E3491|G407-E3503|G407-E3507|G407-E3525|G407-E3601|G407-E3644|G407-E3654|G407-E3667|G407-E3678|G407-E3687|G407-E3729|G407-E3760|G407-E3764|G407-E3779	chdy|chedchy|chedy	Bearbeite den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0150	G501-C0069	G498-M295	S+CHD+Y	PHARMA	CHD+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	2	1	1	f72r	G407-E1408|G407-E1409	chedy	Bearbeite den Positionsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0151	G501-C0069	G498-M295	S+CHD+Y	PHARMA	CHD+Y	2	YES	NO	CROSS_REGISTER	HERBAL	7	1	3	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	chdy|chedy	Bearbeite den Pflanzenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0152	G501-C0069	G498-M295	S+CHD+Y	PHARMA	CHD+Y	2	YES	NO	SAME_REGISTER	PHARMA	1	1	1	f89r	G407-E4075	chedy	Bearbeite den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0153	G501-C0069	G498-M295	S+CHD+Y	PHARMA	CHD+Y	2	YES	NO	CROSS_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0102	chdy	Bearbeite den laufenden Eintrag.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0154	G501-C0072	G498-M291	S+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	96	1	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1429|G407-E1480|G407-E1484|G407-E1505|G407-E1557|G407-E1571|G407-E1618|G407-E1622|G407-E1686|G407-E1696|G407-E1726|G407-E1831|G407-E1868|G407-E1879|G407-E1921|G407-E1927|G407-E1929|G407-E1961|G407-E1975|G407-E1977|G407-E1996|G407-E2003|G407-E2012|G407-E2036|G407-E2037|G407-E2045|G407-E2055|G407-E2097|G407-E2117|G407-E2136|G407-E2138|G407-E2176|G407-E2186|G407-E2235|G407-E2258|G407-E2290|G407-E2292|G407-E2323|G407-E2343|G407-E2368|G407-E2408|G407-E2425|G407-E2434|G407-E2438|G407-E2459|G407-E2507|G407-E2522|G407-E2526|G407-E2541|G407-E2588|G407-E2598|G407-E2606|G407-E2615|G407-E2727|G407-E2734|G407-E2795|G407-E2829|G407-E2834|G407-E2847|G407-E2874|G407-E2884|G407-E2890|G407-E2953|G407-E2978|G407-E3033|G407-E3058|G407-E3064|G407-E3074|G407-E3077|G407-E3107|G407-E3117|G407-E3128|G407-E3152|G407-E3158|G407-E3212|G407-E3241|G407-E3255|G407-E3290|G407-E3306|G407-E3345|G407-E3471|G407-E3484|G407-E3491|G407-E3503|G407-E3507|G407-E3525|G407-E3601|G407-E3644|G407-E3654|G407-E3667|G407-E3678|G407-E3687|G407-E3729|G407-E3760|G407-E3764|G407-E3779	chdy|chedchy|chedy	Bearbeite den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0155	G501-C0072	G498-M291	S+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	2	1	1	f72r	G407-E1408|G407-E1409	chedy	Bearbeite den Positionsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0156	G501-C0072	G498-M291	S+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	YES	NO	CROSS_REGISTER	HERBAL	7	1	3	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	chdy|chedy	Bearbeite den Pflanzenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0157	G501-C0072	G498-M291	S+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4075	chedy	Bearbeite den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0158	G501-C0072	G498-M291	S+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	YES	NO	SAME_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0102	chdy	Bearbeite den laufenden Eintrag.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0159	G501-C0073	G498-M192	SH+AL+Y	HERBAL	SH+AL	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f75r	G407-E1576	shal	Halte den Stationsposten [wie zuvor]; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0160	G501-C0074	G498-M192	SH+AL+Y	HERBAL	SH+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f81v	G407-E3154	shchey	Halte den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0161	G501-C0075	G498-M192	SH+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	4	3	4	f75r|f76r|f77r|f81r	G407-E1552|G407-E1923|G407-E2611|G407-E2838	aly|chealy|daly	Im laufenden Gang bearbeite den Stationsposten; zur Zielstation. || Im laufenden Gang markiere den Stationsposten; zur Zielstation. || Im laufenden Gang setze den Stationsposten im Stationsgang an; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0162	G501-C0075	G498-M192	SH+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	4	4	2	f71v|f72r	G407-E1117|G407-E1294|G407-E1341|G407-E1367	aly|chealdy|tealy	Im laufenden Gang halte den Positionsposten; zur Zielposition. || Im laufenden Gang nimm den Positionsposten auf; zur Zielposition. || Im laufenden Gang setze den Positionsposten; zur Zielposition. || Im laufenden Gang wähle den Positionsposten; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0163	G501-C0075	G498-M192	SH+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4151	daly	Im laufenden Gang setze den Drogenposten als Ansatz an; zum Zielgefäß.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0164	G501-C0076	G498-M191	SH+AL+Y	SOURCE_SECTION_T	SH+AL	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f75r	G407-E1576	shal	Halte den Stationsposten [wie zuvor]; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0165	G501-C0077	G498-M191	SH+AL+Y	SOURCE_SECTION_T	SH+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f81v	G407-E3154	shchey	Halte den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0166	G501-C0078	G498-M191	SH+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	4	3	4	f75r|f76r|f77r|f81r	G407-E1552|G407-E1923|G407-E2611|G407-E2838	aly|chealy|daly	Im laufenden Gang bearbeite den Stationsposten; zur Zielstation. || Im laufenden Gang markiere den Stationsposten; zur Zielstation. || Im laufenden Gang setze den Stationsposten im Stationsgang an; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0167	G501-C0078	G498-M191	SH+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	4	4	2	f71v|f72r	G407-E1117|G407-E1294|G407-E1341|G407-E1367	aly|chealdy|tealy	Im laufenden Gang halte den Positionsposten; zur Zielposition. || Im laufenden Gang nimm den Positionsposten auf; zur Zielposition. || Im laufenden Gang setze den Positionsposten; zur Zielposition. || Im laufenden Gang wähle den Positionsposten; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0168	G501-C0078	G498-M191	SH+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4151	daly	Im laufenden Gang setze den Drogenposten als Ansatz an; zum Zielgefäß.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0169	G501-C0080	G498-M284	SH+CHD+Y	CELESTIAL	SH+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f81v	G407-E3154	shchey	Halte den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
