page	locus	record	line	event_index	surface	exact_tuple_id	default_English	source_class	confidence	inheritance_context_rule	ledger_scope	source_event_serial
f83r	f83r.11	1	f83r.11	4	chkain	9da1b6ac2c929daea697	one measured share	MEASURED_SHARE	.25	Mobile count/portion phrase.	GDT327_PROSE	257
f83r	f83r.11	1	f83r.11	5	shcthey	6b89d6dd70635bc60fe0	under the same setting	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	258
f83r	f83r.11	1	f83r.11	6	qokedy	7db18b2f0fb7ed0fcfd3	rinse or pour over the local place; close the rubric	LOCAL_RINSE_CLOSE	.27	VAL-L; local carried application. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	259
f83r	f83r.11	1	f83r.11	7	okair	7d2404c835b10a2c06af	next open the upper channel	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	260
f83r	f83r.11	1	f83r.11	8	sheedy	03626ca94cb17800d767	wash once; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	261
f83r	f83r.11	1	f83r.11	9	lchedy	de7321bface5628e35d6	leave at the ordinary base setting; close the rubric	BASE_SETTING_CLOSE	.30	VAL-Q; base configuration, not a numeral. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	262
f83r	f83r.11	1	f83r.11	10	lo	2b7fa918d1b2f5c656e3	close the lower outlet	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	263
f83r	f83r.14	1	f83r.14	1	qokchedy	07913ef9b1fb773cd325	let it cool; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	264
f83r	f83r.14	1	f83r.14	2	qokeedy	7d25241b0e56c836372a	use the tempered warm medium; close the rubric	WARM_MEDIUM_CLOSE	.31	VAL-QE; one concrete default for all ten occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	265
f83r	f83r.14	1	f83r.14	3	shedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	266
f83r	f83r.14	1	f83r.14	4	qokshedy	db167f8e9b53eefb58f8	boil gently; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	267
f83r	f83r.14	1	f83r.14	5	dal	dd0ecaf5e27d81befffc	at the indicated place	LOCAL_REFERENCE	.29	Mobile locative reference shared across applications and one Herbal clause.	GDT327_PROSE	268
f83r	f83r.14	1	f83r.14	6	lchedy	de7321bface5628e35d6	leave at the ordinary base setting; close the rubric	BASE_SETTING_CLOSE	.30	VAL-Q; base configuration, not a numeral. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	269
f83r	f83r.14	1	f83r.14	7	qokaiin	b5fcea1eaed06b2f2291	take up the next entry	ENTRY_HEAD	.68	One entry/catchword sense across all occurrences.	GDT327_PROSE	270
f83r	f83r.14	1	f83r.14	8	shcthy	e0b630cb1b5df5e7105b	when prepared and ready	READINESS_CONDITION	.38	Same readiness phrase in Herbal and application registers.	GDT327_PROSE	271
f83r	f83r.14	1	f83r.14	9	dal	dd0ecaf5e27d81befffc	at the indicated place	LOCAL_REFERENCE	.29	Mobile locative reference shared across applications and one Herbal clause.	GDT327_PROSE	272
f83r	f83r.14	1	f83r.14	10	sy	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	273
f83r	f83r.15	1	f83r.15	1	saiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	274
f83r	f83r.15	1	f83r.15	2	shedal	abb23e5e6936b4147f76	for one interval	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	275
f83r	f83r.15	1	f83r.15	3	shecthy	cb57b696b815fdef9cb7	warm water	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	276
f83r	f83r.15	1	f83r.15	4	chey	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	277
f83r	f83r.15	1	f83r.15	5	tal	dd0ecaf5e27d81befffc	at the indicated place	LOCAL_REFERENCE	.29	Mobile locative reference shared across applications and one Herbal clause.	GDT327_PROSE	278
f83r	f83r.15	1	f83r.15	6	shcthy	e0b630cb1b5df5e7105b	when prepared and ready	READINESS_CONDITION	.38	Same readiness phrase in Herbal and application registers.	GDT327_PROSE	279
f83r	f83r.15	1	f83r.15	7	dalchdy	2bc2ed2630dbdaaa6b59	retain the residue; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	280
f83r	f83r.15	1	f83r.15	8	qotchedy	4de12cf322dfb76ded1e	mix in equal shares; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	281
f83r	f83r.15	1	f83r.15	9	lchedy	de7321bface5628e35d6	leave at the ordinary base setting; close the rubric	BASE_SETTING_CLOSE	.30	VAL-Q; base configuration, not a numeral. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	282
f83r	f83r.16	1	f83r.16	1	tchedy	259b2b3b0bf859882e2c	finish this application; close the rubric	APPLICATION_CLOSE	.28	Recurrent short committed cell. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	283
f83r	f83r.16	1	f83r.16	2	qokchdy	87411f84689b4f93a303	heat once; close the rubric	HEATING_CLOSE	.26	Recurrent committed operation. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	284
f83r	f83r.16	1	f83r.16	3	cheedar	342c3f0777337648f4b3	place the person at the basin	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	285
f83r	f83r.16	1	f83r.16	4	chldaiin	d72f71baff01cd0a0406	after settling	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	286
f83r	f83r.16	1	f83r.16	5	chedy	6f7ff8287eddf4da9fdb	mix until even	MIXING_ACTION	.31	Recurrent open Biological action; f55v use is the same preparation instruction.	GDT327_PROSE	287
f83r	f83r.16	1	f83r.16	6	qokain	1645e612504fcef59ced	then put it in	TRANSFER_ACTION	.31	Field-entry-biased but permits interior continuation.	GDT327_PROSE	288
f83r	f83r.16	1	f83r.16	7	checthy	e0b630cb1b5df5e7105b	when prepared and ready	READINESS_CONDITION	.38	Same readiness phrase in Herbal and application registers.	GDT327_PROSE	289
f83r	f83r.16	1	f83r.16	8	chealror	d788d8d72d41b25a3c71	until the flow clears	APPLICATION_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	290
f83r	f83r.20	1	f83r.20	1	solkeedy	3b70942557b3a40e8030	let it settle; close the rubric	SETTLING_CLOSE	.27	Recurrent committed result. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	291
f83r	f83r.20	1	f83r.20	2	qoteedy	ff178343c18e287ce3b7	bind upon the place; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	292
f83r	f83r.20	1	f83r.20	3	qokeey	0275fbf14e07935b0a45	keep gently warmed	PROCESS_CONDITION	.29	Recurrent Biological process instruction.	GDT327_PROSE	293
f83r	f83r.20	1	f83r.20	4	qokedy	7db18b2f0fb7ed0fcfd3	rinse or pour over the local place; close the rubric	LOCAL_RINSE_CLOSE	.27	VAL-L; local carried application. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	294
f83r	f83r.20	1	f83r.20	5	sol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	295
f83r	f83r.20	1	f83r.20	6	cheeety	9247e38d29c79a0d2fa5	after the first rinse	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	296
f83r	f83r.20	1	f83r.20	7	qokedy	7db18b2f0fb7ed0fcfd3	rinse or pour over the local place; close the rubric	LOCAL_RINSE_CLOSE	.27	VAL-L; local carried application. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	297
f83r	f83r.20	1	f83r.20	8	qoky	276a7c2d74d1143446f4	use the lesser portion	QUANTITY_INSTRUCTION	.29	Portable open card; lesser is a relative, not numeric, measure.	GDT327_PROSE	298
f83r	f83r.20	1	f83r.20	9	saiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	299
f83r	f83r.22	1	f83r.22	1	schedair	b154ff779abe5f196c80	draw off the clear liquid	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	300
f83r	f83r.22	1	f83r.22	2	otchedy	4de12cf322dfb76ded1e	mix in equal shares; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	301
f83r	f83r.22	1	f83r.22	3	qokeedy	7d25241b0e56c836372a	use the tempered warm medium; close the rubric	WARM_MEDIUM_CLOSE	.31	VAL-QE; one concrete default for all ten occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	302
f83r	f83r.22	1	f83r.22	4	chedain	d784b2abcaf1a3703de2	begin the rinsing	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	303
f83r	f83r.22	1	f83r.22	5	chedy	6f7ff8287eddf4da9fdb	mix until even	MIXING_ACTION	.31	Recurrent open Biological action; f55v use is the same preparation instruction.	GDT327_PROSE	304
f83r	f83r.22	1	f83r.22	6	qotedaiin	1779decef17481ec2853	the broad vessel	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	305
f83r	f83r.22	1	f83r.22	7	otaiin	54d0e228ca346110af05	for the same duration	DURATION_REFERENCE	.25	Three Biological occurrences.	GDT327_PROSE	306
f83r	f83r.22	1	f83r.22	8	otedy	c45ebac60774620561e2	steep until clear; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	307
f83r	f83r.22	1	f83r.22	9	ldy	04a3877f0fc81b7597c9	draw it off; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	308
f83r	f83r.24	1	f83r.24	1	soiiin	2c82523794dcb7d2b343	until clear	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	309
f83r	f83r.24	1	f83r.24	2	checthy	e0b630cb1b5df5e7105b	when prepared and ready	READINESS_CONDITION	.38	Same readiness phrase in Herbal and application registers.	GDT327_PROSE	310
f83r	f83r.24	1	f83r.24	3	chety	80ebbbbf238eee9f0aef	until evenly joined	PORTABLE_TECHNICAL_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	311
f83r	f83r.24	1	f83r.24	4	otaiin	54d0e228ca346110af05	for the same duration	DURATION_REFERENCE	.25	Three Biological occurrences.	GDT327_PROSE	312
f83r	f83r.24	1	f83r.24	5	olsaly	7811a7daff25d476e28d	the lower basin	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	313
f83r	f83r.24	1	f83r.24	6	shedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	314
f83r	f83r.25	2	f83r.25	1	qokeedy	7d25241b0e56c836372a	use the tempered warm medium; close the rubric	WARM_MEDIUM_CLOSE	.31	VAL-QE; one concrete default for all ten occurrences. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	315
f83r	f83r.25	2	f83r.25	2	qolchey	e2eb77ca9d9e1a8ba29a	then fill the vessel	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	316
f83r	f83r.25	2	f83r.25	3	qokeey	0275fbf14e07935b0a45	keep gently warmed	PROCESS_CONDITION	.29	Recurrent Biological process instruction.	GDT327_PROSE	317
f83r	f83r.25	2	f83r.25	4	qokedy	7db18b2f0fb7ed0fcfd3	rinse or pour over the local place; close the rubric	LOCAL_RINSE_CLOSE	.27	VAL-L; local carried application. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	318
f83r	f83r.25	2	f83r.25	5	chedy	6f7ff8287eddf4da9fdb	mix until even	MIXING_ACTION	.31	Recurrent open Biological action; f55v use is the same preparation instruction.	GDT327_PROSE	319
f83r	f83r.25	2	f83r.25	6	otal	90bcf0a9ec0ef56399e6	toward the lower outlet	DIRECTION_REFERENCE	.24	f83r local routing phrase.	GDT327_PROSE	320
f83r	f83r.26	2	f83r.26	1	otchey	faf321940aed922846a9	mark the following share	PORTABLE_CLAUSE_HEAD	.24	Fixed exact-card default across all selected occurrences. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	321
f83r	f83r.26	2	f83r.26	2	qokeey	0275fbf14e07935b0a45	keep gently warmed	PROCESS_CONDITION	.29	Recurrent Biological process instruction.	GDT327_PROSE	322
f83r	f83r.26	2	f83r.26	3	qoky	276a7c2d74d1143446f4	use the lesser portion	QUANTITY_INSTRUCTION	.29	Portable open card; lesser is a relative, not numeric, measure.	GDT327_PROSE	323
f83r	f83r.26	2	f83r.26	4	tol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	324
f83r	f83r.26	2	f83r.26	5	shedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	325
f83r	f83r.26	2	f83r.26	6	qokylddy	eb2e4bc143f623ee03ac	bind upon the place; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	326
f83r	f83r.27	2	f83r.27	1	dain	53cd0637c6820ba5e91f	through a cloth	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	327
f83r	f83r.27	2	f83r.27	2	chedy	6f7ff8287eddf4da9fdb	mix until even	MIXING_ACTION	.31	Recurrent open Biological action; f55v use is the same preparation instruction.	GDT327_PROSE	328
f83r	f83r.27	2	f83r.27	3	qokeedy	7d25241b0e56c836372a	use the tempered warm medium; close the rubric	WARM_MEDIUM_CLOSE	.31	VAL-QE; one concrete default for all ten occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	329
f83r	f83r.27	2	f83r.27	4	shckhedy	d68bc8de3bcee09db23c	strain completely; close the rubric	STRAINING_CLOSE	.26	Repeated committed action. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	330
f83r	f83r.27	2	f83r.27	5	shckhedy	d68bc8de3bcee09db23c	strain completely; close the rubric	STRAINING_CLOSE	.26	Repeated committed action. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	331
f83r	f83r.28	2	f83r.28	1	saiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	332
f83r	f83r.28	2	f83r.28	2	cheeky	2c1a5fd92b9e3c762242	while still warm	PORTABLE_TECHNICAL_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	333
f83r	f83r.28	2	f83r.28	3	sheey	92e43836d82f98bf02d3	the first opening	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	334
f83r	f83r.28	2	f83r.28	4	qokedy	7db18b2f0fb7ed0fcfd3	rinse or pour over the local place; close the rubric	LOCAL_RINSE_CLOSE	.27	VAL-L; local carried application. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	335
f83r	f83r.28	2	f83r.28	5	shedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	336
f83r	f83r.28	2	f83r.28	6	oldy	1b1ffdd869fb1429ad03	boil gently; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	337
f83r	f83r.35	2	f83r.35	1	saiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	338
f83r	f83r.35	2	f83r.35	2	cheky	d904bf7b044dd3922781	at gentle heat	HEAT_QUALIFIER	.25	Recurrent Biological qualifier.	GDT327_PROSE	339
f83r	f83r.35	2	f83r.35	3	okeeol	daf32e6db9e04413ce7f	the broad vessel	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	340
f83r	f83r.35	2	f83r.35	4	okain	1645e612504fcef59ced	then put it in	TRANSFER_ACTION	.31	Field-entry-biased but permits interior continuation.	GDT327_PROSE	341
f83r	f83r.35	2	f83r.35	5	chdy	6f7ff8287eddf4da9fdb	mix until even	MIXING_ACTION	.31	Recurrent open Biological action; f55v use is the same preparation instruction.	GDT327_PROSE	342
f83r	f83r.37	2	f83r.37	1	sol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	343
f83r	f83r.37	2	f83r.37	2	lkedy	b958a512ca6a3559e86e	wash twice; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	344
f83r	f83r.37	2	f83r.37	3	lchedy	de7321bface5628e35d6	leave at the ordinary base setting; close the rubric	BASE_SETTING_CLOSE	.30	VAL-Q; base configuration, not a numeral. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	345
f83r	f83r.37	2	f83r.37	4	qokol	232195d6ff2f326322f7	let the mixture enter	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	346
f83r	f83r.37	2	f83r.37	5	shedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	347
f83r	f83r.38	2	f83r.38	1	or	7a4bb8136330ee4e6e56	the prepared liquid	WORKING_LIQUID	.28	Portable Herbal/Biological material phrase. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	348
f83r	f83r.38	2	f83r.38	2	chey	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	349
f83r	f83r.38	2	f83r.38	3	qockhey	ecce30bc8dcc400bf2c8	over the local place	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	350
f83r	f83r.38	2	f83r.38	4	dairydy	8aedd154964a78e555d6	use immediately; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	351
f83r	f83r.39	2	f83r.39	1	qokain	1645e612504fcef59ced	then put it in	TRANSFER_ACTION	.31	Field-entry-biased but permits interior continuation. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	352
f83r	f83r.39	2	f83r.39	2	shey	b5df9126607030b95175	until it becomes clear	CLARITY_CONDITION	.25	Open condition shared across records.	GDT327_PROSE	353
f83r	f83r.39	2	f83r.39	3	kain	9da1b6ac2c929daea697	one measured share	MEASURED_SHARE	.25	Mobile count/portion phrase.	GDT327_PROSE	354
f83r	f83r.39	2	f83r.39	4	chckhal	21ed2873b71e57269c08	for the stated duration	APPLICATION_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	355
f83r	f83r.41	2	f83r.41	1	solkey	42cdc187d5b9ffc60063	next open the upper channel	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	356
f83r	f83r.41	2	f83r.41	2	lchedy	de7321bface5628e35d6	leave at the ordinary base setting; close the rubric	BASE_SETTING_CLOSE	.30	VAL-Q; base configuration, not a numeral. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	357
f83r	f83r.41	2	f83r.41	3	qolkain	94df4847b7b16c98394a	the lower basin	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	358
f83r	f83r.41	2	f83r.41	4	dal	dd0ecaf5e27d81befffc	at the indicated place	LOCAL_REFERENCE	.29	Mobile locative reference shared across applications and one Herbal clause.	GDT327_PROSE	359
f83r	f83r.44	2	f83r.44	1	skar	883a6708116c342cb10b	pour in the warmed water	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	360
f83r	f83r.44	2	f83r.44	2	shedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	361
f83r	f83r.47	3	f83r.47	1	otchdy	601b77449028deed39de	draw it off; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	362
f83r	f83r.47	3	f83r.47	2	qokchdy	87411f84689b4f93a303	heat once; close the rubric	HEATING_CLOSE	.26	Recurrent committed operation. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	363
f83r	f83r.47	3	f83r.47	3	shedal	abb23e5e6936b4147f76	for one interval	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	364
f83r	f83r.48	3	f83r.48	1	dal	dd0ecaf5e27d81befffc	at the indicated place	LOCAL_REFERENCE	.29	Mobile locative reference shared across applications and one Herbal clause. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	365
f83r	f83r.48	3	f83r.48	2	cheol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	366
f83r	f83r.48	3	f83r.48	3	lol	8c97dfde96fbc78e3355	until warm	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	367
f83r	f83r.48	3	f83r.48	4	chdal	00d8ebe3c68294eeac39	with the foregoing mixture	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	368
f83r	f83r.48	3	f83r.48	5	aiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	369
f83r	f83r.49	3	f83r.49	1	sol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	370
f83r	f83r.49	3	f83r.49	2	daiiin	fcc1deda9e24ec268eb0	the second opening	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	371
f83r	f83r.49	3	f83r.49	3	chedy	6f7ff8287eddf4da9fdb	mix until even	MIXING_ACTION	.31	Recurrent open Biological action; f55v use is the same preparation instruction.	GDT327_PROSE	372
f83r	f83r.52	4	f83r.52	1	solkeey	1bfd786e6b8b63734a59	place the person at the basin	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	373
f83r	f83r.52	4	f83r.52	2	qekey	43eb9aa12959b4d5cdc9	without boiling	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	374
f83r	f83r.52	4	f83r.52	3	raly	3e9c7f217843b588489d	the first opening	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	375
f83r	f83r.52	4	f83r.52	4	ol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	376
f83r	f83r.54	4	f83r.54	1	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	377
f83r	f83r.54	4	f83r.54	2	ol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	378
f83r	f83r.54	4	f83r.54	3	dain	53cd0637c6820ba5e91f	through a cloth	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	379
f83r	f83r.54	4	f83r.54	4	chey	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	380
