namespace	form_id	surface_variants	events	pages	primary_default_English	source_class	confidence	polysemy_rule	assignment_basis
ASTRO_LOCAL:f67r2	ykchey	ykchey	2	f67r2	avoid a forceful evacuation || choose a gentle bath	DIAGRAM_OPERATING_INSTRUCTION	0.19	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ykchos	ykchos	1	f67r2	its influence upon the feet	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ykchy	ykchy	1	f67r2	the zodiac division Libra	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ykchys	ykchys	1	f67r2	the corresponding lunar condition	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ykecho	ykecho	1	f67r2	the zodiac division Taurus	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ykees	ykees	1	f67r2	the zodiac division Pisces	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ykeody	ykeody	1	f67r2	the zodiac division Leo	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ykoaiin	ykoaiin	1	f67r2	then find the zodiac division	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ykor	ykor	1	f67r2	avoid cutting or bleeding there	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ykshy	ykshy	1	f67r2	the zodiac division Aries	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ypair	ypair	1	f67r2	consult the governing planet	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	yshey	yshey	1	f67r2	consult the governing planet	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ytalchos	ytalchos	1	f67r2	protect the governed member	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ytchodly	ytchodly	1	f67r2	the body region governed by Scorpio: genitals	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	yteoor	yteoor	1	f67r2	when the Moon is in Leo	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	yteos	yteos	1	f67r2	when the Moon is in Sagittarius	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	yto	yto	1	f67r2	protect the heart	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ytoaiin	ytoaiin	1	f67r2	when the Moon is in Scorpio	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ytodal	ytodal	1	f67r2	the body region governed by Cancer: chest	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ytody	ytody	1	f67r2	when the Moon is in Virgo	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ytoeopchey	ytoeopchey	1	f67r2	when the Moon is in Capricorn	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ytokar	ytokar	1	f67r2	the body region governed by Capricorn: knees	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ytor	ytor	1	f67r2	when the Moon is in Scorpio	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	cheeteey	cheeteey	1	f68r1	apply the mansion rule	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	cheey	cheey	1	f68r1	consult the corresponding influence	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	cheokorchey	cheokorchey	1	f68r1	locate its star in the field	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	cheor	cheor	1	f68r1	apply the mansion rule	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	chkchykoly	chkchykoly	1	f68r1	the solar boundary	SOLAR_ANCHOR|CONTEXT_DEFAULT	0.24	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	chocfhy	chocfhy	1	f68r1	the lunar-station name at spatial star locus f68r1.12	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	choctheeey	choctheeey	1	f68r1	locate its star in the field	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	chod	chod	1	f68r1	retain the star's own name	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	chokal	chokal	1	f68r1	consult the corresponding influence	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	choteey	choteey	1	f68r1	retain the star's own name	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	chpor	chpor	1	f68r1	identify the Moon's present mansion	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	chteey	chteey	1	f68r1	locate its star in the field	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	cphocthy	cphocthy	1	f68r1	the lunar-station name at spatial star locus f68r1.17	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	cphol	cphol	1	f68r1	consult the corresponding influence	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	daram	daram	1	f68r1	locate its star in the field	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	dary	dary	1	f68r1	its daylight influence	SOLAR_ANCHOR|CONTEXT_DEFAULT	0.24	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	dchor	dchor	1	f68r1	identify the Moon's present mansion	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	dolchedy	dolchedy	1	f68r1	the lunar-station name at spatial star locus f68r1.36	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	eckhear	eckhear	1	f68r1	identify the Moon's present mansion	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	ockhy	ockhy	1	f68r1	the lunar-station name at spatial star locus f68r1.21	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	ocphy	ocphy	1	f68r1	the lunar-station name at spatial star locus f68r1.31	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	octhey	octhey	1	f68r1	the lunar-station name at spatial star locus f68r1.13	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	odchecthy	odchecthy	1	f68r1	the lunar-station name at spatial star locus f68r1.9	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	oeeody	oeeody	1	f68r1	the lunar-station name at spatial star locus f68r1.30	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	ofcheor	ofcheor	1	f68r1	the lunar-station name at spatial star locus f68r1.22	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	oiinar	oiinar	1	f68r1	the lunar-station name at spatial star locus f68r1.27	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	okaiiin	okaiiin	1	f68r1	locate its star in the field	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	okardy	okardy	1	f68r1	its present condition	LUNAR_CENTRAL_CAPTION|CONTEXT_DEFAULT	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	okchdy	okchdy	1	f68r1	its mansion	LUNAR_CENTRAL_CAPTION|CONTEXT_DEFAULT	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	okchoal	okchoal	1	f68r1	retain the star's own name	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	okear	okear	1	f68r1	the lunar-station name at spatial star locus f68r1.16	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	okeeodal	okeeodal	1	f68r1	the lunar-station name at spatial star locus f68r1.32	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	okeey	okeey	1	f68r1	apply the mansion rule	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	okoaly	okoaly	1	f68r1	the lunar-station name at spatial star locus f68r1.11	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	okodaly	okodaly	1	f68r1	the lunar-station name at spatial star locus f68r1.8	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	okoldy	okoldy	1	f68r1	the lunar-station name at spatial star locus f68r1.28	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	okshor	okshor	1	f68r1	the lunar-station name at spatial star locus f68r1.33	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	oky	oky	1	f68r1	the Moon	LUNAR_CENTRAL_CAPTION|CONTEXT_DEFAULT	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	olor	olor	1	f68r1	the lunar-station name at spatial star locus f68r1.20	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	opcheeol	opcheeol	1	f68r1	then pass to the next observation	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	osdaiin	osdaiin	1	f68r1	the lunar-station name at spatial star locus f68r1.34	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	otchdy	otchdy	1	f68r1	the lunar-station name at spatial star locus f68r1.23	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	otcheody	otcheody	1	f68r1	the lunar-station name at spatial star locus f68r1.10	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	otchl	otchl	1	f68r1	locate its star in the field	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	otochedy	otochedy	1	f68r1	the lunar-station name at spatial star locus f68r1.35	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	otol	otol	1	f68r1	the lunar-station name at spatial star locus f68r1.25	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	otor	otor	2	f68r1	identify the Moon's present mansion || the lunar-station name at spatial star locus f68r1.26	MANSION_CATALOGUE_INSTRUCTION|SPATIAL_MANSION_NAME	0.19	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	otshey	otshey	1	f68r1	the lunar-station name at spatial star locus f68r1.14	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	otydy	otydy	1	f68r1	the lunar-station name at spatial star locus f68r1.15	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	otykchs	otykchs	1	f68r1	the lunar-station name at spatial star locus f68r1.24	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	otys	otys	1	f68r1	the lunar-station name at spatial star locus f68r1.19	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	oygy	oygy	1	f68r1	completion of the lunar lookup	LUNAR_CENTRAL_CAPTION|CONTEXT_DEFAULT	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	qear	qear	1	f68r1	the applicable rule	LUNAR_CENTRAL_CAPTION|CONTEXT_DEFAULT	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	qocheey	qocheey	1	f68r1	retain the star's own name	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	qokeeedy	qokeeedy	1	f68r1	retain the star's own name	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	ror	ror	1	f68r1	then pass to the next observation	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	shey	shey	1	f68r1	locate its star in the field	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	shokchy	shokchy	1	f68r1	identify the Moon's present mansion	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	tochso	tochso	1	f68r1	identify the Moon's present mansion	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	ykchdy	ykchdy	1	f68r1	the lunar-station name at spatial star locus f68r1.29	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	ykor	ykor	1	f68r1	identify the Moon's present mansion	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	yky	yky	1	f68r1	the Sun	SOLAR_ANCHOR|CONTEXT_DEFAULT	0.24	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	ytchody	ytchody	1	f68r1	the lunar-station name at spatial star locus f68r1.18	SPATIAL_MANSION_NAME|CONTEXT_DEFAULT	0.26	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f68r1	yteody	yteody	1	f68r1	then pass to the next observation	MANSION_CATALOGUE_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	a	a	1	f69v	begin with the Moon's mansion	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	aiin	aiin	1	f69v	finish before the mansion changes	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	air	air	1	f69v	choose bathing or abstention	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	airchy	airchy	1	f69v	protect the governed member	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	alys	alys	1	f69v	withhold treatment if weak	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	ar	ar	4	f69v	protect the governed member	MANSION_OPERATING_RULE	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	ch	ch	1	f69v	begin with the Moon's mansion	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	char	char	1	f69v	use the stated measure	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	chda	chda	1	f69v	finish before the mansion changes	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	chdy	chdy	1	f69v	repeat only when directed	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	cheal	cheal	1	f69v	finish before the mansion changes	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	chear	chear	1	f69v	repeat only when directed	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	chees	chees	1	f69v	finish before the mansion changes	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	cheey	cheey	1	f69v	choose bathing or abstention	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	cheo	cheo	1	f69v	choose bathing or abstention	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	cheody	cheody	1	f69v	choose bathing or abstention	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	cheor	cheor	1	f69v	protect the governed member	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	cheteeser	cheteeser	1	f69v	protect the governed member	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	chetody	chetody	1	f69v	use the stated measure	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	chey	chey	4	f69v	use the stated measure	MANSION_OPERATING_RULE	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	cheyky	cheyky	1	f69v	protect the governed member	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	cho	cho	1	f69v	begin with the Moon's mansion	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	choaiin	choaiin	1	f69v	observe whether the influence is favorable	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	choky	choky	1	f69v	choose bathing or abstention	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	chol	chol	3	f69v	prepare water at gentle warmth	MANSION_OPERATING_RULE	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	choly	choly	1	f69v	prepare water at gentle warmth	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	chsdy	chsdy	1	f69v	finish before the mansion changes	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	chy	chy	1	f69v	observe whether the influence is favorable	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	chykar	chykar	1	f69v	repeat only when directed	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	d	d	1	f69v	under the stated limit	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	daiial	daiial	1	f69v	finish before the mansion changes	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	dair	dair	3	f69v	choose bathing or abstention	MANSION_OPERATING_RULE	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	dal	dal	3	f69v	observe whether the influence is favorable	MANSION_OPERATING_RULE	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	dar	dar	1	f69v	choose bathing or abstention	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	dchor	dchor	1	f69v	repeat only when directed	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	dchy	dchy	1	f69v	protect the governed member	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	doair	doair	1	f69v	repeat only when directed	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	doiir	doiir	1	f69v	protect the governed member	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	dy	dy	5	f69v	begin with the Moon's mansion || then stop	MANSION_ELECTION_RULE|MANSION_OPERATING_RULE	0.18	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	eykeody	eykeody	1	f69v	begin with the Moon's mansion	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	iokeeor	iokeeor	1	f69v	repeat only when directed	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	o	o	2	f69v	prepare water at gentle warmth	MANSION_OPERATING_RULE	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	oar	oar	1	f69v	observe the mansion	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	oaram	oaram	1	f69v	prepare water at gentle warmth	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	ochoyk	ochoyk	1	f69v	avoid bloodletting	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	ockhy	ockhy	1	f69v	use the stated measure	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	odair	odair	1	f69v	protect the governed member	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	ody	ody	1	f69v	repeat only when directed	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	oeesy	oeesy	1	f69v	rest and give no purge	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	okar	okar	2	f69v	use the stated measure	MANSION_OPERATING_RULE	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	okcheys	okcheys	1	f69v	apply a warm cloth	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	okeal	okeal	1	f69v	apply below the waist	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	okedy	okedy	1	f69v	begin with the Moon's mansion	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	okeeody	okeeody	1	f69v	use the stated measure	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	okeeos	okeeos	1	f69v	begin with the Moon's mansion	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	okeey	okeey	3	f69v	favorable for a warm bath || protect the governed member	MANSION_ELECTION_RULE|MANSION_OPERATING_RULE	0.18	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	okeo	okeo	1	f69v	use a cool washing	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	okeod	okeod	4	f69v	begin with the Moon's mansion || favorable for bathing	MANSION_ELECTION_RULE|MANSION_OPERATING_RULE	0.18	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f69v	okeodal	okeodal	1	f69v	begin with the Moon's mansion	MANSION_OPERATING_RULE|CONTEXT_DEFAULT	0.18	NONE	Astro page-local diagram namespace
