paragraph	locus	index	raw	role	D	H	status	N_H	N_D	row_status
f86v5|f86v5.18-f86v5.25	f86v5.24	7	otaiin	MATERIAL_DOSE	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	8	olkar	OPEN	[ungelesen: olkar]	[ungelesen: olkar]	UNREAD	[ungelesen: olkar]	[ungelesen: olkar]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	9	otaiin	MATERIAL_DOSE	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	1	sair	OPEN	[ungelesen: sair]	[ungelesen: sair]	UNREAD	[ungelesen: sair]	[ungelesen: sair]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	2	kain	OPEN	[ungelesen: kain]	[ungelesen: kain]	UNREAD	[ungelesen: kain]	[ungelesen: kain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	3	ar	AMOUNT	Teil	Teil	ASSUMED	Teil	Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	4	alosheey	OPEN	[ungelesen: alosheey]	[ungelesen: alosheey]	UNREAD	[ungelesen: alosheey]	[ungelesen: alosheey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	5	qoeey	OPEN	[ungelesen: qoeey]	[ungelesen: qoeey]	UNREAD	[ungelesen: qoeey]	[ungelesen: qoeey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.25	6	lkesy	OPEN	[ungelesen: lkesy]	[ungelesen: lkesy]	UNREAD	[ungelesen: lkesy]	[ungelesen: lkesy]	recorded
f93r|f93r.1-f93r.32	f93r.1	1	kodshol	OPEN	[ungelesen: kodshol]	[ungelesen: kodshol]	UNREAD	[ungelesen: kodshol]	[ungelesen: kodshol]	recorded
f93r|f93r.1-f93r.32	f93r.1	2	otolsheeos	OPEN	[ungelesen: otolsheeos]	[ungelesen: otolsheeos]	UNREAD	[ungelesen: otolsheeos]	[ungelesen: otolsheeos]	recorded
f93r|f93r.1-f93r.32	f93r.1	3	octhodaly	OPEN	[ungelesen: octhodaly]	[ungelesen: octhodaly]	UNREAD	[ungelesen: octhodaly]	[ungelesen: octhodaly]	recorded
f93r|f93r.1-f93r.32	f93r.1	4	opalepam	OPEN	[ungelesen: opalepam]	[ungelesen: opalepam]	UNREAD	[ungelesen: opalepam]	[ungelesen: opalepam]	recorded
f93r|f93r.1-f93r.32	f93r.1	5	oepchksheey	OPEN	[ungelesen: oepchksheey]	[ungelesen: oepchksheey]	UNREAD	[ungelesen: oepchksheey]	[ungelesen: oepchksheey]	recorded
f93r|f93r.1-f93r.32	f93r.1	6	qotodain	OPEN	[ungelesen: qotodain]	[ungelesen: qotodain]	UNREAD	[ungelesen: qotodain]	[ungelesen: qotodain]	recorded
f93r|f93r.1-f93r.32	f93r.1	7	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.1	8	oar	AMOUNT	Anteil davon	Anteil davon	ASSUMED	Anteil davon	Anteil davon	recorded
f93r|f93r.1-f93r.32	f93r.2	1	ycham	OPEN	[ungelesen: ycham]	[ungelesen: ycham]	UNREAD	[ungelesen: ycham]	[ungelesen: ycham]	recorded
f93r|f93r.1-f93r.32	f93r.2	2	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.2	3	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f93r|f93r.1-f93r.32	f93r.2	4	chotom	OPEN	[ungelesen: chotom]	[ungelesen: chotom]	UNREAD	[ungelesen: chotom]	[ungelesen: chotom]	recorded
f93r|f93r.1-f93r.32	f93r.2	5	cthodar	OPEN	[ungelesen: cthodar]	[ungelesen: cthodar]	UNREAD	[ungelesen: cthodar]	[ungelesen: cthodar]	recorded
f93r|f93r.1-f93r.32	f93r.2	6	sheo	MATERIAL	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.2	7	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.2	8	oteodal	OPEN	[ungelesen: oteodal]	[ungelesen: oteodal]	UNREAD	[ungelesen: oteodal]	[ungelesen: oteodal]	recorded
f93r|f93r.1-f93r.32	f93r.2	9	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.2	10	ofchoshy	OPEN	[ungelesen: ofchoshy]	[ungelesen: ofchoshy]	UNREAD	[ungelesen: ofchoshy]	[ungelesen: ofchoshy]	recorded
f93r|f93r.1-f93r.32	f93r.2	11	cthoshol	OPEN	[ungelesen: cthoshol]	[ungelesen: cthoshol]	UNREAD	[ungelesen: cthoshol]	[ungelesen: cthoshol]	recorded
f93r|f93r.1-f93r.32	f93r.3	1	dsho	OPEN	[ungelesen: dsho]	[ungelesen: dsho]	UNREAD	[ungelesen: dsho]	[ungelesen: dsho]	recorded
f93r|f93r.1-f93r.32	f93r.3	2	dal	AMOUNT	Maß	Maß	ASSUMED	Maß	Maß	recorded
f93r|f93r.1-f93r.32	f93r.3	3	dalody	OPEN	[ungelesen: dalody]	[ungelesen: dalody]	UNREAD	[ungelesen: dalody]	[ungelesen: dalody]	recorded
f93r|f93r.1-f93r.32	f93r.3	4	ytchchy	OPEN	[ungelesen: ytchchy]	[ungelesen: ytchchy]	UNREAD	[ungelesen: ytchchy]	[ungelesen: ytchchy]	recorded
f93r|f93r.1-f93r.32	f93r.3	5	dam	AMOUNT	Portion	Portion	ASSUMED	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.3	6	chody	MATERIAL	getrocknetes Material	getrocknetes Material	ASSUMED	getrocknetes Material	getrocknetes Material	recorded
f93r|f93r.1-f93r.32	f93r.3	7	dal	AMOUNT	Maß	Maß	ASSUMED	Maß	Maß	recorded
f93r|f93r.1-f93r.32	f93r.3	8	ol	RELATION	mit	mit	ASSUMED	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.3	9	schodchy	OPEN	[ungelesen: schodchy]	[ungelesen: schodchy]	UNREAD	[ungelesen: schodchy]	[ungelesen: schodchy]	recorded
f93r|f93r.1-f93r.32	f93r.3	10	qotchd	OPEN	[ungelesen: qotchd]	[ungelesen: qotchd]	UNREAD	[ungelesen: qotchd]	[ungelesen: qotchd]	recorded
f93r|f93r.1-f93r.32	f93r.4	1	sol	OPEN	[ungelesen: sol]	[ungelesen: sol]	UNREAD	[ungelesen: sol]	[ungelesen: sol]	recorded
f93r|f93r.1-f93r.32	f93r.4	2	shotol	OPEN	[ungelesen: shotol]	[ungelesen: shotol]	UNREAD	[ungelesen: shotol]	[ungelesen: shotol]	recorded
f93r|f93r.1-f93r.32	f93r.4	3	qokchodal	OPEN	[ungelesen: qokchodal]	[ungelesen: qokchodal]	UNREAD	[ungelesen: qokchodal]	[ungelesen: qokchodal]	recorded
f93r|f93r.1-f93r.32	f93r.4	4	shody	MATERIAL	benetztes Material	benetztes Material	ASSUMED	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.4	5	chotol	OPEN	[ungelesen: chotol]	[ungelesen: chotol]	UNREAD	[ungelesen: chotol]	[ungelesen: chotol]	recorded
f93r|f93r.1-f93r.32	f93r.4	6	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.4	7	otol	OPEN	[ungelesen: otol]	[ungelesen: otol]	UNREAD	[ungelesen: otol]	[ungelesen: otol]	recorded
f93r|f93r.1-f93r.32	f93r.4	8	ytchdg	OPEN	[ungelesen: ytchdg]	[ungelesen: ytchdg]	UNREAD	[ungelesen: ytchdg]	[ungelesen: ytchdg]	recorded
f93r|f93r.1-f93r.32	f93r.5	1	ol	RELATION	mit	mit	ASSUMED	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.5	2	chody	MATERIAL	getrocknetes Material	getrocknetes Material	ASSUMED	getrocknetes Material	getrocknetes Material	recorded
f93r|f93r.1-f93r.32	f93r.5	3	cfhol	OPEN	[ungelesen: cfhol]	[ungelesen: cfhol]	UNREAD	[ungelesen: cfhol]	[ungelesen: cfhol]	recorded
f93r|f93r.1-f93r.32	f93r.5	4	dol	AMOUNT	Portion	Portion	ASSUMED	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.5	5	qokol	MATERIAL	erwärmter Grundansatz	erwärmter Grundansatz	ASSUMED	erwärmter Grundansatz	erwärmter Grundansatz	recorded
f93r|f93r.1-f93r.32	f93r.5	6	otodar	OPEN	[ungelesen: otodar]	[ungelesen: otodar]	UNREAD	[ungelesen: otodar]	[ungelesen: otodar]	recorded
f93r|f93r.1-f93r.32	f93r.5	7	chodain	OPEN	[ungelesen: chodain]	[ungelesen: chodain]	UNREAD	[ungelesen: chodain]	[ungelesen: chodain]	recorded
f93r|f93r.1-f93r.32	f93r.6	1	tar	OPEN	[ungelesen: tar]	[ungelesen: tar]	UNREAD	[ungelesen: tar]	[ungelesen: tar]	recorded
f93r|f93r.1-f93r.32	f93r.6	2	otor	MATERIAL	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.6	3	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.6	4	cho	REGION	Inneres	Inneres	ASSUMED	Inneres	Inneres	recorded
f93r|f93r.1-f93r.32	f93r.6	5	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.6	6	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f93r|f93r.1-f93r.32	f93r.6	7	sheoees	OPEN	[ungelesen: sheoees]	[ungelesen: sheoees]	UNREAD	[ungelesen: sheoees]	[ungelesen: sheoees]	recorded
f93r|f93r.1-f93r.32	f93r.7	1	shor	MATERIAL	Samen	Samen	ASSUMED	Samen	Samen	recorded
f93r|f93r.1-f93r.32	f93r.7	2	shol	ACTION	befeuchte	befeuchte	ASSUMED	befeuchte	befeuchte	recorded
f93r|f93r.1-f93r.32	f93r.7	3	ody	MATERIAL	Endprodukt	Endprodukt	ASSUMED	Endprodukt	Endprodukt	recorded
f93r|f93r.1-f93r.32	f93r.7	4	cheodaiin	OPEN	[ungelesen: cheodaiin]	[ungelesen: cheodaiin]	UNREAD	[ungelesen: cheodaiin]	[ungelesen: cheodaiin]	recorded
f93r|f93r.1-f93r.32	f93r.7	5	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.8	1	lor	RELATION	mit	mit	ASSUMED	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.8	2	sheeody	MATERIAL	Pulver [Materialhypothese]	Pulver [Materialhypothese]	ASSUMED	Pulver [Materialhypothese]	Pulver [Materialhypothese]	recorded
f93r|f93r.1-f93r.32	f93r.8	3	chodaiin	MATERIAL_DOSE	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.8	4	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.8	5	odar	OPEN	[ungelesen: odar]	[ungelesen: odar]	UNREAD	[ungelesen: odar]	[ungelesen: odar]	recorded
f93r|f93r.1-f93r.32	f93r.9	1	shodam	OPEN	[ungelesen: shodam]	[ungelesen: shodam]	UNREAD	[ungelesen: shodam]	[ungelesen: shodam]	recorded
f93r|f93r.1-f93r.32	f93r.9	2	okcheody	OPEN	[ungelesen: okcheody]	[ungelesen: okcheody]	UNREAD	[ungelesen: okcheody]	[ungelesen: okcheody]	recorded
f93r|f93r.1-f93r.32	f93r.9	3	cthoctho'l	OPEN	[ungelesen: cthoctho'l]	[ungelesen: cthoctho'l]	UNREAD	[ungelesen: cthoctho'l]	[ungelesen: cthoctho'l]	recorded
f93r|f93r.1-f93r.32	f93r.10	1	ychos	ACTION	zerkleinere	zerkleinere	ASSUMED	zerkleinere	zerkleinere	recorded
f93r|f93r.1-f93r.32	f93r.10	2	chey	ACTION	prüfe	prüfe	ASSUMED	nicht [Bereich bis f93r.12:1]	nicht [Bereich bis f93r.12:1]	recorded
f93r|f93r.1-f93r.32	f93r.10	3	keol	OPEN	[ungelesen: keol]	[ungelesen: keol]	UNREAD	[ungelesen: keol]	[ungelesen: keol]	recorded
f93r|f93r.1-f93r.32	f93r.10	4	cheol	MATERIAL	flüssige Zubereitung	flüssige Zubereitung	ASSUMED	flüssige Zubereitung	flüssige Zubereitung	recorded
f93r|f93r.1-f93r.32	f93r.10	5	ckhody	OPEN	[ungelesen: ckhody]	[ungelesen: ckhody]	UNREAD	[ungelesen: ckhody]	[ungelesen: ckhody]	recorded
f93r|f93r.1-f93r.32	f93r.11	1	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.11	2	oteol	MATERIAL	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.11	3	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.11	4	odam	OPEN	[ungelesen: odam]	[ungelesen: odam]	UNREAD	[ungelesen: odam]	[ungelesen: odam]	recorded
f93r|f93r.1-f93r.32	f93r.11	5	sheo	MATERIAL	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	feuchte Zubereitung [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.11	6	al	REFERENCE	davon	davon	ASSUMED	davon	davon	recorded
f93r|f93r.1-f93r.32	f93r.11	7	sal	MATERIAL	Arzneimaterial [Hypothese; Präparat/Salz offen]	Arzneimaterial [Hypothese; Präparat/Salz offen]	ASSUMED	Arzneimaterial [Hypothese; Präparat/Salz offen]	Arzneimaterial [Hypothese; Präparat/Salz offen]	recorded
f93r|f93r.1-f93r.32	f93r.12	1	qokor	ACTION	erhitze	erhitze	ASSUMED	NICHT: erhitze	NICHT: erhitze	recorded
f93r|f93r.1-f93r.32	f93r.12	2	shey	OPEN	[ungelesen: shey]	[ungelesen: shey]	UNREAD	[ungelesen: shey]	[ungelesen: shey]	recorded
f93r|f93r.1-f93r.32	f93r.12	3	okcheor	OPEN	[ungelesen: okcheor]	[ungelesen: okcheor]	UNREAD	[ungelesen: okcheor]	[ungelesen: okcheor]	recorded
f93r|f93r.1-f93r.32	f93r.12	4	sheodom	OPEN	[ungelesen: sheodom]	[ungelesen: sheodom]	UNREAD	[ungelesen: sheodom]	[ungelesen: sheodom]	recorded
f93r|f93r.1-f93r.32	f93r.13	1	shodaiin	MATERIAL_DOSE	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.13	2	qotchy	ACTION	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	ASSUMED	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	recorded
f93r|f93r.1-f93r.32	f93r.13	3	kchol	MATERIAL	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.13	4	r	LINK	darauf	darauf	ASSUMED	darauf	darauf	recorded
f93r|f93r.1-f93r.32	f93r.14	1	ychey	OPEN	[ungelesen: ychey]	[ungelesen: ychey]	UNREAD	[ungelesen: ychey]	[ungelesen: ychey]	recorded
f93r|f93r.1-f93r.32	f93r.14	2	ckhos	OPEN	[ungelesen: ckhos]	[ungelesen: ckhos]	UNREAD	[ungelesen: ckhos]	[ungelesen: ckhos]	recorded
f93r|f93r.1-f93r.32	f93r.14	3	okcheod	OPEN	[ungelesen: okcheod]	[ungelesen: okcheod]	UNREAD	[ungelesen: okcheod]	[ungelesen: okcheod]	recorded
f93r|f93r.1-f93r.32	f93r.14	4	chr	MATERIAL	Blütenrest	Blütenrest	ASSUMED	Blütenrest	Blütenrest	recorded
f93r|f93r.1-f93r.32	f93r.15	1	ochol	OPEN	[ungelesen: ochol]	[ungelesen: ochol]	UNREAD	[ungelesen: ochol]	[ungelesen: ochol]	recorded
f93r|f93r.1-f93r.32	f93r.15	2	shodal	OPEN	[ungelesen: shodal]	[ungelesen: shodal]	UNREAD	[ungelesen: shodal]	[ungelesen: shodal]	recorded
f93r|f93r.1-f93r.32	f93r.15	3	dol	AMOUNT	Portion	Portion	ASSUMED	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.15	4	cheodam	OPEN	[ungelesen: cheodam]	[ungelesen: cheodam]	UNREAD	[ungelesen: cheodam]	[ungelesen: cheodam]	recorded
f93r|f93r.1-f93r.32	f93r.16	1	choshy	OPEN	[ungelesen: choshy]	[ungelesen: choshy]	UNREAD	[ungelesen: choshy]	[ungelesen: choshy]	recorded
f93r|f93r.1-f93r.32	f93r.16	2	qokor	ACTION	erhitze	erhitze	ASSUMED	erhitze	erhitze	recorded
f93r|f93r.1-f93r.32	f93r.16	3	chckhs	OPEN	[ungelesen: chckhs]	[ungelesen: chckhs]	UNREAD	[ungelesen: chckhs]	[ungelesen: chckhs]	recorded
f93r|f93r.1-f93r.32	f93r.17	1	tcheo	OPEN	[ungelesen: tcheo]	[ungelesen: tcheo]	UNREAD	[ungelesen: tcheo]	[ungelesen: tcheo]	recorded
f93r|f93r.1-f93r.32	f93r.17	2	l	OPEN	[ungelesen: l]	[ungelesen: l]	UNREAD	[ungelesen: l]	[ungelesen: l]	recorded
f93r|f93r.1-f93r.32	f93r.17	3	cholchecthody	OPEN	[ungelesen: cholchecthody]	[ungelesen: cholchecthody]	UNREAD	[ungelesen: cholchecthody]	[ungelesen: cholchecthody]	recorded
f93r|f93r.1-f93r.32	f93r.18	1	olkees	OPEN	[ungelesen: olkees]	[ungelesen: olkees]	UNREAD	[ungelesen: olkees]	[ungelesen: olkees]	recorded
f93r|f93r.1-f93r.32	f93r.18	2	shodaiin	MATERIAL_DOSE	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.18	3	shody	MATERIAL	benetztes Material	benetztes Material	ASSUMED	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.19	1	tchor	MATERIAL	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	ASSUMED	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	recorded
f93r|f93r.1-f93r.32	f93r.19	2	shol	ACTION	befeuchte	befeuchte	ASSUMED	befeuchte	befeuchte	recorded
f93r|f93r.1-f93r.32	f93r.19	3	r	LINK	darauf	darauf	ASSUMED	darauf	darauf	recorded
f93r|f93r.1-f93r.32	f93r.19	4	sheoky	OPEN	[ungelesen: sheoky]	[ungelesen: sheoky]	UNREAD	[ungelesen: sheoky]	[ungelesen: sheoky]	recorded
f93r|f93r.1-f93r.32	f93r.20	1	ychockhy	OPEN	[ungelesen: ychockhy]	[ungelesen: ychockhy]	UNREAD	[ungelesen: ychockhy]	[ungelesen: ychockhy]	recorded
f93r|f93r.1-f93r.32	f93r.20	2	cthol	MATERIAL	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	recorded
f93r|f93r.1-f93r.32	f93r.20	3	osos	OPEN	[ungelesen: osos]	[ungelesen: osos]	UNREAD	[ungelesen: osos]	[ungelesen: osos]	recorded
f93r|f93r.1-f93r.32	f93r.21	1	dol	AMOUNT	Portion	Portion	ASSUMED	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.21	2	shol	ACTION	befeuchte	befeuchte	ASSUMED	befeuchte	befeuchte	recorded
f93r|f93r.1-f93r.32	f93r.21	3	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	recorded
f93r|f93r.1-f93r.32	f93r.21	4	shcthy	OPEN	[ungelesen: shcthy]	[ungelesen: shcthy]	UNREAD	[ungelesen: shcthy]	[ungelesen: shcthy]	recorded
f93r|f93r.1-f93r.32	f93r.22	1	kchor	MATERIAL	trockene Blüten [nominale Qualität: Stoffkonstitution]	trockene Blüten [nominale Qualität: Stoffkonstitution]	ASSUMED	trockene Blüten [nominale Qualität: Stoffkonstitution]	trockene Blüten [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.22	2	cthy	MATERIAL	Kraut	Kraut	ASSUMED	Kraut	Kraut	recorded
f93r|f93r.1-f93r.32	f93r.22	3	chakal	OPEN	[ungelesen: chakal]	[ungelesen: chakal]	UNREAD	[ungelesen: chakal]	[ungelesen: chakal]	recorded
f93r|f93r.1-f93r.32	f93r.22	4	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	recorded
f93r|f93r.1-f93r.32	f93r.23	1	oain	OPEN	[ungelesen: oain]	[ungelesen: oain]	UNREAD	[ungelesen: oain]	[ungelesen: oain]	recorded
f93r|f93r.1-f93r.32	f93r.23	2	okor	OPEN	[ungelesen: okor]	[ungelesen: okor]	UNREAD	[ungelesen: okor]	[ungelesen: okor]	recorded
f93r|f93r.1-f93r.32	f93r.23	3	shody	MATERIAL	benetztes Material	benetztes Material	ASSUMED	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.23	4	teols	OPEN	[ungelesen: teols]	[ungelesen: teols]	UNREAD	[ungelesen: teols]	[ungelesen: teols]	recorded
f93r|f93r.1-f93r.32	f93r.24	1	ychocthy	OPEN	[ungelesen: ychocthy]	[ungelesen: ychocthy]	UNREAD	[ungelesen: ychocthy]	[ungelesen: ychocthy]	recorded
f93r|f93r.1-f93r.32	f93r.24	2	chotey	OPEN	[ungelesen: chotey]	[ungelesen: chotey]	UNREAD	[ungelesen: chotey]	[ungelesen: chotey]	recorded
f93r|f93r.1-f93r.32	f93r.24	3	teey	OPEN	[ungelesen: teey]	[ungelesen: teey]	UNREAD	[ungelesen: teey]	[ungelesen: teey]	recorded
f93r|f93r.1-f93r.32	f93r.24	4	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.25	1	ysaiin	OPEN	[ungelesen: ysaiin]	[ungelesen: ysaiin]	UNREAD	[ungelesen: ysaiin]	[ungelesen: ysaiin]	recorded
f93r|f93r.1-f93r.32	f93r.25	2	chotar	OPEN	[ungelesen: chotar]	[ungelesen: chotar]	UNREAD	[ungelesen: chotar]	[ungelesen: chotar]	recorded
f93r|f93r.1-f93r.32	f93r.25	3	shody	MATERIAL	benetztes Material	benetztes Material	ASSUMED	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.26	1	ocheodaiin	OPEN	[ungelesen: ocheodaiin]	[ungelesen: ocheodaiin]	UNREAD	[ungelesen: ocheodaiin]	[ungelesen: ocheodaiin]	recorded
f93r|f93r.1-f93r.32	f93r.26	2	tchos	OPEN	[ungelesen: tchos]	[ungelesen: tchos]	UNREAD	[ungelesen: tchos]	[ungelesen: tchos]	recorded
f93r|f93r.1-f93r.32	f93r.26	3	sor	LINK	weiterer Bestandteil	weiterer Bestandteil	ASSUMED	weiterer Bestandteil	weiterer Bestandteil	recorded
f93r|f93r.1-f93r.32	f93r.27	1	qokor	ACTION	erhitze	erhitze	ASSUMED	erhitze	erhitze	recorded
f93r|f93r.1-f93r.32	f93r.27	2	cheo	MATERIAL	Zubereitung	Zubereitung	ASSUMED	Zubereitung	Zubereitung	recorded
f93r|f93r.1-f93r.32	f93r.27	3	los	OPEN	[ungelesen: los]	[ungelesen: los]	UNREAD	[ungelesen: los]	[ungelesen: los]	recorded
f93r|f93r.1-f93r.32	f93r.27	4	ckheody	OPEN	[ungelesen: ckheody]	[ungelesen: ckheody]	UNREAD	[ungelesen: ckheody]	[ungelesen: ckheody]	recorded
f93r|f93r.1-f93r.32	f93r.28	1	ychor	LINK	nimm	nimm	ASSUMED	nimm	nimm	recorded
f93r|f93r.1-f93r.32	f93r.28	2	odol	MATERIAL	abgemessene Zubereitung	abgemessene Zubereitung	ASSUMED	abgemessene Zubereitung	abgemessene Zubereitung	recorded
f93r|f93r.1-f93r.32	f93r.28	3	chodaiin	MATERIAL_DOSE	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.28	4	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.29	1	dain	AMOUNT	Dosis P	Dosis P	ASSUMED	Dosis P	Dosis P	recorded
f93r|f93r.1-f93r.32	f93r.29	2	{ck}cho	OPEN	[ungelesen: {ck}cho]	[ungelesen: {ck}cho]	UNREAD	[ungelesen: {ck}cho]	[ungelesen: {ck}cho]	recorded
f93r|f93r.1-f93r.32	f93r.29	3	ctho	MATERIAL	Krautmehl	Krautmehl	ASSUMED	Krautmehl	Krautmehl	recorded
