attachment_contact_id	window_id	dispatch_id	patch_id	page	locus	target_ordinal	target_surface	opaque_head_id	line_position	selected_roles	side	signed_offset	distance	neighbor_ordinal	neighbor_surface	neighbor_semantic_value_de	neighbor_axis_tags	neighbor_scalar_host_types	formal_role_direction_match	guarded_reader_exact_pair_occurrences	guarded_reader_exact_full_frame_occurrences	intervening_surface	intervening_emits_own_unit	intervening_strict_initial_head	intervening_another_gdt738_target	target_family	target_level	target_favored_axis	target_dimension	target_prior_state_mode	target_wanted_carrier_set	host_quality_set	host_carrier_set	host_scalar_class_set	host_boundary_set	host_axis_signature	single_host_covers_requested_carrier	middle_reader_exact	middle_known	middle_positive_host_eligible	middle_ineligibility_reasons	middle_quality_set	middle_carrier_set	middle_scalar_class_set	middle_boundary_set	middle_axis_signature	middle_barrier	axis_continuity	carrier_continuity	opposite_reader_exact	opposite_known	opposite_positive_host_eligible	opposite_ineligibility_reasons	opposite_quality_set	strict_axis_relay_candidate	strict_carrier_relay_candidate	relaxed_axis_relay_candidate	relaxed_carrier_relay_candidate	axis_role_retained	carrier_role_retained	predicted_axis_role_retained	predicted_carrier_role_retained	predicted_renderer_role_retained	grammar_rule_trace	axis_flag_matches_gdt740	carrier_flag_matches_gdt740	role_flags_match_gdt740	literal_plaintext_claimed	component_export_credit
G740-C0078	G739-N01081	G739-D0151	G738-P0151	f106v	f106v.19	9	sain	H2	LAST	AXIS+CARRIER	L	-2	2	7	olaiin	drei Portionen Drogenstoff	AMOUNT|MATERIAL	AMOUNT_DOSE	0	1	1	otaiin	1	0	0	SCALAR	II	OPEN	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL	NONE	MATERIAL	AMOUNT_DOSE	NONE	AMOUNT	1	1	1	0	BELOW_W2_OR_NA	COLD	PREPARATION	QUALITY_DEGREE	NONE	NONE	OPEN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0079	G739-N01102	G739-D0156	G738-P0156	f108v	f108v.37	1	sain	H2	FIRST	CARRIER	R	1	1	2	sheor	feuchter Drogenteil	MOIST|PART|MATERIAL	NONE	1	2	2	NONE	0	0	0	SCALAR	II	OPEN	OPEN_SCALAR	NOT_APPLICABLE	MATERIAL|PART	MOIST	MATERIAL|PART	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0080	G739-N01115	G739-D0158	G738-P0158	f10v	f10v.1	9	sain	H2	LAST	AXIS	L	-2	2	7	cthor	eine Portion Pflanzendroge	AMOUNT|MATERIAL	AMOUNT_DOSE	0	1	1	otydy	1	0	0	SCALAR	II	OPEN	AMOUNT_DOSE	NOT_APPLICABLE	PREPARATION	NONE	MATERIAL	AMOUNT_DOSE	NONE	AMOUNT	0	1	1	1	NONE	COLD	PREPARATION	NONE	CLOSE	NONE	CLOSE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	G01	1	1	1	0	0
G740-C0081	G739-N01116	G739-D0158	G738-P0158	f10v	f10v.1	9	sain	H2	LAST	CARRIER	L	-1	1	8	otydy	kalter Ansatz in Grundform, fertig	COLD|PREPARATION|CLOSE	NONE	0	1	1	NONE	0	0	0	SCALAR	II	OPEN	AMOUNT_DOSE	NOT_APPLICABLE	PREPARATION	COLD	PREPARATION	NONE	CLOSE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	G01	1	1	1	0	0
G740-C0082	G739-N01117	G739-D0159	G738-P0159	f111r	f111r.24	1	sain	H2	FIRST	AXIS+CARRIER	R	1	1	2	chckhey	Arzneikompositum: trocken, Gradmitte	DRY|VALUE|PREPARATION	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	DRY	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:DRY	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0083	G739-N01132	G739-D0161	G738-P0161	f111v	f111v.47	1	sain	H2	FIRST	AXIS	R	2	2	3	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	1	1	1	cheey	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	0	1	1	0	BELOW_W2_OR_NA	DRY	NONE	QUALITY_DEGREE	NONE	QUALITY:DRY	OPEN	CONFLICT	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0084	G739-N01136	G739-D0162	G738-P0162	f111v	f111v.51	1	sain	H2	FIRST	AXIS+CARRIER	R	1	1	2	cheal	Rohstoffklasse I, trocken in der Gradmitte	DRY|VALUE|MATERIAL	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL	DRY	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:DRY	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0085	G739-N01141	G739-D0163	G738-P0163	f112r	f112r.35	1	sain	H2	FIRST	AXIS+CARRIER	R	1	1	2	olaiin	drei Portionen Drogenstoff	AMOUNT|MATERIAL	AMOUNT_DOSE	1	1	1	NONE	0	0	0	SCALAR	II	OPEN	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL	NONE	MATERIAL	AMOUNT_DOSE	NONE	AMOUNT	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	1	0	1	1	G04	1	1	1	0	0
G740-C0086	G739-N01147	G739-D0164	G738-P0164	f112r	f112r.36	1	sain	H2	FIRST	AXIS+CARRIER	R	2	2	3	checkhy	trockene Mischung, Anfangsstufe	DRY|VALUE|PREPARATION	QUALITY_DEGREE	1	1	1	ol	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	DRY	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:DRY	1	1	1	0	BELOW_W2_OR_NA	NONE	PREPARATION	NONE	NONE	NONE	OPEN	NONE	FULL_WANTED	NA	0	NA	NA	NA	0	0	0	1	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0087	G739-N01157	G739-D0166	G738-P0166	f112v	f112v.5	1	sain	H2	FIRST	AXIS+CARRIER	R	2	2	3	okey	heißer Ansatz in der Mitte des Grades	HOT|VALUE|PREPARATION	QUALITY_DEGREE	1	1	1	aiiin	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	HOT	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:HOT	1	1	1	0	BELOW_W2_OR_NA	NONE	NONE	AMOUNT_DOSE	NONE	NONE	OPEN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0088	G739-N01173	G739-D0169	G738-P0169	f113r	f113r.49	1	sain	H2	FIRST	CARRIER	R	2	2	3	cheo	trocken angesetzte Zubereitung	DRY|PREPARATION	NONE	1	1	1	cheeey	1	0	0	SCALAR	II	OPEN	OPEN_SCALAR	NOT_APPLICABLE	PREPARATION	DRY	PREPARATION	NONE	NONE	NONE	1	1	0	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	NONE	NONE	NONE	NONE	UNKNOWN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0089	G739-N01182	G739-D0170	G738-P0170	f114r	f114r.36	8	sain	H2	MIDDLE	AXIS+CARRIER	R	1	1	9	otchedy	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	COLD|DRY|VALUE|PREPARATION|CLOSE	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	COLD|DRY	PREPARATION	QUALITY_DEGREE	CLOSE	QUALITY:COLD|DRY	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	HOT	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0090	G739-N01199	G739-D0174	G738-P0174	f75r	f75r.24	4	sain	H2	MIDDLE	AXIS+CARRIER	L	-1	1	3	qolkary	gib die erste erhitzte Drogenfraktion hinzu	HOT|PART|MATERIAL	AMOUNT_DOSE	0	1	1	NONE	0	0	0	SCALAR	II	OPEN	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL|PART	HOT	MATERIAL|PART	AMOUNT_DOSE	NONE	AMOUNT	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	DRY	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0091	G739-N01256	G739-D0183	G738-P0183	f77r	f77r.14	2	sain	H2	MIDDLE	AXIS	R	2	2	4	qoteedy	kalt am Ende des Grades, abgeschlossen	COLD|VALUE|CLOSE	QUALITY_DEGREE	1	1	1	sheeol	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	NONE	COLD	NONE	QUALITY_DEGREE	CLOSE	QUALITY:COLD	0	1	0	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	NONE	NONE	NONE	NONE	UNKNOWN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0092	G739-N01263	G739-D0184	G738-P0184	f77v	f77v.27	6	sain	H2	MIDDLE	AXIS+CARRIER	L	-2	2	4	fchedy	Blütenfraktion bis zur Mittelstufe trocknen und abschließen	DRY|VALUE|PART|PROCESS	QUALITY_DEGREE	0	1	1	cheky	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PART	DRY	PART	QUALITY_DEGREE	PROCESS	QUALITY:DRY	1	1	1	0	BELOW_W2_OR_NA	DRY|HOT	NONE	QUALITY_DEGREE	PROCESS	QUALITY:DRY|HOT	PROCESS_OR_PASS	PARTIAL	NONE	NA	0	NA	NA	NA	0	0	1	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0093	G739-N01268	G739-D0185	G738-P0185	f78r	f78r.23	1	sain	H2	FIRST	CARRIER	R	1	1	2	sheor	feuchter Drogenteil	MOIST|PART|MATERIAL	NONE	1	2	2	NONE	0	0	0	SCALAR	II	OPEN	OPEN_SCALAR	NOT_APPLICABLE	MATERIAL|PART	MOIST	MATERIAL|PART	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0094	G739-N01294	G739-D0189	G738-P0189	f79r	f79r.6	6	sain	H2	MIDDLE	AXIS	L	-1	1	5	qokey	heiß in der Mitte des Grades	HOT|VALUE	QUALITY_DEGREE	0	2	2	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	READER_VARIANT|RETIRED_LITERAL_PATIENT	DRY	0	0	0	0	1	0	1	0	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0095	G739-N01314	G739-D0192	G738-P0192	f79v	f79v.25	8	sain	H2	MIDDLE	AXIS+CARRIER	L	-2	2	6	olkain	heißes Drogenmaterial, Grad II	HOT|VALUE|MATERIAL	QUALITY_DEGREE	0	1	1	otshey	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL	HOT	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:HOT	1	1	1	0	BELOW_W2_OR_NA	COLD|MOIST	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:COLD|MOIST	OPEN	CONFLICT	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0096	G739-N01318	G739-D0193	G738-P0193	f81r	f81r.15	1	sain	H2	FIRST	AXIS	R	2	2	3	cheedy	trocken am Ende des Grades, abgeschlossen	DRY|VALUE|CLOSE	QUALITY_DEGREE	1	1	1	ol	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	NONE	DRY	NONE	QUALITY_DEGREE	CLOSE	QUALITY:DRY	0	1	1	0	BELOW_W2_OR_NA	NONE	MATERIAL|PREPARATION	NONE	NONE	NONE	OPEN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0097	G739-N01328	G739-D0195	G738-P0195	f83r	f83r.19	4	sain	H2	MIDDLE	CARRIER	L	-1	1	3	ockhey	Ansatz eines Arzneikompositums in der Gradmitte	VALUE|PREPARATION	NONE	0	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	NONE	PREPARATION	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	NONE	DRY	0	0	0	0	0	0	0	0	0	G02	1	1	1	0	0
G740-C0098	G739-N01329	G739-D0195	G738-P0195	f83r	f83r.19	4	sain	H2	MIDDLE	AXIS	R	1	1	5	ched	Trockenstufe Mitte, abgeschlossen	DRY|VALUE|CLOSE	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	DRY	NONE	QUALITY_DEGREE	CLOSE	QUALITY:DRY	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	NONE	NONE	0	0	0	0	0	0	0	0	0	G02	1	1	1	0	0
G740-C0099	G739-N01338	G739-D0196	G738-P0196	f83r	f83r.33	6	sain	H2	LAST	AXIS	L	-1	1	5	qokey	heiß in der Mitte des Grades	HOT|VALUE	QUALITY_DEGREE	0	2	2	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	1	0	1	0	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0100	G739-N01343	G739-D0198	G738-P0198	f86v3	f86v3.7	1	sain	H2	FIRST	AXIS	R	1	1	2	ytaiin	Eintrag: kalt, Stufe III	COLD|VALUE	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	NONE	COLD	NONE	QUALITY_DEGREE	NONE	QUALITY:COLD	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	1	0	1	0	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0101	G739-N01364	G739-D0201	G738-P0201	f114v	f114v.9	8	skaiin	H2	MIDDLE	AXIS	L	-2	2	6	qotcheedy	kalt und trocken am Ende des Grades, abgeschlossen	COLD|DRY|VALUE|CLOSE	QUALITY_DEGREE	0	1	1	qockhed	1	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL	COLD|DRY	NONE	QUALITY_DEGREE	CLOSE	QUALITY:COLD|DRY	0	1	0	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	NONE	NONE	NONE	NONE	UNKNOWN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0102	G739-N01367	G739-D0201	G738-P0201	f114v	f114v.9	8	skaiin	H2	MIDDLE	AXIS+CARRIER	R	2	2	10	qotal	Rohstoffklasse I, kalt am Gradanfang	COLD|VALUE|MATERIAL	QUALITY_DEGREE	1	1	1	sheedy	1	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL	COLD	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:COLD	1	1	1	0	BELOW_W2_OR_NA	MOIST	NONE	QUALITY_DEGREE	CLOSE	QUALITY:MOIST	CLOSE	CONFLICT	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0103	G739-N01369	G739-D0202	G738-P0202	f58r	f58r.36	1	skaiin	H2	FIRST	AXIS+CARRIER	R	1	1	2	shokal	Feuchtansatz aus heißem Rohstoff Klasse I am Gradanfang	HOT|MOIST|VALUE|MATERIAL|PREPARATION	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL|PREPARATION	HOT|MOIST	MATERIAL|PREPARATION	QUALITY_DEGREE	NONE	QUALITY:HOT|MOIST	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
