carrier_link_ordinal	layer	source_assignment_ordinal	source_artifact	cohort	event_id	statement_id	physical_page	register	surface	recipe	atom	atom_value_de	atom_position	carrier_envelope	specialized_default_reading_de	specialized_detail	unified_atom_category	unified_atom_value_de	position_and_value_match_unified_card	guard
499	ARGUMENT	166	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2085	G407-S249	f76r	BIOLOGICAL	oly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
500	ARGUMENT	167	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2115	G407-S253	f76r	BIOLOGICAL	cheolchey	CH+E+OL+CH+E+Y	Y	POSTEN	6	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
501	ARGUMENT	168	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2123	G407-S253	f76r	BIOLOGICAL	olky	OL+K+Y	Y	POSTEN	3	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
502	ARGUMENT	169	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2163	G407-S262	f76r	BIOLOGICAL	ollchy	OL+L+CH+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
503	ARGUMENT	170	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2167	G407-S262	f76r	BIOLOGICAL	oly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
504	ARGUMENT	171	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2194	G407-S264	f76r	BIOLOGICAL	oly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
505	ARGUMENT	172	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2195	G407-S265	f76r	BIOLOGICAL	oteey	OT+EE+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
506	ARGUMENT	173	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2207	G407-S270	f76r	BIOLOGICAL	oty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
507	ARGUMENT	174	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2211	G407-S271	f76r	BIOLOGICAL	qolchey	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
508	ARGUMENT	175	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2221	G407-S272	f76r	BIOLOGICAL	oty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
509	ARGUMENT	176	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2243	G407-S277	f76r	BIOLOGICAL	qolain	OL+AIN	AIN	ANTEIL	2	OL>A<END	weiter mit dem Anteil als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
510	ARGUMENT	177	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2255	G407-S278	f76r	BIOLOGICAL	oly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
511	ARGUMENT	178	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2261	G407-S279	f76r	BIOLOGICAL	qoty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
512	ARGUMENT	179	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2267	G407-S280	f76r	BIOLOGICAL	otain	OT+AIN	AIN	ANTEIL	2	OT>A<END	danach den Anteil als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
513	ARGUMENT	180	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2270	G407-S280	f76r	BIOLOGICAL	kolpy	K+OL+P+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
514	ARGUMENT	181	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2293	G407-S287	f76r	BIOLOGICAL	otarain	OT+AIN	AIN	ANTEIL	2	OT>A<END	danach den Anteil als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
515	ARGUMENT	182	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2303	G407-S288	f76r	BIOLOGICAL	olain	OL+AIN	AIN	ANTEIL	2	OL>A<END	weiter mit dem Anteil als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
516	ARGUMENT	183	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2316	G407-S290	f76r	BIOLOGICAL	olaiin	OL+AIIN	AIIN	WERT	2	OL>A<END	weiter mit dem Wert als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
517	ARGUMENT	184	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2354	G407-S301	f76r	BIOLOGICAL	otain	OT+AIN	AIN	ANTEIL	2	OT>A<END	danach den Anteil als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
518	ARGUMENT	185	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2369	G407-S305	f76r	BIOLOGICAL	qolaiin	OL+AIIN	AIIN	WERT	2	OL>A<END	weiter mit dem Wert als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
519	ARGUMENT	186	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2374	G407-S307	f76r	BIOLOGICAL	choly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
520	ARGUMENT	187	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2382	G407-S307	f76r	BIOLOGICAL	solshey	OL+SH+E+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
521	ARGUMENT	188	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2401	G407-S312	f77r	BIOLOGICAL	loly	L+OL+Y	Y	POSTEN	3	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
522	ARGUMENT	189	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2405	G407-S312	f77r	BIOLOGICAL	qotaiin	OT+AIIN	AIIN	WERT	2	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
523	ARGUMENT	190	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2458	G407-S334	f77r	BIOLOGICAL	qotaiin	OT+AIIN	AIIN	WERT	2	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
524	ARGUMENT	191	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2484	G407-S342	f77r	BIOLOGICAL	qotaiin	OT+AIIN	AIIN	WERT	2	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
525	ARGUMENT	192	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2494	G407-S345	f77r	BIOLOGICAL	qotain	OT+AIN	AIN	ANTEIL	2	OT>A<END	danach den Anteil als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
526	ARGUMENT	193	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2497	G407-S346	f77r	BIOLOGICAL	qoteey	OT+EE+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
527	ARGUMENT	194	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2509	G407-S351	f77r	BIOLOGICAL	olaiiny	OL+AIIN+Y	AIIN	WERT	2	OL>A<END	weiter mit dem Wert als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
528	ARGUMENT	195	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2509	G407-S351	f77r	BIOLOGICAL	olaiiny	OL+AIIN+Y	Y	POSTEN	3	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
529	ARGUMENT	196	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2534	G407-S357	f77r	BIOLOGICAL	qolchy	OL+CH+Y	Y	POSTEN	3	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
530	ARGUMENT	197	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2549	G407-S362	f77r	BIOLOGICAL	solchedy	S+OL+CHD+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
531	ARGUMENT	198	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2555	G407-S365	f77r	BIOLOGICAL	olchey	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
532	ARGUMENT	199	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2556	G407-S365	f77r	BIOLOGICAL	qotey	OT+E+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
533	ARGUMENT	200	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2570	G407-S368	f77r	BIOLOGICAL	qolkain	OL+K+AIN	AIN	ANTEIL	3	OL>A<END	weiter mit dem Anteil als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
534	ARGUMENT	201	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2578	G407-S370	f77r	BIOLOGICAL	qotary	OT+AR+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
535	ARGUMENT	202	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2604	G407-S374	f77r	BIOLOGICAL	solkeey	OL+K+EE+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
536	ARGUMENT	203	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2614	G407-S377	f77r	BIOLOGICAL	qotain	OT+AIN	AIN	ANTEIL	2	OT>A<END	danach den Anteil als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
537	ARGUMENT	204	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2619	G407-S378	f77r	BIOLOGICAL	olchey	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
538	ARGUMENT	205	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2620	G407-S378	f77r	BIOLOGICAL	teeolain	T+EE+OL+AIN	AIN	ANTEIL	4	OL>A<END	weiter mit dem Anteil als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
539	ARGUMENT	206	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2636	G407-S382	f77r	BIOLOGICAL	olaiin	OL+AIIN	AIIN	WERT	2	OL>A<END	weiter mit dem Wert als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
540	ARGUMENT	207	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2648	G407-S384	f77r	BIOLOGICAL	qotaiin	OT+AIIN	AIIN	WERT	2	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
541	ARGUMENT	208	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2650	G407-S385	f77r	BIOLOGICAL	qoty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
542	ARGUMENT	209	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2653	G407-S385	f77r	BIOLOGICAL	qolchey	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
543	ARGUMENT	210	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2673	G407-S390	f77r	BIOLOGICAL	qotaiin	OT+AIIN	AIIN	WERT	2	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
544	ARGUMENT	211	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2683	G407-S392	f77r	BIOLOGICAL	loly	L+OL+Y	Y	POSTEN	3	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
545	ARGUMENT	212	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2702	G407-S392	f77r	BIOLOGICAL	otey	OT+E+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
546	ARGUMENT	213	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2713	G407-S392	f77r	BIOLOGICAL	oloky	OL+OK+Y	Y	POSTEN	3	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
547	ARGUMENT	214	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2714	G407-S393	f81r	BIOLOGICAL	polchoy	P+OL+CH+O+Y	Y	POSTEN	5	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
548	ARGUMENT	215	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2720	G407-S396	f81r	BIOLOGICAL	oly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
549	ARGUMENT	216	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2729	G407-S396	f81r	BIOLOGICAL	qotey	OT+E+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
550	ARGUMENT	217	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2749	G407-S397	f81r	BIOLOGICAL	olaiin	OL+AIIN	AIIN	WERT	2	OL>A<END	weiter mit dem Wert als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
551	ARGUMENT	218	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2756	G407-S397	f81r	BIOLOGICAL	oteey	OT+EE+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
552	ARGUMENT	219	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2763	G407-S397	f81r	BIOLOGICAL	otey	OT+E+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
553	ARGUMENT	220	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2767	G407-S398	f81r	BIOLOGICAL	oty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
554	ARGUMENT	221	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2768	G407-S398	f81r	BIOLOGICAL	qotey	OT+E+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
555	ARGUMENT	222	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2769	G407-S398	f81r	BIOLOGICAL	oteey	OT+EE+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
556	ARGUMENT	223	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2770	G407-S398	f81r	BIOLOGICAL	oly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
557	ARGUMENT	224	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2771	G407-S398	f81r	BIOLOGICAL	qoteesy	OT+EE+S+Y	Y	POSTEN	4	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
558	ARGUMENT	225	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2779	G407-S401	f81r	BIOLOGICAL	qotain	OT+AIN	AIN	ANTEIL	2	OT>A<END	danach den Anteil als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	ANTEIL	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
559	ARGUMENT	226	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2790	G407-S406	f81r	BIOLOGICAL	loly	L+OL+Y	Y	POSTEN	3	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
560	ARGUMENT	227	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2841	G407-S425	f81r	BIOLOGICAL	olkeey	OL+K+EE+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
561	ARGUMENT	228	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2842	G407-S425	f81r	BIOLOGICAL	oteey	OT+EE+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
562	ARGUMENT	229	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2843	G407-S425	f81r	BIOLOGICAL	olshey	OL+SH+E+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
563	ARGUMENT	230	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2844	G407-S425	f81r	BIOLOGICAL	otey	OT+E+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
564	ARGUMENT	231	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2854	G407-S425	f81r	BIOLOGICAL	oly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
