integration_ordinal	event_id	statement_id	physical_page	register	surface	recipe	grade_link_count	argument_link_count	relation_link_count	total_specialized_link_count	specialized_layers	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_readings_de	integration_status
399	G407-E2636	G407-S382	f77r	BIOLOGICAL	olaiin	OL+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → WERT	weiter; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
400	G407-E2647	G407-S384	f77r	BIOLOGICAL	sheeol	SH+EE+OL	1	0	0	1	GRADE	HALTEN → GRAD II → FORTSETZEN	halten; auf Grad II; weiter	GRADE:halten auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
401	G407-E2648	G407-S384	f77r	BIOLOGICAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
402	G407-E2650	G407-S385	f77r	BIOLOGICAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
403	G407-E2653	G407-S385	f77r	BIOLOGICAL	qolchey	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
404	G407-E2654	G407-S385	f77r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
405	G407-E2655	G407-S386	f77r	BIOLOGICAL	qotal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
406	G407-E2660	G407-S386	f77r	BIOLOGICAL	arol	AR+OL	0	0	1	1	RELATION	AUSGANG → FORTSETZEN	vom Ausgang; weiter	RELATION:AUSGANG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
407	G407-E2662	G407-S387	f77r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
408	G407-E2673	G407-S390	f77r	BIOLOGICAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
409	G407-E2674	G407-S390	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
410	G407-E2675	G407-S391	f77r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
411	G407-E2683	G407-S392	f77r	BIOLOGICAL	loly	L+OL+Y	0	1	1	2	ARGUMENT|RELATION	VERBINDUNG → FORTSETZEN → POSTEN	über die Verbindung; weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger || RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
412	G407-E2702	G407-S392	f77r	BIOLOGICAL	otey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
413	G407-E2713	G407-S392	f77r	BIOLOGICAL	oloky	OL+OK+Y	0	1	0	1	ARGUMENT	FORTSETZEN → SETZEN → POSTEN	weiter; setzen; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
414	G407-E2714	G407-S393	f81r	BIOLOGICAL	polchoy	P+OL+CH+O+Y	0	1	0	1	ARGUMENT	EINSETZEN → FORTSETZEN → NEHMEN → AUSFÜHRUNG → POSTEN	einsetzen; weiter; nehmen; zur Ausführung; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
415	G407-E2720	G407-S396	f81r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
416	G407-E2726	G407-S396	f81r	BIOLOGICAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
417	G407-E2729	G407-S396	f81r	BIOLOGICAL	qotey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
418	G407-E2732	G407-S396	f81r	BIOLOGICAL	olkal	OL+K+AL	0	0	1	1	RELATION	FORTSETZEN → GEBEN → ZIELORT	weiter; geben; zum Zielort	RELATION:FORTSETZEN · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
419	G407-E2749	G407-S397	f81r	BIOLOGICAL	olaiin	OL+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → WERT	weiter; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
420	G407-E2756	G407-S397	f81r	BIOLOGICAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
421	G407-E2763	G407-S397	f81r	BIOLOGICAL	otey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
422	G407-E2767	G407-S398	f81r	BIOLOGICAL	oty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
423	G407-E2768	G407-S398	f81r	BIOLOGICAL	qotey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
424	G407-E2769	G407-S398	f81r	BIOLOGICAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
425	G407-E2770	G407-S398	f81r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
426	G407-E2771	G407-S398	f81r	BIOLOGICAL	qoteesy	OT+EE+S+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → WÄHLEN → POSTEN	danach; auf Grad II; wählen; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
427	G407-E2772	G407-S398	f81r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
428	G407-E2777	G407-S400	f81r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
429	G407-E2779	G407-S401	f81r	BIOLOGICAL	qotain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
430	G407-E2781	G407-S401	f81r	BIOLOGICAL	olsheol	OL+K+E+OL	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD I → FORTSETZEN	weiter; geben; auf Grad I; weiter	GRADE:weiter mit geben auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
431	G407-E2782	G407-S401	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD I → ABSCHLIESSEN	weiter; geben; auf Grad I; abschließen	GRADE:weiter mit geben auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
432	G407-E2784	G407-S403	f81r	BIOLOGICAL	oltedy	OL+T+E+DY	1	0	0	1	GRADE	FORTSETZEN → EINSTELLEN → GRAD I → ABSCHLIESSEN	weiter; einstellen; auf Grad I; abschließen	GRADE:weiter mit einstellen auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
433	G407-E2790	G407-S406	f81r	BIOLOGICAL	loly	L+OL+Y	0	1	1	2	ARGUMENT|RELATION	VERBINDUNG → FORTSETZEN → POSTEN	über die Verbindung; weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger || RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
434	G407-E2793	G407-S407	f81r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
435	G407-E2798	G407-S409	f81r	BIOLOGICAL	qolsheedy	OL+SH+EE+DY	1	0	0	1	GRADE	FORTSETZEN → HALTEN → GRAD II → ABSCHLIESSEN	weiter; halten; auf Grad II; abschließen	GRADE:weiter mit halten auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
436	G407-E2801	G407-S410	f81r	BIOLOGICAL	arol	AR+OL	0	0	1	1	RELATION	AUSGANG → FORTSETZEN	vom Ausgang; weiter	RELATION:AUSGANG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
437	G407-E2807	G407-S412	f81r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
438	G407-E2830	G407-S423	f81r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
439	G407-E2841	G407-S425	f81r	BIOLOGICAL	olkeey	OL+K+EE+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD II → POSTEN	weiter; geben; auf Grad II; den Posten	GRADE:weiter mit geben auf Grad II || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
440	G407-E2842	G407-S425	f81r	BIOLOGICAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
441	G407-E2843	G407-S425	f81r	BIOLOGICAL	olshey	OL+SH+E+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → HALTEN → GRAD I → POSTEN	weiter; halten; auf Grad I; den Posten	GRADE:weiter mit halten auf Grad I || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
442	G407-E2844	G407-S425	f81r	BIOLOGICAL	otey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
443	G407-E2845	G407-S425	f81r	BIOLOGICAL	lol	L+OL	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN	über die Verbindung; weiter	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
444	G407-E2846	G407-S425	f81r	BIOLOGICAL	qotal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
445	G407-E2854	G407-S425	f81r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
446	G407-E2865	G407-S426	f81r	BIOLOGICAL	qotaldar	OT+AL+D_ADDR+AR	0	0	2	2	RELATION	DANACH → ZIELORT → HIER → AUSGANG	danach; zum Zielort; hier; vom Ausgang	RELATION:DANACH · ZIELORT || RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
447	G407-E2866	G407-S426	f81r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
448	G407-E2867	G407-S427	f81r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
449	G407-E2871	G407-S428	f81r	BIOLOGICAL	otain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
450	G407-E2878	G407-S429	f81r	BIOLOGICAL	oteol	OT+E+OL	1	0	0	1	GRADE	DANACH → GRAD I → FORTSETZEN	danach; auf Grad I; weiter	GRADE:danach Träger auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
451	G407-E2886	G407-S431	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD I → ABSCHLIESSEN	weiter; geben; auf Grad I; abschließen	GRADE:weiter mit geben auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
452	G407-E2894	G407-S433	f81r	BIOLOGICAL	otey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
453	G407-E2903	G407-S434	f81r	BIOLOGICAL	olkaiin	OL+K+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → GEBEN → WERT	weiter; geben; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
454	G407-E2909	G407-S436	f81r	BIOLOGICAL	olkar	OL+K+AR	0	0	1	1	RELATION	FORTSETZEN → GEBEN → AUSGANG	weiter; geben; vom Ausgang	RELATION:FORTSETZEN · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
455	G407-E2912	G407-S436	f81r	BIOLOGICAL	olkshdy	OL+K+SH+D_ADDR+Y	0	1	0	1	ARGUMENT	FORTSETZEN → GEBEN → HALTEN → HIER → POSTEN	weiter; geben; halten; hier; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
456	G407-E2916	G407-S437	f81r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
457	G407-E2919	G407-S439	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD I → ABSCHLIESSEN	weiter; geben; auf Grad I; abschließen	GRADE:weiter mit geben auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
458	G407-E2942	G407-S444	f81v	BIOLOGICAL	olkain	OL+K+AIN	0	1	0	1	ARGUMENT	FORTSETZEN → GEBEN → ANTEIL	weiter; geben; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
459	G407-E2949	G407-S444	f81v	BIOLOGICAL	olkeedy	OL+K+EE+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD II → ABSCHLIESSEN	weiter; geben; auf Grad II; abschließen	GRADE:weiter mit geben auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
460	G407-E2968	G407-S447	f81v	BIOLOGICAL	otain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
461	G407-E2985	G407-S448	f81v	BIOLOGICAL	daldy	AL+DY	0	0	1	1	RELATION	ZIELORT → ABSCHLIESSEN	zum Zielort; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
462	G407-E2986	G407-S449	f81v	BIOLOGICAL	olor	OL+OR	0	1	0	1	ARGUMENT	FORTSETZEN → EINHEIT	weiter; die Einheit	ARGUMENT:weiter mit der Einheit als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
463	G407-E2995	G407-S450	f81v	BIOLOGICAL	ykol	Y+K+OL	0	1	0	1	ARGUMENT	POSTEN → GEBEN → FORTSETZEN	den Posten; geben; weiter	ARGUMENT:den Posten weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
464	G407-E2999	G407-S452	f81v	BIOLOGICAL	qolkeedy	OL+K+EE+D_ADDR+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD II → HIER → POSTEN	weiter; geben; auf Grad II; hier; den Posten	GRADE:weiter mit geben auf Grad II || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
465	G407-E3005	G407-S454	f81v	BIOLOGICAL	olchey	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
466	G407-E3009	G407-S454	f81v	BIOLOGICAL	olor	OL+OR	0	1	0	1	ARGUMENT	FORTSETZEN → EINHEIT	weiter; die Einheit	ARGUMENT:weiter mit der Einheit als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
467	G407-E3012	G407-S455	f81v	BIOLOGICAL	polshy	P+OL+SH+Y	0	1	0	1	ARGUMENT	EINSETZEN → FORTSETZEN → HALTEN → POSTEN	einsetzen; weiter; halten; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
468	G407-E3016	G407-S456	f81v	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
469	G407-E3018	G407-S458	f81v	BIOLOGICAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
470	G407-E3028	G407-S458	f81v	BIOLOGICAL	olchy	OL+CH+Y	0	1	0	1	ARGUMENT	FORTSETZEN → NEHMEN → POSTEN	weiter; nehmen; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
471	G407-E3030	G407-S458	f81v	BIOLOGICAL	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	0	1	0	1	ARGUMENT	HIER → HALTEN → FORTSETZEN → POSTEN → HIER	hier; halten; weiter; den Posten; hier	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
472	G407-E3036	G407-S460	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	0	1	0	1	ARGUMENT	POSTEN → EINSTELLEN → GRAD I → ABSCHLIESSEN	den Posten; einstellen; auf Grad I; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
473	G407-E3039	G407-S461	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	0	1	0	1	ARGUMENT	POSTEN → EINSTELLEN → GRAD I → ABSCHLIESSEN	den Posten; einstellen; auf Grad I; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
474	G407-E3042	G407-S462	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	0	1	0	1	ARGUMENT	POSTEN → EINSTELLEN → GRAD I → ABSCHLIESSEN	den Posten; einstellen; auf Grad I; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
475	G407-E3043	G407-S463	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	0	1	0	1	ARGUMENT	POSTEN → EINSTELLEN → GRAD I → ABSCHLIESSEN	den Posten; einstellen; auf Grad I; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
476	G407-E3046	G407-S464	f81v	BIOLOGICAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
477	G407-E3047	G407-S464	f81v	BIOLOGICAL	ykedy	Y+K+E+DY	0	1	0	1	ARGUMENT	POSTEN → GEBEN → GRAD I → ABSCHLIESSEN	den Posten; geben; auf Grad I; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
478	G407-E3072	G407-S469	f81v	BIOLOGICAL	lshedy	L+SH+E+DY	0	0	1	1	RELATION	VERBINDUNG → HALTEN → GRAD I → ABSCHLIESSEN	über die Verbindung; halten; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
479	G407-E3095	G407-S477	f81v	BIOLOGICAL	solkeey	OL+K+EE+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD II → POSTEN	weiter; geben; auf Grad II; den Posten	GRADE:weiter mit geben auf Grad II || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
480	G407-E3111	G407-S481	f81v	BIOLOGICAL	ltedy	L+T+E+DY	0	0	1	1	RELATION	VERBINDUNG → EINSTELLEN → GRAD I → ABSCHLIESSEN	über die Verbindung; einstellen; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
481	G407-E3112	G407-S482	f81v	BIOLOGICAL	qotain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
482	G407-E3115	G407-S482	f81v	BIOLOGICAL	lshedy	L+SH+E+DY	0	0	1	1	RELATION	VERBINDUNG → HALTEN → GRAD I → ABSCHLIESSEN	über die Verbindung; halten; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
483	G407-E3116	G407-S483	f81v	BIOLOGICAL	lshedy	L+SH+E+DY	0	0	1	1	RELATION	VERBINDUNG → HALTEN → GRAD I → ABSCHLIESSEN	über die Verbindung; halten; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
484	G407-E3118	G407-S484	f81v	BIOLOGICAL	qolky	OL+K+Y	0	1	0	1	ARGUMENT	FORTSETZEN → GEBEN → POSTEN	weiter; geben; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
485	G407-E3121	G407-S484	f81v	BIOLOGICAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
486	G407-E3127	G407-S484	f81v	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
487	G407-E3133	G407-S485	f81v	BIOLOGICAL	olkain	OL+K+AIN	0	1	0	1	ARGUMENT	FORTSETZEN → GEBEN → ANTEIL	weiter; geben; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
488	G407-E3138	G407-S486	f81v	BIOLOGICAL	olcthdy	OL+CH+T+D_ADDR+Y	0	1	0	1	ARGUMENT	FORTSETZEN → NEHMEN → EINSTELLEN → HIER → POSTEN	weiter; nehmen; einstellen; hier; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
489	G407-E3146	G407-S487	f81v	BIOLOGICAL	teol	E+OL	1	0	0	1	GRADE	GRAD I → FORTSETZEN	auf Grad I; weiter	GRADE:Träger auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
