state_card_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	statement_position	statement_final	surface	recipe	recipe_atom_count	ordered_type_signature	state_marker_sequence	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	state_scope_reading_de	source_context_layer	context_template	contextual_clause_de	explicit_action_roots	inherited_action_root	explicit_argument_roots	inherited_argument_root	action_atom_count	grade_atom_count	argument_atom_count	relation_atom_count	state_control_atom_count	formal_control_atom_count	local_or_class_sign_count	specialized_carrier_layers	specialized_carrier_link_count	specialized_carrier_readings_de	every_atom_mapped	written_order_preserved	sequence_default_status	guard
833	OLD26_GDT407	G407-E2683	P1003-E0379	G407-S392	f77r	BIOLOGICAL	8	38	STATEMENT_INTERNAL	NO	loly	L+OL+Y	3	RELATION+STATE_CONTROL+ARGUMENT	OL	L{RELATION=VERBINDUNG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	VERBINDUNG → FORTSETZEN → POSTEN	über die Verbindung; weiter; den Posten	VERBINDUNG · FORTSETZEN · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_RELATION	Weiter im laufenden Gang halte den Stationsposten; über die sichtbare Verbindung.	NONE	SH	Y	NONE	0	0	1	1	1	0	0	ARGUMENT|RELATION	2	ARGUMENT:weiter mit dem Posten als aktuellem Träger || RELATION:VERBINDUNG · FORTSETZEN	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
834	OLD26_GDT407	G407-E2693	P1003-E0389	G407-S392	f77r	BIOLOGICAL	18	38	STATEMENT_INTERNAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang wähle den Stationsanteil [wie zuvor].	NONE	S	NONE	AIN	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
835	OLD26_GDT407	G407-E2702	P1003-E0398	G407-S392	f77r	BIOLOGICAL	27	38	STATEMENT_INTERNAL	NO	otey	OT+E+Y	3	STATE_CONTROL+GRADE+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	DANACH · GRAD I · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang wähle den Stationsposten; auf Grad I.	NONE	S	Y	NONE	0	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
836	OLD26_GDT407	G407-E2706	P1003-E0402	G407-S392	f77r	BIOLOGICAL	31	38	STATEMENT_INTERNAL	NO	saiisol	S+A_ADDR+IIN+S+OL	5	ACTION_HEAD+LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL+ACTION_HEAD+STATE_CONTROL	OL	S{HANDLUNG=WÄHLEN} > A_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > IIN{FORMSTEUERUNG=STUFE} > S{HANDLUNG=WÄHLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	WÄHLEN → HIER → STUFE → WÄHLEN → FORTSETZEN	wählen; hier; auf der Stufe; wählen; weiter	WÄHLEN · HIER · STUFE · WÄHLEN · FORTSETZEN	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Weiter wähle den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; auf der bezeichneten Stufe; an der bezeichneten Stelle.	S|S	NONE	NONE	Y	2	0	0	0	1	1	1	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
837	OLD26_GDT407	G407-E2713	P1003-E0409	G407-S392	f77r	BIOLOGICAL	38	38	STATEMENT_FINAL	YES	oloky	OL+OK+Y	3	STATE_CONTROL+ACTION_HEAD+ARGUMENT	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > OK{HANDLUNG=SETZEN} > Y{ARGUMENT=POSTEN}	FORTSETZEN → SETZEN → POSTEN	weiter; setzen; den Posten	FORTSETZEN · SETZEN · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter setze den Stationsposten im Stationsgang an.	OK	NONE	Y	NONE	1	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:weiter mit dem Posten als aktuellem Träger	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
838	OLD26_GDT407	G407-E2714	G404-E0301	G407-S393	f81r	BIOLOGICAL	1	2	STATEMENT_INITIAL	NO	polchoy	P+OL+CH+O+Y	5	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+FORMAL_CONTROL+ARGUMENT	OL	P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CH{HANDLUNG=NEHMEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > Y{ARGUMENT=POSTEN}	EINSETZEN → FORTSETZEN → NEHMEN → AUSFÜHRUNG → POSTEN	einsetzen; weiter; nehmen; zur Ausführung; den Posten	EINSETZEN · FORTSETZEN · NEHMEN · AUSFÜHRUNG · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Weiter setze den Stationsposten ein und entnimm den Stationsposten; als Ausführung.	P|CH	NONE	Y	NONE	2	0	1	0	1	1	0	ARGUMENT	1	ARGUMENT:weiter mit dem Posten als aktuellem Träger	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
839	OLD26_GDT407	G407-E2715	G404-E0302	G407-S393	f81r	BIOLOGICAL	2	2	STATEMENT_FINAL	YES	qokedy	OK+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → ABSCHLIESSEN	setzen; auf Grad I; abschließen	SETZEN · GRAD I · SCHLUSS	GDT416_OLD26_IMPERATIVE	GRADED_ACTION	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	OK	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
840	OLD26_GDT407	G407-E2716	G404-E0303	G407-S394	f81r	BIOLOGICAL	1	2	STATEMENT_INITIAL	NO	shol	SH+OL	2	ACTION_HEAD+STATE_CONTROL	OL	SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	HALTEN → FORTSETZEN	halten; weiter	HALTEN · FORTSETZEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter halte den Stationsposten [wie zuvor].	SH	NONE	NONE	Y	1	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
841	OLD26_GDT407	G407-E2717	G404-E0304	G407-S394	f81r	BIOLOGICAL	2	2	STATEMENT_FINAL	YES	opchedy	O+P+CHD+DY	4	FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	DY	O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → EINSETZEN → BEARBEITEN → ABSCHLIESSEN	zur Ausführung; einsetzen; bearbeiten; abschließen	AUSFÜHRUNG · EINSETZEN · UMSETZEN · SCHLUSS	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; als Ausführung; schließe den Schritt.	P|CHD	NONE	NONE	Y	2	0	0	0	1	1	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
842	OLD26_GDT407	G407-E2718	G404-E0305	G407-S395	f81r	BIOLOGICAL	1	1	SINGLETON_STATEMENT	YES	olpchedy	OL+P+CHD+DY	4	STATE_CONTROL+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	OL+DY	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > P{HANDLUNG=EINSETZEN} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	FORTSETZEN → EINSETZEN → BEARBEITEN → ABSCHLIESSEN	weiter; einsetzen; bearbeiten; abschließen	FORTSETZEN · EINSETZEN · UMSETZEN · SCHLUSS	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Weiter setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	P|CHD	NONE	NONE	Y	2	0	0	0	2	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
843	OLD26_GDT407	G407-E2720	G404-E0307	G407-S396	f81r	BIOLOGICAL	2	18	STATEMENT_INTERNAL	NO	oly	OL+Y	2	STATE_CONTROL+ARGUMENT	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	FORTSETZEN → POSTEN	weiter; den Posten	FORTSETZEN · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang halte den Stationsposten.	NONE	SH	Y	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:weiter mit dem Posten als aktuellem Träger	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
844	OLD26_GDT407	G407-E2724	G404-E0311	G407-S396	f81r	BIOLOGICAL	6	18	STATEMENT_INTERNAL	NO	qokol	OK+OL	2	ACTION_HEAD+STATE_CONTROL	OL	OK{HANDLUNG=SETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	SETZEN → FORTSETZEN	setzen; weiter	SETZEN · FORTSETZEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter setze den Stationsposten [wie zuvor] im Stationsgang an.	OK	NONE	NONE	Y	1	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
845	OLD26_GDT407	G407-E2725	G404-E0312	G407-S396	f81r	BIOLOGICAL	7	18	STATEMENT_INTERNAL	NO	chol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	NONE	OK	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
846	OLD26_GDT407	G407-E2726	G404-E0313	G407-S396	f81r	BIOLOGICAL	8	18	STATEMENT_INTERNAL	NO	otar	OT+AR	2	STATE_CONTROL+RELATION	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > AR{RELATION=AUSGANG}	DANACH → AUSGANG	danach; vom Ausgang	DANACH · AUSGANG	GDT416_OLD26_IMPERATIVE	INHERITED_RELATION	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	NONE	OK	NONE	Y	0	0	0	1	1	0	0	RELATION	1	RELATION:DANACH · AUSGANG	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
847	OLD26_GDT407	G407-E2729	G404-E0316	G407-S396	f81r	BIOLOGICAL	11	18	STATEMENT_INTERNAL	NO	qotey	OT+E+Y	3	STATE_CONTROL+GRADE+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	DANACH · GRAD I · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang setze den Stationsposten im Stationsgang an; auf Grad I.	NONE	OK	Y	NONE	0	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
848	OLD26_GDT407	G407-E2732	G404-E0319	G407-S396	f81r	BIOLOGICAL	14	18	STATEMENT_INTERNAL	NO	olkal	OL+K+AL	3	STATE_CONTROL+ACTION_HEAD+RELATION	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > AL{RELATION=ZIELORT}	FORTSETZEN → GEBEN → ZIELORT	weiter; geben; zum Zielort	FORTSETZEN · GEBEN · ZIELORT	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter führe den Stationsposten [wie zuvor] zu; zur Zielstation.	K	NONE	NONE	Y	1	0	0	1	1	0	0	RELATION	1	RELATION:FORTSETZEN · ZIELORT	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
849	OLD26_GDT407	G407-E2733	G404-E0320	G407-S396	f81r	BIOLOGICAL	15	18	STATEMENT_INTERNAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu.	NONE	K	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
850	OLD26_GDT407	G407-E2736	G404-E0323	G407-S396	f81r	BIOLOGICAL	18	18	STATEMENT_FINAL	YES	shedy	SH+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → GRAD I → ABSCHLIESSEN	halten; auf Grad I; abschließen	HALTEN · GRAD I · SCHLUSS	GDT416_OLD26_IMPERATIVE	GRADED_ACTION	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	SH	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
851	OLD26_GDT407	G407-E2739	G404-E0326	G407-S397	f81r	BIOLOGICAL	3	29	STATEMENT_INTERNAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Stationsanteil [wie zuvor] im Stationsgang an.	NONE	OK	NONE	AIN	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
852	OLD26_GDT407	G407-E2740	G404-E0327	G407-S397	f81r	BIOLOGICAL	4	29	STATEMENT_INTERNAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Stationsanteil [wie zuvor] im Stationsgang an.	NONE	OK	NONE	AIN	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
853	OLD26_GDT407	G407-E2744	G404-E0331	G407-S397	f81r	BIOLOGICAL	8	29	STATEMENT_INTERNAL	NO	qol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu.	NONE	K	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
854	OLD26_GDT407	G407-E2747	G404-E0334	G407-S397	f81r	BIOLOGICAL	11	29	STATEMENT_INTERNAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	NONE	OK	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
855	OLD26_GDT407	G407-E2748	G404-E0335	G407-S397	f81r	BIOLOGICAL	12	29	STATEMENT_INTERNAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	NONE	OK	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
856	OLD26_GDT407	G407-E2749	G404-E0336	G407-S397	f81r	BIOLOGICAL	13	29	STATEMENT_INTERNAL	NO	olaiin	OL+AIIN	2	STATE_CONTROL+ARGUMENT	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > AIIN{ARGUMENT=WERT}	FORTSETZEN → WERT	weiter; den Wert	FORTSETZEN · WERT	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Stationswert im Stationsgang an.	NONE	OK	AIIN	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:weiter mit dem Wert als aktuellem Träger	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
857	OLD26_GDT407	G407-E2750	G404-E0337	G407-S397	f81r	BIOLOGICAL	14	29	STATEMENT_INTERNAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Stationswert [wie zuvor] im Stationsgang an.	NONE	OK	NONE	AIIN	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
858	OLD26_GDT407	G407-E2754	G404-E0341	G407-S397	f81r	BIOLOGICAL	18	29	STATEMENT_INTERNAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang wähle den Stationsanteil [wie zuvor].	NONE	S	NONE	AIN	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
859	OLD26_GDT407	G407-E2756	G404-E0343	G407-S397	f81r	BIOLOGICAL	20	29	STATEMENT_INTERNAL	NO	oteey	OT+EE+Y	3	STATE_CONTROL+GRADE+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > Y{ARGUMENT=POSTEN}	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	DANACH · GRAD II · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang wähle den Stationsposten; auf Grad II.	NONE	S	Y	NONE	0	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
860	OLD26_GDT407	G407-E2759	G404-E0346	G407-S397	f81r	BIOLOGICAL	23	29	STATEMENT_INTERNAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	NONE	OK	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
861	OLD26_GDT407	G407-E2763	G404-E0350	G407-S397	f81r	BIOLOGICAL	27	29	STATEMENT_INTERNAL	NO	otey	OT+E+Y	3	STATE_CONTROL+GRADE+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	DANACH · GRAD I · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang stelle den Stationsposten ein; auf Grad I.	NONE	T	Y	NONE	0	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
862	OLD26_GDT407	G407-E2765	G404-E0352	G407-S397	f81r	BIOLOGICAL	29	29	STATEMENT_FINAL	YES	pchedy	P+CHD+DY	3	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	DY	P{HANDLUNG=EINSETZEN} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	EINSETZEN → BEARBEITEN → ABSCHLIESSEN	einsetzen; bearbeiten; abschließen	EINSETZEN · UMSETZEN · SCHLUSS	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Setze den Stationsanteil [wie zuvor] ein und bearbeite den Stationsanteil [wie zuvor]; schließe den Schritt.	P|CHD	NONE	NONE	AIN	2	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
863	OLD26_GDT407	G407-E2767	G404-E0354	G407-S398	f81r	BIOLOGICAL	2	7	STATEMENT_INTERNAL	NO	oty	OT+Y	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN}	DANACH → POSTEN	danach; den Posten	DANACH · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang setze den Stationsposten im Stationsgang an.	NONE	OK	Y	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
