recipe_default_ordinal	recipe	event_count	physical_page_count	statement_count	surface_count	cohorts	registers	example_surfaces	example_event_ids	recipe_atom_count	atom_multiset	ordered_type_signature	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_carrier_layers	every_atom_mapped	written_order_preserved	default_scope
90	S+OL+CHD+Y	3	3	3	1	OLD26_GDT407	BIOLOGICAL	solchedy	G407-E1883|G407-E2549|G407-E3749	4	CHD+OL+S+Y	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+ARGUMENT	S{HANDLUNG=WÄHLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CHD{HANDLUNG=BEARBEITEN} > Y{ARGUMENT=POSTEN}	WÄHLEN → FORTSETZEN → BEARBEITEN → POSTEN	wählen; weiter; bearbeiten; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
91	S+SH+E+DY	3	3	3	1	CURRENT4_GDT539|OLD26_GDT407	BIOLOGICAL|SOURCE_SECTION_T	sshedy	G407-E1814|G407-E2457|G515-E0502	4	DY+E+S+SH	ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	S{HANDLUNG=WÄHLEN} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	WÄHLEN → HALTEN → GRAD I → ABSCHLIESSEN	wählen; halten; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
92	SH+CH+K+E+DY	3	2	3	1	OLD26_GDT407	BIOLOGICAL	shckhedy	G407-E3175|G407-E3689|G407-E3690	5	CH+DY+E+K+SH	ACTION_HEAD+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	SH{HANDLUNG=HALTEN} > CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → NEHMEN → GEBEN → GRAD I → ABSCHLIESSEN	halten; nehmen; geben; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
93	T+CH+O+DY	3	2	3	1	OLD26_GDT407	HERBAL	tchody	G407-E0313|G407-E4399|G407-E4479	4	CH+DY+O+T	ACTION_HEAD+ACTION_HEAD+FORMAL_CONTROL+STATE_CONTROL	T{HANDLUNG=EINSTELLEN} > CH{HANDLUNG=NEHMEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	EINSTELLEN → NEHMEN → AUSFÜHRUNG → ABSCHLIESSEN	einstellen; nehmen; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
94	Y+K+OL+Y	3	2	2	2	OLD26_GDT407	CELESTIAL|HERBAL	ykeeoly|ykoly	G407-E0437|G407-E1361|G407-E1388	4	K+OL+Y+Y	ARGUMENT+ACTION_HEAD+STATE_CONTROL+ARGUMENT	Y{ARGUMENT=POSTEN} > K{HANDLUNG=GEBEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	POSTEN → GEBEN → FORTSETZEN → POSTEN	den Posten; geben; weiter; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
95	AL+OL	2	2	2	2	CURRENT4_GDT539|OLD26_GDT407	BIOLOGICAL|SOURCE_SECTION_T	alol|dalol	G407-E2263|G515-E0569	2	AL+OL	RELATION+STATE_CONTROL	AL{RELATION=ZIELORT} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	ZIELORT → FORTSETZEN	zum Zielort; weiter	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
96	AL+SH+E+DY	2	1	2	1	OLD26_GDT407	BIOLOGICAL	dalshedy	G407-E2047|G407-E2132	4	AL+DY+E+SH	RELATION+ACTION_HEAD+GRADE+STATE_CONTROL	AL{RELATION=ZIELORT} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	ZIELORT → HALTEN → GRAD I → ABSCHLIESSEN	zum Zielort; halten; auf Grad I; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
97	CARRIER_Q+O+CH+T+OL+Y	2	2	2	2	OLD26_GDT407	HERBAL|PHARMA	qoctholy|qopcholy	G407-E0262|G407-E4063	6	CARRIER_Q+CH+O+OL+T+Y	FORMAL_CONTROL+FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL+ARGUMENT	CARRIER_Q{FORMSTEUERUNG=BEGINNMARKER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	BEGINNMARKER → AUSFÜHRUNG → NEHMEN → EINSTELLEN → FORTSETZEN → POSTEN	am Beginn; zur Ausführung; nehmen; einstellen; weiter; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
98	CARRIER_Q+O+E+K+OL	2	1	1	1	OLD26_GDT407	PHARMA	qoekol	G407-E3853|G407-E3854	5	CARRIER_Q+E+K+O+OL	FORMAL_CONTROL+FORMAL_CONTROL+GRADE+ACTION_HEAD+STATE_CONTROL	CARRIER_Q{FORMSTEUERUNG=BEGINNMARKER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > E{GRAD=GRAD I} > K{HANDLUNG=GEBEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	BEGINNMARKER → AUSFÜHRUNG → GRAD I → GEBEN → FORTSETZEN	am Beginn; zur Ausführung; auf Grad I; geben; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
99	CARRIER_Q+O+OL	2	2	2	1	OLD26_GDT407	BIOLOGICAL|HERBAL	qool	G407-E0705|G407-E1937	3	CARRIER_Q+O+OL	FORMAL_CONTROL+FORMAL_CONTROL+STATE_CONTROL	CARRIER_Q{FORMSTEUERUNG=BEGINNMARKER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	BEGINNMARKER → AUSFÜHRUNG → FORTSETZEN	am Beginn; zur Ausführung; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
100	CH+CH+T+E+DY	2	2	2	1	CURRENT4_GDT539|OLD26_GDT407	BIOLOGICAL|SOURCE_SECTION_T	chcthedy	G407-E1728|G515-E0496	5	CH+CH+DY+E+T	ACTION_HEAD+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → NEHMEN → EINSTELLEN → GRAD I → ABSCHLIESSEN	nehmen; nehmen; einstellen; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
101	CH+K+EE+DY	2	2	2	2	OLD26_GDT407	BIOLOGICAL	chekeedy|chkeedy	G407-E1438|G407-E3475	4	CH+DY+EE+K	ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → GEBEN → GRAD II → ABSCHLIESSEN	nehmen; geben; auf Grad II; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
102	CH+LOCAL_CHAR_F+OL	2	2	2	1	CURRENT4_GDT539|OLD26_GDT407	SOURCE_SECTION_T	cfhol	G407-E0067|G515-E0452	3	CH+LOCAL_CHAR_F+OL	ACTION_HEAD+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > LOCAL_CHAR_F{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	NEHMEN → HIER → FORTSETZEN	nehmen; hier; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
103	CH+OT+AM_ADDR	2	2	2	1	OLD26_GDT407	CELESTIAL|PHARMA	chotam	G407-E1168|G407-E4000	3	AM_ADDR+CH+OT	ACTION_HEAD+STATE_CONTROL+LOCAL_OR_CLASS_SIGN	CH{HANDLUNG=NEHMEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > AM_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	NEHMEN → DANACH → HIER	nehmen; danach; hier	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
104	CH+OT+EE+Y	2	2	2	1	OLD26_GDT407	CELESTIAL	choteey	G407-E1030|G407-E1343	4	CH+EE+OT+Y	ACTION_HEAD+STATE_CONTROL+GRADE+ARGUMENT	CH{HANDLUNG=NEHMEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > Y{ARGUMENT=POSTEN}	NEHMEN → DANACH → GRAD II → POSTEN	nehmen; danach; auf Grad II; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
105	CH+P+E+DY	2	2	2	1	CURRENT4_GDT539|OLD26_GDT407	BIOLOGICAL|SOURCE_SECTION_T	cphedy	G407-E3002|G515-E0578	4	CH+DY+E+P	ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > P{HANDLUNG=EINSETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → EINSETZEN → GRAD I → ABSCHLIESSEN	nehmen; einsetzen; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
106	CH+P+OL	2	2	2	1	OLD26_GDT407	CELESTIAL|PHARMA	cphol	G407-E1031|G407-E3844	3	CH+OL+P	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	NEHMEN → EINSETZEN → FORTSETZEN	nehmen; einsetzen; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
107	CHD+OL	2	2	2	2	OLD26_GDT407	BIOLOGICAL	chdol|chedol	G407-E2372|G407-E3223	2	CHD+OL	ACTION_HEAD+STATE_CONTROL	CHD{HANDLUNG=BEARBEITEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	BEARBEITEN → FORTSETZEN	bearbeiten; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
108	EEE+DY	2	2	2	2	OLD26_GDT407	BIOLOGICAL|CELESTIAL	eeedy|eeer	G407-E1391|G407-E2645	2	DY+EEE	GRADE+STATE_CONTROL	EEE{GRAD=GRAD III} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	GRAD III → ABSCHLIESSEN	auf Grad III; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
109	K+E+DY	2	2	2	1	CURRENT4_GDT539|OLD26_GDT407	BIOLOGICAL|SOURCE_SECTION_T	kedy	G407-E3282|G515-E0490	3	DY+E+K	ACTION_HEAD+GRADE+STATE_CONTROL	K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	GEBEN → GRAD I → ABSCHLIESSEN	geben; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
110	K+OL+DY	2	2	2	2	OLD26_GDT407	BIOLOGICAL|PHARMA	koldam|koldy	G407-E1774|G407-E4260	3	DY+K+OL	ACTION_HEAD+STATE_CONTROL+STATE_CONTROL	K{HANDLUNG=GEBEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	GEBEN → FORTSETZEN → ABSCHLIESSEN	geben; weiter; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
111	L+OL+OL	2	2	2	2	OLD26_GDT407	BIOLOGICAL	lolol|rorol	G407-E2345|G407-E3262	3	L+OL+OL	RELATION+STATE_CONTROL+STATE_CONTROL	L{RELATION=VERBINDUNG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	VERBINDUNG → FORTSETZEN → FORTSETZEN	über die Verbindung; weiter; weiter	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
112	L+T+E+DY	2	2	2	1	OLD26_GDT407	BIOLOGICAL	ltedy	G407-E1729|G407-E3111	4	DY+E+L+T	RELATION+ACTION_HEAD+GRADE+STATE_CONTROL	L{RELATION=VERBINDUNG} > T{HANDLUNG=EINSTELLEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	VERBINDUNG → EINSTELLEN → GRAD I → ABSCHLIESSEN	über die Verbindung; einstellen; auf Grad I; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
113	O+OL	2	2	2	1	OLD26_GDT407	CELESTIAL|SOURCE_SECTION_T	ochol	G407-E0196|G407-E0943	2	O+OL	FORMAL_CONTROL+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	AUSFÜHRUNG → FORTSETZEN	zur Ausführung; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
114	O+P+Y+DY	2	2	2	1	CURRENT4_GDT539|OLD26_GDT407	HERBAL	opydy	G407-E0447|G515-E0073	4	DY+O+P+Y	FORMAL_CONTROL+ACTION_HEAD+ARGUMENT+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > Y{ARGUMENT=POSTEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → EINSETZEN → POSTEN → ABSCHLIESSEN	zur Ausführung; einsetzen; den Posten; abschließen	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
115	OK+E+CHD+DY	2	2	2	2	OLD26_GDT407	BIOLOGICAL	qokechdy|qokechedy	G407-E1761|G407-E2797	4	CHD+DY+E+OK	ACTION_HEAD+GRADE+ACTION_HEAD+STATE_CONTROL	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → BEARBEITEN → ABSCHLIESSEN	setzen; auf Grad I; bearbeiten; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
116	OK+EEE+DY	2	2	2	1	OLD26_GDT407	BIOLOGICAL|CELESTIAL	qokeeedy	G407-E1039|G407-E3363	3	DY+EEE+OK	ACTION_HEAD+GRADE+STATE_CONTROL	OK{HANDLUNG=SETZEN} > EEE{GRAD=GRAD III} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD III → ABSCHLIESSEN	setzen; auf Grad III; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
117	OK+OL+DY	2	2	2	1	OLD26_GDT407	BIOLOGICAL|PHARMA	okoldy	G407-E1807|G407-E3888	3	DY+OK+OL	ACTION_HEAD+STATE_CONTROL+STATE_CONTROL	OK{HANDLUNG=SETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → FORTSETZEN → ABSCHLIESSEN	setzen; weiter; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
118	OL+D_ADDR+AIR	2	2	2	2	OLD26_GDT407	BIOLOGICAL	oldair|qolair	G407-E1669|G407-E1974	3	AIR+D_ADDR+OL	STATE_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AIR{RELATION=BAHN}	FORTSETZEN → HIER → BAHN	weiter; hier; entlang der Bahn	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
119	OL+K+E+Y	2	2	2	2	OLD26_GDT407	BIOLOGICAL|PHARMA	olkey|solkey	G407-E3752|G407-E4248	4	E+K+OL+Y	STATE_CONTROL+ACTION_HEAD+GRADE+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	FORTSETZEN → GEBEN → GRAD I → POSTEN	weiter; geben; auf Grad I; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
120	OL+O+AM_ADDR	2	2	2	1	OLD26_GDT407	BIOLOGICAL|HERBAL	olom	G407-E0648|G407-E1701	3	AM_ADDR+O+OL	STATE_CONTROL+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > AM_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	FORTSETZEN → AUSFÜHRUNG → HIER	weiter; zur Ausführung; hier	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
121	OL+OL	2	2	2	1	OLD26_GDT407	CELESTIAL	olol	G407-E0944|G407-E1404	2	OL+OL	STATE_CONTROL+STATE_CONTROL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN → FORTSETZEN	weiter; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
122	OL+P+CHD+DY	2	1	2	1	OLD26_GDT407	BIOLOGICAL	olpchedy	G407-E2718|G407-E2811	4	CHD+DY+OL+P	STATE_CONTROL+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > P{HANDLUNG=EINSETZEN} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	FORTSETZEN → EINSETZEN → BEARBEITEN → ABSCHLIESSEN	weiter; einsetzen; bearbeiten; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
123	OL+S	2	2	2	1	OLD26_GDT407	BIOLOGICAL|SOURCE_SECTION_T	ols	G407-E0074|G407-E3539	2	OL+S	STATE_CONTROL+ACTION_HEAD	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > S{HANDLUNG=WÄHLEN}	FORTSETZEN → WÄHLEN	weiter; wählen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
124	OL+SH+E+Y	2	2	2	2	OLD26_GDT407	BIOLOGICAL	olshey|solshey	G407-E2382|G407-E2843	4	E+OL+SH+Y	STATE_CONTROL+ACTION_HEAD+GRADE+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	FORTSETZEN → HALTEN → GRAD I → POSTEN	weiter; halten; auf Grad I; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
125	OL+T+E+DY	2	2	2	1	OLD26_GDT407	BIOLOGICAL	oltedy	G407-E1740|G407-E2784	4	DY+E+OL+T	STATE_CONTROL+ACTION_HEAD+GRADE+STATE_CONTROL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > T{HANDLUNG=EINSTELLEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	FORTSETZEN → EINSTELLEN → GRAD I → ABSCHLIESSEN	weiter; einstellen; auf Grad I; abschließen	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
126	OL+T+EE+DY	2	2	2	2	OLD26_GDT407	BIOLOGICAL|HERBAL	olteedy|solteedy	G407-E2421|G407-E4459	4	DY+EE+OL+T	STATE_CONTROL+ACTION_HEAD+GRADE+STATE_CONTROL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > T{HANDLUNG=EINSTELLEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	FORTSETZEN → EINSTELLEN → GRAD II → ABSCHLIESSEN	weiter; einstellen; auf Grad II; abschließen	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
127	OT	2	2	2	2	OLD26_GDT407	BIOLOGICAL|HERBAL	ot|qot	G407-E0821|G407-E2027	1	OT	STATE_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH}	DANACH	danach	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
128	OT+E+AIIN	2	2	2	1	OLD26_GDT407	BIOLOGICAL|HERBAL	qotedaiin	G407-E3655|G407-E4405	3	AIIN+E+OT	STATE_CONTROL+GRADE+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > AIIN{ARGUMENT=WERT}	DANACH → GRAD I → WERT	danach; auf Grad I; den Wert	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
129	OT+E+O+K+EE+Y	2	2	2	2	OLD26_GDT407	CELESTIAL	oteeykeey|oteokeey	G407-E1065|G407-E1229	6	E+EE+K+O+OT+Y	STATE_CONTROL+GRADE+FORMAL_CONTROL+ACTION_HEAD+GRADE+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > O{FORMSTEUERUNG=AUSFÜHRUNG} > K{HANDLUNG=GEBEN} > EE{GRAD=GRAD II} > Y{ARGUMENT=POSTEN}	DANACH → GRAD I → AUSFÜHRUNG → GEBEN → GRAD II → POSTEN	danach; auf Grad I; zur Ausführung; geben; auf Grad II; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
130	OT+EE+O+DY	2	2	2	2	OLD26_GDT407	CELESTIAL|PHARMA	oteeody|qoteeody	G407-E1280|G407-E4016	4	DY+EE+O+OT	STATE_CONTROL+GRADE+FORMAL_CONTROL+STATE_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD II → AUSFÜHRUNG → ABSCHLIESSEN	danach; auf Grad II; zur Ausführung; abschließen	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
131	OT+O	2	2	2	2	OLD26_GDT407	CELESTIAL	oto|otois	G407-E1105|G407-E1258	2	O+OT	STATE_CONTROL+FORMAL_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > O{FORMSTEUERUNG=AUSFÜHRUNG}	DANACH → AUSFÜHRUNG	danach; zur Ausführung	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
132	P+OL+SH+Y	2	2	2	1	OLD26_GDT407	BIOLOGICAL	polshy	G407-E1711|G407-E3012	4	OL+P+SH+Y	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+ARGUMENT	P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > SH{HANDLUNG=HALTEN} > Y{ARGUMENT=POSTEN}	EINSETZEN → FORTSETZEN → HALTEN → POSTEN	einsetzen; weiter; halten; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
133	P+SH+OL	2	2	2	1	OLD26_GDT407	PHARMA|SOURCE_SECTION_T	pshol	G407-E0132|G407-E4143	3	OL+P+SH	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	P{HANDLUNG=EINSETZEN} > SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	EINSETZEN → HALTEN → FORTSETZEN	einsetzen; halten; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
134	R+SH+E+DY	2	2	2	1	OLD26_GDT407	BIOLOGICAL	rshedy	G407-E1781|G407-E3399	4	DY+E+R+SH	ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	R{HANDLUNG=MARKIEREN} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	MARKIEREN → HALTEN → GRAD I → ABSCHLIESSEN	markieren; halten; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
135	S+OT+AIIN	2	2	2	2	OLD26_GDT407	BIOLOGICAL|HERBAL	sotaiin|sotchaiin	G407-E0586|G407-E3225	3	AIIN+OT+S	ACTION_HEAD+STATE_CONTROL+ARGUMENT	S{HANDLUNG=WÄHLEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > AIIN{ARGUMENT=WERT}	WÄHLEN → DANACH → WERT	wählen; danach; den Wert	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
