locus	physical_folio	register	hand	group_index	group_count	token	wrapper	residual_host	base_host	inner_d	field_position	late_half	field_start	preclose_or_close	after_dy	before_dy	physical_line_end
f112r.25	f112	SB	3	10	11	chcthy	ch	cthy	cthy	0	FIELD_INTERNAL	1	0	0	0	0	0
f112r.26	f112	SB	3	3	3	chedam	che	dam	am	1	OPEN_FIELD_END	1	0	0	0	0	1
f112r.27	f112	SB	3	8	8	shty	sh	ty	ty	0	OPEN_FIELD_END	1	0	0	0	0	1
f112r.3	f112	SB	3	2	8	chedar	che	dar	ar	1	FIELD_INTERNAL	0	0	0	0	0	0
f112r.3	f112	SB	3	3	8	cheey	che	ey	ey	0	PRECLOSE	0	0	1	0	1	0
f112r.30	f112	SB	3	3	9	cheokey	che	okey	okey	0	PRECLOSE	0	0	1	0	1	0
f112r.30	f112	SB	3	5	9	chol	ch	ol	ol	0	FIELD_START	1	1	0	1	0	0
f112r.30	f112	SB	3	9	9	cheom	che	om	om	0	SINGLE	1	0	0	1	0	1
f112r.36	f112	SB	3	3	6	checkhy	che	ckhy	ckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f112r.4	f112	SB	3	2	7	chokain	ch	okain	okain	0	FIELD_START	0	1	0	1	0	0
f112v.12	f112	SB	3	5	9	sheeol	sh	eeol	eeol	0	PRECLOSE	1	0	1	0	1	0
f112v.13	f112	SB	3	6	9	chedal	che	dal	al	1	FIELD_INTERNAL	1	0	0	0	0	0
f112v.33	f112	SB	3	2	10	cheeor	che	eor	eor	0	PRECLOSE	0	0	1	0	1	0
f112v.33	f112	SB	3	6	10	chedaiin	che	daiin	aiin	1	FIELD_START	1	1	0	1	1	0
f112v.33	f112	SB	3	9	10	cheekey	che	ekey	ekey	0	FIELD_INTERNAL	1	0	0	0	0	0
f112v.33	f112	SB	3	10	10	chol	ch	ol	ol	0	OPEN_FIELD_END	1	0	0	0	0	1
f112v.34	f112	SB	3	2	8	chedaiin	che	daiin	aiin	1	FIELD_INTERNAL	0	0	0	0	0	0
f112v.34	f112	SB	3	3	8	checkhy	che	ckhy	ckhy	0	PRECLOSE	0	0	1	0	1	0
f112v.34	f112	SB	3	6	8	chkaiin	ch	kaiin	kaiin	0	FIELD_START	1	1	0	1	0	0
f112v.34	f112	SB	3	7	8	checkhol	che	ckhol	ckhol	0	FIELD_INTERNAL	1	0	0	0	0	0
f112v.34	f112	SB	3	8	8	chdam	ch	dam	am	1	OPEN_FIELD_END	1	0	0	0	0	1
f112v.36	f112	SB	3	4	10	shedaiiin	sh	edaiiin	edaiiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f112v.36	f112	SB	3	7	10	cheky	che	ky	ky	0	FIELD_START	1	1	0	1	1	0
f112v.37	f112	SB	3	5	11	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f112v.37	f112	SB	3	9	11	chol	ch	ol	ol	0	PRECLOSE	1	0	1	0	1	0
f112v.39	f112	SB	3	4	9	chaiin	ch	aiin	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f112v.39	f112	SB	3	9	9	chcthd	ch	cthd	cthd	0	OPEN_FIELD_END	1	0	0	0	0	1
f112v.40	f112	SB	3	2	11	cheol	che	ol	ol	0	PRECLOSE	0	0	1	0	1	0
f112v.40	f112	SB	3	4	11	chckhy	ch	ckhy	ckhy	0	FIELD_START	0	1	0	1	0	0
f112v.40	f112	SB	3	5	11	cheolchal	che	olchal	olchal	0	FIELD_INTERNAL	0	0	0	0	0	0
f112v.40	f112	SB	3	6	11	shchy	sh	chy	chy	0	FIELD_INTERNAL	1	0	0	0	0	0
f112v.40	f112	SB	3	8	11	cheolor	che	olor	olor	0	FIELD_INTERNAL	1	0	0	0	0	0
f112v.5	f112	SB	3	6	9	chear	che	ar	ar	0	PRECLOSE	1	0	1	0	1	0
f112v.5	f112	SB	3	9	9	cheeoldy	che	eol	eol	0	FIELD_CLOSE	1	0	1	0	0	1
f113r.16	f113	SB	3	6	11	chcfhor	ch	cfhor	cfhor	0	FIELD_START	1	1	0	1	0	0
f113r.16	f113	SB	3	11	11	chepchar	che	pchar	pchar	0	OPEN_FIELD_END	1	0	0	0	0	1
f113r.3	f113	SB	3	1	5	shchs	sh	chs	chs	0	FIELD_START	0	1	0	0	0	0
f113r.3	f113	SB	3	3	5	chs	ch	s	s	0	FIELD_INTERNAL	1	0	0	0	0	0
f113r.30	f113	SB	3	5	11	sheeeky	sh	eeeky	eeeky	0	FIELD_START	0	1	0	1	0	0
f113r.30	f113	SB	3	9	11	shkchedy	sh	kche	kche	0	FIELD_CLOSE	1	0	1	0	0	0
f113r.32	f113	SB	3	1	11	shodaiin	sh	odaiin	odaiin	0	FIELD_START	0	1	0	0	0	0
f113r.32	f113	SB	3	2	11	shkaiin	sh	kaiin	kaiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f113r.32	f113	SB	3	3	11	chcthal	ch	cthal	cthal	0	PRECLOSE	0	0	1	0	1	0
f113r.37	f113	SB	3	3	10	shedar	sh	edar	edar	0	FIELD_INTERNAL	0	0	0	0	0	0
f113r.37	f113	SB	3	4	10	sheocphy	sh	eocphy	eocphy	0	PRECLOSE	0	0	1	0	1	0
f113r.44	f113	SB	3	1	4	cheeky	che	eky	eky	0	FIELD_START	0	1	0	0	1	0
f113r.50	f113	SB	3	3	10	cheeos	che	eos	eos	0	FIELD_INTERNAL	0	0	0	0	0	0
f113r.50	f113	SB	3	7	10	cheeody	che	eo	eo	0	FIELD_CLOSE	1	0	1	0	1	0
f113r.6	f113	SB	3	2	16	cheo	che	o	o	0	FIELD_INTERNAL	0	0	0	0	0	0
f113r.6	f113	SB	3	3	16	cheey	che	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f113r.6	f113	SB	3	8	16	ches	che	s	s	0	FIELD_INTERNAL	0	0	0	0	0	0
f113r.6	f113	SB	3	11	16	sheey	sh	eey	eey	0	FIELD_INTERNAL	1	0	0	0	0	0
f113v.13	f113	SB	3	5	12	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	1	0
f113v.24	f113	SB	3	4	4	cheos	che	os	os	0	OPEN_FIELD_END	1	0	0	0	0	1
f113v.38	f113	SB	3	5	10	chokor	ch	okor	okor	0	FIELD_START	0	1	0	1	1	0
f113v.38	f113	SB	3	6	10	sheedy	sh	ee	ee	0	FIELD_CLOSE	1	0	1	0	0	0
f113v.44	f113	SB	3	2	6	cheal	che	al	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f113v.49	f113	SB	3	7	10	cheokain	che	okain	okain	0	FIELD_INTERNAL	1	0	0	0	0	0
f113v.7	f113	SB	3	6	12	shockhol	sh	ockhol	ockhol	0	PRECLOSE	0	0	1	0	1	0
f113v.8	f113	SB	3	3	11	choltar	ch	oltar	oltar	0	FIELD_INTERNAL	0	0	0	0	0	0
f113v.8	f113	SB	3	5	11	chokam	ch	okam	okam	0	FIELD_INTERNAL	0	0	0	0	0	0
f113v.8	f113	SB	3	7	11	sheckhy	sh	eckhy	eckhy	0	PRECLOSE	1	0	1	0	1	0
f113v.9	f113	SB	3	4	7	chokaiin	ch	okaiin	okaiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f113v.9	f113	SB	3	5	7	checkhol	che	ckhol	ckhol	0	FIELD_INTERNAL	1	0	0	0	0	0
f113v.9	f113	SB	3	6	7	cholkaiin	ch	olkaiin	olkaiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f114r.14	f114	SB	3	3	11	chcthdy	ch	cth	cth	0	FIELD_CLOSE	0	0	1	0	0	0
f114r.15	f114	SB	3	5	14	chodar	ch	odar	odar	0	FIELD_INTERNAL	0	0	0	0	0	0
f114r.15	f114	SB	3	13	14	ched	che	d	d	0	FIELD_INTERNAL	1	0	0	0	0	0
f114r.18	f114	SB	3	4	7	cheodeeey	che	odeeey	odeeey	0	PRECLOSE	1	0	1	0	1	0
f114r.19	f114	SB	3	2	12	shedar	sh	edar	edar	0	FIELD_START	0	1	0	1	1	0
f114r.19	f114	SB	3	9	12	chodaiin	ch	odaiin	odaiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f114r.20	f114	SB	3	2	13	chedaiin	che	daiin	aiin	1	PRECLOSE	0	0	1	0	1	0
f114r.20	f114	SB	3	6	13	chedaiin	che	daiin	aiin	1	FIELD_START	0	1	0	1	1	0
f114r.26	f114	SB	3	4	10	chodaiin	ch	odaiin	odaiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f114r.26	f114	SB	3	8	10	cheody	che	o	o	0	FIELD_CLOSE	1	0	1	0	0	0
f114r.27	f114	SB	3	1	7	cheeo	che	eo	eo	0	FIELD_START	0	1	0	0	0	0
f114r.27	f114	SB	3	3	7	sheedy	sh	ee	ee	0	FIELD_CLOSE	0	0	1	0	0	0
f114r.27	f114	SB	3	6	7	chodal	ch	odal	odal	0	PRECLOSE	1	0	1	0	1	0
f114r.32	f114	SB	3	2	10	chaiin	ch	aiin	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f114r.37	f114	SB	3	10	13	chees	che	es	es	0	FIELD_INTERNAL	1	0	0	0	0	0
f114r.37	f114	SB	3	13	13	chedaiiin	che	daiiin	aiiin	1	OPEN_FIELD_END	1	0	0	0	0	1
f114r.4	f114	SB	3	7	10	cheokaiin	che	okaiin	okaiin	0	PRECLOSE	1	0	1	0	1	0
f114r.4	f114	SB	3	8	10	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f114r.40	f114	SB	3	9	10	chos	ch	os	os	0	PRECLOSE	1	0	1	0	1	0
f114r.45	f114	SB	3	2	7	ched	che	d	d	0	FIELD_INTERNAL	0	0	0	0	0	0
f114r.45	f114	SB	3	3	7	chodaiin	ch	odaiin	odaiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f114r.45	f114	SB	3	5	7	chdar	ch	dar	ar	1	FIELD_INTERNAL	1	0	0	0	0	0
f114r.45	f114	SB	3	7	7	chocthy	ch	octhy	octhy	0	OPEN_FIELD_END	1	0	0	0	0	1
f114r.7	f114	SB	3	1	8	cheol	che	ol	ol	0	FIELD_START	0	1	0	0	1	0
f114r.7	f114	SB	3	5	8	chdedy	ch	de	e	1	FIELD_CLOSE	1	0	1	0	0	0
f114r.7	f114	SB	3	8	8	chain	ch	ain	ain	0	OPEN_FIELD_END	1	0	0	0	0	1
f114v.1	f114	SB	3	3	10	chedain	che	dain	ain	1	FIELD_INTERNAL	0	0	0	0	0	0
f114v.1	f114	SB	3	4	10	chodalr	ch	odalr	odalr	0	FIELD_INTERNAL	0	0	0	0	0	0
f114v.11	f114	SB	3	6	10	chepched	che	pched	pched	0	FIELD_INTERNAL	1	0	0	0	0	0
f114v.11	f114	SB	3	8	10	shedain	sh	edain	edain	0	FIELD_INTERNAL	1	0	0	0	0	0
f114v.15	f114	SB	3	4	11	chaiin	ch	aiin	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f114v.15	f114	SB	3	7	11	cheedy	che	e	e	0	FIELD_CLOSE	1	0	1	0	1	0
f114v.15	f114	SB	3	9	11	cheol	che	ol	ol	0	FIELD_START	1	1	0	1	1	0
f114v.16	f114	SB	3	6	12	chedar	che	dar	ar	1	FIELD_INTERNAL	0	0	0	0	0	0
f114v.16	f114	SB	3	7	12	chdaiin	ch	daiin	aiin	1	FIELD_INTERNAL	1	0	0	0	0	0
f114v.16	f114	SB	3	8	12	chdal	ch	dal	al	1	FIELD_INTERNAL	1	0	0	0	0	0
f114v.16	f114	SB	3	10	12	choky	ch	oky	oky	0	FIELD_INTERNAL	1	0	0	0	0	0
f114v.16	f114	SB	3	11	12	chol	ch	ol	ol	0	FIELD_INTERNAL	1	0	0	0	0	0
f114v.2	f114	SB	3	3	11	choddy	ch	od	od	0	SINGLE	0	0	0	1	0	0
f114v.2	f114	SB	3	5	11	chedal	che	dal	al	1	FIELD_INTERNAL	0	0	0	0	0	0
f114v.2	f114	SB	3	7	11	chedol	che	dol	ol	1	FIELD_INTERNAL	1	0	0	0	0	0
f114v.2	f114	SB	3	8	11	chedain	che	dain	ain	1	PRECLOSE	1	0	1	0	1	0
f114v.2	f114	SB	3	9	11	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f114v.20	f114	SB	3	4	10	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	1	0
f114v.20	f114	SB	3	8	10	chdor	ch	dor	or	1	FIELD_INTERNAL	1	0	0	0	0	0
f114v.21	f114	SB	3	2	10	cheeo	che	eo	eo	0	FIELD_INTERNAL	0	0	0	0	0	0
f114v.21	f114	SB	3	4	10	chdaiin	ch	daiin	aiin	1	PRECLOSE	0	0	1	0	1	0
f114v.22	f114	SB	3	2	8	shod	sh	od	od	0	FIELD_INTERNAL	0	0	0	0	0	0
f114v.22	f114	SB	3	5	8	chockhy	ch	ockhy	ockhy	0	PRECLOSE	1	0	1	0	1	0
f114v.28	f114	SB	3	2	7	shdo	sh	do	o	1	FIELD_START	0	1	0	1	0	0
f114v.28	f114	SB	3	4	7	chees	che	es	es	0	FIELD_INTERNAL	1	0	0	0	0	0
f114v.28	f114	SB	3	7	7	chetam	che	tam	tam	0	OPEN_FIELD_END	1	0	0	0	0	1
f114v.31	f114	SB	3	2	9	cheo	che	o	o	0	PRECLOSE	0	0	1	0	1	0
f114v.35	f114	SB	3	5	7	chckhy	ch	ckhy	ckhy	0	FIELD_INTERNAL	1	0	0	0	0	0
f114v.35	f114	SB	3	6	7	chodaiin	ch	odaiin	odaiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f114v.5	f114	SB	3	4	5	cheedain	che	edain	edain	0	PRECLOSE	1	0	1	0	1	0
f114v.5	f114	SB	3	5	5	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	1
f114v.6	f114	SB	3	2	10	cheo	che	o	o	0	PRECLOSE	0	0	1	0	1	0
f114v.6	f114	SB	3	7	10	shedy	sh	e	e	0	SINGLE	1	0	0	1	0	0
f114v.6	f114	SB	3	9	10	chedar	che	dar	ar	1	FIELD_INTERNAL	1	0	0	0	0	0
f114v.8	f114	SB	3	4	9	chdaiin	ch	daiin	aiin	1	PRECLOSE	0	0	1	0	1	0
f114v.8	f114	SB	3	6	9	chedain	che	dain	ain	1	FIELD_START	1	1	0	1	1	0
f114v.9	f114	SB	3	9	11	sheedy	sh	ee	ee	0	FIELD_CLOSE	1	0	1	0	0	0
f115r.10	f115	SB	@	6	10	chedaiin	che	daiin	aiin	1	FIELD_INTERNAL	1	0	0	0	0	0
f115r.17	f115	SB	@	2	11	cheey	che	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f115r.17	f115	SB	@	6	11	cheocthy	che	octhy	octhy	0	PRECLOSE	1	0	1	0	1	0
f115r.17	f115	SB	@	9	11	chol	ch	ol	ol	0	FIELD_INTERNAL	1	0	0	0	0	0
f115r.19	f115	SB	@	6	10	chol	ch	ol	ol	0	FIELD_START	1	1	0	1	1	0
f115r.25	f115	SB	@	2	7	cheodain	che	odain	odain	0	FIELD_INTERNAL	0	0	0	0	0	0
f115r.25	f115	SB	@	3	7	cheey	che	ey	ey	0	PRECLOSE	0	0	1	0	1	0
f115r.25	f115	SB	@	6	7	choar	ch	oar	oar	0	FIELD_START	1	1	0	1	0	0
f115r.25	f115	SB	@	7	7	cheey	che	ey	ey	0	OPEN_FIELD_END	1	0	0	0	0	1
f115r.28	f115	SB	@	1	7	cheo	che	o	o	0	FIELD_START	0	1	0	0	0	0
f115r.28	f115	SB	@	2	7	chos	ch	os	os	0	FIELD_INTERNAL	0	0	0	0	0	0
f115r.28	f115	SB	@	5	7	cheody	che	o	o	0	FIELD_CLOSE	1	0	1	0	0	0
f115r.4	f115	SB	@	4	11	chor	ch	or	or	0	FIELD_START	0	1	0	1	0	0
f115r.4	f115	SB	@	9	11	sheod	sh	eod	eod	0	PRECLOSE	1	0	1	0	1	0
f115r.40	f115	SB	@	6	10	sheedy	sh	ee	ee	0	FIELD_CLOSE	1	0	1	0	0	0
f115r.45	f115	SB	@	5	5	chols	ch	ols	ols	0	SINGLE	1	0	0	1	0	1
f115r.5	f115	SB	@	2	11	chedar	che	dar	ar	1	FIELD_START	0	1	0	1	0	0
f115r.5	f115	SB	@	4	11	sheed	sh	eed	eed	0	FIELD_INTERNAL	0	0	0	0	0	0
f115v.10	f115	SB	3	2	7	sho	sh	o	o	0	PRECLOSE	0	0	1	0	1	0
f115v.10	f115	SB	3	3	7	sheody	sh	eo	eo	0	FIELD_CLOSE	0	0	1	0	0	0
f115v.20	f115	SB	3	5	8	cheo	che	o	o	0	FIELD_INTERNAL	1	0	0	0	0	0
f115v.21	f115	SB	3	2	10	sheolkeedy	sh	eolkee	eolkee	0	SINGLE	0	0	0	1	1	0
f115v.21	f115	SB	3	4	10	cheeo	che	eo	eo	0	FIELD_START	0	1	0	1	0	0
f115v.23	f115	SB	3	2	6	sheet	sh	eet	eet	0	FIELD_INTERNAL	0	0	0	0	0	0
f115v.26	f115	SB	3	6	11	chokedy	ch	oke	oke	0	FIELD_CLOSE	1	0	1	0	0	0
f115v.30	f115	SB	3	3	8	chlor	ch	lor	lor	0	PRECLOSE	0	0	1	0	1	0
f115v.33	f115	SB	3	3	5	chcthy	ch	cthy	cthy	0	FIELD_INTERNAL	1	0	0	0	0	0
f115v.33	f115	SB	3	4	5	chdal	ch	dal	al	1	PRECLOSE	1	0	1	0	1	0
f115v.37	f115	SB	3	2	8	shor	sh	or	or	0	FIELD_INTERNAL	0	0	0	0	0	0
f115v.37	f115	SB	3	3	8	shckhhy	sh	ckhhy	ckhhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f115v.37	f115	SB	3	7	8	chkaidararal	ch	kaidararal	kaidararal	0	FIELD_START	1	1	0	1	1	0
f115v.39	f115	SB	3	2	9	chain	ch	ain	ain	0	PRECLOSE	0	0	1	0	1	0
f115v.6	f115	SB	3	3	10	chcphy	ch	cphy	cphy	0	FIELD_INTERNAL	0	0	0	0	0	0
f115v.6	f115	SB	3	7	10	shed	sh	ed	ed	0	PRECLOSE	1	0	1	0	1	0
f115v.7	f115	SB	3	5	10	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f115v.7	f115	SB	3	8	10	cheoor	che	oor	oor	0	PRECLOSE	1	0	1	0	1	0
f115v.7	f115	SB	3	10	10	chotam	ch	otam	otam	0	SINGLE	1	0	0	1	0	1
f115v.9	f115	SB	3	2	10	chdaiin	ch	daiin	aiin	1	FIELD_INTERNAL	0	0	0	0	0	0
f115v.9	f115	SB	3	3	10	chotain	ch	otain	otain	0	PRECLOSE	0	0	1	0	1	0
f115v.9	f115	SB	3	4	10	cholkeedy	ch	olkee	olkee	0	FIELD_CLOSE	0	0	1	0	0	0
f115v.9	f115	SB	3	6	10	chody	ch	o	o	0	FIELD_CLOSE	1	0	1	0	0	0
f116r.22	f116	SB	3	2	12	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f116r.22	f116	SB	3	3	12	shekchy	sh	ekchy	ekchy	0	FIELD_START	0	1	0	1	0	0
f116r.22	f116	SB	3	8	12	shcthy	sh	cthy	cthy	0	FIELD_INTERNAL	1	0	0	0	0	0
f116r.3	f116	SB	3	2	9	chl	ch	l	l	0	FIELD_INTERNAL	0	0	0	0	0	0
f116r.3	f116	SB	3	7	9	shey	sh	ey	ey	0	FIELD_INTERNAL	1	0	0	0	0	0
f116r.42	f116	SB	3	3	10	sheckhy	sh	eckhy	eckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f116r.42	f116	SB	3	5	10	shekain	sh	ekain	ekain	0	FIELD_INTERNAL	0	0	0	0	0	0
f116r.42	f116	SB	3	6	10	shkain	sh	kain	kain	0	PRECLOSE	1	0	1	0	1	0
f116r.42	f116	SB	3	7	10	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f116r.42	f116	SB	3	8	10	shey	sh	ey	ey	0	FIELD_START	1	1	0	1	0	0
f116r.42	f116	SB	3	10	10	cham	ch	am	am	0	OPEN_FIELD_END	1	0	0	0	0	1
