page	physical_folio	feature	feature_class	source_field	matched_rule	source_field_sha256	source_url	raw_human_description	provenance	claim_state
f94v	f94	GRASS	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta grass tag	38f70c4d10e6a2b73989d27fec233670ce23cb28df94983c6669fe2ebb42c33e	https://www.voynich.nu/q17/index.html#f94v	Plant drawing with roots including large tubers painted in two shades of brown, and with a single small hole in the side of each. There are many simple pointed leaves radiating out in several shades of green. A single stem going up ends in a green bulb and a small flower with blue/green painting. || This plant shows some similarity with plant fragment #22 on f88v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass'	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f94v	f94	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	illustrations	REGEX: bulb or tuber	38f70c4d10e6a2b73989d27fec233670ce23cb28df94983c6669fe2ebb42c33e	https://www.voynich.nu/q17/index.html#f94v	Plant drawing with roots including large tubers painted in two shades of brown, and with a single small hole in the side of each. There are many simple pointed leaves radiating out in several shades of green. A single stem going up ends in a green bulb and a small flower with blue/green painting. || This plant shows some similarity with plant fragment #22 on f88v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass'	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f94v	f94	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	illustrations	RULE: blue and flower/bud	38f70c4d10e6a2b73989d27fec233670ce23cb28df94983c6669fe2ebb42c33e	https://www.voynich.nu/q17/index.html#f94v	Plant drawing with roots including large tubers painted in two shades of brown, and with a single small hole in the side of each. There are many simple pointed leaves radiating out in several shades of green. A single stem going up ends in a green bulb and a small flower with blue/green painting. || This plant shows some similarity with plant fragment #22 on f88v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass'	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f94v	f94	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	text_description	REGEX: split/interrupted/broken by plant	f6e81b7ca8cc851f4f6a298c73258c990bef11e3bc8e8797509d3e8c6cda0abb	https://www.voynich.nu/q17/index.html#f94v	This page has 12 text items (loci), as follows: 12 lines of standard text in paragraphs; || The text is organised in three paragraphs, at the top of the page. All lines are interrupted by the top of the plant drawing. || Currier language: B RZ language: B (page) / B (folio) / B (bifolio) LFD hand: 3 || Browse interlinear transliteration of f94v	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95r1	f95	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	illustrations	RULE: blue and flower/bud	94225167903851010dc5435200f66b2c588e9e65d08aacfa10b20f563a25b982	https://www.voynich.nu/q17/index.html#f95r1	Plant drawing with numerous but simple roots painted brown. Three stalks with many small leaves alternatiely painted green or left white. Each of the three ends in four flowers, with buds mostly painted blue and tiny red and white flowers. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95r1	f95	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: numbered/several stems or stalks	94225167903851010dc5435200f66b2c588e9e65d08aacfa10b20f563a25b982	https://www.voynich.nu/q17/index.html#f95r1	Plant drawing with numerous but simple roots painted brown. Three stalks with many small leaves alternatiely painted green or left white. Each of the three ends in four flowers, with buds mostly painted blue and tiny red and white flowers. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95r1	f95	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	text_description	REGEX: above plant/drawing	9965a428611c567fc698fc1b2cc37e6f712462e2f89b6df5903ad5b78dda0c4c	https://www.voynich.nu/q17/index.html#f95r1	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs; || There are two paragraphs at the top of the page, entirely above the plant drawing. || Currier language: B RZ language: C (page) / C (folio) / B (bifolio) LFD hand: 3 || Browse interlinear transliteration of f95r1	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95r2	f95	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta root-platform tag	4438e409ac94a8e0d1e67c75bc7064219dab6151a46fb35a5232a0abb028a957	https://www.voynich.nu/q17/index.html#f95r2	A plant drawing with a green bed with brown roots hanging out below. Many plants with pairs of green leaves and buds in another shade of green. || Herbal drawing characterisation (Gheuens/Rapaport): β: root platform β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95r2	f95	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	4438e409ac94a8e0d1e67c75bc7064219dab6151a46fb35a5232a0abb028a957	https://www.voynich.nu/q17/index.html#f95r2	A plant drawing with a green bed with brown roots hanging out below. Many plants with pairs of green leaves and buds in another shade of green. || Herbal drawing characterisation (Gheuens/Rapaport): β: root platform β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95r2	f95	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: explicitly multiple plants	4438e409ac94a8e0d1e67c75bc7064219dab6151a46fb35a5232a0abb028a957	https://www.voynich.nu/q17/index.html#f95r2	A plant drawing with a green bed with brown roots hanging out below. Many plants with pairs of green leaves and buds in another shade of green. || Herbal drawing characterisation (Gheuens/Rapaport): β: root platform β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95r2	f95	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	text_description	REGEX: above plant/drawing	47bcb935d9885f2ab4ad4139c9238028d25014a73f9c9860f022e3fb16c0f6eb	https://www.voynich.nu/q17/index.html#f95r2	This page has 9 text items (loci), as follows: 9 lines of standard text in paragraphs; || There are two paragraphs, at the top of the page, entirely above the plant drawing. || Currier language: B RZ language: C (page) / C (folio) / B (bifolio) LFD hand: 3 || Browse interlinear transliteration of f95r2	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95v1	f95	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	illustrations	REGEX: bulb or tuber	e15ee4074c37ff7844ed137f88c2b38ff73068f7b30a77fcfe5fe94680b2de02	https://www.voynich.nu/q17/index.html#f95v1	Plant drawing. Roots with bulbs heavily painted in brown. Two stems going up with leaves on both sides each. Leaves have 'fingers' and are painted in two shades of green. Each stem has a long stalk curving down almost to the top of the roots, with numerous blue flowers. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95v1	f95	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	illustrations	RULE: blue and flower/bud	e15ee4074c37ff7844ed137f88c2b38ff73068f7b30a77fcfe5fe94680b2de02	https://www.voynich.nu/q17/index.html#f95v1	Plant drawing. Roots with bulbs heavily painted in brown. Two stems going up with leaves on both sides each. Leaves have 'fingers' and are painted in two shades of green. Each stem has a long stalk curving down almost to the top of the roots, with numerous blue flowers. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95v1	f95	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: numbered/several stems or stalks	e15ee4074c37ff7844ed137f88c2b38ff73068f7b30a77fcfe5fe94680b2de02	https://www.voynich.nu/q17/index.html#f95v1	Plant drawing. Roots with bulbs heavily painted in brown. Two stems going up with leaves on both sides each. Leaves have 'fingers' and are painted in two shades of green. Each stem has a long stalk curving down almost to the top of the roots, with numerous blue flowers. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95v2	f95	GRASS	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta grass tag	9958dc0597abddcf897c38dcd5fbe23805e9b046210b97583b880e5e93b590a5	https://www.voynich.nu/q17/index.html#f95v2	A large plant drawing. Brown furcating roots, leaves with 'hairs' on the outer rims and arranged symmetrically. Four stalks with many small buds that have not been painted. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass'	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95v2	f95	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: numbered/several stems or stalks	9958dc0597abddcf897c38dcd5fbe23805e9b046210b97583b880e5e93b590a5	https://www.voynich.nu/q17/index.html#f95v2	A large plant drawing. Brown furcating roots, leaves with 'hairs' on the outer rims and arranged symmetrically. Four stalks with many small buds that have not been painted. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass'	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f95v2	f95	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	text_description	REGEX: split/interrupted/broken by plant	2c910a2ca1a99f177b5371d93435afe62e288c20374fa8da997ee300b3907bf5	https://www.voynich.nu/q17/index.html#f95v2	This page has 7 text items (loci), as follows: 7 lines of standard text in paragraphs; || The text is in a single paragraph. The bottom lines are broken up by the plant drawing. || Currier language: B RZ language: C (page) / C (folio) / B (bifolio) LFD hand: 3 || Browse interlinear transliteration of f95v2	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
