host_a	host_b	length	position	glyph_a	glyph_b	substitution_class	count_a	count_b	folios_a	folios_b	pages_a	pages_b	sections_a	sections_b	context_cosine	context_js	claim_state
ees	eey	3	3	s	y	L3:P3:s>y	15	173	14	49	14	72	B|C|H|P|S	B|C|H|P|S|T	0.971936723905	0.046495253462	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ees	eos	3	2	e	o	L3:P2:e>o	15	11	14	9	14	11	B|C|H|P|S	C|H|P|S	0.903079686365	0.089994344647	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ees	ets	3	2	e	t	L3:P2:e>t	15	1	14	1	14	1	B|C|H|P|S	B	0.898477264907	0.102932165436	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eet	eey	3	3	t	y	L3:P3:t>y	1	173	1	49	1	72	S	B|C|H|P|S|T	0.900111499474	0.162528788911	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eet	eot	3	2	e	o	L3:P2:e>o	1	1	1	1	1	1	S	S	0.976798143852	0.015726822962	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eet	oet	3	1	e	o	L3:P1:e>o	1	2	1	2	1	2	S	H|P	0.969087355576	0.027455291612	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eey	efy	3	2	e	f	L3:P2:e>f	173	1	49	1	72	1	B|C|H|P|S|T	S	0.877554386694	0.188283530672	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eey	eky	3	2	e	k	L3:P2:e>k	173	29	49	22	72	27	B|C|H|P|S|T	B|H|P|S|T	0.932245672487	0.102854483381	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eey	eoy	3	2	e	o	L3:P2:e>o	173	3	49	3	72	3	B|C|H|P|S|T	H|S	0.938762385078	0.110722426363	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eey	epy	3	2	e	p	L3:P2:e>p	173	1	49	1	72	1	B|C|H|P|S|T	H	0.900111499474	0.162528788911	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eey	esy	3	2	e	s	L3:P2:e>s	173	1	49	1	72	1	B|C|H|P|S|T	S	0.877554386694	0.188283530672	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eey	ety	3	2	e	t	L3:P2:e>t	173	10	49	10	72	10	B|C|H|P|S|T	B|H|S	0.954030293973	0.063534924442	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eey	key	3	1	e	k	L3:P1:e>k	173	11	49	10	72	10	B|C|H|P|S|T	B|H|P|S	0.933534746987	0.106192603333	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eey	sey	3	1	e	s	L3:P1:e>s	173	2	49	2	72	2	B|C|H|P|S|T	H|T	0.906768293713	0.158701014626	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eey	yey	3	1	e	y	L3:P1:e>y	173	1	49	1	72	1	B|C|H|P|S|T	S	0.894075089011	0.167141713419	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
efy	eky	3	2	f	k	L3:P2:f>k	1	29	1	22	1	27	S	B|H|P|S|T	0.903959886970	0.157891414479	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
efy	eoy	3	2	f	o	L3:P2:f>o	1	3	1	3	1	3	S	H|S	0.965685589011	0.030952510515	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
efy	epy	3	2	f	p	L3:P2:f>p	1	1	1	1	1	1	S	H	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
efy	esy	3	2	f	s	L3:P2:f>s	1	1	1	1	1	1	S	S	1.000000000000	0.000000000000	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
efy	ety	3	2	f	t	L3:P2:f>t	1	10	1	10	1	10	S	B|H|S	0.926928297345	0.094681948623	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ek	eo	2	2	k	o	L2:P2:k>o	11	90	9	34	10	48	B|H|S|T	C|H|P|S|T	0.827208843844	0.158902423190	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ek	es	2	2	k	s	L2:P2:k>s	11	23	9	16	10	18	B|H|S|T	B|H|P|S	0.863187840144	0.135075198577	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ek	et	2	2	k	t	L2:P2:k>t	11	5	9	5	10	5	B|H|S|T	B|H|S	0.954442002547	0.053798669923	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ek	ey	2	2	k	y	L2:P2:k>y	11	195	9	51	10	80	B|H|S|T	B|H|P|S|T	0.910746656286	0.139788802303	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ek	lk	2	1	e	l	L2:P1:e>l	11	61	9	17	10	24	B|H|S|T	B|C|H|S|T	0.864332731678	0.159478561813	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ek	ok	2	1	e	o	L2:P1:e>o	11	839	9	69	10	113	B|H|S|T	B|C|H|P|S|T	0.925378393173	0.115312498310	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ek	yk	2	1	e	y	L2:P1:e>y	11	55	9	32	10	38	B|H|S|T	B|C|H|P|S|T	0.877210364240	0.140769584257	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eke	eky	3	3	e	y	L3:P3:e>y	2	29	2	22	2	27	B	B|H|P|S|T	0.792850889776	0.199999857035	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eke	eoe	3	2	k	o	L3:P2:k>o	2	1	2	1	2	1	B	S	0.871477538403	0.055076021849	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eke	ese	3	2	k	s	L3:P2:k>s	2	1	2	1	2	1	B	H	0.871477538403	0.055076021849	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eke	ete	3	2	k	t	L3:P2:k>t	2	1	2	1	2	1	B	B	0.973908666983	0.023734587725	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eke	lke	3	1	e	l	L3:P1:e>l	2	14	2	10	2	12	B	B|H|S|T	0.941663923006	0.080030984668	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eke	oke	3	1	e	o	L3:P1:e>o	2	218	2	36	2	58	B	B|C|H|S|T	0.910212381266	0.173205105969	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eke	yke	3	1	e	y	L3:P1:e>y	2	5	2	4	2	4	B	B|H|S	0.970027194410	0.032773113524	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eky	eoy	3	2	k	o	L3:P2:k>o	29	3	22	3	27	3	B|H|P|S|T	H|S	0.976813517234	0.064332293579	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eky	epy	3	2	k	p	L3:P2:k>p	29	1	22	1	27	1	B|H|P|S|T	H	0.908891802088	0.154519843929	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eky	esy	3	2	k	s	L3:P2:k>s	29	1	22	1	27	1	B|H|P|S|T	S	0.903959886970	0.157891414479	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eky	ety	3	2	k	t	L3:P2:k>t	29	10	22	10	27	10	B|H|P|S|T	B|H|S	0.976323998295	0.044849651953	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eky	lky	3	1	e	l	L3:P1:e>l	29	11	22	8	27	9	B|H|P|S|T	B|S	0.905120357780	0.115860992388	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eky	oky	3	1	e	o	L3:P1:e>o	29	155	22	67	27	87	B|H|P|S|T	B|H|P|S|T	0.933883928539	0.119997574044	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eky	rky	3	1	e	r	L3:P1:e>r	29	1	22	1	27	1	B|H|P|S|T	S	0.882588254795	0.183732710484	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eky	yky	3	1	e	y	L3:P1:e>y	29	12	22	9	27	10	B|H|P|S|T	H|S|T	0.929571332257	0.112357003889	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eo	es	2	2	o	s	L2:P2:o>s	90	23	34	16	48	18	C|H|P|S|T	B|H|P|S	0.875652573153	0.116438386426	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eo	et	2	2	o	t	L2:P2:o>t	90	5	34	5	48	5	C|H|P|S|T	B|H|S	0.814936579248	0.169731450425	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eo	ey	2	2	o	y	L2:P2:o>y	90	195	34	51	48	80	C|H|P|S|T	B|H|P|S|T	0.911243601081	0.119805574186	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eo	ko	2	1	e	k	L2:P1:e>k	90	8	34	8	48	8	C|H|P|S|T	H|S|T	0.926727314843	0.086176852331	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eo	lo	2	1	e	l	L2:P1:e>l	90	10	34	9	48	10	C|H|P|S|T	B|S	0.850150700632	0.136791060279	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eo	po	2	1	e	p	L2:P1:e>p	90	2	34	2	48	2	C|H|P|S|T	H|S	0.889717443381	0.127828600871	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eo	ro	2	1	e	r	L2:P1:e>r	90	4	34	3	48	3	C|H|P|S|T	H|S	0.916782120222	0.093119513375	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eo	so	2	1	e	s	L2:P1:e>s	90	1	34	1	48	1	C|H|P|S|T	H	0.887877883206	0.129808060034	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eo	to	2	1	e	t	L2:P1:e>t	90	1	34	1	48	1	C|H|P|S|T	H	0.888504415670	0.137747928107	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	eoe	3	3	d	e	L3:P3:d>e	13	1	13	1	13	1	H|P|S|T	S	0.939368755378	0.089460109175	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	eok	3	3	d	k	L3:P3:d>k	13	3	13	3	13	3	H|P|S|T	S|T	0.970198773489	0.054778300071	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	eol	3	3	d	l	L3:P3:d>l	13	91	13	41	13	55	H|P|S|T	B|H|P|S|T	0.938827596235	0.083211446378	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	eor	3	3	d	r	L3:P3:d>r	13	34	13	23	13	28	H|P|S|T	B|C|H|P|S|T	0.941348381276	0.075655415752	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	eos	3	3	d	s	L3:P3:d>s	13	11	13	9	13	11	H|P|S|T	C|H|P|S	0.970811386028	0.031172337841	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	eot	3	3	d	t	L3:P3:d>t	13	1	13	1	13	1	H|P|S|T	S	0.930170928759	0.096704096427	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	eoy	3	3	d	y	L3:P3:d>y	13	3	13	3	13	3	H|P|S|T	H|S	0.967623306353	0.049003969783	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	kod	3	1	e	k	L3:P1:e>k	13	2	13	2	13	2	H|P|S|T	H|P	0.914924615560	0.105659052080	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	lod	3	1	e	l	L3:P1:e>l	13	4	13	4	13	4	H|P|S|T	H|S|T	0.935215576248	0.085265391023	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	pod	3	1	e	p	L3:P1:e>p	13	3	13	3	13	3	H|P|S|T	H|S|T	0.911803811252	0.109699016739	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	rod	3	1	e	r	L3:P1:e>r	13	1	13	1	13	1	H|P|S|T	S	0.908204354598	0.118963175008	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eod	yod	3	1	e	y	L3:P1:e>y	13	1	13	1	13	1	H|P|S|T	H	0.903605441289	0.122363218010	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eoe	eok	3	3	e	k	L3:P3:e>k	1	3	1	3	1	3	S	S|T	0.947690025818	0.045019525949	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eoe	eol	3	3	e	l	L3:P3:e>l	1	91	1	41	1	55	S	B|H|P|S|T	0.915819875830	0.144328323326	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eoe	eor	3	3	e	r	L3:P3:e>r	1	34	1	23	1	28	S	B|C|H|P|S|T	0.920675672079	0.129986061645	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eoe	eos	3	3	e	s	L3:P3:e>s	1	11	1	9	1	11	S	C|H|P|S	0.939542390292	0.085258515723	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eoe	eot	3	3	e	t	L3:P3:e>t	1	1	1	1	1	1	S	S	0.976798143852	0.015726822962	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eoe	eoy	3	3	e	y	L3:P3:e>y	1	3	1	3	1	3	S	H|S	0.974921689225	0.023721503924	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eoe	ese	3	2	o	s	L3:P2:o>s	1	1	1	1	1	1	S	H	1.000000000000	0.000000000000	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eoe	ete	3	2	o	t	L3:P2:o>t	1	1	1	1	1	1	S	B	0.892343387471	0.044035104293	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eok	eol	3	3	k	l	L3:P3:k>l	3	91	3	41	3	55	S|T	B|H|P|S|T	0.877895022995	0.153652314042	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eok	eor	3	3	k	r	L3:P3:k>r	3	34	3	23	3	28	S|T	B|C|H|P|S|T	0.883174279370	0.139443863684	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eok	eos	3	3	k	s	L3:P3:k>s	3	11	3	9	3	11	S|T	C|H|P|S	0.921719110257	0.082810526361	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eok	eot	3	3	k	t	L3:P3:k>t	3	1	3	1	3	1	S|T	S	0.947690025818	0.045019525949	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eok	eoy	3	3	k	y	L3:P3:k>y	3	3	3	3	3	3	S|T	H|S	0.939276244439	0.051113528294	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eok	eyk	3	2	o	y	L3:P2:o>y	3	1	3	1	3	1	S|T	S	0.947690025818	0.045019525949	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eok	lok	3	1	e	l	L3:P1:e>l	3	1	3	1	3	1	S|T	H	0.946917137391	0.046892935321	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eok	pok	3	1	e	p	L3:P1:e>p	3	2	3	2	3	2	S|T	B|S	0.932444414650	0.059224004670	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eol	eor	3	3	l	r	L3:P3:l>r	91	34	41	23	55	28	B|H|P|S|T	B|C|H|P|S|T	0.997943826627	0.007939897147	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eol	eos	3	3	l	s	L3:P3:l>s	91	11	41	9	55	11	B|H|P|S|T	C|H|P|S	0.987872435269	0.031503344124	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eol	eot	3	3	l	t	L3:P3:l>t	91	1	41	1	55	1	B|H|P|S|T	S	0.850119714223	0.192405294381	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eol	eoy	3	3	l	y	L3:P3:l>y	91	3	41	3	55	3	B|H|P|S|T	H|S	0.969977340798	0.075329866395	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eol	kol	3	1	e	k	L3:P1:e>k	91	16	41	15	55	15	B|H|P|S|T	B|H|P|S	0.919561756103	0.100580142601	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eol	lol	3	1	e	l	L3:P1:e>l	91	23	41	16	55	19	B|H|P|S|T	B|H|S|T	0.908716631220	0.101984439093	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eol	pol	3	1	e	p	L3:P1:e>p	91	17	41	12	55	13	B|H|P|S|T	B|H|P|S	0.863303103895	0.144108814898	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eol	rol	3	1	e	r	L3:P1:e>r	91	8	41	7	55	7	B|H|P|S|T	B|H|S	0.922042358044	0.091576221489	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eol	tol	3	1	e	t	L3:P1:e>t	91	3	41	3	55	3	B|H|P|S|T	H	0.915667028137	0.130604648862	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eor	eos	3	3	r	s	L3:P3:r>s	34	11	23	9	28	11	B|C|H|P|S|T	C|H|P|S	0.991350152523	0.020120476222	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eor	eot	3	3	r	t	L3:P3:r>t	34	1	23	1	28	1	B|C|H|P|S|T	S	0.856987369198	0.176263599052	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eor	eoy	3	3	r	y	L3:P3:r>y	34	3	23	3	28	3	B|C|H|P|S|T	H|S	0.976807367396	0.057246922019	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eor	eyr	3	2	o	y	L3:P2:o>y	34	1	23	1	28	1	B|C|H|P|S|T	B	0.920675672079	0.129986061645	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eor	for	3	1	e	f	L3:P1:e>f	34	1	23	1	28	1	B|C|H|P|S|T	H	0.826345999948	0.207892589793	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eor	kor	3	1	e	k	L3:P1:e>k	34	12	23	11	28	12	B|C|H|P|S|T	H|P|S	0.929238775094	0.081862152107	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eor	lor	3	1	e	l	L3:P1:e>l	34	20	23	14	28	16	B|C|H|P|S|T	B|H|S|T	0.920093550803	0.088775902321	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eor	por	3	1	e	p	L3:P1:e>p	34	9	23	7	28	8	B|C|H|P|S|T	B|H|P|S	0.904451581059	0.111293261937	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eor	ror	3	1	e	r	L3:P1:e>r	34	8	23	6	28	7	B|C|H|P|S|T	B|S	0.923098738217	0.086810013344	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eor	tor	3	1	e	t	L3:P1:e>t	34	1	23	1	28	1	B|C|H|P|S|T	T	0.920675672079	0.129986061645	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eor	yor	3	1	e	y	L3:P1:e>y	34	2	23	2	28	2	B|C|H|P|S|T	H	0.929646888043	0.110174131947	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eos	eot	3	3	s	t	L3:P3:s>t	11	1	9	1	11	1	C|H|P|S	S	0.888203520391	0.123852641977	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eos	eoy	3	3	s	y	L3:P3:s>y	11	3	9	3	11	3	C|H|P|S	H|S	0.989415601127	0.025376450954	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eos	ets	3	2	o	t	L3:P2:o>t	11	1	9	1	11	1	C|H|P|S	B	0.939542390292	0.085258515723	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eos	kos	3	1	e	k	L3:P1:e>k	11	1	9	1	11	1	C|H|P|S	H	0.916542576576	0.106010390687	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eos	los	3	1	e	l	L3:P1:e>l	11	5	9	5	11	5	C|H|P|S	B|H|S	0.948170434844	0.062257755437	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eot	eoy	3	3	t	y	L3:P3:t>y	1	3	1	3	1	3	S	H|S	0.934513750790	0.051884522526	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eot	rot	3	1	e	r	L3:P1:e>r	1	1	1	1	1	1	S	T	0.961948955916	0.028308281331	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eot	yot	3	1	e	y	L3:P1:e>y	1	1	1	1	1	1	S	P	0.961948955916	0.028308281331	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eoy	epy	3	2	o	p	L3:P2:o>p	3	1	3	1	3	1	H|S	H	0.974921689225	0.023721503924	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eoy	esy	3	2	o	s	L3:P2:o>s	3	1	3	1	3	1	H|S	S	0.965685589011	0.030952510515	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eoy	ety	3	2	o	t	L3:P2:o>t	3	10	3	10	3	10	H|S	B|H|S	0.980280070676	0.034221824546	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
epy	esy	3	2	p	s	L3:P2:p>s	1	1	1	1	1	1	H	S	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
epy	ety	3	2	p	t	L3:P2:p>t	1	10	1	10	1	10	H	B|H|S	0.931053899263	0.090441179548	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
epy	opy	3	1	e	o	L3:P1:e>o	1	8	1	8	1	8	H	B|H|P|S|T	0.926598688159	0.091201464716	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
es	et	2	2	s	t	L2:P2:s>t	23	5	16	5	18	5	B|H|P|S	B|H|S	0.895591226696	0.110381586473	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
es	ey	2	2	s	y	L2:P2:s>y	23	195	16	51	18	80	B|H|P|S	B|H|P|S|T	0.952854951546	0.079230345192	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
es	ls	2	1	e	l	L2:P1:e>l	23	4	16	4	18	4	B|H|P|S	B|H|S	0.931423378595	0.084538274399	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
es	os	2	1	e	o	L2:P1:e>o	23	47	16	33	18	38	B|H|P|S	B|H|P|S|T	0.966542905958	0.044430073616	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
es	ys	2	1	e	y	L2:P1:e>y	23	3	16	3	18	3	B|H|P|S	H|P	0.876913787445	0.133102028925	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ese	esy	3	3	e	y	L3:P3:e>y	1	1	1	1	1	1	H	S	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ese	ete	3	2	s	t	L3:P2:s>t	1	1	1	1	1	1	H	B	0.892343387471	0.044035104293	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
esy	ety	3	2	s	t	L3:P2:s>t	1	10	1	10	1	10	S	B|H|S	0.926928297345	0.094681948623	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
esy	osy	3	1	e	o	L3:P1:e>o	1	1	1	1	1	1	S	H	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
et	ey	2	2	t	y	L2:P2:t>y	5	195	5	51	5	80	B|H|S	B|H|P|S|T	0.868600348588	0.215878840847	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
et	lt	2	1	e	l	L2:P1:e>l	5	6	5	6	5	6	B|H|S	B|S|T	0.966821299600	0.033185928353	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
et	ot	2	1	e	o	L2:P1:e>o	5	431	5	61	5	99	B|H|S	B|C|H|P|S|T	0.974191669659	0.075816021206	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
et	yt	2	1	e	y	L2:P1:e>y	5	55	5	28	5	32	B|H|S	B|C|H|S|T	0.937745779207	0.097911496489	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eta	ete	3	3	a	e	L3:P3:a>e	3	1	3	1	3	1	H|S|T	B	0.727428961994	0.124049692567	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eta	ets	3	3	a	s	L3:P3:a>s	3	1	3	1	3	1	H|S|T	B	0.849355242427	0.075301834540	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
