fold	training_books	surface_group	surface_without_marker	outer_left	local_left	page_host	right_outer	right_inner	abbreviation_marker	operation_count	host_training_occurrences	host_envelope_types
Band3	Band2;Band4;Band5	münches	münches	NONE	NONE	münch	s	e	0	2	1	3
Band3	Band2;Band4;Band5	münchperg	münchperg	NONE	NONE	münchperg	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	müncʒ	müncʒ	NONE	NONE	müncʒ	NONE	NONE	0	0	8	2
Band3	Band2;Band4;Band5	müncʒe	müncʒe	NONE	NONE	müncʒe	NONE	NONE	0	0	10	1
Band3	Band2;Band4;Band5	müncʒeysen	müncʒeysen	NONE	NONE	müncʒeysen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	müncʒmeists¤	müncʒmeists	NONE	NONE	müncʒmeist	s	NONE	1	1	5	3
Band3	Band2;Band4;Band5	müncʒmeist¤	müncʒmeist	NONE	NONE	müncʒmeist	NONE	NONE	1	0	5	3
Band3	Band2;Band4;Band5	müntlich	müntlich	NONE	NONE	müntlich	NONE	NONE	0	0	26	3
Band3	Band2;Band4;Band5	müntlichen	müntlichen	NONE	NONE	müntlich	en	NONE	0	1	26	3
Band3	Band2;Band4;Band5	müntlichn¤	müntlichn	NONE	NONE	müntlich	n	NONE	1	1	26	3
Band3	Band2;Band4;Band5	müntʒ	müntʒ	NONE	NONE	müntʒ	NONE	NONE	0	0	2	1
Band3	Band2;Band4;Band5	müntʒe	müntʒe	NONE	NONE	müntʒ	e	NONE	0	1	2	1
Band3	Band2;Band4;Band5	müntʒmeist¤	müntʒmeist	NONE	NONE	müntʒmeist	NONE	NONE	1	0	3	1
Band3	Band2;Band4;Band5	müracher	müracher	NONE	NONE	müracher	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	mürachs¤	mürachs	NONE	NONE	mürachs	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	mürach¤	mürach	NONE	NONE	mürach	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	mürhär	mürhär	NONE	NONE	mürhär	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	mürrell	mürrell	NONE	NONE	mürrell	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	mürrels	mürrels	NONE	NONE	mürrels	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	müssen	müssen	NONE	NONE	müssen	NONE	NONE	0	0	5	0
Band3	Band2;Band4;Band5	müsse¤	müsse	NONE	NONE	müsse	NONE	NONE	1	0	2	2
Band3	Band2;Band4;Band5	müssig	müssig	NONE	NONE	müssig	NONE	NONE	0	0	3	1
Band3	Band2;Band4;Band5	müssiklich	müssiklich	NONE	NONE	müssiklich	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	müst	müst	NONE	NONE	mü	st	NONE	0	1	1	28
Band3	Band2;Band4;Band5	müste	müste	NONE	NONE	mü	e	st	0	2	1	28
Band3	Band2;Band4;Band5	müsten	müsten	NONE	NONE	müsten	NONE	NONE	0	0	13	0
Band3	Band2;Band4;Band5	müste¤	müste	NONE	NONE	mü	e	st	1	2	1	28
Band3	Band2;Band4;Band5	müsʒ	müsʒ	NONE	NONE	müsʒ	NONE	NONE	0	0	3	3
Band3	Band2;Band4;Band5	müsʒe	müsʒe	NONE	NONE	müsʒ	e	NONE	0	1	3	3
Band3	Band2;Band4;Band5	müsʒen	müsʒen	NONE	NONE	müsʒ	en	NONE	0	1	3	3
Band3	Band2;Band4;Band5	müsʒe¤	müsʒe	NONE	NONE	müsʒ	e	NONE	1	1	3	3
Band3	Band2;Band4;Band5	mütet	mütet	NONE	NONE	mütet	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	mütung	mütung	NONE	NONE	mütung	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	mütwillens	mütwillens	NONE	NONE	mütwillen	s	NONE	0	1	1	0
Band3	Band2;Band4;Band5	müt¤	müt	NONE	NONE	mü	t	NONE	1	1	1	28
Band3	Band2;Band4;Band5	müvve	müvve	NONE	NONE	müvve	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	müvven	müvven	NONE	NONE	müvve	n	NONE	0	1	1	0
Band3	Band2;Band4;Band5	müwe	müwe	NONE	NONE	müwe	NONE	NONE	0	0	8	1
Band3	Band2;Band4;Band5	müwen	müwen	NONE	NONE	müwe	n	NONE	0	1	8	1
Band3	Band2;Band4;Band5	mÿnder	mÿnder	NONE	NONE	mÿnder	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	mÿnern¤	mÿnern	NONE	NONE	mÿnern	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	mẅ	mẅ	NONE	NONE	mẅ	NONE	NONE	0	0	6	2
Band3	Band2;Band4;Band5	mẅe	mẅe	NONE	NONE	mẅ	e	NONE	0	1	6	2
Band3	Band2;Band4;Band5	mẏnder	mẏnder	NONE	NONE	mẏnder	NONE	NONE	0	0	2	0
Band3	Band2;Band4;Band5	mẏnne	mẏnne	NONE	NONE	mẏnne	NONE	NONE	0	0	3	1
Band3	Band2;Band4;Band5	mẏnner	mẏnner	NONE	NONE	mẏnne	r	NONE	0	1	3	1
Band3	Band2;Band4;Band5	n	n	NONE	NONE	n	NONE	NONE	0	0	95	287
Band3	Band2;Band4;Band5	nach	nach	NONE	NONE	nach	NONE	NONE	0	0	453	14
Band3	Band2;Band4;Band5	nachcʒegeen	nachcʒegeen	NONE	NONE	nachcʒegeen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nachgange¤	nachgange	NONE	NONE	nachgang	e	NONE	1	1	1	0
Band3	Band2;Band4;Band5	nachgeen	nachgeen	NONE	NONE	nachgee	n	NONE	0	1	1	2
Band3	Band2;Band4;Band5	nachgeet	nachgeet	NONE	NONE	nachgee	t	NONE	0	1	1	2
Band3	Band2;Band4;Band5	nachgepawren	nachgepawren	NONE	NONE	nachgepawren	NONE	NONE	0	0	4	0
Band3	Band2;Band4;Band5	nachgeschrib	nachgeschrib	NONE	NONE	nachgeschrib	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nachgestellet	nachgestellet	NONE	NONE	nachgestellet	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nachkomen¤	nachkomen	NONE	NONE	nachkome	n	NONE	1	1	7	2
Band3	Band2;Band4;Band5	nachkum	nachkum	NONE	NONE	nachkum	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nachkumen	nachkumen	NONE	NONE	nachkume	n	NONE	0	1	1	0
Band3	Band2;Band4;Band5	nachkume¤	nachkume	NONE	NONE	nachkume	NONE	NONE	1	0	1	0
Band3	Band2;Band4;Band5	nachrichte¤	nachrichte	NONE	NONE	nachrichte	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	nacht	nacht	NONE	NONE	nach	t	NONE	0	1	453	14
Band3	Band2;Band4;Band5	nachtes	nachtes	NONE	NONE	nachtes	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	nachtge	nachtge	NONE	NONE	nachtge	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nachts	nachts	NONE	NONE	nach	s	t	0	2	453	14
Band3	Band2;Band4;Band5	nadeln	nadeln	NONE	NONE	nadeln	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nagel	nagel	NONE	NONE	nagel	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nagler	nagler	NONE	NONE	nagler	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nahend	nahend	NONE	NONE	nahend	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	naht	naht	NONE	NONE	naht	NONE	NONE	0	0	17	3
Band3	Band2;Band4;Band5	nam	nam	NONE	NONE	nam	NONE	NONE	0	0	3	4
Band3	Band2;Band4;Band5	name	name	NONE	NONE	name	NONE	NONE	0	0	35	3
Band3	Band2;Band4;Band5	namen	namen	NONE	NONE	name	n	NONE	0	1	35	3
Band3	Band2;Band4;Band5	name¤	name	NONE	NONE	name	NONE	NONE	1	0	35	3
Band3	Band2;Band4;Band5	nant	nant	NONE	NONE	nant	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	narr	narr	NONE	NONE	narr	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nassaw	nassaw	NONE	NONE	nassaw	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	nassawe	nassawe	NONE	NONE	nassaw	e	NONE	0	1	1	0
Band3	Band2;Band4;Band5	natit¤	natit	NONE	NONE	natit	NONE	NONE	1	0	6	2
Band3	Band2;Band4;Band5	natiuitat¤	natiuitat	NONE	NONE	natiuitat	NONE	NONE	1	0	4	0
Band3	Band2;Band4;Band5	natiuit¤	natiuit	NONE	NONE	natiuit	NONE	NONE	1	0	1	1
Band3	Band2;Band4;Band5	natiui¤	natiui	NONE	NONE	natiui	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	nat¤	nat	NONE	NONE	nat	NONE	NONE	1	0	1	4
Band3	Band2;Band4;Band5	ne	ne	NONE	NONE	n	e	NONE	0	1	95	287
Band3	Band2;Band4;Band5	nebell	nebell	NONE	NONE	nebell	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	nechst	nechst	NONE	NONE	nechst	NONE	NONE	0	0	10	3
Band3	Band2;Band4;Band5	nechste	nechste	NONE	NONE	nechst	e	NONE	0	1	10	3
Band3	Band2;Band4;Band5	nechsten	nechsten	NONE	NONE	nechst	en	NONE	0	1	10	3
Band3	Band2;Band4;Band5	nechste¤	nechste	NONE	NONE	nechst	e	NONE	1	1	10	3
Band3	Band2;Band4;Band5	nechstkünftig	nechstkünftig	NONE	NONE	nechstkünftig	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nechstkünftigen	nechstkünftigen	NONE	NONE	nechstkünftigen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nechstn¤	nechstn	NONE	NONE	nechst	n	NONE	1	1	10	3
Band3	Band2;Band4;Band5	nechten	nechten	NONE	NONE	nechten	NONE	NONE	0	0	4	1
Band3	Band2;Band4;Band5	nechtn¤	nechtn	NONE	NONE	necht	n	NONE	1	1	1	3
Band3	Band2;Band4;Band5	nefen	nefen	NONE	NONE	nefen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	negellein	negellein	NONE	NONE	negellein	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	neh	neh	NONE	NONE	neh	NONE	NONE	0	0	1	8
Band3	Band2;Band4;Band5	nehe	nehe	NONE	NONE	nehe	NONE	NONE	0	0	3	3
Band3	Band2;Band4;Band5	nehen	nehen	NONE	NONE	nehe	n	NONE	0	1	3	3
Band3	Band2;Band4;Band5	neher	neher	NONE	NONE	neher	NONE	NONE	0	0	4	0
Band3	Band2;Band4;Band5	nehst	nehst	NONE	NONE	nehst	NONE	NONE	0	0	469	8
Band3	Band2;Band4;Band5	nehste	nehste	NONE	NONE	nehst	e	NONE	0	1	469	8
Band3	Band2;Band4;Band5	nehsten	nehsten	NONE	NONE	nehst	en	NONE	0	1	469	8
Band3	Band2;Band4;Band5	nehster	nehster	NONE	NONE	nehst	er	NONE	0	1	469	8
Band3	Band2;Band4;Band5	nehstevergangen	nehstevergangen	NONE	NONE	nehstevergangen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nehste¤	nehste	NONE	NONE	nehst	e	NONE	1	1	469	8
Band3	Band2;Band4;Band5	nehstkomenden	nehstkomenden	NONE	NONE	nehstkomend	en	NONE	0	1	1	0
Band3	Band2;Band4;Band5	nehstkumend	nehstkumend	NONE	NONE	nehstkumend	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nehstkunff¤	nehstkunff	NONE	NONE	nehstkunff	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	nehstkünftige	nehstkünftige	NONE	NONE	nehstkünftig	e	NONE	0	1	12	2
Band3	Band2;Band4;Band5	nehstkünftigen	nehstkünftigen	NONE	NONE	nehstkünftig	en	NONE	0	1	12	2
Band3	Band2;Band4;Band5	nehstkünftige¤	nehstkünftige	NONE	NONE	nehstkünftig	e	NONE	1	1	12	2
Band3	Band2;Band4;Band5	nehstkünftig¤	nehstkünftig	NONE	NONE	nehstkünftig	NONE	NONE	1	0	12	2
Band3	Band2;Band4;Band5	nehstn¤	nehstn	NONE	NONE	nehst	n	NONE	1	1	469	8
Band3	Band2;Band4;Band5	nehstvergangen	nehstvergangen	NONE	NONE	nehstvergangen	NONE	NONE	0	0	3	0
Band3	Band2;Band4;Band5	nehstvergange¤	nehstvergange	NONE	NONE	nehstvergange	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	nehstvergang¤	nehstvergang	NONE	NONE	nehstvergang	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	nehst¤	nehst	NONE	NONE	nehst	NONE	NONE	1	0	469	8
Band3	Band2;Band4;Band5	nehsvgangen¤	nehsvgangen	NONE	NONE	nehsvgangen	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	nehtein	nehtein	NONE	NONE	nehtein	NONE	NONE	0	0	2	0
Band3	Band2;Band4;Band5	nehten	nehten	NONE	NONE	nehten	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nehtn¤	nehtn	NONE	NONE	nehtn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	neitharswinde	neitharswinde	NONE	NONE	neitharswinde	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	neithartsvvind	neithartsvvind	NONE	NONE	neithartsvvind	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nem	nem	NONE	NONE	nem	NONE	NONE	0	0	4	11
Band3	Band2;Band4;Band5	neme	neme	NONE	NONE	neme	NONE	NONE	0	0	53	11
Band3	Band2;Band4;Band5	nemen	nemen	NONE	NONE	neme	n	NONE	0	1	53	11
Band3	Band2;Band4;Band5	neme¤	neme	NONE	NONE	neme	NONE	NONE	1	0	53	11
Band3	Band2;Band4;Band5	nemlich	nemlich	NONE	NONE	nemlich	NONE	NONE	0	0	44	2
Band3	Band2;Band4;Band5	nemlichen	nemlichen	NONE	NONE	nemlich	en	NONE	0	1	44	2
Band3	Band2;Band4;Band5	nemlichn¤	nemlichn	NONE	NONE	nemlich	n	NONE	1	1	44	2
Band3	Band2;Band4;Band5	nemlichs	nemlichs	NONE	NONE	nemlich	s	NONE	0	1	44	2
Band3	Band2;Band4;Band5	nempt	nempt	NONE	NONE	nempt	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nemt	nemt	NONE	NONE	nem	t	NONE	0	1	4	11
Band3	Band2;Band4;Band5	nennet	nennet	NONE	NONE	nennet	NONE	NONE	0	0	10	2
Band3	Band2;Band4;Band5	neren	neren	NONE	NONE	neren	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nereẏ	nereẏ	NONE	NONE	nereẏ	NONE	NONE	0	0	6	0
Band3	Band2;Band4;Band5	new	new	NONE	NONE	new	NONE	NONE	0	0	2	6
Band3	Band2;Band4;Band5	newbg¤	newbg	NONE	NONE	newbg	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	newburg	newburg	NONE	NONE	newburg	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	neweburg	neweburg	NONE	NONE	neweburg	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	newem	newem	NONE	NONE	newe	m	NONE	0	1	3	2
Band3	Band2;Band4;Band5	newemarkt¤	newemarkt	NONE	NONE	newemarkt	NONE	NONE	1	0	8	0
Band3	Band2;Band4;Band5	newembg¤	newembg	NONE	NONE	newembg	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	newen	newen	NONE	NONE	newen	NONE	NONE	0	0	8	2
Band3	Band2;Band4;Band5	newenhause	newenhause	NONE	NONE	newenhause	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	newenhaws	newenhaws	NONE	NONE	newenhaws	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	newenhof	newenhof	NONE	NONE	newenhof	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	newenmarkt	newenmarkt	NONE	NONE	newenmarkt	NONE	NONE	0	0	2	0
Band3	Band2;Band4;Band5	newenrate	newenrate	NONE	NONE	newenrate	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	newenspitals	newenspitals	NONE	NONE	newenspitals	NONE	NONE	0	0	3	0
Band3	Band2;Band4;Band5	newenstat	newenstat	NONE	NONE	newenstat	NONE	NONE	0	0	7	0
Band3	Band2;Band4;Band5	newenstifts	newenstifts	NONE	NONE	newenstifts	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	newenst¤	newenst	NONE	NONE	newen	st	NONE	1	1	8	2
Band3	Band2;Band4;Band5	newer	newer	NONE	NONE	newer	NONE	NONE	0	0	4	0
Band3	Band2;Band4;Band5	newes	newes	NONE	NONE	newe	s	NONE	0	1	3	2
Band3	Band2;Band4;Band5	newestat¤	newestat	NONE	NONE	newestat	NONE	NONE	1	0	6	0
Band3	Band2;Band4;Band5	newiki	newiki	NONE	NONE	newiki	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	newkirchn¤	newkirchn	NONE	NONE	newkirchn	NONE	NONE	1	0	1	0
Band3	Band2;Band4;Band5	newlich	newlich	NONE	NONE	newlich	NONE	NONE	0	0	4	1
Band3	Band2;Band4;Band5	newliche¤	newliche	NONE	NONE	newlich	e	NONE	1	1	4	1
Band3	Band2;Band4;Band5	newlichn¤	newlichn	NONE	NONE	newlich	n	NONE	1	1	4	1
Band3	Band2;Band4;Band5	newmayr	newmayr	NONE	NONE	newmayr	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	newmeyr	newmeyr	NONE	NONE	newmeyr	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	newmeÿr	newmeÿr	NONE	NONE	newmeÿr	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	newmeÿrs	newmeÿrs	NONE	NONE	newmeÿrs	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	newn	newn	NONE	NONE	new	n	NONE	0	1	2	6
Band3	Band2;Band4;Band5	newnvndachcʒig	newnvndachcʒig	NONE	NONE	newnvndachcʒig	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	newr	newr	NONE	NONE	newr	NONE	NONE	0	0	7	0
Band3	Band2;Band4;Band5	newsessers	newsessers	NONE	NONE	newsessers	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	newsesʒ	newsesʒ	NONE	NONE	newsesʒ	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	newsteter	newsteter	NONE	NONE	newsteter	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	newstet¤	newstet	NONE	NONE	newstet	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	newug¤	newug	NONE	NONE	newug	NONE	NONE	1	0	1	0
Band3	Band2;Band4;Band5	newung	newung	NONE	NONE	newung	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	newungen	newungen	NONE	NONE	newung	en	NONE	0	1	1	0
Band3	Band2;Band4;Band5	newunge¤	newunge	NONE	NONE	newung	e	NONE	1	1	1	0
Band3	Band2;Band4;Band5	neydenfels	neydenfels	NONE	NONE	neydenfels	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	ni	ni	NONE	NONE	ni	NONE	NONE	0	0	1	21
Band3	Band2;Band4;Band5	nic	nic	NONE	NONE	nic	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nich	nich	NONE	NONE	n	ich	NONE	0	1	95	287
Band3	Band2;Band4;Band5	nichcʒ	nichcʒ	NONE	NONE	nichcʒ	NONE	NONE	0	0	1	2
Band3	Band2;Band4;Band5	nichil	nichil	NONE	NONE	nichil	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nicht	nicht	NONE	NONE	nicht	NONE	NONE	0	0	230	4
Band3	Band2;Band4;Band5	nichtes	nichtes	NONE	NONE	nicht	s	e	0	2	230	4
Band3	Band2;Band4;Band5	nichts	nichts	NONE	NONE	nicht	s	NONE	0	1	230	4
Band3	Band2;Band4;Band5	nichtʒ	nichtʒ	NONE	NONE	nichtʒ	NONE	NONE	0	0	2	0
Band3	Band2;Band4;Band5	nickel	nickel	NONE	NONE	nickel	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nicklas	nicklas	NONE	NONE	nicklas	NONE	NONE	0	0	4	0
Band3	Band2;Band4;Band5	nicklas¤	nicklas	NONE	NONE	nicklas	NONE	NONE	1	0	4	0
Band3	Band2;Band4;Band5	nick¤	nick	NONE	NONE	nick	NONE	NONE	1	0	1	1
Band3	Band2;Band4;Band5	niclas	niclas	NONE	NONE	niclas	NONE	NONE	0	0	42	1
Band3	Band2;Band4;Band5	niclasen	niclasen	NONE	NONE	niclas	en	NONE	0	1	42	1
Band3	Band2;Band4;Band5	nicl¤	nicl	NONE	NONE	nicl	NONE	NONE	1	0	1	1
Band3	Band2;Band4;Band5	nicolaj	nicolaj	NONE	NONE	nicolaj	NONE	NONE	0	0	10	0
Band3	Band2;Band4;Band5	nicolaẏ	nicolaẏ	NONE	NONE	nicolaẏ	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	nidergelegt	nidergelegt	NONE	NONE	nidergelegt	NONE	NONE	0	0	2	0
Band3	Band2;Band4;Band5	nid¤	nid	NONE	NONE	nid	NONE	NONE	1	0	4	5
Band3	Band2;Band4;Band5	nie	nie	NONE	NONE	nie	NONE	NONE	0	0	14	3
Band3	Band2;Band4;Band5	niemand¤	niemand	NONE	NONE	niemand	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	niesʒen	niesʒen	NONE	NONE	niesʒen	NONE	NONE	0	0	1	1
Band3	Band2;Band4;Band5	nih	nih	NONE	NONE	nih	NONE	NONE	0	0	1	3
Band3	Band2;Band4;Band5	niht	niht	NONE	NONE	niht	NONE	NONE	0	0	1635	2
Band3	Band2;Band4;Band5	nihts	nihts	NONE	NONE	niht	s	NONE	0	1	1635	2
Band3	Band2;Band4;Band5	nihtʒ	nihtʒ	NONE	NONE	nihtʒ	NONE	NONE	0	0	3	0
Band3	Band2;Band4;Band5	nimt	nimt	NONE	NONE	ni	t	m	0	2	1	21
Band3	Band2;Band4;Band5	nisi	nisi	NONE	NONE	nisi	NONE	NONE	0	0	2	0
Band3	Band2;Band4;Band5	no	no	NONE	NONE	no	NONE	NONE	0	0	47	17
Band3	Band2;Band4;Band5	noch	noch	NONE	NONE	noch	NONE	NONE	0	0	709	4
Band3	Band2;Band4;Band5	nodler	nodler	NONE	NONE	nodler	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	noh	noh	NONE	NONE	noh	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	noll	noll	NONE	NONE	noll	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nolt	nolt	NONE	NONE	nolt	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nolt¤	nolt	NONE	NONE	nolt	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	nomen	nomen	NONE	NONE	no	en	m	0	2	47	17
Band3	Band2;Band4;Band5	non	non	NONE	NONE	no	n	NONE	0	1	47	17
Band3	Band2;Band4;Band5	nond¤	nond	NONE	NONE	nond	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	nono	nono	NONE	NONE	nono	NONE	NONE	0	0	17	0
Band3	Band2;Band4;Band5	nordling¤	nordling	NONE	NONE	nordling	NONE	NONE	1	0	1	0
Band3	Band2;Band4;Band5	nortgaw	nortgaw	NONE	NONE	nortgaw	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	not	not	NONE	NONE	no	t	NONE	0	1	47	17
Band3	Band2;Band4;Band5	notcʒoges	notcʒoges	NONE	NONE	notcʒoges	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	notdur	notdur	NONE	NONE	notdur	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	notdurfft	notdurfft	NONE	NONE	notdurfft	NONE	NONE	0	0	10	0
Band3	Band2;Band4;Band5	notdurfftig	notdurfftig	NONE	NONE	notdurfftig	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	notdurft	notdurft	NONE	NONE	notdurft	NONE	NONE	0	0	98	1
Band3	Band2;Band4;Band5	notdurftikeit	notdurftikeit	NONE	NONE	notdurftikeit	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	notdürfft	notdürfft	NONE	NONE	notdürfft	NONE	NONE	0	0	2	0
Band3	Band2;Band4;Band5	notdürfftig	notdürfftig	NONE	NONE	notdürfftig	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	notdürft	notdürft	NONE	NONE	notdürft	NONE	NONE	0	0	3	1
Band3	Band2;Band4;Band5	note	note	NONE	NONE	no	e	t	0	2	47	17
Band3	Band2;Band4;Band5	notel	notel	NONE	NONE	notel	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	noteln	noteln	NONE	NONE	noteln	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nothafft	nothafft	NONE	NONE	nothafft	NONE	NONE	0	0	5	0
Band3	Band2;Band4;Band5	nothaft	nothaft	NONE	NONE	nothaft	NONE	NONE	0	0	51	1
Band3	Band2;Band4;Band5	notikeit	notikeit	NONE	NONE	notikeit	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	notlichn¤	notlichn	NONE	NONE	notlichn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	notlichs	notlichs	NONE	NONE	notlichs	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	notred	notred	NONE	NONE	notred	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	notrede	notrede	NONE	NONE	notrede	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	noturfft	noturfft	NONE	NONE	noturfft	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	noua	noua	NONE	NONE	noua	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	no¤	no	NONE	NONE	no	NONE	NONE	1	0	47	17
Band3	Band2;Band4;Band5	nu	nu	NONE	NONE	nu	NONE	NONE	0	0	518	6
Band3	Band2;Band4;Band5	nucʒ	nucʒ	NONE	NONE	nucʒ	NONE	NONE	0	0	15	4
Band3	Band2;Band4;Band5	nucʒen	nucʒen	NONE	NONE	nucʒ	en	NONE	0	1	15	4
Band3	Band2;Band4;Band5	nucʒes	nucʒes	NONE	NONE	nucʒ	s	e	0	2	15	4
Band3	Band2;Band4;Band5	nurebg¤	nurebg	NONE	NONE	nurebg	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	nuremberg	nuremberg	NONE	NONE	nuremberg	NONE	NONE	0	0	8	0
Band3	Band2;Band4;Band5	nurembg¤	nurembg	NONE	NONE	nurembg	NONE	NONE	1	0	37	0
Band3	Band2;Band4;Band5	nur¤	nur	NONE	NONE	nu	r	NONE	1	1	518	6
Band3	Band2;Band4;Band5	nussers	nussers	NONE	NONE	nussers	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nusʒbawm	nusʒbawm	NONE	NONE	nusʒbawm	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nutʒes	nutʒes	NONE	NONE	nutʒes	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	nyclas	nyclas	NONE	NONE	nyclas	NONE	NONE	0	0	7	1
Band3	Band2;Band4;Band5	nyclasen	nyclasen	NONE	NONE	nyclasen	NONE	NONE	0	0	11	0
Band3	Band2;Band4;Band5	nycolaẏ	nycolaẏ	NONE	NONE	nycolaẏ	NONE	NONE	0	0	1	0
