host	visual_feature	feature_class	additional_feature_pages	additional_effect	additional_z	additional_local_p	additional_maxT_p	additional_lofo_min	additional_lofo_max	full_b_feature_pages	full_b_host_pages	full_b_hit_pages	full_b_counterexample_pages	full_b_feature_precision	full_b_hit_folios	full_b_effect	full_b_z	full_b_local_p	full_b_maxT_p	full_b_lofo_min	full_b_lofo_max	token_variants	prefix_variants	closing_fraction	label_rows	label	claim_state
aiin	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	0.004691570684	0.495816590079	1.000000000000	1.000000000000	-0.035238227246	0.041684849677	3	25	2	23	0.080000000000	2	-0.019657551399	-0.725593632856	0.367763223678	1.000000000000	-0.032772993213	-0.003274682462	3	3	0.000000000000	2	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	DAISY_CUP	VISIBLE_PLANT_FEATURE	11	-0.022578419798	0.502967014392	1.000000000000	1.000000000000	-0.029654528478	-0.003054610274	11	7	2	5	0.285714285714	2	-0.003837091380	0.712948543685	1.000000000000	1.000000000000	-0.006431634371	-0.001448645998	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
aiin	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	2	-0.036975095982	0.000000000000	1.000000000000	1.000000000000	-0.040336468344	-0.031245559254	3	25	2	23	0.080000000000	2	-0.032154008830	-0.705683328388	0.586441355864	1.000000000000	-0.044289256756	-0.021433597166	3	3	0.000000000000	2	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
oke	BROAD_CALYX	VISIBLE_PLANT_FEATURE	7	0.093234010571	0.403871642894	0.698630136986	1.000000000000	0.041125008462	0.140063231975	7	18	5	13	0.277777777778	4	0.018820568282	0.704162968941	0.597040295970	1.000000000000	0.002390409295	0.030979875384	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	13	-0.057656521457	0.000000000000	1.000000000000	1.000000000000	-0.092948050167	0.012606548806	13	14	6	8	0.428571428571	6	-0.009126658653	0.697455111122	0.612638736126	1.000000000000	-0.011324143204	-0.005976549621	4	2	0.500000000000	10	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
e	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	5	-0.037781266353	-0.886870455398	0.451654834517	1.000000000000	-0.068550497122	-0.011162521689	5	14	2	12	0.142857142857	2	-0.002685098469	-0.696526138031	0.556544345565	1.000000000000	-0.009222347515	-0.000123122522	3	2	0.900000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ar	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	9	0.030346940641	0.155091983442	1.000000000000	1.000000000000	-0.005132367632	0.045199548351	12	22	9	13	0.409090909091	7	-0.010530143292	-0.688158930980	0.533246675332	1.000000000000	-0.019342209419	-0.003692998455	3	3	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
dy	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	0.045626716279	0.477787109515	0.646335366463	1.000000000000	0.034824645052	0.059815046065	3	24	3	21	0.125000000000	2	0.008950298546	0.670897380038	0.502449755024	1.000000000000	-0.017567554352	0.023695338909	2	2	0.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
o	BROAD_CALYX	VISIBLE_PLANT_FEATURE	7	-0.024573233784	-0.360735352329	0.823817618238	1.000000000000	-0.041356450567	-0.010587219798	7	19	3	16	0.157894736842	3	-0.004554908950	-0.666025395443	0.541845815418	1.000000000000	-0.010342955863	-0.001214683342	6	5	0.916666666667	6	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
y	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	0.024391968326	1.108564506296	0.197380261974	1.000000000000	-0.014681290576	0.062241786347	3	17	1	16	0.058823529412	1	-0.009712122624	0.665053047689	0.918208179182	1.000000000000	-0.023686803695	-0.003133175255	5	5	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	-0.034286323225	-0.990445640787	1.000000000000	1.000000000000	-0.085628342246	0.060951772013	3	13	1	12	0.076923076923	1	-0.006725958928	-0.661657298020	0.507049295070	1.000000000000	-0.016556118837	0.011792559591	2	2	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ckhy	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	2	-0.011538461538	-0.677276495547	0.592440755924	1.000000000000	-0.052173913043	0.026923076923	3	13	2	11	0.153846153846	2	-0.006436574857	-0.658801408832	0.531046895310	1.000000000000	-0.009860991910	-0.002267793765	4	4	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	5	0.004096183928	1.883271957323	0.138986101390	1.000000000000	-0.006242496999	0.026906839291	5	7	2	5	0.285714285714	2	0.002632742674	0.652389909226	0.624837516248	1.000000000000	-0.001991241066	0.005446872177	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
dy	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	5	-0.002847232133	-0.323173776863	0.824817518248	1.000000000000	-0.038905677656	0.034241175491	9	24	6	18	0.250000000000	5	0.006819973970	-0.650376110936	0.530046995300	1.000000000000	-0.005490230234	0.013948475001	2	2	0.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
o	GRASS	VISIBLE_PLANT_FEATURE	5	0.043320568321	1.025481208642	0.405959404060	1.000000000000	-0.008359557110	0.070761322011	7	19	4	15	0.210526315789	4	0.004925026717	0.649701631039	0.558544145585	1.000000000000	-0.000935860910	0.009968135191	6	5	0.916666666667	6	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	-0.046460423634	-0.751812232873	0.801319868013	1.000000000000	-0.053429487179	-0.023504273504	5	6	0	6	0.000000000000	0	-0.007865994130	-0.645348110232	0.802919708029	1.000000000000	-0.008509355428	-0.003617224880	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ol	GRASS	VISIBLE_PLANT_FEATURE	5	-0.059547152194	-1.200584597356	0.497950204980	1.000000000000	-0.065815273478	-0.039842047930	7	19	6	13	0.315789473684	6	-0.002294543453	-0.637272010653	0.546045395460	1.000000000000	-0.007081098989	0.004842828146	5	4	0.142857142857	5	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	13	-0.026282051282	0.000000000000	1.000000000000	1.000000000000	-0.042628205128	-0.005885780886	13	8	3	5	0.375000000000	3	-0.011084855690	-0.615860068607	1.000000000000	1.000000000000	-0.015391244558	-0.004045512101	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	13	-0.044723865878	0.000000000000	1.000000000000	1.000000000000	-0.063762327416	-0.003989600143	13	6	2	4	0.333333333333	2	-0.005547426472	0.613244692220	0.845715428457	1.000000000000	-0.008288004132	0.000580224729	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
dy	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	0.040236517868	0.680454371907	0.514448555144	1.000000000000	-0.023599548600	0.077789340289	8	24	7	17	0.291666666667	6	0.016793429163	0.611777098092	0.554644535546	1.000000000000	-0.002847197907	0.026016132171	2	2	0.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
dy	DAISY_CUP	VISIBLE_PLANT_FEATURE	11	-0.013337823792	-0.484828022354	0.645235476452	1.000000000000	-0.039835904836	0.007582505878	11	24	8	16	0.333333333333	6	0.009834924145	0.595289859451	0.581741825817	1.000000000000	0.001421372717	0.016902759312	2	2	0.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	5	-0.012301587302	-0.051169473982	1.000000000000	1.000000000000	-0.039166666667	0.002500000000	9	6	1	5	0.166666666667	1	-0.002930596170	-0.581369505967	0.663433656634	1.000000000000	-0.006583854062	-0.001149415174	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
aiin	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	-0.009597201605	-0.147081277577	0.865313468653	1.000000000000	-0.035238227246	0.001621573614	3	25	3	22	0.120000000000	2	-0.002917316383	-0.552876630515	0.518248175182	1.000000000000	-0.006684271364	0.004701663315	3	3	0.000000000000	2	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
aiin	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	4	-0.013476964212	-0.435571992098	0.851414858514	1.000000000000	-0.034265244559	0.001898591604	5	25	5	20	0.200000000000	5	0.012027578805	0.552476659617	0.613738626137	1.000000000000	0.008105637641	0.017392812578	3	3	0.000000000000	2	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
y	BROAD_CALYX	VISIBLE_PLANT_FEATURE	7	-0.006783077604	-1.129628961295	0.301169883012	1.000000000000	-0.017772088593	0.002608094520	7	17	3	14	0.176470588235	3	0.003906414403	0.527458363154	0.722827717228	1.000000000000	-0.001642778154	0.009746626092	5	5	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
o	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	0.105806150371	1.301873181105	0.424057594241	1.000000000000	0.034358444586	0.245000289566	3	19	2	17	0.105263157895	2	0.011011081814	0.519115973930	0.640135986401	1.000000000000	-0.001666536887	0.034890224114	6	5	0.916666666667	6	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	-0.017474916388	0.396743227609	1.000000000000	1.000000000000	-0.043115942029	0.005799755800	3	6	1	5	0.166666666667	1	-0.002483826356	0.517759284975	1.000000000000	1.000000000000	-0.006869791268	0.001524012050	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	-0.050118590560	0.061160687970	1.000000000000	1.000000000000	-0.092431438979	-0.012716784107	3	14	1	13	0.071428571429	1	-0.011679943391	-0.517069961043	0.782521747825	1.000000000000	-0.016639690742	-0.009486960935	4	2	0.500000000000	10	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
oke	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	5	-0.008933643387	-0.276071970379	0.813018698130	1.000000000000	-0.070314097667	0.013854978870	5	18	4	14	0.222222222222	3	-0.010494804001	-0.517068183064	0.661033896610	1.000000000000	-0.016422642616	-0.003771625300	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	4	0.140548177313	1.578453956361	0.089391060894	1.000000000000	0.036078300784	0.195942246362	5	8	2	6	0.250000000000	2	0.011163973844	0.511803832090	0.663033696630	1.000000000000	0.000317250020	0.016118859125	2	2	1.000000000000	6	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
y	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	10	0.011587952489	0.736105560206	0.593640635936	1.000000000000	-0.003707893414	0.018875242405	12	17	7	10	0.411764705882	7	0.003352942213	0.510024211580	0.610438956104	1.000000000000	-0.002367999786	0.008163961162	5	5	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	-0.046739130435	-0.643449414734	1.000000000000	1.000000000000	-0.053750000000	-0.035317460317	5	8	1	7	0.125000000000	1	-0.009412778579	-0.506451591242	0.679232076792	1.000000000000	-0.013620962371	-0.004422753173	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
o	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	0.026000735376	1.818408149222	0.197380261974	1.000000000000	-0.053136356397	0.100709797449	3	19	1	18	0.052631578947	1	-0.009423145517	-0.505217976715	0.566843315668	1.000000000000	-0.023387505977	-0.001864949586	6	5	0.916666666667	6	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	2	-0.084445028011	-1.016130072975	0.492050794921	1.000000000000	-0.092121848739	-0.046667303285	3	13	2	11	0.153846153846	2	-0.004430175240	-0.498953413864	0.749625037496	1.000000000000	-0.006899240076	0.001239731374	2	2	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ar	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	5	0.045103230103	-1.000716589246	0.632436756324	1.000000000000	-0.024641608392	0.071072677323	9	22	5	17	0.227272727273	3	-0.013873968550	-0.498735412384	0.659834016598	1.000000000000	-0.032874595521	-0.009412027479	3	3	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ol	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	2	-0.052103758170	-1.400015882993	0.240275972403	1.000000000000	-0.056840463458	-0.032598039216	3	19	2	17	0.105263157895	2	0.003154819641	0.495204873424	1.000000000000	1.000000000000	-0.006585077043	0.017019885393	5	4	0.142857142857	5	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	4	-0.048572261072	-1.352504227541	0.381261873813	1.000000000000	-0.053429487179	-0.024679487179	5	6	1	5	0.166666666667	1	-0.003915376846	-0.492158499495	0.708629137086	1.000000000000	-0.008154798952	0.000382775120	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	0.053550882195	0.046044562540	1.000000000000	1.000000000000	0.046748349690	0.097506926151	3	8	2	6	0.250000000000	2	0.011430953059	0.477227850802	0.692130786921	1.000000000000	0.007532317582	0.014030768639	2	2	1.000000000000	6	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	5	-0.051190476190	-1.534545861984	0.251974802520	1.000000000000	-0.056578947368	-0.039035087719	5	8	1	7	0.125000000000	1	-0.008864081734	-0.463693812500	0.849815018498	1.000000000000	-0.013531931032	-0.003870758871	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
e	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	2	0.016941391941	0.387381556988	1.000000000000	1.000000000000	-0.062589584329	0.093864468864	3	14	1	13	0.071428571429	1	-0.004519626709	0.457868626258	0.834816518348	1.000000000000	-0.012024094703	-0.000215924126	3	2	0.900000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
o	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	13	-0.018880478496	-0.990445640787	1.000000000000	1.000000000000	-0.037589269705	0.003355672106	13	19	7	12	0.368421052632	5	-0.002592272333	-0.452624682370	0.696430356964	1.000000000000	-0.010174778921	0.000910089475	6	5	0.916666666667	6	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	13	-0.030240347887	-1.000000000000	1.000000000000	1.000000000000	-0.037832755480	-0.008482106129	13	7	2	5	0.285714285714	2	-0.005264362613	0.449519250085	1.000000000000	1.000000000000	-0.007497647620	-0.002656070364	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	-0.030112598399	-0.502030433494	1.000000000000	1.000000000000	-0.032980464913	-0.017486631016	3	7	0	7	0.000000000000	0	-0.007136714769	-0.449358517136	1.000000000000	1.000000000000	-0.007665360307	-0.005407470455	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
e	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	-0.069278547539	-1.273330640943	0.339466053395	1.000000000000	-0.075876504448	-0.045264259550	5	14	2	12	0.142857142857	2	0.003494947664	-0.447562007623	0.678332166783	1.000000000000	-0.004207766323	0.007936748341	3	2	0.900000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ckhy	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	-0.026532887402	-0.201864103128	1.000000000000	1.000000000000	-0.052173913043	-0.007692307692	3	13	2	11	0.153846153846	1	0.005932702440	0.443897785130	0.632536746325	1.000000000000	-0.014713425073	0.017283081762	4	4	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ckhy	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	5	0.021733821734	-0.297640220952	0.769323067693	1.000000000000	-0.049662618084	0.066178266178	5	13	2	11	0.153846153846	2	-0.000319544803	-0.439756537250	0.686331366863	1.000000000000	-0.007575424731	0.009680455197	4	4	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ckhy	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	-0.011538461538	0.122647832181	1.000000000000	1.000000000000	-0.052173913043	0.024749163880	3	13	1	12	0.076923076923	1	-0.012009545948	-0.426296377387	0.919208079192	1.000000000000	-0.015238904540	-0.009520324530	4	4	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ol	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	-0.054369138960	-0.496403618452	1.000000000000	1.000000000000	-0.059547152194	-0.035857843137	3	19	3	16	0.157894736842	2	0.001423662544	-0.423156432574	0.701529847015	1.000000000000	-0.000408752851	0.003406451801	5	4	0.142857142857	5	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
aiin	GRASS	VISIBLE_PLANT_FEATURE	5	-0.023209633504	-0.579553901580	0.722027797220	1.000000000000	-0.035978506787	-0.011293192102	7	25	7	18	0.280000000000	7	0.010250939987	0.421958813841	0.701729827017	1.000000000000	0.003644938711	0.014484850537	3	3	0.000000000000	2	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	9	0.027518886342	0.508522714830	1.000000000000	1.000000000000	-0.009778456837	0.040270653716	12	7	5	2	0.714285714286	4	0.005672986617	0.418511530779	0.716328367163	1.000000000000	0.002675639496	0.008368527552	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	10	0.059046743697	-1.004409722733	0.497850214979	1.000000000000	-0.037381827731	0.087618172269	12	13	5	8	0.384615384615	4	0.005123902764	0.409517293825	0.691530846915	1.000000000000	-0.000630105307	0.008835322518	2	2	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	-0.039492753623	-0.510292353321	1.000000000000	1.000000000000	-0.045416666667	-0.029924242424	5	6	1	5	0.166666666667	1	0.005364895568	0.402829083699	0.930506949305	1.000000000000	-0.004813377679	0.007864895568	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ar	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	-0.007348810610	0.032472795513	1.000000000000	1.000000000000	-0.032989836251	0.004845571096	3	22	2	20	0.090909090909	2	0.022559572083	0.401491338482	0.698230176982	1.000000000000	0.002794898900	0.061058597424	3	3	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	4	-0.048863636364	-1.212889485247	0.495950404960	1.000000000000	-0.053750000000	-0.037083333333	5	8	1	7	0.125000000000	1	-0.009412778579	-0.395531623739	0.744825517448	1.000000000000	-0.013620962371	-0.004422753173	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
oke	DAISY_CUP	VISIBLE_PLANT_FEATURE	11	0.075947498728	0.509662555392	0.691630836916	1.000000000000	0.042250429309	0.096234381865	11	18	8	10	0.444444444444	6	0.006493721700	0.393619695715	0.787721227877	1.000000000000	-0.003258987822	0.011988193069	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	2	-0.084445028011	0.000000000000	1.000000000000	1.000000000000	-0.092121848739	-0.046667303285	3	13	2	11	0.153846153846	2	0.002776671264	-0.393201175131	0.829317068293	1.000000000000	-0.005404841580	0.011173096393	2	2	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ar	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	2	0.042560564436	-1.016130072975	0.492050794921	1.000000000000	-0.022401462174	0.113989135864	3	22	2	20	0.090909090909	2	-0.029725540915	-0.386911729943	1.000000000000	1.000000000000	-0.033098011668	-0.024055634302	3	3	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
e	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	10	0.081959706960	1.169899881334	0.412058794121	1.000000000000	0.029532967033	0.109890109890	12	14	6	8	0.428571428571	4	0.002283536637	0.380544681701	0.705729427057	1.000000000000	-0.002367080706	0.005142547022	3	2	0.900000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	-0.084445028011	0.000000000000	1.000000000000	1.000000000000	-0.092121848739	-0.046667303285	3	13	0	13	0.000000000000	0	-0.016943072593	-0.378824713621	1.000000000000	1.000000000000	-0.018198115008	-0.014105883728	2	2	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
aiin	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	0.081110385778	1.904207168492	0.099790020998	1.000000000000	0.032925563741	0.132925563741	5	25	4	21	0.160000000000	4	0.007828559714	0.371729154393	0.900509949005	1.000000000000	-0.014673643044	0.022124994986	3	3	0.000000000000	2	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	0.046967995884	0.511020937657	0.639536046395	1.000000000000	-0.020528491117	0.097311569630	8	14	3	11	0.214285714286	3	0.001798041112	0.364431275252	0.728627137286	1.000000000000	-0.003807117618	0.005727679360	4	2	0.500000000000	10	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
y	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	2	0.024391968326	1.108564506296	0.197380261974	1.000000000000	-0.014681290576	0.062853506787	3	17	3	14	0.176470588235	3	0.010007621234	0.360615883644	0.805119488051	1.000000000000	0.005034475027	0.018981273842	5	5	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
e	DAISY_CUP	VISIBLE_PLANT_FEATURE	11	0.023065823066	-0.913186837664	0.390160983902	1.000000000000	-0.012951334380	0.039641839642	11	14	7	7	0.500000000000	6	0.007935977863	0.359081022018	0.755924407559	1.000000000000	0.005674308799	0.011952828308	3	2	0.900000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	GRASS	VISIBLE_PLANT_FEATURE	5	0.011019536020	0.365265080027	0.846515348465	1.000000000000	-0.038980463980	0.037179487179	7	6	1	5	0.166666666667	1	-0.002954148120	-0.354627182355	0.901609839016	1.000000000000	-0.007586617134	0.001714761211	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
