edition	page	physical_folio	star_ordinal_left	star_ordinal_right	left_locus	right_locus	boundary_class	left_groups	right_groups
IT2a	f105r	f105	4	4	f105r.14	f105r.15	WITHIN_RECORD	11	12
IT2a	f105r	f105	4	4	f105r.15	f105r.16	WITHIN_RECORD	12	7
IT2a	f105r	f105	5	5	f105r.17	f105r.18	WITHIN_RECORD	11	12
IT2a	f105r	f105	5	5	f105r.18	f105r.19	WITHIN_RECORD	12	10
IT2a	f105r	f105	5	5	f105r.19	f105r.20	WITHIN_RECORD	10	13
IT2a	f105r	f105	5	5	f105r.20	f105r.21	WITHIN_RECORD	13	11
IT2a	f105r	f105	5	5	f105r.21	f105r.22	WITHIN_RECORD	11	11
IT2a	f105r	f105	5	5	f105r.22	f105r.23	WITHIN_RECORD	11	4
IT2a	f105r	f105	6	6	f105r.24	f105r.25	WITHIN_RECORD	13	6
IT2a	f105r	f105	7	7	f105r.26	f105r.27	WITHIN_RECORD	12	7
IT2a	f105r	f105	8	8	f105r.28	f105r.29	WITHIN_RECORD	11	11
IT2a	f105r	f105	8	8	f105r.29	f105r.30	WITHIN_RECORD	11	9
IT2a	f105r	f105	9	9	f105r.31	f105r.32	WITHIN_RECORD	13	11
IT2a	f105r	f105	9	9	f105r.32	f105r.33	WITHIN_RECORD	11	9
IT2a	f105r	f105	9	9	f105r.33	f105r.34	WITHIN_RECORD	9	11
IT2a	f105r	f105	10	10	f105r.35	f105r.36	WITHIN_RECORD	13	11
IT2a	f105r	f105	10	10	f105r.36	f105r.37	WITHIN_RECORD	11	4
IT2a	f105v	f105	1	1	f105v.1	f105v.2	WITHIN_RECORD	9	12
IT2a	f105v	f105	1	1	f105v.2	f105v.3	WITHIN_RECORD	12	11
IT2a	f105v	f105	1	1	f105v.3	f105v.4	WITHIN_RECORD	11	8
IT2a	f105v	f105	2	2	f105v.5	f105v.6	WITHIN_RECORD	10	13
IT2a	f105v	f105	2	2	f105v.6	f105v.7	WITHIN_RECORD	13	7
IT2a	f105v	f105	3	3	f105v.8	f105v.9	WITHIN_RECORD	11	13
IT2a	f105v	f105	3	3	f105v.9	f105v.10	WITHIN_RECORD	13	14
IT2a	f105v	f105	3	3	f105v.10	f105v.11	WITHIN_RECORD	14	12
IT2a	f105v	f105	3	3	f105v.11	f105v.12	WITHIN_RECORD	12	12
IT2a	f105v	f105	3	3	f105v.12	f105v.13	WITHIN_RECORD	12	8
IT2a	f105v	f105	4	4	f105v.14	f105v.15	WITHIN_RECORD	10	12
IT2a	f105v	f105	4	4	f105v.15	f105v.16	WITHIN_RECORD	12	12
IT2a	f105v	f105	4	4	f105v.16	f105v.17	WITHIN_RECORD	12	8
IT2a	f105v	f105	5	5	f105v.18	f105v.19	WITHIN_RECORD	10	11
IT2a	f105v	f105	6	6	f105v.20	f105v.21	WITHIN_RECORD	12	9
IT2a	f105v	f105	6	6	f105v.21	f105v.22	WITHIN_RECORD	9	6
IT2a	f105v	f105	7	7	f105v.23	f105v.24	WITHIN_RECORD	10	8
IT2a	f105v	f105	8	8	f105v.25	f105v.26	WITHIN_RECORD	11	12
IT2a	f105v	f105	8	8	f105v.26	f105v.27	WITHIN_RECORD	12	10
IT2a	f105v	f105	8	8	f105v.27	f105v.28	WITHIN_RECORD	10	6
IT2a	f105v	f105	9	9	f105v.29	f105v.30	WITHIN_RECORD	11	12
IT2a	f105v	f105	9	9	f105v.30	f105v.31	WITHIN_RECORD	12	9
IT2a	f105v	f105	10	10	f105v.32	f105v.33	WITHIN_RECORD	11	12
IT2a	f105v	f105	10	10	f105v.33	f105v.34	WITHIN_RECORD	12	11
IT2a	f105v	f105	10	10	f105v.34	f105v.35	WITHIN_RECORD	11	11
IT2a	f105v	f105	10	10	f105v.35	f105v.36	WITHIN_RECORD	11	10
IT2a	f105v	f105	10	10	f105v.36	f105v.37	WITHIN_RECORD	10	12
IT2a	f105v	f105	10	10	f105v.37	f105v.38	WITHIN_RECORD	12	4
IT2a	f106r	f106	1	1	f106r.1	f106r.2	WITHIN_RECORD	11	12
IT2a	f106r	f106	1	1	f106r.2	f106r.3	WITHIN_RECORD	12	5
IT2a	f106r	f106	2	2	f106r.4	f106r.5	WITHIN_RECORD	12	12
IT2a	f106r	f106	2	2	f106r.5	f106r.6	WITHIN_RECORD	12	11
IT2a	f106r	f106	2	2	f106r.6	f106r.7	WITHIN_RECORD	11	7
IT2a	f106r	f106	3	3	f106r.8	f106r.9	WITHIN_RECORD	10	7
IT2a	f106r	f106	4	4	f106r.10	f106r.11	WITHIN_RECORD	9	12
IT2a	f106r	f106	4	4	f106r.11	f106r.12	WITHIN_RECORD	12	5
IT2a	f106r	f106	5	5	f106r.13	f106r.14	WITHIN_RECORD	12	8
IT2a	f106r	f106	6	6	f106r.15	f106r.16	WITHIN_RECORD	9	12
IT2a	f106r	f106	6	6	f106r.16	f106r.17	WITHIN_RECORD	12	7
IT2a	f106r	f106	7	7	f106r.18	f106r.19	WITHIN_RECORD	11	10
IT2a	f106r	f106	7	7	f106r.19	f106r.20	WITHIN_RECORD	10	10
IT2a	f106r	f106	7	7	f106r.20	f106r.21	WITHIN_RECORD	10	6
IT2a	f106r	f106	8	8	f106r.22	f106r.23	WITHIN_RECORD	10	10
IT2a	f106r	f106	9	9	f106r.24	f106r.25	WITHIN_RECORD	9	11
IT2a	f106r	f106	9	9	f106r.25	f106r.26	WITHIN_RECORD	11	2
IT2a	f106r	f106	11	11	f106r.32	f106r.33	WITHIN_RECORD	10	9
IT2a	f106r	f106	12	12	f106r.34	f106r.35	WITHIN_RECORD	10	5
IT2a	f106r	f106	13	13	f106r.36	f106r.37	WITHIN_RECORD	10	3
IT2a	f106r	f106	14	14	f106r.38	f106r.39	WITHIN_RECORD	9	11
IT2a	f106r	f106	14	14	f106r.39	f106r.40	WITHIN_RECORD	11	11
IT2a	f106r	f106	14	14	f106r.40	f106r.41	WITHIN_RECORD	11	8
IT2a	f106r	f106	15	15	f106r.42	f106r.43	WITHIN_RECORD	10	11
IT2a	f106r	f106	15	15	f106r.43	f106r.44	WITHIN_RECORD	11	10
IT2a	f106r	f106	15	15	f106r.44	f106r.45	WITHIN_RECORD	10	9
IT2a	f106r	f106	15	15	f106r.45	f106r.46	WITHIN_RECORD	9	9
IT2a	f106r	f106	15	15	f106r.46	f106r.47	WITHIN_RECORD	9	6
IT2a	f107v	f107	1	1	f107v.1	f107v.2	WITHIN_RECORD	11	13
IT2a	f107v	f107	1	1	f107v.2	f107v.3	WITHIN_RECORD	13	13
IT2a	f107v	f107	1	1	f107v.3	f107v.4	WITHIN_RECORD	13	7
IT2a	f107v	f107	2	2	f107v.5	f107v.6	WITHIN_RECORD	11	11
IT2a	f107v	f107	2	2	f107v.6	f107v.7	WITHIN_RECORD	11	4
IT2a	f107v	f107	3	3	f107v.8	f107v.9	WITHIN_RECORD	9	11
IT2a	f107v	f107	3	3	f107v.9	f107v.10	WITHIN_RECORD	11	7
IT2a	f107v	f107	4	4	f107v.11	f107v.12	WITHIN_RECORD	10	11
IT2a	f107v	f107	4	4	f107v.12	f107v.13	WITHIN_RECORD	11	10
IT2a	f107v	f107	4	4	f107v.13	f107v.14	WITHIN_RECORD	10	10
IT2a	f107v	f107	4	4	f107v.14	f107v.15	WITHIN_RECORD	10	9
IT2a	f107v	f107	5	5	f107v.16	f107v.17	WITHIN_RECORD	10	11
IT2a	f107v	f107	5	5	f107v.17	f107v.18	WITHIN_RECORD	11	10
IT2a	f107v	f107	5	5	f107v.18	f107v.19	WITHIN_RECORD	10	6
IT2a	f107v	f107	6	6	f107v.20	f107v.21	WITHIN_RECORD	10	13
IT2a	f107v	f107	6	6	f107v.21	f107v.22	WITHIN_RECORD	13	6
IT2a	f107v	f107	7	7	f107v.23	f107v.24	WITHIN_RECORD	10	5
IT2a	f107v	f107	8	8	f107v.25	f107v.26	WITHIN_RECORD	12	11
IT2a	f107v	f107	8	8	f107v.26	f107v.27	WITHIN_RECORD	11	11
IT2a	f107v	f107	8	8	f107v.27	f107v.28	WITHIN_RECORD	11	4
IT2a	f107v	f107	9	9	f107v.29	f107v.30	WITHIN_RECORD	9	11
IT2a	f107v	f107	9	9	f107v.30	f107v.31	WITHIN_RECORD	11	7
IT2a	f107v	f107	10	10	f107v.32	f107v.33	WITHIN_RECORD	9	10
IT2a	f107v	f107	10	10	f107v.33	f107v.34	WITHIN_RECORD	10	6
IT2a	f107v	f107	11	11	f107v.35	f107v.36	WITHIN_RECORD	10	10
IT2a	f107v	f107	12	12	f107v.37	f107v.38	WITHIN_RECORD	10	9
IT2a	f107v	f107	12	12	f107v.38	f107v.39	WITHIN_RECORD	9	10
IT2a	f107v	f107	12	12	f107v.39	f107v.40	WITHIN_RECORD	10	6
IT2a	f107v	f107	13	13	f107v.41	f107v.42	WITHIN_RECORD	11	3
IT2a	f107v	f107	14	14	f107v.43	f107v.44	WITHIN_RECORD	11	6
IT2a	f107v	f107	15	15	f107v.45	f107v.46	WITHIN_RECORD	10	12
IT2a	f107v	f107	15	15	f107v.46	f107v.47	WITHIN_RECORD	12	10
IT2a	f107v	f107	15	15	f107v.47	f107v.48	WITHIN_RECORD	10	11
IT2a	f107v	f107	15	15	f107v.48	f107v.49	WITHIN_RECORD	11	8
IT2a	f112v	f112	1	1	f112v.1	f112v.2	WITHIN_RECORD	10	9
IT2a	f112v	f112	1	1	f112v.2	f112v.3	WITHIN_RECORD	9	10
IT2a	f112v	f112	1	1	f112v.3	f112v.4	WITHIN_RECORD	10	9
IT2a	f112v	f112	1	1	f112v.4	f112v.5	WITHIN_RECORD	9	9
IT2a	f112v	f112	1	1	f112v.5	f112v.6	WITHIN_RECORD	9	5
IT2a	f112v	f112	2	2	f112v.7	f112v.8	WITHIN_RECORD	7	9
IT2a	f112v	f112	2	2	f112v.8	f112v.9	WITHIN_RECORD	9	8
IT2a	f112v	f112	2	2	f112v.9	f112v.10	WITHIN_RECORD	8	4
IT2a	f112v	f112	3	3	f112v.11	f112v.12	WITHIN_RECORD	10	9
IT2a	f112v	f112	3	3	f112v.12	f112v.13	WITHIN_RECORD	9	9
IT2a	f112v	f112	3	3	f112v.13	f112v.14	WITHIN_RECORD	9	7
IT2a	f112v	f112	4	4	f112v.15	f112v.16	WITHIN_RECORD	9	9
IT2a	f112v	f112	4	4	f112v.16	f112v.17	WITHIN_RECORD	9	8
IT2a	f112v	f112	4	4	f112v.17	f112v.18	WITHIN_RECORD	8	10
IT2a	f112v	f112	4	4	f112v.18	f112v.19	WITHIN_RECORD	10	9
IT2a	f112v	f112	5	5	f112v.20	f112v.21	WITHIN_RECORD	8	10
IT2a	f112v	f112	5	5	f112v.21	f112v.22	WITHIN_RECORD	10	6
IT2a	f112v	f112	6	6	f112v.23	f112v.24	WITHIN_RECORD	9	9
IT2a	f112v	f112	6	6	f112v.24	f112v.25	WITHIN_RECORD	9	10
IT2a	f112v	f112	6	6	f112v.25	f112v.26	WITHIN_RECORD	10	7
IT2a	f112v	f112	7	7	f112v.27	f112v.28	WITHIN_RECORD	10	11
IT2a	f112v	f112	7	7	f112v.28	f112v.29	WITHIN_RECORD	11	7
IT2a	f112v	f112	8	8	f112v.30	f112v.31	WITHIN_RECORD	10	5
IT2a	f112v	f112	9	9	f112v.32	f112v.33	WITHIN_RECORD	10	10
IT2a	f112v	f112	9	9	f112v.33	f112v.34	WITHIN_RECORD	10	8
IT2a	f112v	f112	9	9	f112v.34	f112v.35	WITHIN_RECORD	8	6
IT2a	f112v	f112	10	10	f112v.36	f112v.37	WITHIN_RECORD	10	11
IT2a	f112v	f112	10	10	f112v.37	f112v.38	WITHIN_RECORD	11	12
IT2a	f112v	f112	11	11	f112v.39	f112v.40	WITHIN_RECORD	9	11
IT2a	f112v	f112	11	11	f112v.40	f112v.41	WITHIN_RECORD	11	4
IT2a	f112v	f112	12	12	f112v.42	f112v.43	WITHIN_RECORD	10	12
IT2a	f112v	f112	12	12	f112v.43	f112v.44	WITHIN_RECORD	12	9
IT2a	f112v	f112	13	13	f112v.45	f112v.46	WITHIN_RECORD	11	11
IT2a	f112v	f112	13	13	f112v.46	f112v.47	WITHIN_RECORD	11	9
IT2a	f113r	f113	1	1	f113r.1	f113r.2	WITHIN_RECORD	11	15
IT2a	f113r	f113	1	1	f113r.2	f113r.3	WITHIN_RECORD	15	5
IT2a	f113r	f113	2	2	f113r.4	f113r.5	WITHIN_RECORD	11	12
IT2a	f113r	f113	2	2	f113r.5	f113r.6	WITHIN_RECORD	12	16
IT2a	f113r	f113	2	2	f113r.6	f113r.7	WITHIN_RECORD	16	8
IT2a	f113r	f113	3	3	f113r.8	f113r.9	WITHIN_RECORD	12	12
IT2a	f113r	f113	4	4	f113r.10	f113r.11	WITHIN_RECORD	12	13
IT2a	f113r	f113	4	4	f113r.11	f113r.12	WITHIN_RECORD	13	8
IT2a	f113r	f113	5	5	f113r.13	f113r.14	WITHIN_RECORD	11	12
IT2a	f113r	f113	5	5	f113r.14	f113r.15	WITHIN_RECORD	12	5
IT2a	f113r	f113	6	6	f113r.16	f113r.17	WITHIN_RECORD	11	12
IT2a	f113r	f113	6	6	f113r.17	f113r.18	WITHIN_RECORD	12	11
IT2a	f113r	f113	6	6	f113r.18	f113r.19	WITHIN_RECORD	11	5
IT2a	f113r	f113	7	7	f113r.20	f113r.21	WITHIN_RECORD	11	10
IT2a	f113r	f113	8	8	f113r.22	f113r.23	WITHIN_RECORD	10	11
IT2a	f113r	f113	8	8	f113r.23	f113r.24	WITHIN_RECORD	11	7
IT2a	f113r	f113	9	9	f113r.25	f113r.26	WITHIN_RECORD	10	10
IT2a	f113r	f113	10	10	f113r.27	f113r.28	WITHIN_RECORD	12	13
IT2a	f113r	f113	10	10	f113r.28	f113r.29	WITHIN_RECORD	13	9
IT2a	f113r	f113	11	11	f113r.30	f113r.31	WITHIN_RECORD	11	12
IT2a	f113r	f113	11	11	f113r.31	f113r.32	WITHIN_RECORD	12	11
IT2a	f113r	f113	11	11	f113r.32	f113r.33	WITHIN_RECORD	11	5
IT2a	f113r	f113	12	12	f113r.34	f113r.35	WITHIN_RECORD	10	12
IT2a	f113r	f113	12	12	f113r.35	f113r.36	WITHIN_RECORD	12	3
IT2a	f113r	f113	13	13	f113r.37	f113r.38	WITHIN_RECORD	10	7
IT2a	f113r	f113	14	14	f113r.39	f113r.40	WITHIN_RECORD	11	11
IT2a	f113r	f113	14	14	f113r.40	f113r.41	WITHIN_RECORD	11	10
IT2a	f113r	f113	15	15	f113r.42	f113r.43	WITHIN_RECORD	10	14
IT2a	f113r	f113	15	15	f113r.43	f113r.44	WITHIN_RECORD	14	4
IT2a	f113r	f113	16	16	f113r.45	f113r.46	WITHIN_RECORD	11	12
IT2a	f113r	f113	16	16	f113r.46	f113r.47	WITHIN_RECORD	12	11
IT2a	f113r	f113	16	16	f113r.47	f113r.48	WITHIN_RECORD	11	9
IT2a	f113r	f113	16	16	f113r.48	f113r.49	WITHIN_RECORD	9	12
IT2a	f113r	f113	16	16	f113r.49	f113r.50	WITHIN_RECORD	12	10
IT2a	f113r	f113	16	16	f113r.50	f113r.51	WITHIN_RECORD	10	7
IT2a	f113v	f113	1	1	f113v.1	f113v.2	WITHIN_RECORD	11	14
IT2a	f113v	f113	1	1	f113v.2	f113v.3	WITHIN_RECORD	14	7
IT2a	f113v	f113	2	2	f113v.4	f113v.5	WITHIN_RECORD	11	13
IT2a	f113v	f113	2	2	f113v.5	f113v.6	WITHIN_RECORD	13	4
IT2a	f113v	f113	3	3	f113v.7	f113v.8	WITHIN_RECORD	12	11
IT2a	f113v	f113	3	3	f113v.8	f113v.9	WITHIN_RECORD	11	7
IT2a	f113v	f113	4	4	f113v.10	f113v.11	WITHIN_RECORD	16	13
IT2a	f113v	f113	4	4	f113v.11	f113v.12	WITHIN_RECORD	13	5
IT2a	f113v	f113	5	5	f113v.13	f113v.14	WITHIN_RECORD	12	12
IT2a	f113v	f113	5	5	f113v.14	f113v.15	WITHIN_RECORD	12	12
IT2a	f113v	f113	5	5	f113v.15	f113v.16	WITHIN_RECORD	12	11
IT2a	f113v	f113	5	5	f113v.16	f113v.17	WITHIN_RECORD	11	8
IT2a	f113v	f113	6	6	f113v.18	f113v.19	WITHIN_RECORD	10	10
IT2a	f113v	f113	6	6	f113v.19	f113v.20	WITHIN_RECORD	10	7
IT2a	f113v	f113	7	7	f113v.21	f113v.22	WITHIN_RECORD	11	11
IT2a	f113v	f113	7	7	f113v.22	f113v.23	WITHIN_RECORD	11	13
IT2a	f113v	f113	7	7	f113v.23	f113v.24	WITHIN_RECORD	13	4
IT2a	f113v	f113	8	8	f113v.25	f113v.26	WITHIN_RECORD	12	13
IT2a	f113v	f113	8	8	f113v.26	f113v.27	WITHIN_RECORD	13	3
IT2a	f113v	f113	9	9	f113v.28	f113v.29	WITHIN_RECORD	12	12
IT2a	f113v	f113	9	9	f113v.29	f113v.30	WITHIN_RECORD	12	12
IT2a	f113v	f113	9	9	f113v.30	f113v.31	WITHIN_RECORD	12	10
IT2a	f113v	f113	9	9	f113v.31	f113v.32	WITHIN_RECORD	10	8
IT2a	f113v	f113	10	10	f113v.33	f113v.34	WITHIN_RECORD	10	9
IT2a	f113v	f113	10	10	f113v.34	f113v.35	WITHIN_RECORD	9	5
IT2a	f113v	f113	11	11	f113v.36	f113v.37	WITHIN_RECORD	9	7
IT2a	f113v	f113	12	12	f113v.38	f113v.39	WITHIN_RECORD	10	11
IT2a	f113v	f113	12	12	f113v.39	f113v.40	WITHIN_RECORD	11	11
IT2a	f113v	f113	12	12	f113v.40	f113v.41	WITHIN_RECORD	11	6
IT2a	f113v	f113	13	13	f113v.42	f113v.43	WITHIN_RECORD	12	12
IT2a	f113v	f113	13	13	f113v.43	f113v.44	WITHIN_RECORD	12	6
IT2a	f113v	f113	14	14	f113v.45	f113v.46	WITHIN_RECORD	10	5
IT2a	f113v	f113	15	15	f113v.47	f113v.48	WITHIN_RECORD	11	11
IT2a	f113v	f113	15	15	f113v.48	f113v.49	WITHIN_RECORD	11	10
IT2a	f114r	f114	1	1	f114r.1	f114r.2	WITHIN_RECORD	9	11
IT2a	f114r	f114	1	1	f114r.2	f114r.3	WITHIN_RECORD	11	1
IT2a	f114r	f114	2	2	f114r.4	f114r.5	WITHIN_RECORD	10	12
IT2a	f114r	f114	2	2	f114r.5	f114r.6	WITHIN_RECORD	12	11
IT2a	f114r	f114	2	2	f114r.6	f114r.7	WITHIN_RECORD	11	8
IT2a	f114r	f114	3	3	f114r.8	f114r.9	WITHIN_RECORD	10	13
IT2a	f114r	f114	3	3	f114r.9	f114r.10	WITHIN_RECORD	13	5
IT2a	f114r	f114	4	4	f114r.11	f114r.12	WITHIN_RECORD	11	12
IT2a	f114r	f114	4	4	f114r.12	f114r.13	WITHIN_RECORD	12	3
IT2a	f114r	f114	5	5	f114r.14	f114r.15	WITHIN_RECORD	11	14
IT2a	f114r	f114	5	5	f114r.15	f114r.16	WITHIN_RECORD	14	13
IT2a	f114r	f114	5	5	f114r.16	f114r.17	WITHIN_RECORD	13	10
IT2a	f114r	f114	5	5	f114r.17	f114r.18	WITHIN_RECORD	10	7
IT2a	f114r	f114	6	6	f114r.19	f114r.20	WITHIN_RECORD	12	13
IT2a	f114r	f114	6	6	f114r.20	f114r.21	WITHIN_RECORD	13	4
IT2a	f114r	f114	7	7	f114r.22	f114r.23	WITHIN_RECORD	9	9
IT2a	f114r	f114	8	8	f114r.24	f114r.25	WITHIN_RECORD	13	14
IT2a	f114r	f114	8	8	f114r.25	f114r.26	WITHIN_RECORD	14	10
IT2a	f114r	f114	8	8	f114r.26	f114r.27	WITHIN_RECORD	10	7
IT2a	f114r	f114	9	9	f114r.28	f114r.29	WITHIN_RECORD	11	14
IT2a	f114r	f114	9	9	f114r.29	f114r.30	WITHIN_RECORD	14	13
IT2a	f114r	f114	9	9	f114r.30	f114r.31	WITHIN_RECORD	13	7
IT2a	f114r	f114	10	10	f114r.32	f114r.33	WITHIN_RECORD	10	14
IT2a	f114r	f114	10	10	f114r.33	f114r.34	WITHIN_RECORD	14	5
IT2a	f114r	f114	11	11	f114r.35	f114r.36	WITHIN_RECORD	12	9
IT2a	f114r	f114	11	11	f114r.36	f114r.37	WITHIN_RECORD	9	13
IT2a	f114r	f114	11	11	f114r.37	f114r.38	WITHIN_RECORD	13	8
IT2a	f114r	f114	12	12	f114r.39	f114r.40	WITHIN_RECORD	9	10
IT2a	f114r	f114	12	12	f114r.40	f114r.41	WITHIN_RECORD	10	10
IT2a	f114r	f114	13	13	f114r.42	f114r.43	WITHIN_RECORD	10	11
IT2a	f114r	f114	13	13	f114r.43	f114r.44	WITHIN_RECORD	11	12
IT2a	f114r	f114	13	13	f114r.44	f114r.45	WITHIN_RECORD	12	7
IT2a	f114v	f114	1	1	f114v.1	f114v.2	WITHIN_RECORD	10	11
IT2a	f114v	f114	1	1	f114v.2	f114v.3	WITHIN_RECORD	11	12
IT2a	f114v	f114	1	1	f114v.3	f114v.4	WITHIN_RECORD	12	10
IT2a	f114v	f114	1	1	f114v.4	f114v.5	WITHIN_RECORD	10	5
IT2a	f114v	f114	2	2	f114v.6	f114v.7	WITHIN_RECORD	10	10
IT2a	f114v	f114	3	3	f114v.8	f114v.9	WITHIN_RECORD	9	11
IT2a	f114v	f114	3	3	f114v.9	f114v.10	WITHIN_RECORD	11	7
IT2a	f114v	f114	4	4	f114v.11	f114v.12	WITHIN_RECORD	10	11
IT2a	f114v	f114	4	4	f114v.12	f114v.13	WITHIN_RECORD	11	4
IT2a	f114v	f114	5	5	f114v.14	f114v.15	WITHIN_RECORD	9	11
IT2a	f114v	f114	5	5	f114v.15	f114v.16	WITHIN_RECORD	11	12
IT2a	f114v	f114	5	5	f114v.16	f114v.17	WITHIN_RECORD	12	6
IT2a	f114v	f114	6	6	f114v.18	f114v.19	WITHIN_RECORD	10	3
IT2a	f114v	f114	7	7	f114v.20	f114v.21	WITHIN_RECORD	10	10
IT2a	f114v	f114	7	7	f114v.21	f114v.22	WITHIN_RECORD	10	8
IT2a	f114v	f114	8	8	f114v.23	f114v.24	WITHIN_RECORD	8	9
IT2a	f114v	f114	8	8	f114v.24	f114v.25	WITHIN_RECORD	9	6
IT2a	f114v	f114	9	9	f114v.26	f114v.27	WITHIN_RECORD	8	10
IT2a	f114v	f114	9	9	f114v.27	f114v.28	WITHIN_RECORD	10	7
IT2a	f114v	f114	10	10	f114v.29	f114v.30	WITHIN_RECORD	9	10
IT2a	f114v	f114	10	10	f114v.30	f114v.31	WITHIN_RECORD	10	9
IT2a	f114v	f114	10	10	f114v.31	f114v.32	WITHIN_RECORD	9	5
IT2a	f114v	f114	11	11	f114v.33	f114v.34	WITHIN_RECORD	9	10
IT2a	f114v	f114	11	11	f114v.34	f114v.35	WITHIN_RECORD	10	7
IT2a	f114v	f114	12	12	f114v.36	f114v.37	WITHIN_RECORD	10	10
IT2a	f114v	f114	12	12	f114v.37	f114v.38	WITHIN_RECORD	10	8
IT2a	f114v	f114	12	12	f114v.38	f114v.39	WITHIN_RECORD	8	9
IT2a	f114v	f114	12	12	f114v.39	f114v.40	WITHIN_RECORD	9	10
IT2a	f114v	f114	12	12	f114v.40	f114v.41	WITHIN_RECORD	10	9
IT2a	f115r	f115	1	1	f115r.1	f115r.2	WITHIN_RECORD	9	11
IT2a	f115r	f115	1	1	f115r.2	f115r.3	WITHIN_RECORD	11	9
IT2a	f115r	f115	2	2	f115r.4	f115r.5	WITHIN_RECORD	11	11
IT2a	f115r	f115	2	2	f115r.5	f115r.6	WITHIN_RECORD	11	11
IT2a	f115r	f115	2	2	f115r.6	f115r.7	WITHIN_RECORD	11	7
IT2a	f115r	f115	3	3	f115r.8	f115r.9	WITHIN_RECORD	13	9
IT2a	f115r	f115	4	4	f115r.10	f115r.11	WITHIN_RECORD	10	12
IT2a	f115r	f115	4	4	f115r.11	f115r.12	WITHIN_RECORD	12	7
IT2a	f115r	f115	5	5	f115r.13	f115r.14	WITHIN_RECORD	9	13
IT2a	f115r	f115	5	5	f115r.14	f115r.15	WITHIN_RECORD	13	12
IT2a	f115r	f115	5	5	f115r.15	f115r.16	WITHIN_RECORD	12	11
IT2a	f115r	f115	5	5	f115r.16	f115r.17	WITHIN_RECORD	11	11
IT2a	f115r	f115	5	5	f115r.17	f115r.18	WITHIN_RECORD	11	6
IT2a	f115r	f115	6	6	f115r.19	f115r.20	WITHIN_RECORD	10	13
IT2a	f115r	f115	6	6	f115r.20	f115r.21	WITHIN_RECORD	13	10
IT2a	f115r	f115	7	7	f115r.22	f115r.23	WITHIN_RECORD	12	12
IT2a	f115r	f115	7	7	f115r.23	f115r.24	WITHIN_RECORD	12	14
IT2a	f115r	f115	7	7	f115r.24	f115r.25	WITHIN_RECORD	14	7
IT2a	f115r	f115	8	8	f115r.26	f115r.27	WITHIN_RECORD	11	12
IT2a	f115r	f115	8	8	f115r.27	f115r.28	WITHIN_RECORD	12	7
IT2a	f115r	f115	9	9	f115r.29	f115r.30	WITHIN_RECORD	9	10
IT2a	f115r	f115	9	9	f115r.30	f115r.31	WITHIN_RECORD	10	11
IT2a	f115r	f115	9	9	f115r.31	f115r.32	WITHIN_RECORD	11	11
IT2a	f115r	f115	9	9	f115r.32	f115r.33	WITHIN_RECORD	11	10
IT2a	f115r	f115	9	9	f115r.33	f115r.34	WITHIN_RECORD	10	5
IT2a	f115r	f115	10	10	f115r.35	f115r.36	WITHIN_RECORD	12	8
IT2a	f115r	f115	11	11	f115r.37	f115r.38	WITHIN_RECORD	10	12
IT2a	f115r	f115	11	11	f115r.38	f115r.39	WITHIN_RECORD	12	5
IT2a	f115r	f115	12	12	f115r.40	f115r.41	WITHIN_RECORD	10	5
IT2a	f115r	f115	13	13	f115r.42	f115r.43	WITHIN_RECORD	10	10
IT2a	f115r	f115	13	13	f115r.43	f115r.44	WITHIN_RECORD	10	11
IT2a	f115r	f115	13	13	f115r.44	f115r.45	WITHIN_RECORD	11	5
IT2a	f115v	f115	1	1	f115v.1	f115v.2	WITHIN_RECORD	11	10
IT2a	f115v	f115	1	1	f115v.2	f115v.3	WITHIN_RECORD	10	9
IT2a	f115v	f115	1	1	f115v.3	f115v.4	WITHIN_RECORD	9	10
IT2a	f115v	f115	1	1	f115v.4	f115v.5	WITHIN_RECORD	10	6
IT2a	f115v	f115	2	2	f115v.6	f115v.7	WITHIN_RECORD	10	10
IT2a	f115v	f115	3	3	f115v.8	f115v.9	WITHIN_RECORD	10	10
IT2a	f115v	f115	3	3	f115v.9	f115v.10	WITHIN_RECORD	10	7
IT2a	f115v	f115	4	4	f115v.11	f115v.12	WITHIN_RECORD	10	4
IT2a	f115v	f115	5	5	f115v.13	f115v.14	WITHIN_RECORD	11	9
IT2a	f115v	f115	5	5	f115v.14	f115v.15	WITHIN_RECORD	9	11
IT2a	f115v	f115	5	5	f115v.15	f115v.16	WITHIN_RECORD	11	12
IT2a	f115v	f115	5	5	f115v.16	f115v.17	WITHIN_RECORD	12	5
IT2a	f115v	f115	6	6	f115v.18	f115v.19	WITHIN_RECORD	8	10
IT2a	f115v	f115	6	6	f115v.19	f115v.20	WITHIN_RECORD	10	8
IT2a	f115v	f115	7	7	f115v.21	f115v.22	WITHIN_RECORD	10	9
IT2a	f115v	f115	7	7	f115v.22	f115v.23	WITHIN_RECORD	9	6
IT2a	f115v	f115	8	8	f115v.24	f115v.25	WITHIN_RECORD	10	10
IT2a	f115v	f115	8	8	f115v.25	f115v.26	WITHIN_RECORD	10	11
IT2a	f115v	f115	8	8	f115v.26	f115v.27	WITHIN_RECORD	11	11
IT2a	f115v	f115	8	8	f115v.27	f115v.28	WITHIN_RECORD	11	7
IT2a	f115v	f115	9	9	f115v.29	f115v.30	WITHIN_RECORD	11	8
