locus	page	physical_folio	section	group_count	checkpoint_count	phase_count	tokens	states	compiled_phases	claim_state
f44v.3	f44v	f44	H	6	0	1	tol | shcthy | otol | daiin | cthy | cthy	OL_STATE > CARRIER_STATE > OT_OL_LOCAL > ENTRY_STATE > OTHER > OTHER	OL_STATE > CARRIER_STATE > OT_OL_LOCAL > ENTRY_STATE > OTHER > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f44v.4	f44v	f44	H	6	1	2	yokalod | shaiin | shor | shorody | shky | sho	AL_STATE > CARRIER_STATE > CARRIER_STATE > DY_RESOLUTION > CARRIER_STATE > CARRIER_STATE	AL_STATE > CARRIER_STATE > CARRIER_STATE > DY_RESOLUTION || CARRIER_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f44v.5	f44v	f44	H	8	0	1	oain | shol | cthy | cphaiin | ykchor | otchy | qoty | cthain	OTHER > OL_STATE > OTHER > OTHER > OTHER > OTHER > Q_OUTER_STATE > OTHER	OTHER > OL_STATE > OTHER > OTHER > OTHER > OTHER > Q_OUTER_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f44v.6	f44v	f44	H	3	0	1	tol | dair | ytaiin	OL_STATE > ENTRY_STATE > OTHER	OL_STATE > ENTRY_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f44v.9	f44v	f44	H	2	0	1	dshor | cthees	ENTRY_STATE > OTHER	ENTRY_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f45r.10	f45r	f45	H	9	1	2	okaiin | shar | yky | oky | kair | daldy | dalor | cheol | dal	OTHER > AR_REFERENCE > OTHER > OTHER > OTHER > DY_RESOLUTION > AL_STATE > OL_STATE > AL_STATE	OTHER > AR_REFERENCE > OTHER > OTHER > OTHER > DY_RESOLUTION || AL_STATE > OL_STATE > AL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f45r.11	f45r	f45	H	5	0	1	l | okaiin | okcho | laldan | daldaiin	OTHER > OTHER > OTHER > AL_STATE > AL_STATE	OTHER > OTHER > OTHER > AL_STATE > AL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f45r.2	f45r	f45	H	1	0	1	chol	OL_STATE	OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f45r.3	f45r	f45	H	9	0	1	qo | chcthy | kchol | daiin | qoaiin | cthy | chaiin | ykeey | cthom	Q_OUTER_STATE > CARRIER_STATE > OL_STATE > ENTRY_STATE > Q_OUTER_STATE > OTHER > CARRIER_STATE > OTHER > OTHER	Q_OUTER_STATE > CARRIER_STATE > OL_STATE > ENTRY_STATE > Q_OUTER_STATE > OTHER > CARRIER_STATE > OTHER > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f45r.4	f45r	f45	H	1	0	1	ykeol	OL_STATE	OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f45r.6	f45r	f45	H	8	1	2	otchar | okchar | daiin | ytchody | tcholol | otar | dal | dary	AR_REFERENCE > AR_REFERENCE > ENTRY_STATE > DY_RESOLUTION > OL_STATE > OT_AR_LOCAL > AL_STATE > AR_REFERENCE	AR_REFERENCE > AR_REFERENCE > ENTRY_STATE > DY_RESOLUTION || OL_STATE > OT_AR_LOCAL > AL_STATE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f45r.7	f45r	f45	H	5	0	1	lchar | qor | y | kar | dar	AR_REFERENCE > Q_OUTER_STATE > OTHER > AR_REFERENCE > AR_REFERENCE	AR_REFERENCE > Q_OUTER_STATE > OTHER > AR_REFERENCE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f45r.9	f45r	f45	H	8	1	2	dor | chain | dain | ykolody | ytaiin | qotchol | kol | dy	ENTRY_STATE > CARRIER_STATE > ENTRY_STATE > DY_RESOLUTION > OTHER > OL_STATE > OL_STATE > ENTRY_STATE	ENTRY_STATE > CARRIER_STATE > ENTRY_STATE > DY_RESOLUTION || OTHER > OL_STATE > OL_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f45v.10	f45v	f45	H	4	0	1	dshor | otshy | oky | tsholol	ENTRY_STATE > OTHER > OTHER > OL_STATE	ENTRY_STATE > OTHER > OTHER > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f45v.11	f45v	f45	H	5	1	1	or | chor | ytchy | doiin | dcholdy	OTHER > CARRIER_STATE > OTHER > ENTRY_STATE > DY_RESOLUTION	OTHER > CARRIER_STATE > OTHER > ENTRY_STATE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f45v.4	f45v	f45	H	6	0	1	okchy | qockhy | dain | dail | dair | shy	OTHER > Q_OUTER_STATE > ENTRY_STATE > ENTRY_STATE > ENTRY_STATE > CARRIER_STATE	OTHER > Q_OUTER_STATE > ENTRY_STATE > ENTRY_STATE > ENTRY_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f45v.5	f45v	f45	H	9	0	1	qotol | choiin | okchar | dar | oty | shoto | dol | py | otytam	OT_OL_LOCAL > CARRIER_STATE > AR_REFERENCE > AR_REFERENCE > OTHER > CARRIER_STATE > OL_STATE > OTHER > OTHER	OT_OL_LOCAL > CARRIER_STATE > AR_REFERENCE > AR_REFERENCE > OTHER > CARRIER_STATE > OL_STATE > OTHER > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f45v.9	f45v	f45	H	6	0	1	ychor | cthy | chol | qokom | sy | sa	OTHER > OTHER > OL_STATE > Q_OUTER_STATE > ENTRY_STATE > ENTRY_STATE	OTHER > OTHER > OL_STATE > Q_OUTER_STATE > ENTRY_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f46r.10	f46r	f46	H	8	1	2	tchey | shy | chkal | chd | qokdy | shdy | olaiir | sheol	ENTRY_STATE > CARRIER_STATE > AL_STATE > CARRIER_STATE > DY_RESOLUTION > CARRIER_STATE > OL_STATE > OL_STATE	ENTRY_STATE > CARRIER_STATE > AL_STATE > CARRIER_STATE > DY_RESOLUTION || CARRIER_STATE > OL_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f46r.12	f46r	f46	H	12	0	1	techy | daiin | sheockhy | choky | r | aiin | ches | shey | kar | sheckhy | chdy | chckham	ENTRY_STATE > ENTRY_STATE > CARRIER_STATE > CARRIER_STATE > OTHER > OTHER > CARRIER_STATE > CARRIER_STATE > AR_REFERENCE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE	ENTRY_STATE > ENTRY_STATE > CARRIER_STATE > CARRIER_STATE > OTHER > OTHER > CARRIER_STATE > CARRIER_STATE > AR_REFERENCE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f46r.4	f46r	f46	H	10	2	3	tshedar | chol | kaldy | chckhy | qokaldy | chekal | chckhy | sheky | sheky | dalocthhy	AR_REFERENCE > OL_STATE > DY_RESOLUTION > CARRIER_STATE > DY_RESOLUTION > AL_STATE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > AL_STATE	AR_REFERENCE > OL_STATE > DY_RESOLUTION || CARRIER_STATE > DY_RESOLUTION || AL_STATE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > AL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f46r.8	f46r	f46	H	10	2	3	dsheol | chy | chckhy | shdy | chky | chody | cthdy | s | cheos | chey	OL_STATE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > DY_RESOLUTION > DY_RESOLUTION > OTHER > CARRIER_STATE > CARRIER_STATE	OL_STATE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > DY_RESOLUTION || DY_RESOLUTION || OTHER > CARRIER_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f46v.11	f46v	f46	H	5	1	2	tolshey | otedy | chocpheod | oty | dam	OL_STATE > DY_RESOLUTION > CARRIER_STATE > OTHER > ENTRY_STATE	OL_STATE > DY_RESOLUTION || CARRIER_STATE > OTHER > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f46v.12	f46v	f46	H	5	0	1	dair | aly | chdam | chcthy | chdam	ENTRY_STATE > AL_STATE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE	ENTRY_STATE > AL_STATE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f46v.13	f46v	f46	H	2	0	1	ykar | chedy	AR_REFERENCE > CARRIER_STATE	AR_REFERENCE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f46v.4	f46v	f46	H	10	3	4	ydaiin | chckhy | chdal | olar | chckhdy | chdody | tar | cham | kedy | daiin	OTHER > CARRIER_STATE > AL_STATE > AR_REFERENCE > DY_RESOLUTION > DY_RESOLUTION > AR_REFERENCE > CARRIER_STATE > DY_RESOLUTION > ENTRY_STATE	OTHER > CARRIER_STATE > AL_STATE > AR_REFERENCE > DY_RESOLUTION || DY_RESOLUTION || AR_REFERENCE > CARRIER_STATE > DY_RESOLUTION || ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f46v.5	f46v	f46	H	13	4	5	lodaiin | shedy | qokedy | chdy | okedy | dykaly | daiin | chedy | okeedy | s | ar | air | cthy	OTHER > DY_RESOLUTION > DY_RESOLUTION > CARRIER_STATE > DY_RESOLUTION > AL_STATE > ENTRY_STATE > CARRIER_STATE > DY_RESOLUTION > OTHER > AR_REFERENCE > OTHER > OTHER	OTHER > DY_RESOLUTION || DY_RESOLUTION || CARRIER_STATE > DY_RESOLUTION || AL_STATE > ENTRY_STATE > CARRIER_STATE > DY_RESOLUTION || OTHER > AR_REFERENCE > OTHER > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f46v.7	f46v	f46	H	5	1	2	dchedy | cheeky | dam | ched | chedy	DY_RESOLUTION > CARRIER_STATE > ENTRY_STATE > CARRIER_STATE > CARRIER_STATE	DY_RESOLUTION || CARRIER_STATE > ENTRY_STATE > CARRIER_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f47r.10	f47r	f47	H	9	0	1	shy | otcho | keey | tor | chey | otchy | tchol | dain | dam	CARRIER_STATE > OTHER > OTHER > ENTRY_STATE > CARRIER_STATE > OTHER > OL_STATE > ENTRY_STATE > ENTRY_STATE	CARRIER_STATE > OTHER > OTHER > ENTRY_STATE > CARRIER_STATE > OTHER > OL_STATE > ENTRY_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f47r.11	f47r	f47	H	3	0	1	dsho | cphy | daiin	ENTRY_STATE > OTHER > ENTRY_STATE	ENTRY_STATE > OTHER > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f47r.3	f47r	f47	H	8	0	1	dor | chol | chy | chaiin | ckhey | chol | dain | okaiin	ENTRY_STATE > OL_STATE > CARRIER_STATE > CARRIER_STATE > OTHER > OL_STATE > ENTRY_STATE > OTHER	ENTRY_STATE > OL_STATE > CARRIER_STATE > CARRIER_STATE > OTHER > OL_STATE > ENTRY_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f47r.4	f47r	f47	H	6	0	1	qokcheo | cthey | chokain | chol | daiin | kchdal	Q_OUTER_STATE > OTHER > CARRIER_STATE > OL_STATE > ENTRY_STATE > AL_STATE	Q_OUTER_STATE > OTHER > CARRIER_STATE > OL_STATE > ENTRY_STATE > AL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f47r.5	f47r	f47	H	1	0	1	dain	ENTRY_STATE	ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f47r.6	f47r	f47	H	10	0	1	folr | chey | so | chol | shol | aiin | shol | shol | chdy | cholol	OL_STATE > CARRIER_STATE > ENTRY_STATE > OL_STATE > OL_STATE > OTHER > OL_STATE > OL_STATE > CARRIER_STATE > OL_STATE	OL_STATE > CARRIER_STATE > ENTRY_STATE > OL_STATE > OL_STATE > OTHER > OL_STATE > OL_STATE > CARRIER_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f47v.1	f47v	f47	H	6	0	1	psheot | cheor | cholsho | chopchy | sal | sary	OTHER > CARRIER_STATE > OL_STATE > CARRIER_STATE > AL_STATE > AR_REFERENCE	OTHER > CARRIER_STATE > OL_STATE > CARRIER_STATE > AL_STATE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f47v.13	f47v	f47	H	5	0	1	dshy | daiin | chaiin | dcheey | otald	ENTRY_STATE > ENTRY_STATE > CARRIER_STATE > ENTRY_STATE > OT_AL_LOCAL	ENTRY_STATE > ENTRY_STATE > CARRIER_STATE > ENTRY_STATE > OT_AL_LOCAL	MECHANICAL_FORMAL_PHASE_PARSE
f47v.2	f47v	f47	H	7	1	2	dsheey | shy | cphy | otchey | daiidy | chory | daiiy	ENTRY_STATE > CARRIER_STATE > OTHER > OTHER > DY_RESOLUTION > CARRIER_STATE > ENTRY_STATE	ENTRY_STATE > CARRIER_STATE > OTHER > OTHER > DY_RESOLUTION || CARRIER_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f47v.3	f47v	f47	H	7	0	1	shol | char | oteol | dor | otchol | chkchy | daiin	OL_STATE > AR_REFERENCE > OL_STATE > ENTRY_STATE > OL_STATE > CARRIER_STATE > ENTRY_STATE	OL_STATE > AR_REFERENCE > OL_STATE > ENTRY_STATE > OL_STATE > CARRIER_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f47v.4	f47v	f47	H	7	0	1	qotol | sheey | kol | sho | keechy | qoty | cthy	OT_OL_LOCAL > CARRIER_STATE > OL_STATE > CARRIER_STATE > OTHER > Q_OUTER_STATE > OTHER	OT_OL_LOCAL > CARRIER_STATE > OL_STATE > CARRIER_STATE > OTHER > Q_OUTER_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f47v.5	f47v	f47	H	7	1	2	dsholy | shees | chor | ody | shy | sy | sary	OL_STATE > CARRIER_STATE > CARRIER_STATE > DY_RESOLUTION > CARRIER_STATE > ENTRY_STATE > AR_REFERENCE	OL_STATE > CARRIER_STATE > CARRIER_STATE > DY_RESOLUTION || CARRIER_STATE > ENTRY_STATE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f47v.6	f47v	f47	H	5	1	2	chody | cheor | saiin | dochod | chol	DY_RESOLUTION > CARRIER_STATE > ENTRY_STATE > ENTRY_STATE > OL_STATE	DY_RESOLUTION || CARRIER_STATE > ENTRY_STATE > ENTRY_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f47v.7	f47v	f47	H	3	0	1	pchodaiin | dair | dcthy	OTHER > ENTRY_STATE > ENTRY_STATE	OTHER > ENTRY_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f47v.8	f47v	f47	H	4	0	1	daiin | cheotar | chodaly | sal	ENTRY_STATE > OT_AR_LOCAL > AL_STATE > AL_STATE	ENTRY_STATE > OT_AR_LOCAL > AL_STATE > AL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f47v.9	f47v	f47	H	4	0	1	chety | chol | chol | dain	CARRIER_STATE > OL_STATE > OL_STATE > ENTRY_STATE	CARRIER_STATE > OL_STATE > OL_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f48r.1	f48r	f48	H	10	3	3	pshdaiin | ypchdy | opchey | ckhy | dal | sheodaiin | sheokeol | ykeeody | olaiin | opaldy	OTHER > DY_RESOLUTION > OTHER > OTHER > AL_STATE > CARRIER_STATE > OL_STATE > DY_RESOLUTION > OL_STATE > DY_RESOLUTION	OTHER > DY_RESOLUTION || OTHER > OTHER > AL_STATE > CARRIER_STATE > OL_STATE > DY_RESOLUTION || OL_STATE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f48r.3	f48r	f48	H	13	4	4	sheody | she | teoteey | oteodaiin | ody | qoteo | l | kedy | dol | odal | qotar | opchety | ldy	DY_RESOLUTION > CARRIER_STATE > ENTRY_STATE > OTHER > DY_RESOLUTION > Q_OUTER_STATE > OTHER > DY_RESOLUTION > OL_STATE > AL_STATE > OT_AR_LOCAL > OTHER > DY_RESOLUTION	DY_RESOLUTION || CARRIER_STATE > ENTRY_STATE > OTHER > DY_RESOLUTION || Q_OUTER_STATE > OTHER > DY_RESOLUTION || OL_STATE > AL_STATE > OT_AR_LOCAL > OTHER > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f48r.4	f48r	f48	H	5	1	2	tolkeol | dain | otaiin | ykeedy | chet	OL_STATE > ENTRY_STATE > OTHER > DY_RESOLUTION > CARRIER_STATE	OL_STATE > ENTRY_STATE > OTHER > DY_RESOLUTION || CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f48r.5	f48r	f48	H	6	1	2	teol | okeody | cheockhy | olsheey | qoekaiin | octhey	OL_STATE > DY_RESOLUTION > CARRIER_STATE > OL_STATE > Q_OUTER_STATE > OTHER	OL_STATE > DY_RESOLUTION || CARRIER_STATE > OL_STATE > Q_OUTER_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f48r.7	f48r	f48	H	9	2	3	tocthy | qokeol | yteedy | lolkeol | otolches | al | ykeeodam | okedy | okam	ENTRY_STATE > OL_STATE > DY_RESOLUTION > OL_STATE > OT_OL_LOCAL > AL_STATE > OTHER > DY_RESOLUTION > OTHER	ENTRY_STATE > OL_STATE > DY_RESOLUTION || OL_STATE > OT_OL_LOCAL > AL_STATE > OTHER > DY_RESOLUTION || OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f48r.8	f48r	f48	H	5	0	1	otchdain | shol | oteol | oteoly | ykeey	OTHER > OL_STATE > OL_STATE > OL_STATE > OTHER	OTHER > OL_STATE > OL_STATE > OL_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f48r.9	f48r	f48	H	2	0	1	ar | okeoam	AR_REFERENCE > OTHER	AR_REFERENCE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f48v.1	f48v	f48	H	9	4	5	pcheodchy | dshedy | fchedy | los | aiin | ykeeedy | shey | ypchedy | chdy	OTHER > DY_RESOLUTION > DY_RESOLUTION > OTHER > OTHER > DY_RESOLUTION > CARRIER_STATE > DY_RESOLUTION > CARRIER_STATE	OTHER > DY_RESOLUTION || DY_RESOLUTION || OTHER > OTHER > DY_RESOLUTION || CARRIER_STATE > DY_RESOLUTION || CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f48v.10	f48v	f48	H	13	1	2	tol | chedy | ytedy | ykeol | chdy | chdor | chtol | chdy | ytchedal | cthey | okar | ar | ary	OL_STATE > CARRIER_STATE > DY_RESOLUTION > OL_STATE > CARRIER_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > AL_STATE > OTHER > AR_REFERENCE > AR_REFERENCE > AR_REFERENCE	OL_STATE > CARRIER_STATE > DY_RESOLUTION || OL_STATE > CARRIER_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > AL_STATE > OTHER > AR_REFERENCE > AR_REFERENCE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f48v.2	f48v	f48	H	9	4	5	chey | tedy | otchody | otar | yotedy | cthdy | okain | chety | choolkeey	CARRIER_STATE > DY_RESOLUTION > DY_RESOLUTION > OT_AR_LOCAL > DY_RESOLUTION > DY_RESOLUTION > OTHER > CARRIER_STATE > O_OL_LOCAL	CARRIER_STATE > DY_RESOLUTION || DY_RESOLUTION || OT_AR_LOCAL > DY_RESOLUTION || DY_RESOLUTION || OTHER > CARRIER_STATE > O_OL_LOCAL	MECHANICAL_FORMAL_PHASE_PARSE
f48v.4	f48v	f48	H	8	3	4	dchedy | otsh | okeey | ty | otar | alchdy | yteedy | oteed	DY_RESOLUTION > OTHER > OTHER > ENTRY_STATE > OT_AR_LOCAL > DY_RESOLUTION > DY_RESOLUTION > ED_MEDIUM	DY_RESOLUTION || OTHER > OTHER > ENTRY_STATE > OT_AR_LOCAL > DY_RESOLUTION || DY_RESOLUTION || ED_MEDIUM	MECHANICAL_FORMAL_PHASE_PARSE
f48v.5	f48v	f48	H	10	2	3	lkeey | qocthedy | taiin | shed | qokar | otedy | dy | dain | tolkain | otam	OTHER > DY_RESOLUTION > ENTRY_STATE > ED_MEDIUM > AR_REFERENCE > DY_RESOLUTION > ENTRY_STATE > ENTRY_STATE > OL_STATE > OTHER	OTHER > DY_RESOLUTION || ENTRY_STATE > ED_MEDIUM > AR_REFERENCE > DY_RESOLUTION || ENTRY_STATE > ENTRY_STATE > OL_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f48v.6	f48v	f48	H	11	0	1	shdy | qokain | okar | otar | or | otees | ol | or | ain | otal | ok	CARRIER_STATE > Q_OUTER_STATE > AR_REFERENCE > OT_AR_LOCAL > OTHER > OTHER > OL_STATE > OTHER > OTHER > OT_AL_LOCAL > OTHER	CARRIER_STATE > Q_OUTER_STATE > AR_REFERENCE > OT_AR_LOCAL > OTHER > OTHER > OL_STATE > OTHER > OTHER > OT_AL_LOCAL > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f48v.8	f48v	f48	H	10	4	5	oteody | chkey | okedy | ykedy | oldy | otoly | chey | kaly | tokar | otam	DY_RESOLUTION > CARRIER_STATE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > OT_OL_LOCAL > CARRIER_STATE > AL_STATE > AR_REFERENCE > OTHER	DY_RESOLUTION || CARRIER_STATE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || OT_OL_LOCAL > CARRIER_STATE > AL_STATE > AR_REFERENCE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f48v.9	f48v	f48	H	12	6	6	tor | shody | okal | otchedy | cheky | oly | loldy | lol | otchdy | otoldy | ytam | otedy	ENTRY_STATE > DY_RESOLUTION > AL_STATE > DY_RESOLUTION > CARRIER_STATE > OL_STATE > DY_RESOLUTION > OL_STATE > DY_RESOLUTION > DY_RESOLUTION > OTHER > DY_RESOLUTION	ENTRY_STATE > DY_RESOLUTION || AL_STATE > DY_RESOLUTION || CARRIER_STATE > OL_STATE > DY_RESOLUTION || OL_STATE > DY_RESOLUTION || DY_RESOLUTION || OTHER > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f49r.10	f49r	f49	H	4	0	1	sho | r | choiin | shor	CARRIER_STATE > OTHER > CARRIER_STATE > CARRIER_STATE	CARRIER_STATE > OTHER > CARRIER_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49r.11	f49r	f49	H	2	0	1	chotcheol | dchol	OL_STATE > OL_STATE	OL_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49r.12	f49r	f49	H	5	0	1	podaiin | cheo | kcho | daiin | chcthy	OTHER > CARRIER_STATE > OTHER > ENTRY_STATE > CARRIER_STATE	OTHER > CARRIER_STATE > OTHER > ENTRY_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49r.14	f49r	f49	H	5	0	1	qo | shoqoky | shor | otol | daiin	Q_OUTER_STATE > CARRIER_STATE > CARRIER_STATE > OT_OL_LOCAL > ENTRY_STATE	Q_OUTER_STATE > CARRIER_STATE > CARRIER_STATE > OT_OL_LOCAL > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49r.15	f49r	f49	H	5	1	2	ochol | chol | chody | dchodaiin | daiin	OL_STATE > OL_STATE > DY_RESOLUTION > ENTRY_STATE > ENTRY_STATE	OL_STATE > OL_STATE > DY_RESOLUTION || ENTRY_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49r.16	f49r	f49	H	4	1	1	qocho | cheey | dchey | qotchody	Q_OUTER_STATE > CARRIER_STATE > ENTRY_STATE > DY_RESOLUTION	Q_OUTER_STATE > CARRIER_STATE > ENTRY_STATE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f49r.17	f49r	f49	H	2	0	1	olol | chey	OL_STATE > CARRIER_STATE	OL_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49r.18	f49r	f49	H	5	0	1	sheor | cheol | od | cho | dcheeey	CARRIER_STATE > OL_STATE > OTHER > CARRIER_STATE > ENTRY_STATE	CARRIER_STATE > OL_STATE > OTHER > CARRIER_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49r.19	f49r	f49	H	6	0	1	dcheo | r | cheey | keolchey | chokchol | chokan	ENTRY_STATE > OTHER > CARRIER_STATE > OL_STATE > OL_STATE > CARRIER_STATE	ENTRY_STATE > OTHER > CARRIER_STATE > OL_STATE > OL_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49r.2	f49r	f49	H	7	0	1	qotor | sho | chotchy | choshy | qo | dor | daiin	Q_OUTER_STATE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > Q_OUTER_STATE > ENTRY_STATE > ENTRY_STATE	Q_OUTER_STATE > CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > Q_OUTER_STATE > ENTRY_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49r.3	f49r	f49	H	5	0	1	dsho | dchor | dchor | daiin | dor	ENTRY_STATE > ENTRY_STATE > ENTRY_STATE > ENTRY_STATE > ENTRY_STATE	ENTRY_STATE > ENTRY_STATE > ENTRY_STATE > ENTRY_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49r.5	f49r	f49	H	5	0	1	chor | sheor | chey | teey | qotan	CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > ENTRY_STATE > Q_OUTER_STATE	CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > ENTRY_STATE > Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49r.7	f49r	f49	H	4	1	1	qokeor | cheey | qokchy | qotody	Q_OUTER_STATE > CARRIER_STATE > Q_OUTER_STATE > DY_RESOLUTION	Q_OUTER_STATE > CARRIER_STATE > Q_OUTER_STATE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f49r.8	f49r	f49	H	4	0	1	chor | chy | cheet | qolsor	CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > OL_STATE	CARRIER_STATE > CARRIER_STATE > CARRIER_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49v.10	f49v	f49	H	3	0	1	shol | shodaiin | qotchar	OL_STATE > CARRIER_STATE > AR_REFERENCE	OL_STATE > CARRIER_STATE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f49v.14	f49v	f49	H	3	0	1	chotchy | chodaiin | dan	CARRIER_STATE > CARRIER_STATE > ENTRY_STATE	CARRIER_STATE > CARRIER_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49v.16	f49v	f49	H	2	0	1	qoteees | cheo	Q_OUTER_STATE > CARRIER_STATE	Q_OUTER_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49v.18	f49v	f49	H	2	0	1	ochor | sheeod	OTHER > CARRIER_STATE	OTHER > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f49v.2	f49v	f49	H	4	0	1	kshor | shol | cphokchol | chcfhhy	OTHER > OL_STATE > OL_STATE > CARRIER_STATE	OTHER > OL_STATE > OL_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
