line_id	book	record_id	page_id	line_index	group_count	generated_map	generated_sampled	map_exact_lexicon_groups	map_productive_groups	map_identity_groups	sampled_exact_lexicon_groups	sampled_productive_groups	sampled_identity_groups
NB_B4_R001696_L0005	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_left.png	5	14	so wölt er dem vorgen eker vnd auch vns tag darub für sich beschaid	so wölt er de vorgen eker vnd auch vns tag darumb für sich beschaid	13	1	0	13	0	1
NB_B4_R001696_L0006	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_left.png	6	14	so er des müssig möcht gesein nu als der obg vicʒtum neẅlich hie ʒu	so er des müssig möcht gesein nu als der obgen vicʒtum neẅlich hie ʒu	14	0	0	14	0	0
NB_B4_R001696_L0007	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_left.png	7	13	nür gewest ist habn wir vns freẅnd vom rat ʒu jm geschikt ʒu	nür gewest ist habn wir vnser freẅnd vom rat ʒu jm geschikt ʒu	13	0	0	13	0	0
NB_B4_R001696_L0008	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_left.png	8	12	erfarn vvas jm der eker geantwt hett der hat vnsn freẅnd ʒu	erfarn vvas jm der eker geantwt hett der hat vnsn freẅnd ʒu	11	1	0	11	0	1
NB_B4_R001696_L0009	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_right.png	9	13	vsteen gebn daʒ jm der eg eker noch niht darub geantwt hab vnd	versteen gebn daʒ jm der egent eker noch niht darumb geantwurt hab vnd	12	1	0	12	0	1
NB_B4_R001696_L0010	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_right.png	10	11	er hab eẅr erberk befolhen dieselbn antwt von dem eker einʒuneme	er hab eẅr erberk befolhe dieselbe antwt von dem eke einʒunemen	9	2	0	9	1	1
NB_B4_R001696_L0011	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_right.png	11	14	darub bitt wir eẅch mit fleiss we daʒ eẅch der vorg eker noch niht	darub bitt wir eẅch mit fleiss were daʒ eẅch der vorg eker noch niht	13	1	0	13	1	0
NB_B4_R001696_L0012	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_right.png	12	12	darüb geantwt hett daʒ jr denn die antwt von jm erfordn vnd	darüb geantwt hett daʒ jr denn die antwt von jm erfordn vnd	12	0	0	12	0	0
NB_B4_R001696_L0013	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_right.png	13	14	vns die wellet ʒu wissen tun bey disem vnsm botten od bey eẅr selbs	vns die wellet ʒu wissen tun bey dise vnsm bott od bey eẅr selbs	14	0	0	14	0	0
NB_B4_R001696_L0014	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_right.png	14	14	botten so welln auf vns koste wellet ʒu wissen tun vnd vns darinn eẅn	botten so welln auf vnser koste wellet ʒu wiss tun vnd vns darinn eẅn	14	0	0	14	0	0
NB_B4_R001696_L0015	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_right.png	15	12	guten wille beweiset als wir eẅch wol getrawen das welln vvir etc	guten willn beweiset als wir eẅch wol getrawen das welln vvir etc	12	0	0	12	0	0
NB_B4_R001696_L0016	Band4	NB_B4_R001696	Rst Nbg-Briefbücher-Nr 4_0048_right.png	16	5	dat fia ija an leonhardj	dat fia ija an leonhardj	5	0	0	5	0	0
NB_B4_R001697_L0001	Band4	NB_B4_R001697	Rst Nbg-Briefbücher-Nr 4_0048_right.png	1	3	den von vlme	den von vlme	3	0	0	3	0	0
NB_B4_R001697_L0002	Band4	NB_B4_R001697	Rst Nbg-Briefbücher-Nr 4_0048_right.png	2	1	nehst	nehst	1	0	0	1	0	0
NB_B4_R001697_L0003	Band4	NB_B4_R001697	Rst Nbg-Briefbücher-Nr 4_0048_right.png	3	14	l fr als jr vns verschr vnd gebette habt eẅch ein abschr der freiheit	liebn fr als jr vns vschribn vnd gebette habt eẅch ein abschrift der freiheit	14	0	0	14	0	0
NB_B4_R001697_L0004	Band4	NB_B4_R001697	Rst Nbg-Briefbücher-Nr 4_0048_right.png	4	12	als vns gnedigst hre der römisch künig der jüdisch bey vns wonent	als vnse gnedigst hre d römisch künig der jüdisch bey vns wonent	11	0	1	11	1	0
NB_B4_R001697_L0005	Band4	NB_B4_R001697	Rst Nbg-Briefbücher-Nr 4_0048_right.png	5	14	gegebn hat ʒu schik etc das habn wir wol vernom vnd wir welln das	gegebn hat ʒu schik etc das habn wir wol vernom vnd wir welln das	14	0	0	14	0	0
NB_B4_R001697_L0006	Band4	NB_B4_R001697	Rst Nbg-Briefbücher-Nr 4_0048_right.png	6	13	eẅr weish ʒu lieb gn tun vnd schik eẅch derselbn freiheit ein abschr	eẅr weish ʒu lieb gern tun vnd schiken eẅch ders freiheit ein abschrift	13	0	0	13	0	0
NB_B4_R001697_L0007	Band4	NB_B4_R001697	Rst Nbg-Briefbücher-Nr 4_0048_right.png	7	11	in disem vnsm brief vslossen denn wo wir ewr ersamk etc	in disem vnsm brief verslossen denn wo wir ewr ersamkeit etc	11	0	0	11	0	0
NB_B4_R001697_L0008	Band4	NB_B4_R001697	Rst Nbg-Briefbücher-Nr 4_0048_right.png	8	3	dat vt s	dat vt s	3	0	0	3	0	0
NB_B4_R001698_L0001	Band4	NB_B4_R001698	Rst Nbg-Briefbücher-Nr 4_0048_right.png	1	6	jt j gelaubr an hercʒog hansen	jt j gelaubrief an hercʒog hansen	6	0	0	6	0	0
NB_B4_R001699_L0001	Band4	NB_B4_R001699	Rst Nbg-Briefbücher-Nr 4_0048_right.png	1	2	hercʒog johansen	hercʒog johansen	2	0	0	2	0	0
NB_B4_R001699_L0002	Band4	NB_B4_R001699	Rst Nbg-Briefbücher-Nr 4_0048_right.png	2	9	gnedig hre als vns ewr hoch verschr hat von	gnediger hre als vns ewr hochwirdikeit verschribn hat vo	9	0	0	9	0	0
NB_B4_R001699_L0003	Band4	NB_B4_R001699	Rst Nbg-Briefbücher-Nr 4_0048_right.png	3	9	nẏklas tanhauss vvegen den die vnsn gefangen heten etc	nẏklas tanhausers vvegen de die vnsn gefange hetn etc	8	1	0	8	0	1
NB_B4_R001699_L0004	Band4	NB_B4_R001699	Rst Nbg-Briefbücher-Nr 4_0048_right.png	4	10	darub senden vvir cʒu ewrn gnad h strobel vnd hansen	darub senden vvir cʒu ewrn gnad h strobel vnd hansen	10	0	0	10	0	0
NB_B4_R001699_L0005	Band4	NB_B4_R001699	Rst Nbg-Briefbücher-Nr 4_0048_right.png	5	10	mawr vns dien mit ewrn gnad dauon cʒereden ro etc	mawr vns dien mit ewrn gnad dauon cʒereden ro etc	10	0	0	10	0	0
NB_B4_R001699_L0006	Band4	NB_B4_R001699	Rst Nbg-Briefbücher-Nr 4_0048_right.png	6	11	ut in for dat fia vj an martini anno etc xiiijo	ut in for dat fia vj an martini anno etc xiiijo	10	0	1	10	0	1
NB_B4_R001702_L0001	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	1	4	hansen von meyental cʒum	hansen von meyental cʒum	4	0	0	4	0	0
NB_B4_R001702_L0002	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	2	2	wichsenstein gesessen	wichsenstein gesess	1	0	1	1	0	1
NB_B4_R001702_L0003	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	3	11	l hans vns hat fürgelegt hans weygel vns b vvẏ jr	l hans vns hat fürgelegt hans weygel vns b vvẏ jr	11	0	0	11	0	0
NB_B4_R001702_L0004	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	4	10	jm etvvieuil schuldig bleibt das jm langcʒeit von ew ausʒenge	jm etvvieuil schuldig bleibt das jm langcʒeit vo ew ausʒenge	10	0	0	10	0	0
NB_B4_R001702_L0005	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	5	11	standen sey vnd des er vast vnd grossen schaden genome hab	standen sey vnd des er vast vnd gr schaden genome hab	11	0	0	11	0	0
NB_B4_R001702_L0006	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	6	1	vnd	vnd	1	0	0	1	0	0
NB_B4_R001702_L0007	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	7	12	vnd teglich nem das er auch auf ew hie vor dem lantger	vnd teglich nem das er auch auf ew hie vor dem lantger	12	0	0	12	0	0
NB_B4_R001702_L0008	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	8	12	cʒu nür erklagt vnd eruollt hab vnd das jm doch von euch	cʒu nür erklagt vnd eruollt hab vnd das jm doch von euch	12	0	0	12	0	0
NB_B4_R001702_L0009	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	9	11	niht becʒalt künn wden ro daʒ jr dem eg vnsm b	niht becʒalt künn werde ro daʒ jr dem egen vnsm b	11	0	0	11	0	0
NB_B4_R001702_L0010	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	10	8	dieselbn sein schulde noch vnucʒogenlichn richten vnd becʒalen	dieselbn sein schulde noch vnucʒogenlichn richte vnd becʒalen	8	0	0	8	0	0
NB_B4_R001702_L0011	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	11	11	vnd jn darümb vnklaghaft machen wöllet als etc das wolle etc	vnd jn darümb vnklaghaft machn wöllet als etc das wollen etc	11	0	0	11	0	0
NB_B4_R001702_L0012	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	12	12	vvan tet jr des niht so müsten vvir dem eg vnsm b	vvan tet jr des niht so müsten vvir de egen vnsm burge	12	0	0	12	0	0
NB_B4_R001702_L0013	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	13	1	darub	darumb	1	0	0	1	0	0
NB_B4_R001702_L0014	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	14	8	fürbaʒ sein rechte cʒu euch gunnen dat etc	fürbaʒ sein rechte cʒu euch gunne dat etc	8	0	0	8	0	0
NB_B4_R001702_L0015	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	15	4	arnolt von seckendorff silr	arnolt vo seckendorff silr	4	0	0	4	0	0
NB_B4_R001702_L0016	Band4	NB_B4_R001702	Rst Nbg-Briefbücher-Nr 4_0049_right.png	16	5	der pürg ist mutat mutadis	d pürg ist mut mutadis	5	0	0	5	0	0
NB_B4_R001703_L0001	Band4	NB_B4_R001703	Rst Nbg-Briefbücher-Nr 4_0049_right.png	1	12	vvir dy b des rats etc bekenne etc vmb sölch klag vnd	vvir dy burg des rats etc bekenne etc vmb sölch klag vnd	12	0	0	12	0	0
NB_B4_R001703_L0002	Band4	NB_B4_R001703	Rst Nbg-Briefbücher-Nr 4_0049_right.png	2	2	vnd tut	vnd tut	2	0	0	2	0	0
NB_B4_R001703_L0003	Band4	NB_B4_R001703	Rst Nbg-Briefbücher-Nr 4_0049_right.png	3	8	ladung als hans loterbeck lantricht getan hat auf	ladung als hans loterbeck lantricht getan hat auf	7	0	1	7	0	1
NB_B4_R001703_L0004	Band4	NB_B4_R001703	Rst Nbg-Briefbücher-Nr 4_0049_right.png	4	9	vns vnd vnsr b gute in der lantschranne cʒu	vnser vnd vnsr burg gute in der lantschranne cʒu	9	0	0	9	0	0
NB_B4_R001703_L0005	Band4	NB_B4_R001703	Rst Nbg-Briefbücher-Nr 4_0049_right.png	5	8	hirssperg gelegen daʒ vvir darümb conrad pilsach vnd	hirssperg gelege daʒ vvir dar conr pilsacher vnd	8	0	0	8	0	0
NB_B4_R001703_L0006	Band4	NB_B4_R001703	Rst Nbg-Briefbücher-Nr 4_0049_right.png	6	8	hansen stecʒman vnsre dien gebn habn vnd gebn	hansen stecʒman vnsren diener gebn haben vnd gebn	8	0	0	8	0	0
NB_B4_R001703_L0007	Band4	NB_B4_R001703	Rst Nbg-Briefbücher-Nr 4_0049_right.png	7	10	gancʒe vnd volle gevvalt vnd macht vns vnd vnsr b	gancʒe vnd volln gevvalt vnd macht vns vnd vnsr burg	10	0	0	10	0	0
NB_B4_R001703_L0008	Band4	NB_B4_R001703	Rst Nbg-Briefbücher-Nr 4_0049_right.png	8	2	gen jm	gen jm	2	0	0	2	0	0
NB_B4_R001703_L0009	Band4	NB_B4_R001703	Rst Nbg-Briefbücher-Nr 4_0049_right.png	9	9	gute cʒu vantvvurtte vnd cʒu vtreten von vnsn weg	gute cʒu vantvvurtten vnd cʒu vtreten von vnsn weg	9	0	0	9	0	0
NB_B4_R001703_L0010	Band4	NB_B4_R001703	Rst Nbg-Briefbücher-Nr 4_0049_right.png	10	9	vnd an vnsr stat cʒugevvynn vnd cʒuverlust vnd cʒu	vnd an vnsr stat cʒugevvyn vnd cʒuverlust vnd cʒu	7	1	1	7	1	1
NB_B4_R001703_L0011	Band4	NB_B4_R001703	Rst Nbg-Briefbücher-Nr 4_0049_right.png	11	7	alle rechten mit vrk dicʒ briefs etc	allem rechten mit vrk dicʒ briefs etc	7	0	0	7	0	0
NB_B4_R001704_L0001	Band4	NB_B4_R001704	Rst Nbg-Briefbücher-Nr 4_0049_right.png	1	10	jt darnach aber gewaltsbrief auch also auf die obg pilsach	jt darnach aber gewaltsbrief auch also auf die obgent pilsach	10	0	0	10	0	0
NB_B4_R001704_L0002	Band4	NB_B4_R001704	Rst Nbg-Briefbücher-Nr 4_0049_right.png	2	8	vnd stecʒman sabbto an kathrein anno etc quartodecimo	vnd stecʒman sabbto an kathrein anno etc qartodecio	7	0	1	7	1	0
NB_B4_R001705_L0001	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	1	2	hiltpolt frawnberg	hiltpolt frawnberger	2	0	0	2	0	0
NB_B4_R001705_L0002	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	2	3	cʒu prunne gesessen	cʒu prunne gesessen	3	0	0	3	0	0
NB_B4_R001705_L0003	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	3	3	vns dinst beuor	vns dinst beuor	3	0	0	3	0	0
NB_B4_R001705_L0004	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	4	9	l her frawnberg vvir senden cʒu ewr erberk conrad	lieb hr frawnberger vvir senden cʒu ewr erberk conrad	9	0	0	9	0	0
NB_B4_R001705_L0005	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	5	9	reÿckershofer vnsn dien mit euch cʒu reden als von	reÿckershofe vnsn dien mit euch cʒu reden als von	8	1	0	8	1	0
NB_B4_R001705_L0006	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	6	10	des gelts weg daʒ jr vns schuldig bleibt nach ausʒ	des gelts wege daʒ jr vns schuldig bleibt nach ausʒ	10	0	0	10	0	0
NB_B4_R001705_L0007	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	7	9	vveẏsug des schuldbrief den vvir darümb habn vnd biten	vveẏsug des schuldbrief den vvir darümb haben vnd biten	9	0	0	9	0	0
NB_B4_R001705_L0008	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	8	10	ewr erberk fleissikl waʒ der eg vns dien in derselbn	ew erberk fleissikl waʒ der eg vns dien in ders	10	0	0	10	0	0
NB_B4_R001705_L0009	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	9	12	sache cʒu disem mal an euch werb von vnsn weg daʒ jr	sache cʒu disem mal an euch werb von vnsn wege daʒ jr	12	0	0	12	0	0
NB_B4_R001705_L0010	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	10	1	jn	jn	1	0	0	1	0	0
NB_B4_R001705_L0011	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	11	9	jm des gelaubn vnd darümb gütlich von euch von	jm des gelaubn vnd darümb gütlich von euch von	9	0	0	9	0	0
NB_B4_R001705_L0012	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	12	11	vtigen wöllet als etc das wölle etc dat in die sce	vertigen wöllet als etc das wöllen etc dat in die sce	11	0	0	11	0	0
NB_B4_R001705_L0013	Band4	NB_B4_R001705	Rst Nbg-Briefbücher-Nr 4_0050_left.png	13	1	eliʒabeth	eliʒabeth	1	0	0	1	0	0
NB_B4_R001706_L0001	Band4	NB_B4_R001706	Rst Nbg-Briefbücher-Nr 4_0050_left.png	1	7	burgermeist her hanns tucher vnd her hanns	burgmeister her hans tucher vnd her hanns	7	0	0	7	0	0
NB_B4_R001706_L0002	Band4	NB_B4_R001706	Rst Nbg-Briefbücher-Nr 4_0050_left.png	2	8	teẅfel fia iiija an katherine anno etc xiiijo	teẅfel feria iiija an katheine anno etc xiiijo	7	0	1	7	0	1
NB_B4_R001707_L0001	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	1	2	petn valkenstein	petn valkensteine	1	1	0	1	1	0
NB_B4_R001707_L0002	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	2	2	ʒu valkenuels	ʒu valkenuels	1	0	1	1	0	1
NB_B4_R001707_L0003	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	3	11	l valkenstein als jr vns von vveynme ekers weg yecʒund geschribn	lieb valkensteiner als jr vns von vveynmer ekes weg yecʒund geschribn	8	2	1	8	2	1
NB_B4_R001707_L0004	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	4	11	habt das habn wir wol vernom vnd danken eẅr erberk fleissikl	habt das haben wir wol vernom vnd dank eẅr erberk fleissikl	11	0	0	11	0	0
NB_B4_R001707_L0005	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	5	13	daʒ jr eẅch in den sachen also müet vnd lassen eẅch wissen daʒ	daʒ jr eẅch in den sachn also müet vnd lassen eẅch wiss daʒ	13	0	0	13	0	0
NB_B4_R001707_L0006	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	6	11	wir mit dem vorgen vveynme eker vnd den seinen ein gütlich	wir mit dem vorg vveynmer eker vnd den seinen ein gütlich	9	2	0	9	1	1
NB_B4_R001707_L0007	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	7	1	halten	haltn	1	0	0	1	0	0
NB_B4_R001707_L0008	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	8	2	on geuerd	on geuerd	2	0	0	2	0	0
NB_B4_R001707_L0009	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	9	12	steen für vns vnd die vnsn halten welln bis auf oberst der	steen für vns vnd die vnsn halte wellen bis auf oberst der	12	0	0	12	0	0
NB_B4_R001707_L0010	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	10	11	heilig dreyer künig tag schierist in der mass als jr vns	heilige drey künig tag schierist in der mass als jr vns	11	0	0	11	0	0
NB_B4_R001707_L0011	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	11	11	verschr habt vnd bitt eẅch daʒ jr niht in vbel auf	verschr habt vnd bittn eẅch daʒ jr niht in vbel auf	11	0	0	11	0	0
NB_B4_R001707_L0012	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	12	12	nemt daʒ wir eẅch des niht vnsn offen brief hie mit schik	nemt daʒ wir eẅch des niht vnsn offen br hie mit schik	12	0	0	12	0	0
NB_B4_R001707_L0013	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	13	1	darub	darumb	1	0	0	1	0	0
NB_B4_R001707_L0014	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	14	11	vnd wenn vns her heinr nothaft daʒwische tag verküntt so welln	vnd wenn vns her h nothaft daʒwisch tag verküntt so welln	10	0	1	10	0	1
NB_B4_R001707_L0015	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	15	14	wir die vnsn gn darcʒu schik vns jrret denn sach der wir noch niht	wir die vnsn gern darcʒu schike vns jrret denn sach der wir noch niht	13	0	1	13	0	1
NB_B4_R001707_L0016	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	16	13	wissen das wölte wir jm doch ʒeitlich gnug vor vkünd daʒ er sich	wissen das wölten wir jm doch ʒeitlich gnug vor vkünden daʒ er sich	13	0	0	13	0	0
NB_B4_R001707_L0017	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_left.png	17	5	darnach wol west ʒu richten	darnach wol west ʒu richten	5	0	0	5	0	0
NB_B4_R001707_L0018	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	18	3	auf den pfincʒ	auf den pfincʒ	2	0	1	2	0	1
NB_B4_R001707_L0019	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	19	3	tag vor sand	tag vor sand	3	0	0	3	0	0
NB_B4_R001707_L0020	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	20	2	merteins tag	merteins tag	2	0	0	2	0	0
NB_B4_R001707_L0021	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	21	1	nehstugang	nehstugang	1	0	0	1	0	0
NB_B4_R001707_L0022	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	22	12	wan es vns gewonheit niht ist denn wo wir eẅr erberk etc	wan es vns gewonheit niht ist denn wo wir eẅr erberkeit etc	12	0	0	12	0	0
NB_B4_R001707_L0023	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	23	2	cettula intclusa	cettula intclusa	2	0	0	2	0	0
NB_B4_R001707_L0024	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	24	13	l valkenstein als jr vns verschr vnd gebette habt eẅch wissen ʒe lassen	l valkenstein als jr vns vschribn vnd gebette habt eẅch wiss ʒe lass	12	1	0	12	1	0
NB_B4_R001707_L0025	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	25	12	von hn heinr nothaft vnd den andn vnd auch von vnsm gnedigstn	von hn h nothaft vnd den andn vnd auch von vnsm gnedigst	11	1	0	11	1	0
NB_B4_R001707_L0026	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	26	11	hren dem römische künig vnd dem concilij etc lassen wir eẅch	hren dem römisch k vnd dem concilij etc lassen wir eẅch	10	0	1	10	0	1
NB_B4_R001707_L0027	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	27	11	wissen daʒ wir vernom habn daʒ vns hre hercʒog johans hn	wiss daʒ wir vnomen habn daʒ vns hre hrcʒog johans hn	11	0	0	11	0	0
NB_B4_R001707_L0028	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	28	11	heinr nothaft vnd die andn von vnsm gnedig hren dem römische	heinr nothaft vnd die andn von vnsm gnedigen hren dem römischn	11	0	0	11	0	0
NB_B4_R001707_L0029	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	29	1	lüttich	lüttic	0	0	1	0	1	0
NB_B4_R001707_L0030	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	30	12	künig mit jm ein gen hollant gefürt hab vnd der vorg vns	künig mit jm ein gen hollant gefürt hab vnd der vorg vns	12	0	0	12	0	0
NB_B4_R001707_L0031	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	31	13	gnedig hre der römisch künig hat sein crönug ʒu ach empfangen vnd ist	gnedig hre der römisch künig hat sein crönung ʒu ach empfange vnd ist	12	1	0	12	0	1
NB_B4_R001707_L0032	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	32	2	geʒogen vnd	geʒogen vnd	2	0	0	2	0	0
NB_B4_R001707_L0033	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	33	2	herauf gen	hauf gen	2	0	0	2	0	0
NB_B4_R001707_L0034	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	34	13	ligt yecʒ ʒu cöln doch ist vns gesagt daʒ er sich kurcʒlich erheben	ligt yecʒ ʒu cöln doch ist vns gesagt daʒ er sich kurcʒlich erheben	13	0	0	13	0	0
NB_B4_R001707_L0035	Band4	NB_B4_R001707	Rst Nbg-Briefbücher-Nr 4_0050_right.png	35	8	vnd gen costencʒ ʒu dem concilij ʒiehen welle	vnd gen costencʒ ʒu dem concilij ʒiehe welle	7	0	1	7	0	1
NB_B4_R001708_L0001	Band4	NB_B4_R001708	Rst Nbg-Briefbücher-Nr 4_0050_right.png	1	3	den von costencʒ	den von costencʒ	3	0	0	3	0	0
NB_B4_R001708_L0002	Band4	NB_B4_R001708	Rst Nbg-Briefbücher-Nr 4_0050_right.png	2	14	l fr wir habn wir wol vernom vvie daʒ vns heilig vatt babst johes	l fr wir habn wir wol vnomen vvie daʒ vns heilig vatt babst johes	12	1	1	12	1	1
NB_B4_R001708_L0003	Band4	NB_B4_R001708	Rst Nbg-Briefbücher-Nr 4_0050_right.png	3	13	vil cardinal vnd auch andr herschaft bey ewch ʒu costencʒ sein vnd daʒ	vil cardinal vnd auch andr herschaft bey ewch ʒu costencʒ sein vnd daʒ	12	0	1	12	0	1
NB_B4_R001708_L0004	Band4	NB_B4_R001708	Rst Nbg-Briefbücher-Nr 4_0050_right.png	4	13	der aller durlewchtigst fürst vnd hre her sigmund römisch vnd ʒu vngn etc	der all durlewchtigst fürst vnd hre hr sigmud römisch vnd ʒu vngn etc	12	0	1	12	0	1
NB_B4_R001708_L0005	Band4	NB_B4_R001708	Rst Nbg-Briefbücher-Nr 4_0050_right.png	5	11	künig vns gnedigst hre kürcʒlich ʒu ewch gen costenʒ kome well	künig vns gnedigster hre kürcʒlich ʒu ewch gen costnʒ kome well	10	1	0	10	1	0
NB_B4_R001708_L0006	Band4	NB_B4_R001708	Rst Nbg-Briefbücher-Nr 4_0050_right.png	6	13	also bitt wir eẅr freẅntsch mit gancʒe fleisʒ daʒ jr vns bey disem	also bittn wir eẅr freẅnts mit gancʒe fleisʒ daʒ jr vns bey disem	13	0	0	13	0	0
NB_B4_R001708_L0007	Band4	NB_B4_R001708	Rst Nbg-Briefbücher-Nr 4_0050_right.png	7	10	botten vschreibn wellet vvie sie die ordnug des conciiums angefang	botten verschreibe wellet vvie sie die ordnug des conciiums angefang	9	1	0	9	1	0
NB_B4_R001708_L0008	Band4	NB_B4_R001708	Rst Nbg-Briefbücher-Nr 4_0050_right.png	8	14	habn vnd halten vnd auch ob jr icht andr lewff od mer west die	habn vnd halte vnd auch ob jr icht andr lewff od mer west die	14	0	0	14	0	0
NB_B4_R001708_L0009	Band4	NB_B4_R001708	Rst Nbg-Briefbücher-Nr 4_0050_right.png	9	13	vns ʒu vschreibn sein als vil eẅch des denn gebüre vns ʒu vschreibn	vns ʒu verschreibn sein als vil eẅch des denn gebüre vns ʒu verschreibn	13	0	0	13	0	0
