locus	page	physical_folio	group_index	previous_dy_token	target_token	target_family	record_state	matching_figure_features	claim_state
f76v.11	f76v	f76	9	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.14	f76v	f76	4	cheedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.14	f76v	f76	6	cthedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.18	f76v	f76	5	qolkeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.25	f76v	f76	4	qokshedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.29	f76v	f76	4	qokeedy	qolkey	DABQJA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.3	f76v	f76	7	qokeedy	olkedy	ABQJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.39	f76v	f76	5	shedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.7	f76v	f76	5	oteedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.7	f76v	f76	8	okeedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.7	f76v	f76	9	otedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.7	f76v	f76	10	qokedy	okedar	AQJBAC	AR_REFERENCE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77r.14	f77r	f77	8	qokeedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77r.17	f77r	f77	3	qoteedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77r.21	f77r	f77	4	qokeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77r.25	f77r	f77	4	shedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77r.26	f77r	f77	6	lchedy	qokaly	DAQABA	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77r.27	f77r	f77	6	qokeedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77r.31	f77r	f77	5	qotedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.10	f77v	f77	6	shedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.12	f77v	f77	4	qokedy	okal	AQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.16	f77v	f77	5	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.28	f77v	f77	2	ychedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.28	f77v	f77	3	qokedy	qoked	DAQJB	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.34	f77v	f77	6	dychedy	lkchey	BQKJA	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.34	f77v	f77	8	qokedy	rched	CKJB	ED_MEDIUM	RESIDUAL_HOST:H2:rc|SOURCE_FAMILY:F2:CK	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.36	f77v	f77	4	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.36	f77v	f77	6	lchedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.41	f77v	f77	3	lchedy	lkaiin	BQAG	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.6	f77v	f77	8	qopshedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.6	f77v	f77	9	qotedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f77v.6	f77v	f77	10	qotedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.12	f78r	f78	5	kechdy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.15	f78r	f78	3	qokchdy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.15	f78r	f78	4	qokedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.24	f78r	f78	2	qokeedy	kedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.3	f78r	f78	4	qopchedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.32	f78r	f78	8	ykeedy	okaly	AQABA	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.34	f78r	f78	4	qopchedy	qokaly	DAQABA	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.4	f78r	f78	2	qokeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.7	f78r	f78	3	otedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.7	f78r	f78	4	qokedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.7	f78r	f78	7	qokedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.8	f78r	f78	2	dshedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.8	f78r	f78	6	shedy	ykedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78r.9	f78r	f78	3	keedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78v.1	f78v	f78	3	olfchedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78v.1	f78v	f78	9	ofchedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78v.14	f78v	f78	4	shedy	olkedy	ABQJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78v.2	f78v	f78	2	olshedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78v.2	f78v	f78	5	cthdy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78v.2	f78v	f78	6	otedy	kedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78v.3	f78v	f78	4	qolshedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78v.8	f78v	f78	2	qokedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f78v.8	f78v	f78	8	okedy	dkedy	BQJBA	DY_RESOLUTION	SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79r.13	f79r	f79	4	qotshdy	qokaldy	DAQABBA	DY_RESOLUTION	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79r.24	f79r	f79	2	qokshedy	qolkeey	DABQKA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79r.24	f79r	f79	4	qolkeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79r.29	f79r	f79	4	qody	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79r.8	f79r	f79	3	cheedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.11	f79v	f79	3	lchedy	qolkeedy	DABQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.12	f79v	f79	3	ofchdy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.12	f79v	f79	5	qoteedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.12	f79v	f79	6	qokedy	qoltedy	DABQJBA	DY_RESOLUTION	SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.12	f79v	f79	7	qoltedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.16	f79v	f79	6	qokeedy	olkeedy	ABQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.19	f79v	f79	7	qokedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.25	f79v	f79	6	oteedy	olkain	ABQAF	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.26	f79v	f79	5	otedy	dkeey	BQKA	ENTRY_STATE	SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.28	f79v	f79	6	otalshdy	olkair	ABQAF	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.5	f79v	f79	2	qolkeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f79v.8	f79v	f79	4	okedy	tedyol	QJBAAB	OL_STATE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f80r.16	f80r	f80	9	qokeedy	saltar	CABQAC	AR_REFERENCE	SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f80r.28	f80r	f80	7	rchedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f80v.10	f80v	f80	6	dolshedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f80v.2	f80v	f80	2	tshedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f80v.2	f80v	f80	3	qotedy	olkain	ABQAF	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f80v.22	f80v	f80	2	dchedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f80v.34	f80v	f80	7	ylchdy	olkain	ABQAF	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81r.12	f81r	f81	2	ychedy	tedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81r.13	f81r	f81	3	shedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81r.15	f81r	f81	5	qokeedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81r.21	f81r	f81	2	dshedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81r.27	f81r	f81	4	qokedy	olkedy	ABQJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81r.30	f81r	f81	3	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81v.1	f81v	f81	4	keedy	shekal	LJQAB	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81v.12	f81v	f81	5	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81v.12	f81v	f81	7	qokedy	chetedy	KJQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81v.12	f81v	f81	8	chetedy	lkedey	BQJBJA	ED_MEDIUM	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81v.18	f81v	f81	7	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81v.18	f81v	f81	8	qokedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81v.24	f81v	f81	3	okchedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f81v.27	f81v	f81	4	olkeedy	tedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82r.11	f82r	f82	2	kolchdy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82r.13	f82r	f82	4	qokeedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82r.17	f82r	f82	6	qokedy	lteedy	BQKBA	DY_RESOLUTION	SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82r.2	f82r	f82	6	qokeedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82r.3	f82r	f82	3	lcheckhedy	qokaly	DAQABA	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82r.5	f82r	f82	4	qokeedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82v.15	f82v	f82	7	tedy	rchedy	CKJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:rc|SOURCE_FAMILY:F2:CK	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82v.18	f82v	f82	7	lkedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82v.20	f82v	f82	3	qokedy	qolkedy	DABQJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82v.20	f82v	f82	5	rshedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82v.24	f82v	f82	4	olchedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82v.25	f82v	f82	8	sheytchdy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82v.26	f82v	f82	7	sheedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
