page_host_submotif	external_axis	feature_support_loci	positive_with_feature	negative_with_feature	positive_without_feature	within_folio_effect	local_permutation_p	max_search_p	positive_effect_folios	informative_folios	folio_contributions	leave_one_folio_effects	label	semantic_role	obvious_confounds
heo	PLANT	11	3	8	139	0.0625269645609	0.804039192162	1	1	3	f100:-0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.080000;f68:-0.084746;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.227273;f89:0.000000;f99:0.000000	f100:0.062527;f102:0.062527;f57:0.062527;f65:0.062527;f67:0.142527;f68:0.147273;f69:0.062527;f70:0.062527;f71:0.062527;f72:0.062527;f73:0.062527;f75:0.062527;f76:0.062527;f77:0.062527;f78:0.062527;f80:0.062527;f82:0.062527;f83:0.062527;f88:-0.164746;f89:0.062527;f99:0.062527	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
och	REL_PROXIMITY	9	5	4	270	0.0582588597843	0.635072985403	1	2	3	f100:-0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.560000;f68:0.186441;f69:0.431818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.058259;f102:0.058259;f57:0.058259;f65:0.058259;f67:0.618259;f68:-0.128182;f69:-0.373559;f70:0.058259;f71:0.058259;f72:0.058259;f73:0.058259;f75:0.058259;f76:0.058259;f77:0.058259;f78:0.058259;f80:0.058259;f82:0.058259;f83:0.058259;f88:0.058259;f89:0.058259;f99:0.058259	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
chd	REL_PROXIMITY	6	4	2	271	0.0555555555556	0.94401119776	1	2	1	f100:-0.000000;f102:0.055556;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.055556;f102:0.000000;f57:0.055556;f65:0.055556;f67:0.055556;f68:0.055556;f69:0.055556;f70:0.055556;f71:0.055556;f72:0.055556;f73:0.055556;f75:0.055556;f76:0.055556;f77:0.055556;f78:0.055556;f80:0.055556;f82:0.055556;f83:0.055556;f88:0.055556;f89:0.055556;f99:0.055556	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
os$	REL_PROXIMITY	16	7	9	268	0.0493178999587	0.630673865227	1	3	6	f100:-0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.400000;f68:-0.406780;f69:0.954545;f70:-0.243902;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.045455;f89:0.000000;f99:0.100000	f100:0.049318;f102:0.049318;f57:0.049318;f65:0.049318;f67:0.449318;f68:0.456098;f69:-0.905228;f70:0.293220;f71:0.049318;f72:0.049318;f73:0.049318;f75:0.049318;f76:0.049318;f77:0.049318;f78:0.049318;f80:0.049318;f82:0.049318;f83:0.049318;f88:0.003863;f89:0.049318;f99:-0.050682	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ly$	REL_ARRAY_OR_GROUP	40	3	37	52	0.0435975609756	0.644271145771	1	2	6	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.243902;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.400000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.687500;f83:0.000000;f88:-0.227273;f89:-0.272727;f99:-0.300000	f100:0.043598;f102:0.043598;f57:0.043598;f65:0.043598;f67:0.043598;f68:0.043598;f69:0.043598;f70:0.287500;f71:0.043598;f72:0.043598;f73:0.043598;f75:-0.356402;f76:0.043598;f77:0.043598;f78:0.043598;f80:0.043598;f82:-0.643902;f83:0.043598;f88:0.270870;f89:0.316325;f99:0.343598	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^os	STAR_OR_SKY	9	3	6	297	0.0345454545454	0.720655868826	1	1	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.920000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.954545;f89:0.000000;f99:0.000000	f100:0.034545;f102:0.034545;f57:0.034545;f65:0.034545;f67:0.954545;f68:0.034545;f69:0.034545;f70:0.034545;f71:0.034545;f72:0.034545;f73:0.034545;f75:0.034545;f76:0.034545;f77:0.034545;f78:0.034545;f80:0.034545;f82:0.034545;f83:0.034545;f88:-0.920000;f89:0.034545;f99:0.034545	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ee	REL_PROXIMITY	11	3	8	272	0.033220338983	0.691861627674	1	1	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.440000;f68:-0.406780;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.033220;f102:0.033220;f57:0.033220;f65:0.033220;f67:-0.406780;f68:0.440000;f69:0.033220;f70:0.033220;f71:0.033220;f72:0.033220;f73:0.033220;f75:0.033220;f76:0.033220;f77:0.033220;f78:0.033220;f80:0.033220;f82:0.033220;f83:0.033220;f88:0.033220;f89:0.033220;f99:0.033220	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
tor	REL_PROXIMITY	6	5	1	270	0.0331313131313	0.794441111778	1	4	4	f100:0.000000;f102:0.055556;f57:0.000000;f65:0.000000;f67:-0.280000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.166667;f88:0.090909;f89:0.000000;f99:0.000000	f100:0.033131;f102:-0.022424;f57:0.033131;f65:0.033131;f67:0.313131;f68:0.033131;f69:0.033131;f70:0.033131;f71:0.033131;f72:0.033131;f73:0.033131;f75:0.033131;f76:0.033131;f77:0.033131;f78:0.033131;f80:0.033131;f82:0.033131;f83:-0.133535;f88:-0.057778;f89:0.033131;f99:0.033131	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
chy	FIGURE	18	5	13	230	0.0303048780488	0.722655468906	1	3	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.512195;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.480000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.030305;f102:0.030305;f57:0.030305;f65:0.030305;f67:0.030305;f68:0.030305;f69:0.030305;f70:0.542500;f71:0.030305;f72:0.030305;f73:0.030305;f75:-0.449695;f76:0.030305;f77:0.030305;f78:0.030305;f80:0.030305;f82:-0.032195;f83:0.030305;f88:0.030305;f89:0.030305;f99:0.030305	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ot	WATER_OR_APPARATUS	82	4	78	43	0.0297619047619	0.729854029194	1	1	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.571429;f78:0.000000;f80:-0.166667;f82:-0.375000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.029762;f102:0.029762;f57:0.029762;f65:0.029762;f67:0.029762;f68:0.029762;f69:0.029762;f70:0.029762;f71:0.029762;f72:0.029762;f73:0.029762;f75:0.029762;f76:0.029762;f77:-0.541667;f78:0.029762;f80:0.196429;f82:0.404762;f83:0.029762;f88:0.029762;f89:0.029762;f99:0.029762	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
yke	REL_ENCLOSURE	18	3	15	59	0.0274544764434	0.622275544891	1	2	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.560000;f68:-0.338983;f69:0.000000;f70:0.878049;f71:0.000000;f72:-0.130435;f73:-0.941176;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.027454;f102:0.027454;f57:0.027454;f65:0.027454;f67:-0.532546;f68:0.366438;f69:0.027454;f70:-0.850594;f71:0.027454;f72:0.157889;f73:0.968631;f75:0.027454;f76:0.027454;f77:0.027454;f78:0.027454;f80:0.027454;f82:0.027454;f83:0.027454;f88:0.027454;f89:0.027454;f99:0.027454	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ola	REL_PROXIMITY	6	3	3	272	0.0227642276423	0.791841631674	1	3	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.243902;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.166667;f88:0.000000;f89:0.000000;f99:0.100000	f100:0.022764;f102:0.022764;f57:0.022764;f65:0.022764;f67:0.022764;f68:0.022764;f69:0.022764;f70:0.266667;f71:0.022764;f72:0.022764;f73:0.022764;f75:0.022764;f76:0.022764;f77:0.022764;f78:0.022764;f80:0.022764;f82:0.022764;f83:-0.143902;f88:0.022764;f89:0.022764;f99:-0.077236	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
lol	STAR_OR_SKY	9	3	6	297	0.0129933481153	0.74025194961	1	2	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.360000;f68:0.000000;f69:-0.590909;f70:0.243902;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.012993;f102:0.012993;f57:0.012993;f65:0.012993;f67:-0.347007;f68:0.012993;f69:0.603902;f70:-0.230909;f71:0.012993;f72:0.012993;f73:0.012993;f75:0.012993;f76:0.012993;f77:0.012993;f78:0.012993;f80:0.012993;f82:0.012993;f83:0.012993;f88:0.012993;f89:0.012993;f99:0.012993	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
aly	STAR_OR_SKY	22	15	7	285	0.0014371077455	0.744051189762	1	4	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.360000;f68:0.033898;f69:0.409091;f70:-0.756098;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.045455;f89:0.000000;f99:0.000000	f100:0.001437;f102:0.001437;f57:0.001437;f65:0.001437;f67:-0.358563;f68:-0.032461;f69:-0.407654;f70:0.757535;f71:0.001437;f72:0.001437;f73:0.001437;f75:0.001437;f76:0.001437;f77:0.001437;f78:0.001437;f80:0.001437;f82:0.001437;f83:0.001437;f88:0.046892;f89:0.001437;f99:0.001437	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ain	FIGURE	6	3	3	232	3.45556916415e-15	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
air	FIGURE	7	4	3	231	2.34534613952e-15	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
od$	FIGURE	17	5	12	230	1.90819582357e-15	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eeo	FIGURE	20	11	9	224	1.85962356625e-15	1	1	2	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ee$	STAR_OR_SKY	7	4	3	296	1.79717352111e-15	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ai	FIGURE	18	4	14	231	1.72084568817e-15	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ees	FIGURE	9	5	4	230	1.55431223448e-15	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
tee	FIGURE	6	5	1	230	9.15933995316e-16	1	1	2	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
aii	FIGURE	15	3	12	232	9.08995101412e-16	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^oc	FIGURE	18	3	15	232	7.97972798949e-16	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ora	FIGURE	7	3	4	232	7.97972798949e-16	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
sy$	FIGURE	10	5	5	230	7.21644966006e-16	1	1	2	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eor	FIGURE	8	3	5	232	6.86950496487e-16	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
sy$	STAR_OR_SKY	10	4	6	296	5.96744875736e-16	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
opa	FIGURE	7	5	2	230	4.71844785466e-16	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:-0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
opa	STAR_OR_SKY	7	4	3	296	4.71844785466e-16	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:-0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
pal	FIGURE	5	4	1	231	4.71844785466e-16	1	1	1	0	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:-0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
