left_operation	right_operation	selected_folds	semantic_eligible_folds	graph_eligible_folds	null_expected_eligible_folds	graph_excess_eligible_folds	semantic_triplets	semantic_complete_rectangles	graph_triplets	graph_complete_rectangles	mean_left_operation_support	mean_right_operation_support	excess_rank
PREFIX_ADD:she	SUFFIX_ADD:ar	12	12	12	1.392578125	10.607421875	139	12	139	12	60.583333333333336	79.25	1704
PREFIX_REPLACE:ok>t	SUFFIX_REPLACE:eol>ey	11	11	11	0.3935546875	10.6064453125	33	33	33	33	54.45454545454545	46.27272727272727	1705
PREFIX_ADD:ch	SUFFIX_REPLACE:iin>ly	11	11	11	0.39453125	10.60546875	84	41	84	41	190.72727272727272	31.0	1706
PREFIX_ADD:d	SUFFIX_REPLACE:ey>or	12	12	12	1.3955078125	10.6044921875	89	46	89	46	123.58333333333333	75.91666666666667	1707
PREFIX_ADD:y	SUFFIX_REPLACE:ey>ody	12	12	12	1.3955078125	10.6044921875	164	82	164	82	136.75	73.58333333333333	1708
PREFIX_REPLACE:d>k	SUFFIX_REPLACE:ey>or	11	11	11	0.3955078125	10.6044921875	33	32	33	32	44.18181818181818	76.0	1709
PREFIX_ADD:she	SUFFIX_ADD:dy	12	12	12	1.396484375	10.603515625	144	12	144	12	60.583333333333336	133.0	1710
PREFIX_ADD:dal	SUFFIX_ADD:l	11	11	11	0.396484375	10.603515625	41	11	41	11	21.0	85.45454545454545	1711
PREFIX_REPLACE:o>y	SUFFIX_REPLACE:hdy>hey	11	11	11	0.396484375	10.603515625	33	22	33	22	114.18181818181819	38.27272727272727	1712
PREFIX_REPLACE:ot>yk	SUFFIX_REPLACE:dy>ol	12	12	12	1.3974609375	10.6025390625	68	46	68	46	41.75	91.16666666666667	1713
PREFIX_ADD:ot	SUFFIX_REPLACE:al>am	11	11	11	0.3974609375	10.6025390625	43	19	43	19	83.72727272727273	45.0	1714
PREFIX_REPLACE:ch>q	SUFFIX_REPLACE:edy>eey	12	12	12	1.3984375	10.6015625	52	30	52	30	92.25	65.41666666666667	1715
PREFIX_REPLACE:ok>ot	SUFFIX_REPLACE:ody>ol	12	12	12	1.3984375	10.6015625	56	55	56	55	75.41666666666667	68.16666666666667	1716
PREFIX_ADD:qo	SUFFIX_REPLACE:chy>edy	11	11	11	0.3984375	10.6015625	42	32	42	32	176.72727272727272	31.09090909090909	1717
PREFIX_ADD:y	SUFFIX_REPLACE:ar>ody	11	11	11	0.3984375	10.6015625	33	11	33	11	136.45454545454547	32.09090909090909	1718
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:ey>os	11	11	11	0.3994140625	10.6005859375	71	30	71	30	192.8181818181818	30.0	1719
PREFIX_ADD:l	SUFFIX_REPLACE:ar>ol	12	12	12	1.404296875	10.595703125	57	44	57	44	113.08333333333333	63.833333333333336	1720
PREFIX_ADD:ote	SUFFIX_ADD:s	11	11	11	0.404296875	10.595703125	62	11	62	11	32.63636363636363	54.0	1721
PREFIX_ADD:y	SUFFIX_REPLACE:eol>ol	12	12	12	1.4052734375	10.5947265625	58	47	58	47	136.75	40.583333333333336	1722
PREFIX_ADD:d	SUFFIX_REPLACE:dy>or	12	12	12	1.40625	10.59375	141	45	141	45	123.58333333333333	78.66666666666667	1723
PREFIX_REPLACE:k>yt	SUFFIX_REPLACE:ey>or	11	11	11	0.4072265625	10.5927734375	41	22	41	22	30.272727272727273	75.81818181818181	1724
PREFIX_REPLACE:ot>qo	SUFFIX_REPLACE:ol>or	11	11	11	0.4072265625	10.5927734375	42	19	42	19	25.545454545454547	82.54545454545455	1725
PREFIX_ADD:o	SUFFIX_ADD:eey	12	12	12	1.4091796875	10.5908203125	78	42	78	42	263.5833333333333	29.666666666666668	1726
PREFIX_ADD:cho	SUFFIX_ADD:ar	12	12	12	1.412109375	10.587890625	101	12	101	12	96.91666666666667	79.25	1727
PREFIX_ADD:k	SUFFIX_ADD:r	12	12	12	1.412109375	10.587890625	89	44	89	44	66.5	67.25	1728
PREFIX_ADD:sho	SUFFIX_ADD:or	11	11	11	0.412109375	10.587890625	85	11	85	11	43.72727272727273	54.54545454545455	1729
PREFIX_ADD:l	SUFFIX_ADD:ain	11	11	11	0.4130859375	10.5869140625	114	11	114	11	113.0	48.72727272727273	1730
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:es>ody	11	11	11	0.4130859375	10.5869140625	41	41	41	41	192.8181818181818	23.636363636363637	1731
PREFIX_ADD:y	SUFFIX_ADD:ain	11	11	11	0.4140625	10.5859375	52	11	52	11	136.72727272727272	48.63636363636363	1732
PREFIX_ADD:ok	SUFFIX_REPLACE:edy>ol	11	11	11	0.4150390625	10.5849609375	33	32	33	32	71.81818181818181	80.0	1733
PREFIX_ADD:q	SUFFIX_REPLACE:ey>os	11	11	11	0.416015625	10.583984375	71	30	71	30	206.54545454545453	30.0	1734
PREFIX_REPLACE:qo>y	SUFFIX_REPLACE:eol>ody	11	11	11	0.416015625	10.583984375	33	22	33	22	96.45454545454545	33.54545454545455	1735
PREFIX_REPLACE:l>o	SUFFIX_REPLACE:eey>ol	11	11	11	0.4169921875	10.5830078125	33	33	33	33	62.54545454545455	56.63636363636363	1736
PREFIX_ADD:yt	SUFFIX_ADD:dy	11	11	11	0.4189453125	10.5810546875	62	11	62	11	33.72727272727273	133.45454545454547	1737
PREFIX_REPLACE:o>y	SUFFIX_REPLACE:eol>ody	11	11	11	0.4189453125	10.5810546875	33	22	33	22	114.81818181818181	33.54545454545455	1738
PREFIX_ADD:o	SUFFIX_REPLACE:ol>os	12	12	12	1.4208984375	10.5791015625	102	54	102	54	263.5833333333333	33.666666666666664	1739
PREFIX_ADD:q	SUFFIX_REPLACE:es>ody	11	11	11	0.4208984375	10.5791015625	41	41	41	41	206.27272727272728	23.636363636363637	1740
PREFIX_REPLACE:ot>yt	SUFFIX_REPLACE:dy>edy	11	11	11	0.421875	10.578125	33	32	33	32	36.09090909090909	89.27272727272727	1741
PREFIX_ADD:o	SUFFIX_REPLACE:am>eey	11	11	11	0.4228515625	10.5771484375	33	22	33	22	263.54545454545456	22.818181818181817	1742
PREFIX_REPLACE:c>s	SUFFIX_REPLACE:al>ol	12	12	12	1.4248046875	10.5751953125	79	75	79	75	122.16666666666667	60.833333333333336	1743
PREFIX_REPLACE:ch>sh	SUFFIX_REPLACE:al>ol	12	12	12	1.4248046875	10.5751953125	79	75	79	75	121.33333333333333	60.833333333333336	1744
PREFIX_REPLACE:ot>sh	SUFFIX_REPLACE:dy>ol	12	12	12	1.42578125	10.57421875	57	35	57	35	49.583333333333336	91.16666666666667	1745
PREFIX_REPLACE:q>sh	SUFFIX_ADD:al	12	12	12	1.42578125	10.57421875	46	12	46	12	49.333333333333336	74.66666666666667	1746
PREFIX_ADD:ch	SUFFIX_REPLACE:ody>or	12	12	12	1.4267578125	10.5732421875	75	51	75	51	190.91666666666666	54.75	1747
PREFIX_REPLACE:ol>y	SUFFIX_REPLACE:dy>or	12	12	12	1.4267578125	10.5732421875	44	33	44	33	58.25	78.66666666666667	1748
PREFIX_ADD:y	SUFFIX_ADD:am	11	11	11	0.4267578125	10.5732421875	51	11	51	11	136.72727272727272	41.09090909090909	1749
PREFIX_ADD:ol	SUFFIX_REPLACE:edy>ody	11	11	11	0.4296875	10.5703125	98	11	98	11	91.18181818181819	59.36363636363637	1750
PREFIX_ADD:qo	SUFFIX_REPLACE:edy>ody	12	12	12	1.4306640625	10.5693359375	127	59	127	59	176.58333333333334	59.083333333333336	1751
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:eol>ol	12	12	12	1.4306640625	10.5693359375	57	57	57	57	193.0	40.583333333333336	1752
PREFIX_REPLACE:ch>ok	SUFFIX_REPLACE:al>am	11	11	11	0.4306640625	10.5693359375	33	21	33	21	63.54545454545455	44.90909090909091	1753
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:hdy>hy	12	12	12	1.431640625	10.568359375	68	67	68	67	193.0	42.333333333333336	1754
PREFIX_REPLACE:ot>t	SUFFIX_REPLACE:dy>ol	12	12	12	1.4326171875	10.5673828125	57	46	57	46	54.333333333333336	91.16666666666667	1755
PREFIX_ADD:qo	SUFFIX_REPLACE:dy>es	11	11	11	0.43359375	10.56640625	40	11	40	11	176.8181818181818	32.0	1756
PREFIX_ADD:p	SUFFIX_ADD:or	11	11	11	0.435546875	10.564453125	72	11	72	11	68.27272727272727	54.81818181818182	1757
PREFIX_REPLACE:ch>o	SUFFIX_REPLACE:eey>ol	11	11	11	0.4365234375	10.5634765625	43	22	43	22	74.18181818181819	57.0	1758
PREFIX_REPLACE:d>ot	SUFFIX_REPLACE:edy>ol	11	11	11	0.4375	10.5625	33	32	33	32	49.54545454545455	79.63636363636364	1759
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:ed>edy	11	11	11	0.4384765625	10.5615234375	33	33	33	33	192.45454545454547	23.454545454545453	1760
PREFIX_REPLACE:d>p	SUFFIX_REPLACE:dy>ol	11	11	11	0.439453125	10.560546875	33	22	33	22	27.272727272727273	91.27272727272727	1761
PREFIX_REPLACE:qo>sh	SUFFIX_REPLACE:ar>ol	11	11	11	0.439453125	10.560546875	42	41	42	41	58.0	64.0909090909091	1762
PREFIX_ADD:s	SUFFIX_ADD:s	12	12	12	1.44140625	10.55859375	78	23	78	23	70.66666666666667	54.083333333333336	1763
PREFIX_REPLACE:qo>y	SUFFIX_REPLACE:al>ar	12	12	12	1.4423828125	10.5576171875	45	33	45	33	96.16666666666667	69.83333333333333	1764
PREFIX_REPLACE:k>ot	SUFFIX_REPLACE:dy>edy	11	11	11	0.443359375	10.556640625	33	22	33	22	52.09090909090909	89.27272727272727	1765
PREFIX_ADD:q	SUFFIX_REPLACE:ar>ey	12	12	12	1.4443359375	10.5556640625	45	35	45	35	206.58333333333334	49.833333333333336	1766
PREFIX_ADD:ot	SUFFIX_ADD:ain	11	11	11	0.4443359375	10.5556640625	72	11	72	11	83.45454545454545	48.45454545454545	1767
PREFIX_REPLACE:l>t	SUFFIX_REPLACE:dy>ol	11	11	11	0.4443359375	10.5556640625	33	22	33	22	33.18181818181818	91.18181818181819	1768
PREFIX_REPLACE:ot>sh	SUFFIX_REPLACE:dy>edy	11	11	11	0.4443359375	10.5556640625	33	22	33	22	49.45454545454545	89.27272727272727	1769
PREFIX_ADD:q	SUFFIX_REPLACE:hdy>hy	12	12	12	1.4453125	10.5546875	68	67	68	67	206.58333333333334	42.333333333333336	1770
PREFIX_ADD:q	SUFFIX_REPLACE:ed>edy	11	11	11	0.4453125	10.5546875	33	33	33	33	206.0909090909091	23.454545454545453	1771
PREFIX_ADD:q	SUFFIX_REPLACE:eol>ol	12	12	12	1.4462890625	10.5537109375	57	57	57	57	206.58333333333334	40.583333333333336	1772
PREFIX_ADD:she	SUFFIX_ADD:al	12	12	12	1.4462890625	10.5537109375	138	44	138	44	60.583333333333336	74.66666666666667	1773
PREFIX_REPLACE:ch>q	SUFFIX_REPLACE:ody>ol	12	12	12	1.4462890625	10.5537109375	42	33	42	33	92.25	68.16666666666667	1774
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:ain>al	12	12	12	1.447265625	10.552734375	102	67	102	67	193.0	45.75	1775
PREFIX_REPLACE:d>ol	SUFFIX_REPLACE:edy>ol	11	11	11	0.447265625	10.552734375	33	11	33	11	41.81818181818182	80.0	1776
PREFIX_ADD:cho	SUFFIX_REPLACE:dy>ol	12	12	12	1.4482421875	10.5517578125	110	41	110	41	96.91666666666667	91.16666666666667	1777
PREFIX_REPLACE:ch>t	SUFFIX_ADD:d	11	11	11	0.4482421875	10.5517578125	40	11	40	11	46.81818181818182	44.54545454545455	1778
PREFIX_REPLACE:ch>t	SUFFIX_REPLACE:ody>ol	11	11	11	0.4482421875	10.5517578125	33	33	33	33	46.54545454545455	68.45454545454545	1779
PREFIX_REPLACE:qo>y	SUFFIX_REPLACE:hey>hol	11	11	11	0.4482421875	10.5517578125	33	33	33	33	96.18181818181819	38.18181818181818	1780
PREFIX_REPLACE:ok>sh	SUFFIX_REPLACE:ey>ol	12	12	12	1.451171875	10.548828125	36	36	36	36	49.833333333333336	95.08333333333333	1781
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:chy>ol	12	12	12	1.4521484375	10.5478515625	68	57	68	57	193.0	44.583333333333336	1782
PREFIX_REPLACE:ok>yk	SUFFIX_REPLACE:dy>ol	12	12	12	1.4521484375	10.5478515625	58	36	58	36	44.0	91.16666666666667	1783
PREFIX_REPLACE:qo>y	SUFFIX_REPLACE:eol>or	11	11	11	0.4521484375	10.5478515625	33	33	33	33	96.45454545454545	34.18181818181818	1784
PREFIX_REPLACE:d>k	SUFFIX_REPLACE:dy>ey	11	11	11	0.453125	10.546875	43	43	43	43	44.54545454545455	107.81818181818181	1785
PREFIX_ADD:ch	SUFFIX_REPLACE:ar>ol	12	12	12	1.4541015625	10.5458984375	47	46	47	46	190.91666666666666	63.833333333333336	1786
PREFIX_REPLACE:qo>y	SUFFIX_REPLACE:ody>or	12	12	12	1.4541015625	10.5458984375	47	45	58	45	96.16666666666667	54.75	1787
PREFIX_REPLACE:o>y	SUFFIX_REPLACE:eey>or	12	12	12	1.4560546875	10.5439453125	90	76	90	76	114.25	46.416666666666664	1788
PREFIX_REPLACE:l>ol	SUFFIX_REPLACE:edy>ey	12	12	12	1.45703125	10.54296875	80	79	80	79	55.0	109.08333333333333	1789
PREFIX_REPLACE:ot>yk	SUFFIX_REPLACE:ey>ol	12	12	12	1.458984375	10.541015625	47	47	47	47	41.75	95.08333333333333	1790
PREFIX_ADD:op	SUFFIX_REPLACE:dy>ey	11	11	11	0.4619140625	10.5380859375	43	22	43	22	34.63636363636363	107.36363636363636	1791
PREFIX_REPLACE:lk>yk	SUFFIX_REPLACE:edy>ey	11	11	11	0.4619140625	10.5380859375	42	42	42	42	23.818181818181817	108.72727272727273	1792
PREFIX_ADD:ol	SUFFIX_ADD:al	12	12	12	1.4638671875	10.5361328125	190	21	190	21	90.83333333333333	74.66666666666667	1793
PREFIX_ADD:ol	SUFFIX_ADD:l	12	12	12	1.4638671875	10.5361328125	135	35	135	35	90.83333333333333	85.41666666666667	1794
PREFIX_ADD:oto	SUFFIX_ADD:ol	11	11	11	0.46484375	10.53515625	73	11	73	11	22.636363636363637	66.72727272727273	1795
PREFIX_REPLACE:d>t	SUFFIX_REPLACE:eey>ol	11	11	11	0.46484375	10.53515625	33	33	33	33	41.18181818181818	56.72727272727273	1796
PREFIX_ADD:qok	SUFFIX_ADD:s	11	11	11	0.4658203125	10.5341796875	124	11	124	11	57.63636363636363	54.18181818181818	1797
PREFIX_REPLACE:k>ot	SUFFIX_REPLACE:eey>ey	11	11	11	0.4658203125	10.5341796875	33	33	33	33	52.18181818181818	64.63636363636364	1798
PREFIX_REPLACE:k>yk	SUFFIX_REPLACE:ey>or	11	11	11	0.4658203125	10.5341796875	33	31	33	31	34.54545454545455	76.36363636363636	1799
PREFIX_REPLACE:o>y	SUFFIX_REPLACE:iin>in	12	12	12	1.4677734375	10.5322265625	67	35	67	35	114.25	64.66666666666667	1800
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:dy>os	11	11	11	0.4677734375	10.5322265625	65	31	65	31	193.0	30.363636363636363	1801
PREFIX_REPLACE:o>y	SUFFIX_REPLACE:eol>ol	12	12	12	1.470703125	10.529296875	44	35	44	35	114.25	40.583333333333336	1802
PREFIX_ADD:ch	SUFFIX_REPLACE:eey>ol	12	12	12	1.4716796875	10.5283203125	89	43	89	43	190.91666666666666	56.75	1803
PREFIX_ADD:op	SUFFIX_REPLACE:dy>ol	11	11	11	0.4716796875	10.5283203125	69	11	69	11	34.81818181818182	91.36363636363636	1804
PREFIX_REPLACE:d>p	SUFFIX_REPLACE:ey>ol	11	11	11	0.47265625	10.52734375	33	22	33	22	27.363636363636363	95.0	1805
PREFIX_ADD:q	SUFFIX_ADD:air	11	11	11	0.4736328125	10.5263671875	41	20	41	20	206.27272727272728	19.636363636363637	1806
PREFIX_REPLACE:d>t	SUFFIX_REPLACE:edy>ol	11	11	11	0.4736328125	10.5263671875	33	33	33	33	41.27272727272727	79.63636363636364	1807
PREFIX_REPLACE:o>qo	SUFFIX_ADD:d	12	12	12	1.474609375	10.525390625	68	33	68	33	193.0	44.666666666666664	1808
PREFIX_REPLACE:k>ok	SUFFIX_REPLACE:eey>ey	11	11	11	0.474609375	10.525390625	33	33	33	33	52.81818181818182	64.9090909090909	1809
PREFIX_REPLACE:qo>sh	SUFFIX_REPLACE:eey>ol	11	11	11	0.474609375	10.525390625	41	39	41	39	58.0	56.72727272727273	1810
PREFIX_ADD:q	SUFFIX_REPLACE:dy>os	11	11	11	0.4765625	10.5234375	73	31	73	31	206.45454545454547	30.363636363636363	1811
PREFIX_ADD:o	SUFFIX_REPLACE:eol>or	12	12	12	1.4794921875	10.5205078125	68	67	68	67	263.5833333333333	34.0	1812
PREFIX_ADD:y	SUFFIX_REPLACE:ey>od	11	11	11	0.4814453125	10.5185546875	105	20	105	20	136.8181818181818	31.09090909090909	1813
PREFIX_ADD:so	SUFFIX_ADD:ol	11	11	11	0.482421875	10.517578125	43	11	43	11	34.27272727272727	67.0	1814
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:ar>dy	12	12	12	1.4833984375	10.5166015625	57	44	57	44	193.0	54.083333333333336	1815
PREFIX_ADD:ot	SUFFIX_REPLACE:al>or	11	11	11	0.484375	10.515625	42	11	42	11	83.72727272727273	55.72727272727273	1816
PREFIX_ADD:ch	SUFFIX_REPLACE:in>ir	11	11	11	0.4853515625	10.5146484375	156	11	156	11	190.54545454545453	37.0	1817
PREFIX_ADD:qo	SUFFIX_REPLACE:iin>ir	11	11	11	0.486328125	10.513671875	83	22	83	22	176.0909090909091	31.363636363636363	1818
PREFIX_ADD:q	SUFFIX_REPLACE:ar>dy	12	12	12	1.4873046875	10.5126953125	67	44	67	44	206.58333333333334	54.083333333333336	1819
PREFIX_ADD:d	SUFFIX_REPLACE:hol>hy	11	11	11	0.4873046875	10.5126953125	33	22	33	22	123.63636363636364	40.81818181818182	1820
PREFIX_REPLACE:lk>yk	SUFFIX_REPLACE:ey>ol	11	11	11	0.4873046875	10.5126953125	40	40	40	40	23.818181818181817	94.72727272727273	1821
PREFIX_ADD:o	SUFFIX_ADD:aly	11	11	11	0.48828125	10.51171875	59	11	59	11	263.54545454545456	22.727272727272727	1822
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:ey>od	11	11	11	0.4892578125	10.5107421875	61	30	61	30	193.27272727272728	31.09090909090909	1823
PREFIX_ADD:o	SUFFIX_ADD:ky	12	12	12	1.490234375	10.509765625	110	12	110	12	263.5833333333333	29.25	1824
PREFIX_ADD:t	SUFFIX_REPLACE:ey>ol	12	12	12	1.4921875	10.5078125	46	35	46	35	89.08333333333333	95.08333333333333	1825
PREFIX_ADD:y	SUFFIX_REPLACE:eol>ey	12	12	12	1.4921875	10.5078125	58	58	58	58	136.75	46.25	1826
PREFIX_REPLACE:qo>y	SUFFIX_REPLACE:eey>ol	12	12	12	1.4921875	10.5078125	58	58	58	58	96.16666666666667	56.75	1827
PREFIX_ADD:o	SUFFIX_REPLACE:dal>dy	12	12	12	1.4931640625	10.5068359375	54	44	54	44	263.5833333333333	42.416666666666664	1828
PREFIX_ADD:ch	SUFFIX_REPLACE:hdy>hey	11	11	11	0.494140625	10.505859375	33	33	33	33	191.0909090909091	38.72727272727273	1829
PREFIX_ADD:q	SUFFIX_REPLACE:ey>od	11	11	11	0.494140625	10.505859375	61	30	61	30	206.9090909090909	31.09090909090909	1830
PREFIX_ADD:ch	SUFFIX_REPLACE:edy>ody	12	12	12	1.4951171875	10.5048828125	120	51	120	51	190.91666666666666	59.083333333333336	1831
PREFIX_REPLACE:ot>yk	SUFFIX_REPLACE:edy>eey	11	11	11	0.4951171875	10.5048828125	33	22	33	22	41.72727272727273	65.45454545454545	1832
PREFIX_ADD:q	SUFFIX_REPLACE:ain>al	12	12	12	1.49609375	10.50390625	124	67	124	67	206.58333333333334	45.75	1833
PREFIX_REPLACE:t>y	SUFFIX_REPLACE:ey>ol	11	11	11	0.49609375	10.50390625	33	22	33	22	25.272727272727273	95.36363636363636	1834
PREFIX_ADD:qok	SUFFIX_ADD:l	12	12	12	1.498046875	10.501953125	91	24	91	24	57.5	85.41666666666667	1835
PREFIX_ADD:sh	SUFFIX_REPLACE:al>ar	11	11	11	0.5009765625	10.4990234375	52	11	52	11	100.18181818181819	69.72727272727273	1836
PREFIX_REPLACE:d>l	SUFFIX_REPLACE:ey>or	11	11	11	0.5009765625	10.4990234375	41	11	41	11	39.36363636363637	76.0909090909091	1837
PREFIX_ADD:q	SUFFIX_REPLACE:chy>ol	12	12	12	1.5029296875	10.4970703125	68	57	68	57	206.58333333333334	44.583333333333336	1838
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:al>chy	12	12	12	1.50390625	10.49609375	67	65	67	65	193.0	43.583333333333336	1839
PREFIX_REPLACE:ot>sh	SUFFIX_REPLACE:dy>ey	12	12	12	1.50390625	10.49609375	36	36	36	36	49.583333333333336	107.5	1840
PREFIX_REPLACE:l>o	SUFFIX_REPLACE:eey>ey	11	11	11	0.5048828125	10.4951171875	43	43	43	43	62.63636363636363	65.18181818181819	1841
PREFIX_REPLACE:sh>yk	SUFFIX_REPLACE:dy>or	11	11	11	0.505859375	10.494140625	33	32	33	32	29.818181818181817	78.81818181818181	1842
PREFIX_REPLACE:ok>sh	SUFFIX_REPLACE:ar>or	11	11	11	0.5068359375	10.4931640625	33	33	33	33	49.90909090909091	55.18181818181818	1843
PREFIX_ADD:q	SUFFIX_REPLACE:al>chy	12	12	12	1.5078125	10.4921875	77	65	77	65	206.58333333333334	43.583333333333336	1844
PREFIX_REPLACE:ch>yt	SUFFIX_REPLACE:ey>ol	11	11	11	0.5087890625	10.4912109375	33	21	33	21	30.181818181818183	95.63636363636364	1845
PREFIX_REPLACE:l>o	SUFFIX_REPLACE:ar>ol	11	11	11	0.509765625	10.490234375	40	11	40	11	62.54545454545455	64.18181818181819	1846
PREFIX_REPLACE:ok>ol	SUFFIX_REPLACE:dy>or	11	11	11	0.5126953125	10.4873046875	50	11	50	11	31.363636363636363	78.54545454545455	1847
PREFIX_REPLACE:ot>t	SUFFIX_ADD:or	11	11	11	0.5126953125	10.4873046875	33	21	33	21	54.63636363636363	54.90909090909091	1848
PREFIX_REPLACE:a>o	SUFFIX_ADD:ol	11	11	11	0.5146484375	10.4853515625	33	22	33	22	42.81818181818182	67.0	1849
PREFIX_ADD:qo	SUFFIX_REPLACE:ey>od	11	11	11	0.517578125	10.482421875	83	40	83	40	176.8181818181818	31.09090909090909	1850
PREFIX_REPLACE:d>t	SUFFIX_REPLACE:dy>or	11	11	11	0.517578125	10.482421875	33	21	33	21	41.18181818181818	78.63636363636364	1851
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:dal>dar	11	11	11	0.51953125	10.48046875	42	42	42	42	193.27272727272728	25.454545454545453	1852
PREFIX_REPLACE:ot>t	SUFFIX_REPLACE:edy>eey	11	11	11	0.51953125	10.48046875	33	22	33	22	54.45454545454545	65.45454545454545	1853
PREFIX_ADD:to	SUFFIX_ADD:al	11	11	11	0.5205078125	10.4794921875	93	11	93	11	26.636363636363637	74.54545454545455	1854
PREFIX_REPLACE:ok>ot	SUFFIX_REPLACE:dy>ody	12	12	12	1.521484375	10.478515625	47	45	47	45	75.41666666666667	69.91666666666667	1855
PREFIX_ADD:cho	SUFFIX_ADD:al	12	12	12	1.5244140625	10.4755859375	81	23	81	23	96.91666666666667	74.66666666666667	1856
PREFIX_ADD:l	SUFFIX_REPLACE:ey>or	12	12	12	1.5244140625	10.4755859375	103	22	103	22	113.08333333333333	75.91666666666667	1857
PREFIX_ADD:q	SUFFIX_REPLACE:dal>dar	11	11	11	0.525390625	10.474609375	53	42	53	42	206.9090909090909	25.454545454545453	1858
PREFIX_REPLACE:k>ok	SUFFIX_REPLACE:eey>ol	11	11	11	0.5263671875	10.4736328125	33	33	33	33	52.81818181818182	56.63636363636363	1859
PREFIX_ADD:ar	SUFFIX_ADD:y	12	12	12	1.52734375	10.47265625	81	23	81	23	13.5	197.0	1860
PREFIX_REPLACE:l>o	SUFFIX_REPLACE:ody>ol	11	11	11	0.52734375	10.47265625	41	41	41	41	62.54545454545455	68.27272727272727	1861
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:al>edy	12	12	12	1.5283203125	10.4716796875	47	47	47	47	193.0	41.5	1862
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:ain>ar	12	12	12	1.5302734375	10.4697265625	101	78	101	78	193.0	47.333333333333336	1863
PREFIX_ADD:d	SUFFIX_REPLACE:ody>or	11	11	11	0.5302734375	10.4697265625	43	31	43	31	123.45454545454545	54.72727272727273	1864
PREFIX_REPLACE:ot>qo	SUFFIX_REPLACE:ey>ol	11	11	11	0.5302734375	10.4697265625	41	32	41	32	25.545454545454547	95.45454545454545	1865
PREFIX_REPLACE:qo>sh	SUFFIX_REPLACE:dy>ey	12	12	12	1.53125	10.46875	42	30	42	30	57.833333333333336	107.5	1866
PREFIX_ADD:q	SUFFIX_REPLACE:al>edy	12	12	12	1.5341796875	10.4658203125	47	47	47	47	206.58333333333334	41.5	1867
PREFIX_ADD:sh	SUFFIX_REPLACE:dy>ol	11	11	11	0.537109375	10.462890625	92	19	92	19	99.54545454545455	91.0	1868
PREFIX_ADD:to	SUFFIX_ADD:ol	11	11	11	0.5380859375	10.4619140625	65	11	65	11	26.636363636363637	67.0	1869
PREFIX_ADD:o	SUFFIX_ADD:eol	11	11	11	0.5400390625	10.4599609375	42	41	42	41	264.0	17.0	1870
PREFIX_ADD:sh	SUFFIX_REPLACE:dy>ey	11	11	11	0.54296875	10.45703125	81	11	81	11	99.9090909090909	107.18181818181819	1871
PREFIX_REPLACE:ch>ok	SUFFIX_REPLACE:ol>or	12	12	12	1.5458984375	10.4541015625	36	36	36	36	63.583333333333336	82.25	1872
PREFIX_ADD:y	SUFFIX_REPLACE:ody>or	12	12	12	1.5498046875	10.4501953125	67	55	67	55	136.75	54.75	1873
PREFIX_ADD:p	SUFFIX_REPLACE:iin>in	11	11	11	0.55078125	10.44921875	96	11	96	11	68.27272727272727	64.72727272727273	1874
PREFIX_REPLACE:ot>t	SUFFIX_REPLACE:ey>ol	12	12	12	1.552734375	10.447265625	56	56	56	56	54.333333333333336	95.08333333333333	1875
PREFIX_ADD:o	SUFFIX_REPLACE:hdy>hy	12	12	12	1.5537109375	10.4462890625	67	67	67	67	263.5833333333333	42.333333333333336	1876
PREFIX_ADD:qo	SUFFIX_REPLACE:al>or	12	12	12	1.5556640625	10.4443359375	46	33	46	33	176.58333333333334	55.583333333333336	1877
PREFIX_REPLACE:ok>t	SUFFIX_REPLACE:ol>or	12	12	12	1.5556640625	10.4443359375	69	44	69	44	54.333333333333336	82.25	1878
PREFIX_REPLACE:ch>q	SUFFIX_ADD:chy	11	11	11	0.5556640625	10.4443359375	40	28	40	28	92.0909090909091	51.81818181818182	1879
PREFIX_REPLACE:k>ok	SUFFIX_REPLACE:ol>or	12	12	12	1.5576171875	10.4423828125	45	45	45	45	53.0	82.25	1880
PREFIX_REPLACE:ch>k	SUFFIX_REPLACE:dy>ol	11	11	11	0.5576171875	10.4423828125	43	22	43	22	36.36363636363637	91.36363636363636	1881
PREFIX_REPLACE:l>ol	SUFFIX_REPLACE:dy>ody	11	11	11	0.5576171875	10.4423828125	43	11	43	11	55.18181818181818	70.0	1882
PREFIX_REPLACE:c>s	SUFFIX_REPLACE:al>ar	12	12	12	1.5625	10.4375	102	47	102	47	122.16666666666667	69.83333333333333	1883
