role	formal_feature	log_odds_weight	support	positive_support	physical_folios	selected_model	claim_state
STAR_OR_SKY	H3:cho	0.440804474553	17	8	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:n	0.435526182390	30	14	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:os	0.425371475225	15	7	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:n$	0.423949922782	28	13	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:r$	0.403462303513	62	28	14	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:^c	0.383083705912	11	5	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:hol	0.383083705912	11	5	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:od	0.381025130644	22	10	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:c	0.364446088664	82	36	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:i	0.361140483037	38	17	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:och	0.352002038239	9	4	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:h	0.333692955901	88	38	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	LAYER:NONE	0.313737636187	269	106	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:tc	0.308301359655	7	3	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:dal	0.308301359655	7	3	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:tch	0.308301359655	7	3	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:yte	0.308301359655	7	3	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:y	0.268872740494	154	63	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_LEN:1	0.254984157170	26	11	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_LEN:4	0.251314428281	84	35	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^am	0.240915721060	5	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^s$	0.240915721060	5	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:air	0.240915721060	5	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:otc	0.240915721060	5	2	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_EXACT:s	0.240915721060	5	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:te	0.229449660012	24	10	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:yk	0.229449660012	24	10	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:hy$	0.229449660012	24	10	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	KIND:R	0.227772625240	105	43	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:oko	0.216367398204	17	7	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ai	0.206900638711	34	14	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_LEN:6	0.204449746353	61	25	14	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_LEN:3	0.195961480261	44	18	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:yke	0.193744576459	10	4	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:s	0.155099446502	45	18	13	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:o$	0.132267968578	38	15	12	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:da	0.126866720879	23	9	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:tal	0.123504767781	13	5	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:lc	0.121889817609	8	3	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:pc	0.121889817609	8	3	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:lch	0.121889817609	8	3	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:pch	0.121889817609	8	3	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_EXACT:ary	0.121889817609	8	3	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	LAYER:sh	0.121889817609	8	3	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ck	0.120316606811	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ea	0.120316606811	3	1	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ec	0.120316606811	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ep	0.120316606811	3	1	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:k$	0.120316606811	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:kh	0.120316606811	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:chs	0.120316606811	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ckh	0.120316606811	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ho$	0.120316606811	3	1	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:lam	0.120316606811	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ock	0.120316606811	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_EXACT:am	0.120316606811	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_EXACT:okol	0.120316606811	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_EXACT:yky	0.120316606811	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	CLOSURE:1	0.112303569892	64	25	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_LEN:7	0.102021614392	31	12	14	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:eo	0.093310179138	44	17	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ar$	0.079520705260	34	13	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:chy	0.075718537810	16	6	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ote	0.075718537810	16	6	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:oto	0.058063800955	24	9	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^or	0.056089466651	11	4	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ara	0.056089466651	11	4	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:kee	0.056089466651	11	4	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ch	0.053943954706	66	25	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:e	0.039756051302	93	35	14	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:p	0.014285957247	22	8	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:keo	0.013986241975	14	5	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:^s	0.013698844358	6	2	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^ch	0.013698844358	6	2	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^o$	0.013698844358	6	2	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:heo	0.013698844358	6	2	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ko$	0.013698844358	6	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:opc	0.013698844358	6	2	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:tor	0.013698844358	6	2	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ykc	0.013698844358	6	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_EXACT:o	0.013698844358	6	2	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:or	0.001121705109	41	15	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ot	-0.021789852932	66	24	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^ot	-0.021789852932	66	24	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ko	-0.024106921674	28	10	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	LAYER:s	-0.024106921674	28	10	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ir	-0.036367644171	9	3	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:oe	-0.036367644171	9	3	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:aly	-0.036367644171	9	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:tol	-0.036367644171	9	3	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ol$	-0.061557892999	37	13	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:kol	-0.065834361671	12	4	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:d	-0.093772900485	49	17	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^yk	-0.110665567888	21	7	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	CLOSURE:0	-0.112303569892	330	121	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:l$	-0.113659318473	75	26	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_LEN:2	-0.117783035656	44	15	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:^a	-0.130250153172	70	24	13	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:y$	-0.161367334266	111	38	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:^l	-0.171422266336	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ed	-0.171422266336	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:eos	-0.171422266336	4	1	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:iir	-0.171422266336	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:key	-0.171422266336	4	1	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:lol	-0.171422266336	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ory	-0.171422266336	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:tar	-0.171422266336	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:tee	-0.171422266336	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:yky	-0.171422266336	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_EXACT:oko	-0.171422266336	4	1	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_EXACT:otol	-0.171422266336	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:sh	-0.172712697687	7	2	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:eod	-0.174022753979	10	3	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:d$	-0.175352887478	13	4	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_EXACT:ar	-0.175352887478	13	4	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_LEN:8	-0.176703564490	16	5	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	LAYER:ch	-0.176703564490	16	5	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ta	-0.178075265913	19	6	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:al$	-0.185267067024	34	11	12	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	SECTION:C	-0.214775301644	85	28	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ke	-0.232629851478	32	10	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ee	-0.239270624439	26	8	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ota	-0.260956804700	17	5	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:^o	-0.268706170993	219	75	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^ar	-0.279604484105	33	10	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:o	-0.291446053426	277	97	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:r	-0.328633031479	120	38	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ol	-0.329315920071	75	23	13	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ain	-0.330970159467	8	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:oke	-0.339293112963	18	5	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:kc	-0.366042693942	15	4	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:kch	-0.366042693942	15	4	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_LEN:5	-0.379907706187	74	22	13	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^os	-0.398639143038	5	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:eor	-0.398639143038	5	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:oee	-0.398639143038	5	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:oro	-0.398639143038	5	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:tok	-0.398639143038	5	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	LAYER:q	-0.398639143038	5	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:al	-0.399025935827	62	18	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:lo	-0.405465108108	12	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:op	-0.405465108108	12	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ary	-0.405465108108	12	3	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ra	-0.412532275331	19	5	12	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ar	-0.413370287615	69	20	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:^e	-0.468625269276	9	2	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^ol	-0.473001315099	27	7	12	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	LAYER:d	-0.494002439773	52	14	13	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:e$	-0.504950659323	13	3	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:l	-0.520520773984	143	42	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:$	-0.527020309686	394	146	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:^	-0.527020309686	394	146	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ry	-0.528632242415	17	4	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ry$	-0.528632242415	17	4	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:a	-0.544769279818	165	49	17	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:eol	-0.585050685083	6	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:okc	-0.585050685083	6	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:old	-0.585050685083	6	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:^k	-0.590549097598	10	2	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:h$	-0.590549097598	10	2	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ch$	-0.590549097598	10	2	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:dar	-0.590549097598	10	2	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_LEN:9	-0.596154914573	14	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^al	-0.601871404784	18	4	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	GROUP_COUNT:4	-0.670674324708	19	4	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ly	-0.670674324708	19	4	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^op	-0.700067623405	11	2	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:do	-0.743308146863	7	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^ko	-0.743308146863	7	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:kar	-0.743308146863	7	1	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:oly	-0.743308146863	7	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_EXACT:al	-0.743308146863	7	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^ok	-0.745232240626	61	14	14	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:am	-0.758744463046	16	3	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ok	-0.797301385161	67	15	14	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:k	-0.801568142371	115	28	16	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H1:m	-0.831983625414	17	3	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	GROUP_COUNT:1	-0.847297860387	247	73	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:dl	-0.871395411966	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:ha	-0.871395411966	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:rc	-0.871395411966	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:rd	-0.871395411966	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H2:rk	-0.871395411966	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:^oe	-0.871395411966	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:als	-0.871395411966	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:cha	-0.871395411966	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:kai	-0.871395411966	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:lda	-0.871395411966	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:odo	-0.871395411966	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:par	-0.871395411966	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:rch	-0.871395411966	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	HOST_EXACT:otoky	-0.871395411966	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
STAR_OR_SKY	H3:ora	-0.880963256672	8	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
