page_host	event_count	physical_folio_count	opener_like_count	operation_like_count	ingredient_like_count	tool_like_count	closer_like_count	dominant_role_like	dominant_purity	role_entropy_bits	instruction_clause_like_count	short_argument_like_count	record_closer_like_count	unresolved_edge_class_count	dominant_abstract_role_like	dominant_abstract_purity	atlas_state
olkee	3	2	0	0	3	0	0	INGREDIENT	1.000000000	-0.000000000	0	3	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olkeech	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olkeechy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olkeee	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olkeeo	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olkeeol	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olkeeos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olkees	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olkeey	3	3	0	1	0	0	2	CLOSER	0.666666667	0.918295834	1	0	2	0	RECORD_CLOSER_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
olkol	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olkshey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olord	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olpchd	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olpchy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olr	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ols	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olshey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olsho	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ood	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ooeeor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oolkee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
op	3	3	0	2	1	0	0	OPERATION	0.666666667	0.918295834	2	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
opailo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opaira	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opch	7	5	0	1	6	0	0	INGREDIENT	0.857142857	0.591672779	1	6	0	0	SHORT_ARGUMENT_LIKE	0.857142857	CROSS_FOLIO_REPEATED
opcha	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opchcfhy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opche	8	7	0	0	8	0	0	INGREDIENT	1.000000000	-0.000000000	0	8	0	0	SHORT_ARGUMENT_LIKE	1.000000000	CROSS_FOLIO_REPEATED
opched	5	3	0	1	4	0	0	INGREDIENT	0.800000000	0.721928095	1	4	0	0	SHORT_ARGUMENT_LIKE	0.800000000	CROSS_FOLIO_REPEATED
opcheddl	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opchedyd	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opcheed	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opcheey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opcheo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opcheof	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opcheos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opcher	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opches	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opchey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opcho	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opchor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opchsd	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opd	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opdaildo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
opor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oqotaiiin	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
or	33	8	0	27	2	0	4	OPERATION	0.818181818	0.851001315	27	2	4	0	INSTRUCTION_CLAUSE_LIKE	0.818181818	CROSS_FOLIO_REPEATED
orkcheky	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oroiir	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
orols	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oror	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
orsheor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
orshy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
os	5	3	0	4	1	0	0	OPERATION	0.800000000	0.721928095	4	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.800000000	CROSS_FOLIO_REPEATED
osheol	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ot	52	8	0	29	20	0	3	OPERATION	0.557692308	1.237460905	29	20	3	0	INSTRUCTION_CLAUSE_LIKE	0.557692308	CROSS_FOLIO_REPEATED
otais	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otaly	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otaray	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otcha	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otchd	3	3	0	2	1	0	0	OPERATION	0.666666667	0.918295834	2	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
otchechy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otcheos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otech	3	2	0	1	2	0	0	INGREDIENT	0.666666667	0.918295834	1	2	0	0	SHORT_ARGUMENT_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
otechy	2	2	0	1	0	0	1	OPERATION	0.500000000	1.000000000	1	0	1	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
oteda	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otedor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oteechy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oteedchey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oteeeos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oteeotchy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oteosa	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otey	5	4	0	3	2	0	0	OPERATION	0.600000000	0.970950594	3	2	0	0	INSTRUCTION_CLAUSE_LIKE	0.600000000	CROSS_FOLIO_REPEATED
oto	3	2	0	0	3	0	0	INGREDIENT	1.000000000	-0.000000000	0	3	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otod	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otodchy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otoee	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otoiir	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otoky	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otolchd	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otolche	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otot	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ototeeey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otoy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
otyshey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oypshe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
p	3	2	1	2	0	0	0	OPERATION	0.666666667	0.918295834	2	0	0	1	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
paiino	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
paiir	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pairo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pal	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
palch	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
palshs	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
par	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pchd	4	4	1	2	1	0	0	OPERATION	0.500000000	1.500000000	2	1	0	1	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
pchda	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pchdaro	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pchdoiin	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pchdol	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pche	3	2	0	0	3	0	0	INGREDIENT	1.000000000	-0.000000000	0	3	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pched	5	4	3	1	0	0	1	OPENER	0.600000000	1.370950594	1	0	1	3	UNRESOLVED_EDGE_CLASS	0.600000000	CROSS_FOLIO_REPEATED
pchedairs	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pchedch	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcheed	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcheo	3	2	1	0	2	0	0	INGREDIENT	0.666666667	0.918295834	0	2	0	1	SHORT_ARGUMENT_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
pcheockhy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcheod	5	4	2	3	0	0	0	OPERATION	0.600000000	0.970950594	3	0	0	2	INSTRUCTION_CLAUSE_LIKE	0.600000000	CROSS_FOLIO_REPEATED
pcheokeey	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcheol	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcheoor	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcheor	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcheos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcheskchy	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcho	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pchod	3	2	1	2	0	0	0	OPERATION	0.666666667	0.918295834	2	0	0	1	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
pchol	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcholk	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcholky	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pcholor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pchor	3	3	1	1	1	0	0	OPERATION	0.333333333	1.584962501	1	1	0	1	INSTRUCTION_CLAUSE_LIKE	0.333333333	DESCRIPTIVE_LOW_CAPACITY
pchoror	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pchosos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pchsed	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pd	2	1	1	1	0	0	0	OPENER	0.500000000	1.000000000	1	0	0	1	UNRESOLVED_EDGE_CLASS	0.500000000	DESCRIPTIVE_LOW_CAPACITY
po	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pod	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
podaro	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
podshe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
poed	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pok	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pol	6	2	0	6	0	0	0	OPERATION	1.000000000	-0.000000000	6	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
polairy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
polche	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
polchechy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
polched	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
polcheolk	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
polchor	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
polor	2	2	2	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	2	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
polsairy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
poly	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
por	5	4	2	3	0	0	0	OPERATION	0.600000000	0.970950594	3	0	0	2	INSTRUCTION_CLAUSE_LIKE	0.600000000	CROSS_FOLIO_REPEATED
porarchy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
posairy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
posheos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pshd	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pshe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
psheo	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
psheod	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
