operation	field	source_value	target_value	page_host	source_surface_sha256	target_surface_sha256	source_events	target_events	delta_first	delta_middle	delta_last
wrapper:ch>che	wrapper	ch	che	al	28b4640ead7b6bc735189e6b0d386bf098d48346d9d803e73b12f0d68f5cd60d	22bc47e812ced3a11bde6900e04e8355539948c79f1fc871783aae8e8c552317	10	14	0.000000000000	0.128571428571	-0.128571428571
wrapper:che>s	wrapper	che	s	al	22bc47e812ced3a11bde6900e04e8355539948c79f1fc871783aae8e8c552317	ffe2d77f8f34dd3e382569c525bb854853e2b42a98fb47927d9a7b7a881f0b04	14	10	0.200000000000	-0.628571428571	0.428571428571
wrapper:NONE>d	wrapper	NONE	d	al	6351825030155836664876686dcff61b6a91254a0458537072a1b26ad151b5ce	c7abd4dc26cd750f72b87bb9da1b462c07b20c77c4fc299ef12377adc904ed8d	33	64	0.015625000000	-0.084753787879	0.069128787879
wrapper:NONE>ch	wrapper	NONE	ch	al	6351825030155836664876686dcff61b6a91254a0458537072a1b26ad151b5ce	28b4640ead7b6bc735189e6b0d386bf098d48346d9d803e73b12f0d68f5cd60d	33	10	0.000000000000	0.012121212121	-0.012121212121
wrapper:NONE>s	wrapper	NONE	s	al	6351825030155836664876686dcff61b6a91254a0458537072a1b26ad151b5ce	ffe2d77f8f34dd3e382569c525bb854853e2b42a98fb47927d9a7b7a881f0b04	33	10	0.200000000000	-0.487878787879	0.287878787879
wrapper:ch>d	wrapper	ch	d	al	28b4640ead7b6bc735189e6b0d386bf098d48346d9d803e73b12f0d68f5cd60d	c7abd4dc26cd750f72b87bb9da1b462c07b20c77c4fc299ef12377adc904ed8d	10	64	0.015625000000	-0.096875000000	0.081250000000
dy_closure:0>1	dy_closure	0	1	al	c7abd4dc26cd750f72b87bb9da1b462c07b20c77c4fc299ef12377adc904ed8d	0bcccc606e3bcba3b3f001b3ae334b6069c0f7abd93dc9909ca09707d97b3183	64	6	-0.015625000000	0.130208333333	-0.114583333333
wrapper:d>s	wrapper	d	s	al	c7abd4dc26cd750f72b87bb9da1b462c07b20c77c4fc299ef12377adc904ed8d	ffe2d77f8f34dd3e382569c525bb854853e2b42a98fb47927d9a7b7a881f0b04	64	10	0.184375000000	-0.403125000000	0.218750000000
wrapper:ch>s	wrapper	ch	s	al	28b4640ead7b6bc735189e6b0d386bf098d48346d9d803e73b12f0d68f5cd60d	ffe2d77f8f34dd3e382569c525bb854853e2b42a98fb47927d9a7b7a881f0b04	10	10	0.200000000000	-0.500000000000	0.300000000000
wrapper:sh>t	wrapper	sh	t	ee	923524ba3c54e7cdc25922dde85653f32664112c840a25dfb889008e7ab8bcb9	b382c5565d86c185f97abd19631d56da8837bdeb265c965db46e47060c006e48	28	6	0.000000000000	0.000000000000	0.000000000000
wrapper:NONE>q	wrapper	NONE	q	ee	404db8656dc5162afd76c8b88e79e98eee1f214282b6d8fc12fc46f7b8229ba6	c75fcbca1ed20bf51a55d549893abe1cd47f1b6d2c20ec3e8599bd68e2b2944e	29	27	0.187739463602	-0.118773946360	-0.068965517241
wrapper:NONE>d	wrapper	NONE	d	a	ab6db599234d2636659cba1aa191bd014c3867d5cfade98ff694785c20c28fc6	2fcb6465ee5cbfa3567355b4f7abe6f03ea08e9283de9c834d1297b1df2c6288	5	20	0.000000000000	-0.100000000000	0.100000000000
wrapper:ch>d	wrapper	ch	d	a	477ed0b8b93cf4a3af48494c16c3426852222e18a998d4d5f1cfde7856dfc261	2fcb6465ee5cbfa3567355b4f7abe6f03ea08e9283de9c834d1297b1df2c6288	7	20	0.000000000000	0.014285714286	-0.014285714286
wrapper:NONE>ch	wrapper	NONE	ch	a	ab6db599234d2636659cba1aa191bd014c3867d5cfade98ff694785c20c28fc6	477ed0b8b93cf4a3af48494c16c3426852222e18a998d4d5f1cfde7856dfc261	5	7	0.000000000000	-0.114285714286	0.114285714286
right_family:ain>ar	right_family	ain	ar	k	73522373e8bb7387a28d494cd4deefc825b2434249ccd4945bbaaef6948c732d	f429d420086f70a3b72b10bff0446d87dea2a385ad9ea49a135e547414d91cc2	10	12	0.000000000000	0.100000000000	-0.100000000000
right_family:aiin>ain	right_family	aiin	ain	k	5934024cb5a43fbc2b3a091ce456c1d63f9d29247bba76f0077b8678c5e1c7d3	73522373e8bb7387a28d494cd4deefc825b2434249ccd4945bbaaef6948c732d	9	10	0.000000000000	-0.100000000000	0.100000000000
right_family:aiin>ar	right_family	aiin	ar	k	5934024cb5a43fbc2b3a091ce456c1d63f9d29247bba76f0077b8678c5e1c7d3	f429d420086f70a3b72b10bff0446d87dea2a385ad9ea49a135e547414d91cc2	9	12	0.000000000000	0.000000000000	0.000000000000
wrapper:NONE>ch	wrapper	NONE	ch	k	5934024cb5a43fbc2b3a091ce456c1d63f9d29247bba76f0077b8678c5e1c7d3	475054d677ca860dd57ea14f35f1f3c4e7d466b82a556ca2c34b7712075bf8fe	9	9	0.111111111111	-0.333333333333	0.222222222222
right_family:NONE>aiin	right_family	NONE	aiin	r	454349e422f05297191ead13e21d3db520e5abef52055e4964b82fb213f593a1	8195f072b0560abcfded0235aa4fbe3eaaa3e36b822e8dddb6a996a9edcb8264	19	9	0.000000000000	0.052631578947	-0.052631578947
wrapper:NONE>q	wrapper	NONE	q	okeeey	a1a3ca986df2bc603969365f9e4413614049f5036bc3a7e23a417a6a91023600	3933429ecde22497371de05cb641e2658eba92efa8c363201861dcf1d8260112	8	6	0.500000000000	-0.250000000000	-0.250000000000
wrapper:NONE>ch	wrapper	NONE	ch	d	9facd6ca6d5a26cd477d3a17da7140a3d9078f0d45e749074c24da337f6718cb	08b52c23957eafc8032036c1907e79d97305ff1524cab33e0097e4984aeae5af	14	20	0.050000000000	-0.107142857143	0.057142857143
wrapper:NONE>q	wrapper	NONE	q	d	9facd6ca6d5a26cd477d3a17da7140a3d9078f0d45e749074c24da337f6718cb	ccf3b8f47e3aceb6fbf02acbb0e0264ab246ed9af0028546bce81d6dd2d4ec2d	14	11	0.000000000000	0.142857142857	-0.142857142857
right_family:aiin>ar	right_family	aiin	ar	d	9facd6ca6d5a26cd477d3a17da7140a3d9078f0d45e749074c24da337f6718cb	e465cffd242564e7c8b4b9fee1e4f8be2fca8ab655b500c1c39d4caf4b1a9a39	14	7	0.285714285714	-0.285714285714	0.000000000000
wrapper:NONE>sh	wrapper	NONE	sh	d	9facd6ca6d5a26cd477d3a17da7140a3d9078f0d45e749074c24da337f6718cb	e2ea9bf116b5c0d0396da028c44bbbe7dd92f7989ba7a88141179d1111d08633	14	8	0.250000000000	-0.357142857143	0.107142857143
right_family:aiin>ain	right_family	aiin	ain	d	ccf3b8f47e3aceb6fbf02acbb0e0264ab246ed9af0028546bce81d6dd2d4ec2d	245337ca27a70b4d383dd93a87a8b28aed452c21386753c3361e4c56ce93033d	11	5	0.000000000000	0.000000000000	0.000000000000
wrapper:ch>che	wrapper	ch	che	d	eb08d69de7993217046c39ee486d035d5ef95abb848fc53e81e289a958170189	36dd21c9d9a54725b69f1986da8e20f01eb5b1141813cc57577db44f7e1e1779	8	11	0.090909090909	-0.181818181818	0.090909090909
right_family:aiin>ain	right_family	aiin	ain	d	36dd21c9d9a54725b69f1986da8e20f01eb5b1141813cc57577db44f7e1e1779	9629b2364899987a12302219a302ba76563e04bd017fe57f68e9f86f07c0f44c	11	5	-0.090909090909	0.181818181818	-0.090909090909
right_family:aiin>ar	right_family	aiin	ar	d	36dd21c9d9a54725b69f1986da8e20f01eb5b1141813cc57577db44f7e1e1779	07283d85adc4c5e772f8f34466d170cacdc6b75c864205f1fe3f0511afc13bbb	11	6	-0.090909090909	0.181818181818	-0.090909090909
wrapper:ch>q	wrapper	ch	q	d	08b52c23957eafc8032036c1907e79d97305ff1524cab33e0097e4984aeae5af	ccf3b8f47e3aceb6fbf02acbb0e0264ab246ed9af0028546bce81d6dd2d4ec2d	20	11	-0.050000000000	0.250000000000	-0.200000000000
wrapper:ch>sh	wrapper	ch	sh	d	08b52c23957eafc8032036c1907e79d97305ff1524cab33e0097e4984aeae5af	e2ea9bf116b5c0d0396da028c44bbbe7dd92f7989ba7a88141179d1111d08633	20	8	0.200000000000	-0.250000000000	0.050000000000
wrapper:q>sh	wrapper	q	sh	d	ccf3b8f47e3aceb6fbf02acbb0e0264ab246ed9af0028546bce81d6dd2d4ec2d	e2ea9bf116b5c0d0396da028c44bbbe7dd92f7989ba7a88141179d1111d08633	11	8	0.250000000000	-0.500000000000	0.250000000000
right_family:ain>ar	right_family	ain	ar	d	9629b2364899987a12302219a302ba76563e04bd017fe57f68e9f86f07c0f44c	07283d85adc4c5e772f8f34466d170cacdc6b75c864205f1fe3f0511afc13bbb	5	6	0.000000000000	0.000000000000	0.000000000000
wrapper:NONE>q	wrapper	NONE	q	che	909ecb75fe0e481e26de9f9524a84906cdaaf20b10cbcc9499e09c33d691495f	0067023835e2e44781d633c33ea2577cd11bbca82a4999d993b1d798f110351c	7	9	0.000000000000	0.142857142857	-0.142857142857
wrapper:d>t	wrapper	d	t	che	dc9680696d965a8366d1c9db4d9af3d9eb341abb1f73731b420357c4eb715bf2	5951fcff1742604a12e4ec78742b94d5284c8f4d73eaaab82087a3be3ce7e031	9	15	0.244444444444	-0.244444444444	0.000000000000
dy_closure:0>1	dy_closure	0	1	eo	827e9c75c15af73c9f8d854dc727b9d119a7c8ff402945bf9ed1e07a9ef6064b	f6a6b48cf8cd52bf11c83797f12ec1bd0fdb0cc26068682c79abcb3fa3e026c3	11	8	0.125000000000	-0.250000000000	0.125000000000
wrapper:NONE>q	wrapper	NONE	q	ol	fd31e54ce733c6b94fcf2e0a884958423ccac5f202f36a9943c23eb02167d950	56ae7113914904e87850d969de24683ad04f608fc6c5af9fe17210223c45d8b3	27	20	0.064814814815	-0.027777777778	-0.037037037037
wrapper:ch>q	wrapper	ch	q	okchy	90ac38b3e0afc530cfa0d9aa1ed0c2c0237d5402d9963fd3331037d6210ee819	61e2dd324b2b889a9f4282b3c1f883c2206813ef2f5e30bf4c62f4418c743aae	6	21	0.285714285714	-0.285714285714	0.000000000000
wrapper:NONE>q	wrapper	NONE	q	okchy	4bfaf07ab0d1f927ef7c6907fe9cad7d86b4f959d2aca600855dd238506442b6	61e2dd324b2b889a9f4282b3c1f883c2206813ef2f5e30bf4c62f4418c743aae	7	21	0.000000000000	0.142857142857	-0.142857142857
wrapper:NONE>ch	wrapper	NONE	ch	okchy	4bfaf07ab0d1f927ef7c6907fe9cad7d86b4f959d2aca600855dd238506442b6	90ac38b3e0afc530cfa0d9aa1ed0c2c0237d5402d9963fd3331037d6210ee819	7	6	-0.285714285714	0.428571428571	-0.142857142857
wrapper:NONE>q	wrapper	NONE	q	chey	1e0aed276576b685912638d05dc6d76e4db060a736cd2ed9fb4ae22481c8e2a3	2c3e3843acd1da6fc35226476761c475e64172879581fed476622a7c6b3a1671	8	8	-0.125000000000	0.125000000000	0.000000000000
wrapper:NONE>q	wrapper	NONE	q	okche	507d0a23873320fc7e8d16280776e6d39c7d44da9da73f8aa641d9c44619ab39	264c0917500a17bfde78614d735578e80d4d3b918a178c25efefc1834282183d	5	10	0.200000000000	-0.200000000000	0.000000000000
wrapper:NONE>d	wrapper	NONE	d	air	9fe430e5274621be518924ed90d2355f39eeb1d4d98fb00ea0022f3a26ba5595	9c5e1af7dc967027712e902f693ac83418463ac97e702d7f5a8124e26cdaef84	9	22	0.272727272727	-0.318181818182	0.045454545455
wrapper:NONE>s	wrapper	NONE	s	air	9fe430e5274621be518924ed90d2355f39eeb1d4d98fb00ea0022f3a26ba5595	ab0d4d26b12cc84bbb5be9d075bf3a3e54aaafcdadbca8e89e0d02a7e3e0f832	9	8	0.750000000000	-0.750000000000	0.000000000000
wrapper:d>s	wrapper	d	s	air	9c5e1af7dc967027712e902f693ac83418463ac97e702d7f5a8124e26cdaef84	ab0d4d26b12cc84bbb5be9d075bf3a3e54aaafcdadbca8e89e0d02a7e3e0f832	22	8	0.477272727273	-0.431818181818	-0.045454545455
right_family:aiin>ar	right_family	aiin	ar	lk	0992ca8cf329404e39c8ee0d5a0438b32c7e6c7ee72b3a4efe8530dff2b95093	d2577aa20bf7b00bbb5781bf5cd4ad95ebe3867c7d2590708a99716e5081c5a7	11	6	0.000000000000	0.181818181818	-0.181818181818
right_family:aiin>ain	right_family	aiin	ain	lk	0992ca8cf329404e39c8ee0d5a0438b32c7e6c7ee72b3a4efe8530dff2b95093	e5297e3d7dbba9de552577652cc31afb007e5e2c10bade1540c2fa91adcea789	11	13	0.000000000000	0.104895104895	-0.104895104895
right_family:ain>ar	right_family	ain	ar	lk	e5297e3d7dbba9de552577652cc31afb007e5e2c10bade1540c2fa91adcea789	d2577aa20bf7b00bbb5781bf5cd4ad95ebe3867c7d2590708a99716e5081c5a7	13	6	0.000000000000	0.076923076923	-0.076923076923
wrapper:NONE>d	wrapper	NONE	d	aiiin	5266ec758ae4a86289047988fd8ce3adadd339a3459c9af18752c2c12feed455	f917592398c2d52bbf0cfd20e3ee54456193b769602fc8deb05510c00a7cc0eb	11	7	0.142857142857	-0.480519480519	0.337662337662
right_family:aiin>ar	right_family	aiin	ar	yk	e3544300d051f419e1978fddeeacaefd2a70b9f0b66f37dbadbe226461007494	4e7ba8b1b532aa0a962d86e0b15682e6a89ead82f6dbbd21704ffe940419d11f	8	8	0.250000000000	-0.375000000000	0.125000000000
right_family:aiin>ain	right_family	aiin	ain	olk	c27aa7da922a829b3f3d1033714dde76c0a3533fd199fe0071c91ff4e0b67ea9	b60e050224423497817e46d5509e4bed165c4c9af44b43c55151ee17bf58b462	6	12	0.083333333333	0.000000000000	-0.083333333333
wrapper:NONE>che	wrapper	NONE	che	s	043a718774c572bd8a25adbeb1bfcd5c0256ae11cecf9f9c3f925d0e52beaf89	5ef82613e0ddd7e4b822a5ad0f8a9545f7b19e7268a632fdd1e15853cae5f731	52	6	-0.019230769231	0.250000000000	-0.230769230769
right_family:aiin>ain	right_family	aiin	ain	yt	2d351300b54b52aa15c45f5620270ac60a6fb3e561f0a137bbc6f02b641dfc7b	e7836886544baf5b36187e17699f2d219aef81c8cce68350ada900df6fcf574f	15	6	-0.200000000000	0.233333333333	-0.033333333333
right_family:aiin>ar	right_family	aiin	ar	yt	2d351300b54b52aa15c45f5620270ac60a6fb3e561f0a137bbc6f02b641dfc7b	1cd91f4aa4bdc5ad4058e5960c1a52109c48e16c75b1de9da321cef1f3455a94	15	6	0.300000000000	-0.100000000000	-0.200000000000
right_family:ain>ar	right_family	ain	ar	yt	e7836886544baf5b36187e17699f2d219aef81c8cce68350ada900df6fcf574f	1cd91f4aa4bdc5ad4058e5960c1a52109c48e16c75b1de9da321cef1f3455a94	6	6	0.500000000000	-0.333333333333	-0.166666666667
wrapper:che>sh	wrapper	che	sh	eky	6a14b20875e59e35cae0cba72e8ca9ea937789970ce7ba2e3acbc5250af98b4b	4af288a39d6bc6a9c325fbbe2071d2a19d543ec52093f1fad92d62185bc8afaa	5	8	-0.200000000000	0.200000000000	0.000000000000
wrapper:NONE>q	wrapper	NONE	q	okchey	908568596ab4050eb20837e1a3c3e319514c22fcad7c808232aad9576803758a	18bbf0bedc084be1517a338b71bc18c9edb85d3ee2196cd923169d83344ecae7	6	10	-0.166666666667	0.333333333333	-0.166666666667
wrapper:d>t	wrapper	d	t	chol	e2fba7e1ffee1c6ad664aa02bdfaee6f34360a706f3111787e26b49213455560	4658d77e3c870930a5ebaeaf84f5776096592750d679a2468df478475b94ecfb	11	6	-0.272727272727	0.363636363636	-0.090909090909
wrapper:NONE>q	wrapper	NONE	q	chor	2968cd9c5bf2ddfdc02d22df7705a806b54c0f2e4df8200de242764de0e10716	176297f84e3e88cd0d3be368f797a6a1d7c88af57a8a36facddb9bdcde716a74	5	5	0.200000000000	0.000000000000	-0.200000000000
wrapper:d>t	wrapper	d	t	chor	e271da3ce02ddce83d418d58216159815b67a22b10b73069b391ed362395203d	a1b783879f42e56d3c2e74d5da50ffbb457e81cefaceaf6c6ecf22787b9dc7f8	9	7	-0.380952380952	0.380952380952	0.000000000000
wrapper:NONE>ch	wrapper	NONE	ch	oiin	5a8481d17c8a11f2681bd65ec03344cd32b83c99fe1fcc624aaf14e88f3166cf	3d3abbda23e94ad50ec629cf36d834b66cd4fa6c2beb6c253532d028485c3cfe	5	6	0.000000000000	-0.166666666667	0.166666666667
wrapper:NONE>q	wrapper	NONE	q	olche	9f6a242b73e6b3dbb8b00781c641f6d95137f5a7c0523de41ccfbd16214bf35e	382e49e7238508427af5f7328d6a3866c46cbe54dd106899e793531a76aca071	12	6	0.083333333333	0.166666666667	-0.250000000000
wrapper:NONE>q	wrapper	NONE	q	chy	36528d4ee8b44a3b506ef44fbf3e8f6f74b4abefe8010e2b27e52a3d7499fce2	10581f3eb7a53d5561448dbe644a8d1189e89717023660a1c7e5c05ee6d13f73	12	22	0.234848484848	-0.234848484848	0.000000000000
wrapper:ch>q	wrapper	ch	q	chy	3f660019c73bf4c6ec13d33461ef14ea0ac1d0aa1c16a1ff42c70d3375519727	10581f3eb7a53d5561448dbe644a8d1189e89717023660a1c7e5c05ee6d13f73	6	22	0.151515151515	0.181818181818	-0.333333333333
wrapper:NONE>ch	wrapper	NONE	ch	chy	36528d4ee8b44a3b506ef44fbf3e8f6f74b4abefe8010e2b27e52a3d7499fce2	3f660019c73bf4c6ec13d33461ef14ea0ac1d0aa1c16a1ff42c70d3375519727	12	6	0.083333333333	-0.416666666667	0.333333333333
wrapper:d>t	wrapper	d	t	chy	0b6c41c60f9bcc108930415ec64ffb8acc87e7d4c1a1de828da0bb920902e831	1f76f9da81e4f112f289edc7b7d64293b9a1c21d541c4c2cafa1a6b02489408e	6	7	0.142857142857	-0.285714285714	0.142857142857
wrapper:ch>d	wrapper	ch	d	an	2466fcafe0531db08547f61d39bd340224e92f3410d58837e04cb845d790b970	ec4f2dbb3b140095550c9afbbb69b5d6fd9e814b9da82fad0b34e9fcbe56f1cb	5	11	0.000000000000	-0.636363636364	0.636363636364
