locus	page	physical_folio	register	hand	group_count	length_bucket	paragraph_start	opening_token	opening_member	closing_token	closing_member	q2_open	b3_close
f108r.6	f108r	f108	SB	3	13	10PLUS	0	ol	A1	y	A2	0	0
f108r.8	f108r	f108	SB	3	12	10PLUS	1	pochedy	P1	qetam	B3	0	1
f108v.1	f108v	f108	SB	3	12	10PLUS	1	pchedal	P1	ol	B2	0	0
f108v.12	f108v	f108	SB	3	12	10PLUS	1	tshedky	Q2	tedam	B3	1	1
f108v.17	f108v	f108	SB	3	11	10PLUS	0	qokeey	D1	raram	B3	0	1
f108v.24	f108v	f108	SB	3	12	10PLUS	0	daiin	B1	oram	B3	0	1
f108v.37	f108v	f108	SB	3	11	10PLUS	0	sain	C2	dalam	B3	0	1
f108v.38	f108v	f108	SB	3	10	10PLUS	0	dsheol	B1	otam	B3	0	1
f108v.40	f108v	f108	SB	3	10	10PLUS	0	daiin	B1	qotaiin	G1	0	0
f108v.43	f108v	f108	SB	3	9	9	0	shodain	L1	okeearam	B3	0	1
f108v.47	f108v	f108	SB	3	10	10PLUS	0	ycheey	A2	lchedy	A2	0	0
f108v.49	f108v	f108	SB	3	12	10PLUS	0	saiin	C2	oam	B3	0	1
f108v.50	f108v	f108	SB	3	12	10PLUS	0	dsheey	B1	qokey	A2	0	0
f108v.52	f108v	f108	SB	3	11	10PLUS	0	saiin	C2	qokeey	A2	0	0
f108v.6	f108v	f108	SB	3	10	10PLUS	0	oeeedain	A1	kedarxy	A2	0	0
f111r.1	f111r	f111	SB	3	11	10PLUS	1	kcholchdar	Q1	shey	A2	0	0
f111r.10	f111r	f111	SB	3	12	10PLUS	0	ykeedaiin	A2	oty	A2	0	0
f111r.12	f111r	f111	SB	3	11	10PLUS	0	dsheeo	B1	cheam	B3	0	1
f111r.17	f111r	f111	SB	3	12	10PLUS	0	otes	A1	otam	B3	0	1
f111r.23	f111r	f111	SB	3	10	10PLUS	0	dshey	B1	qokechedy	A2	0	0
f111r.29	f111r	f111	SB	3	13	10PLUS	0	salkeedy	C2	qod	B1	0	0
f111r.41	f111r	f111	SB	3	10	10PLUS	0	ycheey	A2	otaral	B2	0	0
f111r.43	f111r	f111	SB	3	5	5	0	okeedy	A1	chedy	A2	0	0
f111r.48	f111r	f111	SB	3	10	10PLUS	1	poeokeey	P1	daim	B3	0	1
f111r.5	f111r	f111	SB	3	7	7	0	saiin	C2	otain	F1	0	0
f111r.54	f111r	f111	SB	3	6	6	0	tair	Q2	okal	B2	1	0
f111r.6	f111r	f111	SB	3	13	10PLUS	1	dain	B1	dary	A2	0	0
f111r.7	f111r	f111	SB	3	13	10PLUS	0	sshedy	C2	om	B3	0	1
f111r.8	f111r	f111	SB	3	12	10PLUS	0	daiin	B1	qotchdy	A2	0	0
f111v.17	f111v	f111	SB	3	12	10PLUS	0	solkain	C2	otain	F1	0	0
f111v.19	f111v	f111	SB	3	11	10PLUS	0	qokaiin	D1	qokaiin	G1	0	0
f111v.20	f111v	f111	SB	3	11	10PLUS	0	shain	L1	ar	C1	0	0
f111v.21	f111v	f111	SB	3	15	10PLUS	0	sair	C2	alam	B3	0	1
f111v.24	f111v	f111	SB	3	11	10PLUS	0	cheodain	K1	chctham	B3	0	1
f111v.30	f111v	f111	SB	3	11	10PLUS	0	shokar	L1	lky	A2	0	0
f111v.31	f111v	f111	SB	3	12	10PLUS	1	pochey	P1	llm	B3	0	1
f111v.35	f111v	f111	SB	3	12	10PLUS	0	oain	A1	y	A2	0	0
f111v.39	f111v	f111	SB	3	11	10PLUS	0	dsheey	B1	lchdy	A2	0	0
f111v.40	f111v	f111	SB	3	9	9	0	ykeeey	A2	lchsl	B2	0	0
f111v.44	f111v	f111	SB	3	5	5	0	dain	B1	or	C1	0	0
f111v.5	f111v	f111	SB	3	12	10PLUS	0	qokeed	D1	lol	B2	0	0
f111v.50	f111v	f111	SB	3	12	10PLUS	0	shaiin	L1	or	C1	0	0
f112r.11	f112r	f112	SB	3	8	8	1	tchedy	Q2	chotyr	C1	1	0
f112r.12	f112r	f112	SB	3	9	9	0	dchedy	B1	ror	C1	0	0
f112r.13	f112r	f112	SB	3	10	10PLUS	0	sor	C2	dy	A2	0	0
f112r.18	f112r	f112	SB	3	10	10PLUS	0	saiin	C2	cham	B3	0	1
f112r.2	f112r	f112	SB	3	8	8	0	saiin	C2	otar	C1	0	0
f112r.20	f112r	f112	SB	3	11	10PLUS	0	qoaiin	D1	ody	A2	0	0
f112r.25	f112r	f112	SB	3	11	10PLUS	0	tedain	Q2	okey	A2	1	0
f112r.26	f112r	f112	SB	3	3	3	0	tockhy	Q2	chedam	B3	1	1
f112r.27	f112r	f112	SB	3	8	8	1	pcholkeedy	P1	shty	A2	0	0
f112r.3	f112r	f112	SB	3	8	8	0	or	A1	odys	C2	0	0
f112r.30	f112r	f112	SB	3	9	9	0	tar	Q2	cheom	B3	1	1
f112r.35	f112r	f112	SB	3	11	10PLUS	0	sain	C2	okeedy	A2	0	0
f112r.36	f112r	f112	SB	3	6	6	0	sain	C2	olam	B3	0	1
f112r.4	f112r	f112	SB	3	7	7	0	qokeedy	D1	oram	B3	0	1
f112v.12	f112v	f112	SB	3	9	9	0	daiin	B1	qoty	A2	0	0
f112v.13	f112v	f112	SB	3	9	9	0	dcheoty	B1	otam	B3	0	1
f112v.18	f112v	f112	SB	3	10	10PLUS	0	saiin	C2	am	B3	0	1
f112v.31	f112v	f112	SB	3	5	5	0	tar	Q2	arar	C1	1	0
f112v.33	f112v	f112	SB	3	10	10PLUS	0	or	A1	chol	B2	0	0
f112v.34	f112v	f112	SB	3	8	8	0	saiin	C2	chdam	B3	0	1
f112v.36	f112v	f112	SB	3	10	10PLUS	1	tchede	Q2	raram	B3	1	1
f112v.37	f112v	f112	SB	3	11	10PLUS	0	teedal	Q2	qokam	B3	1	1
f112v.39	f112v	f112	SB	3	9	9	1	teodarody	Q2	chcthd	B1	1	0
f112v.40	f112v	f112	SB	3	11	10PLUS	0	y	A2	daiin	G1	0	0
f112v.5	f112v	f112	SB	3	9	9	0	sain	C2	cheeoldy	A2	0	0
f113r.16	f113r	f113	SB	3	11	10PLUS	1	pcheoor	P1	chepchar	C1	0	0
f113r.3	f113r	f113	SB	3	5	5	0	shchs	L1	oteeosy	A2	0	0
f113r.30	f113r	f113	SB	3	11	10PLUS	1	folchear	P2	opy	A2	0	0
f113r.32	f113r	f113	SB	3	11	10PLUS	0	shodaiin	L1	qotal	B2	0	0
f113r.37	f113r	f113	SB	3	10	10PLUS	1	tshedy	Q2	otal	B2	1	0
f113r.44	f113r	f113	SB	3	4	4	0	cheeky	K1	lkaiin	G1	0	0
f113r.50	f113r	f113	SB	3	10	10PLUS	0	tchedy	Q2	oteedy	A2	1	0
f113r.51	f113r	f113	SB	3	7	7	0	ykeeol	A2	loary	A2	0	0
f113r.6	f113r	f113	SB	3	16	10PLUS	0	sor	C2	ol	B2	0	0
f113v.12	f113v	f113	SB	3	5	5	0	solchedy	C2	oror	C1	0	0
f113v.13	f113v	f113	SB	3	12	10PLUS	1	poraiin	P1	llor	C1	0	0
f113v.24	f113v	f113	SB	3	4	4	0	olkeey	A1	cheos	C2	0	0
f113v.25	f113v	f113	SB	3	12	10PLUS	1	tokary	Q2	qotam	B3	1	1
f113v.26	f113v	f113	SB	3	13	10PLUS	0	okiin	A1	loty	A2	0	0
f113v.38	f113v	f113	SB	3	10	10PLUS	1	pcholky	P1	qoteal	B2	0	0
f113v.44	f113v	f113	SB	3	6	6	0	daiin	B1	oloiin	G1	0	0
f113v.49	f113v	f113	SB	3	10	10PLUS	0	yshey	A2	keedy	A2	0	0
f113v.7	f113v	f113	SB	3	12	10PLUS	1	fcheshd	P2	oteal	B2	0	0
f113v.8	f113v	f113	SB	3	11	10PLUS	0	ycheody	A2	toky	A2	0	0
f113v.9	f113v	f113	SB	3	7	7	0	dair	B1	olchy	A2	0	0
f114r.13	f114r	f114	SB	3	3	3	0	qokchedy	D1	octhdy	A2	0	0
f114r.14	f114r	f114	SB	3	11	10PLUS	1	solpchd	C2	ary	A2	0	0
f114r.15	f114r	f114	SB	3	14	10PLUS	0	qoedy	D1	al	B2	0	0
f114r.18	f114r	f114	SB	3	7	7	0	lcheos	B2	daildain	F1	0	0
f114r.19	f114r	f114	SB	3	12	10PLUS	1	pairody	P1	oty	A2	0	0
f114r.20	f114r	f114	SB	3	13	10PLUS	0	sair	C2	rol	B2	0	0
f114r.21	f114r	f114	SB	3	4	4	0	lcheey	B2	dkair	F3	0	0
f114r.26	f114r	f114	SB	3	10	10PLUS	0	ycheeodaiin	A2	olam	B3	0	1
f114r.27	f114r	f114	SB	3	7	7	0	cheeo	K1	olchedy	A2	0	0
f114r.3	f114r	f114	SB	3	1	1	0	ycheod	A2	ycheod	B1	0	0
f114r.32	f114r	f114	SB	3	10	10PLUS	1	tcheodaiin	Q2	qotar	C1	1	0
f114r.37	f114r	f114	SB	3	13	10PLUS	0	odar	A1	chedaiiin	H1	0	0
f114r.4	f114r	f114	SB	3	10	10PLUS	1	fdeechdy	P2	ochedal	B2	0	0
f114r.40	f114r	f114	SB	3	10	10PLUS	0	yteedy	A2	otchdy	A2	0	0
f114r.45	f114r	f114	SB	3	7	7	0	dain	B1	chocthy	A2	0	0
f114r.7	f114r	f114	SB	3	8	8	0	cheol	K1	chain	F1	0	0
f114v.1	f114v	f114	SB	3	10	10PLUS	1	pchdol	P1	daiin	G1	0	0
f114v.11	f114v	f114	SB	3	10	10PLUS	1	tchedy	Q2	otam	B3	1	1
f114v.15	f114v	f114	SB	3	11	10PLUS	0	ochedain	A1	ldy	A2	0	0
f114v.16	f114v	f114	SB	3	12	10PLUS	0	ytchedy	A2	dam	B3	0	1
f114v.2	f114v	f114	SB	3	11	10PLUS	0	dshedal	B1	dl	B2	0	0
f114v.20	f114v	f114	SB	3	10	10PLUS	1	tshedain	Q2	dary	A2	1	0
f114v.21	f114v	f114	SB	3	10	10PLUS	0	dair	B1	aral	B2	0	0
f114v.22	f114v	f114	SB	3	8	8	0	ychedar	A2	ykedckhy	A2	0	0
f114v.28	f114v	f114	SB	3	7	7	0	tchedy	Q2	chetam	B3	1	1
f114v.31	f114v	f114	SB	3	9	9	0	olaiin	A1	qotar	C1	0	0
f114v.35	f114v	f114	SB	3	7	7	0	yshey	A2	olkaim	B3	0	1
f114v.5	f114v	f114	SB	3	5	5	0	chedy	K1	shedy	A2	0	0
f114v.6	f114v	f114	SB	3	10	10PLUS	1	tedcheo	Q2	dairy	A2	1	0
f114v.8	f114v	f114	SB	3	9	9	1	pchedchdy	P1	qotaiin	G1	0	0
f114v.9	f114v	f114	SB	3	11	10PLUS	0	soes	C2	chedy	A2	0	0
f115r.10	f115r	f115	SB	@	10	10PLUS	1	tchedy	Q2	qekor	C1	1	0
f115r.17	f115r	f115	SB	@	11	10PLUS	0	qol	D1	okeedain	F1	0	0
f115r.19	f115r	f115	SB	@	10	10PLUS	1	pcheodain	P1	ram	B3	0	1
f115r.25	f115r	f115	SB	@	7	7	0	y	A2	cheey	A2	0	0
f115r.28	f115r	f115	SB	@	7	7	0	cheo	K1	arorochees	C2	0	0
f115r.4	f115r	f115	SB	@	11	10PLUS	1	dchedain	B1	dardyr	C1	0	0
f115r.40	f115r	f115	SB	@	10	10PLUS	1	paiinody	P1	opchdain	F1	0	0
f115r.45	f115r	f115	SB	@	5	5	0	y	A2	chols	C2	0	0
f115r.5	f115r	f115	SB	@	11	10PLUS	0	ycheedy	A2	ro	A1	0	0
f115v.10	f115v	f115	SB	3	7	7	0	saiin	C2	chedy	A2	0	0
f115v.12	f115v	f115	SB	3	4	4	0	ysheed	A2	soraiin	G1	0	0
f115v.13	f115v	f115	SB	3	11	10PLUS	1	pchdarody	P1	kol	B2	0	0
f115v.20	f115v	f115	SB	3	8	8	0	ysheey	A2	otchedy	A2	0	0
f115v.21	f115v	f115	SB	3	10	10PLUS	1	tshedy	Q2	lky	A2	1	0
f115v.23	f115v	f115	SB	3	6	6	0	lshes	B2	lchedy	A2	0	0
f115v.26	f115v	f115	SB	3	11	10PLUS	0	dcheedy	B1	ar	C1	0	0
f115v.30	f115v	f115	SB	3	8	8	0	ycheedaiin	A2	lky	A2	0	0
f115v.33	f115v	f115	SB	3	5	5	0	ychedal	A2	lchedy	A2	0	0
f115v.37	f115v	f115	SB	3	8	8	1	tshar	Q2	lkeedy	A2	1	0
f115v.39	f115v	f115	SB	3	9	9	0	dairal	B1	lror	C1	0	0
f115v.6	f115v	f115	SB	3	10	10PLUS	1	pchody	P1	al	B2	0	0
f115v.7	f115v	f115	SB	3	10	10PLUS	0	dchedy	B1	chotam	B3	0	1
f115v.9	f115v	f115	SB	3	10	10PLUS	0	ychees	A2	ror	C1	0	0
f116r.17	f116r	f116	SB	3	8	8	0	dain	B1	chedy	A2	0	0
f116r.22	f116r	f116	SB	3	12	10PLUS	0	dol	B1	lg	B4	0	0
f116r.3	f116r	f116	SB	3	9	9	0	dain	B1	saly	A2	0	0
f116r.42	f116r	f116	SB	3	10	10PLUS	0	qo	D1	cham	B3	0	1
f116r.8	f116r	f116	SB	3	10	10PLUS	0	dar	B1	lchedy	A2	0	0
f66r.54	f66r	f66	OB	5	8	8	0	qokeeody	D1	kodary	A2	0	0
f66r.56	f66r	f66	OB	5	3	3	0	dsheol	B1	sheodaiin	G1	0	0
f66r.69	f66r	f66	OB	5	9	9	0	tosheo	Q2	oly	A2	1	0
f66r.70	f66r	f66	OB	5	11	10PLUS	1	todeeey	Q2	daly	A2	1	0
f66r.76	f66r	f66	OB	5	9	9	0	daiin	B1	otchdy	A2	0	0
f66r.77	f66r	f66	OB	5	10	10PLUS	0	qokey	D1	ldy	A2	0	0
f66r.78	f66r	f66	OB	5	9	9	0	dor	B1	lodaiin	G1	0	0
f66r.80	f66r	f66	OB	5	9	9	0	daiin	B1	dkar	C1	0	0
f66r.81	f66r	f66	OB	5	5	5	0	lchey	B2	shckhar	C1	0	0
f75r.10	f75r	f75	OB	2	10	10PLUS	0	dshor	B1	lchedy	A2	0	0
f75r.13	f75r	f75	OB	2	8	8	0	pchedy	P1	olshedy	A2	0	0
f75r.17	f75r	f75	OB	2	9	9	0	pchedar	P1	qokam	B3	0	1
f75r.18	f75r	f75	OB	2	9	9	0	sol	C2	oly	A2	0	0
f75r.24	f75r	f75	OB	2	7	7	0	qokain	D1	ol	B2	0	0
f75r.3	f75r	f75	OB	2	9	9	0	qokain	D1	or	C1	0	0
f75r.31	f75r	f75	OB	2	9	9	0	dshedy	B1	daldy	A2	0	0
f75r.38	f75r	f75	OB	2	6	6	0	qokeedy	D1	ldy	A2	0	0
f75r.40	f75r	f75	OB	2	7	7	0	dar	B1	rshedy	A2	0	0
f75r.43	f75r	f75	OB	2	7	7	0	yshedy	A2	oldy	A2	0	0
f75r.47	f75r	f75	OB	2	2	2	1	sal	C2	okeedy	A2	0	0
f75r.48	f75r	f75	OB	2	2	2	0	daly	B1	ychey	A2	0	0
f75r.50	f75r	f75	OB	2	1	1	0	ychty	A2	ychty	A2	0	0
f75r.51	f75r	f75	OB	2	1	1	0	saino	C2	saino	A1	0	0
f75r.52	f75r	f75	OB	2	1	1	0	saldy	C2	saldy	A2	0	0
f75r.53	f75r	f75	OB	2	1	1	0	dainy	B1	dainy	A2	0	0
f75r.7	f75r	f75	OB	2	9	9	0	pchedy	P1	qoky	A2	0	0
f75r.9	f75r	f75	OB	2	9	9	0	qokchdy	D1	sal	B2	0	0
f75v.14	f75v	f75	OB	2	10	10PLUS	0	qol	D1	qokydy	A2	0	0
f75v.39	f75v	f75	OB	2	12	10PLUS	0	qoqokeey	D1	aiin	G1	0	0
f75v.45	f75v	f75	OB	2	12	10PLUS	0	yshey	A2	dy	A2	0	0
f75v.46	f75v	f75	OB	2	10	10PLUS	0	ychey	A2	olchedy	A2	0	0
f75v.60	f75v	f75	OB	2	6	6	1	kolkedy	Q1	lol	B2	0	0
f75v.67	f75v	f75	OB	2	4	4	0	ykeedy	A2	shety	A2	0	0
f75v.69	f75v	f75	OB	2	5	5	0	okeshey	A1	chey	A2	0	0
f75v.70	f75v	f75	OB	2	4	4	0	qokey	D1	orol	B2	0	0
f76r.17	f76r	f76	OB	2	12	10PLUS	0	chey	K1	qokaloro	A1	0	0
f76r.19	f76r	f76	OB	2	11	10PLUS	0	dcheedy	B1	otedyl	B2	0	0
f76r.3	f76r	f76	OB	2	13	10PLUS	0	yshey	A2	aiiny	A2	0	0
f76r.30	f76r	f76	OB	2	12	10PLUS	0	darchey	B1	chy	A2	0	0
f76r.38	f76r	f76	OB	2	6	6	0	oteey	A1	chal	B2	0	0
f76r.48	f76r	f76	OB	2	10	10PLUS	0	saiin	C2	qokal	B2	0	0
f76r.56	f76r	f76	OB	2	6	6	0	qokaiin	D1	shdy	A2	0	0
f76v.11	f76v	f76	OB	2	10	10PLUS	0	cheor	K1	shedam	B3	0	1
f76v.13	f76v	f76	OB	2	11	10PLUS	0	saiin	C2	lo	A1	0	0
f76v.14	f76v	f76	OB	2	10	10PLUS	0	qokeedy	D1	deedy	A2	0	0
f76v.15	f76v	f76	OB	2	5	5	0	tchedy	Q2	checthey	A2	1	0
f76v.18	f76v	f76	OB	2	9	9	0	lshey	B2	olkedy	A2	0	0
f76v.22	f76v	f76	OB	2	12	10PLUS	0	sol	C2	lchedy	A2	0	0
f76v.24	f76v	f76	OB	2	5	5	0	qokeey	D1	olshey	A2	0	0
f76v.30	f76v	f76	OB	2	11	10PLUS	0	tchedy	Q2	lsan	E2	1	0
f76v.31	f76v	f76	OB	2	10	10PLUS	0	sair	C2	chedy	A2	0	0
f76v.32	f76v	f76	OB	2	10	10PLUS	0	tain	Q2	oty	A2	1	0
f76v.33	f76v	f76	OB	2	3	3	0	saiin	C2	shckhedy	A2	0	0
f76v.36	f76v	f76	OB	2	6	6	0	daiin	B1	qeedy	A2	0	0
f76v.40	f76v	f76	OB	2	11	10PLUS	0	sol	C2	aiin	G1	0	0
f76v.41	f76v	f76	OB	2	9	9	0	sol	C2	shedy	A2	0	0
f76v.6	f76v	f76	OB	2	10	10PLUS	0	qotees	D1	lchedy	A2	0	0
f76v.9	f76v	f76	OB	2	7	7	0	sheor	L1	cheedy	A2	0	0
f77r.11	f77r	f77	OB	2	9	9	0	qoteedy	D1	cham	B3	0	1
f77r.14	f77r	f77	OB	2	8	8	0	sokcheey	C2	qotedy	A2	0	0
f77r.16	f77r	f77	OB	2	8	8	0	sshedy	C2	lol	B2	0	0
f77r.19	f77r	f77	OB	2	9	9	0	qokeedy	D1	chey	A2	0	0
f77r.20	f77r	f77	OB	2	8	8	0	qotain	D1	dalchedy	A2	0	0
f77r.21	f77r	f77	OB	2	8	8	0	chedaiin	K1	olaiiny	A2	0	0
f77r.22	f77r	f77	OB	2	10	10PLUS	0	qoteedy	D1	qoky	A2	0	0
f77r.26	f77r	f77	OB	2	6	6	0	qoteedy	D1	qokaly	A2	0	0
f77r.27	f77r	f77	OB	2	6	6	0	solchedy	C2	qotedy	A2	0	0
f77r.28	f77r	f77	OB	2	6	6	0	olchey	A1	lom	B3	0	1
f77r.29	f77r	f77	OB	2	5	5	0	saiin	C2	qotal	B2	0	0
f77r.31	f77r	f77	OB	2	6	6	0	qokain	D1	qotary	A2	0	0
f77r.37	f77r	f77	OB	2	7	7	0	teeolain	Q2	lchedy	A2	1	0
f77r.38	f77r	f77	OB	2	9	9	1	pol	P1	qol	B2	0	0
f77r.39	f77r	f77	OB	2	7	7	0	olaiin	A1	laiin	G1	0	0
f77r.40	f77r	f77	OB	2	8	8	0	daiiin	B1	qoty	A2	0	0
f77r.44	f77r	f77	OB	2	8	8	0	sheey	L1	dy	A2	0	0
f77r.48	f77r	f77	OB	2	2	2	0	sodar	C2	oloky	A2	0	0
f77v.12	f77v	f77	OB	2	11	10PLUS	0	lchedy	B2	lam	B3	0	1
f77v.13	f77v	f77	OB	2	12	10PLUS	0	sor	C2	dal	B2	0	0
f77v.15	f77v	f77	OB	2	3	3	0	qol	D1	shey	A2	0	0
f77v.16	f77v	f77	OB	2	8	8	1	tedal	Q2	dasy	A2	1	0
f77v.17	f77v	f77	OB	2	7	7	0	olchedy	A1	olol	B2	0	0
f77v.18	f77v	f77	OB	2	7	7	0	qokaiin	D1	daly	A2	0	0
f77v.19	f77v	f77	OB	2	7	7	0	qoraiin	D1	qol	B2	0	0
f77v.27	f77v	f77	OB	2	9	9	0	tshedy	Q2	ol	B2	1	0
f77v.30	f77v	f77	OB	2	9	9	0	shey	L1	chedy	A2	0	0
f77v.34	f77v	f77	OB	2	8	8	0	solkchedy	C2	rched	B1	0	0
f77v.6	f77v	f77	OB	2	11	10PLUS	1	qetedy	D1	dal	B2	0	0
f77v.8	f77v	f77	OB	2	10	10PLUS	0	qokeeey	D1	yry	A2	0	0
f78r.11	f78r	f78	OB	2	8	8	0	qoky	D1	or	C1	0	0
f78r.12	f78r	f78	OB	2	8	8	0	dor	B1	chckhedy	A2	0	0
f78r.22	f78r	f78	OB	2	5	5	0	yched	A2	lr	C1	0	0
f78r.24	f78r	f78	OB	2	5	5	0	qokeedy	D1	olol	B2	0	0
f78r.31	f78r	f78	OB	2	8	8	0	solkeedy	C2	cthdy	A2	0	0
f78r.32	f78r	f78	OB	2	9	9	0	qokedy	D1	dy	A2	0	0
f78r.4	f78r	f78	OB	2	7	7	0	qokeedy	D1	dam	B3	0	1
f78r.8	f78r	f78	OB	2	8	8	0	dshedy	B1	qoky	A2	0	0
f78r.9	f78r	f78	OB	2	8	8	0	schedy	C2	dy	A2	0	0
f78v.11	f78v	f78	OB	2	10	10PLUS	0	qol	D1	daiin	G1	0	0
f78v.12	f78v	f78	OB	2	8	8	0	sheor	L1	sain	F1	0	0
f78v.14	f78v	f78	OB	2	8	8	0	qolkeshdy	D1	dal	B2	0	0
f78v.18	f78v	f78	OB	2	9	9	0	chedy	K1	qor	C1	0	0
f78v.19	f78v	f78	OB	2	7	7	0	lchedy	B2	orain	F1	0	0
f78v.2	f78v	f78	OB	2	11	10PLUS	0	olshedy	A1	dal	B2	0	0
f78v.21	f78v	f78	OB	2	8	8	0	chedy	K1	yteedy	A2	0	0
f78v.24	f78v	f78	OB	2	9	9	0	ytaiin	A2	kedy	A2	0	0
f78v.25	f78v	f78	OB	2	9	9	0	teeol	Q2	sham	B3	1	1
f78v.26	f78v	f78	OB	2	9	9	0	qokaiin	D1	otaldy	A2	0	0
f78v.27	f78v	f78	OB	2	11	10PLUS	0	lol	B2	olkaiin	G1	0	0
f78v.28	f78v	f78	OB	2	10	10PLUS	0	olkain	A1	d	B1	0	0
f78v.30	f78v	f78	OB	2	10	10PLUS	0	sal	C2	ary	A2	0	0
f78v.32	f78v	f78	OB	2	6	6	0	lol	B2	otalor	C1	0	0
f78v.8	f78v	f78	OB	2	9	9	0	qokedy	D1	dain	F1	0	0
f79r.14	f79r	f79	OB	2	10	10PLUS	0	saral	C2	qol	B2	0	0
f79r.16	f79r	f79	OB	2	9	9	0	shain	L1	qokam	B3	0	1
f79r.17	f79r	f79	OB	2	11	10PLUS	0	qokaiin	D1	ol	B2	0	0
f79r.18	f79r	f79	OB	2	10	10PLUS	0	solor	C2	dam	B3	0	1
f79r.24	f79r	f79	OB	2	8	8	0	qokshedy	D1	y	A2	0	0
f79r.25	f79r	f79	OB	2	8	8	0	cholchey	K1	chcthy	A2	0	0
f79r.26	f79r	f79	OB	2	8	8	1	polaiin	P1	ory	A2	0	0
f79r.29	f79r	f79	OB	2	9	9	0	lcheey	B2	oly	A2	0	0
f79r.34	f79r	f79	OB	2	6	6	0	lcheol	B2	oteedy	A2	0	0
f79r.38	f79r	f79	OB	2	4	4	0	pol	P1	qokeey	A2	0	0
f79r.4	f79r	f79	OB	2	11	10PLUS	0	teey	Q2	ol	B2	1	0
f79r.41	f79r	f79	OB	2	9	9	0	qokain	D1	oly	A2	0	0
f79r.7	f79r	f79	OB	2	10	10PLUS	1	polchedy	P1	qokar	C1	0	0
f79r.8	f79r	f79	OB	2	9	9	0	qokol	D1	cholo	A1	0	0
f79r.9	f79r	f79	OB	2	9	9	0	saiin	C2	qokam	B3	0	1
f79v.10	f79v	f79	OB	2	7	7	1	pchedy	P1	pchedy	A2	0	0
f79v.12	f79v	f79	OB	2	8	8	1	pshdy	P1	oky	A2	0	0
f79v.13	f79v	f79	OB	2	9	9	0	dain	B1	ror	C1	0	0
f79v.15	f79v	f79	OB	2	8	8	0	yteedy	A2	qokain	F1	0	0
f79v.16	f79v	f79	OB	2	9	9	0	dol	B1	oly	A2	0	0
f79v.17	f79v	f79	OB	2	10	10PLUS	0	qol	D1	oram	B3	0	1
f79v.2	f79v	f79	OB	2	7	7	0	qoteedy	D1	qorchedy	A2	0	0
f79v.21	f79v	f79	OB	2	9	9	0	dshey	B1	aror	C1	0	0
f79v.25	f79v	f79	OB	2	9	9	0	qokeey	D1	ol	B2	0	0
f79v.26	f79v	f79	OB	2	9	9	0	ykeedy	A2	oiiiny	A2	0	0
f79v.28	f79v	f79	OB	2	8	8	1	pchey	P1	okeedy	A2	0	0
f79v.35	f79v	f79	OB	2	11	10PLUS	0	qor	D1	qokan	E2	0	0
f79v.36	f79v	f79	OB	2	5	5	0	ysheey	A2	sheepshey	A2	0	0
f79v.39	f79v	f79	OB	2	10	10PLUS	0	qokeedy	D1	yty	A2	0	0
f79v.40	f79v	f79	OB	2	10	10PLUS	0	qokees	D1	ol	B2	0	0
f79v.8	f79v	f79	OB	2	8	8	0	ychedy	A2	lol	B2	0	0
f80r.14	f80r	f80	OB	2	12	10PLUS	0	solkain	C2	otal	B2	0	0
f80r.15	f80r	f80	OB	2	10	10PLUS	0	qokedy	D1	sy	A2	0	0
f80r.16	f80r	f80	OB	2	11	10PLUS	0	solchedy	C2	oty	A2	0	0
f80r.18	f80r	f80	OB	2	11	10PLUS	0	paiin	P1	olkam	B3	0	1
f80r.20	f80r	f80	OB	2	11	10PLUS	0	qoteedy	D1	dalom	B3	0	1
f80r.21	f80r	f80	OB	2	11	10PLUS	0	shedy	L1	chcthy	A2	0	0
f80r.27	f80r	f80	OB	2	10	10PLUS	0	lol	B2	olor	C1	0	0
f80r.31	f80r	f80	OB	2	8	8	0	qokal	D1	oly	A2	0	0
f80r.33	f80r	f80	OB	2	8	8	0	solchey	C2	ol	B2	0	0
f80r.36	f80r	f80	OB	2	11	10PLUS	0	qokeey	D1	lom	B3	0	1
f80r.40	f80r	f80	OB	2	7	7	1	torolshsdy	Q2	daly	A2	1	0
f80r.43	f80r	f80	OB	2	8	8	0	sor	C2	ly	A2	0	0
f80r.45	f80r	f80	OB	2	8	8	0	okain	A1	lolom	B3	0	1
f80r.51	f80r	f80	OB	2	11	10PLUS	0	talkl	Q2	olom	B3	1	1
f80v.16	f80v	f80	OB	2	11	10PLUS	0	cheol	K1	tal	B2	0	0
f80v.18	f80v	f80	OB	2	6	6	0	ychedy	A2	okain	F1	0	0
f80v.22	f80v	f80	OB	2	8	8	0	dchedy	B1	lshedy	A2	0	0
f80v.24	f80v	f80	OB	2	10	10PLUS	0	yshedy	A2	daiin	G1	0	0
f80v.25	f80v	f80	OB	2	10	10PLUS	0	lshedy	B2	sar	C1	0	0
f80v.29	f80v	f80	OB	2	5	5	0	qokain	D1	keeol	B2	0	0
f80v.3	f80v	f80	OB	2	7	7	0	schedy	C2	qol	B2	0	0
f80v.33	f80v	f80	OB	2	8	8	0	qokeedy	D1	lom	B3	0	1
f80v.34	f80v	f80	OB	2	9	9	0	dol	B1	qoly	A2	0	0
f80v.35	f80v	f80	OB	2	12	10PLUS	0	tol	Q2	ldy	A2	1	0
f80v.37	f80v	f80	OB	2	4	4	0	polshdy	P1	ololchey	A2	0	0
