physical_page	page_model	clause_id	start_event	end_event	events	natural_process_summary_de
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C132	P912-E0870	P912-E0883	14	An der gezeigten Bad- oder Arbeitsstation stehen 9 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× zugeben, 2× ansetzen, 2× auswählen, 1× kennzeichnen, 1× auffangen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C133	P912-E0884	P912-E0884	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C134	P912-E0885	P912-E0889	5	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben, 1× halten, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C135	P912-E0890	P912-E0904	15	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× ansetzen, 1× behandeln, 1× zugeben, 1× entnehmen, 1× bereitstellen. Als Einsatzgrößen erscheinen Sollmaß, Portion. Der Gang führt über Durchlass. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C136	P912-E0905	P912-E0919	15	An der gezeigten Bad- oder Arbeitsstation stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 5× ansetzen, 2× zugeben, 1× umsetzen, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Auszug, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C137	P912-E0920	P912-E0927	8	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× ansetzen, 1× umsetzen. Als Einsatzgrößen erscheinen Ansatz, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C138	P912-E0928	P912-E0931	4	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben, 1× absetzen. Als Einsatzgrößen erscheinen Ansatz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C139	P912-E0932	P912-E0932	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C140	P912-E0933	P912-E0936	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auffangen, 1× zugeben, 1× umleiten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C141	P912-E0937	P912-E0937	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C142	P912-E0938	P912-E0945	8	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben, 1× ansetzen, 1× entnehmen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C143	P912-E0946	P912-E0949	4	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× einsetzen, 2× halten, 1× einstellen, 1× ausführen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C144	P912-E0950	P912-E0950	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C145	P912-E0951	P912-E0951	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C146	P912-E0952	P912-E0968	17	An der gezeigten Bad- oder Arbeitsstation stehen 13 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 5× ansetzen, 3× zugeben, 2× halten, 1× entnehmen, 1× umsetzen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C147	P912-E0969	P912-E0969	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C148	P912-E0970	P912-E0970	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C149	P912-E0971	P912-E0973	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× einstellen, 1× entnehmen, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C150	P912-E0974	P912-E0976	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben, 1× halten, 1× entnehmen, 1× auswählen, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C151	P912-E0977	P912-E0977	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C152	P912-E0978	P912-E0981	4	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C153	P912-E0982	P912-E0983	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C154	P912-E0984	P912-E0987	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben, 1× halten, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C155	P912-E0988	P912-E0989	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C156	P912-E0990	P912-E1001	12	An der gezeigten Bad- oder Arbeitsstation stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× umsetzen, 1× entnehmen, 1× einsetzen, 1× ansetzen, 1× halten, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C157	P912-E1002	P912-E1006	5	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× kennzeichnen, 1× halten, 1× spülen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C158	P912-E1007	P912-E1010	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× umsetzen, 1× einsetzen, 1× halten, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C159	P912-E1011	P912-E1013	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen, 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C160	P912-E1014	P912-E1014	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C161	P912-E1015	P912-E1019	5	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× kennzeichnen, 1× umsetzen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C162	P912-E1020	P912-E1024	5	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× behandeln, 1× absetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C163	P912-E1025	P912-E1025	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C164	P912-E1026	P912-E1026	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C165	P912-E1027	P912-E1031	5	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× auffangen, 1× absetzen. Der Gang führt über Durchlass. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C166	P912-E1032	P912-E1034	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C167	P912-E1035	P912-E1042	8	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 1× ausführen, 1× bereitstellen, 1× behandeln, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C168	P912-E1043	P912-E1044	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× spülen, 1× einstellen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C169	P912-E1045	P912-E1045	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C170	P912-E1046	P912-E1049	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× spülen, 1× ausführen, 1× ansetzen. Als Einsatzgrößen erscheinen Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C171	P912-E1050	P912-E1050	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× spülen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C172	P912-E1051	P912-E1061	11	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× umsetzen, 1× auffangen, 1× ansetzen, 1× ausführen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C173	P912-E1062	P912-E1068	7	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× einstellen, 2× entnehmen, 2× zugeben, 1× umsetzen, 1× auswählen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C174	P912-E1069	P912-E1074	6	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 2× umsetzen, 1× kennzeichnen, 1× bereitstellen, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C175	P912-E1075	P912-E1081	7	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× entnehmen, 1× auswählen, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C176	P912-E1082	P912-E1084	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× absetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C177	P912-E1085	P912-E1098	14	An der gezeigten Bad- oder Arbeitsstation stehen 9 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× umsetzen, 2× halten, 2× einstellen, 2× ansetzen, 1× entnehmen, 1× ausführen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C178	P912-E1099	P912-E1102	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× zugeben, 1× auffangen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C179	P912-E1103	P912-E1106	4	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten, 1× ausführen, 1× auffangen. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C180	P912-E1107	P912-E1107	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C181	P912-E1108	P912-E1109	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× behandeln, 1× halten. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C182	P912-E1110	P912-E1110	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× entnehmen. Der Gang führt über Ziel- oder Anschlussstelle. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C183	P912-E1113	P912-E1122	10	An der gezeigten Bad- oder Arbeitsstation stehen 8 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× halten, 2× ansetzen, 2× umsetzen, 1× ausführen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C184	P912-E1123	P912-E1125	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Als Einsatzgrößen erscheinen Portion. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C185	P912-E1126	P912-E1130	5	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× umsetzen. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C186	P912-E1131	P912-E1138	8	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 1× auffangen, 1× ausführen, 1× bereitstellen, 1× behandeln. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C187	P912-E1139	P912-E1145	7	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 1× halten, 1× zugeben, 1× umsetzen. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C188	P912-E1146	P912-E1149	4	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× bereitstellen, 1× umsetzen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C189	P912-E1150	P912-E1152	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× auswählen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C190	P912-E1153	P912-E1160	8	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× halten, 1× absetzen, 1× ansetzen, 1× zugeben, 1× umsetzen. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C191	P912-E1161	P912-E1163	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× ansetzen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C192	P912-E1164	P912-E1164	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C193	P912-E1165	P912-E1170	6	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 2× halten, 1× zugeben. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C194	P912-E1171	P912-E1171	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C195	P912-E1172	P912-E1184	13	An der gezeigten Bad- oder Arbeitsstation stehen 11 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× entnehmen, 3× ansetzen, 2× ausführen, 2× kennzeichnen, 2× halten, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C196	P912-E1186	P912-E1187	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben, 1× umsetzen, 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
