action_provenance_ordinal	event_id	statement_id	physical_page	register	surface	recipe	inherited_action_root	inherited_action_value_de	action_source_type	action_source_event_id	source_card_distance	gdt539_pointer_match	resolved_microphrase_de	provenance_status
180	G407-E1510	G407-S096	f75r	BIOLOGICAL	otey	OT+E+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1508	2	NOT_STORED	Danach: gib den Posten; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
181	G407-E1515	G407-S099	f75r	BIOLOGICAL	oly	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1514	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
182	G407-E1525	G407-S101	f75r	BIOLOGICAL	oly	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1524	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
183	G407-E1528	G407-S101	f75r	BIOLOGICAL	ol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1527	1	NOT_STORED	Weiter: markiere den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
184	G407-E1551	G407-S110	f75r	BIOLOGICAL	otar	OT+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1550	1	NOT_STORED	Danach: setze den Anteil; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
185	G407-E1558	G407-S110	f75r	BIOLOGICAL	sol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1557	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
186	G407-E1581	G407-S116	f75r	BIOLOGICAL	sol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1580	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
187	G407-E1583	G407-S117	f75r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
188	G407-E1585	G407-S118	f75r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
189	G407-E1586	G407-S118	f75r	BIOLOGICAL	otain	OT+AIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
190	G407-E1589	G407-S118	f75r	BIOLOGICAL	oly	OL+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1588	1	NOT_STORED	Weiter: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
191	G407-E1591	G407-S119	f75r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
192	G407-E1612	G407-S119	f75r	BIOLOGICAL	ol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1611	1	NOT_STORED	Weiter: halte die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
193	G407-E1629	G407-S119	f75r	BIOLOGICAL	qol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1628	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
194	G407-E1637	G407-S119	f75r	BIOLOGICAL	ol	OL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1635	2	NOT_STORED	Weiter: stelle die Einheit ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
195	G407-E1647	G407-S122	f75r	BIOLOGICAL	ol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1645	2	NOT_STORED	Weiter: markiere den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
196	G407-E1650	G407-S122	f75r	BIOLOGICAL	ol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1648	2	NOT_STORED	Weiter: halte den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
197	G407-E1651	G407-S122	f75r	BIOLOGICAL	qoly	OL+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1648	3	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
198	G407-E1656	G407-S122	f75r	BIOLOGICAL	qoty	OT+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1655	1	NOT_STORED	Danach: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
199	G407-E1661	G407-S124	f75r	BIOLOGICAL	otar	OT+AR	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
200	G407-E1662	G407-S124	f75r	BIOLOGICAL	otody	OT+O+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
201	G407-E1668	G407-S126	f75r	BIOLOGICAL	sol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1667	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
202	G407-E1669	G407-S126	f75r	BIOLOGICAL	oldair	OL+D_ADDR+AIR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1667	2	NOT_STORED	Weiter: setze den Posten; hier; entlang der Bahn.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
203	G407-E1671	G407-S126	f75r	BIOLOGICAL	qol	OL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1670	1	NOT_STORED	Weiter: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
204	G407-E1681	G407-S129	f75r	BIOLOGICAL	ol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1680	1	NOT_STORED	Weiter: gib den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
205	G407-E1684	G407-S129	f75r	BIOLOGICAL	olchey	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1682	2	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
206	G407-E1687	G407-S130	f75r	BIOLOGICAL	qotan	OT+AN	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1686	1	NOT_STORED	Danach: bearbeite den Posten; als Klasse.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
207	G407-E1701	G407-S131	f75r	BIOLOGICAL	olom	OL+O+AM_ADDR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1700	1	NOT_STORED	Weiter: setze den Posten; zur Ausführung; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
208	G407-E1710	G407-S134	f75r	BIOLOGICAL	daldy	AL+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Setze den Posten; zum Zielort; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
209	G407-E1718	G407-S138	f75r	BIOLOGICAL	qotar	OT+AR	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Anteil; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
210	G407-E1720	G407-S139	f75r	BIOLOGICAL	ldy	L+DY	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Halte den Anteil; über die Verbindung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
211	G407-E1735	G407-S144	f75r	BIOLOGICAL	oty	OT+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1733	2	NOT_STORED	Danach: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
212	G407-E1737	G407-S144	f75r	BIOLOGICAL	otar	OT+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1736	1	NOT_STORED	Danach: setze den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
213	G407-E1738	G407-S144	f75r	BIOLOGICAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1736	2	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
214	G407-E1748	G407-S146	f75r	BIOLOGICAL	oldy	OL+DY	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1747	1	NOT_STORED	Weiter: setze den Anteil; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
215	G407-E1749	G407-S147	f75r	BIOLOGICAL	sol	OL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
216	G407-E1754	G407-S149	f75r	BIOLOGICAL	otar	OT+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1753	1	NOT_STORED	Danach: setze den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
217	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1753	2	NOT_STORED	Setze den Posten; hier; vom Ausgang; hier; vom Ausgang; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
218	G407-E1762	G407-S154	f75r	BIOLOGICAL	lol	L+OL	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: bearbeite den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
219	G407-E1768	G407-S159	f75r	BIOLOGICAL	ldy	L+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Setze den Posten; über die Verbindung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
220	G407-E1773	G407-S164	f75r	BIOLOGICAL	otey	OT+E+Y	K	GEBEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: gib den Posten; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
221	G407-E1784	G407-S171	f75r	BIOLOGICAL	oteedy	OT+EE+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Anteil; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
222	G407-E1792	G407-S176	f75r	BIOLOGICAL	qoteey	OT+EE+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
223	G407-E1793	G407-S176	f75r	BIOLOGICAL	qoteedy	OT+EE+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
224	G407-E1797	G407-S178	f75r	BIOLOGICAL	oldy	OL+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1796	1	NOT_STORED	Weiter: gib den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
225	G407-E1800	G407-S179	f75r	BIOLOGICAL	otar	OT+AR	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1799	1	NOT_STORED	Danach: gib den Anteil; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
226	G407-E1801	G407-S179	f75r	BIOLOGICAL	oldy	OL+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1799	2	NOT_STORED	Weiter: gib den Anteil; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
227	G407-E1806	G407-S182	f75r	BIOLOGICAL	otedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Anteil; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
228	G407-E1808	G407-S184	f75r	BIOLOGICAL	otar	OT+AR	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Anteil; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
229	G407-E1809	G407-S184	f75r	BIOLOGICAL	otam	OT+AM_ADDR	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Anteil; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
230	G407-E1810	G407-S184	f75r	BIOLOGICAL	olaiin	OL+AIIN	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
231	G407-E1819	G407-S186	f75r	BIOLOGICAL	oty	OT+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1818	1	NOT_STORED	Danach: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
232	G407-E1820	G407-S186	f75r	BIOLOGICAL	otedy	OT+E+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1818	2	NOT_STORED	Danach: wähle den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
233	G407-E1821	G407-S187	f75r	BIOLOGICAL	qotedy	OT+E+DY	S	WÄHLEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: wähle den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
234	G407-E1822	G407-S188	f75r	BIOLOGICAL	otedy	OT+E+DY	S	WÄHLEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: wähle den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
235	G407-E1830	G407-S192	f75r	BIOLOGICAL	otol	OT+OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Anteil; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
236	G407-E1832	G407-S192	f75r	BIOLOGICAL	olor	OL+OR	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1831	1	NOT_STORED	Weiter: bearbeite die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
237	G407-E1846	G407-S194	f76r	BIOLOGICAL	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Posten; hier; hier; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
238	G407-E1853	G407-S195	f76r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
239	G407-E1863	G407-S196	f76r	BIOLOGICAL	qotedy	OT+E+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1862	1	NOT_STORED	Danach: gib den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
240	G407-E1864	G407-S197	f76r	BIOLOGICAL	otedy	OT+E+DY	K	GEBEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: gib den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
241	G407-E1866	G407-S198	f76r	BIOLOGICAL	qoty	OT+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1865	1	NOT_STORED	Danach: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
242	G407-E1867	G407-S198	f76r	BIOLOGICAL	ol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1865	2	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
243	G407-E1876	G407-S200	f76r	BIOLOGICAL	otey	OT+E+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1875	1	NOT_STORED	Danach: gib den Posten; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
244	G407-E1908	G407-S208	f76r	BIOLOGICAL	oldy	OL+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1907	1	NOT_STORED	Weiter: gib den Anteil; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
245	G407-E1926	G407-S213	f76r	BIOLOGICAL	oteedy	OT+EE+DY	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Anteil; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
246	G407-E1928	G407-S214	f76r	BIOLOGICAL	ol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1927	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
247	G407-E1935	G407-S214	f76r	BIOLOGICAL	oty	OT+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1934	1	NOT_STORED	Danach: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
248	G407-E1937	G407-S215	f76r	BIOLOGICAL	qool	CARRIER_Q+O+OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten; am Beginn; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
249	G407-E1941	G407-S215	f76r	BIOLOGICAL	ol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1939	2	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
250	G407-E1957	G407-S219	f76r	BIOLOGICAL	otey	OT+E+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
251	G407-E1974	G407-S223	f76r	BIOLOGICAL	qolair	OL+D_ADDR+AIR	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten; hier; entlang der Bahn.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
252	G407-E1984	G407-S224	f76r	BIOLOGICAL	qotey	OT+E+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
253	G407-E1985	G407-S224	f76r	BIOLOGICAL	qotain	OT+AIN	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
254	G407-E1991	G407-S224	f76r	BIOLOGICAL	chol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1989	2	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
255	G407-E2000	G407-S228	f76r	BIOLOGICAL	qolchey	OL+Y	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1999	1	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
256	G407-E2009	G407-S232	f76r	BIOLOGICAL	otedyl	OT+E+DY+L	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: bearbeite den Posten; auf Grad I; über die Verbindung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
257	G407-E2015	G407-S235	f76r	BIOLOGICAL	qolchey	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2014	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
258	G407-E2016	G407-S235	f76r	BIOLOGICAL	qotain	OT+AIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2014	2	NOT_STORED	Danach: setze den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
259	G407-E2026	G407-S238	f76r	BIOLOGICAL	olain	OL+AIN	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: bearbeite den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
260	G407-E2027	G407-S238	f76r	BIOLOGICAL	ot	OT	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: bearbeite den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
261	G407-E2029	G407-S239	f76r	BIOLOGICAL	qotaly	OT+AL+Y	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
262	G407-E2033	G407-S240	f76r	BIOLOGICAL	oleeed	OL+EEE+D_ADDR	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Anteil; auf Grad III; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
263	G407-E2044	G407-S244	f76r	BIOLOGICAL	olaiin	OL+AIIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
264	G407-E2048	G407-S245	f76r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
265	G407-E2053	G407-S246	f76r	BIOLOGICAL	alolor	OL+OR	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2051	2	NOT_STORED	Weiter: setze die Einheit ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
