surface	occurrence_count	physical_pages	gdt515_recipe	gdt516_context_recipe	recipe_atom_count	support_tier	old_exact_recipe_event_count	old_exact_recipe_surface_count	old_exact_recipe_pages	old_exact_recipe_surfaces	longest_old_complete_recipe_fragment_atoms	longest_old_complete_recipe_fragments	max_disjoint_old_recipe_coverage_atoms	max_disjoint_old_recipe_coverage_fraction	max_disjoint_old_recipe_tiles	portable_skeleton	portable_skeleton_family_size	action_skeleton	action_skeleton_family_size	cross_selected_page_recurrence	context_policy	context_basis	new_portable_atom_count	guard
shekol	1	f66r	SH+E+K+OL	SH+E+K+OL	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	SH+E+K	4	1.000000	K+OL|SH+E	SH+K+OL	1	SH+K	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sheocthy	1	f66r	SH+E+O+CH+T+Y	SH+E+O+CH+T+Y	6	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	4	O+CH+T+Y	6	1.000000	O+CH+T+Y|SH+E	SH+CH+T+Y	1	SH+CH+T	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sheod	1	f66r	SH+E+O+D_ADDR	SH+E+O+D_ADDR	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	SH+E+O	3	0.750000	SH+E+O	SH	4	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sheodaiin	1	f66r	SH+E+O+D_ADDR+AIIN	SH+E+O+D_ADDR+AIIN	5	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	O+D_ADDR+AIIN|SH+E+O	5	1.000000	O+D_ADDR+AIIN|SH+E	SH+AIIN	1	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sheoy	1	f20v	SH+E+O+Y	SH+E+O+Y	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	SH+E+O	4	1.000000	O+Y|SH+E	SH+Y	2	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shofol	1	f66r	SH+O+LOCAL_CHAR_F+OL	SH+O+LOCAL_CHAR_F+OL	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	O+LOCAL_CHAR_F|SH+O	2	0.500000	SH+O	SH+OL	1	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shokaiir	1	f66r	SH+OK+IIN+R	SH+OK+IIN+R	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	OK+IIN+R	3	0.750000	OK+IIN+R	SH+OK+R	1	SH+OK+R	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sholfordaiin	1	f66r	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	6	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	SH+OL	2	0.333333	SH+OL	SH+OL+OR+AIIN	1	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shso	1	f31r	SH+S+O	SH+S+O	3	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	SH+S	1	SH+S	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shtchy	1	f4r	SH+T+CH+Y	SH+T+CH+Y	4	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	SH+T+CH+Y	1	SH+T+CH	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shyshol	1	f4r	SH+Y+SH+OL	SH+Y+SH+OL	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	2	SH+OL|SH+Y	4	1.000000	SH+OL|SH+Y	SH+Y+SH+OL	1	SH+SH	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shytchy	1	f4r	SH+Y+T+CH+Y	SH+Y+T+CH+Y	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	SH+Y|Y+T	2	0.400000	Y+T	SH+Y+T+CH+Y	1	SH+T+CH	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
soaiin	1	f20v	S+O+AIIN	S+O+AIIN	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	O+AIIN	2	0.666667	O+AIIN	S+AIIN	1	S	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tcheo	1	f66r	T+CH+E+O	T+CH+E+O	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	CH+E+O	3	0.750000	CH+E+O	T+CH	1	T+CH	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tocpheey	1	f66r	T+O+CH+P+EE+Y	T+O+CH+P+EE+Y	6	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	T+CH+P+Y	1	T+CH+P	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
todeeey	1	f66r	T+O+D_ADDR+EEE+Y	T+O+D_ADDR+EEE+Y	5	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	T+Y	2	T	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tolchedy	1	f66r	T+OL+CHD+DY	T+OL+CHD+DY	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	OL+CHD+DY|T+OL+CHD	4	1.000000	CHD+DY|T+OL	T+OL+CHD	1	T+CHD	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tolshy	1	f20v	T+OL+SH+Y	T+OL+SH+Y	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	2	SH+Y|T+OL	4	1.000000	SH+Y|T+OL	T+OL+SH+Y	1	T+SH	3	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tosheo	1	f66r	T+O+SH+E+O	T+O+SH+E+O	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	4	O+SH+E+O	4	0.800000	O+SH+E+O	T+SH	1	T+SH	3	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tshokeody	1	f31r	T+SH+OK+E+O+D_ADDR+Y	T+SH+OK+E+O+D_ADDR+Y	7	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	5	OK+E+O+D_ADDR+Y	6	0.857143	D_ADDR+Y|E+O|SH+OK	T+SH+OK+Y	1	T+SH+OK	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tydy	1	f4r	T+Y+DY	T+Y+DY	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	T+Y|Y+DY	2	0.666667	Y+DY	T+Y	2	T	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
x	3	f66r	LOCAL_SIGN_X	LOCAL_X	1	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	NONE	6	NONE	20	NO	F66R_LOCAL_X_UNIFICATION	one page-local X tag now covers standalone and embedded x	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
yches	1	f31r	Y+CH+E+S	Y+CH+E+S	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	CH+E+S	3	0.750000	CH+E+S	Y+CH+S	1	CH+S	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykeedar	1	f31r	Y+K+EE+D_ADDR+AR	Y+K+EE+D_ADDR+AR	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	D_ADDR+AR|Y+K	4	0.800000	D_ADDR+AR|Y+K	Y+K+AR	1	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykeol	1	f66r	Y+K+E+OL	Y+K+E+OL	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	K+E+OL	4	1.000000	E+OL|Y+K	Y+K+OL	1	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykesho	1	f66r	Y+K+E+SH+O	Y+K+E+SH+O	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	SH+O|Y+K	4	0.800000	SH+O|Y+K	Y+K+SH	2	K+SH	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykoiin	1	f20v	Y+K+O+IIN	Y+K+O+IIN	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	2	O+IIN|Y+K	4	1.000000	O+IIN|Y+K	Y+K	1	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykshedy	1	f66r	Y+K+SH+E+DY	Y+K+SH+E+DY	5	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	4	K+SH+E+DY	5	1.000000	SH+E+DY|Y+K	Y+K+SH	2	K+SH	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ypches	1	f66r	Y+P+CH+E+S	Y+P+CH+E+S	5	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	CH+E+S|Y+P+CH	5	1.000000	E+S|Y+P+CH	Y+P+CH+S	1	P+CH+S	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
yshedair	1	f31r	Y+SH+E+D_ADDR+AIR	Y+SH+E+D_ADDR+AIR	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	SH+E+D_ADDR	4	0.800000	D_ADDR+AIR|SH+E	Y+SH+AIR	1	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ysheeod	1	f66r	Y+SH+EE+O+D_ADDR	Y+SH+EE+O+D_ADDR	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	SH+EE+O	3	0.600000	SH+EE+O	Y+SH	1	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ytarody	1	f66r	Y+T+AR+O+DY	Y+T+AR+O+DY	5	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	Y+T+AR	5	1.000000	O+DY|Y+T+AR	Y+T+AR	1	T	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ytoy	1	f4r	Y+T+O+Y	Y+T+O+Y	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	Y+T+O	4	1.000000	O+Y|Y+T	Y+T+Y	1	T	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
