surface	card_class	composition	working_meaning_de	confidence	page	locus	section	language	hand	ordinal	line_token_count	line_position	was_v48_unknown	target_v48_gloss_de	target_v48_source	target_v48_scope_state	left_surface	left_gloss_de	right_surface	right_gloss_de	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	zl3b_line	decision	reason_code	promotable	review_note
chok	P	CH_DRY+O_PREP+K_HOT	Trockenansatz erhitzen	HIGH	f56r	f56r.10	H	A	1	4	9	MEDIAL	1	[chok:?]	OPEN	UNKNOWN_SURFACE	otchy	kalt-trockener Ansatz am Anfang des Grades	y	; hierzu:	MERGE_3	chokyt	EXACT	chok	ONE_EXACT	yt chor otchy chok y t chey r okaiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences admit the unchanged dry-preparation heating action.
okaiir	P	O_PREP+K_HOT+AIIR_FRACTION_III	dritte erhitzte Ansatzfraktion	HIGH	f58v	f58v.11	S	A	3	9	11	MEDIAL	1	[okaiir:?]	OPEN	UNKNOWN_SURFACE	dory	abgemessene Portion	chodaiin	Trockenansatz, Dosis III	EXACT	okaiir	EXACT	okaiir	BOTH_EXACT	tchol shol tor qokair or y ykaiin dory okaiir chodaiin otals	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Four occurrences preserve preparation, heat and third fraction.
ckhar	P	CKH_COMPOSITE+AR_FRACTION_I	erste Kompositumfraktion	HIGH	f58v	f58v.29	S	A	3	8	10	MEDIAL	1	[ckhar:?]	OPEN	UNKNOWN_SURFACE	choar	Trockenansatz, Fraktion I	yfair	[yfair:?]	EXACT	ckhar	EXACT	ckhar	BOTH_EXACT	polal keeo o leeckhey dalar ykeeody choar ckhar yfair alam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences preserve the exact composite-plus-first-fraction reading.
shoy	P	SH_MOIST+O_PREP+Y_START_OR_CLOSE	Feuchtansatz leicht abschließen	HIGH	f58v	f58v.3	S	A	3	3	9	MEDIAL	1	[shoy:?]	OPEN	UNKNOWN_SURFACE	qotain	kalt im qo-Rahmen, Grad II	qokeol	erhitze den Drogenstoff bis zur Mittelstufe	ONE	ckheey	EXACT	shoy	ONE_EXACT	todal qotain shoy qokeol okey qokalchal daly ar aim	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moist-preparation closure action.
cfhol	W	LEARNED_FLOWER_WHOLE	Blütendrogenstoff oder Blütenauszug	LOW	f66r	f66r.67	T	B	5	2	9	MEDIAL	1	[cfhol:?]	OPEN	UNKNOWN_SURFACE	psheody	[psheody:?]	shofol	[shofol:?]	EXACT	cfhol	EXACT	cfhol	BOTH_EXACT	psheody cfhol shofol okeody qokaldy ytarody shedy shedy dair	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Retained as a learned whole; three exact contexts do not force a competing decomposition or value.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f6r	f6r.3	H	A	1	4	8	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	choky	heiß-trockene Zubereitung, Grundform	cheoeees	[cheoeees:?]	EXACT	os	EXACT	os	BOTH_EXACT	foeear kshor choky os cheoeees ykeor ytaiin dam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f6v	f6v.4	H	A	1	5	11	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	s	Samen-/Saatgutposten	y	hierzu:	MERGE_2	sos	EXACT	os	ONE_EXACT	y shckhy ytchoy s os y jajy dchy dey okody ytody	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f75r	f75r.22	B	B	2	1	9	INITIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	shey	feucht in der Mitte des Grades	EXACT	odar	EXACT	odar	BOTH_EXACT	odar shey qokain chedy or shey kar chedy sar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f75r	f75r.7	B	B	2	3	9	MEDIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	qokshdy	heiß und feucht am Anfang des Grades, abgeschlossen	chedy	trocken in der Mitte des Grades, abgeschlossen	EXACT	ytain	EXACT	ytain	BOTH_EXACT	pchedy qokshdy ytain chedy qokar chy lol chedy qoky	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f76r	f76r.48	T	B	2	6	10	MEDIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	okain	heiß im Zubereitungsrahmen, Grad II	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	EXACT	ytain	EXACT	ytain	BOTH_EXACT	saiin shckhy lkeedy qoky okain ytain oteedy okedor shedy qokal	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
cphey	P	CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Kompositum auf Mittelstufe, abgeschlossen	HIGH	f76v	f76v.34	B	B	2	5	9	MEDIAL	1	[cphey:?]	OPEN	UNKNOWN_SURFACE	qotain	kalt im qo-Rahmen, Grad II	opcheey	[opcheey:?]	EXACT	cphey	EXACT	cphey	BOTH_EXACT	sakaiin okeedy chedy qotain cphey opcheey oty saiin otary	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences preserve composite, middle stage and closure.
cphey	P	CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Kompositum auf Mittelstufe, abgeschlossen	HIGH	f77r	f77r.24	B	B	2	4	7	MEDIAL	1	[cphey:?]	OPEN	UNKNOWN_SURFACE	shor	Blüten-/Fruchtstand; reproduktiver Teil	lfcheal	[lfcheal:?]	EXACT	cphey	EXACT	cphey	BOTH_EXACT	daiin dol shor cphey lfcheal shear qolchy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences preserve composite, middle stage and closure.
cphar	P	CPH_COMPOSITE+AR_FRACTION_I	erste Kompositumfraktion	HIGH	f78v	f78v.20	B	B	2	7	9	MEDIAL	1	[cphar:?]	OPEN	UNKNOWN_SURFACE	lchey	Drogenholz, trocken gebunden, Form I	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	EXACT	cphar	EXACT	cphar	BOTH_EXACT	qofcheol opchedy qokain op chedy lchey cphar ol okalor	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve composite plus first fraction without a competing value.
shoy	P	SH_MOIST+O_PREP+Y_START_OR_CLOSE	Feuchtansatz leicht abschließen	HIGH	f79r	f79r.11	B	B	2	1	9	INITIAL	1	[shoy:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	chedy	trocken in der Mitte des Grades, abgeschlossen	ONE	shoikhy	EXACT	shoy	ONE_EXACT	shoy chedy tshey dshdy otchar shek chcthy otal ory	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moist-preparation closure action.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f79r	f79r.36	B	B	2	5	10	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	cheey	trocken am Ende des Grades	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	EXACT	os	EXACT	os	BOTH_EXACT	sol sheeol ol cheey os sheky sheol or shear oly	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
cphey	P	CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Kompositum auf Mittelstufe, abgeschlossen	HIGH	f7r	f7r.9	H	A	1	5	8	MEDIAL	1	[cphey:?]	OPEN	UNKNOWN_SURFACE	chol	trocken; nominal trockenes Gut/Material	shckhy	Arzneikompositum: feucht, Gradanfang	EXACT	cphey	EXACT	cphey	BOTH_EXACT	qokechy ol choiin chol cphey shckhy chochy kchod	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences preserve composite, middle stage and closure.
oksho	P	O_PREP+K_HOT+SH_MOIST+O_PREP	Ansatz erhitzen, einweichen und erneut ansetzen	HIGH	f7v	f7v.6	H	A	1	6	9	MEDIAL	1	[oksho:?]	OPEN	UNKNOWN_SURFACE	daiin	Grad-/Maßwert III	lshol	[lshol:?]	MERGE_2	oksholshol	MERGE_2	oksholshol	NEITHER_EXACT	kchor sheod sheodaiin sho daiin oksho lshol dair qos	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve heat, moisten and re-prepare order.
pshol	P	P_POWDER+SH_MOIST+OL_MATERIAL	eingeweichter Pulverstoff	HIGH	f80v	f80v.27	B	B	2	1	10	INITIAL	1	[pshol:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	kain	heiß, Grad II	EXACT	pshol	ONE	fshol	ONE_EXACT	pshol kain olkar shey qokain dal oltaiin okain shal qoty	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve powder, moist treatment and material order.
es	W	LEARNED_ES_WHOLE	Mittelstufen-Species	LOW	f83v	f83v.6	B	B	2	6	10	MEDIAL	1	[es:?]	OPEN	UNKNOWN_SURFACE	chl	trocknen	okeol	Grundansatz bis zur mittleren Heizstufe erwärmt	ONE	ches	ONE	ches	NEITHER_EXACT	chedy qoteedy otalshedy sol chl es okeol shedy qokolchedy qokal	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Retained as a learned whole; both exact contexts remain compatible with the middle-stage species card.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f85r2	f85r2.1	C	B	2	17	35	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	olkaiin	heiße Drogenbasis, Stufe III	aloees	[aloees:?]	EXACT	odar	EXACT	odar	BOTH_EXACT	odeedy otedy opaees ar chcthy otchdy otody otar chepaiin otodar otodaiin opaiin otaiin qopchas otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkechch os aiin oteedy dar otees opaiin chcphdar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f85r2	f85r2.1	C	B	2	21	35	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	qotedaiin	[qotedaiin:?]	octhody	[octhody:?]	EXACT	odar	EXACT	odar	BOTH_EXACT	odeedy otedy opaees ar chcthy otchdy otody otar chepaiin otodar otodaiin opaiin otaiin qopchas otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkechch os aiin oteedy dar otees opaiin chcphdar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f85r2	f85r2.1	C	B	2	29	35	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	lkechch	[lkechch:?]	aiin	Menge III	EXACT	os	EXACT	os	BOTH_EXACT	odeedy otedy opaees ar chcthy otchdy otody otar chepaiin otodar otodaiin opaiin otaiin qopchas otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkechch os aiin oteedy dar otees opaiin chcphdar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
shodain	P	SH_MOIST+O_PREP+D_MEASURE+AIN_II	zwei Dosen Feuchtansatz	HIGH	f86v3	f86v3.14	C	B	2	3	7	MEDIAL	1	[shodain:?]	OPEN	UNKNOWN_SURFACE	aiin	Menge III	shor	Blüten-/Fruchtstand; reproduktiver Teil	EXACT	shodain	EXACT	shodain	BOTH_EXACT	ar aiin shodain shor chalkar shekshol okchor	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Four occurrences admit the unchanged two-dose moist-preparation nominal card.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f86v3	f86v3.2	C	B	2	6	8	MEDIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	cheody	getrockneter Ansatz	qy	[qy:?]	EXACT	ytain	EXACT	ytain	BOTH_EXACT	rain ychedy qoeeey otair cheody ytain qy kaiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f86v3	f86v3.5	C	B	2	5	7	MEDIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	ypeor	[ypeor:?]	otain	kalt im Zubereitungsrahmen, Grad II	EXACT	ytain	EXACT	ytain	BOTH_EXACT	yeey qotaiin chdy ypeor ytain otain ytam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f86v5	f86v5.18	T	B	2	6	11	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	lkaiin	Holzdroge, heiß auf Stufe III	al	Rohstoffklasse I	EXACT	os	EXACT	os	BOTH_EXACT	poldaiin shea teraiin otcho lkaiin os al ody qotar ytedy daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f86v5	f86v5.27	T	B	2	8	11	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	ytar	nimm hiervon die erste gekühlte Drogenfraktion	oeees	Ansatzcharge der letzten Stufe	EXACT	odar	EXACT	odar	BOTH_EXACT	pchor ypchor aiin otar shody pchykar ytar odar oeees aral om	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f86v5	f86v5.31	T	B	2	6	10	MEDIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	ytedy	[ytedy:?]	qodaiin	Qualitätsgrad III	EXACT	ytain	EXACT	ytain	BOTH_EXACT	tol kaiin ytchdy chol ytedy ytain qodaiin ytody ykeshy ar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f86v5	f86v5.35	T	B	2	7	11	MEDIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	otal	Rohstoffklasse I im Ansatz, kalt am Gradanfang	qokchy	heiß und trocken am Anfang des Grades	EXACT	shod	EXACT	shod	BOTH_EXACT	ychey or aiin ytair ytaim otal shod qokchy qoody s aim	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
shoy	P	SH_MOIST+O_PREP+Y_START_OR_CLOSE	Feuchtansatz leicht abschließen	HIGH	f86v6	f86v6.17	T	B	2	7	13	MEDIAL	1	[shoy:?]	OPEN	UNKNOWN_SURFACE	qckhear	[qckhear:?]	qotedy	kalt in der Mitte des Grades, abgeschlossen	ONE	shoifhy	EXACT	shoy	ONE_EXACT	par or aiin dar aiiin qckhear shoy qotedy opchdy olain ar alkar am	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moist-preparation closure action.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f86v6	f86v6.20	T	B	2	9	10	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	opdaiin	[opdaiin:?]	dairody	[dairody:?]	ONE	adar	EXACT	odar	ONE_EXACT	pdaiiiy otol podaiin ocphey opchor olkshed qofod opdaiin odar dairody	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f86v6	f86v6.41	T	B	2	8	9	MEDIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	qotaiin	kalt, Grad III	ytody	[ytody:?]	EXACT	ytain	EXACT	ytain	BOTH_EXACT	qokaiin octhy oltchey qotal lkalol sheol qotaiin ytain ytody	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
shos	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	f87r	f87r.15	H	A	1	1	7	INITIAL	1	[shos:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	cheol	trockener Drogenstoff	EXACT	shos	EXACT	shos	BOTH_EXACT	shos cheol cheos ckhey saiin qockheo ldaiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Nine occurrences admit the unchanged moist-preparation species/charge card.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f87r	f87r.4	H	A	1	7	7	FINAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	s	Samen-/Saatgutposten	BOUNDARY	BOUNDARY	EXACT	odar	EXACT	odar	BOTH_EXACT	soraiin qockhos cheodor ckheokey chcthody s odar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f87v	f87v.3	H	A	1	6	6	FINAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	yteeor	[yteeor:?]	BOUNDARY	BOUNDARY	ONE	ctos	EXACT	os	ONE_EXACT	y cheockhy okey cthy yteeor os	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
shoy	P	SH_MOIST+O_PREP+Y_START_OR_CLOSE	Feuchtansatz leicht abschließen	HIGH	f88r	f88r.21	P	A	1	5	8	MEDIAL	1	[shoy:?]	OPEN	UNKNOWN_SURFACE	qokeol	erhitze den Drogenstoff bis zur Mittelstufe	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	ONE	shoikhy	ONE	shockhy	NEITHER_EXACT	teol chor olsheody qokeol shoy ol sheeol sheoldg	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moist-preparation closure action.
shoy	P	SH_MOIST+O_PREP+Y_START_OR_CLOSE	Feuchtansatz leicht abschließen	HIGH	f88v	f88v.24	P	A	1	5	8	MEDIAL	1	[shoy:?]	OPEN	UNKNOWN_SURFACE	daiin	Grad-/Maßwert III	qokeody	[qokeody:?]	ONE	shoikhy	EXACT	shoy	ONE_EXACT	daiin sheor sheedy daiin shoy qokeody doy dair	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moist-preparation closure action.
pshol	P	P_POWDER+SH_MOIST+OL_MATERIAL	eingeweichter Pulverstoff	HIGH	f89r1	f89r1.19	P	A	1	1	9	INITIAL	1	[pshol:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	sheo	Feuchtzubereitung	EXACT	pshol	EXACT	pshol	BOTH_EXACT	pshol sheo qoay cheocphy s sheyr qokair ydam daly	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve powder, moist treatment and material order.
oldain	P	O_PREP+L_WOOD+D_MEASURE+AIN_II	zwei Dosen Holzdroge im Ansatz abmessen	MEDIUM	f89r1	f89r1.6	P	A	1	10	10	FINAL	1	[oldain:?]	OPEN	UNKNOWN_SURFACE	sheeos	[sheeos:?]	BOUNDARY	BOUNDARY	EXACT	oldain	EXACT	oldain	BOTH_EXACT	qoar shar qopcholy qokod chepy dar sheey okor sheeos oldain	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence preserves preparation, wood material, measure and quantity II.
shodain	P	SH_MOIST+O_PREP+D_MEASURE+AIN_II	zwei Dosen Feuchtansatz	HIGH	f89v1	f89v1.11	P	A	1	5	10	MEDIAL	1	[shodain:?]	OPEN	UNKNOWN_SURFACE	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	qokar	heiße Drogenfraktion I	EXACT	shodain	ONE	ain	ONE_EXACT	osheokaiin s ain ol shodain qokar ain chekal daiin dar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Four occurrences admit the unchanged two-dose moist-preparation nominal card.
shos	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	f89v1	f89v1.13	P	A	1	5	10	MEDIAL	1	[shos:?]	OPEN	UNKNOWN_SURFACE	or	Drogenportion	oiir	[oiir:?]	MERGE_2	orshos	EXACT	shos	ONE_EXACT	tosheo fcheody shekey or shos oiir cphey qokeody cheody daldy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Nine occurrences admit the unchanged moist-preparation species/charge card.
cphey	P	CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Kompositum auf Mittelstufe, abgeschlossen	HIGH	f89v1	f89v1.13	P	A	1	7	10	MEDIAL	1	[cphey:?]	OPEN	UNKNOWN_SURFACE	oiir	[oiir:?]	qokeody	[qokeody:?]	EXACT	cphey	EXACT	cphey	BOTH_EXACT	tosheo fcheody shekey or shos oiir cphey qokeody cheody daldy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences preserve composite, middle stage and closure.
dcheo	P	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP	Dosis bis Mittelstufe trocknen und ansetzen	HIGH	f89v1	f89v1.15	P	A	1	1	10	INITIAL	1	[dcheo:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	daiin	Grad-/Maßwert III	ONE	dcheocy	EXACT	dcheo	ONE_EXACT	dcheo daiin cthol daiin daldy okeor ytey keor cheyty ochy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Six occurrences admit measure, dry-to-middle and prepare in the same order.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f89v1	f89v1.9	P	A	1	5	10	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	chekaiin	[chekaiin:?]	aiin	Menge III	EXACT	os	EXACT	os	BOTH_EXACT	too cthor okol chekaiin os aiin ol cheokchey qokoiiin du	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
pshol	P	P_POWDER+SH_MOIST+OL_MATERIAL	eingeweichter Pulverstoff	HIGH	f8r	f8r.1	H	A	1	1	9	INITIAL	1	[pshol:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	chor	Pflanzen-/Reproduktionsteil	EXACT	pshol	EXACT	pshol	BOTH_EXACT	pshol chor otshal chopy cphol chody shy cfhodar shor	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve powder, moist treatment and material order.
cfhaiin	W	LEARNED_FLOWER_WHOLE	Blütendroge, Menge III	LOW	f8r	f8r.18	H	A	1	2	7	MEDIAL	1	[cfhaiin:?]	OPEN	UNKNOWN_SURFACE	okar	heiße Drogenfraktion I im Ansatz	chaiin	trocken, Grad III	ONE	cphaiin	EXACT	cfhaiin	ONE_EXACT	okar cfhaiin chaiin daiin chor cha rchealcham	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Retained as a learned whole; its exact panel context does not force a different content reading.
cha	P	CH_DRY+A_PART_OR_LINK	ein Teil Trockendroge	MEDIUM	f8r	f8r.18	H	A	1	6	7	MEDIAL	1	[cha:?]	OPEN	UNKNOWN_SURFACE	chor	Pflanzen-/Reproduktionsteil	rchealcham	[rchealcham:?]	EXACT	cha	EXACT	cha	BOTH_EXACT	okar cfhaiin chaiin daiin chor cha rchealcham	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence preserves one part plus dry material.
ochol	P	O_PREP+CH_DRY+OL_MATERIAL	Ansatz aus Trockendroge	HIGH	f93r	f93r.15	H	A	1	1	4	INITIAL	1	[ochol:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	shodal	[shodal:?]	EXACT	ochol	EXACT	ochol	BOTH_EXACT	ochol shodal dol cheodam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve preparation, drying and material order.
cfhol	W	LEARNED_FLOWER_WHOLE	Blütendrogenstoff oder Blütenauszug	LOW	f93r	f93r.5	H	A	1	3	7	MEDIAL	1	[cfhol:?]	OPEN	UNKNOWN_SURFACE	chody	Trockenansatz, abgeschlossen	dol	Materialmaß	EXACT	cfhol	EXACT	cfhol	BOTH_EXACT	ol chody cfhol dol qokol otodar chodain	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Retained as a learned whole; three exact contexts do not force a competing decomposition or value.
chodain	P	CH_DRY+O_PREP+D_MEASURE+AIN_II	zwei Dosen Trockenansatz	HIGH	f93r	f93r.5	H	A	1	7	7	FINAL	1	[chodain:?]	OPEN	UNKNOWN_SURFACE	otodar	Kaltansatz erneut ansetzen und die erste Fraktion abmessen	BOUNDARY	BOUNDARY	EXACT	chodain	EXACT	chodain	BOTH_EXACT	ol chody cfhol dol qokol otodar chodain	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences admit the unchanged two-dose dry-preparation card.
