surface	card_class	composition	working_meaning_de	confidence	page	locus	section	language	hand	ordinal	line_token_count	line_position	was_v48_unknown	target_v48_gloss_de	target_v48_source	target_v48_scope_state	left_surface	left_gloss_de	right_surface	right_gloss_de	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	zl3b_line	decision	reason_code	promotable	review_note
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f31r	f31r.4	H	B	2	5	10	MEDIAL	0	Wurzel	GDT661:R_BODY	KNOWN_CONTEXT_LICENSED	lo	Holzabsud	ar	Drogenfraktion I	EXACT	r	EXACT	r	BOTH_EXACT	qotar chy dar lo r ar cheey keeol chedy qokey	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f31r	f31r.6	H	B	2	6	8	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	cheda	[cheda:?]	aiin	Menge III	ONE	r	ONE	r	NEITHER_EXACT	tshokeody qokedy qotedy chepos cheda s aiin dal	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
shos	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	f32r	f32r.11	H	A	1	1	3	INITIAL	1	[shos:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	chckhol	[chckhol:?]	EXACT	shos	EXACT	shos	BOTH_EXACT	shos chckhol n	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Nine occurrences admit the unchanged moist-preparation species/charge card.
cpho	P	CPH_COMPOSITE+O_PREP	Kompositumansatz	HIGH	f32v	f32v.10	H	A	1	6	10	MEDIAL	1	[cpho:?]	OPEN	UNKNOWN_SURFACE	daiin	Qualitätsgrad III	l	Grundstoff des vorstehenden Ansatzes	MERGE_2	cphol	MERGE_2	cphol	NEITHER_EXACT	sho keol chor chol daiin cpho l cthol da ar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence admits the unchanged composite-preparation nominal card.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f32v	f32v.2	H	A	1	2	10	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	daiin	Grad-/Maßwert III	chy	trocken am Anfang des Grades	EXACT	odar	EXACT	odar	BOTH_EXACT	daiin odar chy daiin chey tchy l dy dain teor	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f32v	f32v.3	H	A	1	7	9	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	daiin	Grad-/Maßwert III	shokey	heiß-feuchter Ansatz in der Gradmitte	EXACT	s	EXACT	s	BOTH_EXACT	shor daiin chckhy dsho dain daiin s shokey ka	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f32v	f32v.4	H	A	1	7	10	MEDIAL	0	Wurzel	GDT661:R_BODY	KNOWN_CONTEXT_LICENSED	qotcho	kühle, trockne und setze an	chy	trocken am Anfang des Grades	EXACT	r	EXACT	r	BOTH_EXACT	or chr chor dor chaiin qotcho r chy dcho daiin	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f32v	f32v.7	H	A	1	6	10	MEDIAL	0	Wurzel	GDT661:R_BODY	READER_BOUNDARY_UNSTABLE	otshcho	[otshcho:?]	dain	Grad-/Maßwert II	MERGE_2	otshchor	EXACT	r	ONE_EXACT	ksho cphos she sheaiin otshcho r dain shckhy s odan	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f32v	f32v.7	H	A	1	9	10	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	shckhy	Arzneikompositum: feucht, Gradanfang	odan	Zubereitungsdosis I	EXACT	s	EXACT	s	BOTH_EXACT	ksho cphos she sheaiin otshcho r dain shckhy s odan	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
d	O	FREE_D_OCCURRENCE	abschließen oder mit folgendem or eine Portion abmessen	MEDIUM	f32v	f32v.8	H	A	1	8	9	MEDIAL	0	Dosis	GDT661:D_BODY	READER_BOUNDARY_UNSTABLE	otchy	kalt-trockener Ansatz am Anfang des Grades	shan	feucht, Grad I	EXACT	d	DELETE	EMPTY	ONE_EXACT	otchol daiin daiin ctho daiin qotaiin otchy d shan	O_NAMED_CONTEXT_CONFLICT	D_FREE_DOSE_NOT_SUFFIX_CLOSE	0	D_FREE_DOSE_NOT_SUFFIX_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f33r	f33r.3	H	B	2	2	11	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_UNRESOLVED_HINGE	KNOWN_CONTEXT_LICENSED	laiin	Drogenholz, Typ/Charge III	cheky	bis zur mittleren Trockenstufe, dann leicht erhitzen	EXACT	y	EXACT	y	BOTH_EXACT	laiin y cheky qokedy shedy chdal chechdaiin qokchy ody chekeedy ykam	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f33r	f33r.4	H	B	2	13	13	FINAL	0	Samen-/Saatgutposten	GDT660:S_EOS	KNOWN_CONTEXT_LICENSED	aiin	Menge III	BOUNDARY	BOUNDARY	EXACT	s	EXACT	s	BOTH_EXACT	taiin chekey or al aiiin saiin okaiin dar cheedy chkeey far aiin s	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f34r	f34r.1	H	B	2	6	9	MEDIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	okedody	[okedody:?]	ololdy	[ololdy:?]	EXACT	shod	EXACT	shod	BOTH_EXACT	pcheoepchy olar yl yfody okedody shod ololdy dar ytey	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f34r	f34r.11	H	B	2	8	9	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	chty	trocken-kalt am Gradanfang	aiin	Menge III	MERGE_2	saiin	MERGE_2	saiin	NEITHER_EXACT	qokeey sh kaldaiin cheky cthdaly otchedy chty s aiin	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f34r	f34r.14	H	B	2	3	13	MEDIAL	0	; hierzu:	GDT659:Y_MEDIAL_BIDIRECTIONAL_HINGE	KNOWN_CONTEXT_LICENSED	ar	Drogenfraktion I	kar	heiße Drogenfraktion I	EXACT	y	EXACT	y	BOTH_EXACT	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f34r	f34r.7	H	B	2	8	10	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	qokchdy	heiß und trocken am Anfang des Grades, abgeschlossen	as	ein gleicher Teil der Arzneispecies	EXACT	s	EXACT	s	BOTH_EXACT	qokedy dal chdy olchy ykchy ykedy qokchdy s as oldam	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f34v	f34v.11	H	B	2	3	7	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	ody	fertiggestellter Ansatz	aiin	Menge III	EXACT	s	EXACT	s	BOTH_EXACT	yshos ody s aiin okey okal shedy	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f34v	f34v.7	H	B	2	10	13	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	okey	heißer Ansatz in der Mitte des Grades	air	zweite Drogenfraktion	MERGE_2	sair	EXACT	s	ONE_EXACT	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f35r	f35r.1	H	A	1	2	7	MEDIAL	0	Wurzel	GDT661:R_BODY	KNOWN_CONTEXT_LICENSED	oo	setze ein zweites Mal an	choly	Trockenrückstand	EXACT	r	EXACT	r	BOTH_EXACT	oo r choly y choty char dy	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f35r	f35r.1	H	A	1	4	7	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_UNRESOLVED_HINGE	READER_BOUNDARY_UNSTABLE	choly	Trockenrückstand	choty	kalter Trockenansatz	ONE	cthy	MERGE_2	cholyy	NEITHER_EXACT	oo r choly y choty char dy	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f35r	f35r.10	H	A	1	5	9	MEDIAL	0	Wurzel	GDT661:R_BODY	KNOWN_CONTEXT_LICENSED	ckhy	Arzneikompositum am Gradanfang	chl	trocknen	EXACT	r	EXACT	r	BOTH_EXACT	o aiin chaiin ckhy r chl s chochy daiin	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f35r	f35r.10	H	A	1	7	9	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	chl	trocknen	chochy	Trockenansatz nochmals leicht trocknen	EXACT	s	EXACT	s	BOTH_EXACT	o aiin chaiin ckhy r chl s chochy daiin	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f35r	f35r.15	H	A	1	2	5	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	ochor	Pflanzenteil im Ansatz	chiin	[chiin:?]	EXACT	s	EXACT	s	BOTH_EXACT	ochor s chiin daiin ytain	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f35r	f35r.15	H	A	1	5	5	FINAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	daiin	Grad-/Maßwert III	BOUNDARY	BOUNDARY	EXACT	ytain	EXACT	ytain	BOTH_EXACT	ochor s chiin daiin ytain	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
shory	P	KNOWN_SHOR+Y_START_OR_CLOSE	Blüten- oder Fruchtstand in Grundform, abgeschlossen	MEDIUM	f35v	f35v.10	H	A	1	3	3	FINAL	1	[shory:?]	OPEN	UNKNOWN_SURFACE	chosar	[chosar:?]	BOUNDARY	BOUNDARY	EXACT	shory	EXACT	shory	BOTH_EXACT	okcheey chosar shory	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Same ordered composition; no panel neighbor forces a different material, state or closure reading.
d	O	FREE_D_OCCURRENCE	abschließen oder mit folgendem or eine Portion abmessen	MEDIUM	f35v	f35v.12	H	A	1	2	7	MEDIAL	0	Dosis	GDT661:D_BEFORE_VALUE	READER_BOUNDARY_UNSTABLE	dchaiin	abgemessene Trockendroge, Grad III	aiin	Menge III	MERGE_2	daiin	EXACT	d	ONE_EXACT	dchaiin d aiin d aiin dal s	O_NAMED_CONTEXT_CONFLICT	D_FREE_DOSE_NOT_SUFFIX_CLOSE	0	D_FREE_DOSE_NOT_SUFFIX_CLOSE
d	O	FREE_D_OCCURRENCE	abschließen oder mit folgendem or eine Portion abmessen	MEDIUM	f35v	f35v.12	H	A	1	4	7	MEDIAL	0	Dosis	GDT661:D_BEFORE_VALUE	READER_BOUNDARY_UNSTABLE	aiin	Menge III	aiin	Menge III	MERGE_2	daiin	EXACT	d	ONE_EXACT	dchaiin d aiin d aiin dal s	O_NAMED_CONTEXT_CONFLICT	D_FREE_DOSE_NOT_SUFFIX_CLOSE	0	D_FREE_DOSE_NOT_SUFFIX_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f35v	f35v.12	H	A	1	7	7	FINAL	0	Samen-/Saatgutposten	GDT660:S_EOS	READER_BOUNDARY_UNSTABLE	dal	abgemessene Rohstoffmenge I	BOUNDARY	BOUNDARY	EXACT	s	MERGE_2	dals	ONE_EXACT	dchaiin d aiin d aiin dal s	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
d	O	FREE_D_OCCURRENCE	abschließen oder mit folgendem or eine Portion abmessen	MEDIUM	f35v	f35v.16	H	A	1	3	4	MEDIAL	0	Dosis	GDT661:D_BEFORE_VALUE	READER_BOUNDARY_UNSTABLE	okeey	heißer Ansatz am Ende des Grades	aiin	Menge III	MERGE_2	daiin	EXACT	d	ONE_EXACT	ydaiin okeey d aiin	O_NAMED_CONTEXT_CONFLICT	D_FREE_DOSE_NOT_SUFFIX_CLOSE	0	D_FREE_DOSE_NOT_SUFFIX_CLOSE
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f35v	f35v.18	H	A	1	4	4	FINAL	0	Wurzel	GDT661:R_BODY	KNOWN_CONTEXT_LICENSED	chokeeo	[chokeeo:?]	BOUNDARY	BOUNDARY	EXACT	r	EXACT	r	BOTH_EXACT	daiin qokeeeb chokeeo r	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f35v	f35v.19	H	A	1	2	5	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_RIGHT_REFERENCE_MATERIA	READER_BOUNDARY_UNSTABLE	schokey	heiß-trockener Samenansatz in der Gradmitte	keol	heißer Drogenstoff	MERGE_2	ykeol	MERGE_2	ykeol	NEITHER_EXACT	schokey y keol chol daiin	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f36r	f36r.5	H	A	1	5	10	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	ctholy	Blatt-/Krautdroge, Grundform	o	Ansatzwasser	EXACT	s	EXACT	s	BOTH_EXACT	daiin qor chol ctholy s o r chy sy chytaroiin	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f36r	f36r.5	H	A	1	7	10	MEDIAL	0	Wurzel	GDT661:R_BODY	KNOWN_CONTEXT_LICENSED	o	Ansatzwasser	chy	trocken am Anfang des Grades	EXACT	r	EXACT	r	BOTH_EXACT	daiin qor chol ctholy s o r chy sy chytaroiin	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f36r	f36r.6	H	A	1	3	8	MEDIAL	0	Eintragsteil abgeschlossen	GDT659:Y_MEDIAL_LEFT_CLOSE	READER_BOUNDARY_UNSTABLE	cthor	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	kaiiin	heiß, Grad IV	MERGE_2	ykaiiin	MERGE_2	ykaiiin	NEITHER_EXACT	okaiin cthor y kaiiin s dain an dan	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f36r	f36r.6	H	A	1	5	8	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	kaiiin	heiß, Grad IV	dain	Grad-/Maßwert II	EXACT	s	EXACT	s	BOTH_EXACT	okaiin cthor y kaiiin s dain an dan	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
shoaiin	P	SH_MOIST+O_PREP+AIIN_III	drei Teile Feuchtansatz	HIGH	f36v	f36v.1	H	A	1	4	9	MEDIAL	1	[shoaiin:?]	OPEN	UNKNOWN_SURFACE	qoforom	[qoforom:?]	tchey	kalt und trocken in der Mitte des Grades	EXACT	shoaiin	EXACT	shoaiin	BOTH_EXACT	pchar asy qoforom shoaiin tchey chy otaiin cphar daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences retain moist preparation plus quantity III because exact V48 oaiin is Ansatzmenge III; the process-stage rival remains visible.
cphar	P	CPH_COMPOSITE+AR_FRACTION_I	erste Kompositumfraktion	HIGH	f36v	f36v.1	H	A	1	8	9	MEDIAL	1	[cphar:?]	OPEN	UNKNOWN_SURFACE	otaiin	kalt im Zubereitungsrahmen, Grad III	daiin	Grad-/Maßwert III	EXACT	cphar	EXACT	cphar	BOTH_EXACT	pchar asy qoforom shoaiin tchey chy otaiin cphar daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve composite plus first fraction without a competing value.
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f36v	f36v.3	H	A	1	3	8	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	ytor	[ytor:?]	otaiin	kalt im Zubereitungsrahmen, Grad III	EXACT	s	EXACT	s	BOTH_EXACT	dchytchy ytor s otaiin qopchor otar otchaiin s	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f36v	f36v.3	H	A	1	8	8	FINAL	0	Samen-/Saatgutposten	GDT660:S_EOS	KNOWN_CONTEXT_LICENSED	otchaiin	[otchaiin:?]	BOUNDARY	BOUNDARY	EXACT	s	EXACT	s	BOTH_EXACT	dchytchy ytor s otaiin qopchor otar otchaiin s	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f36v	f36v.4	H	A	1	2	7	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_RIGHT_REFERENCE	READER_BOUNDARY_UNSTABLE	qotchor	kalt-trockene Drogenportion	ky	heiß am Anfang des Grades	MERGE_2	yky	DELETE	EMPTY	NEITHER_EXACT	qotchor y ky ty dy daiin cthor	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f36v	f36v.7	H	A	1	5	7	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	o	Ansatz mit s	chy	trocken am Anfang des Grades	MERGE_2	os	MERGE_2	os	NEITHER_EXACT	qoky keol okchor o s chy shan	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f36v	f36v.8	H	A	1	4	6	MEDIAL	0	Eintragsteil abgeschlossen	GDT659:Y_MEDIAL_LEFT_CLOSE	READER_BOUNDARY_UNSTABLE	dol	Materialmaß	tydy	[tydy:?]	MERGE_2	ytydy	ONE	yt	NEITHER_EXACT	ykshy ytchy dol y tydy yky	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f36v	f36v.9	H	A	1	2	4	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_UNRESOLVED_HINGE	READER_BOUNDARY_UNSTABLE	okaiin	heiß, Grad III, im Ansatzrahmen	kcholqod	erhitztes Trockengut als Ansatz fertigstellen	MERGE_2	ykcholqod	ONE	ykcholq	NEITHER_EXACT	okaiin y kcholqod chory	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f37v	f37v.20	H	A	1	1	5	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	choy	Trockenansatz leicht abschließen	DELETE	EMPTY	MERGE_2	ychoy	NEITHER_EXACT	y choy ykol daiin s	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f37v	f37v.20	H	A	1	5	5	FINAL	0	Samen-/Saatgutposten	GDT660:S_EOS	KNOWN_CONTEXT_LICENSED	daiin	Qualitätsgrad III	BOUNDARY	BOUNDARY	EXACT	s	EXACT	s	BOTH_EXACT	y choy ykol daiin s	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
cthols	P	CTH_HERB+OL_MATERIAL+S_TERM_SPECIES	Charge Krautdrogenstoff	HIGH	f37v	f37v.21	H	A	1	4	4	FINAL	1	[cthols:?]	OPEN	UNKNOWN_SURFACE	daiin	Grad-/Maßwert III	BOUNDARY	BOUNDARY	EXACT	cthols	EXACT	cthols	BOTH_EXACT	oshctho do daiin cthols	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence preserves herb, material and species/charge.
yto	P	Y_REFERENCE+T_COLD+O_PREP	hiervon einen Ansatz abkühlen	HIGH	f37v	f37v.23	H	A	1	1	3	INITIAL	1	[yto:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	chol	trocken; nominal trockenes Gut/Material	EXACT	yto	EXACT	yto	BOTH_EXACT	yto chol daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence admits the unchanged cooling card but requires an explicit outside-passage reference.
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f38r	f38r.4	H	A	1	6	10	MEDIAL	0	Wurzel	GDT661:R_BODY	KNOWN_CONTEXT_LICENSED	chko	[chko:?]	odaiin	Zubereitungsdosis III	EXACT	r	EXACT	r	BOTH_EXACT	ychok chey chckh chy chko r odaiin d aiin sy	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
d	O	FREE_D_OCCURRENCE	abschließen oder mit folgendem or eine Portion abmessen	MEDIUM	f38r	f38r.4	H	A	1	8	10	MEDIAL	0	Dosis	GDT661:D_BEFORE_VALUE	READER_BOUNDARY_UNSTABLE	odaiin	Zubereitungsdosis III	aiin	Menge III	MERGE_2	daiin	EXACT	d	ONE_EXACT	ychok chey chckh chy chko r odaiin d aiin sy	O_NAMED_CONTEXT_CONFLICT	D_FREE_DOSE_NOT_SUFFIX_CLOSE	0	D_FREE_DOSE_NOT_SUFFIX_CLOSE
kos	P	K_HOT+O_PREP+S_TERM_SPECIES	Charge Heißansatz	HIGH	f38r	f38r.6	H	A	1	3	7	MEDIAL	1	[kos:?]	OPEN	UNKNOWN_SURFACE	sho	feuchter Ansatz	daiin	Grad-/Maßwert III	EXACT	kos	EXACT	kos	BOTH_EXACT	ysho sho kos daiin okoy chochor daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence preserves hot preparation plus species/charge.
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f38v	f38v.1	H	A	1	6	10	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	okeea	[okeea:?]	chor	Pflanzen-/Reproduktionsteil	EXACT	s	EXACT	s	BOTH_EXACT	okchop chol shotol oteol okeea s chor d aiin d	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
