event_serial	record_unit_id	section	page	locus	field_id	statement_id	event_index_in_record	event_index_in_field	event_index_in_statement	event_index_in_physical_line	joint_tuple_id	literal_exact_card_order	dictionary_status	event_phrase	exact_source_language_entry	historical_attestation	v77_target	bracketed_exemplar_expansion	event_bound_working_reading	statement_membership	statement_constituent_fields	statement_physical_lines	statement_crosses_field	statement_crosses_physical_line	local_owner	owner_status_v73_v74	owner_break_before	layout_break_before	terminal_status	formal_link_or_entry_rival	local_grammar_pressure_flags	source_support_class	context_confidence	process_or_content_rival	strongest_contradiction	semantic_ceiling
304	B3	BIOLOGICAL	f83r	f83r.22	F106	B3-S032	76	2	2	5	6f7ff8287eddf4da9fdb	E304=[OPAQUE_EXACT_CARD:6f7ff8287eddf4da9fdb]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Rühre, bis alles gleichmäßig vermischt ist.]	E304=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Rühre, bis alles gleichmäßig vermischt ist.]	B3-S032:E303-E307	F106	f83r.22	NO	NO	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
305	B3	BIOLOGICAL	f83r	f83r.22	F106	B3-S032	77	3	3	6	1779decef17481ec2853	E305=[OPAQUE_EXACT_CARD:1779decef17481ec2853]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Das breite Gefäß.]	E305=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Das breite Gefäß.]	B3-S032:E303-E307	F106	f83r.22	NO	NO	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
306	B3	BIOLOGICAL	f83r	f83r.22	F106	B3-S032	78	4	4	7	54d0e228ca346110af05	E306=[OPAQUE_EXACT_CARD:54d0e228ca346110af05]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Für dieselbe Dauer wie zuvor.]	E306=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Für dieselbe Dauer wie zuvor.]	B3-S032:E303-E307	F106	f83r.22	NO	NO	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtrat im Zielbecken auffangen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
307	B3	BIOLOGICAL	f83r	f83r.22	F106	B3-S032	79	5	5	8	c45ebac60774620561e2	E307=[OPAQUE_EXACT_CARD:c45ebac60774620561e2]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Klarheit ziehen und beende den Schritt.]	E307=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Klarheit ziehen und beende den Schritt.]	B3-S032:E303-E307	F106	f83r.22	NO	NO	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
308	B3	BIOLOGICAL	f83r	f83r.22	F107	B3-S033	80	1	1	9	04a3877f0fc81b7597c9	E308=[OPAQUE_EXACT_CARD:04a3877f0fc81b7597c9]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Ziehe es ab und beende den Schritt.]	E308=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Ziehe es ab und beende den Schritt.]	B3-S033:E308-E308	F107	f83r.22	NO	NO	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
309	B3	BIOLOGICAL	f83r	f83r.24	F108	B3-S034	81	1	1	1	2c82523794dcb7d2b343	E309=[OPAQUE_EXACT_CARD:2c82523794dcb7d2b343]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Bis es klar ist.]	E309=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Bis es klar ist.]	B3-S034:E309-E314	F108	f83r.24	NO	NO	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
310	B3	BIOLOGICAL	f83r	f83r.24	F108	B3-S034	82	2	2	2	e0b630cb1b5df5e7105b	E310=[OPAQUE_EXACT_CARD:e0b630cb1b5df5e7105b]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den örtlichen Prüfzustand der Charge feststellen.]	E310=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den örtlichen Prüfzustand der Charge feststellen.]	B3-S034:E309-E314	F108	f83r.24	NO	NO	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Arbeitsstand der Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
311	B3	BIOLOGICAL	f83r	f83r.24	F108	B3-S034	83	3	3	3	80ebbbbf238eee9f0aef	E311=[OPAQUE_EXACT_CARD:80ebbbbf238eee9f0aef]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gleichmäßig bearbeiten.]	E311=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gleichmäßig bearbeiten.]	B3-S034:E309-E314	F108	f83r.24	NO	NO	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge an den nächsten Lauf übergeben; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
312	B3	BIOLOGICAL	f83r	f83r.24	F108	B3-S034	84	4	4	4	54d0e228ca346110af05	E312=[OPAQUE_EXACT_CARD:54d0e228ca346110af05]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Für dieselbe Dauer wie zuvor.]	E312=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Für dieselbe Dauer wie zuvor.]	B3-S034:E309-E314	F108	f83r.24	NO	NO	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: offenen Arbeitsstand fortschreiben; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
313	B3	BIOLOGICAL	f83r	f83r.24	F108	B3-S034	85	5	5	5	7811a7daff25d476e28d	E313=[OPAQUE_EXACT_CARD:7811a7daff25d476e28d]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Das untere Becken.]	E313=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Das untere Becken.]	B3-S034:E309-E314	F108	f83r.24	NO	NO	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
314	B3	BIOLOGICAL	f83r	f83r.24	F108	B3-S034	86	6	6	6	bc4f1f5c006c74a4d26d	E314=[OPAQUE_EXACT_CARD:bc4f1f5c006c74a4d26d]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	E314=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	B3-S034:E309-E314	F108	f83r.24	NO	NO	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Zielstation bestätigen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
315	B4	BIOLOGICAL	f83r	f83r.25	F109	B4-S001	1	1	1	1	7d25241b0e56c836372a	E315=[OPAQUE_EXACT_CARD:7d25241b0e56c836372a]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.]	E315=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.]	B4-S001:E315-E315	F109	f83r.25	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	DIRECT_VISIBLE	RECORD_START__RESET_ALL_LOCAL_STATE	RECORD_START	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Beckenrand und Fugen sichten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
316	B4	BIOLOGICAL	f83r	f83r.25	F110	B4-S002	2	1	1	2	e2eb77ca9d9e1a8ba29a	E316=[OPAQUE_EXACT_CARD:e2eb77ca9d9e1a8ba29a]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Fülle danach das Gefäß.]	E316=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Fülle danach das Gefäß.]	B4-S002:E316-E318	F110	f83r.25	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
317	B4	BIOLOGICAL	f83r	f83r.25	F110	B4-S002	3	2	2	3	0275fbf14e07935b0a45	E317=[OPAQUE_EXACT_CARD:0275fbf14e07935b0a45]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Charge für den vorgesehenen Gebrauch temperieren.]	E317=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Charge für den vorgesehenen Gebrauch temperieren.]	B4-S002:E316-E318	F110	f83r.25	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
318	B4	BIOLOGICAL	f83r	f83r.25	F110	B4-S002	4	3	3	4	7db18b2f0fb7ed0fcfd3	E318=[OPAQUE_EXACT_CARD:7db18b2f0fb7ed0fcfd3]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	E318=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	B4-S002:E316-E318	F110	f83r.25	NO	NO	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
319	B4	BIOLOGICAL	f83r	f83r.25	F111	B4-S003	5	1	1	5	6f7ff8287eddf4da9fdb	E319=[OPAQUE_EXACT_CARD:6f7ff8287eddf4da9fdb]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Rühre, bis alles gleichmäßig vermischt ist.]	E319=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Rühre, bis alles gleichmäßig vermischt ist.]	B4-S003:E319-E325	F111|F112	f83r.25|f83r.26	YES	YES	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
320	B4	BIOLOGICAL	f83r	f83r.25	F111	B4-S003	6	2	2	6	90bcf0a9ec0ef56399e6	E320=[OPAQUE_EXACT_CARD:90bcf0a9ec0ef56399e6]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Zum unteren Ablauf hin.]	E320=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Zum unteren Ablauf hin.]	B4-S003:E319-E325	F111|F112	f83r.25|f83r.26	YES	YES	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Leitungsöffnung ausstreichen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
321	B4	BIOLOGICAL	f83r	f83r.26	F112	B4-S003	7	1	3	1	faf321940aed922846a9	E321=[OPAQUE_EXACT_CARD:faf321940aed922846a9]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Einen recordlokalen Anteil auswählen.]	E321=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Einen recordlokalen Anteil auswählen.]	B4-S003:E319-E325	F111|F112	f83r.25|f83r.26	YES	YES	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Teilcharge aus lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
322	B4	BIOLOGICAL	f83r	f83r.26	F112	B4-S003	8	2	4	2	0275fbf14e07935b0a45	E322=[OPAQUE_EXACT_CARD:0275fbf14e07935b0a45]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Charge für den vorgesehenen Gebrauch temperieren.]	E322=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Charge für den vorgesehenen Gebrauch temperieren.]	B4-S003:E319-E325	F111|F112	f83r.25|f83r.26	YES	YES	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
323	B4	BIOLOGICAL	f83r	f83r.26	F112	B4-S003	9	3	5	3	276a7c2d74d1143446f4	E323=[OPAQUE_EXACT_CARD:276a7c2d74d1143446f4]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen.]	E323=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen.]	B4-S003:E319-E325	F111|F112	f83r.25|f83r.26	YES	YES	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F112; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
