event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	literal_card_order_token	v77_dictionary_decision	source_expansion_segment	segment_type	ellipsis_status	local_owner	owner_break_before	statement_line_crossing	statement_ends_after_event	et_per_reading	et_per_fit_cost_0_4	et_per_fit_reason	strongest_local_rival	source_status	semantic_ceiling
205	B2	f82r	f82r.23	F059	B2-S012	0275fbf14e07935b0a45	E205:CARD[0275fbf14e07935b0a45]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	unteres grünes Mehrfigurenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
206	B2	f82r	f82r.23	F059	B2-S012	5fca8fc3dee57e1d8c1f	E206:CARD[5fca8fc3dee57e1d8c1f]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Der benetzte Körperbereich [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	unteres grünes Mehrfigurenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: warmen Stand halten; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
207	B2	f82r	f82r.23	F059	B2-S012	2f1c5e56e8f0ff459065	E207:CARD[2f1c5e56e8f0ff459065]=[FORMAL; KEIN WORT]	FORMAL_LABEL_NOT_WORD	[FORMAL; KEIN WORT]	FORMAL_NONWORD	NOT_APPLICABLE	unteres grünes Mehrfigurenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	nonlexical formal event retained without paraphrase	any word reading is forbidden	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
208	B2	f82r	f82r.23	F059	B2-S012	b921a237be883a820352	E208:CARD[b921a237be883a820352]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Diese aktive Portion [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	unteres grünes Mehrfigurenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Charge gelinde erwärmen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
209	B2	f82r	f82r.23	F059	B2-S012	d25110e0d8488927278f	E209:CARD[d25110e0d8488927278f]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	unteres grünes Mehrfigurenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Wärme mit der Handprobe prüfen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
210	B2	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	E210:CARD[de7321bface5628e35d6]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	unteres grünes Mehrfigurenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f82r.23	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
211	B2	f82r	f82r.23	F061	B2-S014	29e0eb222ef2fb99523a	E211:CARD[29e0eb222ef2fb99523a]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Schließe den unteren Ablauf]	LOCAL_SOURCE_EXEMPLAR	NO	unteres grünes Mehrfigurenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f82r.23	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
212	B2	f82r	f82r.26	F062	B2-S015	d4a31dbcf1ed6d9e5aa9	E212:CARD[d4a31dbcf1ed6d9e5aa9]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Beginne die Spülung]	LOCAL_SOURCE_EXEMPLAR	NO	lokale Randstationen des unteren Feldes	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	NO:f82r.26	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
213	B2	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	E213:CARD[7d25241b0e56c836372a]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f82r.26	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
214	B2	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	E214:CARD[dd0ecaf5e27d81befffc]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
215	B2	f82r	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	E215:CARD[0f15effeca7ab10bb026]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Kühles Wasser [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
216	B2	f82r	f82r.26	F063	B2-S016	db729b598e89e11452e0	E216:CARD[db729b598e89e11452e0]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Zu gleichen Anteilen [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
217	B2	f82r	f82r.26	F063	B2-S016	2f1c5e56e8f0ff459065	E217:CARD[2f1c5e56e8f0ff459065]=[FORMAL; KEIN WORT]	FORMAL_LABEL_NOT_WORD	[FORMAL; KEIN WORT]	FORMAL_NONWORD	NOT_APPLICABLE	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	nonlexical formal event retained without paraphrase	any word reading is forbidden	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
218	B2	f82r	f82r.26	F063	B2-S016	5d5e0b288cf36864ed9d	E218:CARD[5d5e0b288cf36864ed9d]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
219	B2	f82r	f82r.26	F063	B2-S016	b5fcea1eaed06b2f2291	E219:CARD[b5fcea1eaed06b2f2291]=PER?	CODEBOOK_ATTESTED_CATEGORY	[PER?:DURCH?] [EXEMPLAR:das unmittelbar folgende warme Wasser [ELLIPSE:lokales Komplement]]	CODEBOOK_ATTESTED_CATEGORY_PER_WITH_EXEMPLAR_COMPLEMENT	EXPLICIT_EXEMPLAR_COMPLEMENT	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	DURCH	2	internal through-reading takes warm water as local instrument/medium	not at field entry and complement direction is inferred	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
220	B2	f82r	f82r.26	F063	B2-S016	08bd5ca0c2ad137a056d	E220:CARD[08bd5ca0c2ad137a056d]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Warmes Wasser [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
221	B2	f82r	f82r.27	F064	B2-S016	65df3cd9e59060042d47	E221:CARD[65df3cd9e59060042d47]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Ziehe es ab und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
222	B2	f82r	f82r.27	F065	B2-S017	98bdc4244c84cbef3321	E222:CARD[98bdc4244c84cbef3321]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Gieße das erwärmte Wasser ein]	LOCAL_SOURCE_EXEMPLAR	NO	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f82r.27	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
223	B2	f82r	f82r.27	F065	B2-S017	78b3b3140714da19090d	E223:CARD[78b3b3140714da19090d]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Wiederhole es an der zweiten Öffnung und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f82r.27	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
224	B2	f82r	f82r.27	F066	B2-S018	7d25241b0e56c836372a	E224:CARD[7d25241b0e56c836372a]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f82r.27	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
225	B2	f82r	f82r.27	F067	B2-S019	7f68f60279efe6b28cd7	E225:CARD[7f68f60279efe6b28cd7]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Verwende den Anteil als örtliche Waschung und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f82r.27	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
226	B2	f82r	f82r.27	F068	B2-S020	ff178343c18e287ce3b7	E226:CARD[ff178343c18e287ce3b7]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f82r.27	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
227	B2	f82r	f82r.27	F069	B2-S021	7d25241b0e56c836372a	E227:CARD[7d25241b0e56c836372a]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f82r.27	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
228	B2	f82r	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	E228:CARD[f2af6326898fb5b490a4]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Mische zu gleichen Teilen und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	lokale Randstationen des unteren Feldes	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f82r.27	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
229	B3	f83r	f83r.3	F071	B3-S001	3b70942557b3a40e8030	E229:CARD[3b70942557b3a40e8030]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	obere offene Fächer-Randstation	RECORD_START__RESET_ALL_LOCAL_STATE	NO:f83r.3	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Beckenrand und Fugen sichten; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
230	B3	f83r	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	E230:CARD[90bcf0a9ec0ef56399e6]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Zum unteren Ablauf hin [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	obere offene Fächer-Randstation	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.3	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
231	B3	f83r	f83r.3	F072	B3-S002	a84fbe3ad380df345b97	E231:CARD[a84fbe3ad380df345b97]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Benetze den bezeichneten Bereich vollständig und beende den Schritt]	LOCAL_SOURCE_EXEMPLAR	NO	obere offene Fächer-Randstation	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.3	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: klaren Oberlauf abnehmen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
232	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	E232:CARD[b921a237be883a820352]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Diese aktive Portion [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	obere offene Fächer-Randstation	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.3	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
233	B3	f83r	f83r.3	F073	B3-S003	2f1c5e56e8f0ff459065	E233:CARD[2f1c5e56e8f0ff459065]=[FORMAL; KEIN WORT]	FORMAL_LABEL_NOT_WORD	[FORMAL; KEIN WORT]	FORMAL_NONWORD	NOT_APPLICABLE	obere offene Fächer-Randstation	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.3	NO	NONE	0	nonlexical formal event retained without paraphrase	any word reading is forbidden	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
234	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	E234:CARD[b921a237be883a820352]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Diese aktive Portion [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	obere offene Fächer-Randstation	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO:f83r.3	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Restlauf am Auslass beobachten; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
