event_serial	section	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	owner	owner_status	position_in_field	field_length	literal_card_order_token	selected_dictionary_status	selected_working_word	bracketed_source_expansion	continuous_event_phrase	terminal_status	strongest_local_rival	contradiction	semantic_ceiling
209	BIOLOGICAL	B2	f82r	f82r.23	F059	B2-S012	d25110e0d8488927278f	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	7	7	[OPAQUE_KARTE:d25110e0d8488927278f]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	[EXEMPLAR:Benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Wärme mit der Handprobe prüfen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
210	BIOLOGICAL	B2	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:de7321bface5628e35d6]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
211	BIOLOGICAL	B2	f82r	f82r.23	F061	B2-S014	29e0eb222ef2fb99523a	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:29e0eb222ef2fb99523a]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Schließe den unteren Ablauf]	[EXEMPLAR:Schließe den unteren Ablauf]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
212	BIOLOGICAL	B2	f82r	f82r.26	F062	B2-S015	d4a31dbcf1ed6d9e5aa9	B2_LOWER_POOL_EDGE_STATIONS	DIRECT_VISIBLE	1	2	[OPAQUE_KARTE:d4a31dbcf1ed6d9e5aa9]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Beginne die Spülung]	[EXEMPLAR:Beginne die Spülung]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
213	BIOLOGICAL	B2	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	B2_LOWER_POOL_EDGE_STATIONS	DIRECT_VISIBLE	2	2	[OPAQUE_KARTE:7d25241b0e56c836372a]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
214	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	1	7	[OPAQUE_KARTE:dd0ecaf5e27d81befffc]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
215	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	2	7	[OPAQUE_KARTE:0f15effeca7ab10bb026]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Kühles Wasser]	[EXEMPLAR:Kühles Wasser]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
216	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	db729b598e89e11452e0	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	3	7	[OPAQUE_KARTE:db729b598e89e11452e0]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Zu gleichen Anteilen]	[EXEMPLAR:Zu gleichen Anteilen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
217	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	2f1c5e56e8f0ff459065	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	4	7	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT]	FORMAL_LABEL_NOT_WORD	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
218	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	5d5e0b288cf36864ed9d	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	5	7	[OPAQUE_KARTE:5d5e0b288cf36864ed9d]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
219	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	b5fcea1eaed06b2f2291	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	6	7	[WORTKANDIDAT:PER?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	PER?__DURCH_ODER_GEMAESS?	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	durch/gemäß? [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
220	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	08bd5ca0c2ad137a056d	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	7	7	[OPAQUE_KARTE:08bd5ca0c2ad137a056d]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Warmes Wasser]	[EXEMPLAR:Warmes Wasser]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
221	BIOLOGICAL	B2	f82r	f82r.27	F064	B2-S016	65df3cd9e59060042d47	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:65df3cd9e59060042d47]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Ziehe es ab und beende den Schritt]	[EXEMPLAR:Ziehe es ab und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
222	BIOLOGICAL	B2	f82r	f82r.27	F065	B2-S017	98bdc4244c84cbef3321	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	1	2	[OPAQUE_KARTE:98bdc4244c84cbef3321]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Gieße das erwärmte Wasser ein]	[EXEMPLAR:Gieße das erwärmte Wasser ein]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
223	BIOLOGICAL	B2	f82r	f82r.27	F065	B2-S017	78b3b3140714da19090d	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	2	2	[OPAQUE_KARTE:78b3b3140714da19090d]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Wiederhole es an der zweiten Öffnung und beende den Schritt]	[EXEMPLAR:Wiederhole es an der zweiten Öffnung und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
224	BIOLOGICAL	B2	f82r	f82r.27	F066	B2-S018	7d25241b0e56c836372a	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:7d25241b0e56c836372a]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
225	BIOLOGICAL	B2	f82r	f82r.27	F067	B2-S019	7f68f60279efe6b28cd7	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:7f68f60279efe6b28cd7]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Verwende den Anteil als örtliche Waschung und beende den Schritt]	[EXEMPLAR:Verwende den Anteil als örtliche Waschung und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
226	BIOLOGICAL	B2	f82r	f82r.27	F068	B2-S020	ff178343c18e287ce3b7	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:ff178343c18e287ce3b7]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	[EXEMPLAR:Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
227	BIOLOGICAL	B2	f82r	f82r.27	F069	B2-S021	7d25241b0e56c836372a	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:7d25241b0e56c836372a]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
228	BIOLOGICAL	B2	f82r	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:f2af6326898fb5b490a4]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Mische zu gleichen Teilen und beende den Schritt]	[EXEMPLAR:Mische zu gleichen Teilen und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
229	BIOLOGICAL	B3	f83r	f83r.3	F071	B3-S001	3b70942557b3a40e8030	B3_UPPER_MARGIN_OPEN_FAN_STATION	DIRECT_VISIBLE	1	1	[OPAQUE_KARTE:3b70942557b3a40e8030]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt]	[EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Beckenrand und Fugen sichten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
230	BIOLOGICAL	B3	f83r	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	1	2	[OPAQUE_KARTE:90bcf0a9ec0ef56399e6]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Zum unteren Ablauf hin]	[EXEMPLAR:Zum unteren Ablauf hin]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
231	BIOLOGICAL	B3	f83r	f83r.3	F072	B3-S002	a84fbe3ad380df345b97	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	2	2	[OPAQUE_KARTE:a84fbe3ad380df345b97]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Benetze den bezeichneten Bereich vollständig und beende den Schritt]	[EXEMPLAR:Benetze den bezeichneten Bereich vollständig und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: klaren Oberlauf abnehmen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
232	BIOLOGICAL	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	1	4	[OPAQUE_KARTE:b921a237be883a820352]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Diese aktive Portion]	[EXEMPLAR:Diese aktive Portion]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
233	BIOLOGICAL	B3	f83r	f83r.3	F073	B3-S003	2f1c5e56e8f0ff459065	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	2	4	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT]	FORMAL_LABEL_NOT_WORD	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
234	BIOLOGICAL	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	3	4	[OPAQUE_KARTE:b921a237be883a820352]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Diese aktive Portion]	[EXEMPLAR:Diese aktive Portion]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Restlauf am Auslass beobachten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
235	BIOLOGICAL	B3	f83r	f83r.3	F073	B3-S003	de7321bface5628e35d6	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	4	4	[OPAQUE_KARTE:de7321bface5628e35d6]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
236	BIOLOGICAL	B3	f83r	f83r.3	F074	B3-S004	b5fcea1eaed06b2f2291	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	1	3	[WORTKANDIDAT:PER?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	PER?__DURCH_ODER_GEMAESS?	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	durch/gemäß? [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
237	BIOLOGICAL	B3	f83r	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	2	3	[OPAQUE_KARTE:90bcf0a9ec0ef56399e6]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Zum unteren Ablauf hin]	[EXEMPLAR:Zum unteren Ablauf hin]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
238	BIOLOGICAL	B3	f83r	f83r.3	F074	B3-S004	4d4559019a961b834aa1	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	3	3	[OPAQUE_KARTE:4d4559019a961b834aa1]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Daraus, aus demselben Ansatz]	[EXEMPLAR:Daraus, aus demselben Ansatz]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
239	BIOLOGICAL	B3	f83r	f83r.6	F075	B3-S005	259b2b3b0bf859882e2c	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	DIRECT_VISIBLE	1	1	[OPAQUE_KARTE:259b2b3b0bf859882e2c]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
240	BIOLOGICAL	B3	f83r	f83r.6	F076	B3-S006	5e8441397e7c0faf042b	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	1	3	[OPAQUE_KARTE:5e8441397e7c0faf042b]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Gieße das erwärmte Wasser ein]	[EXEMPLAR:Gieße das erwärmte Wasser ein]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
241	BIOLOGICAL	B3	f83r	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	2	3	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT]	FORMAL_LABEL_NOT_WORD	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
242	BIOLOGICAL	B3	f83r	f83r.6	F076	B3-S006	28ffbc88b97772a75f1e	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	3	3	[OPAQUE_KARTE:28ffbc88b97772a75f1e]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Fluss zur Zielstation führen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
243	BIOLOGICAL	B3	f83r	f83r.6	F077	B3-S007	b5fcea1eaed06b2f2291	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	1	3	[WORTKANDIDAT:PER?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	PER?__DURCH_ODER_GEMAESS?	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	durch/gemäß? [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
