statement_id	record_unit_id	page	field_ids	loci	line_crossing	event_count	event_serials	literal_card_order	continuous_working_translation	et_occurrences	per_occurrences	exemplar_expansion_count	semantic_ceiling
B4-S002	B4	f83r	F110	f83r.25	NO	3	316|317|318	[OPAQUE_KARTE:e2eb77ca9d9e1a8ba29a] > [OPAQUE_KARTE:0275fbf14e07935b0a45] > [OPAQUE_KARTE:7db18b2f0fb7ed0fcfd3]	[EXEMPLAR:Fülle danach das Gefäß] [EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren] [EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen].	0	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S003	B4	f83r	F111|F112	f83r.25|f83r.26	YES	7	319|320|321|322|323|324|325	[OPAQUE_KARTE:6f7ff8287eddf4da9fdb] > [OPAQUE_KARTE:90bcf0a9ec0ef56399e6] > [OPAQUE_KARTE:faf321940aed922846a9] > [OPAQUE_KARTE:0275fbf14e07935b0a45] > [OPAQUE_KARTE:276a7c2d74d1143446f4] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] [EXEMPLAR:Zum unteren Ablauf hin] [EXEMPLAR:Einen recordlokalen Anteil auswählen] [EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren] [EXEMPLAR:Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	1	0	7	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S004	B4	f83r	F113	f83r.26	NO	1	326	[OPAQUE_KARTE:eb2e4bc143f623ee03ac]	[EXEMPLAR:Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S005	B4	f83r	F114	f83r.27	NO	3	327|328|329	[OPAQUE_KARTE:53cd0637c6820ba5e91f] > [OPAQUE_KARTE:6f7ff8287eddf4da9fdb] > [OPAQUE_KARTE:7d25241b0e56c836372a]	[EXEMPLAR:Durch ein Tuch] [EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] [EXEMPLAR:Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt].	0	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S006	B4	f83r	F115	f83r.27	NO	1	330	[OPAQUE_KARTE:d68bc8de3bcee09db23c]	[EXEMPLAR:Seihe es einmal durch ein Tuch und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S007	B4	f83r	F116	f83r.27	NO	1	331	[OPAQUE_KARTE:d68bc8de3bcee09db23c]	[EXEMPLAR:Seihe es einmal durch ein Tuch und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S008	B4	f83r	F117	f83r.28	NO	4	332|333|334|335	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:2c1a5fd92b9e3c762242] > [OPAQUE_KARTE:92e43836d82f98bf02d3] > [OPAQUE_KARTE:7db18b2f0fb7ed0fcfd3]	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Solange es noch warm ist] [EXEMPLAR:Die erste Öffnung] [EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S009	B4	f83r	F118	f83r.28	NO	1	336	[OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S010	B4	f83r	F119	f83r.28	NO	1	337	[OPAQUE_KARTE:1b1ffdd869fb1429ad03]	[EXEMPLAR:Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S011	B4	f83r	F120|F121	f83r.35|f83r.37	YES	7	338|339|340|341|342|343|344	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:d904bf7b044dd3922781] > [OPAQUE_KARTE:daf32e6db9e04413ce7f] > [OPAQUE_KARTE:1645e612504fcef59ced] > [OPAQUE_KARTE:6f7ff8287eddf4da9fdb] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:b958a512ca6a3559e86e]	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Bei sanfter Wärme] [EXEMPLAR:Das breite Gefäß] [EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß] [EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Wasche zweimal und beende den Schritt].	1	0	7	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S012	B4	f83r	F122	f83r.37	NO	1	345	[OPAQUE_KARTE:de7321bface5628e35d6]	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S013	B4	f83r	F123	f83r.37	NO	2	346|347	[OPAQUE_KARTE:232195d6ff2f326322f7] > [OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[EXEMPLAR:Lasse die Mischung einlaufen] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S014	B4	f83r	F124	f83r.38	NO	4	348|349|350|351	[OPAQUE_KARTE:7a4bb8136330ee4e6e56] > [OPAQUE_KARTE:b921a237be883a820352] > [OPAQUE_KARTE:ecce30bc8dcc400bf2c8] > [OPAQUE_KARTE:8aedd154964a78e555d6]	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Diese aktive Portion] [EXEMPLAR:Über der örtlich bezeichneten Stelle] [EXEMPLAR:Gebrauche sie sofort und beende den Schritt].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S015	B4	f83r	F125|F126	f83r.39|f83r.41	YES	6	352|353|354|355|356|357	[OPAQUE_KARTE:1645e612504fcef59ced] > [OPAQUE_KARTE:b5df9126607030b95175] > [OPAQUE_KARTE:9da1b6ac2c929daea697] > [OPAQUE_KARTE:21ed2873b71e57269c08] > [OPAQUE_KARTE:42cdc187d5b9ffc60063] > [OPAQUE_KARTE:de7321bface5628e35d6]	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß] [EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen] [EXEMPLAR:Ein abgemessener Anteil] [EXEMPLAR:Für die angegebene Dauer] [EXEMPLAR:Öffne danach den oberen Lauf] [EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen].	0	0	6	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S016	B4	f83r	F127|F128	f83r.41|f83r.44	YES	4	358|359|360|361	[OPAQUE_KARTE:94df4847b7b16c98394a] > [OPAQUE_KARTE:dd0ecaf5e27d81befffc] > [OPAQUE_KARTE:883a6708116c342cb10b] > [OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[EXEMPLAR:Das untere Becken] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Gieße das erwärmte Wasser ein] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B5-S001	B5	f83r	F129	f83r.47	NO	1	362	[OPAQUE_KARTE:601b77449028deed39de]	[EXEMPLAR:Ziehe es ab und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B5-S002	B5	f83r	F130	f83r.47	NO	1	363	[OPAQUE_KARTE:87411f84689b4f93a303]	[EXEMPLAR:Erwärme es einmal und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B5-S003	B5	f83r	F131|F132|F133	f83r.47|f83r.48|f83r.49	YES	9	364|365|366|367|368|369|370|371|372	[OPAQUE_KARTE:abb23e5e6936b4147f76] > [OPAQUE_KARTE:dd0ecaf5e27d81befffc] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:8c97dfde96fbc78e3355] > [OPAQUE_KARTE:00d8ebe3c68294eeac39] > [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:fcc1deda9e24ec268eb0] > [OPAQUE_KARTE:6f7ff8287eddf4da9fdb]	[EXEMPLAR:Für einen Zeitabschnitt] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Bis es warm ist] [EXEMPLAR:Mit der vorigen Mischung] [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Die zweite Öffnung] [EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist].	2	0	9	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B6-S001	B6	f83r	F134|F135	f83r.52|f83r.54	YES	9	373|374|375|376|377|378|379|380|381	[OPAQUE_KARTE:1bfd786e6b8b63734a59] > [OPAQUE_KARTE:43eb9aa12959b4d5cdc9] > [OPAQUE_KARTE:3e9c7f217843b588489d] > [WORTKANDIDAT:ET?] > [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:53cd0637c6820ba5e91f] > [OPAQUE_KARTE:b921a237be883a820352] > [OPAQUE_KARTE:97ddca78c9ebcc956d04]	[EXEMPLAR:Richte die bezeichnete Beckenstation ein] [EXEMPLAR:Ohne Kochen] [EXEMPLAR:Die erste Öffnung] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Durch ein Tuch] [EXEMPLAR:Diese aktive Portion] [EXEMPLAR:An der bezeichneten Stelle].	2	0	9	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
