gdt747_token_id	page	locus	line_number	token_ordinal	surface	reader_exact	source_class	semantic_axes	before_render_de	after_render_de	strong_concrete_credit	weak_visible_credit	candidate_token	retired_literal_withheld	literal_identity	confirmed_lexeme	component_export_credit
G747-T0254	f113r	f113r.1	1	11	alar	1	OPEN	NONE	[alar:?]	[alar:?]	0	0	0	0	OPEN	0	0
G747-T0255	f113r	f113r.1	1	12	chedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|DRY|END_STAGE|MIDDLE_STAGE	[trocken in der Mitte des Grades, abgeschlossen; schwach]	[trocken in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0256	f113r	f113r.17	17	1	dor	1	GDT734_W23_SAFE_WHOLE	AMOUNT|MATERIAL	miss eine Portion Droge ab	miss eine Portion Droge ab	1	0	0	0	OPEN	0	0
G747-T0257	f113r	f113r.17	17	2	shar	1	GDT734_W23_SAFE_WHOLE	MATERIAL|MOIST|PART	angefeuchtete Drogenfraktion I	angefeuchtete Drogenfraktion I	1	0	0	0	OPEN	0	0
G747-T0258	f113r	f113r.17	17	3	shol	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|MOIST	[feucht; nominal feuchtes Gut/Material; schwach]	[feucht; nominal feuchtes Gut/Material; schwach]	0	1	0	0	OPEN	0	0
G747-T0259	f113r	f113r.17	17	4	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0260	f113r	f113r.17	17	5	qok	0	GDT734_WEAK_SAFE_WHOLE	DRY|HOT|MATERIAL	[heiß-trockenes Drogenmaterial; schwach]	[heiß-trockenes Drogenmaterial; schwach]	0	1	0	0	OPEN	0	0
G747-T0261	f113r	f113r.17	17	6	chol	0	GDT734_WEAK_SAFE_WHOLE	DRY|MATERIAL	[trocken; nominal trockenes Gut/Material; schwach]	[trocken; nominal trockenes Gut/Material; schwach]	0	1	0	0	OPEN	0	0
G747-T0262	f113r	f113r.17	17	7	chedaiin	0	GDT734_WEAK_SAFE_WHOLE	AMOUNT|DRY|MATERIAL	[abgemessene Trockendroge, Dosis III; schwach]	[abgemessene Trockendroge, Dosis III; schwach]	0	1	0	0	OPEN	0	0
G747-T0263	f113r	f113r.17	17	8	qoky	1	GDT734_W23_SAFE_WHOLE	BEGIN_STAGE|HOT	heiß am Anfang des Grades	heiß am Anfang des Grades	1	0	0	0	OPEN	0	0
G747-T0264	f113r	f113r.17	17	9	chokain	1	GDT734_W23_SAFE_WHOLE	DRY|HOT|LEVEL_II|PREPARATION|PROCESS	erhitze den Trockenansatz auf Stufe II	erhitze den Trockenansatz auf Stufe II	1	0	0	0	OPEN	0	0
G747-T0265	f113r	f113r.17	17	10	chotar	1	GDT734_WEAK_SAFE_WHOLE	COLD|DRY|PART	[abgekühlter trockener Anteil I; schwach]	[abgekühlter trockener Anteil I; schwach]	0	1	0	0	OPEN	0	0
G747-T0266	f113r	f113r.17	17	11	chokar	1	GDT734_W23_SAFE_WHOLE	DRY|HOT|PART|PREPARATION	erste heiß getrocknete Ansatzfraktion	erste heiß getrocknete Ansatzfraktion	1	0	0	0	OPEN	0	0
G747-T0267	f113r	f113r.17	17	12	char	1	GDT734_WEAK_SAFE_WHOLE	DRY|PART	[Trockenfraktion I; schwach]	[Trockenfraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0268	f113r	f113r.17	17	13	alom	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	MATERIAL	[alom:?]	Stoff-/Materialform; Maßlesung offen	1	0	1	0	OPEN	0	0
G747-T0269	f113r	f113r.18	18	1	ycheod	1	OPEN	NONE	[ycheod:?]	[ycheod:?]	0	0	0	0	OPEN	0	0
G747-T0270	f113r	f113r.18	18	2	cheoaiin	0	OPEN	NONE	[cheoaiin:?]	[cheoaiin:?]	0	0	0	0	OPEN	0	0
G747-T0271	f113r	f113r.18	18	3	chal	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|DRY|MATERIAL	[Rohstoffklasse I, trocken am Gradanfang; schwach]	[Rohstoffklasse I, trocken am Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0272	f113r	f113r.18	18	4	olkaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III|MATERIAL	[heiße Drogenbasis, Stufe III; schwach]	[heiße Drogenbasis, Stufe III; schwach]	0	1	0	0	OPEN	0	0
G747-T0273	f113r	f113r.18	18	5	chkaiin	1	GDT734_W23_SAFE_WHOLE	DRY|HOT|LEVEL_III	heiß-trocken, Grad III	heiß-trocken, Grad III	1	0	0	0	OPEN	0	0
G747-T0274	f113r	f113r.18	18	6	cheeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[cheeey:?]	trockener Zustand; Endbereich wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0275	f113r	f113r.18	18	7	lkeeo	1	OPEN	NONE	[lkeeo:?]	[lkeeo:?]	0	0	0	0	OPEN	0	0
G747-T0276	f113r	f113r.18	18	8	aiiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge-/Klassenwert IV; schwach]	[Menge-/Klassenwert IV; schwach]	0	1	0	0	OPEN	0	0
G747-T0277	f113r	f113r.18	18	9	okeedy	0	GDT734_W23_SAFE_WHOLE	CLOSE|END_STAGE|HOT|PREPARATION	heißer Ansatz am Ende des Grades, abgeschlossen	heißer Ansatz am Ende des Grades, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0278	f113r	f113r.18	18	10	qokcheey	1	GDT734_W23_SAFE_WHOLE	DRY|END_STAGE|HOT	heiß und trocken am Ende des Grades	heiß und trocken am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0279	f113r	f113r.18	18	11	rchedy	0	WITHHELD_RETIRED_LITERAL	NONE	[rchedy:?]	[rchedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0280	f113r	f113r.41	41	1	dsheo	1	OPEN	NONE	[dsheo:?]	[dsheo:?]	0	0	0	0	OPEN	0	0
G747-T0281	f113r	f113r.41	41	2	oin	0	GDT734_W23_SAFE_WHOLE	PREPARATION	bereite einen zweiten Ansatz	bereite einen zweiten Ansatz	1	0	0	0	OPEN	0	0
G747-T0282	f113r	f113r.41	41	3	okaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III|PREPARATION	[heiß, Grad III, im Ansatzrahmen; schwach]	[heiß, Grad III, im Ansatzrahmen; schwach]	0	1	0	0	OPEN	0	0
G747-T0283	f113r	f113r.41	41	4	cheey	1	GDT734_WEAK_SAFE_WHOLE	DRY|END_STAGE	[trocken am Ende des Grades; schwach]	[trocken am Ende des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0284	f113r	f113r.41	41	5	taiin	1	GDT734_WEAK_SAFE_WHOLE	COLD|LEVEL_III	[kalt, Grad III; schwach]	[kalt, Grad III; schwach]	0	1	0	0	OPEN	0	0
G747-T0285	f113r	f113r.41	41	6	lkeechey	1	OPEN	NONE	[lkeechey:?]	[lkeechey:?]	0	0	0	0	OPEN	0	0
G747-T0286	f113r	f113r.41	41	7	okain	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_II|PREPARATION	[heiß im Zubereitungsrahmen, Grad II; schwach]	[heiß im Zubereitungsrahmen, Grad II; schwach]	0	1	0	0	OPEN	0	0
G747-T0287	f113r	f113r.41	41	8	sheey	0	GDT734_WEAK_SAFE_WHOLE	END_STAGE|MOIST	[feucht am Ende des Grades; schwach]	[feucht am Ende des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0288	f113r	f113r.41	41	9	qoees	1	OPEN	NONE	[qoees:?]	[qoees:?]	0	0	0	0	OPEN	0	0
G747-T0289	f113r	f113r.41	41	10	okeeody	0	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|PREPARATION	[okeeody:?]	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0290	f113r	f113r.43	43	1	ykcheor	1	OPEN	NONE	[ykcheor:?]	[ykcheor:?]	0	0	0	0	OPEN	0	0
G747-T0291	f113r	f113r.43	43	2	sheeod	0	GDT734_W23_SAFE_WHOLE	END_STAGE|PREPARATION	vollständig eingeweichten Ansatz abschließen	vollständig eingeweichten Ansatz abschließen	1	0	0	0	OPEN	0	0
G747-T0292	f113r	f113r.43	43	3	lkar	1	WITHHELD_RETIRED_LITERAL	NONE	[lkar:?]	[lkar: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0293	f113r	f113r.43	43	4	ar	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PART	[Drogenfraktion I; schwach]	[Drogenfraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0294	f113r	f113r.43	43	5	al	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL	[Rohstoffklasse I; schwach]	[Rohstoffklasse I; schwach]	0	1	0	0	OPEN	0	0
G747-T0295	f113r	f113r.43	43	6	s	1	WITHHELD_RETIRED_LITERAL	NONE	[s:?]	[s: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0296	f113r	f113r.43	43	7	aiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge III; schwach]	[Menge III; schwach]	0	1	0	0	OPEN	0	0
G747-T0297	f113r	f113r.43	43	8	cheeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[cheeey:?]	trockener Zustand; Endbereich wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0298	f113r	f113r.43	43	9	ol	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PREPARATION	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0299	f113r	f113r.43	43	10	chedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|DRY|END_STAGE|MIDDLE_STAGE	[trocken in der Mitte des Grades, abgeschlossen; schwach]	[trocken in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0300	f113r	f113r.43	43	11	lchey	1	WITHHELD_RETIRED_LITERAL	NONE	[lchey:?]	[lchey: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0301	f113r	f113r.43	43	12	lkar	1	WITHHELD_RETIRED_LITERAL	NONE	[lkar:?]	[lkar: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0302	f113r	f113r.43	43	13	am	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Maßeinheit I; schwach]	[Maßeinheit I; schwach]	0	1	0	0	OPEN	0	0
G747-T0303	f113r	f113r.43	43	14	chedam	0	OPEN	NONE	[chedam:?]	[chedam:?]	0	0	0	0	OPEN	0	0
G747-T0304	f113r	f113r.49	49	1	sain	1	GDT743_OCCURRENCE_WHOLE	LEVEL_II	Skalarstufe II; Dimension offen; Eintrag	Skalarstufe II; Dimension offen; Eintrag	1	0	0	0	OPEN	0	0
G747-T0305	f113r	f113r.49	49	2	cheeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[cheeey:?]	trockener Zustand; Endbereich wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0306	f113r	f113r.49	49	3	cheo	1	GDT734_W23_SAFE_WHOLE	DRY|PREPARATION	trocken angesetzte Zubereitung	trocken angesetzte Zubereitung	1	0	0	0	OPEN	0	0
G747-T0307	f113r	f113r.49	49	4	kcheey	1	GDT734_W23_SAFE_WHOLE	DRY|END_STAGE|HOT	heiß und trocken am Ende des Grades	heiß und trocken am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0308	f113r	f113r.49	49	5	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0309	f113r	f113r.49	49	6	lkeeey	1	WITHHELD_RETIRED_LITERAL	NONE	[lkeeey:?]	[lkeeey: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0310	f113r	f113r.49	49	7	okeeey	1	OPEN	NONE	[okeeey:?]	[okeeey:?]	0	0	0	0	OPEN	0	0
G747-T0311	f113r	f113r.49	49	8	lkchey	1	WITHHELD_RETIRED_LITERAL	NONE	[lkchey:?]	[lkchey: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0312	f113r	f113r.49	49	9	lcho	0	WITHHELD_RETIRED_LITERAL	NONE	[lcho:?]	[lcho: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0313	f113r	f113r.49	49	10	r	0	WITHHELD_RETIRED_LITERAL	NONE	[r:?]	[r: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0314	f113r	f113r.49	49	11	aiin	0	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge III; schwach]	[Menge III; schwach]	0	1	0	0	OPEN	0	0
G747-T0315	f113r	f113r.49	49	12	otain	1	GDT734_WEAK_SAFE_WHOLE	COLD|LEVEL_II|PREPARATION	[kalt im Zubereitungsrahmen, Grad II; schwach]	[kalt im Zubereitungsrahmen, Grad II; schwach]	0	1	0	0	OPEN	0	0
G747-T0316	f113r	f113r.49	49	13	al	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL	[Rohstoffklasse I; schwach]	[Rohstoffklasse I; schwach]	0	1	0	0	OPEN	0	0
G747-T0317	f114r	f114r.12	12	1	ykcheshd	1	OPEN	NONE	[ykcheshd:?]	[ykcheshd:?]	0	0	0	0	OPEN	0	0
G747-T0318	f114r	f114r.12	12	2	ol	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PREPARATION	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0319	f114r	f114r.12	12	3	air	1	GDT734_W23_SAFE_WHOLE	MATERIAL|PART	zweite Drogenfraktion	zweite Drogenfraktion	1	0	0	0	OPEN	0	0
G747-T0320	f114r	f114r.12	12	4	okaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III|PREPARATION	[heiß, Grad III, im Ansatzrahmen; schwach]	[heiß, Grad III, im Ansatzrahmen; schwach]	0	1	0	0	OPEN	0	0
G747-T0321	f114r	f114r.12	12	5	otedy	0	GDT734_WEAK_SAFE_WHOLE	CLOSE|COLD|END_STAGE|MIDDLE_STAGE|PREPARATION	[kalter Ansatz in der Mitte des Grades, abgeschlossen; schwach]	[kalter Ansatz in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0322	f114r	f114r.12	12	6	ykeeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[ykeeey:?]	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0323	f114r	f114r.12	12	7	teos	1	OPEN	NONE	[teos:?]	[teos:?]	0	0	0	0	OPEN	0	0
G747-T0324	f114r	f114r.12	12	8	lair	1	WITHHELD_RETIRED_LITERAL	NONE	[lair:?]	[lair: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0325	f114r	f114r.12	12	9	sheod	1	OPEN	NONE	[sheod:?]	[sheod:?]	0	0	0	0	OPEN	0	0
G747-T0326	f114r	f114r.12	12	10	chody	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|DRY|END_STAGE|PREPARATION	[Trockenansatz, abgeschlossen; schwach]	[Trockenansatz, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0327	f114r	f114r.12	12	11	otchedair	0	OPEN	NONE	[otchedair:?]	[otchedair:?]	0	0	0	0	OPEN	0	0
G747-T0328	f114r	f114r.12	12	12	okam	0	GDT734_W23_SAFE_WHOLE	AMOUNT|HOT|PREPARATION	ein Maß heißen Ansatzes	ein Maß heißen Ansatzes	1	0	0	0	OPEN	0	0
G747-T0329	f115r	f115r.14	14	1	ycheeo	1	GDT734_W23_SAFE_WHOLE	DRY|PASS|PREPARATION	Eintrag: zweiter Trockenansatz	Eintrag: zweiter Trockenansatz	1	0	0	0	OPEN	0	0
G747-T0330	f115r	f115r.14	14	2	rcheeo	0	OPEN	NONE	[rcheeo:?]	[rcheeo:?]	0	0	0	0	OPEN	0	0
G747-T0331	f115r	f115r.14	14	3	qo	1	GDT734_W23_SAFE_WHOLE	PROCESS	nehmen	nehmen	1	0	0	0	OPEN	0	0
G747-T0332	f115r	f115r.14	14	4	lkain	1	GDT743_OCCURRENCE_WHOLE	LEVEL_II	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	0	0	0	OPEN	0	0
G747-T0333	f115r	f115r.14	14	5	cheey	1	GDT734_WEAK_SAFE_WHOLE	DRY|END_STAGE	[trocken am Ende des Grades; schwach]	[trocken am Ende des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0334	f115r	f115r.14	14	6	saiin	1	WITHHELD_RETIRED_LITERAL	NONE	[saiin:?]	[saiin: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0335	f115r	f115r.14	14	7	cheedy	1	GDT734_W23_SAFE_WHOLE	CLOSE|DRY|END_STAGE	trocken am Ende des Grades, abgeschlossen	trocken am Ende des Grades, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0336	f115r	f115r.14	14	8	tcheo	1	OPEN	NONE	[tcheo:?]	[tcheo:?]	0	0	0	0	OPEN	0	0
G747-T0337	f115r	f115r.14	14	9	lodar	1	OPEN	NONE	[lodar:?]	[lodar:?]	0	0	0	0	OPEN	0	0
G747-T0338	f115r	f115r.14	14	10	chtar	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[chtar:?]	trockene Teil-/Fraktionsform; Temperatur und Träger offen	1	0	1	0	OPEN	0	0
G747-T0339	f115r	f115r.14	14	11	as	1	GDT734_W23_SAFE_WHOLE	PART	ein gleicher Teil der Arzneispecies	ein gleicher Teil der Arzneispecies	1	0	0	0	OPEN	0	0
G747-T0340	f115r	f115r.14	14	12	kaiin	0	GDT734_W23_SAFE_WHOLE	HOT|LEVEL_III	heiß, Grad III	heiß, Grad III	1	0	0	0	OPEN	0	0
G747-T0341	f115r	f115r.14	14	13	dam	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Dosis I; schwach]	[Dosis I; schwach]	0	1	0	0	OPEN	0	0
G747-T0342	f116r	f116r.19	19	1	porchey	1	OPEN	NONE	[porchey:?]	[porchey:?]	0	0	0	0	OPEN	0	0
G747-T0343	f116r	f116r.19	19	2	sheedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|MOIST	[feucht am Ende des Grades, abgeschlossen; schwach]	[feucht am Ende des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0344	f116r	f116r.19	19	3	qotain	1	GDT734_WEAK_SAFE_WHOLE	COLD|LEVEL_II	[kalt im qo-Rahmen, Grad II; schwach]	[kalt im qo-Rahmen, Grad II; schwach]	0	1	0	0	OPEN	0	0
G747-T0345	f116r	f116r.19	19	4	chetar	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[chetar:?]	trockene Fraktion; Mittelstufe wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0346	f116r	f116r.19	19	5	qotar	1	GDT734_WEAK_SAFE_WHOLE	COLD|MATERIAL|PART	[kalte Drogenfraktion I; schwach]	[kalte Drogenfraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0347	f116r	f116r.19	19	6	ar	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PART	[Drogenfraktion I; schwach]	[Drogenfraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0348	f116r	f116r.19	19	7	arody	0	OPEN	NONE	[arody:?]	[arody:?]	0	0	0	0	OPEN	0	0
G747-T0349	f116r	f116r.19	19	8	chcthy	1	WITHHELD_RETIRED_LITERAL	NONE	[chcthy:?]	[chcthy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0350	f116r	f116r.19	19	9	rain	1	GDT743_OCCURRENCE_WHOLE	LEVEL_II|PREPARATION	Kältegrad II der Zubereitung; interner Rückbezug	Kältegrad II der Zubereitung; interner Rückbezug	1	0	0	0	OPEN	0	0
G747-T0351	f116r	f116r.19	19	10	otey	1	GDT734_W23_SAFE_WHOLE	COLD|MIDDLE_STAGE|PREPARATION	kalter Ansatz in der Mitte des Grades	kalter Ansatz in der Mitte des Grades	1	0	0	0	OPEN	0	0
G747-T0352	f116r	f116r.19	19	11	ot	0	OPEN	NONE	[ot:?]	[ot:?]	0	0	0	0	OPEN	0	0
G747-T0353	f116r	f116r.19	19	12	y	0	OPEN	NONE	[y:?]	[y:?]	0	0	0	0	OPEN	0	0
G747-T0354	f116r	f116r.19	19	13	dain	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|LEVEL_II	[Grad-/Maßwert II; schwach]	[Grad-/Maßwert II; schwach]	0	1	0	0	OPEN	0	0
G747-T0355	f24r	f24r.7	7	1	q	0	OPEN	NONE	[q:?]	[q:?]	0	0	0	0	OPEN	0	0
G747-T0356	f24r	f24r.7	7	2	kar	0	GDT734_W23_SAFE_WHOLE	HOT|MATERIAL|PART	heiße Drogenfraktion I	heiße Drogenfraktion I	1	0	0	0	OPEN	0	0
G747-T0357	f24r	f24r.7	7	3	chtar	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[chtar:?]	trockene Teil-/Fraktionsform; Temperatur und Träger offen	1	0	1	0	OPEN	0	0
G747-T0358	f24r	f24r.7	7	4	s	1	WITHHELD_RETIRED_LITERAL	NONE	[s:?]	[s: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0359	f24r	f24r.7	7	5	cheor	1	GDT734_W23_SAFE_WHOLE	DRY|MATERIAL|PART	trockener Drogenteil	trockener Drogenteil	1	0	0	0	OPEN	0	0
G747-T0360	f24r	f24r.7	7	6	cthol	1	WITHHELD_RETIRED_LITERAL	NONE	[cthol:?]	[cthol: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0361	f24r	f24r.7	7	7	qodol	1	OPEN	NONE	[qodol:?]	[qodol:?]	0	0	0	0	OPEN	0	0
G747-T0362	f38r	f38r.4	4	1	ychok	1	OPEN	NONE	[ychok:?]	[ychok:?]	0	0	0	0	OPEN	0	0
G747-T0363	f38r	f38r.4	4	2	chey	1	GDT734_WEAK_SAFE_WHOLE	DRY|MIDDLE_STAGE	[trocken in der Mitte des Grades; schwach]	[trocken in der Mitte des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0364	f38r	f38r.4	4	3	chckh	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[chckh:?]	trocken; Mischung oder Zubereitung offen	1	0	1	0	OPEN	0	0
G747-T0365	f38r	f38r.4	4	4	chy	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|DRY	[trocken am Anfang des Grades; schwach]	[trocken am Anfang des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0366	f38r	f38r.4	4	5	chko	0	OPEN	NONE	[chko:?]	[chko:?]	0	0	0	0	OPEN	0	0
G747-T0367	f38r	f38r.4	4	6	r	1	WITHHELD_RETIRED_LITERAL	NONE	[r:?]	[r: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0368	f38r	f38r.4	4	7	odaiin	1	GDT734_W23_SAFE_WHOLE	LEVEL_III|PREPARATION	Zubereitung, Wertstufe III	Zubereitung, Wertstufe III	1	0	0	0	OPEN	0	0
G747-T0369	f38r	f38r.4	4	8	d	0	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Dosis; schwach]	[Dosis; schwach]	0	1	0	0	OPEN	0	0
G747-T0370	f38r	f38r.4	4	9	aiin	0	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge III; schwach]	[Menge III; schwach]	0	1	0	0	OPEN	0	0
G747-T0371	f38r	f38r.4	4	10	sy	1	WITHHELD_RETIRED_LITERAL	NONE	[sy:?]	[sy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0372	f40v	f40v.19	19	1	pchedy	0	WITHHELD_RETIRED_LITERAL	NONE	[pchedy:?]	[pchedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0373	f40v	f40v.19	19	2	chetar	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[chetar:?]	trockene Fraktion; Mittelstufe wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0374	f40v	f40v.19	19	3	ofair	1	OPEN	NONE	[ofair:?]	[ofair:?]	0	0	0	0	OPEN	0	0
G747-T0375	f40v	f40v.19	19	4	arody	1	OPEN	NONE	[arody:?]	[arody:?]	0	0	0	0	OPEN	0	0
G747-T0376	f41v	f41v.3	3	1	dshedy	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|MATERIAL|MIDDLE_STAGE	[weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; schwach]	[weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; schwach]	0	1	0	0	OPEN	0	0
G747-T0377	f41v	f41v.3	3	2	tchey	1	GDT734_W23_SAFE_WHOLE	COLD|DRY|MIDDLE_STAGE	kalt und trocken in der Mitte des Grades	kalt und trocken in der Mitte des Grades	1	0	0	0	OPEN	0	0
G747-T0378	f41v	f41v.3	3	3	s	0	WITHHELD_RETIRED_LITERAL	NONE	[s:?]	[s: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0379	f41v	f41v.3	3	4	aiin	0	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge III; schwach]	[Menge III; schwach]	0	1	0	0	OPEN	0	0
G747-T0380	f41v	f41v.3	3	5	shekey	1	OPEN	NONE	[shekey:?]	[shekey:?]	0	0	0	0	OPEN	0	0
G747-T0381	f41v	f41v.3	3	6	okedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|HOT|MIDDLE_STAGE|PREPARATION	[heißer Ansatz in der Mitte des Grades, abgeschlossen; schwach]	[heißer Ansatz in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0382	f41v	f41v.3	3	7	okaly	1	GDT734_W23_SAFE_WHOLE	HOT|MATERIAL|PREPARATION|PROCESS	Rohstoff-I-Ansatz leicht erhitzen und abschließen	Rohstoff-I-Ansatz leicht erhitzen und abschließen	1	0	0	0	OPEN	0	0
G747-T0383	f41v	f41v.3	3	8	daiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|LEVEL_III	[Grad-/Maßwert III; schwach]	[Grad-/Maßwert III; schwach]	0	1	0	0	OPEN	0	0
G747-T0384	f41v	f41v.3	3	9	okedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|HOT|MIDDLE_STAGE|PREPARATION	[heißer Ansatz in der Mitte des Grades, abgeschlossen; schwach]	[heißer Ansatz in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0385	f41v	f41v.3	3	10	ykeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|HOT	[ykeeody:?]	heißer Endzustand; Abschluss gegen Ansatz offen	1	0	1	0	OPEN	0	0
G747-T0386	f41v	f41v.3	3	11	choy	1	GDT734_W23_SAFE_WHOLE	DRY|PREPARATION	Trockenansatz leicht abschließen	Trockenansatz leicht abschließen	1	0	0	0	OPEN	0	0
