writer_order	domain	item_id	unit_id	page	locus	statement_or_locus	owner_or_namespace	semantic_layer	syntax_item	component_parse	concrete_reading_de	surface_layer	renderer_habit	predicted_surface	observed_surface	surface_exact_without_exemplar
204	PROSE	E204	B2	f82r	f82r.23	B2-S012	B2_LOWER_GREEN_MULTI_FIGURE_POOL	ONE_LOCAL_RESIDUAL	X:B2-S012	CTH+E+Y	Empfangsbestand kurz bereithalten	DEFAULT_OR_HABIT	NO	qcthey	qcthey	YES
205	PROSE	E205	B2	f82r	f82r.23	B2-S012	B2_LOWER_GREEN_MULTI_FIGURE_POOL	ONE_LOCAL_RESIDUAL	X:B2-S012	OK+EE+Y	länger ansetzen	DEFAULT_OR_HABIT	NO	qokeey	qokeey	YES
206	PROSE	E206	B2	f82r	f82r.23	B2-S012	B2_LOWER_GREEN_MULTI_FIGURE_POOL	ONE_LOCAL_RESIDUAL	X:B2-S012	L+EE+Y	Empfangsbestand länger abziehen	DEFAULT_OR_HABIT	NO	lcheey	lcheey	YES
207	PROSE	E207	B2	f82r	f82r.23	B2-S012	B2_LOWER_GREEN_MULTI_FIGURE_POOL	ONE_LOCAL_RESIDUAL	X:B2-S012	AIIN	Sollmaß	DEFAULT_OR_HABIT	NO	daiin	daiin	YES
208	PROSE	E208	B2	f82r	f82r.23	B2-S012	B2_LOWER_GREEN_MULTI_FIGURE_POOL	ONE_LOCAL_RESIDUAL	X:B2-S012	Y	Fraktion des Empfangsbestands	DEFAULT_OR_HABIT	NO	chey	chey	YES
209	PROSE	E209	B2	f82r	f82r.23	B2-S012	B2_LOWER_GREEN_MULTI_FIGURE_POOL	ONE_LOCAL_RESIDUAL	X:B2-S012	OK+EEE+DY	vollständig ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokeeedy	qokeeedy	YES
210	PROSE	E210	B2	f82r	f82r.23	B2-S013	B2_LOWER_GREEN_MULTI_FIGURE_POOL	BIO_FORM_CARD	F04	L+CHD+DY	hinausführen; Schluss	DEFAULT_OR_HABIT	NO	lchedy	lchedy	YES
211	PROSE	E211	B2	f82r	f82r.23	B2-S014	B2_LOWER_GREEN_MULTI_FIGURE_POOL	ONE_LOCAL_RESIDUAL	X:B2-S014	L+AR	von Fraktion des Empfangsbestands abführen	DEFAULT_OR_HABIT	NO	lar	lar	YES
212	PROSE	E212	B2	f82r	f82r.26	B2-S015	B2_LOWER_POOL_EDGE_STATIONS	BIO_FORM_CARD	F01	SH+E+Y	Flüssigkeit am Beckenrand kurz halten	DEFAULT_OR_HABIT	NO	tshey	tshey	YES
213	PROSE	E213	B2	f82r	f82r.26	B2-S015	B2_LOWER_POOL_EDGE_STATIONS	BIO_FORM_CARD	F01	OK+EE+DY	länger ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokeedy	qokeedy	YES
214	PROSE	E214	B2	f82r	f82r.26	B2-S016	B2_LOWER_POOL_EDGE_STATIONS	ONE_LOCAL_RESIDUAL	X:B2-S016	AL	Zielstelle „untere Beckenrand- und Endstationen“	LOCAL_SURFACE_EXEMPLAR	NO	dal	cheal	NO
215	PROSE	E215	B2	f82r	f82r.26	B2-S016	B2_LOWER_POOL_EDGE_STATIONS	ONE_LOCAL_RESIDUAL	X:B2-S016	L+CHD+AR	von Flüssigkeit am Beckenrand hinausführen	DEFAULT_OR_HABIT	NO	lchedar	lchedar	YES
216	PROSE	E216	B2	f82r	f82r.26	B2-S016	B2_LOWER_POOL_EDGE_STATIONS	ONE_LOCAL_RESIDUAL	X:B2-S016	WHOLE[ches]	teilen	DEFAULT_OR_HABIT	NO	ches	ches	YES
217	PROSE	E217	B2	f82r	f82r.26	B2-S016	B2_LOWER_POOL_EDGE_STATIONS	ONE_LOCAL_RESIDUAL	X:B2-S016	AIIN	Sollmaß	LOCAL_SURFACE_EXEMPLAR	NO	daiin	aiin	NO
218	PROSE	E218	B2	f82r	f82r.26	B2-S016	B2_LOWER_POOL_EDGE_STATIONS	ONE_LOCAL_RESIDUAL	X:B2-S016	OT+EE+Y	nächsten Posten länger halten	DEFAULT_OR_HABIT	NO	oteey	oteey	YES
219	PROSE	E219	B2	f82r	f82r.26	B2-S016	B2_LOWER_POOL_EDGE_STATIONS	ONE_LOCAL_RESIDUAL	X:B2-S016	OK+AIIN	Sollmaß setzen	DEFAULT_OR_HABIT	NO	qokaiin	qokaiin	YES
220	PROSE	E220	B2	f82r	f82r.26	B2-S016	B2_LOWER_POOL_EDGE_STATIONS	ONE_LOCAL_RESIDUAL	X:B2-S016	OK+E+Y	kurz ansetzen	DEFAULT_OR_HABIT	NO	okey	okey	YES
221	PROSE	E221	B2	f82r	f82r.27	B2-S016	B2_LOWER_POOL_EDGE_STATIONS	ONE_LOCAL_RESIDUAL	X:B2-S016	P+CHD+DY	hineinführen; Schluss	DEFAULT_OR_HABIT	NO	pchedy	pchedy	YES
222	PROSE	E222	B2	f82r	f82r.27	B2-S017	B2_LOWER_POOL_EDGE_STATIONS	ONE_LOCAL_RESIDUAL	X:B2-S017	R+SH+E+AL	bei der Zielstelle „untere Beckenrand- und Endstationen“ kurz abkühlen	DEFAULT_OR_HABIT	NO	rsheal	rsheal	YES
223	PROSE	E223	B2	f82r	f82r.27	B2-S017	B2_LOWER_POOL_EDGE_STATIONS	ONE_LOCAL_RESIDUAL	X:B2-S017	AL+DY	bei der Zielstelle „untere Beckenrand- und Endstationen“ schließen	DEFAULT_OR_HABIT	NO	daldy	daldy	YES
224	PROSE	E224	B2	f82r	f82r.27	B2-S018	B2_LOWER_POOL_EDGE_STATIONS	BIO_FORM_CARD	F01	OK+EE+DY	länger ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokeedy	qokeedy	YES
225	PROSE	E225	B2	f82r	f82r.27	B2-S019	B2_LOWER_POOL_EDGE_STATIONS	BIO_FORM_CARD	F01	R+SHED+DY	abkühlen und absetzen; Schluss	DEFAULT_OR_HABIT	NO	rshedy	rshedy	YES
226	PROSE	E226	B2	f82r	f82r.27	B2-S020	B2_LOWER_POOL_EDGE_STATIONS	BIO_FORM_CARD	F01	OT+EE+DY	nächsten Schritt länger halten; Schluss	DEFAULT_OR_HABIT	NO	qoteedy	qoteedy	YES
227	PROSE	E227	B2	f82r	f82r.27	B2-S021	B2_LOWER_POOL_EDGE_STATIONS	BIO_FORM_CARD	F01	OK+EE+DY	länger ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokeedy	qokeedy	YES
228	PROSE	E228	B2	f82r	f82r.27	B2-S022	B2_LOWER_POOL_EDGE_STATIONS	BIO_FORM_CARD	F04	L+O+CHD+DY	weiter hinausführen; Schluss	DEFAULT_OR_HABIT	NO	lochedy	lochedy	YES
229	PROSE	E229	B3	f83r	f83r.3	B3-S001	B3_UPPER_MARGIN_OPEN_FAN_STATION	ONE_LOCAL_RESIDUAL	X:B3-S001	SOLK+EE+DY	länger auffangen; Schluss	DEFAULT_OR_HABIT	NO	olkeedy	olkeedy	YES
230	PROSE	E230	B3	f83r	f83r.3	B3-S002	B3_UPPER_MARGIN_OPEN_FAN_STATION	ONE_LOCAL_RESIDUAL	X:B3-S002	OT+AL	nächste Zielstelle bei „obere offene Fächerstation am Rand“	DEFAULT_OR_HABIT	NO	qotal	qotal	YES
231	PROSE	E231	B3	f83r	f83r.3	B3-S002	B3_UPPER_MARGIN_OPEN_FAN_STATION	ONE_LOCAL_RESIDUAL	X:B3-S002	CHK+EE+DY	länger wärmen; Schluss	DEFAULT_OR_HABIT	NO	chkeedy	chkeedy	YES
232	PROSE	E232	B3	f83r	f83r.3	B3-S003	B3_UPPER_MARGIN_OPEN_FAN_STATION	ONE_LOCAL_RESIDUAL	X:B3-S003	Y	aufgefangener Bestand des Gut der Fächerstation	DEFAULT_OR_HABIT	NO	chey	chey	YES
233	PROSE	E233	B3	f83r	f83r.3	B3-S003	B3_UPPER_MARGIN_OPEN_FAN_STATION	ONE_LOCAL_RESIDUAL	X:B3-S003	AIIN	Sollmaß	DEFAULT_OR_HABIT	NO	daiin	daiin	YES
234	PROSE	E234	B3	f83r	f83r.3	B3-S003	B3_UPPER_MARGIN_OPEN_FAN_STATION	ONE_LOCAL_RESIDUAL	X:B3-S003	Y	aufgefangener Bestand des Gut der Fächerstation	DEFAULT_OR_HABIT	NO	chey	chey	YES
235	PROSE	E235	B3	f83r	f83r.3	B3-S003	B3_UPPER_MARGIN_OPEN_FAN_STATION	ONE_LOCAL_RESIDUAL	X:B3-S003	L+CHD+DY	hinausführen; Schluss	DEFAULT_OR_HABIT	NO	lchedy	lchedy	YES
236	PROSE	E236	B3	f83r	f83r.3	B3-S004	B3_UPPER_MARGIN_OPEN_FAN_STATION	MOTIFS_ONLY	NONE	OK+AIIN	Sollmaß setzen	DEFAULT_OR_HABIT	NO	qokaiin	qokaiin	YES
237	PROSE	E237	B3	f83r	f83r.3	B3-S004	B3_UPPER_MARGIN_OPEN_FAN_STATION	MOTIFS_ONLY	NONE	OT+AL	nächste Zielstelle bei „obere offene Fächerstation am Rand“	DEFAULT_OR_HABIT	NO	qotal	qotal	YES
238	PROSE	E238	B3	f83r	f83r.3	B3-S004	B3_UPPER_MARGIN_OPEN_FAN_STATION	MOTIFS_ONLY	NONE	AR	von aufgefangener Bestand des Gut der Fächerstation	LOCAL_SURFACE_EXEMPLAR	NO	char	dar	NO
239	PROSE	E239	B3	f83r	f83r.6	B3-S005	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	BIO_FORM_CARD	F06	CHD+DY	umsetzen; Schluss	DEFAULT_OR_HABIT	NO	schedy	schedy	YES
240	PROSE	E240	B3	f83r	f83r.6	B3-S006	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S006	CHD+Y	Gefäßflüssigkeit umsetzen	DEFAULT_OR_HABIT	NO	chedchy	chedchy	YES
241	PROSE	E241	B3	f83r	f83r.6	B3-S006	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S006	OK+AL	an die Zielstelle „mittlere runde Gefäßstation am Rand“ setzen	DEFAULT_OR_HABIT	NO	qokal	qokal	YES
242	PROSE	E242	B3	f83r	f83r.6	B3-S006	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S006	OL+CHD+DY	weiterführen; Schluss	LOCAL_SURFACE_EXEMPLAR	NO	qolchedy	olchedy	NO
243	PROSE	E243	B3	f83r	f83r.6	B3-S007	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S007	OK+AIIN	Sollmaß setzen	DEFAULT_OR_HABIT	NO	qokaiin	qokaiin	YES
244	PROSE	E244	B3	f83r	f83r.6	B3-S007	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S007	CHD+Y	Gefäßflüssigkeit umsetzen	DEFAULT_OR_HABIT	NO	chedy	chedy	YES
245	PROSE	E245	B3	f83r	f83r.6	B3-S007	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S007	OK+EE+DY	länger ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokeedy	qokeedy	YES
246	PROSE	E246	B3	f83r	f83r.6	B3-S008	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	BIO_FORM_CARD	F07	L+CHD+DY	hinausführen; Schluss	DEFAULT_OR_HABIT	NO	lchedy	lchedy	YES
247	PROSE	E247	B3	f83r	f83r.6	B3-S009	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	SHARED_RESIDUAL_MINI_FORM	R01	OK+Y	verwende Gefäßflüssigkeit	DEFAULT_OR_HABIT	NO	qoky	qoky	YES
248	PROSE	E248	B3	f83r	f83r.8	B3-S010	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S010	P+CHD+AL	bei der Zielstelle „untere Korb- oder Gefäßstation am Rand“ hineinführen	DEFAULT_OR_HABIT	NO	pchedal	pchedal	YES
249	PROSE	E249	B3	f83r	f83r.8	B3-S010	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S010	OT+E+DY	kurzer Folgeschritt; Schluss	DEFAULT_OR_HABIT	NO	otedy	otedy	YES
250	PROSE	E250	B3	f83r	f83r.8	B3-S011	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S011	SH+E+CTH+CHD+Y	Gut im Korbgefäß kurz bereit umsetzen	DEFAULT_OR_HABIT	NO	shecthedchy	shecthedchy	YES
251	PROSE	E251	B3	f83r	f83r.8	B3-S011	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S011	OK+Y	verwende Gut im Korbgefäß	DEFAULT_OR_HABIT	NO	qoky	qoky	YES
252	PROSE	E252	B3	f83r	f83r.8	B3-S011	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S011	CHD+Y	Gut im Korbgefäß umsetzen	DEFAULT_OR_HABIT	NO	chedy	chedy	YES
253	PROSE	E253	B3	f83r	f83r.8	B3-S011	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S011	AR+Y	Gut im Korbgefäß aus der Quelle nehmen	DEFAULT_OR_HABIT	NO	chary	chary	YES
254	PROSE	E254	B3	f83r	f83r.11	B3-S012	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	BIO_FORM_CARD	F05	OR	Ansatz	LOCAL_SURFACE_EXEMPLAR	NO	chor	sor	NO
255	PROSE	E255	B3	f83r	f83r.11	B3-S012	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	BIO_FORM_CARD	F05	SHED+DY	absetzen; Schluss	DEFAULT_OR_HABIT	NO	shedy	shedy	YES
256	PROSE	E256	B3	f83r	f83r.11	B3-S013	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	BIO_FORM_CARD	F03	OK+AIIN	Sollmaß setzen	DEFAULT_OR_HABIT	NO	qokaiin	qokaiin	YES
257	PROSE	E257	B3	f83r	f83r.11	B3-S013	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	BIO_FORM_CARD	F03	K+AIN	eine Stoffportion	LOCAL_SURFACE_EXEMPLAR	NO	kain	chkain	NO
258	PROSE	E258	B3	f83r	f83r.11	B3-S013	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	BIO_FORM_CARD	F03	CTH+E+Y	Teilportion aus dem laufenden Stationsansatz kurz bereithalten	LOCAL_SURFACE_EXEMPLAR	NO	qcthey	shcthey	NO
259	PROSE	E259	B3	f83r	f83r.11	B3-S013	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	BIO_FORM_CARD	F03	OK+E+DY	kurz ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokedy	qokedy	YES
260	PROSE	E260	B3	f83r	f83r.11	B3-S014	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S014	OK+AIR	Flüssigkeitslauf eröffnen	DEFAULT_OR_HABIT	NO	okair	okair	YES
261	PROSE	E261	B3	f83r	f83r.11	B3-S014	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	ONE_LOCAL_RESIDUAL	X:B3-S014	SH+EE+DY	länger absetzen; Schluss	DEFAULT_OR_HABIT	NO	sheedy	sheedy	YES
262	PROSE	E262	B3	f83r	f83r.11	B3-S015	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	BIO_FORM_CARD	F02	L+CHD+DY	hinausführen; Schluss	DEFAULT_OR_HABIT	NO	lchedy	lchedy	YES
263	PROSE	E263	B3	f83r	f83r.11	B3-S016	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	BIO_FORM_CARD	F02	L+O	hinausführen	DEFAULT_OR_HABIT	NO	lo	lo	YES
264	PROSE	E264	B3	f83r	f83r.14	B3-S016	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	BIO_FORM_CARD	F02	OK+CHD+DY	Ansatz umsetzen; Schluss	LOCAL_SURFACE_EXEMPLAR	NO	okchedy	qokchedy	NO
265	PROSE	E265	B3	f83r	f83r.14	B3-S017	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	BIO_FORM_CARD	F01	OK+EE+DY	länger ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokeedy	qokeedy	YES
266	PROSE	E266	B3	f83r	f83r.14	B3-S018	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	BIO_FORM_CARD	F01	SHED+DY	absetzen; Schluss	DEFAULT_OR_HABIT	NO	shedy	shedy	YES
267	PROSE	E267	B3	f83r	f83r.14	B3-S019	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	BIO_FORM_CARD	F01	OK+SH+E+DY	kurz absetzen; Schluss	DEFAULT_OR_HABIT	NO	qokshedy	qokshedy	YES
268	PROSE	E268	B3	f83r	f83r.14	B3-S020	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ONE_LOCAL_RESIDUAL	X:B3-S020	AL	Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“	DEFAULT_OR_HABIT	NO	dal	dal	YES
269	PROSE	E269	B3	f83r	f83r.14	B3-S020	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ONE_LOCAL_RESIDUAL	X:B3-S020	L+CHD+DY	hinausführen; Schluss	DEFAULT_OR_HABIT	NO	lchedy	lchedy	YES
270	PROSE	E270	B3	f83r	f83r.14	B3-S021	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	OK+AIIN	Sollmaß setzen	DEFAULT_OR_HABIT	NO	qokaiin	qokaiin	YES
271	PROSE	E271	B3	f83r	f83r.14	B3-S021	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	CTH+Y	bereit	LOCAL_SURFACE_EXEMPLAR	YES	checthy	shcthy	NO
272	PROSE	E272	B3	f83r	f83r.14	B3-S021	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	AL	Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“	DEFAULT_OR_HABIT	NO	dal	dal	YES
273	PROSE	E273	B3	f83r	f83r.14	B3-S021	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	Y	laufender Stationsansatz	LOCAL_SURFACE_EXEMPLAR	NO	chey	sy	NO
274	PROSE	E274	B3	f83r	f83r.15	B3-S021	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	AIIN	Sollmaß	DEFAULT_OR_HABIT	YES	saiin	saiin	YES
275	PROSE	E275	B3	f83r	f83r.15	B3-S021	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	SHED+AL	bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ absetzen	DEFAULT_OR_HABIT	NO	shedal	shedal	YES
276	PROSE	E276	B3	f83r	f83r.15	B3-S021	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	SH+E+CTH+Y	laufender Stationsansatz kurz bereit halten	DEFAULT_OR_HABIT	NO	shecthy	shecthy	YES
277	PROSE	E277	B3	f83r	f83r.15	B3-S021	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	Y	laufender Stationsansatz	DEFAULT_OR_HABIT	NO	chey	chey	YES
278	PROSE	E278	B3	f83r	f83r.15	B3-S021	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	AL	Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“	LOCAL_SURFACE_EXEMPLAR	NO	dal	tal	NO
279	PROSE	E279	B3	f83r	f83r.15	B3-S021	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	CTH+Y	bereit	LOCAL_SURFACE_EXEMPLAR	YES	checthy	shcthy	NO
280	PROSE	E280	B3	f83r	f83r.15	B3-S021	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	AL+CHD+DY	bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ überführen; Schluss	DEFAULT_OR_HABIT	NO	dalchdy	dalchdy	YES
281	PROSE	E281	B3	f83r	f83r.15	B3-S022	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	BIO_FORM_CARD	F02	OT+CHD+DY	danach umsetzen; Schluss	LOCAL_SURFACE_EXEMPLAR	NO	otchedy	qotchedy	NO
282	PROSE	E282	B3	f83r	f83r.15	B3-S023	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	BIO_FORM_CARD	F02	L+CHD+DY	hinausführen; Schluss	DEFAULT_OR_HABIT	NO	lchedy	lchedy	YES
283	PROSE	E283	B3	f83r	f83r.16	B3-S024	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	BIO_FORM_CARD	F02	CHD+DY	umsetzen; Schluss	LOCAL_SURFACE_EXEMPLAR	NO	schedy	tchedy	NO
284	PROSE	E284	B3	f83r	f83r.16	B3-S025	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	BIO_FORM_CARD	F02	OK+CHD+DY	Ansatz umsetzen; Schluss	DEFAULT_OR_HABIT	NO	qokchdy	qokchdy	YES
285	PROSE	E285	B3	f83r	f83r.16	B3-S026	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S026	EE+AR	länger aus der Quelle führen	DEFAULT_OR_HABIT	NO	cheedar	cheedar	YES
286	PROSE	E286	B3	f83r	f83r.16	B3-S026	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S026	L+AIIN	Abführ-Sollmaß	DEFAULT_OR_HABIT	NO	chldaiin	chldaiin	YES
287	PROSE	E287	B3	f83r	f83r.16	B3-S026	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S026	CHD+Y	laufender Stationsansatz umsetzen	DEFAULT_OR_HABIT	NO	chedy	chedy	YES
288	PROSE	E288	B3	f83r	f83r.16	B3-S026	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S026	OK+AIN	eine Stoffportion zugeben	DEFAULT_OR_HABIT	NO	qokain	qokain	YES
289	PROSE	E289	B3	f83r	f83r.16	B3-S026	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S026	CTH+Y	bereit	DEFAULT_OR_HABIT	YES	checthy	checthy	YES
290	PROSE	E290	B3	f83r	f83r.16	B3-S026	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	KEEP_WHOLE_LOCAL_FORM	W:B3-S026	AL+R+OR	Ansatz bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ abkühlen	DEFAULT_OR_HABIT	NO	chealror	chealror	YES
291	PROSE	E291	B3	f83r	f83r.20	B3-S026	B3_MAIN_ARCH_LINKED_PAIR	KEEP_WHOLE_LOCAL_FORM	W:B3-S026	SOLK+EE+DY	länger auffangen; Schluss	LOCAL_SURFACE_EXEMPLAR	NO	olkeedy	solkeedy	NO
292	PROSE	E292	B3	f83r	f83r.20	B3-S027	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F01	OT+EE+DY	nächsten Schritt länger halten; Schluss	DEFAULT_OR_HABIT	NO	qoteedy	qoteedy	YES
293	PROSE	E293	B3	f83r	f83r.20	B3-S028	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F01	OK+EE+Y	länger ansetzen	DEFAULT_OR_HABIT	NO	qokeey	qokeey	YES
294	PROSE	E294	B3	f83r	f83r.20	B3-S028	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F01	OK+E+DY	kurz ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokedy	qokedy	YES
295	PROSE	E295	B3	f83r	f83r.20	B3-S029	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F05	OL	fortsetzen	DEFAULT_OR_HABIT	YES	sol	sol	YES
296	PROSE	E296	B3	f83r	f83r.20	B3-S029	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F05	EEE+T+Y	aufgefangener Bestand des Flüssigkeit des Hauptpaares vollständig füllen	DEFAULT_OR_HABIT	NO	cheeety	cheeety	YES
297	PROSE	E297	B3	f83r	f83r.20	B3-S029	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F05	OK+E+DY	kurz ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokedy	qokedy	YES
298	PROSE	E298	B3	f83r	f83r.20	B3-S030	B3_MAIN_ARCH_LINKED_PAIR	SHARED_RESIDUAL_MINI_FORM	R01	OK+Y	verwende aufgefangener Bestand des Flüssigkeit des Hauptpaares	DEFAULT_OR_HABIT	NO	qoky	qoky	YES
299	PROSE	E299	B3	f83r	f83r.20	B3-S030	B3_MAIN_ARCH_LINKED_PAIR	SHARED_RESIDUAL_MINI_FORM	R01	AIIN	Sollmaß	LOCAL_SURFACE_EXEMPLAR	NO	daiin	saiin	NO
300	PROSE	E300	B3	f83r	f83r.22	B3-S030	B3_MAIN_ARCH_LINKED_PAIR	SHARED_RESIDUAL_MINI_FORM	R01	CHD+AIR	Flüssigkeitslauf weiterführen	DEFAULT_OR_HABIT	NO	schedair	schedair	YES
301	PROSE	E301	B3	f83r	f83r.22	B3-S030	B3_MAIN_ARCH_LINKED_PAIR	SHARED_RESIDUAL_MINI_FORM	R01	OT+CHD+DY	danach umsetzen; Schluss	DEFAULT_OR_HABIT	NO	otchedy	otchedy	YES
302	PROSE	E302	B3	f83r	f83r.22	B3-S031	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F01	OK+EE+DY	länger ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokeedy	qokeedy	YES
303	PROSE	E303	B3	f83r	f83r.22	B3-S032	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F03	CHD+AIN	eine Stoffportion überführen	DEFAULT_OR_HABIT	NO	chedain	chedain	YES
304	PROSE	E304	B3	f83r	f83r.22	B3-S032	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F03	CHD+Y	Teilportion aus der Arbeitsflüssigkeit umsetzen	DEFAULT_OR_HABIT	NO	chedy	chedy	YES
305	PROSE	E305	B3	f83r	f83r.22	B3-S032	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F03	OT+E+AIIN	kurzes Folge-Sollmaß	DEFAULT_OR_HABIT	NO	qotedaiin	qotedaiin	YES
306	PROSE	E306	B3	f83r	f83r.22	B3-S032	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F03	OT+AIIN	nächstes Sollmaß	DEFAULT_OR_HABIT	NO	otaiin	otaiin	YES
307	PROSE	E307	B3	f83r	f83r.22	B3-S032	B3_MAIN_ARCH_LINKED_PAIR	BIO_FORM_CARD	F03	OT+E+DY	kurzer Folgeschritt; Schluss	DEFAULT_OR_HABIT	NO	otedy	otedy	YES
