paragraph	locus	index	raw	old_A	Q1_T	Q1_V	role	status	row_status
f24r|f24r.1-f24r.20	f24r.5	7	keom	UNREAD	[ungelesen: keom]	[ungelesen: keom]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.6	1	oeeeos	UNREAD	[ungelesen: oeeeos]	[ungelesen: oeeeos]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.6	2	cthor	Krautanteil	Krautanteil	Krautanteil	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.6	3	otal	kühles Ausgangsmaterial	kühles Ausgangsmaterial [angegebene Qualität als Stoffkonstitution]	kühles Ausgangsmaterial [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.6	4	qocthol	UNREAD	[ungelesen: qocthol]	[ungelesen: qocthol]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.6	5	qoky	erwärme mäßig	erwärme mäßig	erwärme mäßig	ACTION	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.7	1	q@145;kar	UNREAD	[ungelesen: q@145;kar]	[ungelesen: q@145;kar]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.7	2	chtar	UNREAD	[ungelesen: chtar]	[ungelesen: chtar]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.7	3	s	jeweils	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.7	4	cheor	Auszug	Auszug	Auszug	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.7	5	cthol	Krautpulver	Krautpulver	Krautpulver	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.7	6	qodol	UNREAD	[ungelesen: qodol]	[ungelesen: qodol]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.8	1	ychor	ferner	ferner	ferner	LINK	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.8	2	s	jeweils	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.8	3	om	UNREAD	[ungelesen: om]	[ungelesen: om]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.8	4	qoear	UNREAD	[ungelesen: qoear]	[ungelesen: qoear]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.8	5	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.8	6	qokeol	erhitzte Flüssigkeit	erhitzte Flüssigkeit	erhitzte Flüssigkeit	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.9	1	odaiin	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.9	2	ckham	UNREAD	[ungelesen: ckham]	[ungelesen: ckham]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.9	3	qodai{ikh}y	UNREAD	[ungelesen: qodai{ikh}y]	[ungelesen: qodai{ikh}y]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.9	4	dol	Portion	Portion	Portion	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.9	5	dal	Maß	Maß	Maß	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.10	1	q[?:e]or	UNREAD	[ungelesen: q[?:e]or]	[ungelesen: q[?:e]or]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.10	2	cfhar	UNREAD	[ungelesen: cfhar]	[ungelesen: cfhar]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.10	3	chor	Blüten	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.10	4	s	jeweils	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.10	5	am	UNREAD	[ungelesen: am]	[ungelesen: am]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.10	6	chotaiin	UNREAD	[ungelesen: chotaiin]	[ungelesen: chotaiin]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.10	7	dy	fertig	fertig	fertig	STATE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.11	1	sar	je Teil	je Teil	je Teil	DISTRIBUTIVE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.11	2	cheoiees	UNREAD	[ungelesen: cheoiees]	[ungelesen: cheoiees]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.11	3	okeem	UNREAD	[ungelesen: okeem]	[ungelesen: okeem]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.11	4	cheor	Auszug	Auszug	Auszug	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.11	5	qokain	erwärmte Dosis P	erwärmte Dosis P	erwärmte Dosis P	MATERIAL_DOSE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.12	1	qokchy	mische ein	mische ein	mische ein	MIX	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.12	2	qotchy	seihe ab	trenne … von …	verbinde … mit …	ACTION	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.12	3	tol	kühles Material	kühles Material [angegebene Qualität als Stoffkonstitution]	kühles Material [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.12	4	tod	kalter Rest	kalter Rest [angegebene Qualität als Stoffkonstitution]	kalter Rest [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.12	5	ckhy	stampfe	stampfe	stampfe	ACTION	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	1	oees	gemischt	gemischt	gemischt	STATE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	2	ol	mit	mit	mit	RELATION	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	3	s	jeweils	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	4	chey	prüfe	prüfe	prüfe	ACTION	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	5	chcth	UNREAD	[ungelesen: chcth]	[ungelesen: chcth]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.13	6	s	jeweils	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	7	ar	Teil	Teil	Teil	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.14	1	qor	UNREAD	[ungelesen: qor]	[ungelesen: qor]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.14	2	cheey	zerreibe fein	zerreibe fein	zerreibe fein	ACTION	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.14	3	qod	UNREAD	[ungelesen: qod]	[ungelesen: qod]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.14	4	char	Blütenanteil	Blütenanteil	Blütenanteil	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.14	5	cthal	Kräuterstück	Kräuterstück	Kräuterstück	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.15	1	ockhoees	UNREAD	[ungelesen: ockhoees]	[ungelesen: ockhoees]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.15	2	oeees	UNREAD	[ungelesen: oeees]	[ungelesen: oeees]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.15	3	ol	mit	mit	mit	RELATION	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.15	4	dal	Maß	Maß	Maß	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.15	5	s	jeweils	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.16	1	sham	feuchte Masse	feuchte Masse [angegebene Qualität als Stoffkonstitution]	feuchte Masse [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.16	2	okeal	UNREAD	[ungelesen: okeal]	[ungelesen: okeal]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.16	3	dal	Maß	Maß	Maß	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.16	4	dam	Restmenge	Restmenge	Restmenge	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.16	5	dal	Maß	Maß	Maß	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.17	1	sshey	UNREAD	[ungelesen: sshey]	[ungelesen: sshey]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.17	2	otam	Ansatzmasse	Ansatzmasse	Ansatzmasse	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.17	3	sham	feuchte Masse	feuchte Masse [angegebene Qualität als Stoffkonstitution]	feuchte Masse [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.17	4	cthoj	UNREAD	[ungelesen: cthoj]	[ungelesen: cthoj]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.17	5	oky	warm	warm	warm	STATE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.18	1	ycheol	danach	danach	danach	LINK	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.18	2	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.18	3	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.18	4	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.18	5	s	jeweils	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.19	1	yol	UNREAD	[ungelesen: yol]	[ungelesen: yol]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.19	2	kol	UNREAD	[ungelesen: kol]	[ungelesen: kol]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.19	3	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.19	4	shom	UNREAD	[ungelesen: shom]	[ungelesen: shom]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.19	5	otacphy	UNREAD	[ungelesen: otacphy]	[ungelesen: otacphy]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.20	1	sam	UNREAD	[ungelesen: sam]	[ungelesen: sam]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.20	2	chorly	UNREAD	[ungelesen: chorly]	[ungelesen: chorly]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.5	1	qotol	kalter Ansatz	kalter Ansatz [angegebene Qualität als Stoffkonstitution]	kalter Ansatz [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.5	2	choiin	UNREAD	[ungelesen: choiin]	[ungelesen: choiin]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.5	3	okchar	UNREAD	[ungelesen: okchar]	[ungelesen: okchar]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.5	4	dar	Teilmenge	Teilmenge	Teilmenge	AMOUNT	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.5	5	oty	kühl	kühl	kühl	STATE	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.5	6	shoto	UNREAD	[ungelesen: shoto]	[ungelesen: shoto]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.5	7	dol	Portion	Portion	Portion	AMOUNT	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.5	8	py	UNREAD	[ungelesen: py]	[ungelesen: py]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.5	9	otytam	UNREAD	[ungelesen: otytam]	[ungelesen: otytam]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.6	1	?s	UNREAD	[ungelesen: ?s]	[ungelesen: ?s]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.6	2	aiin	Maßzahl Q	Maßzahl Q	Maßzahl Q	NUMBER	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.6	3	cphor	UNREAD	[ungelesen: cphor]	[ungelesen: cphor]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.6	4	qok{cy}	UNREAD	[ungelesen: qok{cy}]	[ungelesen: qok{cy}]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.6	5	tod	kalter Rest	kalter Rest [angegebene Qualität als Stoffkonstitution]	kalter Rest [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.6	6	ytchdy	UNREAD	[ungelesen: ytchdy]	[ungelesen: ytchdy]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.6	7	dy	fertig	fertig	fertig	STATE	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.6	8	dy	fertig	fertig	fertig	STATE	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.6	9	cheg	UNREAD	[ungelesen: cheg]	[ungelesen: cheg]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.7	1	tchtcho	UNREAD	[ungelesen: tchtcho]	[ungelesen: tchtcho]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.7	2	kchol	Trockenmaterial	Trockenmaterial [angegebene Qualität als Stoffkonstitution]	Trockenmaterial [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.7	3	dshy	UNREAD	[ungelesen: dshy]	[ungelesen: dshy]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.7	4	o	und	und	und	LINK	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.7	5	tyol	UNREAD	[ungelesen: tyol]	[ungelesen: tyol]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.7	6	ytchom	UNREAD	[ungelesen: ytchom]	[ungelesen: ytchom]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.8	1	yksheor	UNREAD	[ungelesen: yksheor]	[ungelesen: yksheor]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.8	2	odal	abgemessener Anteil	abgemessener Anteil	abgemessener Anteil	AMOUNT	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.8	3	sho	Flüssigkeit	Flüssigkeit	Flüssigkeit	MATERIAL	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.8	4	dy	fertig	fertig	fertig	STATE	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.8	5	pchom	UNREAD	[ungelesen: pchom]	[ungelesen: pchom]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.8	6	otor	kühler Anteil	kühler Anteil [angegebene Qualität als Stoffkonstitution]	kühler Anteil [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.8	7	oa[iir:iin]	UNREAD	[ungelesen: oa[iir:iin]]	[ungelesen: oa[iir:iin]]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.9	1	ychor	ferner	ferner	ferner	LINK	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.9	2	cthy	Kraut	Kraut	Kraut	MATERIAL	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.9	3	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.9	4	qokom	erwärme portionsweise	erwärme portionsweise	erwärme portionsweise	ACTION	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.9	5	sy	abgesetzt	abgesetzt	abgesetzt	STATE	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.9	6	sa	UNREAD	[ungelesen: sa]	[ungelesen: sa]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.9	7	ykchom	UNREAD	[ungelesen: ykchom]	[ungelesen: ykchom]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.10	1	dshor	UNREAD	[ungelesen: dshor]	[ungelesen: dshor]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.10	2	otshy	UNREAD	[ungelesen: otshy]	[ungelesen: otshy]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.10	3	oky	warm	warm	warm	STATE	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.10	4	tsholol	UNREAD	[ungelesen: tsholol]	[ungelesen: tsholol]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.10	5	ytchord	UNREAD	[ungelesen: ytchord]	[ungelesen: ytchord]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.11	1	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.11	2	chor	Blüten	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.11	3	ytchy	UNREAD	[ungelesen: ytchy]	[ungelesen: ytchy]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.11	4	doiin	UNREAD	[ungelesen: doiin]	[ungelesen: doiin]	OPEN	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.11	5	dcholdy	UNREAD	[ungelesen: dcholdy]	[ungelesen: dcholdy]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	1	poldaiin	UNREAD	[ungelesen: poldaiin]	[ungelesen: poldaiin]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	2	shea	UNREAD	[ungelesen: shea]	[ungelesen: shea]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	3	teraiin	UNREAD	[ungelesen: teraiin]	[ungelesen: teraiin]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	4	otcho	UNREAD	[ungelesen: otcho]	[ungelesen: otcho]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	5	lkaiin	UNREAD	[ungelesen: lkaiin]	[ungelesen: lkaiin]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	6	os	zusammen	zusammen	zusammen	DISTRIBUTIVE	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	7	al	davon	davon	davon	REFERENCE	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	8	ody	Endprodukt	Endprodukt	Endprodukt	MATERIAL	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	9	qotar	abgeteilter Anteil	abgeteilter Anteil	abgeteilter Anteil	AMOUNT	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	10	ytedy	UNREAD	[ungelesen: ytedy]	[ungelesen: ytedy]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	11	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	1	ycheeytydaiin	UNREAD	[ungelesen: ycheeytydaiin]	[ungelesen: ycheeytydaiin]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	2	ykeeo	UNREAD	[ungelesen: ykeeo]	[ungelesen: ykeeo]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	3	chey	prüfe	prüfe	prüfe	ACTION	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	4	shckhy	UNREAD	[ungelesen: shckhy]	[ungelesen: shckhy]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	5	shoky	UNREAD	[ungelesen: shoky]	[ungelesen: shoky]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	6	oty	kühl	kühl	kühl	STATE	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	7	oty	kühl	kühl	kühl	STATE	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	8	otain	UNREAD	[ungelesen: otain]	[ungelesen: otain]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	9	olkchdy	UNREAD	[ungelesen: olkchdy]	[ungelesen: olkchdy]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	1	ychor	ferner	ferner	ferner	LINK	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	2	ar	Teil	Teil	Teil	AMOUNT	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	3	aiin	Maßzahl Q	Maßzahl Q	Maßzahl Q	NUMBER	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	4	ytaly	UNREAD	[ungelesen: ytaly]	[ungelesen: ytaly]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	5	otaiin	Dosis des kühlen Ansatzes	Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	MATERIAL_DOSE	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	6	ykaiin	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	MATERIAL_DOSE	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	7	otal	kühles Ausgangsmaterial	kühles Ausgangsmaterial [angegebene Qualität als Stoffkonstitution]	kühles Ausgangsmaterial [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	8	ytar	weiterer Teil	weiterer Teil	weiterer Teil	AMOUNT	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	9	aiin	Maßzahl Q	Maßzahl Q	Maßzahl Q	NUMBER	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	10	ytaiiil	UNREAD	[ungelesen: ytaiiil]	[ungelesen: ytaiiil]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	1	oar	Anteil davon	Anteil davon	Anteil davon	AMOUNT	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	2	ar	Teil	Teil	Teil	AMOUNT	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	3	aiin	Maßzahl Q	Maßzahl Q	Maßzahl Q	NUMBER	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	4	okaiin	Dosis des Grundansatzes	Dosis des Grundansatzes	Dosis des Grundansatzes	MATERIAL_DOSE	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	5	yteey	kühle erneut	kühle erneut	kühle erneut	REPEAT_COOL	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	6	ytaiin	weitere Dosis des kühlen Ansatzes	weitere Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	MATERIAL_DOSE	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	7	qokees	UNREAD	[ungelesen: qokees]	[ungelesen: qokees]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	8	aiin	Maßzahl Q	Maßzahl Q	Maßzahl Q	NUMBER	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	9	yteey	kühle erneut	kühle erneut	kühle erneut	REPEAT_COOL	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	10	qotey	UNREAD	[ungelesen: qotey]	[ungelesen: qotey]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	11	lkey	UNREAD	[ungelesen: lkey]	[ungelesen: lkey]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	1	ykaiin	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	MATERIAL_DOSE	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	2	ykeey	erwärme erneut	erwärme erneut	erwärme erneut	REPEAT_ACTION	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	3	ykal	UNREAD	[ungelesen: ykal]	[ungelesen: ykal]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	4	chod	UNREAD	[ungelesen: chod]	[ungelesen: chod]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	5	aiin	Maßzahl Q	Maßzahl Q	Maßzahl Q	NUMBER	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	6	oeey	UNREAD	[ungelesen: oeey]	[ungelesen: oeey]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	7	teodkaiin	UNREAD	[ungelesen: teodkaiin]	[ungelesen: teodkaiin]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	8	otodaiin	UNREAD	[ungelesen: otodaiin]	[ungelesen: otodaiin]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	9	okain	UNREAD	[ungelesen: okain]	[ungelesen: okain]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	1	ykaiin	erwärmte Dosis Q	erwärmte Dosis Q	erwärmte Dosis Q	MATERIAL_DOSE	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	2	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	3	aiin	Maßzahl Q	Maßzahl Q	Maßzahl Q	NUMBER	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	4	okol	Grundansatz	Grundansatz	Grundansatz	MATERIAL	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	5	chokar	UNREAD	[ungelesen: chokar]	[ungelesen: chokar]	OPEN	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	6	sheol	feuchtes Gemenge	feuchtes Gemenge [angegebene Qualität als Stoffkonstitution]	feuchtes Gemenge [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	7	qokar	erwärmter Anteil	erwärmter Anteil	erwärmter Anteil	MATERIAL	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	8	cheey	zerreibe fein	zerreibe fein	zerreibe fein	ACTION	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	9	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	10	aiin	Maßzahl Q	Maßzahl Q	Maßzahl Q	NUMBER	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	11	ody	Endprodukt	Endprodukt	Endprodukt	MATERIAL	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	1	oar	Anteil davon	Anteil davon	Anteil davon	AMOUNT	ASSUMED	recorded
