material	world	locus	edition	source_group_ids_json	source_groups_json	separators_json	literal_json	confidence
WOOD	LIGHTNESS	f81v.15	ZL3b	"[""ZL3b|f81v.15|G001"", ""ZL3b|f81v.15|G002"", ""ZL3b|f81v.15|G003"", ""ZL3b|f81v.15|G004"", ""ZL3b|f81v.15|G005"", ""ZL3b|f81v.15|G006"", ""ZL3b|f81v.15|G007"", ""ZL3b|f81v.15|G008"", ""ZL3b|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qofchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""[qofchedy]"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f81v.15	ZL3b	"[""ZL3b|f81v.15|G001"", ""ZL3b|f81v.15|G002"", ""ZL3b|f81v.15|G003"", ""ZL3b|f81v.15|G004"", ""ZL3b|f81v.15|G005"", ""ZL3b|f81v.15|G006"", ""ZL3b|f81v.15|G007"", ""ZL3b|f81v.15|G008"", ""ZL3b|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qofchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""[qofchedy]"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f81v.15	IT2a	"[""IT2a|f81v.15|G001"", ""IT2a|f81v.15|G002"", ""IT2a|f81v.15|G003"", ""IT2a|f81v.15|G004"", ""IT2a|f81v.15|G005"", ""IT2a|f81v.15|G006"", ""IT2a|f81v.15|G007"", ""IT2a|f81v.15|G008"", ""IT2a|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qofchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""[qofchedy]"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f81v.15	IT2a	"[""IT2a|f81v.15|G001"", ""IT2a|f81v.15|G002"", ""IT2a|f81v.15|G003"", ""IT2a|f81v.15|G004"", ""IT2a|f81v.15|G005"", ""IT2a|f81v.15|G006"", ""IT2a|f81v.15|G007"", ""IT2a|f81v.15|G008"", ""IT2a|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qofchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""[qofchedy]"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f81v.15	IT2a	"[""IT2a|f81v.15|G001"", ""IT2a|f81v.15|G002"", ""IT2a|f81v.15|G003"", ""IT2a|f81v.15|G004"", ""IT2a|f81v.15|G005"", ""IT2a|f81v.15|G006"", ""IT2a|f81v.15|G007"", ""IT2a|f81v.15|G008"", ""IT2a|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qofchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""[qofchedy]"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f81v.15	IT2a	"[""IT2a|f81v.15|G001"", ""IT2a|f81v.15|G002"", ""IT2a|f81v.15|G003"", ""IT2a|f81v.15|G004"", ""IT2a|f81v.15|G005"", ""IT2a|f81v.15|G006"", ""IT2a|f81v.15|G007"", ""IT2a|f81v.15|G008"", ""IT2a|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qofchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""[qofchedy]"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f81v.15	RF1b	"[""RF1b|f81v.15|G001"", ""RF1b|f81v.15|G002"", ""RF1b|f81v.15|G003"", ""RF1b|f81v.15|G004"", ""RF1b|f81v.15|G005"", ""RF1b|f81v.15|G006"", ""RF1b|f81v.15|G007"", ""RF1b|f81v.15|G008"", ""RF1b|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qopchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""Holz?"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f81v.15	RF1b	"[""RF1b|f81v.15|G001"", ""RF1b|f81v.15|G002"", ""RF1b|f81v.15|G003"", ""RF1b|f81v.15|G004"", ""RF1b|f81v.15|G005"", ""RF1b|f81v.15|G006"", ""RF1b|f81v.15|G007"", ""RF1b|f81v.15|G008"", ""RF1b|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qopchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""Holzkohle?"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f81v.15	RF1b	"[""RF1b|f81v.15|G001"", ""RF1b|f81v.15|G002"", ""RF1b|f81v.15|G003"", ""RF1b|f81v.15|G004"", ""RF1b|f81v.15|G005"", ""RF1b|f81v.15|G006"", ""RF1b|f81v.15|G007"", ""RF1b|f81v.15|G008"", ""RF1b|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qopchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""Holz?"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f81v.15	RF1b	"[""RF1b|f81v.15|G001"", ""RF1b|f81v.15|G002"", ""RF1b|f81v.15|G003"", ""RF1b|f81v.15|G004"", ""RF1b|f81v.15|G005"", ""RF1b|f81v.15|G006"", ""RF1b|f81v.15|G007"", ""RF1b|f81v.15|G008"", ""RF1b|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qopchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""Holzkohle?"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f83r.1	ZL3b	"[""ZL3b|f83r.1|G001"", ""ZL3b|f83r.1|G002"", ""ZL3b|f83r.1|G003"", ""ZL3b|f83r.1|G004"", ""ZL3b|f83r.1|G005"", ""ZL3b|f83r.1|G006"", ""ZL3b|f83r.1|G007""]"	"[""tchedy"", ""lpchedy"", ""op{ch'}edy"", ""chepol"", ""pchedar"", ""shedy"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpchedy]"", ""[op{ch'}edy]"", ""[chepol]"", ""[pchedar]"", ""[shedy]"", ""Holz?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f83r.1	ZL3b	"[""ZL3b|f83r.1|G001"", ""ZL3b|f83r.1|G002"", ""ZL3b|f83r.1|G003"", ""ZL3b|f83r.1|G004"", ""ZL3b|f83r.1|G005"", ""ZL3b|f83r.1|G006"", ""ZL3b|f83r.1|G007""]"	"[""tchedy"", ""lpchedy"", ""op{ch'}edy"", ""chepol"", ""pchedar"", ""shedy"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpchedy]"", ""[op{ch'}edy]"", ""[chepol]"", ""[pchedar]"", ""[shedy]"", ""Holzkohle?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f83r.1	ZL3b	"[""ZL3b|f83r.1|G001"", ""ZL3b|f83r.1|G002"", ""ZL3b|f83r.1|G003"", ""ZL3b|f83r.1|G004"", ""ZL3b|f83r.1|G005"", ""ZL3b|f83r.1|G006"", ""ZL3b|f83r.1|G007""]"	"[""tchedy"", ""lpchedy"", ""op{ch'}edy"", ""chepol"", ""pchedar"", ""shedy"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpchedy]"", ""[op{ch'}edy]"", ""[chepol]"", ""[pchedar]"", ""[shedy]"", ""Holz?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f83r.1	ZL3b	"[""ZL3b|f83r.1|G001"", ""ZL3b|f83r.1|G002"", ""ZL3b|f83r.1|G003"", ""ZL3b|f83r.1|G004"", ""ZL3b|f83r.1|G005"", ""ZL3b|f83r.1|G006"", ""ZL3b|f83r.1|G007""]"	"[""tchedy"", ""lpchedy"", ""op{ch'}edy"", ""chepol"", ""pchedar"", ""shedy"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpchedy]"", ""[op{ch'}edy]"", ""[chepol]"", ""[pchedar]"", ""[shedy]"", ""Holzkohle?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f83r.1	IT2a	"[""IT2a|f83r.1|G001"", ""IT2a|f83r.1|G002"", ""IT2a|f83r.1|G003"", ""IT2a|f83r.1|G004"", ""IT2a|f83r.1|G005"", ""IT2a|f83r.1|G006"", ""IT2a|f83r.1|G007""]"	"[""tchedy"", ""lpchedy"", ""opcsedy"", ""chepol"", ""pchedar"", ""shedy"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpchedy]"", ""[opcsedy]"", ""[chepol]"", ""[pchedar]"", ""[shedy]"", ""Holz?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f83r.1	IT2a	"[""IT2a|f83r.1|G001"", ""IT2a|f83r.1|G002"", ""IT2a|f83r.1|G003"", ""IT2a|f83r.1|G004"", ""IT2a|f83r.1|G005"", ""IT2a|f83r.1|G006"", ""IT2a|f83r.1|G007""]"	"[""tchedy"", ""lpchedy"", ""opcsedy"", ""chepol"", ""pchedar"", ""shedy"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpchedy]"", ""[opcsedy]"", ""[chepol]"", ""[pchedar]"", ""[shedy]"", ""Holzkohle?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f83r.1	IT2a	"[""IT2a|f83r.1|G001"", ""IT2a|f83r.1|G002"", ""IT2a|f83r.1|G003"", ""IT2a|f83r.1|G004"", ""IT2a|f83r.1|G005"", ""IT2a|f83r.1|G006"", ""IT2a|f83r.1|G007""]"	"[""tchedy"", ""lpchedy"", ""opcsedy"", ""chepol"", ""pchedar"", ""shedy"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpchedy]"", ""[opcsedy]"", ""[chepol]"", ""[pchedar]"", ""[shedy]"", ""Holz?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f83r.1	IT2a	"[""IT2a|f83r.1|G001"", ""IT2a|f83r.1|G002"", ""IT2a|f83r.1|G003"", ""IT2a|f83r.1|G004"", ""IT2a|f83r.1|G005"", ""IT2a|f83r.1|G006"", ""IT2a|f83r.1|G007""]"	"[""tchedy"", ""lpchedy"", ""opcsedy"", ""chepol"", ""pchedar"", ""shedy"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpchedy]"", ""[opcsedy]"", ""[chepol]"", ""[pchedar]"", ""[shedy]"", ""Holzkohle?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f83r.1	RF1b	"[""RF1b|f83r.1|G001"", ""RF1b|f83r.1|G002"", ""RF1b|f83r.1|G003"", ""RF1b|f83r.1|G004"", ""RF1b|f83r.1|G005"", ""RF1b|f83r.1|G006"", ""RF1b|f83r.1|G007""]"	"[""tchedy"", ""lpche@152;y"", ""op{ch'}cdy"", ""chepol"", ""pche@152;ar"", ""she@152;y"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpche@152;y]"", ""[op{ch'}cdy]"", ""[chepol]"", ""[pche@152;ar]"", ""[she@152;y]"", ""Holz?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f83r.1	RF1b	"[""RF1b|f83r.1|G001"", ""RF1b|f83r.1|G002"", ""RF1b|f83r.1|G003"", ""RF1b|f83r.1|G004"", ""RF1b|f83r.1|G005"", ""RF1b|f83r.1|G006"", ""RF1b|f83r.1|G007""]"	"[""tchedy"", ""lpche@152;y"", ""op{ch'}cdy"", ""chepol"", ""pche@152;ar"", ""she@152;y"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpche@152;y]"", ""[op{ch'}cdy]"", ""[chepol]"", ""[pche@152;ar]"", ""[she@152;y]"", ""Holzkohle?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f83r.1	RF1b	"[""RF1b|f83r.1|G001"", ""RF1b|f83r.1|G002"", ""RF1b|f83r.1|G003"", ""RF1b|f83r.1|G004"", ""RF1b|f83r.1|G005"", ""RF1b|f83r.1|G006"", ""RF1b|f83r.1|G007""]"	"[""tchedy"", ""lpche@152;y"", ""op{ch'}cdy"", ""chepol"", ""pche@152;ar"", ""she@152;y"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpche@152;y]"", ""[op{ch'}cdy]"", ""[chepol]"", ""[pche@152;ar]"", ""[she@152;y]"", ""Holz?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f83r.1	RF1b	"[""RF1b|f83r.1|G001"", ""RF1b|f83r.1|G002"", ""RF1b|f83r.1|G003"", ""RF1b|f83r.1|G004"", ""RF1b|f83r.1|G005"", ""RF1b|f83r.1|G006"", ""RF1b|f83r.1|G007""]"	"[""tchedy"", ""lpche@152;y"", ""op{ch'}cdy"", ""chepol"", ""pche@152;ar"", ""she@152;y"", ""qopchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[lpche@152;y]"", ""[op{ch'}cdy]"", ""[chepol]"", ""[pche@152;ar]"", ""[she@152;y]"", ""Holzkohle?""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
