surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt520_rank	gdt520_top1	gdt521_rank	gdt521_top1	gdt521_top5	truth_gdt520_score	truth_order5_nll	truth_gdt521_score	truth_alignment_trace	top1_gdt520_score	top1_order5_nll	top1_gdt521_score	top1_alignment_trace	decision_change_class	working_policy
keody	3	f20v|f66r	K+E+O+D_ADDR+Y	11	2	K+E+O+DY	2	K+E+O+DY	K+E+O+DY | K+E+O+D_ADDR+Y | K+E+O+Y | OK+E+DY | O+D_ADDR+Y	3.931986773	2.915570647	5.389772097	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.603882795	3.026736075	4.117250833	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT520_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kodalchy	1	f4r	K+O+D_ADDR+AL+CH+Y	100	1	K+O+D_ADDR+AL+CH+Y	1	K+O+D_ADDR+AL+CH+Y	K+O+D_ADDR+AL+CH+Y | K+O+D_ADDR+AL+Y | K+O+AL+CH+Y | K+O+D_ADDR+AL+LOCAL_C+Y | K+O+AL+LOCAL_C+Y	3.866658188	3.242010233	5.487663305	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.866658188	3.242010233	5.487663305	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kodary	1	f66r	K+O+D_ADDR+AR+Y	33	1	K+O+D_ADDR+AR+Y	1	K+O+D_ADDR+AR+Y	K+O+D_ADDR+AR+Y | CH+K+O+D_ADDR+AR+Y | K+O+D_ADDR+D_ADDR+AR+Y | OK+D_ADDR+AR+Y | K+O+D_ADDR+R+Y	1.835468945	2.975953579	3.323445735	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.835468945	2.975953579	3.323445735	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kody	1	f66r	K+O+DY	10	1	K+O+DY	1	K+O+DY	K+O+DY | K+O+D_ADDR+Y | K+O+Y | OK+DY | CH+K+O+D_ADDR+Y	1.858587359	3.289894878	3.503534798	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	1.858587359	3.289894878	3.503534798	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ld	1	f66r	L+D_ADDR	6	2	L	2	L	L | L+D_ADDR | AL | AL+D_ADDR | L+CHD	2.910920778	4.024703182	4.923272369	l=>l~L@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	1.133517394	3.340241000	2.803637894	ld=>ld~L@edit0+alias0.267	GDT520_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lkeol	1	f66r	L+K+E+OL	16	1	L+K+E+OL	1	L+K+E+OL	L+K+E+OL | OL+K+E+L | L+K+E+O+L | K+E+OL+L | AL+K+E+OL	1.511100302	2.914913722	2.968557163	l=>l~L@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	1.511100302	2.914913722	2.968557163	l=>l~L@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lodaiin	1	f66r	L+O+D_ADDR+AIIN	100	1	L+O+D_ADDR+AIIN	1	L+O+D_ADDR+AIIN	L+O+D_ADDR+AIIN | L+O+AIIN | OL+AIIN | OL+D_ADDR+AIIN | L+O+D_ADDR+IIN	2.059159927	3.279045486	3.698682670	l=>l~L@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	2.059159927	3.279045486	3.698682670	l=>l~L@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lpchees	1	f66r	L+P+CH+EE+S	78	1	L+P+CH+EE+S	1	L+P+CH+EE+S	L+P+CH+EE+S | L+P+LOCAL_C+EE+S | L+P+EE+S | L+P+CH+EE | L+P+LOCAL_C+SH+EE+S	5.085906130	3.728752987	6.950282624	l=>l~L@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | s=>s~S@edit0+alias0.000	5.085906130	3.728752987	6.950282624	l=>l~L@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lsheody	1	f66r	L+SH+E+O+D_ADDR+Y	70	1	L+SH+E+O+D_ADDR+Y	1	L+SH+E+O+D_ADDR+Y	L+SH+E+O+D_ADDR+Y | L+SH+E+O+DY | L+SH+E+O+Y | L+SH+E+O+D_ADDR+DY | L+E+O+DY	3.333675711	2.411162066	4.539256744	l=>l~L@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.333675711	2.411162066	4.539256744	l=>l~L@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ltsholy	1	f66r	L+T+SH+OL+Y	48	1	L+T+SH+OL+Y	1	L+T+SH+OL+Y	L+T+SH+OL+Y | L+T+OL+Y | L+SH+OL+Y | L+T+S+OL+Y | AL+T+SH+OL+Y	2.813025169	3.538929598	4.582489968	l=>l~L@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.813025169	3.538929598	4.582489968	l=>l~L@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ofaram	1	f66r	O+LOCAL_CHAR_F+AR+AM_ADDR	14	1	O+LOCAL_CHAR_F+AR+AM_ADDR	1	O+LOCAL_CHAR_F+AR+AM_ADDR	O+LOCAL_CHAR_F+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+R+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+M_LOCAL	1.830450359	3.220842326	3.440871522	o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	1.830450359	3.220842326	3.440871522	o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okalchedy	1	f66r	OK+AL+CHD+Y	100	1	OK+AL+CHD+Y	1	OK+AL+CHD+Y	OK+AL+CHD+Y | OK+AL+CHD+DY | OK+AL+CH+E+DY | OK+AL+LOCAL_C+E+DY | OK+L+CHD+DY	3.818775211	3.323108908	5.480329664	ok=>ok~OK@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.818775211	3.323108908	5.480329664	ok=>ok~OK@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okedals	1	f66r	OK+AL+S	100	3	OK+E+D_ADDR+AL+S	3	OK+E+D_ADDR+AL+S	OK+E+D_ADDR+AL+S | OK+E+AL+S | OK+AL+S | OK+E+AL | OK+E+D_ADDR+AL+SH	5.155966466	3.207838726	6.759885829	ok=>ok~OK@edit0+alias0.000 | edal=>dal~AL@edit1+alias0.273 | s=>s~S@edit0+alias0.000	4.128033089	2.787680203	5.521873190	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT520_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okedam	1	f31r	OK+E+D_ADDR+AM_ADDR	44	1	OK+E+D_ADDR+AM_ADDR	1	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR | OK+E+DA+AM_ADDR | OK+E+AM_ADDR | OK+AM_ADDR | OK+E+DY	3.422649166	2.799210422	4.822254377	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	3.422649166	2.799210422	4.822254377	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okoy	1	f20v	OK+O+Y	4	1	OK+O+Y	1	OK+O+Y	OK+O+Y | O+K+O+Y | O+OK+Y | OK+O+D_ADDR+Y	1.190311954	2.730716212	2.555670060	ok=>ok~OK@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.190311954	2.730716212	2.555670060	ok=>ok~OK@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
olsheor	1	f31r	OL+SH+E+OR	66	1	OL+SH+E+OR	1	OL+SH+E+OR	OL+SH+E+OR | O+L+SH+E+OR | OL+SH+E+O+R | OL+K+E+OR | OL+E+OR	2.806453559	3.012142997	4.312525058	ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	2.806453559	3.012142997	4.312525058	ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
otalor	1	f66r	OT+AL+OR	55	1	OT+AL+OR	1	OT+AL+OR	OT+AL+OR | OT+L+OR | OT+AL+O+R | O+L+AL+OR | O+T+AL+OR	1.433172137	3.302672120	3.084508197	ot=>ot~OT@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	1.433172137	3.302672120	3.084508197	ot=>ot~OT@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
otcheo	1	f66r	OT+CH+E+O	20	1	OT+CH+E+O	1	OT+CH+E+O	OT+CH+E+O | OT+CH+E+O+D_ADDR | OT+E+O | OT+LOCAL_C+E+O | OT+CH+SH+E+O	1.095526483	2.857951235	2.524502101	ot=>ot~OT@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	1.095526483	2.857951235	2.524502101	ot=>ot~OT@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
oteochey	1	f66r	OT+E+O+CH+E+Y	45	1	OT+E+O+CH+E+Y	1	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y | OT+E+O+LOCAL_C+E+Y | OT+E+O+Y | OT+E+O+CH+Y | OT+E+O+LOCAL_C+SH+E+Y	3.141439754	2.907839357	4.595359433	ot=>ot~OT@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.141439754	2.907839357	4.595359433	ot=>ot~OT@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
p	1	f66r	P	1	1	P	1	P	P	0.299402783	4.260729028	2.429767297	p=>p~P@edit0+alias0.000	0.299402783	4.260729028	2.429767297	p=>p~P@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pchof	1	f66r	P+CH+O+LOCAL_CHAR_F	10	1	P+CH+O+LOCAL_CHAR_F	1	P+CH+O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F | P+LOCAL_C+O+LOCAL_CHAR_F | P+O+LOCAL_CHAR_F | O+P+CH+LOCAL_CHAR_F | P+CH+SH+O+LOCAL_CHAR_F	2.108775316	3.231699913	3.724625272	p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	2.108775316	3.231699913	3.724625272	p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pdaiin	1	f66r	P+AIIN	100	1	P+AIIN	1	P+AIIN	P+AIIN | P+D_ADDR+AIIN | P+DA+AIIN | P+DA+IIN | P+D_ADDR+IIN	2.551282095	4.101882563	4.602223377	p=>p~P@edit0+alias0.000 | daiin=>daiin~AIIN@edit0+alias0.284	2.551282095	4.101882563	4.602223377	p=>p~P@edit0+alias0.000 | daiin=>daiin~AIIN@edit0+alias0.284	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pofochey	1	f20v	P+O+LOCAL_CHAR_F+O+CH+E+Y	18	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+LOCAL_C+E+Y | P+O+LOCAL_CHAR_F+O+Y | O+P+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+CH+Y	5.254170569	3.517783105	7.013062121	p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	5.254170569	3.517783105	7.013062121	p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
psheody	1	f66r	P+SH+E+O+D_ADDR+Y	34	2	P+SH+E+O+DY	1	P+SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y | P+SH+E+O+DY | P+SH+E+O+Y | P+E+O+DY | P+SH+E+O+D_ADDR+DY	3.622958966	2.798270674	5.022094303	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.622958966	2.798270674	5.022094303	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_ERROR_CORRECTED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pydaiin	1	f4r	P+Y+D_ADDR+AIIN	100	1	P+Y+D_ADDR+AIIN	1	P+Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN | P+Y+AIIN | P+Y+D_ADDR+IIN | P+Y+A_ADDR+AIIN | P+Y+DA+AIIN	2.092235724	3.400357931	3.792414689	p=>p~P@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	2.092235724	3.400357931	3.792414689	p=>p~P@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qef	1	f31r	E+LOCAL_CHAR_F	4	2	CARRIER_Q+E+LOCAL_CHAR_F	2	CARRIER_Q+E+LOCAL_CHAR_F	CARRIER_Q+E+LOCAL_CHAR_F | E+LOCAL_CHAR_F | CARRIER_Q+D_ADDR | CARRIER_Q+CH+E+LOCAL_CHAR_F	4.625061451	4.237531610	6.743827256	qe=>e~E@edit1+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	2.548646398	3.348035948	4.222664372	q=>q~CARRIER_Q@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT520_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qocthedy	1	f66r	CARRIER_Q+O+CH+T+E+Y	93	3	CARRIER_Q+O+CH+T+E+DY	3	CARRIER_Q+O+CH+T+E+DY	CARRIER_Q+O+CH+T+E+DY | O+CH+T+E+DY | CARRIER_Q+O+CH+T+E+Y | CARRIER_Q+O+CH+T+E+D_ADDR+Y | O+CH+T+E+D_ADDR+Y	6.477330215	2.133107519	7.543883975	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000	3.717303456	2.559832406	4.997219659	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT520_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qoekedy	1	f31r	CARRIER_Q+O+E+K+E+DY	68	1	CARRIER_Q+O+E+K+E+DY	1	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY | O+E+K+E+DY | CARRIER_Q+O+E+K+E+D_ADDR+Y | O+E+K+E+D_ADDR+Y | CARRIER_Q+O+E+K+E+Y	2.621261288	2.783173102	4.012847839	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	2.621261288	2.783173102	4.012847839	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokaiir	1	f66r	OK+IIN+R	100	1	OK+IIN+R	1	OK+IIN+R	OK+IIN+R | OK+AIIN+R | CARRIER_Q+OK+IIN+R | OK+A_ADDR+IIN+R | OK+LOCAL_CHAR_I+R	4.978925061	3.134633327	6.546241725	qok=>qok~OK@edit0+alias0.250 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	4.978925061	3.134633327	6.546241725	qok=>qok~OK@edit0+alias0.250 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokchey	1	f66r	OK+CH+E+Y	39	1	OK+CH+E+Y	1	OK+CH+E+Y	OK+CH+E+Y | OK+Y | OK+E+Y | OK+LOCAL_C+E+Y | CARRIER_Q+OK+CH+E+Y	3.580833644	2.486520246	4.824093767	qok=>qok~OK@edit0+alias0.250 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.580833644	2.486520246	4.824093767	qok=>qok~OK@edit0+alias0.250 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokee	1	f31r	OK+EE	12	1	OK+EE	1	OK+EE	OK+EE | CARRIER_Q+OK+EE | OK+E+E | OK+SH+EE | O+K+EE	1.225077195	2.569481124	2.509817757	qokee=>qokee~OK+EE@edit0+alias0.250	1.225077195	2.569481124	2.509817757	qokee=>qokee~OK+EE@edit0+alias0.250	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokeedar	1	f66r	OK+EE+D_ADDR+AR	100	1	OK+EE+D_ADDR+AR	1	OK+EE+D_ADDR+AR	OK+EE+D_ADDR+AR | OK+EE+AR | CARRIER_Q+OK+EE+D_ADDR+AR | OK+EE+DA+R | CARRIER_Q+OK+EE+AR	2.382132171	2.970601679	3.867433011	qokee=>qokee~OK+EE@edit0+alias0.250 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	2.382132171	2.970601679	3.867433011	qokee=>qokee~OK+EE@edit0+alias0.250 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT520_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__SHORT_ATOM_HISTORY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
