surface	truth_recipe	candidate_is_truth	gdt517_compiler_rank	gdt520_rank	gdt521_rank	candidate_recipe	gdt520_score	order5_nll	gdt521_score	alignment_trace
psheody	P+SH+E+O+D_ADDR+Y	NO	16	12	10	P+SH+SH+E+O+D_ADDR+Y	9.957342979	3.111813861	11.513249910	p=>p~P@edit0+alias0.000 | s=>h~SH@edit1+alias0.502 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
psheody	P+SH+E+O+D_ADDR+Y	NO	7	11	11	P+E+O+D_ADDR+Y	9.771072376	3.522526363	11.532335557	ps=>ps~P@edit0+alias0.253 | heo=>heo~E+O@edit0+alias0.272 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
psheody	P+SH+E+O+D_ADDR+Y	NO	8	10	12	P+S+E+O+DY	9.679111521	3.943036099	11.650629570	p=>p~P@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | heo=>heo~E+O@edit0+alias0.272 | dy=>dy~DY@edit0+alias0.000
qef	E+LOCAL_CHAR_F	NO	1	1	1	CARRIER_Q+E+LOCAL_CHAR_F	2.548646398	3.348035948	4.222664372	q=>q~CARRIER_Q@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000
qef	E+LOCAL_CHAR_F	YES	3	2	2	E+LOCAL_CHAR_F	4.625061451	4.237531610	6.743827256	qe=>e~E@edit1+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000
qef	E+LOCAL_CHAR_F	NO	2	3	3	CARRIER_Q+D_ADDR	5.284995414	4.069816128	7.319903478	q=>q~CARRIER_Q@edit0+alias0.000 | ef=>d~D_ADDR@edit2+alias0.000
qef	E+LOCAL_CHAR_F	NO	4	4	4	CARRIER_Q+CH+E+LOCAL_CHAR_F	9.408481057	3.955565530	11.386263822	q=>q~CARRIER_Q@edit0+alias0.000 | ∅=>ch~CH@edit4+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	1	1	1	CARRIER_Q+O+CH+T+E+DY	3.717303456	2.559832406	4.997219659	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	3	2	2	O+CH+T+E+DY	5.503080220	2.595199682	6.800680062	qo=>o~O@edit1+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	YES	4	3	3	CARRIER_Q+O+CH+T+E+Y	6.477330215	2.133107519	7.543883975	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	2	4	4	CARRIER_Q+O+CH+T+E+D_ADDR+Y	6.935709779	2.431986801	8.151703179	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	5	5	5	O+CH+T+E+D_ADDR+Y	8.536127146	2.444037950	9.758146121	qo=>o~O@edit1+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	25	7	6	O+CH+T+E+Y	8.992243281	2.097353980	10.040920271	qo=>o~O@edit1+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	9	8	7	CH+T+E+DY	9.031259823	2.527663082	10.295091364	qoc=>qc~CH@edit1+alias0.500 | th=>th~T@edit0+alias0.251 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	15	6	8	CARRIER_Q+O+LOCAL_C+T+E+DY	8.908794859	3.435201379	10.626395548	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	7	9	9	CARRIER_Q+O+CH+T+SH+E+DY	9.784326979	2.829321835	11.198987897	q=>q~CARRIER_Q@edit0+alias0.000 | oct=>oct~O+CH+T@edit0+alias0.500 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	19	10	10	O+LOCAL_C+T+E+DY	9.836828548	3.895726436	11.784691766	qo=>o~O@edit1+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	6	11	11	O+CH+T+SH+E+DY	10.317040254	2.971110222	11.802595365	qoct=>oct~O+CH+T@edit1+alias0.500 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	18	12	12	CARRIER_Q+O+CH+T+CHD+Y	11.141564773	2.692912150	12.488020848	q=>q~CARRIER_Q@edit0+alias0.000 | oct=>oct~O+CH+T@edit0+alias0.500 | hed=>ched~CHD@edit2+alias0.000 | y=>y~Y@edit0+alias0.000
saiis	S+IIN+S	NO	1	1	1	S+A_ADDR+IIN+S	5.205477507	3.077921833	6.744438423	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	3	3	2	S+AIIN+S	5.468503339	3.596103726	7.266555202	s=>s~S@edit0+alias0.000 | aii=>aiin~AIIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	YES	4	2	3	S+IIN+S	5.410464127	3.976710360	7.398819307	s=>s~S@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	23	4	4	S+LOCAL_CHAR_I+S	7.891732745	3.976710360	9.880087925	s=>s~S@edit0+alias0.000 | ai=>i~LOCAL_CHAR_I@edit1+alias0.000 | is=>s~S@edit1+alias0.000
saiis	S+IIN+S	NO	15	5	5	S+A_ADDR+LOCAL_CHAR_I+S	8.444064934	3.499586043	10.193857956	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | i=>i~LOCAL_CHAR_I@edit0+alias0.000 | is=>s~S@edit1+alias0.000
saiis	S+IIN+S	NO	9	6	6	SH+IIN+S	8.487856773	3.945353241	10.460533393	sa=>sh~SH@edit1+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	8	9	7	S+AIIN+SH	9.248496272	3.596103726	11.046548135	s=>s~S@edit0+alias0.000 | aii=>aiin~AIIN@edit2+alias0.000 | s=>h~SH@edit1+alias0.502
saiis	S+IIN+S	NO	6	8	8	SH+A_ADDR+IIN+S	9.234967228	3.913120520	11.191527488	s=>h~SH@edit1+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	14	7	9	S+IIN+SH	9.212069992	3.976710360	11.200425172	s=>s~S@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>h~SH@edit1+alias0.502
saiis	S+IIN+S	NO	54	10	10	S+IIN+LOCAL_CHAR_I+S	9.464914038	3.938206215	11.434017146	s=>s~S@edit0+alias0.000 | ai=>in~IIN@edit2+alias0.534 | i=>i~LOCAL_CHAR_I@edit0+alias0.000 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	19	11	11	S+A_ADDR+AIIN+S	9.686671545	3.499586043	11.436464566	s=>s~S@edit0+alias0.000 | ∅=>a~A_ADDR@edit2+alias0.000 | aii=>aiin~AIIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	2	12	12	S+A_ADDR+IIN+S+S	9.863459703	3.195633133	11.461276270	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | i=>in~IIN@edit2+alias0.534 | i=>s~S@edit1+alias0.000 | s=>s~S@edit0+alias0.000
