event_id	page	record	statement_id	statement_ordinal	surface	component_parse	event_role	atomic_card_value_de	source_action_de	revised_event_reading_de	meaning_preserved	macro_id	natural_complete_statement_de	event_retained_in_full_sequence
E150	f81v	B1	B1-S015	1	ytey	T+E+Y	ACTION	diesen Posten kurz eintragen	übertragen	übertragen	YES	WM13	Am gemeinsamen Becken: Von der vorigen Station übernehmen, beschicken, weiterführen und abschließen. Vollfolge: übertragen → einsetzen + überführen.	YES
E151	f81v	B1	B1-S015	2	okchedy	OK+CHD+DY	ACTION	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	einsetzen + überführen	YES	WM13	Am gemeinsamen Becken: Von der vorigen Station übernehmen, beschicken, weiterführen und abschließen. Vollfolge: übertragen → einsetzen + überführen.	YES
E152	f81v	B1	B1-S016	1	qokal	OK+AL	ACTION	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	YES	NONE	Bei dem gemeinsamen Becken: anlegen; dann wirken lassen; dann absetzen lassen. Angaben: fortsetzen.	YES
E153	f81v	B1	B1-S016	2	okeey	OK+EE+Y	ACTION	den aktuellen Posten länger in Einsatz halten	wirken lassen	wirken lassen	YES	NONE	Bei dem gemeinsamen Becken: anlegen; dann wirken lassen; dann absetzen lassen. Angaben: fortsetzen.	YES
E154	f81v	B1	B1-S016	3	qol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei dem gemeinsamen Becken: anlegen; dann wirken lassen; dann absetzen lassen. Angaben: fortsetzen.	YES
E155	f81v	B1	B1-S016	4	cheedy	SHED+DY	ACTION	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	YES	NONE	Bei dem gemeinsamen Becken: anlegen; dann wirken lassen; dann absetzen lassen. Angaben: fortsetzen.	YES
E156	f81v	B1	B1-S017	1	sal	AL	ARGUMENT_OR_STATE	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	YES	WM01	Am gemeinsamen Becken: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: umfüllen. Angaben: bezeichnete Stelle | kurz · fortsetzen.	YES
E157	f81v	B1	B1-S017	2	teol	E+OL	ARGUMENT_OR_STATE	kurz · fortsetzen	NON_ACTION_CONTRIBUTION	kurz · fortsetzen	YES	WM01	Am gemeinsamen Becken: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: umfüllen. Angaben: bezeichnete Stelle | kurz · fortsetzen.	YES
E158	f81v	B1	B1-S017	3	dchdy	CHD+DY	ACTION	den laufenden Posten umsetzen; Schritt schließen	umfüllen	umfüllen	YES	WM01	Am gemeinsamen Becken: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: umfüllen. Angaben: bezeichnete Stelle | kurz · fortsetzen.	YES
E159	f81v	B1	B1-S018	1	ly	L+Y	ACTION	diesen Posten führen	führen	führen	YES	NONE	Bei dem gemeinsamen Becken: führen; dann stehen lassen; dann auffangen und stehen lassen. Angaben: Arbeitsgang · Sollstufe.	YES
E160	f81v	B1	B1-S018	2	dsheol	SH+E+OL	ACTION	fortsetzen den laufenden Posten kurz halten	halten	stehen lassen	YES	NONE	Bei dem gemeinsamen Becken: führen; dann stehen lassen; dann auffangen und stehen lassen. Angaben: Arbeitsgang · Sollstufe.	YES
E161	f81v	B1	B1-S018	3	oiiin	O+IIN	ARGUMENT_OR_STATE	Arbeitsgang · Sollstufe	NON_ACTION_CONTRIBUTION	Arbeitsgang · Sollstufe	YES	NONE	Bei dem gemeinsamen Becken: führen; dann stehen lassen; dann auffangen und stehen lassen. Angaben: Arbeitsgang · Sollstufe.	YES
E162	f81v	B1	B1-S018	4	olkeedy	SOLK+EE+DY	ACTION	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	auffangen und stehen lassen	YES	NONE	Bei dem gemeinsamen Becken: führen; dann stehen lassen; dann auffangen und stehen lassen. Angaben: Arbeitsgang · Sollstufe.	YES
E163	f81v	B1	B1-S019	1	tedy	SHED+DY	ACTION	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	YES	WM03	Am gemeinsamen Becken: Ruhen und absetzen lassen; danach abschließen. Vollfolge: absetzen lassen.	YES
E164	f81v	B1	B1-S020	1	cheky	CHK+E+Y	ACTION	diesen Posten kurz wärmen	warm halten	warm halten	YES	WM02	Am gemeinsamen Becken: Einwirken oder stehen lassen und danach abschließen. Vollfolge: warm halten → zurückhalten.	YES
E165	f81v	B1	B1-S020	2	shckhedy	SH+CKH+E+DY	ACTION	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	zurückhalten	YES	WM02	Am gemeinsamen Becken: Einwirken oder stehen lassen und danach abschließen. Vollfolge: warm halten → zurückhalten.	YES
E166	f81v	B1	B1-S021	1	chal	AL	ARGUMENT_OR_STATE	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	YES	NONE	Bei dem gemeinsamen Becken: die gelernte Zustands- und Adressfolge setzen. Angaben: bezeichnete Stelle.	YES
E167	f82r	B2	B2-S001	1	dchedy	CHD+DY	ACTION	überführen und den Schritt schließen	überführen	in die nächste Station weitergeben	YES	WM01	Am oberen Beckenpaar: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: in die nächste Station weitergeben.	YES
E168	f82r	B2	B2-S002	1	qolchedy	OL+CHD+DY	ACTION	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	in die nächste Station weitergeben	YES	WM01	Am oberen Beckenpaar: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: in die nächste Station weitergeben.	YES
E169	f82r	B2	B2-S003	1	qokain	OK+AIN	ACTION	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	YES	WM05	Am oberen Beckenpaar: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: eine Portion einfüllen → einwirken lassen. Angaben: dieser Posten.	YES
E170	f82r	B2	B2-S003	2	dy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM05	Am oberen Beckenpaar: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: eine Portion einfüllen → einwirken lassen. Angaben: dieser Posten.	YES
E171	f82r	B2	B2-S003	3	qokeedy	OK+EE+DY	ACTION	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	YES	WM05	Am oberen Beckenpaar: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: eine Portion einfüllen → einwirken lassen. Angaben: dieser Posten.	YES
E172	f82r	B2	B2-S004	1	qokal	OK+AL	ACTION	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann durchleiten; dann führen + umsetzen; dann wirken lassen; dann durchleiten.	YES
E173	f82r	B2	B2-S004	2	lcheckhy	L+CKH+Y	ACTION	diesen Posten durch Durchlass führen	durchleiten	durchleiten	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann durchleiten; dann führen + umsetzen; dann wirken lassen; dann durchleiten.	YES
E174	f82r	B2	B2-S004	3	lched	L+CHD	ACTION	den laufenden Posten führen und umsetzen	führen + umsetzen	führen + umsetzen	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann durchleiten; dann führen + umsetzen; dann wirken lassen; dann durchleiten.	YES
E175	f82r	B2	B2-S004	4	qokeey	OK+EE+Y	ACTION	den aktuellen Posten länger in Einsatz halten	wirken lassen	wirken lassen	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann durchleiten; dann führen + umsetzen; dann wirken lassen; dann durchleiten.	YES
E176	f82r	B2	B2-S004	5	lcheckhedy	L+CKH+E+DY	ACTION	den laufenden Posten durch Durchlass kurz führen; Schritt schließen	durchleiten	durchleiten	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann durchleiten; dann führen + umsetzen; dann wirken lassen; dann durchleiten.	YES
E177	f82r	B2	B2-S005	1	qokaly	OK+AL+Y	ACTION	diesen Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann bis zum Maß auffangen; dann einleiten; dann einleiten; dann warm halten; dann abführen. Angaben: Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen.	YES
E178	f82r	B2	B2-S005	2	solkaiin	SOLK+AIIN	ACTION	den laufenden Posten nach vorgeschriebenes Maß auffangen	bis zum Maß auffangen	bis zum Maß auffangen	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann bis zum Maß auffangen; dann einleiten; dann einleiten; dann warm halten; dann abführen. Angaben: Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen.	YES
E179	f82r	B2	B2-S005	3	chckhy	CKH+Y	ARGUMENT_OR_STATE	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Durchlass · dieser Posten	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann bis zum Maß auffangen; dann einleiten; dann einleiten; dann warm halten; dann abführen. Angaben: Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen.	YES
E180	f82r	B2	B2-S005	4	qokaiin	OK+AIIN	ACTION	nach vorgeschriebenem Maß in Einsatz bringen	einleiten	einleiten	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann bis zum Maß auffangen; dann einleiten; dann einleiten; dann warm halten; dann abführen. Angaben: Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen.	YES
E181	f82r	B2	B2-S005	5	qokaiin	OK+AIIN	ACTION	nach vorgeschriebenem Maß in Einsatz bringen	einleiten	einleiten	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann bis zum Maß auffangen; dann einleiten; dann einleiten; dann warm halten; dann abführen. Angaben: Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen.	YES
E182	f82r	B2	B2-S005	6	octheol	O+CTH+E+OL	ARGUMENT_OR_STATE	Arbeitsgang · bereit · kurz · fortsetzen	NON_ACTION_CONTRIBUTION	Arbeitsgang · bereit · kurz · fortsetzen	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann bis zum Maß auffangen; dann einleiten; dann einleiten; dann warm halten; dann abführen. Angaben: Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen.	YES
E183	f82r	B2	B2-S005	7	chkeey	CHK+EE+Y	ACTION	diesen Posten länger wärmen	warm halten	warm halten	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann bis zum Maß auffangen; dann einleiten; dann einleiten; dann warm halten; dann abführen. Angaben: Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen.	YES
E184	f82r	B2	B2-S005	8	ldy	L+DY	ACTION	den laufenden Posten führen; Schritt schließen	abführen	abführen	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann bis zum Maß auffangen; dann einleiten; dann einleiten; dann warm halten; dann abführen. Angaben: Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen.	YES
E185	f82r	B2	B2-S006	1	oteey	OT+EE+Y	ARGUMENT_OR_STATE	danach · länger · dieser Posten	NON_ACTION_CONTRIBUTION	danach · länger · dieser Posten	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann zurückhalten; dann den Arbeitsstoff einsetzen. Angaben: danach · länger · dieser Posten.	YES
E186	f82r	B2	B2-S006	2	qokal	OK+AL	ACTION	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann zurückhalten; dann den Arbeitsstoff einsetzen. Angaben: danach · länger · dieser Posten.	YES
E187	f82r	B2	B2-S006	3	sheckhy	SH+E+CKH+Y	ACTION	diesen Posten durch Durchlass kurz halten	zurückhalten	zurückhalten	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann zurückhalten; dann den Arbeitsstoff einsetzen. Angaben: danach · länger · dieser Posten.	YES
E188	f82r	B2	B2-S006	4	qoky	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	einsetzen	den Arbeitsstoff einsetzen	YES	NONE	Bei dem oberen Beckenpaar: anlegen; dann zurückhalten; dann den Arbeitsstoff einsetzen. Angaben: danach · länger · dieser Posten.	YES
E189	f82r	B2	B2-S007	1	dshedy	SH+E+DY	ACTION	den laufenden Posten kurz halten; Schritt schließen	ruhen lassen	ruhen lassen	YES	WM03	Am mittleren Handgerät: Ruhen und absetzen lassen; danach abschließen. Vollfolge: ruhen lassen.	YES
E190	f82r	B2	B2-S008	1	sotaiin	OT+AIIN	ARGUMENT_OR_STATE	danach · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	danach · vorgeschriebenes Maß	YES	WM08	Am mittleren Handgerät: Beschicken, absetzen lassen und abschließen. Vollfolge: aus der bezeichneten Quelle beschicken → absetzen lassen. Angaben: danach · vorgeschriebenes Maß.	YES
E191	f82r	B2	B2-S008	2	qokar	OK+AR	ACTION	den laufenden Posten von dort ansetzen	einsetzen	aus der bezeichneten Quelle beschicken	YES	WM08	Am mittleren Handgerät: Beschicken, absetzen lassen und abschließen. Vollfolge: aus der bezeichneten Quelle beschicken → absetzen lassen. Angaben: danach · vorgeschriebenes Maß.	YES
E192	f82r	B2	B2-S008	3	shedy	SHED+DY	ACTION	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	YES	WM08	Am mittleren Handgerät: Beschicken, absetzen lassen und abschließen. Vollfolge: aus der bezeichneten Quelle beschicken → absetzen lassen. Angaben: danach · vorgeschriebenes Maß.	YES
E193	f82r	B2	B2-S009	1	solshedy	OL+SH+E+DY	ACTION	fortsetzen den laufenden Posten kurz halten; Schritt schließen	ruhen lassen	ruhen lassen	YES	WM03	Am mittleren Handgerät: Ruhen und absetzen lassen; danach abschließen. Vollfolge: ruhen lassen.	YES
E194	f82r	B2	B2-S010	1	qokeey	OK+EE+Y	ACTION	den aktuellen Posten länger in Einsatz halten	wirken lassen	wirken lassen	YES	NONE	Bei dem mittleren Handgerät: wirken lassen; dann den Arbeitsstoff einsetzen; dann stehen lassen. Angaben: weiter.	YES
E195	f82r	B2	B2-S010	2	qoky	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	einsetzen	den Arbeitsstoff einsetzen	YES	NONE	Bei dem mittleren Handgerät: wirken lassen; dann den Arbeitsstoff einsetzen; dann stehen lassen. Angaben: weiter.	YES
E196	f82r	B2	B2-S010	3	ls	LS	ARGUMENT_OR_STATE	weiter	NON_ACTION_CONTRIBUTION	weiter	YES	NONE	Bei dem mittleren Handgerät: wirken lassen; dann den Arbeitsstoff einsetzen; dann stehen lassen. Angaben: weiter.	YES
E197	f82r	B2	B2-S010	4	cheey	SH+EE+Y	ACTION	diesen Posten länger halten	halten	stehen lassen	YES	NONE	Bei dem mittleren Handgerät: wirken lassen; dann den Arbeitsstoff einsetzen; dann stehen lassen. Angaben: weiter.	YES
E198	f82r	B2	B2-S011	1	okain	OK+AIN	ACTION	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	YES	WM05	An der mittleren rechten Station: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: eine Portion einfüllen → eine Portion einfüllen → einwirken lassen. Angaben: von dort.	YES
E199	f82r	B2	B2-S011	2	char	AR	ARGUMENT_OR_STATE	von dort	NON_ACTION_CONTRIBUTION	von dort	YES	WM05	An der mittleren rechten Station: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: eine Portion einfüllen → eine Portion einfüllen → einwirken lassen. Angaben: von dort.	YES
E200	f82r	B2	B2-S011	3	okain	OK+AIN	ACTION	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	YES	WM05	An der mittleren rechten Station: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: eine Portion einfüllen → eine Portion einfüllen → einwirken lassen. Angaben: von dort.	YES
E201	f82r	B2	B2-S011	4	qokeedy	OK+EE+DY	ACTION	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	YES	WM05	An der mittleren rechten Station: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: eine Portion einfüllen → eine Portion einfüllen → einwirken lassen. Angaben: von dort.	YES
E202	f82r	B2	B2-S012	1	lchy	L+CH+Y	ACTION	diesen Posten führen und abziehen	führen + abnehmen	führen + abnehmen	YES	NONE	Bei der mittleren rechten Station: führen + abnehmen; dann stehen lassen; dann wirken lassen; dann führen; dann vollständig beschicken und abschließen. Angaben: bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E203	f82r	B2	B2-S012	2	cheey	SH+EE+Y	ACTION	diesen Posten länger halten	halten	stehen lassen	YES	NONE	Bei der mittleren rechten Station: führen + abnehmen; dann stehen lassen; dann wirken lassen; dann führen; dann vollständig beschicken und abschließen. Angaben: bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E204	f82r	B2	B2-S012	3	qcthey	CTH+E+Y	ARGUMENT_OR_STATE	bereit · kurz · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · kurz · dieser Posten	YES	NONE	Bei der mittleren rechten Station: führen + abnehmen; dann stehen lassen; dann wirken lassen; dann führen; dann vollständig beschicken und abschließen. Angaben: bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E205	f82r	B2	B2-S012	4	qokeey	OK+EE+Y	ACTION	den aktuellen Posten länger in Einsatz halten	wirken lassen	wirken lassen	YES	NONE	Bei der mittleren rechten Station: führen + abnehmen; dann stehen lassen; dann wirken lassen; dann führen; dann vollständig beschicken und abschließen. Angaben: bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E206	f82r	B2	B2-S012	5	lcheey	L+EE+Y	ACTION	diesen Posten länger führen	führen	führen	YES	NONE	Bei der mittleren rechten Station: führen + abnehmen; dann stehen lassen; dann wirken lassen; dann führen; dann vollständig beschicken und abschließen. Angaben: bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E207	f82r	B2	B2-S012	6	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei der mittleren rechten Station: führen + abnehmen; dann stehen lassen; dann wirken lassen; dann führen; dann vollständig beschicken und abschließen. Angaben: bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E208	f82r	B2	B2-S012	7	chey	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	NONE	Bei der mittleren rechten Station: führen + abnehmen; dann stehen lassen; dann wirken lassen; dann führen; dann vollständig beschicken und abschließen. Angaben: bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E209	f82r	B2	B2-S012	8	qokeeedy	OK+EEE+DY	ACTION	den laufenden Posten vollständig ansetzen; Schritt schließen	einsetzen	vollständig beschicken und abschließen	YES	NONE	Bei der mittleren rechten Station: führen + abnehmen; dann stehen lassen; dann wirken lassen; dann führen; dann vollständig beschicken und abschließen. Angaben: bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E210	f82r	B2	B2-S013	1	lchedy	L+CHD+DY	ACTION	weiterleiten, überführen und den Schritt schließen	abführen + überführen	abführen + überführen	YES	WM01	Am unteren grünen Becken: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: abführen + überführen.	YES
E211	f82r	B2	B2-S014	1	lar	L+AR	ACTION	den laufenden Posten von dort führen	ableiten	ableiten	YES	WM12	Am unteren grünen Becken: Zur nächsten sichtbaren Station führen. Vollfolge: ableiten.	YES
E212	f82r	B2	B2-S015	1	tshey	SH+E+Y	ACTION	diesen Posten kurz halten	halten	stehen lassen	YES	WM02	An den kleinen Randstationen: Einwirken oder stehen lassen und danach abschließen. Vollfolge: stehen lassen → einwirken lassen.	YES
E213	f82r	B2	B2-S015	2	qokeedy	OK+EE+DY	ACTION	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	YES	WM02	An den kleinen Randstationen: Einwirken oder stehen lassen und danach abschließen. Vollfolge: stehen lassen → einwirken lassen.	YES
E214	f82r	B2	B2-S016	1	cheal	AL	ARGUMENT_OR_STATE	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	YES	NONE	Bei den kleinen Randstationen: ableiten + umfüllen; dann abnehmen + abteilen; dann bis zum Sollmaß beschicken; dann wirken lassen; dann einfüllen + überführen. Angaben: bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten.	YES
E215	f82r	B2	B2-S016	2	lchedar	L+CHD+AR	ACTION	den laufenden Posten von dort führen und umsetzen	ableiten + umfüllen	ableiten + umfüllen	YES	NONE	Bei den kleinen Randstationen: ableiten + umfüllen; dann abnehmen + abteilen; dann bis zum Sollmaß beschicken; dann wirken lassen; dann einfüllen + überführen. Angaben: bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten.	YES
E216	f82r	B2	B2-S016	3	ches	CH+E+S	ACTION	den laufenden Posten kurz abziehen und teilen	abnehmen + abteilen	abnehmen + abteilen	YES	NONE	Bei den kleinen Randstationen: ableiten + umfüllen; dann abnehmen + abteilen; dann bis zum Sollmaß beschicken; dann wirken lassen; dann einfüllen + überführen. Angaben: bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten.	YES
E217	f82r	B2	B2-S016	4	aiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei den kleinen Randstationen: ableiten + umfüllen; dann abnehmen + abteilen; dann bis zum Sollmaß beschicken; dann wirken lassen; dann einfüllen + überführen. Angaben: bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten.	YES
E218	f82r	B2	B2-S016	5	oteey	OT+EE+Y	ARGUMENT_OR_STATE	danach · länger · dieser Posten	NON_ACTION_CONTRIBUTION	danach · länger · dieser Posten	YES	NONE	Bei den kleinen Randstationen: ableiten + umfüllen; dann abnehmen + abteilen; dann bis zum Sollmaß beschicken; dann wirken lassen; dann einfüllen + überführen. Angaben: bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten.	YES
E219	f82r	B2	B2-S016	6	qokaiin	OK+AIIN	ACTION	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	bis zum Sollmaß beschicken	YES	NONE	Bei den kleinen Randstationen: ableiten + umfüllen; dann abnehmen + abteilen; dann bis zum Sollmaß beschicken; dann wirken lassen; dann einfüllen + überführen. Angaben: bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten.	YES
E220	f82r	B2	B2-S016	7	okey	OK+E+Y	ACTION	diesen Posten kurz ansetzen	wirken lassen	wirken lassen	YES	NONE	Bei den kleinen Randstationen: ableiten + umfüllen; dann abnehmen + abteilen; dann bis zum Sollmaß beschicken; dann wirken lassen; dann einfüllen + überführen. Angaben: bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten.	YES
E221	f82r	B2	B2-S016	8	pchedy	P+CHD+DY	ACTION	den laufenden Posten hineingeben und umsetzen; Schritt schließen	einfüllen + überführen	einfüllen + überführen	YES	NONE	Bei den kleinen Randstationen: ableiten + umfüllen; dann abnehmen + abteilen; dann bis zum Sollmaß beschicken; dann wirken lassen; dann einfüllen + überführen. Angaben: bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten.	YES
E222	f82r	B2	B2-S017	1	rsheal	R+SH+E+AL	ACTION	den laufenden Posten an bezeichnete Stelle kurz abkühlen und halten	abkühlen lassen + ruhen lassen	abkühlen lassen + ruhen lassen	YES	WM15	An den kleinen Randstationen: Temperieren, ruhen oder absetzen und abschließen. Vollfolge: abkühlen lassen + ruhen lassen. Angaben: bezeichnete Stelle; Schritt schließen.	YES
E223	f82r	B2	B2-S017	2	daldy	AL+DY	ARGUMENT_OR_STATE	bezeichnete Stelle; Schritt schließen	NON_ACTION_CONTRIBUTION	bezeichnete Stelle; Schritt schließen	YES	WM15	An den kleinen Randstationen: Temperieren, ruhen oder absetzen und abschließen. Vollfolge: abkühlen lassen + ruhen lassen. Angaben: bezeichnete Stelle; Schritt schließen.	YES
E224	f82r	B2	B2-S018	1	qokeedy	OK+EE+DY	ACTION	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	YES	WM02	An den kleinen Randstationen: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
E225	f82r	B2	B2-S019	1	rshedy	R+SHED+DY	ACTION	den laufenden Posten abkühlen und absetzen; Schritt schließen	auskühlen lassen + absetzen lassen	auskühlen lassen + absetzen lassen	YES	WM15	An den kleinen Randstationen: Temperieren, ruhen oder absetzen und abschließen. Vollfolge: auskühlen lassen + absetzen lassen.	YES
E226	f82r	B2	B2-S020	1	qoteedy	OT+EE+DY	ARGUMENT_OR_STATE	danach · länger; Schritt schließen	NON_ACTION_CONTRIBUTION	danach · länger; Schritt schließen	YES	WM07	An den kleinen Randstationen: Den laufenden Arbeitsschritt abschließen. Vollfolge: NO_EXPLICIT_ACTION_CARD. Angaben: danach · länger; Schritt schließen.	YES
E227	f82r	B2	B2-S021	1	qokeedy	OK+EE+DY	ACTION	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	YES	WM02	An den kleinen Randstationen: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
E228	f82r	B2	B2-S022	1	lochedy	L+O+CHD+DY	ACTION	den Arbeitsgang führen und umsetzen; Schritt schließen	abführen + überführen	abführen + überführen	YES	WM01	An den kleinen Randstationen: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: abführen + überführen.	YES
E229	f83r	B3	B3-S001	1	olkeedy	SOLK+EE+DY	ACTION	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	auffangen und stehen lassen	YES	NONE	Bei der oberen Fächerstation: auffangen und stehen lassen.	YES
E230	f83r	B3	B3-S002	1	qotal	OT+AL	ARGUMENT_OR_STATE	danach · bezeichnete Stelle	NON_ACTION_CONTRIBUTION	danach · bezeichnete Stelle	YES	NONE	Bei der oberen Fächerstation: anwärmen. Angaben: danach · bezeichnete Stelle.	YES
E231	f83r	B3	B3-S002	2	chkeedy	CHK+EE+DY	ACTION	den laufenden Posten länger wärmen; Schritt schließen	anwärmen	anwärmen	YES	NONE	Bei der oberen Fächerstation: anwärmen. Angaben: danach · bezeichnete Stelle.	YES
E232	f83r	B3	B3-S003	1	chey	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	NONE	Bei der oberen Fächerstation: abführen + abmessen und umsetzen. Angaben: dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E233	f83r	B3	B3-S003	2	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei der oberen Fächerstation: abführen + abmessen und umsetzen. Angaben: dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E234	f83r	B3	B3-S003	3	chey	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	NONE	Bei der oberen Fächerstation: abführen + abmessen und umsetzen. Angaben: dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E235	f83r	B3	B3-S003	4	lchedy	L+CHD+DY	ACTION	weiterleiten, überführen und den Schritt schließen	abführen + abmessen und umsetzen	abführen + abmessen und umsetzen	YES	NONE	Bei der oberen Fächerstation: abführen + abmessen und umsetzen. Angaben: dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
