statement_id	record_unit_id	page	loci	surface_sequence	formula_family	formula_rule_de	present_slots	terminal_status	grammar_close_slot	grammar_close_disagreement	family_sequence_de	local_sequence_de	fluent_formula_reading_de
B3-S016	B3	f83r	f83r.11|f83r.14	lo · qokchedy	SOURCED_PROCESS	Den Posten aus der bezeichneten Quelle nehmen und bearbeiten.	SOURCE_ITEM|OPERATION|CLOSE	CLOSED	qokchedy=Ansatz umsetzen; Schluss	NO	AB + ZURUECKNEHMEN; EINSETZEN + FESTSETZEN + UEBERFUEHREN	Abzug; vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm Ansatz umsetzen; Schluss; unterer Ablauf; Ansatz umsetzen; Schluss. Den Schritt festsetzen.
B3-S017	B3	f83r	f83r.14	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	OPERATION|CLOSE	CLOSED	qokeedy=eintauchen oder einweichen und den Schritt abschließen	NO	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: eintauchen oder einweichen und den Schritt abschließen. Den Schritt festsetzen.
B3-S018	B3	f83r	f83r.14	shedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	STATE_GRADE|CLOSE	CLOSED	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	NO	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: kurz absetzen; Schluss; Arbeitsschritt festsetzen. Den Schritt festsetzen.
B3-S019	B3	f83r	f83r.14	qokshedy	GRADED_PROCESS	Den Arbeitsgang bis zum bezeichneten Zustand oder Grad führen.	SOURCE_ITEM|OPERATION|STATE_GRADE|CLOSE	CLOSED	qokshedy=Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	NO	EINSETZEN + FESTSETZEN + ABSETZEN	Einsatzabsetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Ansatz zur Ruhe bringen oder absetzen lassen; abschließen bis Ansatz zur Ruhe bringen oder absetzen lassen; abschließen. Den Schritt festsetzen.
B3-S020	B3	f83r	f83r.14	dal · lchedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	OPERATION|MEDIUM_FLOW|TARGET|CLOSE	CLOSED	lchedy=hinausführen; Schluss	NO	ZU_ZIEL; AB + UEBERFUEHREN	dorthin; abführen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: hinausführen; Schluss; führe oder verwende hinausführen; Schluss an Zielstelle. Den Schritt festsetzen.
B3-S021	B3	f83r	f83r.14|f83r.15	qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy	FULL_ADDRESS_PROCESS	Quelle und Menge nehmen, den Arbeitsgang ausführen, zum Ziel führen und den Zustand setzen.	SOURCE_ITEM|QUANTITY|OPERATION|TARGET|STATE_GRADE|CLOSE	CLOSED	dalchdy=lokal umsetzen; Schluss	NO	EINSETZEN + SOLLWERT; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL; DIES_AKTUELLER_POSTEN; SOLLWERT; ZU_ZIEL + ABSETZEN; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; DIES_AKTUELLER_POSTEN; ZU_ZIEL; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL + FESTSETZEN + UEBERFUEHREN	bemessen; bereit; dorthin; dies; Sollmaß; am Ziel absetzen; Kurzvorbereitung; dies; dorthin; bereit; Zieltransfer; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm der laufende Posten; dies oder es in der Angabe auf das vorgeschriebene Maß einstellen; vorgeschriebenes Maß; auf das vorgeschriebene Maß einstellen; lokal umsetzen; Schluss; führe ihn zu Zielstelle; Ruhe- oder Absetzstelle; bereit; Ruhe- oder Absetzstelle; warmes Wasser. Den Schritt festsetzen.
B3-S022	B3	f83r	f83r.15	qotchedy	LINKED_PROCESS	Mit dem vorigen oder folgenden Posten weiterarbeiten.	LINK_SELECT|OPERATION|CLOSE	CLOSED	qotchedy=danach oder erneut umsetzen; Schluss	NO	FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	Folgetransfer; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: danach oder erneut umsetzen; Schluss; danach oder erneut umsetzen; Schluss. Den Schritt festsetzen.
B3-S023	B3	f83r	f83r.15	lchedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	OPERATION|MEDIUM_FLOW|CLOSE	CLOSED	lchedy=hinausführen; Schluss	NO	AB + UEBERFUEHREN	abführen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: hinausführen; Schluss; führe oder verwende hinausführen; Schluss. Den Schritt festsetzen.
B3-S024	B3	f83r	f83r.16	tchedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	OPERATION|CLOSE	CLOSED	tchedy=Arbeitsbewegung abschließen	NO	UEBERFUEHREN	überführen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Arbeitsbewegung abschließen. Den Schritt festsetzen.
B3-S025	B3	f83r	f83r.16	qokchdy	SOURCED_PROCESS	Den Posten aus der bezeichneten Quelle nehmen und bearbeiten.	SOURCE_ITEM|OPERATION|CLOSE	CLOSED	qokchdy=Ansatz umsetzen; Schluss	NO	EINSETZEN + FESTSETZEN + UEBERFUEHREN	neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm Ansatz umsetzen; Schluss; Ansatz umsetzen; Schluss. Den Schritt festsetzen.
B3-S026	B3	f83r	f83r.16|f83r.20	cheedar · chldaiin · chedy · qokain · checthy · chealror · solkeedy	FULL_ADDRESS_PROCESS	Quelle und Menge nehmen, den Arbeitsgang ausführen, zum Ziel führen und den Zustand setzen.	SOURCE_ITEM|QUANTITY|OPERATION|TARGET|STATE_GRADE|CLOSE	CLOSED	solkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	NO	VON_QUELLE + UEBERFUEHREN; SOLLWERT; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + PORTION; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL + BEDINGUNGSANSATZ; GRAD + SAMMELN	Quelltransfer; Sollabsetzung; überführen; Anteil zugeben; bereit; Zielbereitung; lange sammeln; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm den laufenden Posten umsetzen oder durcharbeiten in der Angabe bis zum vorgeschriebenen Stand absetzen lassen; eine Portion zugeben; Beckenstation; den laufenden Posten umsetzen oder durcharbeiten; eine Portion zugeben; führe ihn zu an der Sammelstelle stehen oder absetzen lassen; Schluss; bis zum vorgeschriebenen Stand absetzen lassen; bereit; bis klar; an der Sammelstelle stehen oder absetzen lassen; Schluss. Den Schritt festsetzen.
B3-S027	B3	f83r	f83r.20	qoteedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	LINK_SELECT|CLOSE	CLOSED	qoteedy=danach anhaltend einwirken lassen und abschließen	NO	FOLGEPOSTEN + GRAD + FESTSETZEN	lange Folgestufe; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: lange Folgestufe; Schluss; Arbeitsschritt festsetzen. Den Schritt festsetzen.
B3-S028	B3	f83r	f83r.20	qokeey · qokedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	SOURCE_ITEM|OPERATION|MEDIUM_FLOW|STATE_GRADE|CLOSE	CLOSED	qokedy=kurz spülen oder benetzen und den Schritt abschließen	NO	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	länger einwirken lassen; kurz einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: den laufenden Posten anhaltend in Kontakt halten; kurz spülen oder benetzen und den Schritt abschließen; führe oder verwende kurz spülen oder benetzen und den Schritt abschließen bis den laufenden Posten anhaltend in Kontakt halten. Den Schritt festsetzen.
B3-S029	B3	f83r	f83r.20	sol · cheeety · qokedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	LINK_SELECT|OPERATION|MEDIUM_FLOW|CLOSE	CLOSED	qokedy=kurz spülen oder benetzen und den Schritt abschließen	NO	WEITER_GLEICHER_LAUF; GRAD + TEIL; EINSETZEN + GRAD + FESTSETZEN	weiter; Vollteil; kurz einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: mit Vorigem weiter; erste Spülung; kurz spülen oder benetzen und den Schritt abschließen; führe oder verwende kurz spülen oder benetzen und den Schritt abschließen. Den Schritt festsetzen.
B3-S030	B3	f83r	f83r.20|f83r.22	qoky · saiin · schedair · otchedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	LINK_SELECT|SOURCE_ITEM|QUANTITY|OPERATION|MEDIUM_FLOW|CLOSE	CLOSED	otchedy=danach oder erneut umsetzen; Schluss	NO	EINSETZEN + DIES_AKTUELLER_POSTEN; SOLLWERT; LAUF_BAHN; FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	einsetzen; Sollmaß; Weiterlauf; Folgetransfer; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: den laufenden Posten anwenden oder in Arbeit nehmen; fließende Flüssigkeit durch den Lauf führen; danach oder erneut umsetzen; Schluss; führe oder verwende fließende Flüssigkeit durch den Lauf führen. Den Schritt festsetzen.
B3-S031	B3	f83r	f83r.22	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	OPERATION|CLOSE	CLOSED	qokeedy=eintauchen oder einweichen und den Schritt abschließen	NO	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: eintauchen oder einweichen und den Schritt abschließen. Den Schritt festsetzen.
B3-S032	B3	f83r	f83r.22	chedain · chedy · qotedaiin · otaiin · otedy	QUANTIFIED_PROCESS	Die bezeichnete Menge nehmen und den Arbeitsgang damit ausführen.	LINK_SELECT|SOURCE_ITEM|QUANTITY|OPERATION|CLOSE	CLOSED	otedy=danach kurz oder gewöhnlich einwirken lassen und abschließen	NO	PORTION + UEBERFUEHREN; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; FOLGEPOSTEN + SOLLWERT + GRAD; FOLGEPOSTEN + SOLLWERT; FOLGEPOSTEN + GRAD + FESTSETZEN	Anteilstransfer; überführen; Kurzsoll; Folgemaß; Kurzfolge; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm eine Portion umsetzen; das nächste Maß; eine Portion umsetzen; den laufenden Posten umsetzen oder durcharbeiten; breites Gefäß aus den laufenden Posten umsetzen oder durcharbeiten. Den Schritt festsetzen.
B3-S033	B3	f83r	f83r.22	ldy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	CLOSE	CLOSED	ldy=abziehen; Ende	NO	AB + FESTSETZEN	abziehen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: abziehen; Schluss; Arbeitsschritt festsetzen. Den Schritt festsetzen.
B3-S034	B3	f83r	f83r.24	soiiin · checthy · chety · otaiin · olsaly · shedy	TARGET_APPLICATION_PROCESS	Den laufenden Posten an der Zielstelle einsetzen oder anwenden.	LINK_SELECT|QUANTITY|OPERATION|TARGET|STATE_GRADE|CLOSE	CLOSED	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	NO	STUFE; DIES_AKTUELLER_POSTEN + BEREIT; TEIL; FOLGEPOSTEN + SOLLWERT; ZU_ZIEL + DIES_AKTUELLER_POSTEN; GRAD + FESTSETZEN + ABSETZEN	Arbeitsstufe; bereit; Teil; Folgemaß; Zwischenziel; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: zerkleinern an untere Zielstelle bis vorgeschriebener Grad; bereit; kurz oder gewöhnlich ruhen lassen; Schluss. Den Schritt festsetzen.
B4-S001	B4	f83r	f83r.25	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	OPERATION|CLOSE	CLOSED	qokeedy=eintauchen oder einweichen und den Schritt abschließen	NO	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: eintauchen oder einweichen und den Schritt abschließen. Den Schritt festsetzen.
B4-S002	B4	f83r	f83r.25	qolchey · qokeey · qokedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	SOURCE_ITEM|OPERATION|MEDIUM_FLOW|STATE_GRADE|CLOSE	CLOSED	qokedy=kurz spülen oder benetzen und den Schritt abschließen	NO	WEITER_GLEICHER_LAUF + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Weiterposten; länger einwirken lassen; kurz einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Gefäß füllen; den laufenden Posten anhaltend in Kontakt halten; kurz spülen oder benetzen und den Schritt abschließen; führe oder verwende kurz spülen oder benetzen und den Schritt abschließen bis den laufenden Posten anhaltend in Kontakt halten. Den Schritt festsetzen.
B4-S003	B4	f83r	f83r.25|f83r.26	chedy · otal · otchey · qokeey · qoky · tol · shedy	TARGET_APPLICATION_PROCESS	Den laufenden Posten an der Zielstelle einsetzen oder anwenden.	LINK_SELECT|SOURCE_ITEM|OPERATION|TARGET|STATE_GRADE|CLOSE	CLOSED	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	NO	DIES_AKTUELLER_POSTEN + UEBERFUEHREN; FOLGEPOSTEN + ZU_ZIEL; FOLGEPOSTEN + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + DIES_AKTUELLER_POSTEN; WEITER_GLEICHER_LAUF; GRAD + FESTSETZEN + ABSETZEN	überführen; danach dorthin; das nächste; länger einwirken lassen; einsetzen; weiter; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: den laufenden Posten umsetzen oder durcharbeiten; den laufenden Posten anhaltend in Kontakt halten; den laufenden Posten anwenden oder in Arbeit nehmen; mit Vorigem weiter an danach zur Zielstelle bis den laufenden Posten anhaltend in Kontakt halten; kurz oder gewöhnlich ruhen lassen; Schluss. Den Schritt festsetzen.
B4-S004	B4	f83r	f83r.26	qokylddy	SOURCED_PROCESS	Den Posten aus der bezeichneten Quelle nehmen und bearbeiten.	SOURCE_ITEM|OPERATION|CLOSE	CLOSED	qokylddy=den laufenden Posten als Auflage befestigen; Schluss	NO	befestigen; Schluss	befestigen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm den laufenden Posten als Auflage befestigen; Schluss; den laufenden Posten als Auflage befestigen; Schluss. Den Schritt festsetzen.
B4-S005	B4	f83r	f83r.27	dain · chedy · qokeedy	SOURCED_PROCESS	Den Posten aus der bezeichneten Quelle nehmen und bearbeiten.	SOURCE_ITEM|OPERATION|CLOSE	CLOSED	qokeedy=eintauchen oder einweichen und den Schritt abschließen	NO	Einlage; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + GRAD + FESTSETZEN	Einlage; überführen; lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm den laufenden Posten umsetzen oder durcharbeiten; durch Tuch; den laufenden Posten umsetzen oder durcharbeiten; eintauchen oder einweichen und den Schritt abschließen. Den Schritt festsetzen.
B4-S006	B4	f83r	f83r.27	shckhedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	CLOSE	CLOSED	shckhedy=durch Tuch seihen; Ende	NO	SEIHEN	durchlassen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: durchlassen; Schluss. Den Schritt festsetzen.
B4-S007	B4	f83r	f83r.27	shckhedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	CLOSE	CLOSED	shckhedy=durch Tuch seihen; Ende	NO	SEIHEN	durchlassen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: durchlassen; Schluss. Den Schritt festsetzen.
B4-S008	B4	f83r	f83r.28	saiin · cheeky · sheey · qokedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	QUANTITY|OPERATION|MEDIUM_FLOW|STATE_GRADE|CLOSE	CLOSED	qokedy=kurz spülen oder benetzen und den Schritt abschließen	NO	SOLLWERT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Sollmaß; länger bearbeiten; Langhalt; kurz einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: erste Öffnung; kurz spülen oder benetzen und den Schritt abschließen; führe oder verwende kurz spülen oder benetzen und den Schritt abschließen bis länger warm halten. Den Schritt festsetzen.
B4-S009	B4	f83r	f83r.28	shedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	STATE_GRADE|CLOSE	CLOSED	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	NO	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: kurz absetzen; Schluss; Arbeitsschritt festsetzen. Den Schritt festsetzen.
B4-S010	B4	f83r	f83r.28	oldy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	LINK_SELECT|CLOSE	CLOSED	oldy=weiterführen; Ende	NO	WEITER_GLEICHER_LAUF + FESTSETZEN	fertig; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: fertig; Arbeitsschritt festsetzen. Den Schritt festsetzen.
B4-S011	B4	f83r	f83r.35|f83r.37	saiin · cheky · okeeol · okain · chdy · sol · lkedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	LINK_SELECT|SOURCE_ITEM|QUANTITY|OPERATION|MEDIUM_FLOW|STATE_GRADE|CLOSE	CLOSED	lkedy=zweimal waschen; Ende	NO	SOLLWERT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; EINSETZEN + WEITER_GLEICHER_LAUF + GRAD; EINSETZEN + PORTION; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; WEITER_GLEICHER_LAUF; weiter abziehen; Schluss	Sollmaß; kurz wärmen; Langfortsetzung; Anteil zugeben; überführen; weiter; weiter abziehen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: anhaltende Anwendung mit dem Vorigen fortführen; eine Portion zugeben; den laufenden Posten umsetzen oder durcharbeiten; mit Vorigem weiter; führe oder verwende zweimal waschen; Ende bis kurz oder mild erwärmen. Den Schritt festsetzen.
B4-S012	B4	f83r	f83r.37	lchedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	OPERATION|MEDIUM_FLOW|CLOSE	CLOSED	lchedy=hinausführen; Schluss	NO	AB + UEBERFUEHREN	abführen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: hinausführen; Schluss; führe oder verwende hinausführen; Schluss. Den Schritt festsetzen.
B4-S013	B4	f83r	f83r.37	qokol · shedy	GRADED_PROCESS	Den Arbeitsgang bis zum bezeichneten Zustand oder Grad führen.	LINK_SELECT|OPERATION|STATE_GRADE|CLOSE	CLOSED	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	NO	EINSETZEN + WEITER_GLEICHER_LAUF; GRAD + FESTSETZEN + ABSETZEN	Weiter einsetzen; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: vorigen Arbeitsgang weiterführen bis kurz oder gewöhnlich ruhen lassen; Schluss. Den Schritt festsetzen.
B4-S014	B4	f83r	f83r.38	or · chey · qockhey · dairydy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	SOURCE_ITEM|OPERATION|MEDIUM_FLOW|CLOSE	CLOSED	dairydy=den Flüssigkeitslauf abschließen	NO	BEDINGUNGSANSATZ; DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS; DIES_AKTUELLER_POSTEN + FESTSETZEN + LAUF_BAHN	Ansatz; dies; Kurzdurchgang; Laufschluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: über der Stelle; führe oder verwende den Flüssigkeitslauf abschließen. Den Schritt festsetzen.
B4-S015	B4	f83r	f83r.39|f83r.41	qokain · shey · kain · chckhal · solkey · lchedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	QUANTITY|OPERATION|MEDIUM_FLOW|TARGET|CLOSE	CLOSED	lchedy=hinausführen; Schluss	NO	EINSETZEN + PORTION; Klarlauf; PORTION; ZU_ZIEL + DURCHLASS; GRAD + DIES_AKTUELLER_POSTEN + SAMMELN; AB + UEBERFUEHREN	Anteil zugeben; Klarlauf; Portion; Zielpassage; Kurzsammlung; abführen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: eine Portion zugeben; Dauer; hinausführen; Schluss; führe oder verwende klare Flüssigkeit; hinausführen; Schluss an Sammelstelle kurz öffnen oder aktiv halten. Den Schritt festsetzen.
B4-S016	B4	f83r	f83r.41|f83r.44	qolkain · dal · skar · shedy	FULL_ADDRESS_PROCESS	Quelle und Menge nehmen, den Arbeitsgang ausführen, zum Ziel führen und den Zustand setzen.	LINK_SELECT|SOURCE_ITEM|QUANTITY|OPERATION|TARGET|STATE_GRADE|CLOSE	CLOSED	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	NO	WEITER_GLEICHER_LAUF + PORTION; ZU_ZIEL; VON_QUELLE; GRAD + FESTSETZEN + ABSETZEN	weiterer Anteil; dorthin; Quellausguss; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm erwärmtes Medium ausgießen in der Angabe eine weitere Portion zugeben; eine weitere Portion zugeben; führe ihn zu Zielstelle; kurz oder gewöhnlich ruhen lassen; Schluss. Den Schritt festsetzen.
B5-S001	B5	f83r	f83r.47	otchdy	LINKED_PROCESS	Mit dem vorigen oder folgenden Posten weiterarbeiten.	LINK_SELECT|OPERATION|CLOSE	CLOSED	otchdy=danach umsetzen; Schluss	NO	FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	Nachtransfer; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: danach umsetzen; Schluss; danach umsetzen; Schluss. Den Schritt festsetzen.
B5-S002	B5	f83r	f83r.47	qokchdy	SOURCED_PROCESS	Den Posten aus der bezeichneten Quelle nehmen und bearbeiten.	SOURCE_ITEM|OPERATION|CLOSE	CLOSED	qokchdy=Ansatz umsetzen; Schluss	NO	EINSETZEN + FESTSETZEN + UEBERFUEHREN	neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm Ansatz umsetzen; Schluss; Ansatz umsetzen; Schluss. Den Schritt festsetzen.
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	shedal · dal · cheol · lol · chdal · aiin · sol · daiiin · chedy	FULL_ADDRESS_PROCESS	Quelle und Menge nehmen, den Arbeitsgang ausführen, zum Ziel führen und den Zustand setzen.	LINK_SELECT|SOURCE_ITEM|QUANTITY|OPERATION|TARGET|STATE_GRADE	OPEN	OFFEN: nächste Arbeitszelle darf fortführen	NO	ZU_ZIEL + ABSETZEN; ZU_ZIEL; WEITER_GLEICHER_LAUF; WEITER_GLEICHER_LAUF + AB; ZU_ZIEL + UEBERFUEHREN; SOLLWERT; WEITER_GLEICHER_LAUF; STUFE; DIES_AKTUELLER_POSTEN + UEBERFUEHREN	am Ziel absetzen; dorthin; weiter; Weiterabzug; Zieltransfer; Sollmaß; weiter; Endstufe; überführen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm den laufenden Posten umsetzen oder durcharbeiten in der Angabe vorgeschriebenes Maß; zweite Öffnungsstufe; mit Vorigem weiter; an der Zielstelle umsetzen; den laufenden Posten umsetzen oder durcharbeiten; führe ihn zu Ruhe- oder Absetzstelle; Zielstelle; an der Zielstelle umsetzen; Ruhe- oder Absetzstelle; bis warm; zweite Öffnungsstufe. Den Posten für die nächste Zelle offen halten.
