surface	component_recipe	portable_core_de	events	physical_pages	layers	decode_instruction_de
opcholdy	O+P+OL+D_ADDR+Y	AUSFÜHREN · EINSETZEN · FORTSETZEN · TEIL · DIES	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
opchor	O+P+CH+OR	AUSFÜHREN · EINSETZEN · NEHMEN · SATZ	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
opchy	O+P+Y	AUSFÜHREN · EINSETZEN · DIES	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
opedy	O+P+E+DY	AUSFÜHREN · EINSETZEN · KURZ · SCHLIESSEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
opodchol	O+P+O+D_ADDR+OL	AUSFÜHREN · EINSETZEN · AUSFÜHREN · TEIL · FORTSETZEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
opotey	O+P+O+T+E+Y	AUSFÜHREN · EINSETZEN · AUSFÜHREN · EINSTELLEN · KURZ · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
opshedy	O+P+SHED+Y	AUSFÜHREN · EINSETZEN · ABSETZEN · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
opysam	O+P+Y+S_ADDR+AM_ADDR	AUSFÜHREN · EINSETZEN · DIES · STERNORT · INNEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oqokain	O+OK+AIN	AUSFÜHREN · SETZEN · EINHEIT	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oqotor	O+OT+OR	AUSFÜHREN · DANACH · SATZ	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
or	OR	SATZ	19	f10r|f55v|f67r2|f75r|f81v|f82r|f83r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
orain	OR+AIN	SATZ · EINHEIT	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
orald	OR+AL+D_ADDR	SATZ · ZIEL · TEIL	1	f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oraly	OR+AL+Y	SATZ · ZIEL · DIES	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oram	OR+A_ADDR+AM_ADDR	SATZ · ORT · INNEN	1	f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oran	OR+AN	SATZ · ZUSATZ	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
orchey	OR+Y	SATZ · DIES	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
orchor	OR+CH+OR	SATZ · NEHMEN · SATZ	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oroldair	OR+OL+D_ADDR+AIR	SATZ · FORTSETZEN · TEIL · LAUF	1	f82r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ory	OR+Y	SATZ · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
os	OS	DAZU	4	f10r|f55v|f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
osain	O+S+AIN	AUSFÜHREN · AUSWÄHLEN · EINHEIT	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
osal	O+S+AL	AUSFÜHREN · AUSWÄHLEN · ZIEL	1	f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
osar	O+S+AR	AUSFÜHREN · AUSWÄHLEN · QUELLE	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
osdaiin	O+S+D_ADDR+AIIN	AUSFÜHREN · AUSWÄHLEN · TEIL · SOLLWERT	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oshedy	O+SHED+Y	AUSFÜHREN · ABSETZEN · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ot	OT	DANACH	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otaiin	OT+AIIN	DANACH · SOLLWERT	5	f70v|f83r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otain	OT+AIN	DANACH · EINHEIT	4	f75r|f81v|f82r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otair	OT+AIR	DANACH · LAUF	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	DANACH · ORT · GEBEN · EINHEIT · AUSSEN · ZUSATZ	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otaky	OT+A_ADDR+K+Y	DANACH · ORT · GEBEN · DIES	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otal	OT+AL	DANACH · ZIEL	6	f70v|f83r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otalaiin	OT+AL+AIIN	DANACH · ZIEL · SOLLWERT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otalal	OT+AL+AL	DANACH · ZIEL · ZIEL	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otalalg	OT+AL+AL+G_LABEL	DANACH · ZIEL · ZIEL · PRÜFEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otalam	OT+AL+AM_ADDR	DANACH · ZIEL · INNEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otalar	OT+AL+AR	DANACH · ZIEL · QUELLE	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otalchy	OT+AL+Y	DANACH · ZIEL · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otald	OT+AL+D_LABEL	DANACH · ZIEL · RAND	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otaldal	OT+AL+AL	DANACH · ZIEL · ZIEL	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otaldar	OT+AL+D_ADDR+AR	DANACH · ZIEL · TEIL · QUELLE	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otaldy	OT+AL+DY	DANACH · ZIEL · SCHLIESSEN	2	f70v|f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otaly	OT+AL+Y	DANACH · ZIEL · DIES	3	f70v|f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otam	OT+AM_ADDR	DANACH · INNEN	3	f55v|f75r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otar	OT+AR	DANACH · QUELLE	15	f10r|f55v|f67r2|f70v|f75r|f81v	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otaza	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	DANACH · ORT · ZWISCHEN · ORT	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLIESSEN	2	f68r1|f83r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLIESSEN	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otcheody	OT+CHEO+D_ADDR+Y	DANACH · AUSZUG · TEIL · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otchey	OT+Y	DANACH · DIES	3	f56r|f67r2|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otchl	OT+CH+L	DANACH · NEHMEN · LEITEN	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otchodals	OT+CH+O+AL+S_ADDR	DANACH · NEHMEN · AUSFÜHREN · ZIEL · STERNORT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	2	f13r|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otchor	OT+CH+OR	DANACH · NEHMEN · SATZ	2	f13r|f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otchoshor	OT+CH+O+SH+OR	DANACH · NEHMEN · AUSFÜHREN · HALTEN · SATZ	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otchy	OT+CH+Y	DANACH · NEHMEN · DIES	2	f56r|f69v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otchykey	OT+Y+K+E+Y	DANACH · DIES · GEBEN · KURZ · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otear	OT+E+AR	DANACH · KURZ · QUELLE	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otecheo	OT+E+CHEO	DANACH · KURZ · AUSZUG	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otedy	OT+E+DY	DANACH · KURZ · SCHLIESSEN	8	f75r|f81v|f82r|f83r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteeal	OT+EE+AL	DANACH · LÄNGER · ZIEL	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteeam	OT+EE+AM_ADDR	DANACH · LÄNGER · INNEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteedar	OT+EE+AR	DANACH · LÄNGER · QUELLE	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteedy	OT+EE+DY	DANACH · LÄNGER · SCHLIESSEN	3	f70v|f75r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteeeor	OT+EEE+OR	DANACH · VOLL · SATZ	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteeo	OT+EE+O	DANACH · LÄNGER · AUSFÜHREN	2	f69v|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteeoal	OT+EE+O+AL	DANACH · LÄNGER · AUSFÜHREN · ZIEL	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteeody	OT+EE+O+DY	DANACH · LÄNGER · AUSFÜHREN · SCHLIESSEN	2	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteeos	OT+EE+O+S_ADDR	DANACH · LÄNGER · AUSFÜHREN · STERNORT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otees	OT+EE+S_ADDR	DANACH · LÄNGER · STERNORT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteey	OT+EE+Y	DANACH · LÄNGER · DIES	7	f69v|f70v|f82r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteeys	OT+EE+Y+S	DANACH · LÄNGER · DIES · AUSWÄHLEN	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteo	OT+E+O	DANACH · KURZ · AUSFÜHREN	2	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteoal	OT+E+O+AL	DANACH · KURZ · AUSFÜHREN · ZIEL	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteoarar	OT+E+O+AR+AR	DANACH · KURZ · AUSFÜHREN · QUELLE · QUELLE	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteodaiin	OT+E+O+AIIN	DANACH · KURZ · AUSFÜHREN · SOLLWERT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteody	OT+E+O+Y	DANACH · KURZ · AUSFÜHREN · DIES	4	f69v|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteoeey	OT+E+O+EE+Y	DANACH · KURZ · AUSFÜHREN · LÄNGER · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteol	OT+E+OL	DANACH · KURZ · FORTSETZEN	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteor	OT+E+OR	DANACH · KURZ · SATZ	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteos	OT+E+O+S_ADDR	DANACH · KURZ · AUSFÜHREN · STERNORT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteosaiin	OT+E+O+S_ADDR+AIIN	DANACH · KURZ · AUSFÜHREN · STERNORT · SOLLWERT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteosal	OT+E+O+S_ADDR+AL	DANACH · KURZ · AUSFÜHREN · STERNORT · ZIEL	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteoshey	OT+E+O+SH+E+Y	DANACH · KURZ · AUSFÜHREN · HALTEN · KURZ · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteoteotsho	OT+E+O+T+E+O+T+SH+O	DANACH · KURZ · AUSFÜHREN · EINSTELLEN · KURZ · AUSFÜHREN · EINSTELLEN · HALTEN · AUSFÜHREN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oteotey	OT+E+O+T+E+Y	DANACH · KURZ · AUSFÜHREN · EINSTELLEN · KURZ · DIES	2	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otey	OT+E+Y	DANACH · KURZ · DIES	3	f70v|f75r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otoaiin	OT+O+AIIN	DANACH · AUSFÜHREN · SOLLWERT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otoar	OT+O+AR	DANACH · AUSFÜHREN · QUELLE	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otochedy	OT+O+CHD+Y	DANACH · AUSFÜHREN · UMSETZEN · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otodal	OT+O+AL	DANACH · AUSFÜHREN · ZIEL	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otody	OT+O+DY	DANACH · AUSFÜHREN · SCHLIESSEN	3	f69v|f70v|f75r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otokeeey	OT+OK+EEE+Y	DANACH · SETZEN · VOLL · DIES	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otoky	OT+OK+Y	DANACH · SETZEN · DIES	1	f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otol	OT+OL	DANACH · FORTSETZEN	4	f10r|f11r|f68r1|f75r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otolal	OT+OL+AL	DANACH · FORTSETZEN · ZIEL	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otoldaiin	OT+OL+D_ADDR+AIIN	DANACH · FORTSETZEN · TEIL · SOLLWERT	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otoldos	OT+OL+D_ADDR+O+S	DANACH · FORTSETZEN · TEIL · AUSFÜHREN · AUSWÄHLEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otolor	OT+OL+OR	DANACH · FORTSETZEN · SATZ	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otoly	OT+OL+Y	DANACH · FORTSETZEN · DIES	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otor	OT+OR	DANACH · SATZ	7	f10r|f68r1|f70v|f83r|f88r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otorchety	OT+OR+CH+E+T+Y	DANACH · SATZ · NEHMEN · KURZ · EINSTELLEN · DIES	1	f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otshdy	OT+SH+D_ADDR+Y	DANACH · HALTEN · TEIL · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otsheo	OT+SH+E+O	DANACH · HALTEN · KURZ · AUSFÜHREN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otshey	OT+SH+E+Y	DANACH · HALTEN · KURZ · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otshshdy	OT+SH+SH+DY	DANACH · HALTEN · HALTEN · SCHLIESSEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oty	OT+Y	DANACH · DIES	6	f56r|f69v|f70v|f75r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otyda	OT+Y+DA	DANACH · DIES · ZWEIT	1	f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otydy	OT+Y+D_ADDR+Y	DANACH · DIES · TEIL · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otykchs	OT+Y+K+CH+S	DANACH · DIES · GEBEN · NEHMEN · AUSWÄHLEN	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otys	OT+Y+S	DANACH · DIES · AUSWÄHLEN	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
otytchol	OT+Y+T+CH+OL	DANACH · DIES · EINSTELLEN · NEHMEN · FORTSETZEN	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oygy	O+Y+G_LABEL+Y	AUSFÜHREN · DIES · PRÜFEN · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oykchor	O+Y+K+CH+OR	AUSFÜHREN · DIES · GEBEN · NEHMEN · SATZ	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
par	P+AR	EINSETZEN · QUELLE	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pchal	P+CH+AL	EINSETZEN · NEHMEN · ZIEL	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pchdy	P+CHD+Y	EINSETZEN · UMSETZEN · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
pchedal	P+CHD+AL	EINSETZEN · UMSETZEN · ZIEL	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
