group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision
176	A1	f67r2	f67r2.73	10	A1:G176	ar	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO
177	A1	f67r2	f67r2.73	11	A1:G177	olar	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OL+AR	fortsetzen + von dort	NONE	YES	NONE	fortsetzen + von dort	fortsetzen + von dort	NO
178	A1	f67r2	f67r2.74	1	A1:G178	yshey	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+SH+E+Y	dies + halten + kurz + dies	NONE	YES	NONE	dies + halten + kurz + dies	dies + halten + kurz + dies	NO
179	A1	f67r2	f67r2.74	2	A1:G179	qokeeody	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+EE+O+DY || OK+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
180	A1	f67r2	f67r2.74	3	A1:G180	cheos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
181	A1	f67r2	f67r2.74	4	A1:G181	oeeos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
182	A1	f67r2	f67r2.74	5	A1:G182	qockhy	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchlass + dies	NO
183	A1	f67r2	f67r2.74	6	A1:G183	chos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
184	A1	f67r2	f67r2.74	7	A1:G184	aiin	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO
185	A1	f67r2	f67r2.74	8	A1:G185	okeeody	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+EE+O+DY || OK+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
186	A1	f67r2	f67r2.74	9	A1:G186	qokoaiin	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AIIN	ansetzen + Arbeitsgang + Mass	NONE	YES	NONE	ansetzen + Arbeitsgang + Mass	ansetzen + Arbeitsgang + Mass	NO
187	A1	f67r2	f67r2.74	10	A1:G187	odain	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AIN	Arbeitsgang + Portion	NONE	YES	NONE	Arbeitsgang + Portion	Arbeitsgang + Portion	NO
188	A1	f67r2	f67r2.74	11	A1:G188	ar	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO
189	A1	f67r2	f67r2.74	12	A1:G189	air	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR	Wasser	NONE	YES	NONE	Wasser	Lauf	YES
190	A1	f67r2	f67r2.74	13	A1:G190	ay	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
191	A2	f68r1	f68r1.1	1	A2:G001	shokchy	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	HO+K+Y || SH+OK+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
192	A2	f68r1	f68r1.1	2	A2:G002	chteey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+T+EE+Y	abziehen + fuellen + laenger + dies	NONE	YES	NONE	abziehen + fuellen + laenger + dies	abziehen + eintragen + laenger + dies	YES
193	A2	f68r1	f68r1.1	3	A2:G003	choteey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+OT+EE+Y || HO+T+EE+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
194	A2	f68r1	f68r1.1	4	A2:G004	cphol	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
195	A2	f68r1	f68r1.1	5	A2:G005	cheor	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO+R	Auszug + abkuehlen	NONE	YES	NONE	Auszug + abkuehlen	Auszug + abkuehlen	NO
196	A2	f68r1	f68r1.1	6	A2:G006	opcheeol	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+P+CH+EE+OL	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	NONE	YES	NONE	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	NO
197	A2	f68r1	f68r1.1	7	A2:G007	otor	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+OR	danach + Ansatz	NONE	YES	NONE	danach + Ansatz	danach + Ansatz	NO
198	A2	f68r1	f68r1.1	8	A2:G008	choctheeey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	HO+CTH+EEE+Y	Zutat + bereit + vollstaendig + dies	NONE	YES	NONE	Zutat + bereit + vollstaendig + dies	Gabe + bereit + vollstaendig + dies	YES
199	A2	f68r1	f68r1.1	9	A2:G009	okchoal	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+HO+AL	ansetzen + Zutat + Stelle	NONE	YES	NONE	ansetzen + Zutat + Stelle	ansetzen + Gabe + Stelle	YES
200	A2	f68r1	f68r1.2	1	A2:G010	tochso	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
201	A2	f68r1	f68r1.2	2	A2:G011	otchl	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+CH+L	danach + abziehen + fuehren	NONE	YES	NONE	danach + abziehen + fuehren	danach + abziehen + fuehren	NO
202	A2	f68r1	f68r1.2	3	A2:G012	qokeeedy	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	EXACT_PROSE_SURFACE	d25110e0d8488927278f	OK+EEE+DY	vollständig ansetzen; Schluss	NONE	YES	NONE	vollständig ansetzen; Schluss	vollständig ansetzen; Schluss	NO
203	A2	f68r1	f68r1.2	4	A2:G013	cheey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	EXACT_PROSE_SURFACE	b5df9126607030b95175	WHOLE[cheey|shey]	Klarauszug	NONE	YES	NONE	Klarauszug	Ergebnis	YES
204	A2	f68r1	f68r1.2	5	A2:G014	cheeteey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+EE+T+EE+Y	abziehen + laenger + fuellen + laenger + dies	NONE	YES	NONE	abziehen + laenger + fuellen + laenger + dies	abziehen + laenger + eintragen + laenger + dies	YES
205	A2	f68r1	f68r1.2	6	A2:G015	yteody	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+T+E+O+DY || Y+T+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
206	A2	f68r1	f68r1.2	7	A2:G016	chpor	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+P+OR	abziehen + hinein + Ansatz	NONE	YES	NONE	abziehen + hinein + Ansatz	abziehen + hinein + Ansatz	NO
207	A2	f68r1	f68r1.2	8	A2:G017	cheokorchey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO+K+OR+Y	Auszug + zufuehren + Ansatz + dies	NONE	YES	NONE	Auszug + zufuehren + Ansatz + dies	Auszug + zufuehren + Ansatz + dies	NO
208	A2	f68r1	f68r1.2	9	A2:G018	chod	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
209	A2	f68r1	f68r1.3	1	A2:G019	ykor	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+OR	dies + zufuehren + Ansatz	NONE	YES	NONE	dies + zufuehren + Ansatz	dies + zufuehren + Ansatz	NO
210	A2	f68r1	f68r1.3	2	A2:G020	shey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	EXACT_PROSE_SURFACE	b5df9126607030b95175	WHOLE[cheey|shey]	Klarauszug	NONE	YES	NONE	Klarauszug	Ergebnis	YES
211	A2	f68r1	f68r1.3	3	A2:G021	qocheey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CH+EE+Y	Arbeitsgang + abziehen + laenger + dies	NONE	YES	NONE	Arbeitsgang + abziehen + laenger + dies	Arbeitsgang + abziehen + laenger + dies	NO
212	A2	f68r1	f68r1.3	4	A2:G022	chokal	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+OK+AL || HO+K+AL	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
213	A2	f68r1	f68r1.3	5	A2:G023	okeey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO
214	A2	f68r1	f68r1.3	6	A2:G024	ror	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	R+OR	abkuehlen + Ansatz	NONE	YES	NONE	abkuehlen + Ansatz	abkuehlen + Ansatz	NO
215	A2	f68r1	f68r1.3	7	A2:G025	eckhear	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	E+CKHE+AR	kurz + seihen + von dort	NONE	YES	NONE	kurz + seihen + von dort	kurz + seihen + von dort	NO
216	A2	f68r1	f68r1.3	8	A2:G026	daram	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
217	A2	f68r1	f68r1.4	1	A2:G027	dchor	A2_MULTIPANEL_HEADER_FRAGMENT_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
218	A2	f68r1	f68r1.4	2	A2:G028	okaiiin	A2_MULTIPANEL_HEADER_FRAGMENT_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
219	A2	f68r1	f68r1.5	1	A2:G029	yky	A2_MULTIPANEL_HEADER_FRAGMENT_05	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO
220	A2	f68r1	f68r1.6	1	A2:G030	dary	A2_MULTIPANEL_HEADER_FRAGMENT_06	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	AR+Y	von dort + dies	NONE	YES	NONE	von dort + dies	von dort + dies	NO
221	A2	f68r1	f68r1.7	1	A2:G031	chkchykoly	A2_MULTIPANEL_HEADER_FRAGMENT_07	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	CHK+Y+K+OL+Y	waermen + dies + zufuehren + fortsetzen + dies	NONE	YES	NONE	waermen + dies + zufuehren + fortsetzen + dies	waermen + dies + zufuehren + fortsetzen + dies	NO
222	A2	f68r1	f68r1.8	1	A2:G032	okodaly	A2_CENTRE_KEY_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AL+Y	ansetzen + Arbeitsgang + Stelle + dies	NONE	YES	NONE	ansetzen + Arbeitsgang + Stelle + dies	ansetzen + Arbeitsgang + Stelle + dies	NO
223	A2	f68r1	f68r1.9	1	A2:G033	odchecthy	A2_STAR_STATION_01	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
224	A2	f68r1	f68r1.10	1	A2:G034	otcheody	A2_STAR_STATION_02	A68_MULTIPANEL_STAR_ATLAS	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+CHEO+DY || OT+CHEO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
225	A2	f68r1	f68r1.11	1	A2:G035	okoaly	A2_STAR_STATION_03	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AL+Y	ansetzen + Arbeitsgang + Stelle + dies	NONE	YES	NONE	ansetzen + Arbeitsgang + Stelle + dies	ansetzen + Arbeitsgang + Stelle + dies	NO
226	A2	f68r1	f68r1.12	1	A2:G036	chocfhy	A2_STAR_STATION_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
227	A2	f68r1	f68r1.13	1	A2:G037	octhey	A2_STAR_STATION_05	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CTH+E+Y	Arbeitsgang + bereit + kurz + dies	NONE	YES	NONE	Arbeitsgang + bereit + kurz + dies	Arbeitsgang + bereit + kurz + dies	NO
228	A2	f68r1	f68r1.14	1	A2:G038	otshey	A2_STAR_STATION_06	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+SH+E+Y	danach + halten + kurz + dies	NONE	YES	NONE	danach + halten + kurz + dies	danach + halten + kurz + dies	NO
229	A2	f68r1	f68r1.15	1	A2:G039	otydy	A2_STAR_STATION_07	A68_MULTIPANEL_STAR_ATLAS	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+Y+DY || OT+Y+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
230	A2	f68r1	f68r1.16	1	A2:G040	okear	A2_STAR_STATION_08	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+AR	ansetzen + kurz + von dort	NONE	YES	NONE	ansetzen + kurz + von dort	ansetzen + kurz + von dort	NO
231	A2	f68r1	f68r1.17	1	A2:G041	cphocthy	A2_STAR_STATION_09	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
232	A2	f68r1	f68r1.18	1	A2:G042	ytchody	A2_STAR_STATION_10	A68_MULTIPANEL_STAR_ATLAS	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+T+HO+DY || Y+T+HO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
233	A2	f68r1	f68r1.19	1	A2:G043	otys	A2_STAR_STATION_11	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
234	A2	f68r1	f68r1.20	1	A2:G044	olor	A2_STAR_STATION_12	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	dec401773c1f0347793d	OL+OR	weiterer Ansatz	NONE	YES	NONE	weiterer Ansatz	weiterer Ansatz	NO
235	A2	f68r1	f68r1.21	1	A2:G045	ockhy	A2_STAR_STATION_13	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchlass + dies	NO
236	A2	f68r1	f68r1.22	1	A2:G046	ofcheor	A2_STAR_STATION_14	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
237	A2	f68r1	f68r1.23	1	A2:G047	otchdy	A2_STAR_STATION_15	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	601b77449028deed39de	OT+CHD+DY	danach umsetzen; Schluss	NONE	YES	NONE	danach umsetzen; Schluss	danach umsetzen; Schluss	NO
238	A2	f68r1	f68r1.24	1	A2:G048	otykchs	A2_STAR_STATION_16	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
239	A2	f68r1	f68r1.25	1	A2:G049	otol	A2_STAR_STATION_17	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	497cbd9c7401810ff56b	OT+OL	danach fortsetzen	NONE	YES	NONE	danach fortsetzen	danach fortsetzen	NO
240	A2	f68r1	f68r1.26	1	A2:G050	otor	A2_STAR_STATION_18	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+OR	danach + Ansatz	NONE	YES	NONE	danach + Ansatz	danach + Ansatz	NO
241	A2	f68r1	f68r1.27	1	A2:G051	oiinar	A2_STAR_STATION_19	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	O+IIN+AR	Arbeitsgang + Sollstufe + von dort	NONE	YES	NONE	Arbeitsgang + Sollstufe + von dort	Arbeitsgang + Sollstufe + von dort	NO
242	A2	f68r1	f68r1.28	1	A2:G052	okoldy	A2_STAR_STATION_20	A68_MULTIPANEL_STAR_ATLAS	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+OL+DY || OK+OL+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
243	A2	f68r1	f68r1.29	1	A2:G053	ykchdy	A2_STAR_STATION_21	A68_MULTIPANEL_STAR_ATLAS	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+K+CH+DY || Y+K+CH+Y || Y+K+CHD+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
244	A2	f68r1	f68r1.30	1	A2:G054	oeeody	A2_STAR_STATION_22	A68_MULTIPANEL_STAR_ATLAS	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	O+EE+O+DY || O+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
245	A2	f68r1	f68r1.31	1	A2:G055	ocphy	A2_STAR_STATION_23	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
246	A2	f68r1	f68r1.32	1	A2:G056	okeeodal	A2_STAR_STATION_24	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+EE+O+AL	ansetzen + laenger + Arbeitsgang + Stelle	NONE	YES	NONE	ansetzen + laenger + Arbeitsgang + Stelle	ansetzen + laenger + Arbeitsgang + Stelle	NO
247	A2	f68r1	f68r1.33	1	A2:G057	okshor	A2_STAR_STATION_25	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OR	ansetzen + Ansatz	NONE	YES	NONE	ansetzen + Ansatz	ansetzen + Ansatz	NO
248	A2	f68r1	f68r1.34	1	A2:G058	osdaiin	A2_STAR_STATION_26	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
249	A2	f68r1	f68r1.35	1	A2:G059	otochedy	A2_STAR_STATION_27	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+O+CHD+Y	danach + Arbeitsgang + umsetzen + dies	NONE	YES	NONE	danach + Arbeitsgang + umsetzen + dies	danach + Arbeitsgang + umsetzen + dies	NO
250	A2	f68r1	f68r1.36	1	A2:G060	dolchedy	A2_STAR_STATION_28	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
251	A2	f68r1	f68r1.37	1	A2:G061	oky	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	EXACT_PROSE_SURFACE	276a7c2d74d1143446f4	OK+Y	verwende dies	NONE	YES	NONE	verwende dies	verwende dies	NO
252	A2	f68r1	f68r1.37	2	A2:G062	okchdy	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+CH+DY || OK+CH+Y || OK+CHD+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
253	A2	f68r1	f68r1.37	3	A2:G063	okardy	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+AR+DY || OK+AR+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
254	A2	f68r1	f68r1.37	4	A2:G064	qear	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	E+AR	kurz + von dort	NONE	YES	NONE	kurz + von dort	kurz + von dort	NO
255	A2	f68r1	f68r1.37	5	A2:G065	oygy	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
256	A3	f69v	f69v.1	1	A3:G001	dair	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
257	A3	f69v	f69v.1	2	A3:G002	cheyky	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO
