event_id	physical_page	locus	surface	component_recipe	primary_layer	primary_teaching_unit_ids	mnemonic_common_unit_ids	complete_working_reading_de
P912-E1484	f83r	f83r.9	qopy	CARRIER_Q+O+P+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CARRIER_Q|R-O|R-P|R-Y		BEGINNEN · AUSFÜHREN · EINSETZEN · DIES
P912-E1485	f83r	f83r.10	olkeey	SOLK+EE+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SOLK|R-EE|R-Y		AUFFANGEN · LÄNGER · DIES
P912-E1486	f83r	f83r.10	rchs	R+CH+S	PRODUCTIVE_ROOT_COMPOSITION	R-R|R-CH|R-S		MARKIEREN · AUS STATION NEHMEN · AUSWÄHLEN
P912-E1487	f83r	f83r.10	cheeb	CH+EE+LOCAL_CHAR_B	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-EE|R-LOCAL_CHAR_B		AUS STATION NEHMEN · LÄNGER · PAAR
P912-E1488	f83r	f83r.10	ols	OL+S	PRODUCTIVE_ROOT_COMPOSITION	R-OL|R-S		FORTSETZEN · AUSWÄHLEN
P912-E1489	f83r	f83r.10	aiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		STATIONSWERT
P912-E1490	f83r	f83r.10	skal	S+K+AL	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-K|R-AL		AUSWÄHLEN · IN STATION GEBEN · ZIELSTATION
P912-E1491	f83r	f83r.10	dain	AIN	MEMORIZED_SPECIALIST_WHOLE_WORD	W041	R-AIN	Tuch
P912-E1492	f83r	f83r.10	cthal	CTH+AL	PRODUCTIVE_ROOT_COMPOSITION	R-CTH|R-AL		BEREIT · ZIELSTATION
P912-E1493	f83r	f83r.10	s	S	PRODUCTIVE_ROOT_COMPOSITION	R-S		AUSWÄHLEN
P912-E1494	f83r	f83r.10	aiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		STATIONSWERT
P912-E1495	f83r	f83r.10	chky	CHK+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CHK|R-Y		BEHANDELN · DIES
P912-E1496	f83r	f83r.10	lal	L+AL	PRODUCTIVE_ROOT_COMPOSITION	R-L|R-AL		LEITEN · ZIELSTATION
P912-E1497	f83r	f83r.10	sam	S+AM_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-AM_ADDR		AUSWÄHLEN · INNEN
P912-E1498	f83r	f83r.11	sor	S+OR	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-OR		AUSWÄHLEN · ARBEITSSATZ
P912-E1499	f83r	f83r.11	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E1500	f83r	f83r.11	qokaiin	OK+AIIN	COMMON_FORMULA_CARD	F008		AN STATION SETZEN · STATIONSWERT
P912-E1501	f83r	f83r.11	chkain	CHK+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-CHK|R-AIN		BEHANDELN · TEILMENGE
P912-E1502	f83r	f83r.11	shcthey	SH+CTH+E+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-CTH|R-E|R-Y		HALTEN · BEREIT · KURZ · DIES
P912-E1503	f83r	f83r.11	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E1504	f83r	f83r.11	okair	OK+AIR	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-AIR		AN STATION SETZEN · BECKENLAUF
P912-E1505	f83r	f83r.11	sheedy	SH+EE+DY	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-EE|R-DY		HALTEN · LÄNGER · SCHLIESSEN
P912-E1506	f83r	f83r.11	lchedy	L+CHD+DY	COMMON_FORMULA_CARD	F015		LEITEN · UMSETZEN · SCHLIESSEN
P912-E1507	f83r	f83r.11	lo	L+O	MEMORIZED_SPECIALIST_WHOLE_WORD	W002	R-L|R-O	Bodenablauf
P912-E1508	f83r	f83r.12	qockhol	CARRIER_Q+O+CKH+OL	PRODUCTIVE_ROOT_COMPOSITION	R-CARRIER_Q|R-O|R-CKH|R-OL		BEGINNEN · AUSFÜHREN · DURCHLASS · FORTSETZEN
P912-E1509	f83r	f83r.12	sheckhy	SH+E+CKH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-E|R-CKH|R-Y		HALTEN · KURZ · DURCHLASS · DIES
P912-E1510	f83r	f83r.12	otal	OT+AL	COMMON_FORMULA_CARD	F039		DANACH · ZIELSTATION
P912-E1511	f83r	f83r.12	qokeal	OK+E+AL	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-E|R-AL		AN STATION SETZEN · KURZ · ZIELSTATION
P912-E1512	f83r	f83r.12	sheckhdy	SH+E+CKH+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-E|R-CKH|R-D_ADDR|R-Y		HALTEN · KURZ · DURCHLASS · TEIL · DIES
P912-E1513	f83r	f83r.12	al	AL	PRODUCTIVE_ROOT_COMPOSITION	R-AL		ZIELSTATION
P912-E1514	f83r	f83r.12	okedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E1515	f83r	f83r.12	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E1516	f83r	f83r.12	qokal	OK+AL	COMMON_FORMULA_CARD	F009		AN STATION SETZEN · ZIELSTATION
P912-E1517	f83r	f83r.13	salcheol	S+AL+CHEO+L	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-AL|R-CHEO|R-L		AUSWÄHLEN · ZIELSTATION · AUSZUG · LEITEN
P912-E1518	f83r	f83r.13	tar	T+AR	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-AR		EINSTELLEN · QUELLSTATION
P912-E1519	f83r	f83r.13	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E1520	f83r	f83r.13	s	S	PRODUCTIVE_ROOT_COMPOSITION	R-S		AUSWÄHLEN
P912-E1521	f83r	f83r.13	altedy	AL+T+E+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-AL|R-T|R-E|R-D_ADDR|R-Y		ZIELSTATION · EINSTELLEN · KURZ · TEIL · DIES
P912-E1522	f83r	f83r.13	sair	S+AIR	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-AIR		AUSWÄHLEN · BECKENLAUF
P912-E1523	f83r	f83r.13	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E1524	f83r	f83r.13	qedy	CARRIER_Q+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-CARRIER_Q|R-E|R-DY		BEGINNEN · KURZ · SCHLIESSEN
P912-E1525	f83r	f83r.13	lchcphedy	L+CH+CPH+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-L|R-CH|R-CPH|R-E|R-DY		LEITEN · AUS STATION NEHMEN · UMLEITEN · KURZ · SCHLIESSEN
P912-E1526	f83r	f83r.13	ldar	L+DA+R	PRODUCTIVE_ROOT_COMPOSITION	R-L|R-DA|R-R		LEITEN · ZWEIT · MARKIEREN
P912-E1527	f83r	f83r.14	qokchedy	OK+CHD+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-CHD|R-Y		AN STATION SETZEN · UMSETZEN · DIES
P912-E1528	f83r	f83r.14	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E1529	f83r	f83r.14	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E1530	f83r	f83r.14	qokshedy	OK+SH+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-SH|R-E|R-DY		AN STATION SETZEN · HALTEN · KURZ · SCHLIESSEN
P912-E1531	f83r	f83r.14	dal	AL	PRODUCTIVE_ROOT_COMPOSITION	R-AL		ZIELSTATION
P912-E1532	f83r	f83r.14	lchedy	L+CHD+DY	COMMON_FORMULA_CARD	F015		LEITEN · UMSETZEN · SCHLIESSEN
P912-E1533	f83r	f83r.14	qokaiin	OK+AIIN	COMMON_FORMULA_CARD	F008		AN STATION SETZEN · STATIONSWERT
P912-E1534	f83r	f83r.14	shcthy	SH+CTH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-CTH|R-Y		HALTEN · BEREIT · DIES
P912-E1535	f83r	f83r.14	dal	AL	PRODUCTIVE_ROOT_COMPOSITION	R-AL		ZIELSTATION
P912-E1536	f83r	f83r.14	sy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E1537	f83r	f83r.15	saiin	S+AIIN	COMMON_FORMULA_CARD	F027		AUSWÄHLEN · STATIONSWERT
P912-E1538	f83r	f83r.15	shedal	SHED+AL	PRODUCTIVE_ROOT_COMPOSITION	R-SHED|R-AL		ABSETZEN · ZIELSTATION
P912-E1539	f83r	f83r.15	shecthy	SH+E+CTH+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W046	R-SH|R-E|R-CTH|R-Y	handwarm
P912-E1540	f83r	f83r.15	chey	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E1541	f83r	f83r.15	tal	T+AL	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-AL		EINSTELLEN · ZIELSTATION
P912-E1542	f83r	f83r.15	shcthy	SH+CTH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-CTH|R-Y		HALTEN · BEREIT · DIES
P912-E1543	f83r	f83r.15	dalchdy	AL+CHD+DY	PRODUCTIVE_ROOT_COMPOSITION	R-AL|R-CHD|R-DY		ZIELSTATION · UMSETZEN · SCHLIESSEN
P912-E1544	f83r	f83r.15	qotchedy	OT+CHD+DY	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-CHD|R-DY		DANACH · UMSETZEN · SCHLIESSEN
P912-E1545	f83r	f83r.15	lchedy	L+CHD+DY	COMMON_FORMULA_CARD	F015		LEITEN · UMSETZEN · SCHLIESSEN
P912-E1546	f83r	f83r.16	tchedy	T+CHD+Y	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-CHD|R-Y		EINSTELLEN · UMSETZEN · DIES
P912-E1547	f83r	f83r.16	qokchdy	OK+CHD+DY	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-CHD|R-DY		AN STATION SETZEN · UMSETZEN · SCHLIESSEN
P912-E1548	f83r	f83r.16	cheedar	EE+AR	MEMORIZED_SPECIALIST_WHOLE_WORD	W012	R-EE|R-AR	Sammelbecken
P912-E1549	f83r	f83r.16	chldaiin	L+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-L|R-AIIN		LEITEN · STATIONSWERT
P912-E1550	f83r	f83r.16	chedy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E1551	f83r	f83r.16	qokain	OK+AIN	COMMON_FORMULA_CARD	F006		AN STATION SETZEN · TEILMENGE
P912-E1552	f83r	f83r.16	checthy	CTH+Y	COMMON_FORMULA_CARD	F025		BEREIT · DIES
P912-E1553	f83r	f83r.16	chealror	AL+R+OR	MEMORIZED_SPECIALIST_WHOLE_WORD	W021	R-AL|R-R|R-OR	klar
P912-E1554	f83r	f83r.17	dcheokedy	D_ADDR+CHEO+K+E+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-CHEO|R-K|R-E|R-D_ADDR|R-Y		TEIL · AUSZUG · IN STATION GEBEN · KURZ · TEIL · DIES
P912-E1555	f83r	f83r.17	lkeed	L+K+EE+D_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-L|R-K|R-EE|R-D_ADDR		LEITEN · IN STATION GEBEN · LÄNGER · TEIL
P912-E1556	f83r	f83r.17	shckhey	SH+CKH+E+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-CKH|R-E|R-Y		HALTEN · DURCHLASS · KURZ · DIES
P912-E1557	f83r	f83r.17	ytaiin	Y+T+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-T|R-AIIN		DIES · EINSTELLEN · STATIONSWERT
P912-E1558	f83r	f83r.17	shechy	SH+E+CH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-E|R-CH|R-Y		HALTEN · KURZ · AUS STATION NEHMEN · DIES
P912-E1559	f83r	f83r.17	schety	S+CH+E+T+Y	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-CH|R-E|R-T|R-Y		AUSWÄHLEN · AUS STATION NEHMEN · KURZ · EINSTELLEN · DIES
P912-E1560	f83r	f83r.18	pdalshdy	P+DA+LSH+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-P|R-DA|R-LSH|R-D_ADDR|R-Y		EINSETZEN · ZWEIT · SPÜLEN · TEIL · DIES
P912-E1561	f83r	f83r.18	shocphedy	SH+O+CPH+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-O|R-CPH|R-E|R-DY		HALTEN · AUSFÜHREN · UMLEITEN · KURZ · SCHLIESSEN
P912-E1562	f83r	f83r.18	otor	OT+OR	COMMON_FORMULA_CARD	F026		DANACH · ARBEITSSATZ
P912-E1563	f83r	f83r.18	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E1564	f83r	f83r.18	opshedy	O+P+SHED+Y	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-P|R-SHED|R-Y		AUSFÜHREN · EINSETZEN · ABSETZEN · DIES
P912-E1565	f83r	f83r.18	otshdy	OT+SH+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-SH|R-D_ADDR|R-Y		DANACH · HALTEN · TEIL · DIES
P912-E1566	f83r	f83r.18	qokedol	OK+E+D_ADDR+OL	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-E|R-D_ADDR|R-OL		AN STATION SETZEN · KURZ · TEIL · FORTSETZEN
P912-E1567	f83r	f83r.18	shdy	SH+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-D_ADDR|R-Y		HALTEN · TEIL · DIES
P912-E1568	f83r	f83r.18	soldy	S+OL+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-OL|R-D_ADDR|R-Y		AUSWÄHLEN · FORTSETZEN · TEIL · DIES
P912-E1569	f83r	f83r.19	sar	S+AR	COMMON_FORMULA_CARD	F024		AUSWÄHLEN · QUELLSTATION
P912-E1570	f83r	f83r.19	shedaiin	SHED+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-SHED|R-AIIN		ABSETZEN · STATIONSWERT
P912-E1571	f83r	f83r.19	ockhey	O+CKH+E+Y	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-CKH|R-E|R-Y		AUSFÜHREN · DURCHLASS · KURZ · DIES
P912-E1572	f83r	f83r.19	sain	S+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-AIN		AUSWÄHLEN · TEILMENGE
P912-E1573	f83r	f83r.19	ched	CHD	PRODUCTIVE_ROOT_COMPOSITION	R-CHD		UMSETZEN
P912-E1574	f83r	f83r.19	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E1575	f83r	f83r.19	qetal	CARRIER_Q+E+T+AL	PRODUCTIVE_ROOT_COMPOSITION	R-CARRIER_Q|R-E|R-T|R-AL		BEGINNEN · KURZ · EINSTELLEN · ZIELSTATION
P912-E1576	f83r	f83r.19	dal	AL	PRODUCTIVE_ROOT_COMPOSITION	R-AL		ZIELSTATION
P912-E1577	f83r	f83r.19	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E1578	f83r	f83r.19	shey	SH+E+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W022	F010	Klarlauf
P912-E1579	f83r	f83r.19	lchedy	L+CHD+DY	COMMON_FORMULA_CARD	F015		LEITEN · UMSETZEN · SCHLIESSEN
P912-E1580	f83r	f83r.20	solkeedy	SOLK+EE+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SOLK|R-EE|R-D_ADDR|R-Y		AUFFANGEN · LÄNGER · TEIL · DIES
P912-E1581	f83r	f83r.20	qoteedy	OT+EE+DY	COMMON_FORMULA_CARD	F022		DANACH · LÄNGER · SCHLIESSEN
P912-E1582	f83r	f83r.20	qokeey	OK+EE+Y	COMMON_FORMULA_CARD	F007		AN STATION SETZEN · LÄNGER · DIES
P912-E1583	f83r	f83r.20	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E1584	f83r	f83r.20	sol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E1585	f83r	f83r.20	cheeety	EEE+T+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W033	R-EEE|R-T|R-Y	erste Spülung
P912-E1586	f83r	f83r.20	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E1587	f83r	f83r.20	qoky	OK+Y	COMMON_FORMULA_CARD	F005		AN STATION SETZEN · DIES
P912-E1588	f83r	f83r.20	saiin	S+AIIN	COMMON_FORMULA_CARD	F027		AUSWÄHLEN · STATIONSWERT
P912-E1589	f83r	f83r.21	solkeedy	SOLK+EE+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SOLK|R-EE|R-D_ADDR|R-Y		AUFFANGEN · LÄNGER · TEIL · DIES
P912-E1590	f83r	f83r.21	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E1591	f83r	f83r.21	otedy	OT+E+DY	COMMON_FORMULA_CARD	F021		DANACH · KURZ · SCHLIESSEN
P912-E1592	f83r	f83r.21	sol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E1593	f83r	f83r.21	chedy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E1594	f83r	f83r.21	lkedy	L+K+E+DY	MEMORIZED_SPECIALIST_WHOLE_WORD	W048	R-L|R-K|R-E|R-DY	nachwaschen
P912-E1595	f83r	f83r.21	qokchedy	OK+CHD+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-CHD|R-Y		AN STATION SETZEN · UMSETZEN · DIES
P912-E1596	f83r	f83r.21	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E1597	f83r	f83r.21	chckhdy	CH+CKH+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-CKH|R-D_ADDR|R-Y		AUS STATION NEHMEN · DURCHLASS · TEIL · DIES
P912-E1598	f83r	f83r.21	sar	S+AR	COMMON_FORMULA_CARD	F024		AUSWÄHLEN · QUELLSTATION
P912-E1599	f83r	f83r.22	schedair	CHD+AIR	PRODUCTIVE_ROOT_COMPOSITION	R-CHD|R-AIR		UMSETZEN · BECKENLAUF
P912-E1600	f83r	f83r.22	otchedy	OT+CHD+DY	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-CHD|R-DY		DANACH · UMSETZEN · SCHLIESSEN
P912-E1601	f83r	f83r.22	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E1602	f83r	f83r.22	chedain	CHD+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-CHD|R-AIN		UMSETZEN · TEILMENGE
P912-E1603	f83r	f83r.22	chedy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E1604	f83r	f83r.22	qotedaiin	OT+E+AIIN	MEMORIZED_SPECIALIST_WHOLE_WORD	W045	R-OT|R-E|R-AIIN	Wanne
P912-E1605	f83r	f83r.22	otaiin	OT+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-AIIN		DANACH · STATIONSWERT
P912-E1606	f83r	f83r.22	otedy	OT+E+DY	COMMON_FORMULA_CARD	F021		DANACH · KURZ · SCHLIESSEN
P912-E1607	f83r	f83r.22	ldy	L+DY	PRODUCTIVE_ROOT_COMPOSITION	R-L|R-DY		LEITEN · SCHLIESSEN
P912-E1608	f83r	f83r.23	tchedy	T+CHD+Y	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-CHD|R-Y		EINSTELLEN · UMSETZEN · DIES
P912-E1609	f83r	f83r.23	qotedy	OT+E+DY	COMMON_FORMULA_CARD	F021		DANACH · KURZ · SCHLIESSEN
P912-E1610	f83r	f83r.23	qokal	OK+AL	COMMON_FORMULA_CARD	F009		AN STATION SETZEN · ZIELSTATION
P912-E1611	f83r	f83r.23	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E1612	f83r	f83r.23	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E1613	f83r	f83r.23	shecthedy	SH+E+CTH+E+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-E|R-CTH|R-E|R-D_ADDR|R-Y		HALTEN · KURZ · BEREIT · KURZ · TEIL · DIES
P912-E1614	f83r	f83r.23	shecthy	SH+E+CTH+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W046	R-SH|R-E|R-CTH|R-Y	handwarm
P912-E1615	f83r	f83r.23	otor	OT+OR	COMMON_FORMULA_CARD	F026		DANACH · ARBEITSSATZ
P912-E1616	f83r	f83r.23	chedy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E1617	f83r	f83r.24	soiiin	S+O+LOCAL_CHAR_I+IIN	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-O|R-LOCAL_CHAR_I|R-IIN		AUSWÄHLEN · AUSFÜHREN · UNTERSTUFE · STUFE
P912-E1618	f83r	f83r.24	checthy	CTH+Y	COMMON_FORMULA_CARD	F025		BEREIT · DIES
P912-E1619	f83r	f83r.24	chety	T+Y	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-Y		EINSTELLEN · DIES
P912-E1620	f83r	f83r.24	otaiin	OT+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-AIIN		DANACH · STATIONSWERT
P912-E1621	f83r	f83r.24	olsaly	OL+AL+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OL|R-AL|R-Y		FORTSETZEN · ZIELSTATION · DIES
P912-E1622	f83r	f83r.24	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E1623	f83r	f83r.25	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E1624	f83r	f83r.25	qolchey	OL+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W012	F036	Becken
P912-E1625	f83r	f83r.25	qokeey	OK+EE+Y	COMMON_FORMULA_CARD	F007		AN STATION SETZEN · LÄNGER · DIES
P912-E1626	f83r	f83r.25	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E1627	f83r	f83r.25	chedy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E1628	f83r	f83r.25	otal	OT+AL	COMMON_FORMULA_CARD	F039		DANACH · ZIELSTATION
P912-E1629	f83r	f83r.26	otchey	OT+Y	COMMON_FORMULA_CARD	F011		DANACH · DIES
P912-E1630	f83r	f83r.26	qokeey	OK+EE+Y	COMMON_FORMULA_CARD	F007		AN STATION SETZEN · LÄNGER · DIES
P912-E1631	f83r	f83r.26	qoky	OK+Y	COMMON_FORMULA_CARD	F005		AN STATION SETZEN · DIES
P912-E1632	f83r	f83r.26	tol	T+OL	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-OL		EINSTELLEN · FORTSETZEN
P912-E1633	f83r	f83r.26	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E1634	f83r	f83r.26	qokylddy	OK+Y+LD+DY	MEMORIZED_SPECIALIST_WHOLE_WORD	R-LD	R-OK|R-Y|R-LD|R-DY	befestigen
P912-E1635	f83r	f83r.27	dain	AIN	MEMORIZED_SPECIALIST_WHOLE_WORD	W041	R-AIN	Tuch
P912-E1636	f83r	f83r.27	chedy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E1637	f83r	f83r.27	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E1638	f83r	f83r.27	shckhedy	SH+CKH+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-CKH|R-E|R-DY		HALTEN · DURCHLASS · KURZ · SCHLIESSEN
P912-E1639	f83r	f83r.27	shckhedy	SH+CKH+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-CKH|R-E|R-DY		HALTEN · DURCHLASS · KURZ · SCHLIESSEN
P912-E1640	f83r	f83r.28	saiin	S+AIIN	COMMON_FORMULA_CARD	F027		AUSWÄHLEN · STATIONSWERT
P912-E1641	f83r	f83r.28	cheeky	CHK+EE+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CHK|R-EE|R-Y		BEHANDELN · LÄNGER · DIES
P912-E1642	f83r	f83r.28	sheey	SH+EE+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W002	F014	Ablauf
P912-E1643	f83r	f83r.28	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E1644	f83r	f83r.28	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E1645	f83r	f83r.28	oldy	OL+DY	COMMON_FORMULA_CARD	F018		FORTSETZEN · SCHLIESSEN
P912-E1646	f83r	f83r.29	salchedy	S+AL+CHD+Y	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-AL|R-CHD|R-Y		AUSWÄHLEN · ZIELSTATION · UMSETZEN · DIES
P912-E1647	f83r	f83r.29	cheey	SH+EE+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W022	F014	Klarlauf
P912-E1648	f83r	f83r.29	qody	CARRIER_Q+O+DY	PRODUCTIVE_ROOT_COMPOSITION	R-CARRIER_Q|R-O|R-DY		BEGINNEN · AUSFÜHREN · SCHLIESSEN
P912-E1649	f83r	f83r.29	kesd	K+E+S_ADDR+D_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-E|R-S_ADDR|R-D_ADDR		IN STATION GEBEN · KURZ · STERNORT · TEIL
P912-E1650	f83r	f83r.29	oldy	OL+DY	COMMON_FORMULA_CARD	F018		FORTSETZEN · SCHLIESSEN
P912-E1651	f83r	f83r.30	s	S	PRODUCTIVE_ROOT_COMPOSITION	R-S		AUSWÄHLEN
P912-E1652	f83r	f83r.30	okeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E1653	f83r	f83r.30	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E1654	f83r	f83r.30	qoky	OK+Y	COMMON_FORMULA_CARD	F005		AN STATION SETZEN · DIES
P912-E1655	f83r	f83r.30	saii	S+AIIN	COMMON_FORMULA_CARD	F027		AUSWÄHLEN · STATIONSWERT
