copy_order	event_id	statement_id	record	page	locus	owner_code	owner_reset	teaching_mode	teaching_parts	card_no	component_parse	procedure_tokens	automaton_before	automaton_after	line_carry_in	renderer_first_choice	renderer_final_surface	renderer_action	card_roundtrip	surface_roundtrip	apprentice_spoken_reading_de	statement_first_event	program_status	master_conscious_decision_count	master_conscious_reasons	master_mode	allograph_block_id	block_rendering_mode	block_start_decision	revised_conscious_decision_count	revised_conscious_reasons	revised_master_mode
108	E108	B1-S002	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+K+AIN	PROC070	OL+K+AIN	ACTIVATE_CHARGE	WORK	WORK	NO	olkain	olkain	ACCEPT_RULE	YES	YES	fortsetzen · zuführen · Portion	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
109	E109	B1-S002	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	AL	PROC055	AL	TARGET_HANDOFF	WORK	WORK	NO	dal	al	COPY_LOCAL_EXEMPLAR	YES	YES	Zielstelle	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB17	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
110	E110	B1-S002	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	WORK	WORK	NO	ol	ol	ACCEPT_RULE	YES	YES	fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
111	E111	B1-S002	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	R+OL	PROC071	R+OL	HOLD_STATE	WORK	WORK	NO	rol	rol	ACCEPT_RULE	YES	YES	abkühlen · fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
112	E112	B1-S002	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	L	PROC072	L	MOVE_PASS	WORK	WORK	NO	dl	dl	ACCEPT_RULE	YES	YES	führen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
113	E113	B1-S002	B1	f81v	f81v.7	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+OR	PROC022	OL+OR	ACTIVATE_CHARGE	WORK	WORK	YES	olor	olor	ACCEPT_RULE	YES	YES	fortsetzen · Ansatz	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
114	E114	B1-S002	B1	f81v	f81v.7	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	WORK	WORK	NO	ol	ol	ACCEPT_RULE	YES	YES	fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
115	E115	B1-S002	B1	f81v	f81v.7	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	SH+E+CKH+AL	PROC073	SH+E+CKH+AL	HOLD_STATE	WORK	WORK	NO	sheckhal	sheckhal	ACCEPT_RULE	YES	YES	halten · kurz · Durchlass · Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
116	E116	B1-S002	B1	f81v	f81v.7	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	WORK	AFTER_METER	NO	daiin	daiin	ACCEPT_RULE	YES	YES	Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
117	E117	B1-S002	B1	f81v	f81v.7	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+AL	PROC074	OK+EE+AL	HOLD_STATE	AFTER_METER	WORK	NO	qokeedal	qokeedal	ACCEPT_RULE	YES	YES	ansetzen · länger · Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
118	E118	B1-S002	B1	f81v	f81v.7	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	WORK	AFTER_METER	NO	daiin	daiin	ACCEPT_RULE	YES	YES	Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
119	E119	B1-S002	B1	f81v	f81v.7	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	CKH+Y	PROC075	CKH+Y	MOVE_PASS	AFTER_METER	WORK	NO	chckhy	chckhy	ACCEPT_RULE	YES	YES	Durchlass · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
120	E120	B1-S002	B1	f81v	f81v.7	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+DY	PROC076	CHD+DY	MOVE_PASS>CLOSE	WORK	CLOSED	NO	schedy	schedy	ACCEPT_RULE	YES	YES	umsetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
121	E121	B1-S003	B1	f81v	f81v.7	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	START	WORK	NO	ol	qol	COPY_LOCAL_EXEMPLAR	YES	YES	fortsetzen	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB18	COPY_BLOCK_FROM_EXEMPLAR	YES	2	SELECT_UNUSUAL_PROGRAM|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
122	E122	B1-S003	B1	f81v	f81v.17	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	SH+K+CHD+DY	PROC077	SH+K+CHD+DY	HOLD_STATE>CLOSE	WORK	CLOSED	YES	sshkchdy	sshkchdy	ACCEPT_RULE	YES	YES	halten · zuführen · umsetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
123	E123	B1-S004	B1	f81v	f81v.17	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC042	CHD+Y	MOVE_PASS	START	WORK	NO	chedy	chedy	ACCEPT_RULE	YES	YES	umsetzen · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
124	E124	B1-S004	B1	f81v	f81v.17	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	WORK	WORK	NO	ol	ol	ACCEPT_RULE	YES	YES	fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
125	E125	B1-S004	B1	f81v	f81v.17	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	shedy	shedy	ACCEPT_RULE	YES	YES	absetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
126	E126	B1-S005	B1	f81v	f81v.17	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+CHD+DY	PROC079	OL+CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	qolchedy	qolchedy	ACCEPT_RULE	YES	YES	fortsetzen · umsetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
127	E127	B1-S006	B1	f81v	f81v.17	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIN	PROC080	OK+AIN	ACTIVATE_CHARGE	START	WORK	NO	qokain	qokain	ACCEPT_RULE	YES	YES	ansetzen · Portion	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
128	E128	B1-S006	B1	f81v	f81v.17	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	CKH+Y	PROC075	CKH+Y	MOVE_PASS	WORK	WORK	NO	chckhy	shckhy	COPY_LOCAL_EXEMPLAR	YES	YES	Durchlass · dies	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB19	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
129	E129	B1-S006	B1	f81v	f81v.17	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	L	PROC072	L	MOVE_PASS	WORK	WORK	NO	dl	dl	ACCEPT_RULE	YES	YES	führen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
130	E130	B1-S006	B1	f81v	f81v.17	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	R+AL	PROC081	R+AL	HOLD_STATE	WORK	WORK	NO	ral	ral	ACCEPT_RULE	YES	YES	abkühlen · Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
131	E131	B1-S007	B1	f81v	f81v.18	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+CHD+DY	PROC082	OK+CHD+DY	ACTIVATE_CHARGE>CLOSE	START	CLOSED	NO	qokchdy	qokchdy	ACCEPT_RULE	YES	YES	ansetzen · umsetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
132	E132	B1-S008	B1	f81v	f81v.18	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	Y	PROC019	Y	CONTINUE_USE	START	WORK	NO	chey	chey	ACCEPT_RULE	YES	YES	dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
133	E133	B1-S008	B1	f81v	f81v.18	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	WORK	WORK	NO	ol	ol	ACCEPT_RULE	YES	YES	fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
134	E134	B1-S008	B1	f81v	f81v.18	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	CHK+E+Y	PROC083	CHK+E+Y	HOLD_STATE	WORK	WORK	NO	cheky	cheky	ACCEPT_RULE	YES	YES	wärmen · kurz · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
135	E135	B1-S008	B1	f81v	f81v.18	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	WORK	WORK	NO	ol	ol	ACCEPT_RULE	YES	YES	fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
136	E136	B1-S008	B1	f81v	f81v.18	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	shedy	shedy	ACCEPT_RULE	YES	YES	absetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
137	E137	B1-S009	B1	f81v	f81v.18	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+E+DY	PROC067	OK+E+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	qokedy	qokedy	ACCEPT_RULE	YES	YES	ansetzen · kurz · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
138	E138	B1-S010	B1	f81v	f81v.18	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+E+DY	PROC067	OK+E+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	qokedy	qokedy	ACCEPT_RULE	YES	YES	ansetzen · kurz · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
139	E139	B1-S011	B1	f81v	f81v.18	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	CKH+Y	PROC075	CKH+Y	MOVE_PASS	START	WORK	NO	chckhy	chckhy	ACCEPT_RULE	YES	YES	Durchlass · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
140	E140	B1-S011	B1	f81v	f81v.18	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC008	OK+Y	ACTIVATE_CHARGE	WORK	WORK	NO	qoky	qoky	ACCEPT_RULE	YES	YES	ansetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
141	E141	B1-S012	B1	f81v	f81v.21	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	LSH+O	PROC084	LSH+O	CONTINUE_USE	START	WORK	NO	lsho	lsho	ACCEPT_RULE	YES	YES	Waschgang · Arbeitsgang	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
142	E142	B1-S012	B1	f81v	f81v.21	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+E+Y	PROC085	OK+E+Y	HOLD_STATE	WORK	WORK	NO	okey	qokey	COPY_LOCAL_EXEMPLAR	YES	YES	ansetzen · kurz · dies	NO	RECURRENT	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB20	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
143	E143	B1-S012	B1	f81v	f81v.21	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	LSH+E+DY	PROC086	LSH+E+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	lshedy	lshedy	ACCEPT_RULE	YES	YES	Waschgang · kurz · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
144	E144	B1-S013	B1	f81v	f81v.21	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	LSH+E+DY	PROC086	LSH+E+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	lshedy	lshedy	ACCEPT_RULE	YES	YES	Waschgang · kurz · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
145	E145	B1-S014	B1	f81v	f81v.21	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC042	CHD+Y	MOVE_PASS	START	WORK	NO	chedy	chedy	ACCEPT_RULE	YES	YES	umsetzen · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
146	E146	B1-S014	B1	f81v	f81v.21	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	SOLK+Y	PROC087	SOLK+Y	HOLD_STATE	WORK	WORK	NO	qolky	qolky	ACCEPT_RULE	YES	YES	auffangen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
147	E147	B1-S014	B1	f81v	f81v.21	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CHD+AL	PROC088	L+CHD+AL	TARGET_HANDOFF	WORK	WORK	NO	lchedal	lchedal	ACCEPT_RULE	YES	YES	führen · umsetzen · Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
148	E148	B1-S014	B1	f81v	f81v.21	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	WORK	WORK	NO	ol	qol	COPY_LOCAL_EXEMPLAR	YES	YES	fortsetzen	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB21	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
149	E149	B1-S014	B1	f81v	f81v.21	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+AR	PROC089	OT+AR	SOURCE_DRAW	WORK	AFTER_SOURCE	NO	otar	otar	ACCEPT_RULE	YES	YES	danach · von dort	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
150	E150	B1-S015	B1	f81v	f81v.24	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	T+E+Y	PROC090	T+E+Y	HOLD_STATE	START	WORK	NO	ytey	ytey	ACCEPT_RULE	YES	YES	eintragen · kurz · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
151	E151	B1-S015	B1	f81v	f81v.24	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+CHD+DY	PROC091	OK+CHD+DY	ACTIVATE_CHARGE>CLOSE	WORK	CLOSED	NO	okchedy	okchedy	ACCEPT_RULE	YES	YES	ansetzen · umsetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
152	E152	B1-S016	B1	f81v	f81v.24	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AL	PROC048	OK+AL	TARGET_HANDOFF	START	WORK	NO	qokal	qokal	ACCEPT_RULE	YES	YES	ansetzen · Zielstelle	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
153	E153	B1-S016	B1	f81v	f81v.24	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+Y	PROC092	OK+EE+Y	HOLD_STATE	WORK	WORK	NO	qokeey	okeey	COPY_LOCAL_EXEMPLAR	YES	YES	ansetzen · länger · dies	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB22	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
154	E154	B1-S016	B1	f81v	f81v.24	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	WORK	WORK	NO	ol	qol	COPY_LOCAL_EXEMPLAR	YES	YES	fortsetzen	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB22	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
155	E155	B1-S016	B1	f81v	f81v.24	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	shedy	cheedy	COPY_LOCAL_EXEMPLAR	YES	YES	absetzen · Schluss	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB22	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
156	E156	B1-S017	B1	f81v	f81v.24	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	AL	PROC055	AL	TARGET_HANDOFF	START	WORK	NO	dal	sal	COPY_LOCAL_EXEMPLAR	YES	YES	Zielstelle	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB22	COPY_BLOCK_FROM_EXEMPLAR	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
157	E157	B1-S017	B1	f81v	f81v.24	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	E+OL	PROC093	E+OL	HOLD_STATE	WORK	WORK	NO	teol	teol	ACCEPT_RULE	YES	YES	kurz · fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
158	E158	B1-S017	B1	f81v	f81v.24	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+DY	PROC094	CHD+DY	MOVE_PASS>CLOSE	WORK	CLOSED	NO	dchdy	dchdy	ACCEPT_RULE	YES	YES	umsetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
159	E159	B1-S018	B1	f81v	f81v.24	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	L+Y	PROC095	L+Y	MOVE_PASS	START	WORK	NO	ly	ly	ACCEPT_RULE	YES	YES	führen · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
160	E160	B1-S018	B1	f81v	f81v.27	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	SH+E+OL	PROC096	SH+E+OL	HOLD_STATE	WORK	WORK	YES	dsheol	dsheol	ACCEPT_RULE	YES	YES	halten · kurz · fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
161	E161	B1-S018	B1	f81v	f81v.27	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	O+IIN	PROC097	O+IIN	METER_CHECK	WORK	AFTER_METER	NO	oiiin	oiiin	ACCEPT_RULE	YES	YES	Arbeitsgang · Sollstufe	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
162	E162	B1-S018	B1	f81v	f81v.27	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	SOLK+EE+DY	PROC098	SOLK+EE+DY	HOLD_STATE>CLOSE	AFTER_METER	CLOSED	NO	olkeedy	olkeedy	ACCEPT_RULE	YES	YES	auffangen · länger · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
163	E163	B1-S019	B1	f81v	f81v.27	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	shedy	tedy	COPY_LOCAL_EXEMPLAR	YES	YES	absetzen · Schluss	YES	RECURRENT	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB23	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
164	E164	B1-S020	B1	f81v	f81v.27	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	CHK+E+Y	PROC083	CHK+E+Y	HOLD_STATE	START	WORK	NO	cheky	cheky	ACCEPT_RULE	YES	YES	wärmen · kurz · dies	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
165	E165	B1-S020	B1	f81v	f81v.27	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	SH+CKH+E+DY	PROC099	SH+CKHE+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	shckhedy	shckhedy	ACCEPT_RULE	YES	YES	halten · Durchlass · kurz · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
