target_occurrence_id	page	physical_folio	locus	line_number	section	language	hand	target_surface	target_ordinal	line_token_count	target_line_position	target_polarity	target_carrier_role	target_working_candidate_de	written_line_eva	l2_ordinal	l2_surface	l2_status	l2_axes	l2_semantic_candidate_de	l2_semantic_source	l2_unknown_cell	l1_ordinal	l1_surface	l1_status	l1_axes	l1_semantic_candidate_de	l1_semantic_source	l1_unknown_cell	r1_ordinal	r1_surface	r1_status	r1_axes	r1_semantic_candidate_de	r1_semantic_source	r1_unknown_cell	r2_ordinal	r2_surface	r2_status	r2_axes	r2_semantic_candidate_de	r2_semantic_source	r2_unknown_cell
G761-O092	f49v	f49	f49v.34	34	H	A	1	sheo	3	4	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	shocho oaiin sheo choty	1	shocho	ELIGIBLE	NONE	angefeuchteter Trockenansatz	GDT734_COMPLETE_WHOLE	0	2	oaiin	ELIGIBLE	AMOUNT|PREPARATION	drei Ansatzportionen	GDT734_COMPLETE_WHOLE	0	4	choty	ELIGIBLE	COLD|DRY|PREPARATION	kalter Trockenansatz	GDT734_COMPLETE_WHOLE	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O093	f49v	f49	f49v.38	38	H	A	1	cheor	3	9	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	chokeo sho cheor cheokchet chor daiin dy daiin qokg	1	chokeo	ELIGIBLE	NONE	[chokeo:?]	GDT734_CELL	1	2	sho	ELIGIBLE	MOIST|PREPARATION	feuchter Ansatz	GDT734_COMPLETE_WHOLE	0	4	cheokchet	ELIGIBLE	NONE	[cheokchet:?]	GDT734_CELL	1	5	chor	ELIGIBLE	NONE	Blüten-/Samenstand	GDT761_CARRIER_PRIOR	0
G761-O094	f49v	f49	f49v.42	42	H	A	1	cheo	2	8	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	qokeaiin cheo chor choteey kcheol dain cho daisin	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	qokeaiin	ELIGIBLE	NONE	[qokeaiin:?]	GDT734_CELL	1	3	chor	ELIGIBLE	NONE	Blüten-/Samenstand	GDT761_CARRIER_PRIOR	0	4	choteey	ELIGIBLE	NONE	[choteey:?]	GDT734_CELL	1
G761-O095	f4v	f4	f4v.2	2	H	A	1	sheo	6	8	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	ol chey chy cthy shkchor sheo cheory choldy	4	cthy	ELIGIBLE	MATERIAL	Blattgut	GDT761_CARRIER_PRIOR	0	5	shkchor	NONEXACT	NONE	[shkchor:?]	GDT734_CELL	1	7	cheory	ELIGIBLE	NONE	[cheory:?]	GDT734_CELL	1	8	choldy	ELIGIBLE	DRY|MATERIAL|CLOSE|END_STAGE	fertig getrocknete Droge	GDT734_COMPLETE_WHOLE	0
G761-O096	f4v	f4	f4v.10	10	H	A	1	sheo	2	5	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	otaiin sheo okeody chol chokeody	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	otaiin	ELIGIBLE	NONE	kalter Ansatz, Grad III	GDT734_COMPLETE_WHOLE	0	3	okeody	NONEXACT	NONE	[okeody:?]	GDT734_CELL	1	4	chol	ELIGIBLE	NONE	trocken/getrocknet	GDT758_COMPLETE_WHOLE	0
G761-O097	f4v	f4	f4v.13	13	H	A	1	cheor	3	6	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	shody s cheor chokody shodaiin qoty	1	shody	ELIGIBLE	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	GDT734_COMPLETE_WHOLE	0	2	s	ELIGIBLE	NONE	Mengen-/Gleichteileform	GDT760_AMOUNT_FAMILY	0	4	chokody	ELIGIBLE	NONE	Trockenansatz erhitzen, erneut ansetzen und fertigstellen	GDT734_COMPLETE_WHOLE	0	5	shodaiin	NONEXACT	NONE	drei Portionen Feuchtansatz	GDT734_COMPLETE_WHOLE	0
G761-O098	f51r	f51	f51r.15	15	H	A	1	cheor	2	7	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	qokol cheor ckhal s or aldy otal	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	qokol	ELIGIBLE	HOT|PROCESS	erhitzen	GDT734_COMPLETE_WHOLE	0	3	ckhal	ELIGIBLE	MATERIAL|PREPARATION	Arzneikompositum, Rohstoffklasse I	GDT734_COMPLETE_WHOLE	0	4	s	ELIGIBLE	NONE	Mengen-/Gleichteileform	GDT760_AMOUNT_FAMILY	0
G761-O099	f51v	f51	f51v.10	10	H	A	1	sheo	2	4	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	ykeol sheo qokody fold	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	ykeol	ELIGIBLE	NONE	[ykeol:?]	GDT734_CELL	1	3	qokody	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	4	fold	ELIGIBLE	NONE	[fold:?]	GDT734_CELL	1
G761-O100	f54v	f54	f54v.2	2	H	A	1	cheor	5	8	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal	3	s	ELIGIBLE	NONE	Mengen-/Gleichteileform	GDT760_AMOUNT_FAMILY	0	4	ar	ELIGIBLE	NONE	Anteilsform	GDT760_AMOUNT_FAMILY	0	6	qodaiin	ELIGIBLE	NONE	Qualitätsgrad III	GDT734_CELL	0	7	cthaildy	ELIGIBLE	NONE	[cthaildy:?]	GDT734_CELL	1
G761-O101	f56v	f56	f56v.14	14	H	A	1	cheo	2	6	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	chol cheo kchol chol choky chotor	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	chol	ELIGIBLE	NONE	trocken/getrocknet	GDT758_COMPLETE_WHOLE	0	3	kchol	ELIGIBLE	HOT|DRY	erhitztes Trockengut	GDT734_COMPLETE_WHOLE	0	4	chol	ELIGIBLE	NONE	trocken/getrocknet	GDT758_COMPLETE_WHOLE	0
G761-O102	f58r	f58	f58r.29	29	S	A	3	cheor	2	13	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	odalar cheor sar alol daly cheom chor ar aldam chal cheal r omy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	odalar	ELIGIBLE	NONE	[odalar:?]	GDT734_CELL	1	3	sar	ELIGIBLE	NONE	Samenanteil I	GDT734_COMPLETE_WHOLE	0	4	alol	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0
G761-O103	f58r	f58	f58r.33	33	S	A	3	cheor	4	8	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	schoy dalols qokalos cheor oekeody qokaly qokar dy	2	dalols	NONEXACT	NONE	[dalols:?]	GDT734_CELL	1	3	qokalos	ELIGIBLE	NONE	[qokalos:?]	GDT734_CELL	1	5	oekeody	ELIGIBLE	NONE	[oekeody:?]	GDT734_CELL	1	6	qokaly	ELIGIBLE	HOT|MATERIAL|PROCESS	erhitze Rohdroge I leicht und schließe ab	GDT734_COMPLETE_WHOLE	0
G761-O104	f58v	f58	f58v.35	35	S	A	3	sheo	8	10	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	daiin otain okain chey okeey qokeeos olar sheo daly dalychs	6	qokeeos	ELIGIBLE	NONE	[qokeeos:?]	GDT734_CELL	1	7	olar	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	9	daly	ELIGIBLE	AMOUNT|MATERIAL|BEGIN_STAGE	abgewogener Rohstoffposten I, Grundform	GDT734_COMPLETE_WHOLE	0	10	dalychs	ELIGIBLE	NONE	[dalychs:?]	GDT734_CELL	1
G761-O105	f5r	f5	f5r.4	4	H	A	1	cheor	5	6	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	otain sheody chan s cheor chocthy	3	chan	ELIGIBLE	NONE	trocken, Grad I	GDT734_CELL	0	4	s	ELIGIBLE	NONE	Mengen-/Gleichteileform	GDT760_AMOUNT_FAMILY	0	6	chocthy	ELIGIBLE	NONE	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	GDT734_CELL	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O106	f5r	f5	f5r.7	7	H	A	1	cheo	3	5	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	qotoeey keey cheo kchy shody	1	qotoeey	ELIGIBLE	PREPARATION|END_STAGE	kühle den Ansatz vollständig	GDT734_COMPLETE_WHOLE	0	2	keey	ELIGIBLE	NONE	heiß am Ende des Grades	GDT734_COMPLETE_WHOLE	0	4	kchy	ELIGIBLE	HOT|DRY|BEGIN_STAGE	heiß und trocken am Anfang des Grades	GDT734_COMPLETE_WHOLE	0	5	shody	ELIGIBLE	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	GDT734_COMPLETE_WHOLE	0
G761-O107	f66r	f66	f66r.64	64	T	B	5	sheor	9	10	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	dalcheeeky sheol dairody chekchy shed ykesho l lor sheor cheal	7	l	ELIGIBLE	NONE	Pfund / Gewichtseinheit	GDT734_CELL	0	8	lor	ELIGIBLE	NONE	Holzportion	GDT734_COMPLETE_WHOLE	0	10	cheal	NONEXACT	NONE	Rohstoffklasse I, trocken in der Gradmitte	GDT734_COMPLETE_WHOLE	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O108	f66r	f66	f66r.75	75	T	B	5	sheor	2	12	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	tcheo	ELIGIBLE	NONE	[tcheo:?]	GDT734_CELL	1	3	oteody	ELIGIBLE	NONE	abgekühlter, fertiger Ansatz	GDT734_COMPLETE_WHOLE	0	4	lpchees	ELIGIBLE	NONE	[lpchees:?]	GDT734_CELL	1
G761-O109	f66v	f66	f66v.6	6	H	B	5	sheo	6	9	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	tchod sheody shckhed chos chor sheo keody chepar sheopam	4	chos	ELIGIBLE	NONE	trockene Zubereitung	GDT734_COMPLETE_WHOLE	0	5	chor	ELIGIBLE	NONE	Blüten-/Samenstand	GDT761_CARRIER_PRIOR	0	7	keody	ELIGIBLE	NONE	[keody:?]	GDT734_CELL	1	8	chepar	ELIGIBLE	NONE	[chepar:?]	GDT734_CELL	1
G761-O110	f6r	f6	f6r.4	4	H	A	1	sheor	4	8	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	dar cho s sheor choy otcham yaiir chy	2	cho	NONEXACT	NONE	Trockenansatz	GDT734_COMPLETE_WHOLE	0	3	s	NONEXACT	NONE	Mengen-/Gleichteileform	GDT760_AMOUNT_FAMILY	0	5	choy	NONEXACT	NONE	Trockenansatz leicht abschließen	GDT734_COMPLETE_WHOLE	0	6	otcham	ELIGIBLE	NONE	[otcham:?]	GDT734_CELL	1
G761-O111	f6r	f6	f6r.8	8	H	A	1	sheo	4	5	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	ychol ckhor pchar sheo ckhaiin	2	ckhor	ELIGIBLE	AMOUNT|PREPARATION	Portion Arzneikompositum	GDT734_COMPLETE_WHOLE	0	3	pchar	ELIGIBLE	NONE	[pchar:?]	GDT734_CELL	1	5	ckhaiin	ELIGIBLE	NONE	[ckhaiin:?]	GDT734_CELL	1	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O112	f76v	f76	f76v.6	6	B	B	2	sheor	6	10	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	qotees olkeey okeedy qoeeedy chckhey sheor aiin otar cheedy lchedy	4	qoeeedy	NONEXACT	NONE	[qoeeedy:?]	GDT734_CELL	1	5	chckhey	ELIGIBLE	DRY|PREPARATION|MIDDLE_STAGE	Arzneikompositum: trocken, Gradmitte	GDT734_COMPLETE_WHOLE	0	7	aiin	ELIGIBLE	NONE	Wert III	GDT760_AMOUNT_FAMILY	0	8	otar	NONEXACT	NONE	kalter Zubereitungsanteil I	GDT734_COMPLETE_WHOLE	0
G761-O113	f76v	f76	f76v.9	9	B	B	2	sheor	1	7	FIRST	MOIST	MATERIAL_PART	feuchter Drogenteil	sheor chey ral cheey r al cheedy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	2	chey	ELIGIBLE	NONE	trocken in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0	3	ral	ELIGIBLE	NONE	Wurzelrohstoff I	GDT734_COMPLETE_WHOLE	0
G761-O114	f76v	f76	f76v.11	11	B	B	2	cheor	1	10	FIRST	DRY	MATERIAL_PART	trockener Drogenteil	cheor sheedy daiin oekeedy qokeey qokedy oteedy shedy qokedy shedam	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	2	sheedy	ELIGIBLE	NONE	feucht am Ende des Grades	GDT734_COMPLETE_WHOLE	0	3	daiin	ELIGIBLE	NONE	Grad-/Maßwert III	GDT734_CELL	0
G761-O115	f77v	f77	f77v.26	26	B	B	2	sheor	4	9	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	dairol shedy rchy sheor qokedy qoky chckhy qokchy ldol	2	shedy	ELIGIBLE	NONE	mittlere Feuchtstufe erreicht	GDT734_COMPLETE_WHOLE	0	3	rchy	NONEXACT	NONE	Wurzeldroge, trockene Grundform	GDT734_COMPLETE_WHOLE	0	5	qokedy	NONEXACT	NONE	heiße Mittelstufe erreicht	GDT734_COMPLETE_WHOLE	0	6	qoky	ELIGIBLE	HOT|BEGIN_STAGE	heiß am Anfang des Grades	GDT734_COMPLETE_WHOLE	0
G761-O116	f78r	f78	f78r.23	23	B	B	2	sheor	2	5	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	sain sheor olkchdy roiin okeedy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	sain	ELIGIBLE	NONE	zwei Drachmen	GDT760_AMOUNT_FAMILY	0	3	olkchdy	NONEXACT	NONE	fertige heiß-trockene Drogenportion	GDT734_COMPLETE_WHOLE	0	4	roiin	ELIGIBLE	NONE	Wurzeldrogezubereitung, Form III	GDT734_COMPLETE_WHOLE	0
G761-O117	f78v	f78	f78v.12	12	B	B	2	sheor	1	8	FIRST	MOIST	MATERIAL_PART	feuchter Drogenteil	sheor ol qokaiin shckhy otaly qolsheey qokal sain	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	2	ol	ELIGIBLE	NONE	Ansatz oder Stoffkopf	GDT761_CARRIER_PRIOR	0	3	qokaiin	ELIGIBLE	NONE	heiß/warm; genaue Funktion und Identität offen	GDT749_POST_G734_OVERRIDE	0
G761-O118	f78v	f78	f78v.32	32	B	B	2	cheor	2	6	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	lol cheor sheol dy qokar otalor	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	lol	ELIGIBLE	NONE	Holzstoff	GDT734_COMPLETE_WHOLE	0	3	sheol	ELIGIBLE	MOIST|MATERIAL	eingeweicht/feucht	GDT758_COMPLETE_WHOLE	0	4	dy	ELIGIBLE	NONE	Qualitäts-/Wertfeld geschlossen	GDT734_CELL	0
G761-O119	f79r	f79	f79r.10	10	B	B	2	cheor	3	8	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	qokshedy qokain cheor okol sheeol qotey choty otechys	1	qokshedy	ELIGIBLE	HOT|MOIST|CLOSE|MIDDLE_STAGE|END_STAGE	heiß und feucht in der Mitte des Grades, abgeschlossen	GDT734_COMPLETE_WHOLE	0	2	qokain	ELIGIBLE	NONE	heiß, Grad II	GDT734_COMPLETE_WHOLE	0	4	okol	ELIGIBLE	NONE	heißer Ansatzstoff	GDT734_COMPLETE_WHOLE	0	5	sheeol	ELIGIBLE	NONE	[sheeol:?]	GDT734_CELL	1
G761-O120	f79r	f79	f79r.31	31	B	B	2	cheor	6	8	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	polshey oltshedy sheol ykeey okeey cheor sheedy ol	4	ykeey	ELIGIBLE	HOT|PROCESS|END_STAGE	erhitze hiervon bis zur Endstufe und schließe ab	GDT734_COMPLETE_WHOLE	0	5	okeey	ELIGIBLE	NONE	heiß an der End-/Vollstufe; Trägerrolle offen	GDT752_POST_G734_OVERRIDE	0	7	sheedy	NONEXACT	NONE	feucht am Ende des Grades	GDT734_COMPLETE_WHOLE	0	8	ol	NONEXACT	NONE	Ansatz oder Stoffkopf	GDT761_CARRIER_PRIOR	0
G761-O121	f79v	f79	f79v.34	34	B	B	2	sheor	8	9	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	ykeeey qokeey lshey qoky tchedy orsheedy otain sheor oly	6	orsheedy	NONEXACT	NONE	[orsheedy:?]	GDT734_CELL	1	7	otain	ELIGIBLE	NONE	kalter Ansatz, Grad II	GDT734_COMPLETE_WHOLE	0	9	oly	ELIGIBLE	PROCESS	abseihen	GDT734_COMPLETE_WHOLE	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O122	f80r	f80	f80r.50	50	B	B	2	sheor	6	9	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	lol chey saiin shety okaiiin sheor tchey lkaiin okainy	4	shety	ELIGIBLE	COLD|MOIST	feucht-kalt ansetzen	GDT734_COMPLETE_WHOLE	0	5	okaiiin	ELIGIBLE	NONE	heiß im Zubereitungsrahmen, Grad IV	GDT734_CELL	0	7	tchey	ELIGIBLE	COLD|DRY|MIDDLE_STAGE	kalt und trocken in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0	8	lkaiin	NONEXACT	NONE	Holzdroge, heiß auf Stufe III	GDT734_COMPLETE_WHOLE	0
G761-O123	f80v	f80	f80v.36	36	B	B	2	sheor	3	10	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	soin okain sheor ol shey daly olshedy olal shedy lchy	1	soin	ELIGIBLE	NONE	Saatgutzubereitung in Form II	GDT734_COMPLETE_WHOLE	0	2	okain	ELIGIBLE	NONE	heißer Ansatz, Grad II	GDT734_COMPLETE_WHOLE	0	4	ol	NONEXACT	NONE	Ansatz oder Stoffkopf	GDT761_CARRIER_PRIOR	0	5	shey	ELIGIBLE	NONE	feucht in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0
G761-O124	f82r	f82	f82r.22	22	B	B	2	cheor	2	9	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	qokaiin cheor sheey qokaiin shckhey qol keeedy qokeeey rasy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	qokaiin	ELIGIBLE	NONE	heiß/warm; genaue Funktion und Identität offen	GDT749_POST_G734_OVERRIDE	0	3	sheey	ELIGIBLE	NONE	feucht, Endstufe	GDT734_COMPLETE_WHOLE	0	4	qokaiin	ELIGIBLE	NONE	heiß/warm; genaue Funktion und Identität offen	GDT749_POST_G734_OVERRIDE	0
G761-O125	f82r	f82	f82r.33	33	B	B	2	cheor	5	6	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	sain ol cheol ey cheor chey	3	cheol	ELIGIBLE	NONE	trockenes Material	GDT734_COMPLETE_WHOLE	0	4	ey	NONEXACT	NONE	anschließend	GDT734_COMPLETE_WHOLE	0	6	chey	ELIGIBLE	NONE	trocken in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O126	f83v	f83	f83v.20	20	B	B	2	cheor	2	8	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	tocthey cheor olol cheol tedy sheckhal sheeckhy cheal	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	tocthey	ELIGIBLE	NONE	[tocthey:?]	GDT734_CELL	1	3	olol	ELIGIBLE	NONE	Holz-Grundansatz	GDT734_COMPLETE_WHOLE	0	4	cheol	ELIGIBLE	NONE	trockenes Material	GDT734_COMPLETE_WHOLE	0
G761-O127	f83v	f83	f83v.22	22	B	B	2	cheor	6	7	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	char qokar cheolkain shckhey qokal cheor ols	4	shckhey	ELIGIBLE	MOIST|PREPARATION|MIDDLE_STAGE	Arzneikompositum: feucht, Gradmitte	GDT734_COMPLETE_WHOLE	0	5	qokal	ELIGIBLE	NONE	heißes Material I, Anfangsstufe	GDT734_COMPLETE_WHOLE	0	7	ols	ELIGIBLE	MATERIAL	abgeseihtes Endprodukt	GDT758_COMPLETE_WHOLE	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O128	f85r2	f85	f85r2.4	4	C	B	2	sheo	2	5	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	dair sheo oraiin chol daiin	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	dair	ELIGIBLE	NONE	Wurzelteil oder Mengenform II	GDT761_CARRIER_PRIOR	0	3	oraiin	ELIGIBLE	AMOUNT	drei Portionen	GDT760_AMOUNT_FAMILY	0	4	chol	ELIGIBLE	NONE	trocken/getrocknet	GDT758_COMPLETE_WHOLE	0
G761-O129	f86v6	f86	f86v6.15	15	T	B	2	cheor	8	11	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	shol shotaiin shckhor olaiin chdy qokain odaiiin cheor ol kaiin chey	6	qokain	ELIGIBLE	NONE	heiß, Grad II	GDT734_COMPLETE_WHOLE	0	7	odaiiin	ELIGIBLE	NONE	[odaiiin:?]	GDT734_CELL	1	9	ol	NONEXACT	NONE	Ansatz oder Stoffkopf	GDT761_CARRIER_PRIOR	0	10	kaiin	NONEXACT	NONE	heiß, Grad III	GDT734_COMPLETE_WHOLE	0
G761-O130	f87r	f87	f87r.6	6	H	A	1	sheo	5	8	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	tos she keodaiin pcheos sheo so shkeody soraiin	3	keodaiin	ELIGIBLE	NONE	[keodaiin:?]	GDT734_CELL	1	4	pcheos	NONEXACT	NONE	[pcheos:?]	GDT734_CELL	1	6	so	ELIGIBLE	NONE	[so:?]	GDT734_CELL	1	7	shkeody	ELIGIBLE	NONE	[shkeody:?]	GDT734_CELL	1
G761-O131	f87r	f87	f87r.14	14	H	A	1	cheor	5	7	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	daiin shol cthey okeol cheor okeeo daiim	3	cthey	ELIGIBLE	MATERIAL	Pflanzendroge, Form I	GDT734_COMPLETE_WHOLE	0	4	okeol	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	6	okeeo	ELIGIBLE	NONE	[okeeo:?]	GDT734_CELL	1	7	daiim	ELIGIBLE	NONE	[daiim:?]	GDT734_CELL	1
G761-O132	f88r	f88	f88r.7	7	P	A	1	sheor	5	8	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol	3	qockhey	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	4	dory	ELIGIBLE	AMOUNT	abgemessene Portion	GDT734_COMPLETE_WHOLE	0	6	sholfchor	ELIGIBLE	NONE	[sholfchor:?]	GDT734_CELL	1	7	dal	ELIGIBLE	NONE	Rohstoff I, abgemessen	GDT734_COMPLETE_WHOLE	0
G761-O133	f88r	f88	f88r.22	22	P	A	1	cheor	4	6	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	ychey okaiin chol cheor ol chorcholsal	2	okaiin	ELIGIBLE	NONE	heißer Ansatz, Grad III	GDT734_COMPLETE_WHOLE	0	3	chol	ELIGIBLE	NONE	trocken/getrocknet	GDT758_COMPLETE_WHOLE	0	5	ol	ELIGIBLE	NONE	Ansatz oder Stoffkopf	GDT761_CARRIER_PRIOR	0	6	chorcholsal	ELIGIBLE	NONE	[chorcholsal:?]	GDT734_CELL	1
G761-O134	f88r	f88	f88r.30	30	P	A	1	cheor	2	7	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	ykeeey cheor cheotey cheol qokeor chetchy ofal	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	ykeeey	ELIGIBLE	NONE	[ykeeey:?]	GDT734_CELL	1	3	cheotey	ELIGIBLE	NONE	[cheotey:?]	GDT734_CELL	1	4	cheol	ELIGIBLE	NONE	trockenes Material	GDT734_COMPLETE_WHOLE	0
G761-O135	f88v	f88	f88v.6	6	P	A	1	cheor	3	8	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	teodal lkeo cheor roshckhy sorshy aiin cheokal saldaiin	1	teodal	ELIGIBLE	NONE	[teodal:?]	GDT734_CELL	1	2	lkeo	ELIGIBLE	NONE	[lkeo:?]	GDT734_CELL	1	4	roshckhy	NONEXACT	NONE	[roshckhy:?]	GDT734_CELL	1	5	sorshy	NONEXACT	NONE	[sorshy:?]	GDT734_CELL	1
G761-O136	f88v	f88	f88v.16	16	P	A	1	sheo	2	9	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	ysheod	ELIGIBLE	NONE	[ysheod:?]	GDT734_CELL	1	3	sheody	ELIGIBLE	NONE	feucht angesetzt; Anfangsstufe abgeschlossen	GDT734_COMPLETE_WHOLE	0	4	qokeody	ELIGIBLE	NONE	[qokeody:?]	GDT734_CELL	1
G761-O137	f88v	f88	f88v.19	19	P	A	1	sheo	2	9	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	odaiin sheo ol qokeey olaiin cheody chocthey oteody dy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	odaiin	NONEXACT	NONE	Zubereitung, Wertstufe III	GDT734_COMPLETE_WHOLE	0	3	ol	ELIGIBLE	NONE	Ansatz oder Stoffkopf	GDT761_CARRIER_PRIOR	0	4	qokeey	ELIGIBLE	HOT|END_STAGE	heiß am Ende des Grades	GDT734_COMPLETE_WHOLE	0
G761-O138	f88v	f88	f88v.21	21	P	A	1	cheor	6	8	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	toairy oteeody cpheody ykchey dam cheor chaly korain	4	ykchey	ELIGIBLE	HOT|DRY|PROCESS|MIDDLE_STAGE	erhitze und trockne hiervon bis zur Mittelstufe	GDT734_COMPLETE_WHOLE	0	5	dam	NONEXACT	NONE	abgemessenes Maß I	GDT734_COMPLETE_WHOLE	0	7	chaly	NONEXACT	NONE	[chaly:?]	GDT734_CELL	1	8	korain	NONEXACT	NONE	[korain:?]	GDT734_CELL	1
G761-O139	f88v	f88	f88v.24	24	P	A	1	sheor	2	8	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	daiin sheor sheedy daiin shoy qokeody doy dair	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	daiin	ELIGIBLE	NONE	Grad-/Maßwert III	GDT734_CELL	0	3	sheedy	ELIGIBLE	NONE	feucht am Ende des Grades	GDT734_COMPLETE_WHOLE	0	4	daiin	ELIGIBLE	NONE	Grad-/Maßwert III	GDT734_CELL	0
