surface	component_recipe	events	physical_pages	channel_class	reading_route	compact_default_de
alos	AL+O+S_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ziel- oder Anschlussstelle; Arbeitsgang ausführen; bezeichnete s-Stelle
alsy	AL+S+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; dieser Arbeitsgegenstand
altedy	AL+T+E+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ziel- oder Anschlussstelle; Arbeitsgang einstellen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand
aly	AL+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
alys	AL+Y+S	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand; Arbeitsvariante auswählen
amdy	AM_ADDR+DY	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Innenstelle; Arbeitsschritt schließen
amy	AM_ADDR+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Innenstelle; dieser Arbeitsgegenstand
araiin	AR+AIIN	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Entnahmestelle; Sollmaß
aral	AR+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Entnahmestelle; Ziel- oder Anschlussstelle
araly	AR+AL+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Entnahmestelle; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
aram	AR+AM_ADDR	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Entnahmestelle; Innenstelle
araydy	AR+A_ADDR+Y+DY	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Entnahmestelle; lokale Arbeitsstelle; dieser Arbeitsgegenstand; Arbeitsschritt schließen
ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	lokale Arbeitsstelle; Arbeitsgegenstand halten; dieser Arbeitsgegenstand; Arbeitsgang einstellen; länger oder gehalten; bezeichneter Teil
cfholdy	CFH+OL+DY	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	trennen; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen
chair	CH+AIR	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Flüssigkeits- oder Stationslauf
chalaly	CH+AL+AL+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
chary	AR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Entnahmestelle; dieser Arbeitsgegenstand
chchs	CH+CH+S	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen
chckhal	CH+CKH+AL	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; durch einen Durchlass führen; Ziel- oder Anschlussstelle
chckhey	CH+CKH+E+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand
chcthdy	CH+CTH+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; bis bereit führen; bezeichneter Teil; dieser Arbeitsgegenstand
chcthedy	CH+CTH+E+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; bis bereit führen; kurz oder direkt; Arbeitsschritt schließen
chcthey	CH+CTH+E+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand
chcthol	CH+CTH+OL	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; bis bereit führen; im selben Arbeitsgang fortfahren
chda	CHD+A_ADDR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgut umsetzen; lokale Arbeitsstelle
chdal	CHD+AL	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgut umsetzen; Ziel- oder Anschlussstelle
chealror	AL+R+OR	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ziel- oder Anschlussstelle; Zustand kennzeichnen; Ansatz oder Zubereitung
checholtar	CH+E+OL+T+AR	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; Entnahmestelle
checkho	CH+E+CKH+O	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; durch einen Durchlass führen; Arbeitsgang ausführen
checphedy	CH+E+CPH+E+DY	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; umleiten; kurz oder direkt; Arbeitsschritt schließen
ched	CHD	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgut umsetzen
chedain	CHD+AIN	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgut umsetzen; Portion
chedchy	CHD+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgut umsetzen; dieser Arbeitsgegenstand
chedol	CHD+OL	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgut umsetzen; im selben Arbeitsgang fortfahren
chedykar	CHD+Y+K+AR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle
chedyqokam	CHD+Y+OK+AM_ADDR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Arbeitsgang ansetzen; Innenstelle
cheeckhody	CH+EE+CKH+O+DY	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; länger oder gehalten; durch einen Durchlass führen; Arbeitsgang ausführen; Arbeitsschritt schließen
cheedar	EE+AR	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	länger oder gehalten; Entnahmestelle
cheeety	EEE+T+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	vollständig; Arbeitsgang einstellen; dieser Arbeitsgegenstand
cheeor	CH+EE+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; länger oder gehalten; Ansatz oder Zubereitung
cheeteey	CH+EE+T+EE+Y	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; länger oder gehalten; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand
cheg	CH+E+LOCAL_CHAR_G	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; lokales Schreibzeichen
chekal	CHK+AL	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; Ziel- oder Anschlussstelle
chekam	CHK+AM_ADDR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; Innenstelle
chekar	CHK+AR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; Entnahmestelle
chekeal	CHK+E+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; kurz oder direkt; Ziel- oder Anschlussstelle
chekeedy	CHK+EE+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; länger oder gehalten; Arbeitsschritt schließen
chekey	CHK+E+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; kurz oder direkt; dieser Arbeitsgegenstand
chekody	CHK+O+D_ADDR+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
cheo	CHEO	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Auszug
cheoar	CH+E+O+AR	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang ausführen; Entnahmestelle
cheojam	CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Auszug; lokales Schreibzeichen; lokale Arbeitsstelle; Innenstelle
cheokeeo	CH+E+OK+EE+O	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen
cheokeo	CH+E+OK+E+O	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen
cheokorchey	CHEO+K+OR+CH+E+Y	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Auszug; Material zugeben; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand
cheoky	CHEO+K+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Auszug; Material zugeben; dieser Arbeitsgegenstand
cheoltey	CH+E+OL+T+E+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand
cheotey	CHEO+T+E+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Auszug; Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand
chepol	CH+E+P+OL	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; Material einsetzen; im selben Arbeitsgang fortfahren
ches	CH+E+S	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsvariante auswählen
chetalchs	CH+E+T+AL+CH+S_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; bezeichnete s-Stelle
chetchy	CH+E+T+CH+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
chetedy	CH+E+T+E+D_ADDR+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand
cheteeser	CH+E+T+EE+S_ADDR+E+R	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; länger oder gehalten; bezeichnete s-Stelle; kurz oder direkt; Zustand kennzeichnen
chetody	CH+E+T+O+D_ADDR+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
chety	T+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; dieser Arbeitsgegenstand
cheyky	CH+E+Y+K+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand
chkain	CHK+AIN	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; Portion
chkal	CHK+AL	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; Ziel- oder Anschlussstelle
chkar	CHK+AR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; Entnahmestelle
chkchdar	CHK+CHD+AR	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; Arbeitsgut umsetzen; Entnahmestelle
chkchykoly	CHK+CH+Y+K+OL+Y	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand
chkeedy	CHK+EE+DY	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; länger oder gehalten; Arbeitsschritt schließen
chkeey	CHK+EE+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; länger oder gehalten; dieser Arbeitsgegenstand
chkor	CHK+OR	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand behandeln; Ansatz oder Zubereitung
chldaiin	L+AIIN	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	entlang des Arbeitswegs führen; Sollmaß
choaiin	CH+O+AIIN	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Sollmaß
chochor	HO+CH+OR	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Teil des sichtbaren Gegenstands; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
choctheeey	CH+O+CTH+EEE+Y	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bis bereit führen; vollständig; dieser Arbeitsgegenstand
chocthy	CH+O+CTH+Y	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bis bereit führen; dieser Arbeitsgegenstand
chod	CH+O+D_ADDR	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil
chodaiin	CH+O+D_ADDR+AIIN	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; Sollmaß
chodaly	HO+AL+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Teil des sichtbaren Gegenstands; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
chodl	CH+O+D_ADDR+L	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen
choeea	CH+O+EE+A_ADDR	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; länger oder gehalten; lokale Arbeitsstelle
choer	CH+O+E+R	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; kurz oder direkt; Zustand kennzeichnen
choeteedy	HO+E+T+EE+DY	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Teil des sichtbaren Gegenstands; kurz oder direkt; Arbeitsgang einstellen; länger oder gehalten; Arbeitsschritt schließen
chok	OK	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen
chokain	OK+AIN	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Portion
chokal	OK+AL	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle
chokcheo	OK+CHEO	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Auszug
chokchey	OK+CH+E+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand
chokchol	OK+OL	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren
chokchy	OK+CH+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
chokear	OK+E+AR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Entnahmestelle
chokol	OK+OL	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren
choksy	OK+S+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsvariante auswählen; dieser Arbeitsgegenstand
cholaiin	OL+AIIN	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Sollmaß
cholkal	OL+K+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Material zugeben; Ziel- oder Anschlussstelle
cholor	OL+OR	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; Ansatz oder Zubereitung
chopchal	CH+O+P+CH+AL	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle
chopchedy	CH+O+P+CHD+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
chorcholsal	CH+OR+OL+S+AL	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung; im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle
chosals	CH+O+S+AL+S	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen
chotchey	CH+OT+CH+E+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; danach oder nächster Posten; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand
choy	HO+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Teil des sichtbaren Gegenstands; dieser Arbeitsgegenstand
chpor	CH+P+OR	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Material einsetzen; Ansatz oder Zubereitung
chtchor	CH+T+CH+OR	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
chteey	CH+T+EE+Y	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand
chtorol	CH+T+OR+OL	1	f83r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; Ansatz oder Zubereitung; im selben Arbeitsgang fortfahren
chty	CH+T+Y	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; dieser Arbeitsgegenstand
chykar	CH+Y+K+AR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle
chykchs	CH+Y+K+CH+S	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen
chykey	CH+Y+K+E+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand
cphal	CPH+AL	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	umleiten; Ziel- oder Anschlussstelle
cphedy	CPH+E+DY	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	umleiten; kurz oder direkt; Arbeitsschritt schließen
cpheey	CPH+EE+Y	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	umleiten; länger oder gehalten; dieser Arbeitsgegenstand
cphocthy	CPH+O+CTH+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	umleiten; Arbeitsgang ausführen; bis bereit führen; dieser Arbeitsgegenstand
cphy	CPH+Y	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	umleiten; dieser Arbeitsgegenstand
cth	CTH	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bis bereit führen
cthaiin	CTH+AIIN	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bis bereit führen; Sollmaß
ctheol	CTH+E+OL	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bis bereit führen; kurz oder direkt; im selben Arbeitsgang fortfahren
cthey	CTH+E+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand
cthoor	CTH+O+OR	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bis bereit führen; Arbeitsgang ausführen; Ansatz oder Zubereitung
cthor	CTH+OR	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bis bereit führen; Ansatz oder Zubereitung
cthyd	CTH+Y+D_ADDR	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bis bereit führen; dieser Arbeitsgegenstand; bezeichneter Teil
dackhy	DA+CKH+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; durch einen Durchlass führen; dieser Arbeitsgegenstand
dadaiin	DA+D_ADDR+AIIN	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; bezeichneter Teil; Sollmaß
daii	DA+IIN	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; Arbeitsstufe
daiial	DA+IIN+AL	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; Arbeitsstufe; Ziel- oder Anschlussstelle
daiidy	DA+IIN+DY	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; Arbeitsstufe; Arbeitsschritt schließen
daiiin	DA+IIN	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; Arbeitsstufe
daiiny	D_ADDR+AIIN+Y	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Sollmaß; dieser Arbeitsgegenstand
daim	DA+IIN+M_LOCAL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; Arbeitsstufe; lokales Schreibzeichen
dainy	AIN+Y	1	f75r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Portion; dieser Arbeitsgegenstand
dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Flüssigkeits- oder Stationslauf; lokale Arbeitsstelle; Innenstelle
dairchey	D_ADDR+AIR+CH+E+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bezeichneter Teil; Flüssigkeits- oder Stationslauf; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand
dairydy	AIR+Y+DY	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Flüssigkeits- oder Stationslauf; dieser Arbeitsgegenstand; Arbeitsschritt schließen
dalalody	AL+AL+O+DY	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle; Arbeitsgang ausführen; Arbeitsschritt schließen
dalchdy	AL+CHD+DY	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ziel- oder Anschlussstelle; Arbeitsgut umsetzen; Arbeitsschritt schließen
dam	DA+AM_ADDR	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	zweite Arbeitsstufe; Innenstelle
