target_ordinal	surface	reader_decision	support_tier	support_rank	support_band	final_recipe	target_event_count	target_physical_pages	observed_requirement_modes	visible_action_roots	visible_argument_roots	future_action_contract	future_argument_contract	minimum_future_state_for_verbal_clause	neutral_component_reading_de	known_contextual_readings_de	tier_route_class	tier_trace	tier_evidence	tier_context_relation	tier_caution	weak_queue_candidate	weak_queue_reason	source_reader	reading_scope	guard
49	dyky	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	D_ADDR+Y+K+Y	1	f66r	SELF_CONTAINED	K	Y|Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Hier; beide Posten geben.	Ordne den laufenden Eintrag [außen] und den laufenden Eintrag [innen] zu; an der bezeichneten Stelle.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[D_ADDR+Y | K+Y]	tiles=2;minimum_tile_events=2;old_seams=1/1;old_skeleton_events=14;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
50	dytcheey	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	D_ADDR+Y+T+CH+EE+Y	1	f4r	SELF_CONTAINED	T|CH	Y|Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Hier; beide Posten einstellen und nehmen; auf Grad II.	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen]; auf Grad II; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[d+[yt]+cheey]	anchor=Y+T;anchor_old_events=1;old_interfaces=2/2;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
51	faiis	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	BOUNDED_SPECIAL_VISIBLE_ROUTE	LOCAL_CHAR_F+IIN+S	1	f20v	SELF_CONTAINED	S	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Hier; auf der bezeichneten Stufe; wählen.	Wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	PREFIX_CONDITIONED_CURRENT_AIIS_CHANNEL	f→LOCAL_CHAR_F | aiis→IIN+S	old_cover_paths=0;old_interfaces=1/2;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	aiis is prefix-conditioned and has no global recipe value	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
52	fchdar	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	LOCAL_CHAR_F+CHD+AR	1	f66r	REQUIRES_ACTIVE_ARGUMENT	CHD	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Hier; bearbeiten; vom Ausgang.	Bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle.	RECIPE_ANCHOR_ALL_INTERFACES_OLD	PRIMARY[[NO_EXACT_OLD_VISIBLE_STEM]]	anchor=CHD+AR;anchor_old_events=3;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
53	fchedyr	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	LOCAL_CHAR_F+CHD+Y+R	1	f66r	SELF_CONTAINED	CHD|R	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Hier; den Posten bearbeiten und markieren.	Bearbeite den laufenden Eintrag und kennzeichne den laufenden Eintrag; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[f+[chedy]+r]	anchor=CHD+Y;anchor_old_events=107;old_interfaces=2/2;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
54	folchol	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	WORKING_DEFAULT_FRAGMENT	LOCAL_CHAR_F+OL+OL	1	f20v	REQUIRES_ACTIVE_ACTION	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Hier; zweimal fortsetzen.	Im laufenden Satz halte; an der bezeichneten Stelle; führe 2-mal fort.	RECIPE_ANCHOR_ALL_INTERFACES_OLD	PRIMARY[[NO_EXACT_OLD_VISIBLE_STEM]]	anchor=OL+OL;anchor_old_events=2;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_DISJOINT	ANCHOR_CONTEXT_MODE_DIFFERENCE | EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	YES	ANCHOR_CONTEXT_MODE_DIFFERENCE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
55	fshodchy	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	f20v	SELF_CONTAINED	SH|CH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Hier; den Posten halten und nehmen; zur Ausführung; hier.	Halte den Pflanzenposten und nimm den Pflanzenposten; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[f+[shod]+chy]	anchor=SH+O+D_ADDR;anchor_old_events=2;old_interfaces=2/2;recurrent_channels=2;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
56	kardy	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	K+AR+DY	1	f66r	REQUIRES_ACTIVE_ARGUMENT	K	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Geben; vom Ausgang; abschließen.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[[kar]+dy]	anchor=K+AR;anchor_old_events=6;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
57	kcheeky	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	K+CH+EE+K+Y	1	f66r	SELF_CONTAINED	K|CH|K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben, nehmen und erneut geben; auf Grad II.	Ordne den laufenden Eintrag zu, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[kchee+[ky]]	anchor=K+Y;anchor_old_events=7;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
58	kcheody	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	K+CH+E+O+D_ADDR+Y	1	f66r	SELF_CONTAINED	K|CH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[k+[cheo]+dy]	anchor=CH+E+O;anchor_old_events=6;old_interfaces=2/2;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
59	kchody	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	K+CH+O+D_ADDR+Y	1	f66r	SELF_CONTAINED	K|CH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben und nehmen; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[k+[chody]]	anchor=CH+O+D_ADDR+Y;anchor_old_events=8;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
60	kechody	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	K+E+CH+O+D_ADDR+Y	1	f66r	SELF_CONTAINED	K|CH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[ke+[chody]]	anchor=CH+O+D_ADDR+Y;anchor_old_events=8;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
61	keedey	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	K+EE+D_ADDR+E+Y	1	f31r	SELF_CONTAINED	K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben; auf Grad II; hier; auf Grad I.	Gib den Pflanzenposten zu; auf Grad II und auf Grad I; an der bezeichneten Stelle.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[keed+[ey]]	anchor=E+Y;anchor_old_events=5;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
62	keeol	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	K+EE+OL	1	f31r	REQUIRES_ACTIVE_ARGUMENT	K	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Geben; auf Grad II; fortsetzen.	Gib den Pflanzenposten [wie zuvor] zu; auf Grad II; führe fort.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	k→K | ee→EE | ol→OL	old_cover_paths=3;old_interfaces=2/2;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
63	keody	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	K+E+O+D_ADDR+Y	3	f20v|f66r	SELF_CONTAINED	K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben; auf Grad I; zur Ausführung; hier.	Gib den Pflanzenposten zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle. || Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	RECIPE_ANCHOR_ALL_INTERFACES_OLD	PRIMARY[[NO_EXACT_OLD_VISIBLE_STEM]]	anchor=O+D_ADDR+Y;anchor_old_events=1;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
64	kodalchy	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	K+O+D_ADDR+AL+CH+Y	1	f4r	SELF_CONTAINED	K|CH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben und nehmen; zur Ausführung; hier; am Zielort.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Zielstelle; zur Ausführung; an der bezeichneten Stelle.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[[kod]+alchy]	anchor=K+O+D_ADDR;anchor_old_events=1;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
65	kodary	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	WORKING_DEFAULT_COMPLETE_OLD_TILES	K+O+D_ADDR+AR+Y	1	f66r	SELF_CONTAINED	K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben; zur Ausführung; hier; vom Ausgang.	Ordne den laufenden Eintrag zu; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle.	COMPLETE_TILES_AND_OLD_SEAMS_ONLY	OLD_TILES[K+O+D_ADDR | AR+Y]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=0;ordered_statement_paths=0;adjacent_paths=0	NO_EXACT_PORTABLE_SKELETON	NO_COMPLETE_OLD_PORTABLE_SKELETON_OR_ORDERED_STATEMENT_PATH	YES	COMPLETE_OLD_TILES_AND_SEAMS_ONLY	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
66	kody	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	WORKING_DEFAULT_FRAGMENT	K+O+DY	1	f66r	SELF_CONTAINED	K	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Geben; zur Ausführung; abschließen.	Ordne zu; zur Ausführung; schließe den Schritt.	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	PRIMARY[k+[ody]]	anchor=O+DY;anchor_old_events=5;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_DISJOINT	ANCHOR_CONTEXT_MODE_DIFFERENCE | EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	YES	ANCHOR_CONTEXT_MODE_DIFFERENCE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
67	ld	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	L+D_ADDR	1	f66r	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	NONE	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Über die Verbindung; hier.	Im laufenden Satz lege den laufenden Eintrag [wie zuvor] fest; über die Eintragsverbindung; an der bezeichneten Stelle.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	l→L | d→D_ADDR	old_cover_paths=1;old_interfaces=1/1;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
68	lkeol	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	L+K+E+OL	1	f66r	REQUIRES_ACTIVE_ARGUMENT	K	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Über die Verbindung; geben; auf Grad I; fortsetzen.	Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung; auf Grad I; führe fort.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[l+[keol]]	anchor=K+E+OL;anchor_old_events=4;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
69	lodaiin	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	L+O+D_ADDR+AIIN	1	f66r	REQUIRES_ACTIVE_ACTION	NONE	AIIN	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	ACTIVE_ACTION	Über die Verbindung; zur Ausführung; hier; Wert.	Im laufenden Satz ordne den Kennwert zu; über die Eintragsverbindung; zur Ausführung; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[l+[odaiin]]	anchor=O+D_ADDR+AIIN;anchor_old_events=6;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
70	lpchees	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	L+P+CH+EE+S	1	f66r	REQUIRES_ACTIVE_ARGUMENT	P|CH|S	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Über die Verbindung; einsetzen, nehmen und wählen; auf Grad II.	Setze den laufenden Eintrag [wie zuvor] ein, entnimm den laufenden Eintrag [wie zuvor] und wähle den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad II.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	l→L | p→P | ch→CH | ee→EE | s→S	old_cover_paths=4;old_interfaces=4/4;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
71	lsheody	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	L+SH+E+O+D_ADDR+Y	1	f66r	SELF_CONTAINED	SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Über die Verbindung; den Posten halten; auf Grad I; zur Ausführung; hier.	Halte den laufenden Eintrag fest; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[L+SH+E | O+D_ADDR+Y]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=10;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
72	ltsholy	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	L+T+SH+OL+Y	1	f66r	SELF_CONTAINED	T|SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Über die Verbindung; den Posten einstellen und halten; fortsetzen.	Lege den laufenden Eintrag fest und halte den laufenden Eintrag fest; über die Eintragsverbindung; führe fort.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[l+[tshol]+y]	anchor=T+SH+OL;anchor_old_events=1;old_interfaces=2/2;recurrent_channels=2;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
