assignment_ordinal	source_kind	slot_id	source_event_or_card_id	statement_or_record_id	physical_page	register	locus	owner_de	surface	surface_template	name_slot_in_label	raw_name_core	content_class	class_core_key	type_default_id	label_slot_count	occurrence_role	visual_object_context	semantic_family	name_role	segmentation_status	gdt585_primary_default_de	composition_atom_de	gdt582_legacy_house_alias_de	strongest_rival_de	working_basis	primary_governor_key	guard
54	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0424:NAME_2	P1008-E0424	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0424	f72r	CELESTIAL	f72r3.25	lokale Kennung für Tierkreis-Ringgruppe H	olfsheoral	ol{NAME_1}sh{NAME_2}al	2	eor	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::eor	GDT582-N041	2	CARRIED_FIGURE_OR_ATTRIBUTE_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	CARRIED_OR_ATTRIBUTE_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert EOR	Ringwert EOR	NONE	gelernter Figuren- oder Sternname EOR	1_OCCURRENCES__CARRIED_OR_ATTRIBUTE_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0424	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
55	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0452:NAME_1	P1008-E0452	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0452	f72r	CELESTIAL	f72r3.27	lokale Kennung für Tierkreis-Ringgruppe I	opalal	{NAME_1}alal	1	op	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::op	GDT582-N006	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert OP	Ringwert OP	NONE	gelernter Figuren- oder Sternname OP	3_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0452	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
56	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0453:NAME_1	P1008-E0453	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0453	f72r	CELESTIAL	f72r3.28	lokale Kennung für Tierkreis-Ringgruppe I	yfary	{NAME_1}ar{NAME_2}	1	yf	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::yf	GDT582-N042	2	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert YF	Ringwert YF	NONE	gelernter Figuren- oder Sternname YF	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0453	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
57	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0453:NAME_2	P1008-E0453	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0453	f72r	CELESTIAL	f72r3.28	lokale Kennung für Tierkreis-Ringgruppe I	yfary	{NAME_1}ar{NAME_2}	2	y	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::y	GDT582-N020	2	CARRIED_FIGURE_OR_ATTRIBUTE_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_AND_CARRIED_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert Y	Ringwert Y	NONE	gelernter Figuren- oder Sternname Y	4_OCCURRENCES__PRIMARY_AND_CARRIED_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0453	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
58	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0454:NAME_1	P1008-E0454	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0454	f72r	CELESTIAL	f72r3.29	lokale Kennung für Tierkreis-Ringgruppe I	oraiiral	or{NAME_1}al	1	aiir	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::aiir	GDT582-N043	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert AIIR	Ringwert AIIR	NONE	gelernter Figuren- oder Sternname AIIR	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0454	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
59	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0455:NAME_1	P1008-E0455	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0455	f72r	CELESTIAL	f72r3.30	lokale Kennung für Tierkreis-Ringgruppe I	ytoar	{NAME_1}ar	1	yto	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::yto	GDT582-N044	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert YTO	Ringwert YTO	NONE	gelernter Figuren- oder Sternname YTO	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0455	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
60	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0457:NAME_1	P1008-E0457	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0457	f72r	CELESTIAL	f72r3.31	lokale Kennung für Tierkreis-Ringgruppe I	octho	{NAME_1}cth{NAME_2}	1	o	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::o	GDT582-N010	2	DUPLICATE_SAME_RING_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_AND_CARRIED_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert O	Ringwert O	NONE	gelernter Figuren- oder Sternname O	3_OCCURRENCES__PRIMARY_AND_CARRIED_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0457	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
61	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0457:NAME_2	P1008-E0457	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0457	f72r	CELESTIAL	f72r3.31	lokale Kennung für Tierkreis-Ringgruppe I	octho	{NAME_1}cth{NAME_2}	2	o	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::o	GDT582-N010	2	DUPLICATE_SAME_RING_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_AND_CARRIED_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert O	Ringwert O	NONE	gelernter Figuren- oder Sternname O	3_OCCURRENCES__PRIMARY_AND_CARRIED_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0457	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
62	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0459:NAME_1	P1008-E0459	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0459	f72r	CELESTIAL	f72r3.33	lokale Kennung für Tierkreis-Ringgruppe I	oletal	ol{NAME_1}al	1	et	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::et	GDT582-N045	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert ET	Ringwert ET	NONE	gelernter Figuren- oder Sternname ET	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0459	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
63	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0081:NAME_1	P1003-E0081	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0081	f77r	BIOLOGICAL	f77r.1	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	darchdar	{NAME_1}ar{NAME_2}ar	1	d	BATH_OR_OUTLET_STATION	BATH_OR_OUTLET_STATION::d	GDT582-N046	2	COMMON_LEFT_END_FIGURE	BATH_ITINERARY_LABEL	SYMMETRIC_HUMAN_TERMINAL	COMMON_END_STATION_CLASS	OPAQUE_WHOLE_CORE	Endfigur	Endfigur d	Ablauf	Ablauf oder Endstelle	TWO_SYMMETRIC_HUMAN_END_LABELS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0081	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
64	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0081:NAME_2	P1003-E0081	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0081	f77r	BIOLOGICAL	f77r.1	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	darchdar	{NAME_1}ar{NAME_2}ar	2	chd	BATH_OR_OUTLET_STATION	BATH_OR_OUTLET_STATION::chd	GDT582-N047	2	LEFT_SOURCE_CONNECTION	BATH_ITINERARY_LABEL	LEFT_SOURCE_CONNECTION	LEFT_TERMINAL_SUBCLASS	OPAQUE_WHOLE_CORE	linker Speiseanschluss	linker Speiseanschluss	erwärmtes Becken	erwärmtes Becken	LEFT_SOURCE_SIDE_IN_D_PLUS_CHD_END_LABEL	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0081	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
65	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0082:NAME_1	P1003-E0082	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0082	f77r	BIOLOGICAL	f77r.2	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	olkchs	ol{NAME_1}	1	kchs	BATH_OR_OUTLET_STATION	BATH_OR_OUTLET_STATION::kchs	GDT582-N048	1	SINGLE_LEARNED_VALUE	BATH_ITINERARY_LABEL	LEFT_INNER_CONNECTION_HEAD	INNER_CONNECTION_HEAD	OPAQUE_WHOLE_CORE	linker Anschlusskopf	linker Anschlusskopf	Zulaufrohr	Zulaufrohr	FIRST_INNER_HEAD_AFTER_LEFT_TERMINAL	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0082	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
66	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0084:NAME_1	P1003-E0084	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0084	f77r	BIOLOGICAL	f77r.4	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	otork	ot{NAME_1}	1	ork	BATH_OR_OUTLET_STATION	BATH_OR_OUTLET_STATION::ork	GDT582-N049	1	SINGLE_LEARNED_VALUE	BATH_ITINERARY_LABEL	CENTRAL_DRIP_OUTLET_HEAD	INNER_OUTLET_HEAD	OPAQUE_WHOLE_CORE	mittlerer Tropfkopf	mittlerer Tropfkopf	Badebecken	Badebecken	TEXT_BELOW_DARK_BLUE_DRIPPING_HEAD__NO_BASIN	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0084	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
67	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0087:NAME_1	P1003-E0087	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0087	f77r	BIOLOGICAL	f77r.7	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	soral	{NAME_1}al	1	sor	BATH_OR_OUTLET_STATION	BATH_OR_OUTLET_STATION::sor	GDT582-N050	1	SINGLE_LEARNED_VALUE	BATH_ITINERARY_LABEL	RIGHT_TARGET_SPRAY_HEAD	INNER_TARGET_HEAD	OPAQUE_WHOLE_CORE	rechter Sprühkopf	rechter Sprühkopf	Sitz- oder Behandlungsstation	Sitz- oder Behandlungsstation	RIGHT_INNER_HEAD_WITH_AL_TARGET_FRAME__NO_VISIBLE_SEAT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0087	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
68	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0088:NAME_1	P1003-E0088	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0088	f77r	BIOLOGICAL	f77r.8	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	dotedy	{NAME_1}ot{NAME_2}	1	d	BATH_OR_OUTLET_STATION	BATH_OR_OUTLET_STATION::d	GDT582-N046	2	COMMON_RIGHT_END_FIGURE	BATH_ITINERARY_LABEL	SYMMETRIC_HUMAN_TERMINAL	COMMON_END_STATION_CLASS	OPAQUE_WHOLE_CORE	Endfigur	Endfigur d	Ablauf	Ablauf oder Endstelle	TWO_SYMMETRIC_HUMAN_END_LABELS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0088	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
69	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0088:NAME_2	P1003-E0088	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0088	f77r	BIOLOGICAL	f77r.8	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	dotedy	{NAME_1}ot{NAME_2}	2	edy	BATH_OR_OUTLET_STATION	BATH_OR_OUTLET_STATION::edy	GDT582-N051	2	RIGHT_END_CONNECTION	BATH_ITINERARY_LABEL	RIGHT_EXTRACTION_TERMINAL	RIGHT_TERMINAL_SUBCLASS	OPAQUE_WHOLE_CORE	rechter Endanschluss	rechter Endanschluss	Kühlablauf	Kühlablauf	RIGHT_HUMAN_ENDPOINT_IN_D_PLUS_EDY_LABEL__NO_COOLING_MARK	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0088	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
70	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0413:NAME_1	P1003-E0413	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0413	f88v	PHARMA	f88v.1	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	okalyd	okal{NAME_1}	1	yd	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::yd	GDT582-N052	1	SINGLE_LEARNED_VALUE	APOTHECARY_CONTAINER_LABEL	APOTHECARY_CONTAINER_DEFAULT	CONTAINER_CONTENT_HEAD	OPAQUE_WHOLE_CORE	Honigvorrat	Bindemittelvorrat	Honig	anderer Arzneivorrat im Gefäß	IMAGE_CONTAINER__LEGACY_ALIAS_RETAINED	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0413	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
71	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0414:NAME_1	P1003-E0414	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0414	f88v	PHARMA	f88v.2	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	cheocthy	{NAME_1}cthy	1	cheo	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::cheo	GDT582-N053	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	CHEO_FIBRE_ROOT_FAMILY	BOTANICAL_DRUG_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	dunkle Faserwurzeldroge	Faserwurzeltyp CHEO	Essig	Essig als alter Werkstattalias	IMAGE_PLANT_FRAGMENT__FORMAL_CHEO_FAMILY	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0414	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
72	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0415:NAME_1	P1003-E0415	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0415	f88v	PHARMA	f88v.3	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	cpheor	{NAME_1}or	1	cphe	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::cphe	GDT582-N054	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	knollige Wurzeldroge mit Blatttrieb	Knollenwurzel	Milch	Milch als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0415	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
73	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0417:NAME_1	P1003-E0417	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0417	f88v	PHARMA	f88v.4	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	arody	ar{NAME_1}	1	ody	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::ody	GDT582-N055	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	blühende Knollenwurzel	blühende Knollenwurzel	Bienenwachs	Bienenwachs als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0417	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
74	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0458:NAME_1	P1003-E0458	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0458	f88v	PHARMA	f88v.11	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	otoram	ot{NAME_1}am	1	or	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::or	GDT582-N056	1	SINGLE_LEARNED_VALUE	APOTHECARY_CONTAINER_LABEL	OTORA_ROOT_FAMILY	BOTANICAL_DRUG_OR_STOCK_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	helle Wurzeldroge	helle Wurzeldroge	Olivenöl	Olivenöl als alter Werkstattalias	IMAGE_ROOT_AND_CONTAINER__CROSS_PAGE_REPEAT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0458	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
75	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0459:NAME_1	P1003-E0459	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0459	f88v	PHARMA	f88v.12	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	otora	ot{NAME_1}	1	ora	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::ora	GDT582-N057	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	OTORA_ROOT_FAMILY	BOTANICAL_DRUG_HEAD	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	mehrfingrige Blütenwurzel	OTORA-Wurzelvariante	Eiweiß	Eiweiß als alter Werkstattalias	IMAGE_PLANT_FRAGMENT__FORMAL_OTORA_FAMILY	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0459	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
76	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0460:NAME_1	P1003-E0460	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0460	f88v	PHARMA	f88v.13	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	cheosdy	{NAME_1}	1	cheosdy	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::cheosdy	GDT582-N058	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	CHEO_FIBRE_ROOT_FAMILY	BOTANICAL_FAMILY_VARIANT	FAMILY_RELATED_WHOLE_CORE__NO_AUTOMATIC_SUBSTRING_PARSE	gebänderte Faserwurzel der CHEO-Familie	CHEO-Wurzelvariante	Eigelb	Eigelb als alter Werkstattalias	IMAGE_PLANT_FRAGMENT__FORMAL_CHEO_FAMILY	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0460	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
77	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0554:NAME_1	P1003-E0554	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0554	f88v	PHARMA	f88v.27	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	daramdal	{NAME_1}ar{NAME_2}dal	1	d	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::d	GDT582-N059	2	ROOT_PART	APOTHECARY_CONTAINER_LABEL	COMPOSITIONAL_PLANT_PART	ROOT_PART_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Wurzeldroge	Wurzel	Wasser	Wasser als alter Werkstattanker	FOUR_ROOT_IMAGES__TWO_CONTAINER_OCCURRENCES__COMPOUND_GRAPH	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0554	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
78	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0554:NAME_2	P1003-E0554	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0554	f88v	PHARMA	f88v.27	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	daramdal	{NAME_1}ar{NAME_2}dal	2	am	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::am	GDT582-N060	2	PREPARATION_BASE	APOTHECARY_CONTAINER_LABEL	PREPARATION_BASE	COMPOUND_BASE_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Salbengrundlage	Salbengrundlage	Schmalz	Schmalz	D_PLUS_AM_COMPOUND__LEGACY_BASE_ALIAS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0554	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
79	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0555:NAME_1	P1003-E0555	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0555	f88v	PHARMA	f88v.28	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	otydary	ot{NAME_1}dar{NAME_2}	1	y	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::y	GDT582-N061	2	REPEATED_PLANT_REFERENCE	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	AERIAL_PLANT_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Krautdroge	Kraut- oder Pflanzenform	Wein	Wein als alter Werkstattanker	THREE_PLANT_IMAGES__REPEATED_COMPOUNDS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0555	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
80	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0555:NAME_2	P1003-E0555	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0555	f88v	PHARMA	f88v.28	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	otydary	ot{NAME_1}dar{NAME_2}	2	y	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::y	GDT582-N061	2	REPEATED_PLANT_REFERENCE	PICTURED_PLANT_FRAGMENT_LABEL	COMPOSITIONAL_PLANT_PART	AERIAL_PLANT_ATOM	OCCURRENCE_LEVEL_COMPOSITION_ATOM__STRING_PARSE_NOT_PORTABLE	Krautdroge	Kraut- oder Pflanzenform	Wein	Wein als alter Werkstattanker	THREE_PLANT_IMAGES__REPEATED_COMPOUNDS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0555	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
81	GDT581_NAME_SPAN	LOCAL_NAME:P1003-E0556:NAME_1	P1003-E0556	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0556	f88v	PHARMA	f88v.29	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	otdordy	ot{NAME_1}	1	dordy	DRUG_OR_INGREDIENT_OBJECT	DRUG_OR_INGREDIENT_OBJECT::dordy	GDT582-N062	1	SINGLE_LEARNED_VALUE	PICTURED_PLANT_FRAGMENT_LABEL	ROOT_DRUG	BOTANICAL_DRUG_HEAD	OPAQUE_WHOLE_CORE	große Speicherwurzel	Speicherwurzel	Butter	Butter als alter Werkstattalias	IMAGE_PLANT_FRAGMENT	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0556	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
