source_page	physical_page	locus	usage_classes	visible_owner_de	events	surfaces	recipes	spoken_units	complete_second_reading_de
f70v2	f70v	f70v2.22	LABEL	Fischrad mit Stern tragenden Figuren	2	otar · am	OT+AR | AM_ADDR	2	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: Innenplatz.
f70v2	f70v	f70v2.23	LABEL	Fischrad mit Stern tragenden Figuren	2	otar · al	OT+AR | AL	2	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: Zielplatz.
f70v2	f70v	f70v2.24	LABEL	Fischrad mit Stern tragenden Figuren	1	otalar	OT+AL+AR	1	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Quell- oder Bezugsstelle.
f70v2	f70v	f70v2.25	LABEL	Fischrad mit Stern tragenden Figuren	1	otalam	OT+AL+AM_ADDR	1	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Innenplatz.
f70v2	f70v	f70v2.26	LABEL	Fischrad mit Stern tragenden Figuren	1	dolaram	D_ADDR+OL+AR+AM_ADDR	1	Fischrad mit Stern tragenden Figuren: Unterplatz, gleiche Reihe weiter, Quell- oder Bezugsstelle, Innenplatz.
f70v2	f70v	f70v2.27	LABEL	Fischrad mit Stern tragenden Figuren	1	okaram	OK+AR+AM_ADDR	1	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Quell- oder Bezugsstelle, Innenplatz.
f70v2	f70v	f70v2.28	LABEL	Fischrad mit Stern tragenden Figuren	1	oteosal	OT+E+O+S_ADDR+AL	1	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug, Zielplatz.
f70v2	f70v	f70v2.29	LABEL	Fischrad mit Stern tragenden Figuren	1	salols	S_LABEL+AL+OL+S_LABEL	1	Fischrad mit Stern tragenden Figuren: s-Zeichen, Zielplatz, gleiche Reihe weiter, s-Zeichen.
f70v2	f70v	f70v2.30	LABEL	Fischrad mit Stern tragenden Figuren	1	okaldal	OK+AL+AL	1	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz.
f70v2	f70v	f70v2.31	LABEL	Fischrad mit Stern tragenden Figuren	1	ykolaiin	Y+K+OL+AIIN	1	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, gleiche Reihe weiter, verzeichneter Wert.
f70v2	f70v	f70v2.32	RING_TEXT	Fischrad mit Stern tragenden Figuren	22	otal · daly · oteoal · dal · aildy · otaiin · ar · oteey · shal · o · qoteeal · ar · al · otaiin · al · teodaiin · oteeo · cthey · oteeos · oteos · aiin · daim	OT+AL | AL+Y | OT+E+O+AL | AL | A_ADDR+IIN+L+DY | OT+AIIN | AR | OT+EE+Y | SH+AL | O | OT+EE+AL | AR | AL | OT+AIIN | AL | T+E+O+AIIN | OT+EE+O | CTH+E+Y | OT+EE+O+S_ADDR | OT+E+O+S_ADDR | AIIN | DA+IIN+M_LOCAL	18	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz. Fischrad mit Stern tragenden Figuren: Zielplatz, dieser Platz. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Zielplatz. Fischrad mit Stern tragenden Figuren: Zielplatz. Fischrad mit Stern tragenden Figuren: lokale Adresse, Indexstufe, Verbindung, Eintrag schließen. Fischrad mit Stern tragenden Figuren: nächster Platz, verzeichneter Wert. Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: Bezug halten, Zielplatz. Fischrad mit Stern tragenden Figuren: Reihe aufrufen. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Zielplatz. Fischrad mit Stern tragenden Figuren: Platz markieren, erster Grad, Reihe aufrufen, verzeichneter Wert. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen. Fischrad mit Stern tragenden Figuren: Statusklasse, erster Grad, dieser Platz. Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Sternbezug. Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug. Fischrad mit Stern tragenden Figuren: verzeichneter Wert. Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe, m-Zeichen.
f70v2	f70v	f70v2.33	LABEL	Fischrad mit Stern tragenden Figuren	1	otolal	OT+OL+AL	1	Fischrad mit Stern tragenden Figuren: nächster Platz, gleiche Reihe weiter, Zielplatz.
f88r	f88r	f88r.1	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	otorchety	OT+OR+CH+E+T+Y	1	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, Eintragsklasse, Klassenkennung, erster Grad, Platz markieren, dieser Platz.
f88r	f88r	f88r.2	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	osal	O+S+AL	1	drei Gefaesse mit Wurzel- und Blattreihen: Reihe aufrufen, Klassenzeichen, Zielplatz.
f88r	f88r	f88r.3	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	orald	OR+AL+D_ADDR	1	drei Gefaesse mit Wurzel- und Blattreihen: Eintragsklasse, Zielplatz, Unterplatz.
f88r	f88r	f88r.4	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	oldar	OL+DA+R	1	drei Gefaesse mit Wurzel- und Blattreihen: gleiche Reihe weiter, zweite Stufe, Zustandsmarke.
f88r	f88r	f88r.5	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	otoky	OT+OK+Y	1	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, Platz aktivieren, dieser Platz.
f88r	f88r	f88r.6	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	otaly	OT+AL+Y	1	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, Zielplatz, dieser Platz.
f88r	f88r	f88r.7	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	8	dorsheoy · ctheol · qockhey · dory · sheor · sholfchor · dal · chcthol	D_ADDR+OR+SH+E+O+Y | CTH+E+OL | O+CKH+E+Y | D_ADDR+OR+Y | SH+E+OR | SH+OL+LOCAL_CHAR_F+CH+OR | AL | CH+CTH+OL	6	Aus diesem Teil den Ansatz und diesen Posten kurz halten und ausführen. Weiter kurz bereitstellen. Diesen Posten kurz ausführen durch den Durchlass. Aus diesem Teil den Ansatz und diesen Posten kurz halten. Weiter den Ansatz halten und entnehmen mit f-Zeichen. Weiter entnehmen und bereitstellen zur Ziel- oder Anschlussstelle.
f88r	f88r	f88r.8	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	12	ral · sheom · keol · chear · shekor · qokor · daiin · sar · s · aiin · oky · sam	R+AL | SH+E+O+AM_ADDR | K+E+OL | CH+E+AR | SH+E+K+OR | OK+OR | AIIN | S+AR | S | AIIN | OK+Y | S+AM_ADDR	10	Kennzeichnen zur Ziel- oder Anschlussstelle. Kurz halten und ausführen zur Innenstelle. Weiter kurz zugeben. Von der Entnahmestelle kurz entnehmen. Den Ansatz kurz halten und zugeben. Den Ansatz ansetzen. Von der Entnahmestelle nach Sollmaß wählen. Wählen. Nach Sollmaß diesen Posten ansetzen. Wählen zur Innenstelle.
f88r	f88r	f88r.9	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	11	oain · or · om · otam · okeom · cheeor · qokeody · dar · or · om · cheody	O+AIN | OR | O+AM_ADDR | OT+AM_ADDR | OK+E+O+AM_ADDR | CH+EE+OR | OK+E+O+D_ADDR+Y | D_ADDR+AR | OR | O+AM_ADDR | CHEO+Y	7	Als eine Portion ausführen. Den Ansatz ausführen zur Innenstelle. Danach kurz ansetzen und ausführen zur Innenstelle. Den Ansatz länger entnehmen. Aus diesem Teil diesen Posten kurz ansetzen und ausführen. Aus diesem Teil von der Entnahmestelle den Ansatz ausführen zur Innenstelle. Weiter den Auszug und diesen Posten kurz ansetzen.
f88r	f88r	f88r.10	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	9	qokeol · cheol · saiin · cheos · cheol · doleeey · or · cheom · cheojam	OK+E+OL | CHEO+L | S+AIIN | CHEO+S | CHEO+L | D_ADDR+OL+EEE+Y | OR | CHEO+AM_ADDR | CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	4	Weiter den Auszug und diesen Posten kurz ansetzen. Nach Sollmaß den Auszug wählen in den nächsten Lauf. Den Auszug wählen. Weiter aus diesem Teil von der lokalen Stelle den Auszug, diesen Posten und den Ansatz vollständig kurz ansetzen und ausführen in den nächsten Lauf zur Innenstelle mit j-Zeichen.
f88r	f88r	f88r.11	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	7	yokeody · cheom · qoor · cheeb · ykeor · shy · sam	Y+OK+E+O+D_ADDR+Y | CHEO+AM_ADDR | CARRIER_Q+O+OR | CH+EE+LOCAL_CHAR_B | Y+K+E+OR | Y | S+AM_ADDR	5	Weiter aus diesem Teil von der lokalen Stelle den Auszug, diesen Posten und den Ansatz vollständig kurz ansetzen und ausführen in den nächsten Lauf zur Innenstelle mit j-Zeichen. Den Auszug und den Ansatz ausführen zur Innenstelle unter q-Träger. Länger entnehmen mit b-Zeichen. Diesen Posten und den Ansatz kurz zugeben. Diesen Posten wählen zur Innenstelle.
f88r	f88r	f88r.12	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	otaldy	OT+AL+DY	1	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, Zielplatz, Eintrag schließen.
f88r	f88r	f88r.13	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	oram	OR+A_ADDR+AM_ADDR	1	drei Gefaesse mit Wurzel- und Blattreihen: Eintragsklasse, lokale Adresse, Innenplatz.
f88r	f88r	f88r.14	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	dary	DA+R+Y	1	drei Gefaesse mit Wurzel- und Blattreihen: zweite Stufe, Zustandsmarke, dieser Platz.
f88r	f88r	f88r.15	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	okol	OK+OL	1	drei Gefaesse mit Wurzel- und Blattreihen: Platz aktivieren, gleiche Reihe weiter.
f88r	f88r	f88r.16	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	sorory	S+OR+OR+Y	1	drei Gefaesse mit Wurzel- und Blattreihen: Klassenzeichen, Eintragsklasse, dieser Platz.
f88r	f88r	f88r.17	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	otyda	OT+Y+DA	1	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, dieser Platz, zweite Stufe.
f88r	f88r	f88r.18	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	7	koay · cphol · orchor · pcheoly · otchol · oldy · salsaly	K+O+A_ADDR+Y | CPH+OL | OR+CH+OR | P+CHEO+L+Y | OT+CH+OL | OL+DY | S+AL+S+AL+Y	7	Von der lokalen Stelle diesen Posten zugeben und ausführen. Weiter rückführen. Den Ansatz entnehmen. Den Auszug und diesen Posten einsetzen in den nächsten Lauf. Danach weiter entnehmen. Weiter weiterarbeiten; fertig. Diesen Posten wählen zur Ziel- oder Anschlussstelle.
f88r	f88r	f88r.19	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	8	dchey · chokol · daiin · qoekol · qoekol · qockhol · okol · cheol	CH+E+Y | OK+OL | AIIN | CARRIER_Q+O+E+K+OL | CARRIER_Q+O+E+K+OL | CARRIER_Q+O+CKH+OL | OK+OL | CHEO+L	7	Diesen Posten kurz entnehmen. Weiter ansetzen. Weiter nach Sollmaß kurz ausführen und zugeben unter q-Träger. Weiter kurz ausführen und zugeben unter q-Träger. Weiter ausführen durch den Durchlass unter q-Träger. Weiter ansetzen. Weiter den Auszug kurz halten in den nächsten Lauf.
f88r	f88r	f88r.20	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	10	dsheol · qokeey · s · chy · s · aiin · chor · oteor · aiin · chosals	SH+E+OL | OK+EE+Y | S | Y | S | AIIN | CH+OR | OT+E+OR | AIIN | CH+O+S+AL+S	6	Weiter den Auszug kurz halten in den nächsten Lauf. Diesen Posten länger ansetzen. Wählen. Diesen Posten wählen. Nach Sollmaß den Ansatz entnehmen. Danach nach Sollmaß den Ansatz kurz entnehmen, ausführen und wählen zur Ziel- oder Anschlussstelle.
f88r	f88r	f88r.21	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	8	teol · chor · olsheody · qokeol · shoy · ol · sheeol · sheoldg	E+OL | CH+OR | O+LSH+E+O+D_ADDR+Y | OK+E+OL | SH+O+Y | OL | SH+EE+OL | SH+E+OL+D_ADDR+LOCAL_CHAR_G	6	Weiter den Ansatz kurz entnehmen. Aus diesem Teil diesen Posten kurz ausführen, spülen und ausführen. Weiter kurz ansetzen. Diesen Posten halten und ausführen. Weiter länger halten. Weiter aus diesem Teil kurz halten mit g-Zeichen.
f88r	f88r	f88r.22	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	6	ychey · okaiin · chol · cheor · ol · chorcholsal	Y+Y | OK+AIIN | OL | CHEO+R | OL | CH+OR+OL+S+AL	3	Nach Sollmaß diesen Posten ansetzen. Weiter den Auszug kennzeichnen. Weiter den Ansatz entnehmen und wählen zur Ziel- oder Anschlussstelle.
f88r	f88r	f88r.23	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	ofyskydal	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	1	drei Gefaesse mit Wurzel- und Blattreihen: Reihe aufrufen, f-Zeichen, dieser Platz, Klassenzeichen, Wert zuordnen, dieser Platz, zweite Stufe, Verbindung.
f88r	f88r	f88r.24	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	2	otor · am	OT+OR | AM_ADDR	2	drei Gefaesse mit Wurzel- und Blattreihen: nächster Platz, Eintragsklasse. drei Gefaesse mit Wurzel- und Blattreihen: Innenplatz.
f88r	f88r	f88r.25	LABEL	drei Gefaesse mit Wurzel- und Blattreihen	1	ofaldo	O+LOCAL_CHAR_F+AL+D_ADDR+O	1	drei Gefaesse mit Wurzel- und Blattreihen: Reihe aufrufen, f-Zeichen, Zielplatz, Unterplatz, Reihe aufrufen.
f88r	f88r	f88r.26	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	7	poeear · sheoky · olkeey · cthol · poldy · s · okoldy	P+O+EE+AR | SH+E+OK+Y | SOLK+EE+Y | CTH+OL | P+OL+D_ADDR+Y | S | OK+OL+DY	7	Von der Entnahmestelle länger einsetzen und ausführen. Diesen Posten kurz halten und ansetzen. Diesen Posten länger auffangen. Weiter bereitstellen. Weiter aus diesem Teil diesen Posten einsetzen. Wählen. Weiter ansetzen; fertig.
f88r	f88r	f88r.27	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	9	qokol · chol · qokol · qokol · chol · cheey · or · aiin · oldal	OK+OL | OL | OK+OL | OK+OL | OL | SH+EE+Y | OR | AIIN | OL+DA+L	5	Weiter ansetzen. Weiter ansetzen. Weiter ansetzen. Weiter diesen Posten länger halten. Weiter von der Entnahmestelle nach Sollmaß auf der zweiten Stufe den Ansatz und diesen Posten zugeben in den nächsten Lauf.
f88r	f88r	f88r.28	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	10	ykar · cheol · chol · chey · ckhey · s · or · shear · ar · alsy	Y+K+AR | CHEO+L | OL | Y | CKH+E+Y | S | OR | SH+E+AR | AR | AL+S+Y	4	Weiter von der Entnahmestelle nach Sollmaß auf der zweiten Stufe den Ansatz und diesen Posten zugeben in den nächsten Lauf. Weiter den Auszug und diesen Posten kurz wählen in den nächsten Lauf durch den Durchlass. Von der Entnahmestelle den Ansatz kurz halten. Von der Entnahmestelle diesen Posten wählen zur Ziel- oder Anschlussstelle.
f88r	f88r	f88r.29	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	9	kor · chey · qokol · cheol · chody · qokol · kchor · chol · dal	K+OR | Y | OK+OL | CHEO+L | CH+O+D_ADDR+Y | OK+OL | K+CH+OR | OL | AL	6	Den Ansatz zugeben. Weiter diesen Posten ansetzen. Aus diesem Teil den Auszug und diesen Posten entnehmen und ausführen in den nächsten Lauf. Weiter ansetzen. Den Ansatz zugeben und entnehmen. Weiter diesen Posten vollständig zugeben zur Ziel- oder Anschlussstelle.
f88r	f88r	f88r.30	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	7	ykeeey · cheor · cheotey · cheol · qokeor · chetchy · ofal	Y+K+EEE+Y | CHEO+R | CHEO+T+E+Y | CHEO+L | OK+E+OR | CH+E+T+CH+Y | O+LOCAL_CHAR_F+AL	6	Weiter diesen Posten vollständig zugeben zur Ziel- oder Anschlussstelle. Den Auszug kennzeichnen. Den Auszug und diesen Posten kurz einstellen. Den Auszug und den Ansatz kurz ansetzen in den nächsten Lauf. Diesen Posten kurz entnehmen, einstellen und entnehmen. Ausführen zur Ziel- oder Anschlussstelle mit f-Zeichen.
f88r	f88r	f88r.31	PROSE	drei Gefaesse mit Wurzel- und Blattreihen	6	dar · chear · chol · dol · qoekeor · cheom	D_ADDR+AR | CH+E+AR | OL | D_ADDR+OL | CARRIER_Q+O+E+K+E+OR | CHEO+AM_ADDR	3	Aus diesem Teil von der Entnahmestelle kurz entnehmen. Weiter aus diesem Teil den Ansatz kurz ausführen und zugeben unter q-Träger. Den Auszug zur Innenstelle weiterarbeiten.
