gdt754_patch_id	surface	page	locus	token_ordinal	token_index	reader_exact	current_authority	old_source_prose_de	old_spoken_de	patch_scope	gdt754_render_de	background_hypothesis_de	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G754-P0400	okeol	f81v	f81v.26	9	9	1	okeol#GLOBAL	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	ol checholtar oiin okedy dal shey olkeol olkeedy okeol	OPEN	0	0
G754-P0401	qokeol	f82r	f82r.1	2	2	1	qokeol#GLOBAL	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	qosheedy qokeol daiin shckhy okeeor cheey daiin shey	OPEN	0	0
G754-P0402	qolchedy	f82r	f82r.2	2	2	1	qolchedy#GLOBAL	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	OPEN	0	0
G754-P0403	olchedy	f82r	f82r.13	2	2	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tcheol olchedy qokeedy qotedy chedar cheey lchey solarol	OPEN	0	0
G754-P0404	olchy	f82r	f82r.14	2	2	0	olchy#GLOBAL	Holzdroge im Ansatz leicht getrocknet	Holzdroge im Ansatz leicht getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	r olchy qokal chey qokain deeedy qokeey qokaiin olchedy	OPEN	0	0
G754-P0405	olchedy	f82r	f82r.14	9	9	0	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	r olchy qokal chey qokain deeedy qokeey qokaiin olchedy	OPEN	0	0
G754-P0406	lkaiin	f82r	f82r.20	7	7	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	posalshy qokedy cphal shedy sheol keeedy lkaiin shedy qoly	OPEN	0	0
G754-P0407	salshey	f82r	f82r.21	4	4	0	salshey#GLOBAL	Saatrohstoff bis zur mittleren Einweichstufe	Saatrohstoff bis zur mittleren Einweichstufe	GDT754_WHOLE_DEFAULT	Arbeitshypothese: feucht/eingeweicht, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	daiin cheoky lkedy salshey daiin chey qol chedy qokeey dal	OPEN	0	0
G754-P0408	qokeoy	f82r	f82r.24	3	3	0	qokeoy#GLOBAL	Ansatz bis zur Mittelstufe erhitzen und abschließen	Ansatz bis zur Mittelstufe erhitzen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	OPEN	0	0
G754-P0409	qockhey	f82r	f82r.25	6	6	0	qockhey#GLOBAL	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dol qoesedy sheeal sheedy lshed qockhey lchedy lar sheey ry	OPEN	0	0
G754-P0410	olchedy	f82v	f82v.24	3	3	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dshedy qokaiin olchedy qokal shedy qotal dytar y l l	OPEN	0	0
G754-P0411	dytar	f82v	f82v.24	7	7	0	dytar#GLOBAL	danach die erste Fraktion abkühlen	danach die erste Fraktion abkühlen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, Index/Stufe I, Teil-/Fraktionsfeld, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Index/Stufe I, Teil-/Fraktionsfeld, Abschlussfeld; genaue Ganzformbedeutung offen	dshedy qokaiin olchedy qokal shedy qotal dytar y l l	OPEN	0	0
G754-P0412	qolchedy	f82v	f82v.27	3	3	1	qolchedy#GLOBAL	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokain sheal qolchedy qokaiir olkaiin shedy	OPEN	0	0
G754-P0413	otaly	f82v	f82v.31	7	7	1	otaly#GLOBAL	Rohstoff-I-Ansatz leicht kühlen und abschließen	Rohstoff-I-Ansatz leicht kühlen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokeey r ain chey qolkain oky otaly qokal olshalsy	OPEN	0	0
G754-P0414	opchedy	f82v	f82v.33	7	7	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qody shar ay qokchey kchey olkain opchedy qfol shty oral	OPEN	0	0
G754-P0415	okalchy	f82v	f82v.40	1	1	1	okalchy#GLOBAL	Rohstoff-I-Ansatz erhitzen und leicht trocknen	Rohstoff-I-Ansatz erhitzen und leicht trocknen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	okalchy	OPEN	0	0
G754-P0416	qopchedy	f83r	f83r.1	7	7	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tchedy lpchedy opedy chepol pchedar shedy qopchedy	OPEN	0	0
G754-P0417	olchedy	f83r	f83r.6	4	4	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	schedy chedchy qokal olchedy qokaiin chedy qokeedy lchedy qoky	OPEN	0	0
G754-P0418	chky	f83r	f83r.10	11	11	1	chky#GLOBAL	getrocknete Droge leicht erhitzen	getrocknete Droge leicht erhitzen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam	OPEN	0	0
G754-P0419	shcthey	f83r	f83r.11	5	5	1	shcthey#GLOBAL	angefeuchtete Krautdroge, Form I	angefeuchtete Krautdroge, Form I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: feucht/eingeweicht, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo	OPEN	0	0
G754-P0420	solkeedy	f83r	f83r.20	1	1	1	solkeedy#GLOBAL	Saatgutansatz vollständig erhitzt	Saatgutansatz vollständig erhitzt	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	solkeedy qoteedy qokeey qokedy sol cheeety qokedy qoky saiin	OPEN	0	0
G754-P0421	solkeedy	f83r	f83r.21	1	1	1	solkeedy#GLOBAL	Saatgutansatz vollständig erhitzt	Saatgutansatz vollständig erhitzt	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	solkeedy qokedy otedy sol chedy lkedy qokchedy qokedy chckhdy sar	OPEN	0	0
G754-P0422	qockhey	f83r	f83r.38	3	3	1	qockhey#GLOBAL	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	or chey qockhey dairydy	OPEN	0	0
G754-P0423	olchedy	f83r	f83r.40	2	2	0	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	solchedy olchedy chedaiin	OPEN	0	0
G754-P0424	solkeey	f83r	f83r.52	1	1	1	solkeey#GLOBAL	Saatgutansatz vollständig erhitzen	Saatgutansatz vollständig erhitzen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Anfangsstufe, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	solkeey qekey raly ol	OPEN	0	0
G754-P0425	opchedy	f83v	f83v.1	5	5	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	poldaky dalol otedy chtair opchedy qotal chedy chepchedy opchey	OPEN	0	0
G754-P0426	okeol	f83v	f83v.6	7	7	1	okeol#GLOBAL	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	chedy qoteedy otalshedy sol chl es okeol shedy qokolchedy qokal	OPEN	0	0
G754-P0427	qolchedy	f83v	f83v.14	4	4	1	qolchedy#GLOBAL	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	salched qol shedy qolchedy qolchdy qol rchedy cheol qokeor sholdy	OPEN	0	0
G754-P0428	qolchedy	f83v	f83v.19	1	1	1	qolchedy#GLOBAL	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qolchedy qolteedy qokeedy qokal okaiin chear checkhy dal checkhdy	OPEN	0	0
G754-P0429	ydair	f85r1	f85r1.22	1	1	1	ydair#GLOBAL	davon zwei Teile der Fraktion	davon zwei Teile der Fraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	ydair tar chedy oraiin ychedy okedy	OPEN	0	0
G754-P0430	olchedy	f85r1	f85r1.24	10	10	0	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tedair ykeedy dain cheedy qokar chedy okar sheekeey qokedy olchedy	OPEN	0	0
G754-P0431	qopchedy	f85r1	f85r1.26	4	4	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	pchdair or shshdar qopchedy opchdy qofchdy dar s aiin chcphdy dar or daiin	OPEN	0	0
G754-P0432	odor	f85r1	f85r1.28	6	6	1	odor#GLOBAL	eine Portion Ansatz abmessen	eine Portion Ansatz abmessen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Mengen-/Maßfeld, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	kchedar yteol okchdy qekedy otor odor ar chedy otechdy dal cphedy	OPEN	0	0
G754-P0433	okam	f85r1	f85r1.29	13	13	0	okam#GLOBAL	ein Maß heißen Ansatzes	ein Maß heißen Ansatzes	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	oees aiin ol keeody or s cheey qokchdy qotol okar otar otchy okam	OPEN	0	0
G754-P0434	air	f85r1	f85r1.31	11	11	0	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	podaiin shdar ypchdar dar ypchdy qopol dar keshar dchdal chol air y	OPEN	0	0
G754-P0435	chees	f85r1	f85r1.32	7	7	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	ytor chol shdy tody qotchdy otchol chees or eeodaiin or aral olkam	OPEN	0	0
G754-P0436	olar	f85r1	f85r1.33	10	10	0	olar#GLOBAL	erste Holzrohstofffraktion im Ansatz	erste Holzrohstofffraktion im Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	raraiiin shey osaiin otar ytar otedy or aiin otar olar olkeedy	OPEN	0	0
G754-P0437	olpchdy	f85r1	f85r1.35	4	4	1	olpchdy#GLOBAL	fertiges Trockenpulver aus Holzdroge im Ansatz	fertiges Trockenpulver aus Holzdroge im Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	s ar chedar olpchdy otol otchedy	OPEN	0	0
G754-P0438	olchedy	f85r2	f85r2.24	6	6	0	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	okees ochar otedor ochedy otody olchedy oteedo ar or airol otees ar aram	OPEN	0	0
G754-P0439	keear	f86v6	f86v6.6	3	3	1	keear#GLOBAL	erste Drogenfraktion vollständig erhitzt	erste Drogenfraktion vollständig erhitzt	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, End-/Vollstufe, Index/Stufe I, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, End-/Vollstufe, Index/Stufe I, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	daiin sheol keear or chedy ar sheeeb qotain odaiin olkeshar qokar or	OPEN	0	0
G754-P0440	qoteeos	f86v6	f86v6.9	10	10	1	qoteeos#GLOBAL	nimm eine vollständig gekühlte Ansatzcharge	nimm eine vollständig gekühlte Ansatzcharge	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dshor ykaiin dar sheey qokol cheol otar ar aiiin qoteeos aiin	OPEN	0	0
G754-P0441	opchedy	f86v6	f86v6.13	8	8	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	oly qopaiin yfchdy cpholkaiin cholfchy qopar aroiiin opchedy opoly	OPEN	0	0
G754-P0442	chcfhy	f86v6	f86v6.14	7	7	0	chcfhy#GLOBAL	leicht getrocknete Blütenfraktion	leicht getrocknete Blütenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	ykchy cholkaiin chey ykeedy okal or chcfhy lkey okar dar ol ain	OPEN	0	0
G754-P0443	okam	f86v6	f86v6.16	7	7	1	okam#GLOBAL	ein Maß heißen Ansatzes	ein Maß heißen Ansatzes	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	taiin okaiin qokaiin ykeey otain chey okam qokar qokain okaiin	OPEN	0	0
G754-P0444	chees	f86v6	f86v6.22	6	6	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	lshechy tshy qokeedy kain ytaiin chees tairoar qotar tay d amom	OPEN	0	0
G754-P0445	opchedy	f86v6	f86v6.23	6	6	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokar olkedy otor chedy qokar opchedy dar ykar ar dair ain ol keodar	OPEN	0	0
