surface	reading_id	current_source_prose_de	source_composition	source_composition_axes	source_patient_or_carrier_components	current_source_prose_active_cells	current_source_prose_active_pages	current_reader_exact_cells	gdt737_quarantine_decision	later_evidence_sources	later_local_role_sources	later_recurring_role_sources	strongest_later_evidence_tier_0_4	later_role_axes_any	later_role_axes_selected	source_literal_prose_spoken_after_gdt754	renderer_disposition	renderer_confidence	current_working_whole_default_de	retained_background_hypothesis_de	literal_identity	confirmed_lexeme	component_export_credit
solkeey	solkeey#GLOBAL	Saatgutansatz vollständig erhitzen	SOL_SEED_PREP+K_HOT+EE_END+Y_START_OR_CLOSE	HOT|BEGIN_STAGE|END_STAGE|MATERIAL|PREPARATION|CLOSE	SOL_SEED_PREP	3	3	3	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	NONE	NONE	0	NONE	HOT|BEGIN_STAGE|END_STAGE|MATERIAL|PREPARATION|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Anfangsstufe, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
ycheoky	ycheoky#GLOBAL	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	Y_REFERENCE+CH_DRY+E_MIDDLE+O_PREP+K_HOT+Y_START_OR_CLOSE	HOT|DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE|PASS	O_PREP	3	3	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE|PASS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	OPEN	0	0
yteeo	yteeo#GLOBAL	kühle hiervon den Ansatz vollständig	Y_REFERENCE+T_COLD+EE_END+O_PREP	COLD|END_STAGE|MATERIAL|PREPARATION|PASS	O_PREP	3	3	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|END_STAGE|MATERIAL|PREPARATION|PASS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	OPEN	0	0
aiinal	aiinal#GLOBAL	drei Teile Rohdroge I	AIIN_AMOUNT_III+AL_RAW_I	LEVEL_III|AMOUNT|MATERIAL	AL_RAW_I	2	2	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_III|AMOUNT|MATERIAL	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe III, Mengen-/Maßfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Mengen-/Maßfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chcfhy	chcfhy#GLOBAL	leicht getrocknete Blütenfraktion	CH_DRY+F_FLOWER+Y_START_OR_CLOSE	DRY|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	F_FLOWER	2	2	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
cheain	cheain#GLOBAL	Droge bis zur Trockenstufe II	CH_DRY+E_MIDDLE+A+IN_II	DRY|MIDDLE_STAGE|LEVEL_II|PROCESS	NONE	2	2	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|MIDDLE_STAGE|LEVEL_II|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Mittelstufe, Index/Stufe II, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Index/Stufe II, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chean	chean#GLOBAL	leicht angetrocknete Droge	CH_DRY+E_MIDDLE+A+N_I	DRY|MIDDLE_STAGE|LEVEL_I|PROCESS	NONE	2	2	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|MIDDLE_STAGE|LEVEL_I|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Mittelstufe, Index/Stufe I, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Index/Stufe I, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
choar	choar#GLOBAL	Trockenansatz, Fraktion I	CHO_DRY_PREP+AR_FRACTION_I	DRY|LEVEL_I|PART|MATERIAL|PREPARATION|PROCESS	CHO_DRY_PREP	2	2	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|LEVEL_I|PART|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chokan	chokan#GLOBAL	Trockenansatz auf Heizstufe I bringen	CH_DRY+O_PREP+K_HOT+AN_I	HOT|DRY|LEVEL_I|MATERIAL|PREPARATION|PROCESS	O_PREP	2	2	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|LEVEL_I|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
dalky	dalky#GLOBAL	Rohdroge I abmessen und leicht erhitzen	D_MEASURE+AL_RAW_I+K_HOT+Y_START_OR_CLOSE	HOT|BEGIN_STAGE|LEVEL_I|AMOUNT|MATERIAL|PROCESS|CLOSE	AL_RAW_I	2	2	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|BEGIN_STAGE|LEVEL_I|AMOUNT|MATERIAL|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Anfangsstufe, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
keam	keam#GLOBAL	ein Maß bis zur Mittelstufe erhitzter Droge	K_HOT+E_MIDDLE+AM_UNIT_I	HOT|MIDDLE_STAGE|LEVEL_I|AMOUNT	NONE	2	2	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|MIDDLE_STAGE|LEVEL_I|AMOUNT	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Mittelstufe, Index/Stufe I, Mengen-/Maßfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Index/Stufe I, Mengen-/Maßfeld; genaue Ganzformbedeutung offen	OPEN	0	0
ldol	ldol#GLOBAL	Holzdrogenstoff abmessen	L_WOOD+D_MEASURE+OL_MATERIAL	AMOUNT|MATERIAL|PROCESS	L_WOOD|OL_MATERIAL	2	2	1	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	NONE	NONE	0	NONE	AMOUNT|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
oleey	oleey#GLOBAL	Holzdrogenansatz vollständig ausgezogen	O_PREP+L_WOOD+EEY_END	END_STAGE|MATERIAL|PREPARATION	O_PREP|L_WOOD	2	2	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	END_STAGE|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
oltal	oltal#GLOBAL	kalter Holzdrogenansatz aus Rohdroge I	O_PREP+L_WOOD+T_COLD+AL_RAW_I	COLD|LEVEL_I|MATERIAL|PREPARATION	O_PREP|L_WOOD|AL_RAW_I	2	2	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|LEVEL_I|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
oteaiin	oteaiin#GLOBAL	Kaltansatz nach mittlerer Behandlung auf Stufe III	O_PREP+T_COLD+E_MIDDLE+AIIN_III	COLD|MIDDLE_STAGE|LEVEL_III|MATERIAL|PREPARATION	O_PREP	2	2	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|MIDDLE_STAGE|LEVEL_III|MATERIAL|PREPARATION	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, Mittelstufe, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Mittelstufe, Index/Stufe III, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
qochy	qochy#GLOBAL	nimm leicht getrocknete Droge	QO_COMMAND+CH_DRY+Y_START_OR_CLOSE	DRY|BEGIN_STAGE|PROCESS|CLOSE	NONE	2	2	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|BEGIN_STAGE|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Anfangsstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
qokeoy	qokeoy#GLOBAL	Ansatz bis zur Mittelstufe erhitzen und abschließen	QO_COMMAND+K_HOT+E_MIDDLE+O_PREP+Y_START_OR_CLOSE	HOT|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP	2	2	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
qolal	qolal#GLOBAL	Rohdroge I hinzugeben	QOL_ADD+AL_RAW_I	LEVEL_I|MATERIAL|PROCESS	AL_RAW_I	2	2	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_I|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
qoos	qoos#GLOBAL	nimm eine Ansatzcharge	QO_COMMAND+O_PREP+S_TERM_SPECIES	MATERIAL|PREPARATION|PROCESS	O_PREP	2	2	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
rodam	rodam#GLOBAL	ein Maß Wurzelansatz abmessen	R_ROOT+O_PREP+D_MEASURE+AM_UNIT_I	LEVEL_I|AMOUNT|MATERIAL|PREPARATION|PROCESS	R_ROOT|O_PREP	2	1	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_I|AMOUNT|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
ssheey	ssheey#GLOBAL	vollständig eingeweichtes Saatgut	S_SEED+SHEEY_MOIST_END	MOIST|END_STAGE|MATERIAL|PROCESS	S_SEED	2	1	1	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	NONE	NONE	0	NONE	MOIST|END_STAGE|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: feucht/eingeweicht, End-/Vollstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, End-/Vollstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
ydair	ydair#GLOBAL	davon zwei Teile der Fraktion	Y_REFERENCE+DAIR_MEASURED_FRACTION_II	LEVEL_II|PART|PASS	NONE	2	2	2	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_II|PART|PASS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	OPEN	0	0
ykoldy	ykoldy#GLOBAL	stelle hiervon erhitzten Drogenstoff fertig	Y_REFERENCE+K_HOT+OL_MATERIAL+DY_FINISHED	HOT|MATERIAL|CLOSE|PASS	OL_MATERIAL	2	2	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|MATERIAL|CLOSE|PASS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	OPEN	0	0
acthy	acthy#GLOBAL	ein Teil Krautdroge in Grundform	A_PART_OR_LINK+CTH_HERB+Y_START_OR_CLOSE	BEGIN_STAGE|PART|MATERIAL|CLOSE	CTH_HERB	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	BEGIN_STAGE|PART|MATERIAL|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Anfangsstufe, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Anfangsstufe, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
cfhar	cfhar#GLOBAL	Blütenfraktion I	CFH_FLOWER_WHOLE+AR_FRACTION_I	LEVEL_I|PART|MATERIAL	CFH_FLOWER_WHOLE	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	LEVEL_I|PART|MATERIAL	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chckhes	chckhes#GLOBAL	getrocknete Arzneikompositum-Charge auf mittlerer Stufe	CH_DRY+CKH_COMPOSITE+E_MIDDLE+S_TERM_SPECIES	DRY|MIDDLE_STAGE|MATERIAL|PROCESS	CKH_COMPOSITE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|MIDDLE_STAGE|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chekody	chekody#GLOBAL	mitteltrockenen Ansatz erhitzen und fertigstellen	CH_DRY+E_MIDDLE+K_HOT+O_PREP+DY_FINISHED	HOT|DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	OPEN	0	0
cheolkaiin	cheolkaiin#GLOBAL	Drogenstoff bis zur Mittelstufe trocknen und auf Heizstufe III bringen	CH_DRY+E_MIDDLE+OL_MATERIAL+K_HOT+AIIN_III	HOT|DRY|MIDDLE_STAGE|LEVEL_III|MATERIAL|PROCESS	OL_MATERIAL	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|MIDDLE_STAGE|LEVEL_III|MATERIAL|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe III, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe III, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
cheotchey	cheotchey#GLOBAL	Trockenansatz bis zur mittleren Kühlstufe	CHEO_DRY_PREP+TCHEY_COLD_DRY_MIDDLE	COLD|DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS	CHEO_DRY_PREP	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	COLD|DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: kalt/kühl, trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chery	chery#GLOBAL	getrocknete Rohwurzel	CH_DRY+E_MIDDLE+R_ROOT+Y_BASE	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS	R_ROOT|Y_BASE	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chkag	chkag#GLOBAL	ein Gran trocken-heiße Droge	CH_DRY+K_HOT+A_PART+G_GRAIN_SIGLUM	HOT|DRY|PART|PROCESS	NONE	1	1	0	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|PART|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
choees	choees#GLOBAL	Trockenansatz-Charge auf Endstufe	CH_DRY+O_PREP+EE_END+S_TERM_SPECIES	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	O_PREP	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
chokokor	chokokor#GLOBAL	Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	CH_DRY+O_PREP+K_HOT+O_PREP+K_HOT+OR_PORTION	HOT|DRY|PART|MATERIAL|PREPARATION|PROCESS	O_PREP|O_PREP	1	1	1	NO_GDT737_QUARANTINE_ROW	NONE	NONE	NONE	0	NONE	HOT|DRY|PART|MATERIAL|PREPARATION|PROCESS	0	COMPOSITION_AXES_HYPOTHESIS_ONLY	H0_SOURCE_COMPOSITION_BACKGROUND_ONLY	Arbeitshypothese: heiß/warm, trocken, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	OPEN	0	0
