surface	reading_id	current_working_meaning_de	current_layer	current_semantic_scope	source_dictionary_occurrences	source_dictionary_pages	source_dictionary_loci	current_score_not_probability	current_confidence	source_gdt	source_decision_id	source_card_type	source_composition	source_composition_axes	source_patient_or_carrier_components	source_strength	source_status	source_rival_de	literal_identity	confirmed_lexeme	component_export_credit	current_cache_cells	current_cache_pages	current_reader_exact_cells	current_reader_exact_pages	current_source_prose_active_cells	current_source_prose_active_pages	current_authority_counts	gdt737_quarantine_decision	gdt737_retired_head_words
rodam	rodam#GLOBAL	ein Maß Wurzelansatz abmessen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	1	2	45	W2_PROVISIONAL_WORKING	GDT666	G666-D024	PRODUCTIVE_COMPOUND	R_ROOT+O_PREP+D_MEASURE+AM_UNIT_I	LEVEL_I|AMOUNT|MATERIAL|PREPARATION|PROCESS	R_ROOT|O_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	ein Maß Wurzelzubereitung	OPEN	0	0	2	1	2	1	2	1	rodam#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
ssheey	ssheey#GLOBAL	vollständig eingeweichtes Saatgut	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	1	2	37	W1_WEAK_WORKING	GDT664	G664-D002	PRODUCTIVE_COMPOUND	S_SEED+SHEEY_MOIST_END	MOIST|END_STAGE|MATERIAL|PROCESS	S_SEED	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	feuchte Arzneispecies ohne Saatwert	OPEN	0	0	2	1	1	1	2	1	ssheey#GLOBAL:2	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	saat
ydair	ydair#GLOBAL	davon zwei Teile der Fraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	40	W2_PROVISIONAL_WORKING	GDT664	G664-D128	PRODUCTIVE_COMPOUND	Y_REFERENCE+DAIR_MEASURED_FRACTION_II	LEVEL_II|PART|PASS	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Eintrag: abgemessene Fraktion II	OPEN	0	0	2	2	2	2	2	2	ydair#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
ykoldy	ykoldy#GLOBAL	stelle hiervon erhitzten Drogenstoff fertig	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666	G666-D148	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+OL_MATERIAL+DY_FINISHED	HOT|MATERIAL|CLOSE|PASS	OL_MATERIAL	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE	fertiger erhitzter Drogenstoff dieser Droge	OPEN	0	0	2	2	0	0	2	2	ykoldy#GLOBAL:2	NO_GDT737_QUARANTINE_ROW	NONE
acthy	acthy#GLOBAL	ein Teil Krautdroge in Grundform	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D138	PRODUCTIVE_COMPOUND	A_PART_OR_LINK+CTH_HERB+Y_START_OR_CLOSE	BEGIN_STAGE|PART|MATERIAL|CLOSE	CTH_HERB	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	gleicher Anteil Krautdroge	OPEN	0	0	1	1	0	0	1	1	acthy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
cfhar	cfhar#GLOBAL	Blütenfraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT664	G664-D053	PRODUCTIVE_COMPOUND	CFH_FLOWER_WHOLE+AR_FRACTION_I	LEVEL_I|PART|MATERIAL	CFH_FLOWER_WHOLE	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE	undurchsichtige Trockenfraktion	OPEN	0	0	1	1	1	1	1	1	cfhar#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
chckhes	chckhes#GLOBAL	getrocknete Arzneikompositum-Charge auf mittlerer Stufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D115	PRODUCTIVE_COMPOUND	CH_DRY+CKH_COMPOSITE+E_MIDDLE+S_TERM_SPECIES	DRY|MIDDLE_STAGE|MATERIAL|PROCESS	CKH_COMPOSITE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	Arzneikompositum aus getrocknetem Saatgut	OPEN	0	0	1	1	0	0	1	1	chckhes#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
chekody	chekody#GLOBAL	mitteltrockenen Ansatz erhitzen und fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D067	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+K_HOT+O_PREP+DY_FINISHED	HOT|DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	fertig erhitzter Trockenansatz der Mittelstufe	OPEN	0	0	1	1	0	0	1	1	chekody#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
cheolkaiin	cheolkaiin#GLOBAL	Drogenstoff bis zur Mittelstufe trocknen und auf Heizstufe III bringen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D106	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+OL_MATERIAL+K_HOT+AIIN_III	HOT|DRY|MIDDLE_STAGE|LEVEL_III|MATERIAL|PROCESS	OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	heiß getrockneter Drogenstoff auf Stufe III	OPEN	0	0	1	1	0	0	1	1	cheolkaiin#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
cheotchey	cheotchey#GLOBAL	Trockenansatz bis zur mittleren Kühlstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D012	PRODUCTIVE_COMPOUND	CHEO_DRY_PREP+TCHEY_COLD_DRY_MIDDLE	COLD|DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS	CHEO_DRY_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	trockene CTH-Zubereitung, Form I	OPEN	0	0	1	1	1	1	1	1	cheotchey#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
chery	chery#GLOBAL	getrocknete Rohwurzel	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D040	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+R_ROOT+Y_BASE	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS	R_ROOT|Y_BASE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	gebundene Trockenfraktion	OPEN	0	0	1	1	1	1	1	1	chery#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
chkag	chkag#GLOBAL	ein Gran trocken-heiße Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT664	G664-D110	PRODUCTIVE_COMPOUND	CH_DRY+K_HOT+A_PART+G_GRAIN_SIGLUM	HOT|DRY|PART|PROCESS	NONE	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE	fülle eine trocken-heiße Charge ab	OPEN	0	0	1	1	0	0	1	1	chkag#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
choees	choees#GLOBAL	Trockenansatz-Charge auf Endstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D033	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+EE_END+S_TERM_SPECIES	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	O_PREP	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	vollständig getrocknete Ansatzcharge	OPEN	0	0	1	1	1	1	1	1	choees#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
chokokor	chokokor#GLOBAL	Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D062	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+K_HOT+O_PREP+K_HOT+OR_PORTION	HOT|DRY|PART|MATERIAL|PREPARATION|PROCESS	O_PREP|O_PREP	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	eine Portion wiedererhitzten Trockenansatzes	OPEN	0	0	1	1	1	1	1	1	chokokor#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
chokolg	chokolg#GLOBAL	ein Gran heißen Trockenabsud	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT664	G664-D079	PRODUCTIVE_COMPOUND	CHO_DRY_PREP+KOL_HOT_EXTRACT+G_GRAIN_SIGLUM	HOT|DRY|MATERIAL|PREPARATION|PROCESS	CHO_DRY_PREP|KOL_HOT_EXTRACT	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE	gib den heißen Trockenansatz in ein Gefäß	OPEN	0	0	1	1	1	1	1	1	chokolg#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
choldar	choldar#GLOBAL	die erste Fraktion getrockneten Drogenstoffs abmessen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D089	PRODUCTIVE_COMPOUND	CH_DRY+OL_MATERIAL+D_MEASURE+AR_FRACTION_I	DRY|LEVEL_I|AMOUNT|PART|MATERIAL|PROCESS	OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	erste abgemessene Trockenstofffraktion	OPEN	0	0	1	1	1	1	1	1	choldar#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
chololy	chololy#GLOBAL	seihe den getrockneten Drogenstoff ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D066	PRODUCTIVE_COMPOUND	CH_DRY+OL_MATERIAL+OLY_STRAIN_ACTION	DRY|MATERIAL|PROCESS	OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	zwei Drogenstoffe leicht zusammen trocknen	OPEN	0	0	1	1	1	1	1	1	chololy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
choltaiin	choltaiin#GLOBAL	Trockengut auf Kühlstufe III	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D031	PRODUCTIVE_COMPOUND	CH_DRY+OL_MATERIAL+T_COLD+AIIN_III	COLD|DRY|LEVEL_III|MATERIAL|PROCESS	OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	drei Teile kalt behandeltes Trockengut	OPEN	0	0	1	1	1	1	1	1	choltaiin#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
chorar	chorar#GLOBAL	Pflanzenteil-Fraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	28	W1_WEAK_WORKING	GDT664	G664-D037	PRODUCTIVE_COMPOUND	CHOR_PLANT_PART+AR_FRACTION_I	LEVEL_I|PART	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	doppelt geschriebene Trockenfraktion	OPEN	0	0	1	1	1	1	1	1	chorar#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
chsy	chsy#GLOBAL	getrocknetes Saatgut	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D019	PRODUCTIVE_COMPOUND	CH_DRY+SY_SEED_BASE	DRY|MATERIAL|PREPARATION|PROCESS	SY_SEED_BASE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	trockene Arzneispecies	OPEN	0	0	1	1	1	1	1	1	chsy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
cthd	cthd#GLOBAL	Krautdrogenposten abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D122	PRODUCTIVE_COMPOUND	CTH_HERB+D_TERM_CLOSE	MATERIAL|CLOSE	CTH_HERB	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	Krautansatz abgießen	OPEN	0	0	1	1	1	1	1	1	cthd#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
ctholdy	ctholdy#GLOBAL	Krautdrogenstoff fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D052	PRODUCTIVE_COMPOUND	CTH_HERB+OL_MATERIAL+DY_FINISHED	MATERIAL|CLOSE	CTH_HERB|OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	fertiger Krautdrogenstoff	OPEN	0	0	1	1	0	0	1	1	ctholdy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
cthorchy	cthorchy#GLOBAL	Portion Krautdroge, leicht angetrocknet	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D057	PRODUCTIVE_COMPOUND	CTHOR_HERB_PORTION+CHY_DRY_START	DRY|BEGIN_STAGE|PART|MATERIAL|PROCESS	CTHOR_HERB_PORTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	bloße Krautportion	OPEN	0	0	1	1	1	1	1	1	cthorchy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
dainol	dainol#GLOBAL	zwei Teile Drogenstoff abmessen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D123	PRODUCTIVE_COMPOUND	D_MEASURE+AIN_II+OL_MATERIAL	LEVEL_II|AMOUNT|MATERIAL|PROCESS	OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	Drogenstoff in Dosis II	OPEN	0	0	1	1	0	0	1	1	dainol#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
dalain	dalain#GLOBAL	zwei Teile Rohdroge I abmessen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D069	PRODUCTIVE_COMPOUND	D_MEASURE+AL_RAW_I+AIN_II	LEVEL_I|LEVEL_II|AMOUNT|MATERIAL|PROCESS	AL_RAW_I	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	Rohdroge I in Dosis II	OPEN	0	0	1	1	1	1	1	1	dalain#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
dalchd	dalchd#GLOBAL	Rohdroge I abmessen, trocknen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D015	PRODUCTIVE_COMPOUND	D_MEASURE+AL_RAW_I+CH_DRY+D_TERM_CLOSE	DRY|LEVEL_I|AMOUNT|MATERIAL|PROCESS|CLOSE	AL_RAW_I	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	abgemessene und fertig getrocknete Rohdroge I	OPEN	0	0	1	1	1	1	1	1	dalchd#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
darala	darala#GLOBAL	einen gleichen Teil der ersten Rohstoff-I-Fraktion abmessen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D144	PRODUCTIVE_COMPOUND	D_MEASURE+AR_FRACTION_I+AL_RAW_I+A_PART_OR_LINK	LEVEL_I|AMOUNT|PART|MATERIAL|PROCESS	AL_RAW_I	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	erste Rohstoff-I-Fraktion in gleicher Teilung	OPEN	0	0	1	1	1	1	1	1	darala#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
darshy	darshy#GLOBAL	abgemessene Fraktion I, leicht angefeuchtet	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D009	PRODUCTIVE_COMPOUND	D_MEASURE+AR_FRACTION_I+SHY_MOIST_START	MOIST|BEGIN_STAGE|LEVEL_I|AMOUNT|PART|PROCESS	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	abgemessene feuchte Wurzelfraktion	OPEN	0	0	1	1	0	0	1	1	darshy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
dcheoty	dcheoty#GLOBAL	mitteltrockenen Ansatz abmessen und leicht abkühlen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D017	PRODUCTIVE_COMPOUND	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP+T_COLD+Y_START_OR_CLOSE	COLD|DRY|BEGIN_STAGE|MIDDLE_STAGE|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	abgemessener kalt-trockener Ansatz der Mittelstufe	OPEN	0	0	1	1	1	1	1	1	dcheoty#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
dchold	dchold#GLOBAL	getrockneten Drogenstoff abmessen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D058	PRODUCTIVE_COMPOUND	D_MEASURE+CH_DRY+OL_MATERIAL+D_TERM_CLOSE	DRY|AMOUNT|MATERIAL|PROCESS|CLOSE	OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	abgemessener abgeschlossener Trockenstoff	OPEN	0	0	1	1	0	0	1	1	dchold#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
dkol	dkol#GLOBAL	erhitzten Drogenstoff abmessen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D050	PRODUCTIVE_COMPOUND	D_MEASURE+K_HOT+OL_MATERIAL	HOT|AMOUNT|MATERIAL|PROCESS	OL_MATERIAL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	abgemessener erhitzter Drogenstoff	OPEN	0	0	1	1	1	1	1	1	dkol#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
dytar	dytar#GLOBAL	danach die erste Fraktion abkühlen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D132	PRODUCTIVE_COMPOUND	DY_FINISHED+T_COLD+AR_FRACTION_I	COLD|LEVEL_I|PART|CLOSE	NONE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	danach die kalte Fraktion I bereitstellen	OPEN	0	0	1	1	0	0	1	1	dytar#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
kchain	kchain#GLOBAL	heiß getrocknete Droge, Stufe II	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D075	PRODUCTIVE_COMPOUND	K_HOT+CHAIN_DRY_II	HOT|DRY|LEVEL_II|PROCESS	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	trocken-heißer Grad II ohne Stoff	OPEN	0	0	1	1	1	1	1	1	kchain#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
kcharg	kcharg#GLOBAL	ein Gran erhitzte Trockenfraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT664	G664-D087	PRODUCTIVE_COMPOUND	K_HOT+CH_DRY+AR_FRACTION_I+G_GRAIN_SIGLUM	HOT|DRY|LEVEL_I|PART|PROCESS	NONE	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE	fülle die heiße Trockenfraktion ab	OPEN	0	0	1	1	0	0	1	1	kcharg#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
kchochaiin	kchochaiin#GLOBAL	Trockenansatz bis Stufe III erhitzt und getrocknet	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D051	PRODUCTIVE_COMPOUND	K_HOT+CHO_DRY_PREP+CHAIIN_DRY_III	HOT|DRY|LEVEL_III|MATERIAL|PREPARATION|PROCESS	CHO_DRY_PREP	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	heiße Drogenportion III	OPEN	0	0	1	1	1	1	1	1	kchochaiin#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
keesy	keesy#GLOBAL	Saatgut vollständig erhitzen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D074	PRODUCTIVE_COMPOUND	K_HOT+EE_END+S_SEED+Y_START_OR_CLOSE	HOT|BEGIN_STAGE|END_STAGE|MATERIAL|CLOSE	S_SEED	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	vollständig erhitztes Saatgut	OPEN	0	0	1	1	1	1	1	1	keesy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
kochor	kochor#GLOBAL	erhitzter Pflanzenteil im Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D002	PRODUCTIVE_COMPOUND	K_HOT+O_PREP+CHOR_PLANT_PART	HOT|PART|MATERIAL|PREPARATION	O_PREP	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	erhitze den Pflanzenteil im Ansatz	OPEN	0	0	1	1	1	1	1	1	kochor#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
lshckhy	lshckhy#GLOBAL	angefeuchtete Kräutermischung mit Drogenholz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D106	PRODUCTIVE_COMPOUND	L_WOOD+SH_MOIST+CKH_COMPOSITE+Y_BASE	MOIST|MATERIAL|PREPARATION|PROCESS	L_WOOD|CKH_COMPOSITE|Y_BASE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	feuchte Krautdroge aus Holz	OPEN	0	0	1	1	0	0	1	1	lshckhy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
oaldary	oaldary#GLOBAL	die erste Fraktion des Rohstoff-I-Ansatzes abmessen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666	G666-D042	PRODUCTIVE_COMPOUND	O_PREP+AL_RAW_I+D_MEASURE+AR_FRACTION_I+Y_START_OR_CLOSE	BEGIN_STAGE|LEVEL_I|AMOUNT|PART|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|AL_RAW_I	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE	abgeschlossene erste Rohstoff-I-Ansatzfraktion	OPEN	0	0	1	1	1	1	1	1	oaldary#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
octhol	octhol#GLOBAL	Krautdroge im Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D045	PRODUCTIVE_COMPOUND	O_PREP+CTHOL_HERB_MATERIAL	MATERIAL|PREPARATION	O_PREP|CTHOL_HERB_MATERIAL	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	kalte Trockenzubereitung	OPEN	0	0	1	1	0	0	1	1	octhol#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
odys	odys#GLOBAL	fertige Arzneimischung im Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D027	PRODUCTIVE_COMPOUND	O_PREP+DY_FINISHED+S_DRUG_MIXTURE	MATERIAL|PREPARATION|CLOSE	O_PREP|S_DRUG_MIXTURE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	bloßes Ansatzschlusszeichen	OPEN	0	0	1	1	1	1	1	1	odys#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
oeeeody	oeeeody#GLOBAL	lange geruhter, fertig abgezogener Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664	G664-D032	PRODUCTIVE_COMPOUND	O_PREP+EEE_LONG_REST+O_EXTRACT+DY_FINISHED	MATERIAL|PREPARATION|CLOSE	O_PREP|O_EXTRACT	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	dreifach konzentrierter Ansatz	OPEN	0	0	1	1	0	0	1	1	oeeeody#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
oeeesoy	oeeesoy#GLOBAL	lange geruhter Samenmazerat	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT664	G664-D050	PRODUCTIVE_COMPOUND	O_MACERATION+EEE_LONG+S_SEED+O_PREP+Y_BASE	MATERIAL|PREPARATION	S_SEED|O_PREP|Y_BASE	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE	dreifach konzentrierte Arzneispecies	OPEN	0	0	1	1	1	1	1	1	oeeesoy#GLOBAL:1	NO_GDT737_QUARANTINE_ROW	NONE
