head	root_before_a	role	working_role_de	occurrences	pages	values	distinct_values	count_I	count_II	count_III	count_IV	triple_stable_occurrences	herbal_occurrences	fixed_multi_value_frames	mixed_value_lines	line_first	line_middle	line_last	section_value_nmi	hand_value_nmi	position_value_nmi	default_policy
cheedala	cheedal	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheeega	cheeeg	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheeeka	cheeek	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheepa	cheep	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheita	cheit	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheodada	cheodad	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheokea	cheoke	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheolda	cheold	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheolta	cheolt	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheoltcheda	cheoltched	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
cheopa	cheop	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheosa	cheos	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chepa	chep	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chetcha	chetch	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	III	1	0	0	1	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	COMPOSE
cheyqyta	cheyqyt	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cheyta	cheyt	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chfa	chf	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chfora	chfor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chkchea	chkche	QUALITY_BUNDLE_DEGREE	heiß-trocken, Grad I-IV	1	1	I	1	1	0	0	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
chkea	chke	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chla	chl	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	IV	1	0	0	0	1	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chlda	chld	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chokchoda	chokchod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chokoa	choko	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cholala	cholal	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cholta	cholt	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chopda	chopd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chosa	chos	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chpa	chp	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
chyka	chyk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cpheea	cphee	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cphoa	cpho	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cpholka	cpholk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cthoa	ctho	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cthoda	cthod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
cthorora	cthoror	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dailda	daild	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dairoda	dairod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dalka	dalk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dalora	dalor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dchea	dche	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dcheoa	dcheo	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dcheyta	dcheyt	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dea	de	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dla	dl	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
doa	do	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
doda	dod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dolda	dold	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
doleoda	doleod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dolka	dolk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dolsa	dols	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dtcha	dtch	QUALITY_BUNDLE_DEGREE	kalt-trocken, Grad I-IV	1	1	I	1	1	0	0	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
dya	dy	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dykeeda	dykeed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
dyta	dyt	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ea	e	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
eeeoda	eeeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
eeka	eek	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
eeoda	eeod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
eosa	eos	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
epa	ep	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
fcha	fch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
fchedypa	fchedyp	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
fdyka	fdyk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
foda	fod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
foida	foid	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
fola	fol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
folda	fold	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
iira	iir	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
kchda	kchd	QUALITY_BUNDLE_DEGREE	heiß-trocken, Grad I-IV	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
kcheeyta	kcheeyt	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
kcheka	kchek	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
kchoa	kcho	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
kchocha	kchoch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
kchoda	kchod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
kea	ke	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
keda	ked	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	IV	1	0	0	0	1	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
keea	kee	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
keeda	keed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
keeyra	keeyr	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
koa	ko	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
koeeora	koeeor	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
kokyda	kokyd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ksha	ksh	QUALITY_BUNDLE_DEGREE	heiß-feucht, Grad I-IV	1	1	III	1	0	0	1	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
kshda	kshd	QUALITY_BUNDLE_DEGREE	heiß-feucht, Grad I-IV	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	COMPOSE
kshora	kshor	PLANT_PART_VALUE	Pflanzenteil, Menge/Dosis/Grad/Klasse I-IV	1	1	III	1	0	0	1	0	0	0	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
kyda	kyd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lalda	lald	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	1	1	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lcha	lch	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lcholka	lcholk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
leeda	leed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
leeesa	leees	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lkea	lke	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lkeeda	lkeed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lklda	lkld	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	0	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
llsa	lls	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
loa	lo	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lola	lol	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lolda	lold	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	1	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lolka	lolk	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
losa	los	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
loteda	loted	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lpa	lp	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lpchda	lpchd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lsa	ls	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	I	1	1	0	0	0	1	0	0	0	0	0	1	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lshda	lshd	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	0	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lsheeda	lsheed	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
lsheka	lshek	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	0	1	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ocha	och	QUALITY_AXIS_DEGREE	trocken im o-Rahmen, Grad I-IV	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	COMPOSE
ochea	oche	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ocheda	oched	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	II	1	0	1	0	0	1	0	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
ocheoda	ocheod	OPEN_VALUE_HEAD	Kopfbedeutung offen; Wertslot I-IV als Default	1	1	III	1	0	0	1	0	1	1	0	0	1	0	0	0.000000	0.000000	0.000000	KEEP_HEAD_OPEN__COMPOSE_VALUE_ONLY
