host_ordinal	primary_governor_key	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	action_root	gdt583_rule_id	gdt584_rule_id	gate_class	parent_rule_id	complete_host_slot_count	complete_host_values_written	direct_governor_tokens	previous_visible_action	next_visible_action	carrier_slot_count	carrier_slot_ids	written_root_sequence	written_root_multiset	repeated_root	historical_rule_replay_exact	historical_action_reading_de	source_id_gate_status	portable_runtime_rule_id	portable_action_reading_de	portable_action_reading_match	portable_runtime_parent_rule_match	parent_semantic_exact_slot_count	parent_semantic_changed_slot_count	parent_semantic_visible_exact_slot_count	parent_semantic_visible_changed_slot_count	parent_semantic_lemma_sequence	parent_semantic_packet_rule_id	parent_semantic_packet_match	expected_packet_rule_id	portable_packet_rule_id	portable_packet_match	portable_exact_slot_count	portable_changed_slot_count	portable_visible_exact_slot_count	portable_visible_changed_slot_count	portable_context_family_changed_slot_count	expected_lemma_sequence	portable_lemma_sequence	historical_count_trace_de	portable_count_trace_de	portable_broad_fallback_slot_count	portable_broad_fallback_alternatives_de	replay_outcome	next_page_action	guard	repeat_ordinal	repeat_class	written_extra_copy_count	ordered_written_slot_lemmas_de	gdt587_fluid_host_clause_de	gdt588_special_fluent_repair	gdt589_display_action	count_interpretation	repeat_guard
267	ACTION:G407-E1599@1:SH	RUNNING:G407-E1599@1	RUNNING_ATOM	G407-E1599	G407-S119	f75r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	11	SH|E|Y|OR|Y|L|Y|L|O|Y|AIN	E|SH|Y	NONE	NONE	6	RUNNING:G407-E1599@3|RUNNING:G407-E1600@1|RUNNING:G407-E1601@1|RUNNING:G407-E1602@2|RUNNING:G407-E1604@1|RUNNING:G407-E1604@2	Y+OR+Y+Y+Y+AIN	Y*4+AIN*1+OR*1	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	6	0	6	0	Stationsansatz|Badeinheit|Stationsansatz|Stationsansatz|Stationsansatz|Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	6	0	6	0	0	Stationsansatz|Badeinheit|Stationsansatz|Stationsansatz|Stationsansatz|Anwendungsportion	Stationsansatz|Badeinheit|Stationsansatz|Stationsansatz|Stationsansatz|Anwendungsportion	Stationsansatz ×4; Anwendungsportion ×1; Badeinheit ×1	Stationsansatz ×4; Badeinheit ×1; Anwendungsportion ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	44	DEFAULT_COMPOSITION	3	Y=Stationsansatz | OR=Badeinheit | Y=Stationsansatz | Y=Stationsansatz | Y=Stationsansatz | AIN=Anwendungsportion	Halte den Stationsansatz, die Badeinheit und die Anwendungsportion im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
269	ACTION:G407-E1611@2:SH	RUNNING:G407-E1611@2	RUNNING_ATOM	G407-E1611	G407-S119	f75r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	9	Y|SH|E|OR|L|OR|O|D_ADDR|AR	E|OR|SH|Y	NONE	NONE	3	RUNNING:G407-E1611@1|RUNNING:G407-E1611@4|RUNNING:G407-E1613@2	Y+OR+OR	Y*1+OR*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	3	0	3	0	Stationsansatz|Badeinheit|Badeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Stationsansatz|Badeinheit|Badeinheit	Stationsansatz|Badeinheit|Badeinheit	Stationsansatz ×1; Badeinheit ×2	Stationsansatz ×1; Badeinheit ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	45	DEFAULT_COMPOSITION	1	Y=Stationsansatz | OR=Badeinheit | OR=Badeinheit	Halte den Stationsansatz und die Badeinheit im Bad in Anwendungsform, auf Grad I, an der Stations-Arbeitsstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
280	ACTION:G407-E1648@1:SH	RUNNING:G407-E1648@1	RUNNING_ATOM	G407-E1648	G407-S122	f75r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	7	SH|AIN|Y|D_ADDR|AR|A_ADDR|Y	SH	NONE	NONE	3	RUNNING:G407-E1649@1|RUNNING:G407-E1651@2|RUNNING:G407-E1653@2	AIN+Y+Y	Y*2+AIN*1	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	3	0	3	0	Anwendungsportion|Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Anwendungsportion|Stationsansatz|Stationsansatz	Anwendungsportion|Stationsansatz|Stationsansatz	Stationsansatz ×2; Anwendungsportion ×1	Anwendungsportion ×1; Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	46	DEFAULT_COMPOSITION	1	AIN=Anwendungsportion | Y=Stationsansatz | Y=Stationsansatz	Halte die Anwendungsportion und den Stationsansatz im Bad an der Stations-Hauptstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
307	ACTION:G407-E1857@2:SH	RUNNING:G407-E1857@2	RUNNING_ATOM	G407-E1857	G407-S195	f76r	BIOLOGICAL	SH	SH_REST_HOLD	SH_REST_HOLD	AUTO_CONTEXT	SH_REST_HOLD	4	Y|SH|E|Y	E|SH|Y	NONE	NONE	2	RUNNING:G407-E1857@1|RUNNING:G407-E1857@4	Y+Y	Y*2	YES	YES	Halte	NOT_APPLICABLE	SH_REST_HOLD	Halte	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	47	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Halte den Stationsansatz auf Grad I	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
309	ACTION:G407-E1868@1:CHD	RUNNING:G407-E1868@1	RUNNING_ATOM	G407-E1868	G407-S198	f76r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	4	CHD|Y|AIIN|Y	CHD|Y	NONE	NONE	3	RUNNING:G407-E1868@2|RUNNING:G407-E1869@1|RUNNING:G407-E1869@2	Y+AIIN+Y	Y*2+AIIN*1	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	3	0	3	0	Stationsansatz|Stationsmaß|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Stationsansatz|Stationsmaß|Stationsansatz	Stationsansatz|Stationsmaß|Stationsansatz	Stationsansatz ×2; Stationsmaß ×1	Stationsansatz ×2; Stationsmaß ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	48	DEFAULT_COMPOSITION	1	Y=Stationsansatz | AIIN=Stationsmaß | Y=Stationsansatz	Behandle den Stationsansatz und das Stationsmaß	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
315	ACTION:G407-E1921@1:CHD	RUNNING:G407-E1921@1	RUNNING_ATOM	G407-E1921	G407-S211	f76r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	6	CHD|Y|D_ADDR|AR|AL|Y	CHD|Y	NONE	NONE	2	RUNNING:G407-E1921@2|RUNNING:G407-E1923@2	Y+Y	Y*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	49	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Behandle den Stationsansatz an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
327	ACTION:G407-E1989@1:SH	RUNNING:G407-E1989@1	RUNNING_ATOM	G407-E1989	G407-S224	f76r	BIOLOGICAL	SH	SH_REST_HOLD	SH_REST_HOLD	AUTO_CONTEXT	SH_REST_HOLD	6	SH|E|Y|CARRIER_Q|EEE|Y	E|SH|Y	NONE	NONE	2	RUNNING:G407-E1989@3|RUNNING:G407-E1990@3	Y+Y	Y*2	YES	YES	Halte	NOT_APPLICABLE	SH_REST_HOLD	Halte	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	50	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Halte den Stationsansatz auf Grad I, auf Grad III und als neuer Bad- oder Stationsansatz	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
348	ACTION:G407-E2138@1:CHD	RUNNING:G407-E2138@1	RUNNING_ATOM	G407-E2138	G407-S255	f76r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	3	CHD|Y|Y	CHD|Y	NONE	NONE	2	RUNNING:G407-E2138@2|RUNNING:G407-E2139@1	Y+Y	Y*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	51	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Behandle den Stationsansatz	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
361	ACTION:G407-E2186@1:CHD	RUNNING:G407-E2186@1	RUNNING_ATOM	G407-E2186	G407-S264	f76r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	7	CHD|Y|L|AL|OR|AL|OR	CHD|Y	NONE	NONE	3	RUNNING:G407-E2186@2|RUNNING:G407-E2187@3|RUNNING:G407-E2189@2	Y+OR+OR	Y*1+OR*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	3	0	3	0	Stationsansatz|Stationseinheit|Stationseinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Stationsansatz|Stationseinheit|Stationseinheit	Stationsansatz|Stationseinheit|Stationseinheit	Stationsansatz ×1; Stationseinheit ×2	Stationsansatz ×1; Stationseinheit ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	52	DEFAULT_COMPOSITION	1	Y=Stationsansatz | OR=Stationseinheit | OR=Stationseinheit	Behandle den Stationsansatz und die Stationseinheit zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
363	ACTION:G407-E2210@2:T	RUNNING:G407-E2210@2	RUNNING_ATOM	G407-E2210	G407-S271	f76r	BIOLOGICAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	4	Y|T|AL|Y	AL|T|Y	NONE	NONE	2	RUNNING:G407-E2210@1|RUNNING:G407-E2211@2	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	53	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Reguliere oder temperiere den Stationsansatz zur Zielstation oder ins Zielbecken	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
365	ACTION:G407-E2220@1:S	RUNNING:G407-E2220@1	RUNNING_ATOM	G407-E2220	G407-S272	f76r	BIOLOGICAL	S	S_REST_SELECT	S_REST_SELECT	AUTO_CONTEXT	S_REST_SELECT	4	S|OR|Y|Y	OR|S	NONE	NONE	3	RUNNING:G407-E2220@2|RUNNING:G407-E2221@2|RUNNING:G407-E2222@1	OR+Y+Y	Y*2+OR*1	YES	YES	Wähle aus	NOT_APPLICABLE	S_REST_SELECT	Wähle aus	YES	YES	3	0	3	0	Stationseinheit|Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Stationseinheit|Stationsansatz|Stationsansatz	Stationseinheit|Stationsansatz|Stationsansatz	Stationsansatz ×2; Stationseinheit ×1	Stationseinheit ×1; Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	54	DEFAULT_COMPOSITION	1	OR=Stationseinheit | Y=Stationsansatz | Y=Stationsansatz	Wähle die Stationseinheit und den Stationsansatz aus	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
369	ACTION:G407-E2239@2:SH	RUNNING:G407-E2239@2	RUNNING_ATOM	G407-E2239	G407-S276	f76r	BIOLOGICAL	SH	SH_REST_HOLD	SH_REST_HOLD	AUTO_CONTEXT	SH_REST_HOLD	5	Y|L|SH|AIIN|Y	L|SH	NONE	NONE	3	RUNNING:G407-E2238@1|RUNNING:G407-E2240@1|RUNNING:G407-E2241@1	Y+AIIN+Y	Y*2+AIIN*1	YES	YES	Halte	NOT_APPLICABLE	SH_REST_HOLD	Halte	YES	YES	3	0	3	0	Stationsansatz|Stationsmaß|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Stationsansatz|Stationsmaß|Stationsansatz	Stationsansatz|Stationsmaß|Stationsansatz	Stationsansatz ×2; Stationsmaß ×1	Stationsansatz ×2; Stationsmaß ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	55	DEFAULT_COMPOSITION	1	Y=Stationsansatz | AIIN=Stationsmaß | Y=Stationsansatz	Halte den Stationsansatz und das Stationsmaß über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
381	ACTION:G407-E2292@1:CHD	RUNNING:G407-E2292@1	RUNNING_ATOM	G407-E2292	G407-S287	f76r	BIOLOGICAL	CHD	CHD_BIO_TREAT	CHD_BIO_TREAT	AUTO_CONTEXT	CHD_BIO_TREAT	4	CHD|Y|AIN|AIN	CHD|Y	NONE	NONE	3	RUNNING:G407-E2292@2|RUNNING:G407-E2293@2|RUNNING:G407-E2294@1	Y+AIN+AIN	Y*1+AIN*2	YES	YES	Behandle	NOT_APPLICABLE	CHD_BIO_TREAT	Behandle	YES	YES	3	0	3	0	Körper|Teil|Teil	BIOLOGICAL_BODY_PART	YES	BIOLOGICAL_BODY_PART	BIOLOGICAL_BODY_PART	YES	3	0	3	0	0	Körper|Teil|Teil	Körper|Teil|Teil	Körper ×1; Teil ×2	Körper ×1; Teil ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	56	SPECIAL_PACKET	1	Y=Körper | AIN=Teil | AIN=Teil	Behandle den Körperteil	YES	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
386	ACTION:G407-E2315@1:S	RUNNING:G407-E2315@1	RUNNING_ATOM	G407-E2315	G407-S290	f76r	BIOLOGICAL	S	S_REST_SELECT	S_REST_SELECT	AUTO_CONTEXT	S_REST_SELECT	3	S|AIIN|AIIN	AIIN|S	NONE	NONE	2	RUNNING:G407-E2315@2|RUNNING:G407-E2316@2	AIIN+AIIN	AIIN*2	YES	YES	Wähle aus	NOT_APPLICABLE	S_REST_SELECT	Wähle aus	YES	YES	2	0	2	0	Stationsmaß|Stationsmaß	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsmaß|Stationsmaß	Stationsmaß|Stationsmaß	Stationsmaß ×2	Stationsmaß ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	57	DEFAULT_COMPOSITION	1	AIIN=Stationsmaß | AIIN=Stationsmaß	Wähle das Stationsmaß aus	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
423	ACTION:G407-E2487@2:SH	RUNNING:G407-E2487@2	RUNNING_ATOM	G407-E2487	G407-S343	f77r	BIOLOGICAL	SH	SH_BIO_BATHE	SH_BIO_BATHE	AUTO_CONTEXT	SH_BIO_BATHE	6	L|Y|L|SH|EE|Y	EE|L|SH|Y	NONE	NONE	2	RUNNING:G407-E2486@2|RUNNING:G407-E2487@4	Y+Y	Y*2	YES	YES	Halte im Bad	NOT_APPLICABLE	SH_BIO_BATHE	Halte im Bad	YES	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	58	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
439	ACTION:G407-E2594@3:T	RUNNING:G407-E2594@3	RUNNING_ATOM	G407-E2594	G407-S372	f77r	BIOLOGICAL	T	T_BIO_STATION_REGULATE	T_BIO_STATION_REGULATE	AUTO_CONTEXT	T_BIO_STATION_REGULATE	3	T|Y|Y	T|Y	CH	NONE	2	RUNNING:G407-E2594@4|RUNNING:G407-E2595@1	Y+Y	Y*2	YES	YES	Reguliere	NOT_APPLICABLE	T_BIO_STATION_REGULATE	Reguliere die Station	NO	YES	2	0	2	0	Stationsansatz|Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	Stationsansatz ×2	Stationsansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	59	DEFAULT_COMPOSITION	1	Y=Stationsansatz | Y=Stationsansatz	Reguliere den Stationsansatz	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
