population	head	axis	excluded_contact_folios	record_model_training_events	record_model_training_folios	folio_disjoint_external_occurrences	folio_disjoint_external_folios	external_record_compatibility_mean_score	external_record_compatibility_direction	direct_relation_direction	direction_agrees	model_features	record_training_external_overlap_folios	record_training_external_overlap_folio_ids	record_training_external_overlap_occurrences	evidence_channel	source_provenance	record_compatibility_not_independent_semantics	semantic_credit	component_export_credit
ED1_SAFE18	okshy	DY	NONE	863	90	7	7	2.098216614	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	3	f86v|f95v|f106v	3	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
ED1_SAFE18	olaiin	L	f102r|f107v|f112r|f17r|f76r|f99v	853	156	20	19	0.799697049528	EXPANDED	BASE	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	18	f33v|f39r|f40r|f46v|f48r|f50v|f75r|f77r|f79r|f86v|f94r|f99r|f106v|f108v|f111v|f112v|f113v|f114v	19	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
ED1_SAFE18	olaiin	DY	f103v	841	89	20	19	-0.617631916721	BASE	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	19	f33v|f39r|f40r|f46v|f48r|f50v|f75r|f77r|f79r|f86v|f94r|f95v|f99r|f106v|f108v|f111v|f112v|f113v|f114v	20	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
ED1_SAFE18	olkain	L	f80v	902	161	18	11	0.755689765109	EXPANDED	BASE	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	10	f75v|f78r|f78v|f79v|f80r|f81v|f82v|f94r|f95r|f107v	17	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
ED1_SAFE18	olkain	DY	f116r|f78r|f80v	807	87	17	10	-2.88209801573	BASE	BASE	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	10	f75v|f78v|f79v|f80r|f81v|f82v|f94r|f95r|f95v|f107v	17	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
ED1_SAFE18	qolkary	L	NONE	914	162	0	0	NA	NA	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	0	NONE	0	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
ED1_SAFE18	qolkary	DY	NONE	863	90	0	0	NA	NA	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	0	NONE	0	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
ED1_SAFE18	qoty	L	f10v|f11v|f38v|f39v|f76r|f80v|f82v|f95r	872	154	53	35	0.368148646409	EXPANDED	BASE	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	35	f2v|f10r|f14r|f16v|f20v|f28r|f28v|f29r|f44v|f46v|f47v|f52r|f53r|f58v|f66r|f77r|f77v|f79r|f79v|f80r|f81v|f82r|f83r|f86v|f103r|f103v|f104r|f104v|f106r|f112v|f113r|f114r|f115r|f115v|f116r	53	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
ED1_SAFE18	qoty	DY	f114r|f75r|f76r|f82r|f82v|f83v|f87r	763	83	55	34	0.0459546970494	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	23	f20v|f46v|f58v|f66r|f77r|f77v|f79r|f79v|f80r|f80v|f81v|f83r|f86v|f103r|f103v|f104r|f104v|f106r|f112v|f113r|f115r|f115v|f116r	39	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
ED1_SAFE18	ytchor	L	f36r	908	161	6	5	-0.940219095352	BASE	BASE	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	5	f15v|f16v|f19r|f19v|f29v	6	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
ED1_SAFE18	ytchor	DY	NONE	863	90	6	5	4.01393984217	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	0	NONE	0	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
