occurrence_id	page	locus	token_index	surface	quality_prefix	interfix	remainder	bare_cth_surface	in_inherited_cth_surface_deck	triple_exact_token_stable	triple_boundary_normalized	left_surface	right_surface	position	section	language	hand	working_material_de	interfix_semantics	surface_line
G632-O0229	f85r1	f85r1.25	3	chcthdy	CH	NONE	dy	cthdy	1	1	1	oteody	qokaiin	MIDDLE	T	B	2	trockene CTH-Materialform; Rest dy offen	OPEN	schedaiir oteody chcthdy qokaiin ykchedy
G632-O0230	f85r1	f85r1.30	4	chcthy	CH	NONE	y	cthy	1	1	1	okeder	okedy	MIDDLE	T	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dorchdy oraiin okeder chcthy okedy chdy chdy otal otchdy otalom
G632-O0231	f85r2	f85r2.1	5	chcthy	CH	NONE	y	cthy	1	1	1	ar	otchdy	MIDDLE	C	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	odeedy otedy opaees ar chcthy otchdy otody otar chepaiin otodar otodaiin opaiin otaiin qopchas otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkechch os aiin oteedy dar otees opaiin chcphdar
G632-O0232	f86v3	f86v3.6	3	chcthy	CH	NONE	y	cthy	1	1	1	aiin	ykaiin	MIDDLE	C	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	daiinls aiin chcthy ykaiin ykaiin chdar ar aiin
G632-O0233	f86v5	f86v5.5	7	chcthody	CH	NONE	ody	cthody	1	1	1	olkey	ytar	MIDDLE	T	B	2	trockene CTH-Materialform; Rest ody offen	OPEN	daiin or otol otshey otal olkey chcthody ytar dal ar okary
G632-O0234	f86v6	f86v6.29	2	chcthdy	CH	NONE	dy	cthdy	1	1	1	dchedy	shol	MIDDLE	T	B	2	trockene CTH-Materialform; Rest dy offen	OPEN	dchedy chcthdy shol oky ytaiin ykaiin chedy dy dal shdaiin
G632-O0235	f86v6	f86v6.40	6	shcthdy	SH	NONE	dy	cthdy	1	1	1	otar	qokol	MIDDLE	T	B	2	feuchte CTH-Materialform; Rest dy offen	OPEN	daiin ar qotal tshdy otar shcthdy qokol chotal kar ol kar alky
G632-O0236	f86v6	f86v6.43	5	chocthy	CH	O	y	cthy	1	1	1	chokain	chy	MIDDLE	T	B	2	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qokaiin choty ytaiin chokain chocthy chy taiin okaiin okan
G632-O0237	f87r	f87r.4	5	chcthody	CH	NONE	ody	cthody	1	1	1	ckheokey	s	MIDDLE	H	A	1	trockene CTH-Materialform; Rest ody offen	OPEN	soraiin qockhos cheodor ckheokey chcthody s odar
G632-O0238	f87r	f87r.9	2	shocthey	SH	O	ey	cthey	1	1	1	sor	oteody	MIDDLE	H	A	1	feuchte CTH-Materialform; Rest ey offen	OPEN	sor shocthey oteody dchol saraiin
G632-O0239	f88r	f88r.7	8	chcthol	CH	NONE	ol	cthol	1	0	0	dal	<END>	LAST	P	A	1	trockene CTH-Materialform; Rest ol offen	OPEN	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol
G632-O0240	f88v	f88v.2	1	cheocthy	CH	EO	y	cthy	1	1	1	<START>	<END>	FIRST	P	A	1	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	cheocthy
G632-O0241	f88v	f88v.19	7	chocthey	CH	O	ey	cthey	1	1	1	cheody	oteody	MIDDLE	P	A	1	trockene CTH-Materialform; Rest ey offen	OPEN	odaiin sheo ol qokeey olaiin cheody chocthey oteody dy
G632-O0242	f8r	f8r.10	5	cheocthy	CH	EO	y	cthy	1	1	1	dy	oksheo	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	daiin cheey teeodan dy cheocthy oksheo dol dairg
G632-O0243	f8v	f8v.2	1	shcthal	SH	NONE	al	cthal	1	1	1	<START>	sar	FIRST	H	A	1	feuchte CTH-Materialform; Rest al offen	OPEN	shcthal sar chor sheaiin shor chykchy otaiin y
G632-O0244	f93r	f93r.21	4	shcthy	SH	NONE	y	cthy	1	1	1	daiin	<END>	LAST	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	dol shol daiin shcthy
G632-O0245	f94v	f94v.8	2	sheocthy	SH	EO	y	cthy	1	1	1	pchedaiin	daiin	MIDDLE	H	B	3	feuchte Blatt-/Krautmaterialform	OPEN	pchedaiin sheocthy daiin cphedy fchd otchy qotchy par ar
G632-O0246	f94v	f94v.12	2	chcthy	CH	NONE	y	cthy	1	1	1	daiin	chdy	MIDDLE	H	B	3	trockene Blatt-/Krautmaterialform	OPEN	daiin chcthy chdy chckhy okaiin
G632-O0247	f95r1	f95r1.6	5	chcthy	CH	NONE	y	cthy	1	1	1	qokar	qotchdy	MIDDLE	H	B	3	trockene Blatt-/Krautmaterialform	OPEN	tchdor or chekchdy qokar chcthy qotchdy lshedy qoky qofain dy
G632-O0248	f95r2	f95r2.8	9	chctham	CH	NONE	am	ctham	1	0	0	otar	<END>	LAST	H	B	3	trockene CTH-Materialform; Rest am offen	OPEN	tedykaiin y cheol okal chedy shdy qokchdy otar chctham
G632-O0249	f95v1	f95v1.3	8	chcthykedy	CH	NONE	ykedy	cthykedy	0	0	0	chedy	ety	MIDDLE	H	B	3	trockene CTH-Materialform; Rest ykedy offen	OPEN	tchody qokaiin y char okain sheody chedy chcthykedy ety dain al
G632-O0250	f95v1	f95v1.12	7	shcthy	SH	NONE	y	cthy	1	1	1	qotaiin	dolkchy	MIDDLE	H	B	3	feuchte Blatt-/Krautmaterialform	OPEN	shotshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal
G632-O0251	f95v1	f95v1.13	5	chcthy	CH	NONE	y	cthy	1	1	1	otody	<END>	LAST	H	B	3	trockene Blatt-/Krautmaterialform	OPEN	lshee qodain okaiin otody chcthy
G632-O0252	f96r	f96r.10	2	shocthody	SH	O	ody	cthody	1	1	1	otchodol	shockhy	MIDDLE	H	A	1	feuchte CTH-Materialform; Rest ody offen	OPEN	otchodol shocthody shockhy otchodor cho
G632-O0253	f96v	f96v.3	4	chcthory	CH	NONE	ory	cthory	1	0	0	sor	cth	MIDDLE	H	A	1	trockene CTH-Materialform; Rest ory offen	OPEN	dcheoteos cpheos sor chcthory cth ytchey daiin
G632-O0254	f99v	f99v.13	3	shocthy	SH	O	y	cthy	1	1	1	okol	qokor	MIDDLE	P	A	1	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	okoraiin okol shocthy qokor oloiram
G632-O0255	f9r	f9r.4	3	chcthod	CH	NONE	od	cthod	1	1	1	chokcho	shor	MIDDLE	H	A	1	trockene CTH-Materialform; Rest od offen	OPEN	yshy chokcho chcthod shor shaiin otar dor ytol dayty
