event_serial	record_unit_id	page	locus	field_id	statement_id	event_index_in_record	surface_display_only	joint_tuple_id	formal_formula_opaque	terminal_status	selected_exact_mnemonic_unchanged	strict_formal_prompt	v63_event_template	v63_event_parse_status	v64_support_class	v63_statement_parse_status	v63_field_parse_status	v62_statement_pre_state	v62_statement_post_state	register_scope	v59_local_expansion_for_comparison	v64_local_source_expansion	local_expansion_level	unsupported_nouns_reference	strongest_nonmedical_field_reading	semantic_noninheritance	source_lineage
47	H3	f11r	f11r.4	F008	H3-S003	9	dchol	d665560c8ff80799a82c	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	von diesem abgebildeten Simplex	vom selben Bildkraut	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	abgemessene Farbprobe auf einen Testträger binden	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
48	H3	f11r	f11r.4	F008	H3-S003	10	chy	b921a237be883a820352	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Diese aktive Portion	nimm diese zurückbehaltene Portion	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	abgemessene Farbprobe auf einen Testträger binden	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
49	H3	f11r	f11r.4	F008	H3-S003	11	kchy	b2812c8283c3a62438bd	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	binde es auf die geschwollene Stelle	lege sie auf die geschwollene Hautstelle	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	abgemessene Farbprobe auf einen Testträger binden	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
50	H3	f11r	f11r.4	F008	H3-S003	12	dy	b921a237be883a820352	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Diese aktive Portion	halte den Umschlag dort	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	abgemessene Farbprobe auf einen Testträger binden	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
51	H3	f11r	f11r.4	F008	H3-S003	13	daiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	NONCLOSE	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Ein vorgeschriebenes Maß	in vorgeschriebenem Maß	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	abgemessene Farbprobe auf einen Testträger binden	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
52	H3	f11r	f11r.7	F009	H3-S004	14	qotchy	a48efd6c4491a046ba78	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	bereite aus den Blättern einen warmen Umschlag	bereite aus frischen Blättern einen zweiten warmen Umschlag	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	zweite warme Pigment- oder Leimprobe prüfen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
53	H3	f11r	f11r.7	F009	H3-S004	15	okchol	322281bd391aa621f568	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	lege ihn warm auf	lege ihn handwarm auf	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	zweite warme Pigment- oder Leimprobe prüfen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
54	H3	f11r	f11r.7	F009	H3-S004	16	cthy	e0b630cb1b5df5e7105b	OPAQUE_PAYLOAD	NONCLOSE	BEREIT?	NONE	STATE_GATE	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Sobald die Zubereitung gebrauchsfertig ist	sobald er bereit ist	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	zweite warme Pigment- oder Leimprobe prüfen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
55	H3	f11r	f11r.7	F009	H3-S004	17	dy	b921a237be883a820352	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Diese aktive Portion	verwende diese Portion frisch	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H3_RECORD_LEDGER	zweite warme Pigment- oder Leimprobe prüfen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
56	H4	f55v	f55v.5	F010	H4-S001	1	qokaiin	b5fcea1eaed06b2f2291	SET(<ARG_AIIN>)	NONCLOSE	UNKNOWN	STANDARDSLOT_SETZEN	PARAMETER_ASSIGN	UNIQUE_FORMAL_ONLY	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	beginne den nächsten abgemessenen Posten	beginne den standardisierten ersten Blattposten	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	standardisierte Blattflotte ansetzen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
57	H4	f55v	f55v.5	F010	H4-S001	2	chaiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	NONCLOSE	MASS?	NONE	PARAMETER_ASSIGN	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Ein vorgeschriebenes Maß	mit einem vorgeschriebenen Maß frischer Blätter	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	standardisierte Blattflotte ansetzen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
58	H4	f55v	f55v.5	F010	H4-S001	3	ykain	403c1592f918c8f23b88	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	koche das breite Blatt sanft	zerstoße die breiten Blätter	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	standardisierte Blattflotte ansetzen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
59	H4	f55v	f55v.5	F010	H4-S001	4	ykan	d929a14ec45749b2e805	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	in Weißwein	gib weißen Wein hinzu	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	standardisierte Blattflotte ansetzen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
60	H4	f55v	f55v.5	F010	H4-S001	5	ody	97cc9ac109148723c472	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	lasse es ziehen, bis die Flüssigkeit klar ist	lasse den Ansatz zugedeckt ziehen	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	standardisierte Blattflotte ansetzen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
61	H4	f55v	f55v.5	F011	H4-S002	6	daiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	NONCLOSE	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Ein vorgeschriebenes Maß	nimm ein vorgeschriebenes Maß der ausgezogenen Flüssigkeit	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	Teststück mit abgemessener Blattflotte waschen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
62	H4	f55v	f55v.5	F011	H4-S002	7	chedy	6f7ff8287eddf4da9fdb	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	rühre, bis alles gleichmäßig vermischt ist	rühre sie gleichmäßig	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	Teststück mit abgemessener Blattflotte waschen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
63	H4	f55v	f55v.5	F011	H4-S002	8	talam	e026af581c99322fbd46	CLOSE_B3(OPAQUE_PAYLOAD)	TERMINAL	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	wasche die wunde Stelle einmal	wasche damit die gereizte Hautstelle einmal	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	Teststück mit abgemessener Blattflotte waschen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
64	H4	f55v	f55v.11	F012	H4-S003	9	ykaiin	f7dc90b2c31fd341f0a4	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	UNPARSED	UNPARSED	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	für den zweiten Arzneigebrauch	für den zweiten Gebrauch nimm den weichen Blattrückstand	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	zweite Weichmacherprobe aus dem Blattrest	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
65	H4	f55v	f55v.11	F012	H4-S003	10	cheoar	807591efc3d3f7ddbfab	OPAQUE_PAYLOAD + <ARG_AR>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	UNPARSED	UNPARSED	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	gib Weißwein hinzu	befeuchte ihn nochmals mit weißem Wein	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	zweite Weichmacherprobe aus dem Blattrest	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
66	H4	f55v	f55v.11	F012	H4-S003	11	cheeky	2c1a5fd92b9e3c762242	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	UNPARSED	UNPARSED	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	solange es noch warm ist	halte ihn nur handwarm	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	zweite Weichmacherprobe aus dem Blattrest	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
67	H4	f55v	f55v.11	F012	H4-S003	12	oldy	1b1ffdd869fb1429ad03	CLOSE(FRAME_O(LINK))	TERMINAL	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	UNPARSED	UNPARSED	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	koche sanft und beende diesen Arbeitsschritt	lasse ihn sanft erweichen	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	zweite Weichmacherprobe aus dem Blattrest	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
68	H4	f55v	f55v.11	F013	H4-S004	13	aiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	NONCLOSE	MASS?	NONE	PARAMETER_ASSIGN	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Ein vorgeschriebenes Maß	nimm davon ein vorgeschriebenes Maß	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	Pflanzenbrei einer Materialprobe zuordnen und frisch auftragen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
69	H4	f55v	f55v.11	F013	H4-S004	14	okal	308e8ea2d5d190c498e8	SET(<ARG_AL>)	NONCLOSE	UNKNOWN	LOKALEN_RELATIONSSLOT_SETZEN	TARGET_ASSIGN	UNIQUE_FORMAL_ONLY	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	mische beide Anteile zusammen	ordne den Brei der zu belegenden Stelle zu	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H4_RECORD_LEDGER	Pflanzenbrei einer Materialprobe zuordnen und frisch auftragen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
