event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id_opaque	surface_display_only	formal_formula_opaque	terminal_status	fixed_exact_mnemonic	strict_formal_prompt	event_template	event_parse_status	fixed_value_clause	formal_clause_no_semantic_inheritance	v64_local_plant_filler	complete_layered_technical_reading	local_filler_source_class	local_input_id	local_output_id	statement_pre_state	statement_post_state	iatromedical_comparator_event	opaque_roundtrip_atom	noninheritance_contract	source_lineage
45	f11r	f11r.1	H3	F006	H3-S001	2e2027b1951d79911e24	tchody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	klares Filtrat absetzen lassen und Feld schließen	LOCAL[klares Filtrat absetzen lassen und Feld schließen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-R01 sichtbares Blüten-/Krautlos	H3-P01 geklärtes Filtrat + sortierte Nebenfraktion	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	lasse die geseihte Flüssigkeit offen abkühlen	E45@2e2027b1951d79911e24	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
46	f11r	f11r.1	H3	F007	H3-S002	577c03a928d674d420d7	shoyty	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	einen Blütenkopf als Referenzfraktion H3-R02 zurücklegen	LOCAL[einen Blütenkopf als Referenzfraktion H3-R02 zurücklegen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-R01 Blütenkopf	H3-R02 Referenzfraktion	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	behalte die Blütenkrone zurück	E46@577c03a928d674d420d7	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
47	f11r	f11r.4	H3	F008	H3-S003	d665560c8ff80799a82c	dchol	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Filtrat H3-P01 wieder aufnehmen	LOCAL[Filtrat H3-P01 wieder aufnehmen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-P01 geklärtes Filtrat	H3-T03 dosierte Probenserie	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	von diesem abgebildeten Simplex	E47@d665560c8ff80799a82c	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
48	f11r	f11r.4	H3	F008	H3-S003	b921a237be883a820352	chy	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	drei gleiche Probengläser bereitstellen	LOCAL[drei gleiche Probengläser bereitstellen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-P01 geklärtes Filtrat	H3-T03 dosierte Probenserie	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	Diese aktive Portion	E48@b921a237be883a820352	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
49	f11r	f11r.4	H3	F008	H3-S003	b2812c8283c3a62438bd	kchy	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Filtrat auf die Probengläser verteilen	LOCAL[Filtrat auf die Probengläser verteilen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-P01 geklärtes Filtrat	H3-T03 dosierte Probenserie	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	binde es auf die geschwollene Stelle	E49@b2812c8283c3a62438bd	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
50	f11r	f11r.4	H3	F008	H3-S003	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Farbton und Niederschlag je Glas vermerken	LOCAL[Farbton und Niederschlag je Glas vermerken]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-P01 geklärtes Filtrat	H3-T03 dosierte Probenserie	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	Diese aktive Portion	E50@b921a237be883a820352	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
51	f11r	f11r.4	H3	F008	H3-S003	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	MASS?=vorgesehenen Mengenwert buchen	VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION	Sollmenge je Probenglas buchen	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge je Probenglas buchen]	V60_EXACT_VALUE+V63_FORMAL_CHANNEL_SEPARATE+V53/V64_LOCAL_ARGUMENT	H3-P01 geklärtes Filtrat	H3-T03 dosierte Probenserie	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	Ein vorgeschriebenes Maß	E51@2f1c5e56e8f0ff459065	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
52	f11r	f11r.7	H3	F009	H3-S004	a48efd6c4491a046ba78	qotchy	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Blattfraktion H3-R03 als neue Charge eröffnen	LOCAL[Blattfraktion H3-R03 als neue Charge eröffnen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-R03 Blattfraktion	H3-P02 bereiter getrennter Blattauszug	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	bereite aus den Blättern einen warmen Umschlag	E52@a48efd6c4491a046ba78	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
53	f11r	f11r.7	H3	F009	H3-S004	322281bd391aa621f568	okchol	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Blätter warm in Wasser ausziehen	LOCAL[Blätter warm in Wasser ausziehen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-R03 Blattfraktion	H3-P02 bereiter getrennter Blattauszug	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	lege ihn warm auf	E53@322281bd391aa621f568	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
54	f11r	f11r.7	H3	F009	H3-S004	e0b630cb1b5df5e7105b	cthy	OPAQUE_PAYLOAD	NONCLOSE	BEREIT?	NONE	STATE_GATE	UNIQUE_EXACT	BEREIT?=Freigabestand der aktiven Charge prüfen	NONE	Arbeitsstand H3-P02 als bereit markieren	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL[Arbeitsstand H3-P02 als bereit markieren]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H3-R03 Blattfraktion	H3-P02 bereiter getrennter Blattauszug	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	Sobald die Zubereitung gebrauchsfertig ist	E54@e0b630cb1b5df5e7105b	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
55	f11r	f11r.7	H3	F009	H3-S004	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Blattauszug und Referenzblüte getrennt verwahren	LOCAL[Blattauszug und Referenzblüte getrennt verwahren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H3-R03 Blattfraktion	H3-P02 bereiter getrennter Blattauszug	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	Diese aktive Portion	E55@b921a237be883a820352	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
56	f55v	f55v.5	H4	F010	H4-S001	b5fcea1eaed06b2f2291	qokaiin	SET(<ARG_AIIN>)	NONCLOSE	UNKNOWN	STANDARDSLOT_SETZEN	PARAMETER_ASSIGN	UNIQUE_FORMAL_ONLY	NONE	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION	formalen Standardslot für Blattposten H4-R01 setzen	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formalen Standardslot für Blattposten H4-R01 setzen]	V63_FORMAL_CHANNEL_NO_SEMANTIC_WORD+V53/V64_LOCAL_ARGUMENT	H4-R01 sichtbare breite Blätter	H4-P01 erste abgesetzte Blattflotte	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	beginne den nächsten abgemessenen Posten	E56@b5fcea1eaed06b2f2291	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
57	f55v	f55v.5	H4	F010	H4-S001	2f1c5e56e8f0ff459065	chaiin	OPAQUE_PAYLOAD	NONCLOSE	MASS?	NONE	PARAMETER_ASSIGN	UNIQUE_EXACT	MASS?=vorgesehenen Mengenwert buchen	NONE	Sollmenge frischer breiter Blätter buchen	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge frischer breiter Blätter buchen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	H4-R01 sichtbare breite Blätter	H4-P01 erste abgesetzte Blattflotte	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	Ein vorgeschriebenes Maß	E57@2f1c5e56e8f0ff459065	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
58	f55v	f55v.5	H4	F010	H4-S001	403c1592f918c8f23b88	ykain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Blätter waschen und grob schneiden	LOCAL[Blätter waschen und grob schneiden]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-R01 sichtbare breite Blätter	H4-P01 erste abgesetzte Blattflotte	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	koche das breite Blatt sanft	E58@403c1592f918c8f23b88	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
59	f55v	f55v.5	H4	F010	H4-S001	d929a14ec45749b2e805	ykan	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Schnittgut in Wasser mazerieren	LOCAL[Schnittgut in Wasser mazerieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-R01 sichtbare breite Blätter	H4-P01 erste abgesetzte Blattflotte	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	in Weißwein	E59@d929a14ec45749b2e805	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
60	f55v	f55v.5	H4	F010	H4-S001	97cc9ac109148723c472	ody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	erste Blattflotte absetzen lassen und Feld schließen	LOCAL[erste Blattflotte absetzen lassen und Feld schließen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-R01 sichtbare breite Blätter	H4-P01 erste abgesetzte Blattflotte	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	lasse es ziehen, bis die Flüssigkeit klar ist	E60@97cc9ac109148723c472	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
61	f55v	f55v.5	H4	F011	H4-S002	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	MASS?=vorgesehenen Mengenwert buchen	VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION	Sollmenge aus H4-P01 abteilen	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge aus H4-P01 abteilen]	V60_EXACT_VALUE+V63_FORMAL_CHANNEL_SEPARATE+V53/V64_LOCAL_ARGUMENT	H4-P01 Blattflotte	H4-P02 geseihte Flüssigkeit + Presskuchen	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	Ein vorgeschriebenes Maß	E61@2f1c5e56e8f0ff459065	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
62	f55v	f55v.5	H4	F011	H4-S002	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	weichen Blattrest aus der Flotte heben	LOCAL[weichen Blattrest aus der Flotte heben]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-P01 Blattflotte	H4-P02 geseihte Flüssigkeit + Presskuchen	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	rühre, bis alles gleichmäßig vermischt ist	E62@6f7ff8287eddf4da9fdb	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
63	f55v	f55v.5	H4	F011	H4-S002	e026af581c99322fbd46	talam	CLOSE_B3(OPAQUE_PAYLOAD)	TERMINAL	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen	LOCAL[Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-P01 Blattflotte	H4-P02 geseihte Flüssigkeit + Presskuchen	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	wasche die wunde Stelle einmal	E63@e026af581c99322fbd46	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
64	f55v	f55v.11	H4	F012	H4-S003	f7dc90b2c31fd341f0a4	ykaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	zweite Blattfraktion H4-R02 eröffnen	LOCAL[zweite Blattfraktion H4-R02 eröffnen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-R02 zweite Blattfraktion	H4-P03 zweite geseihte Blattflotte	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	für den zweiten Arzneigebrauch	E64@f7dc90b2c31fd341f0a4	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
65	f55v	f55v.11	H4	F012	H4-S003	807591efc3d3f7ddbfab	cheoar	OPAQUE_PAYLOAD + <ARG_AR>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	zweite Fraktion mit frischem Wasser waschen	LOCAL[zweite Fraktion mit frischem Wasser waschen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-R02 zweite Blattfraktion	H4-P03 zweite geseihte Blattflotte	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	gib Weißwein hinzu	E65@807591efc3d3f7ddbfab	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
66	f55v	f55v.11	H4	F012	H4-S003	2c1a5fd92b9e3c762242	cheeky	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NONE	NONE	Fraktion warm mazerieren	LOCAL[Fraktion warm mazerieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	H4-R02 zweite Blattfraktion	H4-P03 zweite geseihte Blattflotte	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	solange es noch warm ist	E66@2c1a5fd92b9e3c762242	EXACT_TUPLE_ATOMIC;EXACT_VALUE_FIXED;FORMAL_PROMPT_NO_SEMANTIC_WORD;LOCAL_FILLER_NEVER_CARD_GLOSS	V53_VISUAL+V60_SELECTED_EVENT+V61/V62_STATE+V63_SELECTED_PARSE>V64_R3_LOCAL_PLANT_EDITION
