event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	v63_event_template	v63_trigger_origin	v63_event_parse_status	v63_field_parse_status	v63_statement_parse_status	v62_statement_pre_state	v62_symbolic_register_effect	v62_statement_post_state	v61_inherited_local_expansion	v64_tagged_source_segment	source_layer_tags	unsupported_assumption_ids	editorial_status	semantic_contract
55	f11r	f11r.7	H3	F009	H3-S004	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	Diese aktive Portion	[GENRE:streiche das Öl äußerlich um die Lider ohne das Auge zu berühren]	GENRE	A033	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
56	f55v	f55v.5	H4	F010	H4-S001	b5fcea1eaed06b2f2291	qokaiin	SET(<ARG_AIIN>)	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN	PARAMETER_ASSIGN	STRICT_FORMAL_PROMPT_ONLY	UNIQUE_FORMAL_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	beginne den nächsten abgemessenen Posten	[FORMAL:STANDARDSLOT_SETZEN; keine Wortbedeutung] [EXEMPLAR:setze den ersten Posten an]	FORMAL|EXEMPLAR	A038	FORMAL_ONLY_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
57	f55v	f55v.5	H4	F010	H4-S001	2f1c5e56e8f0ff459065	chaiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	Ein vorgeschriebenes Maß	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	CARD|EXEMPLAR	A042	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
58	f55v	f55v.5	H4	F010	H4-S001	403c1592f918c8f23b88	ykain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	koche das breite Blatt sanft	[IMAGE:breite Bärlauchblätter] [GENRE:zerstoße sie]	IMAGE|GENRE	A035|A036	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
59	f55v	f55v.5	H4	F010	H4-S001	d929a14ec45749b2e805	ykan	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	in Weißwein	[GENRE:füge Weißwein hinzu]	GENRE	A037	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
60	f55v	f55v.5	H4	F010	H4-S001	97cc9ac109148723c472	ody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	lasse es ziehen, bis die Flüssigkeit klar ist	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:verschließe das Gefäß und lasse es kühl stehen]	FORMAL|GENRE	A038	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
61	f55v	f55v.5	H4	F011	H4-S002	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	UNIQUE_CONVERGENT_CHANNELS	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	Ein vorgeschriebenes Maß	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:miss eine Portion des Ansatzes ab]	CARD|FORMAL|EXEMPLAR	A042	CARD_PLUS_FORMAL_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
62	f55v	f55v.5	H4	F011	H4-S002	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	rühre, bis alles gleichmäßig vermischt ist	[GENRE:wringe sie durch Leinwand und lasse sie klar absetzen]	GENRE	A039	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
63	f55v	f55v.5	H4	F011	H4-S002	e026af581c99322fbd46	talam	CLOSE_B3(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	wasche die wunde Stelle einmal	[FORMAL:CLOSE_B3; keine Wortbedeutung] [GENRE:verwahre den klaren Auszug]	FORMAL|GENRE	A038|A039	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
64	f55v	f55v.11	H4	F012	H4-S003	f7dc90b2c31fd341f0a4	ykaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	für den zweiten Arzneigebrauch	[GENRE:wasche eine unreine äußere Wunde]	GENRE	A040	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
65	f55v	f55v.11	H4	F012	H4-S003	807591efc3d3f7ddbfab	cheoar	OPAQUE_PAYLOAD + <ARG_AR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	gib Weißwein hinzu	[GENRE:mit dem klaren Auszug]	GENRE	A040	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
66	f55v	f55v.11	H4	F012	H4-S003	2c1a5fd92b9e3c762242	cheeky	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	solange es noch warm ist	[EXEMPLAR:einmal oder nach örtlicher Vorschrift]	EXEMPLAR	A041	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
67	f55v	f55v.11	H4	F012	H4-S003	1b1ffdd869fb1429ad03	oldy	CLOSE(FRAME_O(LINK))	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	UNPARSED	UNPARSED	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	koche sanft und beende diesen Arbeitsschritt	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:beende diesen Gebrauch]	FORMAL|GENRE	A040	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
68	f55v	f55v.11	H4	F013	H4-S004	2f1c5e56e8f0ff459065	aiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	Ein vorgeschriebenes Maß	[CARD:MASS?] [EXEMPLAR:nimm ein örtliches Maß der zurückbehaltenen Blätter]	CARD|EXEMPLAR	A042	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
69	f55v	f55v.11	H4	F013	H4-S004	308e8ea2d5d190c498e8	okal	SET(<ARG_AL>)	NONCLOSE	LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN	TARGET_ASSIGN	STRICT_FORMAL_PROMPT_ONLY	UNIQUE_FORMAL_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	TARGET/STATION:=FORMAL_RELATION_SLOT(OPAQUE_EVENT_VALUE)	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	mische beide Anteile zusammen	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; keine Wortbedeutung] [EXEMPLAR:lege sie an die bezeichnete äußere Stelle]	FORMAL|EXEMPLAR	A045	FORMAL_ONLY_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
70	f55v	f55v.11	H4	F013	H4-S004	204b04837409088c48f9	oltchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	bewahre es in einem bedeckten Gefäß	[GENRE:erwärme sie gelinde]	GENRE	A043	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
71	f55v	f55v.11	H4	F013	H4-S004	7a4bb8136330ee4e6e56	or	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANSATZ?	LINK_ACTIVE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	Die bereitete Arbeitsflüssigkeit	[CARD:ANSATZ?] [REGISTER:H4:I002 als zweiten Ansatz führen]	CARD|REGISTER	NONE	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
72	f55v	f55v.11	H4	F013	H4-S004	b921a237be883a820352	y	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	Diese aktive Portion	[GENRE:mische sie mit Honig]	GENRE	A044	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
73	f55v	f55v.11	H4	F013	H4-S004	6afeb5c9ab9f6cbdea0d	orain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	gebrauche die fertige Flüssigkeit frisch	[GENRE:lege den warmen Umschlag frisch auf]	GENRE	A045	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
74	f56r	f56r.5	H5	F014	H5-S001	b9d7b6d68209a9019e7a	chochor	FRAME_O(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	sammle die Pflanze im Frühjahr	[IMAGE:vom rundblättrigen Sonnentau]	IMAGE	A046	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
75	f56r	f56r.5	H5	F014	H5-S001	2cc054357a929df85f64	cho	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	nimm danach den folgenden Zusatz oder Pflanzenteil	[GENRE:sammle] [IMAGE:das ganze oberirdische Kraut im feuchten Moor]	GENRE|IMAGE	A047	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
76	f56r	f56r.5	H5	F014	H5-S001	0ec6a45e2950e8e7061d	chodaly	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	die dünne untere Wurzel	[EXEMPLAR:zu Beginn der Blüte]	EXEMPLAR	A048	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
77	f56r	f56r.5	H5	F014	H5-S001	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	UNIQUE_CONVERGENT_CHANNELS	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	Ein vorgeschriebenes Maß	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:nur ein kleines örtliches Maß]	CARD|FORMAL|EXEMPLAR	A049	CARD_PLUS_FORMAL_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
78	f56r	f56r.7	H5	F015	H5-S001	2cc054357a929df85f64	sho	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	nimm danach den folgenden Zusatz oder Pflanzenteil	[GENRE:zerstoße die frischen klebrigen Blätter]	GENRE	A050	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
79	f56r	f56r.7	H5	F015	H5-S001	893c570f3fa3fce99711	kchol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	lasse es in Weißwein ziehen	[GENRE:lege sie auf]	GENRE	A051	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
80	f56r	f56r.7	H5	F015	H5-S001	10488b911aae52b3b334	otchor	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	vor der Blüte gesammelt	[EXEMPLAR:eine einzelne Warze oder ein Hühnerauge]	EXEMPLAR	A051	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
81	f56r	f56r.7	H5	F015	H5-S001	276a7c2d74d1143446f4	choky	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANWENDEN?	ACTION_APPLY	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION)	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	Die aktive Portion verwenden	[CARD:ANWENDEN?] [EXEMPLAR:nur kurz anwenden]	CARD|EXEMPLAR	A052	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
