event_id	diagram_unit	physical_page	locus	surface	visible_owner_de	component_recipe	address_reading_de	diagram_model
P912-E2097	f69v	f69v	f69v.3	oteody	drei getrennte heterogene Himmelsraeder	OT+E+O+Y	drei getrennte heterogene Himmelsraeder: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2098	f69v	f69v	f69v.3	ytyd	drei getrennte heterogene Himmelsraeder	Y+T+Y+D_LABEL	drei getrennte heterogene Himmelsraeder: dieser Platz, Platz einstellen, dieser Platz, d-Zeichen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2099	f69v	f69v	f69v.3	a	drei getrennte heterogene Himmelsraeder	A_ADDR	drei getrennte heterogene Himmelsraeder: lokale Adresse.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2100	f69v	f69v	f69v.3	dchy	drei getrennte heterogene Himmelsraeder	D_ADDR+Y	drei getrennte heterogene Himmelsraeder: Unterplatz, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2101	f69v	f69v	f69v.3	otoly	drei getrennte heterogene Himmelsraeder	OT+OL+Y	drei getrennte heterogene Himmelsraeder: nächster Platz, gleiche Reihe weiter, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2102	f69v	f69v	f69v.3	okeodal	drei getrennte heterogene Himmelsraeder	OK+E+O+AL	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen, Zielplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2103	f69v	f69v	f69v.3	oteoarar	drei getrennte heterogene Himmelsraeder	OT+E+O+AR+AR	drei getrennte heterogene Himmelsraeder: nächster Platz, erster Grad, Reihe aufrufen, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2104	f69v	f69v	f69v.3	cheteeser	drei getrennte heterogene Himmelsraeder	CH+E+T+EE+S_ADDR+E+R	drei getrennte heterogene Himmelsraeder: Klassenkennung, erster Grad, Platz einstellen, zweiter Grad, Sternbezug, erster Grad, Zustandsmarke.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2105	f69v	f69v	f69v.3	dair	drei getrennte heterogene Himmelsraeder	D_ADDR+AIR	drei getrennte heterogene Himmelsraeder: Unterplatz, Ringlauf.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2106	f69v	f69v	f69v.3	chey	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2107	f69v	f69v	f69v.3	okody	drei getrennte heterogene Himmelsraeder	OK+O+Y	drei getrennte heterogene Himmelsraeder: Platz aktivieren, Reihe aufrufen, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2108	f69v	f69v	f69v.3	dal	drei getrennte heterogene Himmelsraeder	AL	drei getrennte heterogene Himmelsraeder: Zielplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2109	f69v	f69v	f69v.3	oteey	drei getrennte heterogene Himmelsraeder	OT+EE+Y	drei getrennte heterogene Himmelsraeder: nächster Platz, zweiter Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2110	f69v	f69v	f69v.3	oteey	drei getrennte heterogene Himmelsraeder	OT+EE+Y	drei getrennte heterogene Himmelsraeder: nächster Platz, zweiter Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2111	f69v	f69v	f69v.4	okeey	drei getrennte heterogene Himmelsraeder	OK+EE+Y	drei getrennte heterogene Himmelsraeder: Platz aktivieren, zweiter Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2112	f69v	f69v	f69v.4	sar	drei getrennte heterogene Himmelsraeder	S+AR	drei getrennte heterogene Himmelsraeder: Klasse wählen, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2113	f69v	f69v	f69v.5	okeo	drei getrennte heterogene Himmelsraeder	OK+E+O	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2114	f69v	f69v	f69v.5	dy	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2115	f69v	f69v	f69v.6	ochoyk	drei getrennte heterogene Himmelsraeder	O+CH+O+Y+K	drei getrennte heterogene Himmelsraeder: Reihe aufrufen, Klassenkennung, Reihe aufrufen, dieser Platz, Wert zuordnen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2116	f69v	f69v	f69v.7	ykeey	drei getrennte heterogene Himmelsraeder	Y+K+EE+Y	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, zweiter Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2117	f69v	f69v	f69v.8	ytory	drei getrennte heterogene Himmelsraeder	Y+T+OR+Y	drei getrennte heterogene Himmelsraeder: dieser Platz, Platz einstellen, Eintragsklasse, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2118	f69v	f69v	f69v.9	oeesy	drei getrennte heterogene Himmelsraeder	O+EE+S+Y	drei getrennte heterogene Himmelsraeder: Reihe aufrufen, zweiter Grad, Klasse wählen, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2119	f69v	f69v	f69v.10	ytody	drei getrennte heterogene Himmelsraeder	Y+T+O+DY	drei getrennte heterogene Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, Eintrag schließen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2120	f69v	f69v	f69v.11	okody	drei getrennte heterogene Himmelsraeder	OK+O+Y	drei getrennte heterogene Himmelsraeder: Platz aktivieren, Reihe aufrufen, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2121	f69v	f69v	f69v.12	otody	drei getrennte heterogene Himmelsraeder	OT+O+DY	drei getrennte heterogene Himmelsraeder: nächster Platz, Reihe aufrufen, Eintrag schließen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2122	f69v	f69v	f69v.13	okeal	drei getrennte heterogene Himmelsraeder	OK+E+AL	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Zielplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2123	f69v	f69v	f69v.14	okeod	drei getrennte heterogene Himmelsraeder	OK+E+O+D_ADDR	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen, Unterplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2124	f69v	f69v	f69v.15	oteeys	drei getrennte heterogene Himmelsraeder	OT+EE+Y+S	drei getrennte heterogene Himmelsraeder: nächster Platz, zweiter Grad, dieser Platz, Klasse wählen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2125	f69v	f69v	f69v.16	oteol	drei getrennte heterogene Himmelsraeder	OT+E+OL	drei getrennte heterogene Himmelsraeder: nächster Platz, erster Grad, gleiche Reihe weiter.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2126	f69v	f69v	f69v.17	ykeydy	drei getrennte heterogene Himmelsraeder	Y+K+E+Y+DY	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, dieser Platz, Eintrag schließen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2127	f69v	f69v	f69v.18	okeod	drei getrennte heterogene Himmelsraeder	OK+E+O+D_ADDR	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen, Unterplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2128	f69v	f69v	f69v.19	saral	drei getrennte heterogene Himmelsraeder	S+AR+AL	drei getrennte heterogene Himmelsraeder: Klasse wählen, Quell- oder Bezugsstelle, Zielplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2129	f69v	f69v	f69v.20	saiir	drei getrennte heterogene Himmelsraeder	S+AIIN+R	drei getrennte heterogene Himmelsraeder: Klasse wählen, verzeichneter Sollwert, Zustandsmarke.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2130	f69v	f69v	f69v.21	okolar	drei getrennte heterogene Himmelsraeder	OK+OL+AR	drei getrennte heterogene Himmelsraeder: Platz aktivieren, gleiche Reihe weiter, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2131	f69v	f69v	f69v.22	ykeody	drei getrennte heterogene Himmelsraeder	Y+K+E+O+DY	drei getrennte heterogene Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2132	f69v	f69v	f69v.23	sarydy	drei getrennte heterogene Himmelsraeder	S+AR+Y+D_ADDR+Y	drei getrennte heterogene Himmelsraeder: Klasse wählen, Quell- oder Bezugsstelle, dieser Platz, Unterplatz, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2133	f69v	f69v	f69v.24	otchy	drei getrennte heterogene Himmelsraeder	OT+CH+Y	drei getrennte heterogene Himmelsraeder: nächster Platz, Klassenkennung, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2134	f69v	f69v	f69v.25	okeey	drei getrennte heterogene Himmelsraeder	OK+EE+Y	drei getrennte heterogene Himmelsraeder: Platz aktivieren, zweiter Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2135	f69v	f69v	f69v.25	dy	drei getrennte heterogene Himmelsraeder	Y	drei getrennte heterogene Himmelsraeder: dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2136	f69v	f69v	f69v.26	okey	drei getrennte heterogene Himmelsraeder	OK+E+Y	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2137	f69v	f69v	f69v.26	d	drei getrennte heterogene Himmelsraeder	D_ADDR	drei getrennte heterogene Himmelsraeder: Unterplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2138	f69v	f69v	f69v.27	okeod	drei getrennte heterogene Himmelsraeder	OK+E+O+D_ADDR	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen, Unterplatz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2139	f69v	f69v	f69v.28	okodchy	drei getrennte heterogene Himmelsraeder	OK+O+D_ADDR+CH+Y	drei getrennte heterogene Himmelsraeder: Platz aktivieren, Reihe aufrufen, Unterplatz, Klassenkennung, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2140	f69v	f69v	f69v.29	okeody	drei getrennte heterogene Himmelsraeder	OK+E+O+D_ADDR+Y	drei getrennte heterogene Himmelsraeder: Platz aktivieren, erster Grad, Reihe aufrufen, Unterplatz, dieser Platz.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2141	f69v	f69v	f69v.30	okcheys	drei getrennte heterogene Himmelsraeder	OK+CH+E+Y+S	drei getrennte heterogene Himmelsraeder: Platz aktivieren, Klassenkennung, erster Grad, dieser Platz, Klasse wählen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2142	f69v	f69v	f69v.31	oar	drei getrennte heterogene Himmelsraeder	O+AR	drei getrennte heterogene Himmelsraeder: Reihe aufrufen, Quell- oder Bezugsstelle.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2143	f69v	f69v	f69v.31	alys	drei getrennte heterogene Himmelsraeder	AL+Y+S	drei getrennte heterogene Himmelsraeder: Zielplatz, dieser Platz, Klasse wählen.	DREI_GETRENNTE_HIMMELSRAD_NAMENSRAEUME
P912-E2144	f70v1	f70v	f70v1.1	dalalody	Widderrad mit Stern tragenden Figuren	AL+AL+O+DY	Widderrad mit Stern tragenden Figuren: Zielplatz, Reihe aufrufen, Eintrag schließen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2145	f70v1	f70v	f70v1.1	oteoshey	Widderrad mit Stern tragenden Figuren	OT+E+O+SH+E+Y	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Bezug halten, erster Grad, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2146	f70v1	f70v	f70v1.1	okoksheo	Widderrad mit Stern tragenden Figuren	OK+OK+SH+E+O	Widderrad mit Stern tragenden Figuren: Platz aktivieren, Bezug halten, erster Grad, Reihe aufrufen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2147	f70v1	f70v	f70v1.1	shokey	Widderrad mit Stern tragenden Figuren	SH+OK+E+Y	Widderrad mit Stern tragenden Figuren: Bezug halten, Platz aktivieren, erster Grad, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2148	f70v1	f70v	f70v1.1	raiin	Widderrad mit Stern tragenden Figuren	R+AIIN	Widderrad mit Stern tragenden Figuren: Zustandsmarke, verzeichneter Sollwert.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2149	f70v1	f70v	f70v1.1	otor	Widderrad mit Stern tragenden Figuren	OT+OR	Widderrad mit Stern tragenden Figuren: nächster Platz, Eintragsklasse.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2150	f70v1	f70v	f70v1.1	ochy	Widderrad mit Stern tragenden Figuren	O+Y	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2151	f70v1	f70v	f70v1.1	s	Widderrad mit Stern tragenden Figuren	S	Widderrad mit Stern tragenden Figuren: Klasse wählen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2152	f70v1	f70v	f70v1.1	air	Widderrad mit Stern tragenden Figuren	AIR	Widderrad mit Stern tragenden Figuren: Ringlauf.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2153	f70v1	f70v	f70v1.1	cheody	Widderrad mit Stern tragenden Figuren	CHEO+Y	Widderrad mit Stern tragenden Figuren: lokaler Eintrag, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2154	f70v1	f70v	f70v1.1	cheey	Widderrad mit Stern tragenden Figuren	SH+EE+Y	Widderrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2155	f70v1	f70v	f70v1.1	oteo	Widderrad mit Stern tragenden Figuren	OT+E+O	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2156	f70v1	f70v	f70v1.1	chy	Widderrad mit Stern tragenden Figuren	Y	Widderrad mit Stern tragenden Figuren: dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2157	f70v1	f70v	f70v1.1	daiir	Widderrad mit Stern tragenden Figuren	DA+IIN+R	Widderrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe, Zustandsmarke.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2158	f70v1	f70v	f70v1.1	chcthy	Widderrad mit Stern tragenden Figuren	CH+CTH+Y	Widderrad mit Stern tragenden Figuren: Klassenkennung, Bereitschaftsklasse, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2159	f70v1	f70v	f70v1.1	dlal	Widderrad mit Stern tragenden Figuren	D_ADDR+L+AL	Widderrad mit Stern tragenden Figuren: Unterplatz, Verbindung, Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2160	f70v1	f70v	f70v1.1	oteodaiin	Widderrad mit Stern tragenden Figuren	OT+E+O+AIIN	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, verzeichneter Sollwert.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2161	f70v1	f70v	f70v1.1	ykeody	Widderrad mit Stern tragenden Figuren	Y+K+E+O+DY	Widderrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2162	f70v1	f70v	f70v1.1	oteody	Widderrad mit Stern tragenden Figuren	OT+E+O+Y	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2163	f70v1	f70v	f70v1.1	sheo	Widderrad mit Stern tragenden Figuren	SH+E+O	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2164	f70v1	f70v	f70v1.1	daiin	Widderrad mit Stern tragenden Figuren	AIIN	Widderrad mit Stern tragenden Figuren: verzeichneter Sollwert.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2165	f70v1	f70v	f70v1.1	oteedy	Widderrad mit Stern tragenden Figuren	OT+EE+DY	Widderrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Eintrag schließen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2166	f70v1	f70v	f70v1.1	chetalchs	Widderrad mit Stern tragenden Figuren	CH+E+T+AL+CH+S_ADDR	Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz einstellen, Zielplatz, Klassenkennung, Sternbezug.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2167	f70v1	f70v	f70v1.1	zar	Widderrad mit Stern tragenden Figuren	Z_ADDR+AR	Widderrad mit Stern tragenden Figuren: z-Stelle, Quell- oder Bezugsstelle.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2168	f70v1	f70v	f70v1.1	shoteeody	Widderrad mit Stern tragenden Figuren	SH+O+T+EE+O+DY	Widderrad mit Stern tragenden Figuren: Bezug halten, Reihe aufrufen, Platz einstellen, zweiter Grad, Reihe aufrufen, Eintrag schließen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2169	f70v1	f70v	f70v1.1	okeeo	Widderrad mit Stern tragenden Figuren	OK+EE+O	Widderrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, Reihe aufrufen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2170	f70v1	f70v	f70v1.1	dal	Widderrad mit Stern tragenden Figuren	AL	Widderrad mit Stern tragenden Figuren: Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2171	f70v1	f70v	f70v1.1	cheody	Widderrad mit Stern tragenden Figuren	CHEO+Y	Widderrad mit Stern tragenden Figuren: lokaler Eintrag, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2172	f70v1	f70v	f70v1.1	okchoteees	Widderrad mit Stern tragenden Figuren	OK+CH+OT+EEE+S_ADDR	Widderrad mit Stern tragenden Figuren: Platz aktivieren, Klassenkennung, nächster Platz, voller Grad, Sternbezug.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2173	f70v1	f70v	f70v1.1	oteeody	Widderrad mit Stern tragenden Figuren	OT+EE+O+DY	Widderrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Eintrag schließen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2174	f70v1	f70v	f70v1.1	cheokeo	Widderrad mit Stern tragenden Figuren	CH+E+OK+E+O	Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz aktivieren, erster Grad, Reihe aufrufen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2175	f70v1	f70v	f70v1.1	otaiin	Widderrad mit Stern tragenden Figuren	OT+AIIN	Widderrad mit Stern tragenden Figuren: nächster Platz, verzeichneter Sollwert.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2176	f70v1	f70v	f70v1.1	shes	Widderrad mit Stern tragenden Figuren	SH+E+S_ADDR	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Sternbezug.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2177	f70v1	f70v	f70v1.1	to	Widderrad mit Stern tragenden Figuren	T+O	Widderrad mit Stern tragenden Figuren: Platz einstellen, Reihe aufrufen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2178	f70v1	f70v	f70v1.1	ar	Widderrad mit Stern tragenden Figuren	AR	Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2179	f70v1	f70v	f70v1.1	oly	Widderrad mit Stern tragenden Figuren	OL+Y	Widderrad mit Stern tragenden Figuren: gleiche Reihe weiter, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2180	f70v1	f70v	f70v1.1	daly	Widderrad mit Stern tragenden Figuren	AL+Y	Widderrad mit Stern tragenden Figuren: Zielplatz, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2181	f70v1	f70v	f70v1.1	sheal	Widderrad mit Stern tragenden Figuren	SH+E+AL	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2182	f70v1	f70v	f70v1.2	otalchy	Widderrad mit Stern tragenden Figuren	OT+AL+Y	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2183	f70v1	f70v	f70v1.2	tar	Widderrad mit Stern tragenden Figuren	T+AR	Widderrad mit Stern tragenden Figuren: Platz einstellen, Quell- oder Bezugsstelle.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2184	f70v1	f70v	f70v1.2	am	Widderrad mit Stern tragenden Figuren	AM_ADDR	Widderrad mit Stern tragenden Figuren: Innenplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2185	f70v1	f70v	f70v1.2	dy	Widderrad mit Stern tragenden Figuren	Y	Widderrad mit Stern tragenden Figuren: dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2186	f70v1	f70v	f70v1.3	opchey	Widderrad mit Stern tragenden Figuren	O+P+Y	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2187	f70v1	f70v	f70v1.3	sal	Widderrad mit Stern tragenden Figuren	S+AL	Widderrad mit Stern tragenden Figuren: Klasse wählen, Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2188	f70v1	f70v	f70v1.4	otakaizan	Widderrad mit Stern tragenden Figuren	OT+A_ADDR+K+AIN+Z_ADDR+AN	Widderrad mit Stern tragenden Figuren: nächster Platz, lokale Adresse, Wert zuordnen, Einheit, z-Stelle, Zusatzklasse.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2189	f70v1	f70v	f70v1.5	okalal	Widderrad mit Stern tragenden Figuren	OK+AL+AL	Widderrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2190	f70v1	f70v	f70v1.6	otaly	Widderrad mit Stern tragenden Figuren	OT+AL+Y	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2191	f70v1	f70v	f70v1.7	oalcheg	Widderrad mit Stern tragenden Figuren	O+AL+CH+E+G_LABEL	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Zielplatz, Klassenkennung, erster Grad, g-Zeichen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2192	f70v1	f70v	f70v1.8	otchodals	Widderrad mit Stern tragenden Figuren	OT+CH+O+AL+S_ADDR	Widderrad mit Stern tragenden Figuren: nächster Platz, Klassenkennung, Reihe aufrufen, Zielplatz, Sternbezug.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2193	f70v1	f70v	f70v1.9	okolshy	Widderrad mit Stern tragenden Figuren	OK+OL+SH+Y	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, Bezug halten, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2194	f70v1	f70v	f70v1.10	otshshdy	Widderrad mit Stern tragenden Figuren	OT+SH+SH+DY	Widderrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, Eintrag schließen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2195	f70v1	f70v	f70v1.11	otal	Widderrad mit Stern tragenden Figuren	OT+AL	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2196	f70v1	f70v	f70v1.11	ypsharal	Widderrad mit Stern tragenden Figuren	Y+P+SH+AR+AL	Widderrad mit Stern tragenden Figuren: dieser Platz, Eintrag beginnen, Bezug halten, Quell- oder Bezugsstelle, Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2197	f70v1	f70v	f70v1.12	daiin	Widderrad mit Stern tragenden Figuren	AIIN	Widderrad mit Stern tragenden Figuren: verzeichneter Sollwert.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2198	f70v1	f70v	f70v1.12	okey	Widderrad mit Stern tragenden Figuren	OK+E+Y	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2199	f70v1	f70v	f70v1.12	otodal	Widderrad mit Stern tragenden Figuren	OT+O+AL	Widderrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2200	f70v1	f70v	f70v1.12	cheokeeo	Widderrad mit Stern tragenden Figuren	CH+E+OK+EE+O	Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz aktivieren, zweiter Grad, Reihe aufrufen.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2201	f70v1	f70v	f70v1.12	okeodal	Widderrad mit Stern tragenden Figuren	OK+E+O+AL	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Reihe aufrufen, Zielplatz.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2202	f70v1	f70v	f70v1.12	shol	Widderrad mit Stern tragenden Figuren	SH+OL	Widderrad mit Stern tragenden Figuren: Bezug halten, gleiche Reihe weiter.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2203	f70v1	f70v	f70v1.12	olaiin	Widderrad mit Stern tragenden Figuren	OL+AIIN	Widderrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Sollwert.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2204	f70v1	f70v	f70v1.12	saiin	Widderrad mit Stern tragenden Figuren	S+AIIN	Widderrad mit Stern tragenden Figuren: Klasse wählen, verzeichneter Sollwert.	WIDDERRAD_MIT_STERNFIGUREN
P912-E2205	f70v1	f70v	f70v1.12	sheo	Widderrad mit Stern tragenden Figuren	SH+E+O	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen.	WIDDERRAD_MIT_STERNFIGUREN
