word	count	h12	h12_collision_size	line_first	line_last	mean_line_position	P_running	L_label	C_circle	R_radius	section_H	section_S	section_B	section_P	section_Z	section_C	section_A	section_T	currier_A	currier_B
faiir	1	cera	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
ofas	1	ucasa	1	0	0	0.1111	1	0	0	0	0	1	0	0	0	0	0	0	1	0
yqokaly	1	augala	1	0	0	0.6667	1	0	0	0	0	1	0	0	0	0	0	0	1	0
org	1	ura	13	0	0	0.7273	1	0	0	0	0	1	0	0	0	0	0	0	1	0
tcholy	1	tula	7	0	0	0.4286	1	0	0	0	0	1	0	0	0	0	0	0	1	0
qokaiinos	1	ugenusa	1	0	0	0.7143	1	0	0	0	0	1	0	0	0	0	0	0	1	0
orcheey	1	urēa	1	0	0	0.8571	1	0	0	0	0	1	0	0	0	0	0	0	1	0
qotalom	1	utala	13	0	0	0.4444	1	0	0	0	0	1	0	0	0	0	0	0	1	0
qokals	1	ugalasa	2	0	0	0.5556	1	0	0	0	0	1	0	0	0	0	0	0	1	0
otals	1	utalasa	5	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
tolair	1	tulæra	1	0	0	0.6667	1	0	0	0	0	1	0	0	0	0	0	0	1	0
poaly	1	puala	1	0	0	0.8889	1	0	0	0	0	1	0	0	0	0	0	0	1	0
alkeain	1	alageæna	1	0	0	0.1111	1	0	0	0	0	1	0	0	0	0	0	0	1	0
aropam	1	arupa	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
talchos	1	talusa	1	0	0	0.6364	1	0	0	0	0	1	0	0	0	0	0	0	1	0
taldar	1	taladara	1	0	0	0.8750	1	0	0	0	0	1	0	0	0	0	0	0	1	0
tolain	1	tulæna	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
ykeain	1	ageæna	1	0	0	0.2222	1	0	0	0	0	1	0	0	0	0	0	0	1	0
chkalarol	1	kalarula	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
olalor	1	ulalura	1	0	0	0.1250	1	0	0	0	0	1	0	0	0	0	0	0	1	0
qetair	1	etæra	1	0	0	0.3750	1	0	0	0	0	1	0	0	0	0	0	0	1	0
oiy	1	uia	2	0	0	0.8750	1	0	0	0	0	1	0	0	0	0	0	0	1	0
shekealy	1	megeala	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
pchshy	1	pasa	2	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
shopalchedy	1	mupaleda	1	0	0	0.2857	1	0	0	0	0	1	0	0	0	0	0	0	1	0
sheolkeal	1	meulageala	1	0	0	0.4286	1	0	0	0	0	1	0	0	0	0	0	0	1	0
qokalar	1	ugalara	3	0	0	0.8571	1	0	0	0	0	1	0	0	0	0	0	0	1	0
qokalcheal	1	ugaleala	1	0	0	0.3636	1	0	0	0	0	1	0	0	0	0	0	0	1	0
tas	1	tasa	2	0	0	0.8889	1	0	0	0	0	1	0	0	0	0	0	0	1	0
qoekaly	1	uegala	1	0	0	0.6000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
alaiinom	1	alena	3	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
ycheockhy	1	aeukha	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
leeckhey	1	lēkhea	1	0	0	0.3333	1	0	0	0	0	1	0	0	0	0	0	0	1	0
yfair	1	acæra	1	0	0	0.8889	1	0	0	0	0	1	0	0	0	0	0	0	1	0
oetalchg	1	uetala	2	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
psheey	1	pamēa	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
qofcheal	1	uceala	1	0	0	0.4444	1	0	0	0	0	1	0	0	0	0	0	0	1	0
dalychs	1	galasa	4	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
sydy	1	sada	6	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
oshar	1	umara	1	1	0	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
sarols	1	sarulasa	1	0	1	1.0000	1	0	0	0	0	1	0	0	0	0	0	0	1	0
fchecfhy	1	cecha	1	0	0	0.1429	1	0	0	0	1	0	0	0	0	0	0	0	0	0
dchepain	1	gepæna	1	0	0	0.4286	1	0	0	0	1	0	0	0	0	0	0	0	0	0
chpdy	1	pada	5	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	0
yteo	1	atea	3	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	0	0
qops	1	upasa	4	0	0	0.6250	1	0	0	0	1	0	0	0	0	0	0	0	0	0
sas	1	sasa	4	0	0	0.8000	1	0	0	0	1	0	0	0	0	0	0	0	0	0
qokesd	1	ugesada	2	0	0	0.8333	1	0	0	0	1	0	0	0	0	0	0	0	0	0
qokd	1	ugada	18	0	0	0.2857	1	0	0	0	1	0	0	0	0	0	0	0	0	0
rals	1	ralasa	2	0	0		0	1	0	0	0	0	0	0	0	0	0	1	0	1
salf	1	salaca	1	0	0		0	1	0	0	0	0	0	0	0	0	0	1	0	1
fary	1	cara	2	0	0		0	1	0	0	0	0	0	0	0	0	0	1	0	1
qotesy	1	utesa	7	0	0		0	1	0	0	0	0	0	0	0	0	0	1	0	1
qolsa	1	ulasa	6	0	0		0	1	0	0	0	0	0	0	0	0	0	1	0	1
raral	1	rarala	1	0	0		0	1	0	0	0	0	0	0	0	0	0	1	0	1
chap	1	apa	7	0	0	0.3750	1	0	0	0	0	0	0	0	0	0	0	1	0	1
shddy	1	madada	3	0	0	0.6250	1	0	0	0	0	0	0	0	0	0	0	1	0	1
ypches	1	apesa	2	0	0	0.7500	1	0	0	0	0	0	0	0	0	0	0	1	0	1
cholpchd	1	ulapada	2	0	0	0.8750	1	0	0	0	0	0	0	0	0	0	0	1	0	1
okedals	1	ugedalasa	1	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
chcpheor	1	pheura	2	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
kodary	1	kudara	2	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
choekeey	1	uegēa	5	0	0	0.1429	1	0	0	0	0	0	0	0	0	0	0	1	0	1
chekeody	1	egeuda	3	0	0	0.4286	1	0	0	0	0	0	0	0	0	0	0	1	0	1
rotaiin	1	rutena	1	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
tocpheey	1	tuphēa	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
dairykodas	1	gæragudasa	1	0	0	0.8571	1	0	0	0	0	0	0	0	0	0	0	1	0	1
dsholdaiir	1	gamuladera	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
shekair	1	megæra	1	0	0	0.4444	1	0	0	0	0	0	0	0	0	0	0	1	0	1
dalalshedy	1	galalameda	1	0	0	0.3333	1	0	0	0	0	0	0	0	0	0	0	1	0	1
cheta	1	eta	11	0	0	0.4444	1	0	0	0	0	0	0	0	0	0	0	1	0	1
shokaiir	1	mugera	1	0	0	0.7778	1	0	0	0	0	0	0	0	0	0	0	1	0	1
dard	1	garada	5	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
chedaiir	1	edera	1	0	0	0.7500	1	0	0	0	0	0	0	0	0	0	0	1	0	1
kardy	1	karada	2	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
axor	1	axura	1	0	0	0.5714	1	0	0	0	0	0	0	0	0	0	0	1	0	1
akar	1	agara	5	0	0	0.7143	1	0	0	0	0	0	0	0	0	0	0	1	0	1
pchof	1	puca	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
sholfordaiin	1	mulacuradena	1	0	0	0.1250	1	0	0	0	0	0	0	0	0	0	0	1	0	1
fchedyr	1	cedara	1	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
ofaram	1	ucara	6	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
dalcheeeky	1	galēega	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
ykesho	1	agema	2	0	0	0.5556	1	0	0	0	0	0	0	0	0	0	0	1	0	1
chxar	1	xara	2	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
fchdar	1	cadara	2	0	0	0.7000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
shckheody	1	makheuda	1	0	0	0.1667	1	0	0	0	0	0	0	0	0	0	0	1	0	1
shofol	1	mucula	1	0	0	0.2500	1	0	0	0	0	0	0	0	0	0	0	1	0	1
ytarody	1	ataruda	1	0	0	0.6250	1	0	0	0	0	0	0	0	0	0	0	1	0	1
dolarshy	1	gularama	1	0	0	0.9091	1	0	0	0	0	0	0	0	0	0	0	1	0	1
kcheeky	1	kēga	1	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
todeeey	1	tudēea	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
shekeefy	1	megēca	1	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
kechody	1	keuda	6	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
ysheeod	1	amēuda	2	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
qoteeod	1	utēuda	5	0	0	0.1111	1	0	0	0	0	0	0	0	0	0	0	1	0	1
oteochey	1	uteuea	1	0	0	0.3750	1	0	0	0	0	0	0	0	0	0	0	1	0	1
lpchees	1	lapēsa	1	0	0	0.2727	1	0	0	0	0	0	0	0	0	0	0	1	0	1
alkey	1	alagea	1	0	0	0.5455	1	0	0	0	0	0	0	0	0	0	0	1	0	1
ltsholy	1	latamula	1	0	0	0.7273	1	0	0	0	0	0	0	0	0	0	0	1	0	1
shekol	1	megula	1	0	0	0.7500	1	0	0	0	0	0	0	0	0	0	0	1	0	1
qoteoly	1	uteula	11	0	0	0.2500	1	0	0	0	0	0	0	0	0	0	0	1	0	1
dkar	1	gagara	1	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
shekaly	1	megala	2	0	0	0.7500	1	0	0	0	0	0	0	0	0	0	0	1	0	1
shckhar	1	makhara	1	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	0	1	0	1
otcheo	1	utea	17	0	0		0	1	0	0	0	0	0	0	0	0	0	1	0	1
okeodof	1	ugeuduca	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
ychoopy	1	auupa	1	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	0	1
opch	1	upaa	1	0	0	0.3750	1	0	0	0	1	0	0	0	0	0	0	0	0	1
daldeam	1	galadea	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
dcheeky	1	gēga	1	0	0	0.6250	1	0	0	0	1	0	0	0	0	0	0	0	0	1
ytos	1	atusa	3	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
shokeshy	1	mugema	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
shedefam	1	medeca	1	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	0	1
shckhed	1	makheda	2	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	0	1
sheopam	1	meupa	2	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
chekeos	1	egeusa	1	0	0	0.2857	1	0	0	0	1	0	0	0	0	0	0	0	0	1
kotody	1	kutuda	2	0	0	0.5714	1	0	0	0	1	0	0	0	0	0	0	0	0	1
dchekeedy	1	gegēda	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
chpadar	1	padara	6	0	0	0.2857	1	0	0	0	1	0	0	0	0	0	0	0	0	1
fchdly	1	cadala	1	0	0	0.5714	1	0	0	0	1	0	0	0	0	0	0	0	0	1
cheoseesey	1	eusēsea	1	0	0	0.7143	1	0	0	0	1	0	0	0	0	0	0	0	0	1
qofchal	1	ucala	3	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
dshal	1	gamala	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
okag	1	uga	28	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
yteeod	1	atēuda	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
shekeod	1	megeuda	1	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	0	1
ykofar	1	agucara	1	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
qekar	1	egara	3	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
chkchody	1	kuda	6	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
ydees	1	adēsa	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	0	1
dalkal	1	galagala	2	0	0	0.4286	1	0	0	0	1	0	0	0	0	0	0	0	0	1
ykedaiin	1	agedena	1	0	0	0.5714	1	0	0	0	1	0	0	0	0	0	0	0	0	1
epairody	1	epæruda	1	0	0	0.2500	1	0	0	0	0	0	0	0	0	0	1	0	0	0
yteeoey	1	atēuea	1	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
iim	1	ī	1	0	0	0.2727	1	0	0	0	0	0	0	0	0	0	1	0	0	0
okesoe	1	ugesue	1	0	0	0.5455	1	0	0	0	0	0	0	0	0	0	1	0	0	0
soairol	1	suærula	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
choedy	1	ueda	6	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
chteokaiin	1	teugena	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
choteedy	1	utēda	11	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
epchy	1	epa	6	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
soeteed	1	suetēda	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
octheey	1	uthēa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
eokeot	1	eugeuta	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
choteoky	1	uteuga	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
schdes	1	sadesa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
dchschdy	1	gasada	2	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
otardar	1	utaradara	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
ykaros	1	agarusa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
eetees	1	ētēsa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
chetejy	1	eteja	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
ychsy	1	asa	5	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
keds	1	kedasa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
archeo	1	area	2	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
qoikeey	1	uigēa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
oteochedy	1	uteueda	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
okechdar	1	ugedara	3	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
dararal	1	gararala	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
chokeed	1	ugēda	11	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
keedais	1	kēdæsa	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
deeety	1	gēeta	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
teodain	1	teudæna	1	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
chparam	1	para	5	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
seeaiir	1	sēera	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
sosaiir	1	susera	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
sheosam	1	meusa	2	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
ykecho	1	agea	8	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
eesydy	1	ēsada	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
sykos	1	sagusa	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
dchetay	1	getaa	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
ykchys	1	agasa	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
chkchdar	1	kadara	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
lkshy	1	lagama	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
chykchs	1	agasa	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
ykchos	1	agusa	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
opodchol	1	upudula	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
soeey	1	suēa	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
dolchsody	1	gulasuda	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
odaeiin	1	udaeīna	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
okoes	1	uguesa	1	0	0	0.3333	1	0	0	0	0	0	0	0	0	0	1	0	0	0
oekain	1	uegæna	1	0	0	0.6667	1	0	0	0	0	0	0	0	0	0	1	0	0	0
soraiir	1	surera	1	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ydchos	1	adusa	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
amy	1	aa	13	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
oparchy	1	upara	10	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
salsain	1	salasæna	1	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
yteoor	1	ateuura	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
opcholdy	1	upulada	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
dosar	1	gusara	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
dokan	1	gugana	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
oear	1	ueara	2	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
oeoldan	1	ueuladana	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
giin	1	īna	3	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ytoaiin	1	atuena	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
otoldos	1	utuladusa	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
octhole	1	uthule	1	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ytoeopchey	1	atueupea	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
sosho	1	suma	2	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
qsg	1	sa	16	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ofydy	1	ucada	5	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
yekees	1	aegēsa	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
yfain	1	acæna	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
choer	1	uera	3	0	0	0.5000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
choeea	1	uēa	9	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
dadaiin	1	gadena	1	1	1	0.5000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
qotoear	1	utueara	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
ytodal	1	atudala	3	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
ytchodly	1	atudala	3	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
octhys	1	uthasa	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
ytokar	1	atugara	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
soear	1	sueara	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
oepchod	1	uepuda	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
oran	1	urana	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
qkoy	1	kua	4	0	0	0.2727	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ydoly	1	adula	1	0	0	0.7273	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ytalchos	1	atalusa	1	0	0	0.8182	1	0	0	0	0	0	0	0	0	0	1	0	0	0
qeykeey	1	eagēa	1	0	0	0.3000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
otararain	1	utararæna	1	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
taedaiin	1	taedena	1	0	0	0.3333	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ykaralam	1	agarala	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
olalade	1	ulalade	1	0	0	0.5000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
taol	1	taula	3	1	0	0.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
sakar	1	sagara	3	0	0	0.6667	1	0	0	0	0	0	0	0	0	1	0	0	0	0
solair	1	sulæra	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
solal	1	sulala	1	0	0	0.6667	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ool	1	uula	6	0	0	0.3333	1	0	0	0	0	0	0	0	0	1	0	0	0	0
okaldam	1	ugalada	10	0	1	1.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
koain	1	kuæna	1	1	0	0.0000	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ofolain	1	uculæna	1	0	0	0.7500	1	0	0	0	0	0	0	0	0	1	0	0	0	0
dcheeor	1	gēura	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
ochepalain	1	uepalæna	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
oeolales	1	ueulalesa	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
aisar	1	æsara	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okydseog	1	ugadasea	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
oeepoaly	1	uēpuala	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
chekais	1	egæsa	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okolaim	1	ugulæ	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
alet	1	aleta	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
olkao	1	ulagaa	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
ocfhhy	1	ucha	2	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
oekchdy	1	uegada	1	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0
okoral	1	ugurala	1	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
okchos	1	ugusa	5	0	0		0	1	0	0	0	0	0	0	0	1	0	0	0	0
damamm	1	gaa	7	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
dairkal	1	gæragala	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
echkalal	1	ekalala	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
dchesykchy	1	gesaga	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
deeeoskol	1	gēeusagula	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
ockhosam	1	ukhusa	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
kochardy	1	kuarada	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
ochodare	1	uudare	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
otorkeol	1	uturageula	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
otechodor	1	uteudura	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
odcheey	1	udēa	3	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
keeochy	1	kēua	2	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
ockey	1	ukhea	5	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
qokeeeody	1	ugēeuda	2	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
eeis	1	ēisa	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
olcheeg	1	ulē	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
ypcheg	1	ape	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
olokeey	1	ulugēa	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
cheedals	1	ēdalasa	2	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
oksheeody	1	ugamēuda	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
aroky	1	aruga	1	0	0		0	0	0	1	0	0	0	0	0	0	1	0	0	0
opcheeol	1	upēula	1	0	0	0.6250	1	0	0	0	0	0	0	0	0	0	1	0	0	0
choctheeey	1	uthēea	1	0	0	0.8750	1	0	0	0	0	0	0	0	0	0	1	0	0	0
okchoal	1	uguala	2	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
tochso	1	tusa	5	1	0	0.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
otchl	1	utala	13	0	0	0.1250	1	0	0	0	0	0	0	0	0	0	1	0	0	0
cheokorchey	1	eugurea	1	0	0	0.8750	1	0	0	0	0	0	0	0	0	0	1	0	0	0
eckhear	1	ekheara	1	0	0	0.8571	1	0	0	0	0	0	0	0	0	0	1	0	0	0
chkchykoly	1	kagula	1	1	1	0.5000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
okodaly	1	ugudala	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
odchecthy	1	udetha	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
okoaly	1	uguala	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
cphocthy	1	phutha	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
otys	1	utasa	7	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
ofcheor	1	uceura	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
otykchs	1	utagasa	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
oiinar	1	uīnara	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
okeeodal	1	ugēudala	2	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
osdaiin	1	usadena	1	0	0		0	1	0	0	0	0	0	0	0	0	1	0	0	0
okardy	1	ugarada	3	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
oygy	1	uaa	2	0	0		0	0	1	0	0	0	0	0	0	0	1	0	0	0
oeecthy	1	uētha	1	0	0	0.6250	1	0	0	0	0	0	0	0	0	0	1	0	0	0
dokechy	1	gugea	2	0	0	0.8750	1	0	0	0	0	0	0	0	0	0	1	0	0	0
otcheoly	1	uteula	11	0	1	1.0000	1	0	0	0	0	0	0	0	0	0	1	0	0	0
