statement_id	record_unit_id	page	statement_ordinal_in_record	start_locus	start_field	end_locus	end_field	constituent_fields	entry_boundary_id	entry_boundary_class	selected_short_card_skeleton	concrete_source_clause	required_roles	explicit_required_roles	missing_roles_needed	unresolved_required_roles	input_picture_owner	picture_owner_needed	picture_owner_resolution	picture_owner_evidence	picture_owner_operation	next_picture_owner	input_active_preparation_or_item	active_preparation_or_item_needed	active_preparation_or_item_resolution	active_preparation_or_item_evidence	active_preparation_or_item_operation	next_active_preparation_or_item	input_target_or_station	target_or_station_needed	target_or_station_resolution	target_or_station_evidence	target_or_station_operation	next_target_or_station	input_previous_item_reference	previous_item_reference_needed	previous_item_reference_resolution	previous_item_reference_evidence	previous_item_reference_operation	next_previous_item_reference	exact_next_register_state	strongest_register_alternative	semantic_guard
B2-S007	B2	f82r	7	f82r.7	F053	f82r.7	F053	F053	B2-LB03	START_NEW_CLAUSE	F053[∅]	gib sauberes Wasser hinzu und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_003	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B2_004	TARGET_B2_005	NO	NOT_REQUIRED	EXEMPLAR_ONLY	RESET_TO_UNSET	UNSET	ITEM_B2_001	NO	NOT_REQUIRED	BOUNDARY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B2_003	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_004;TARGET_OR_STATION=UNSET;PREVIOUS_ITEM_REFERENCE=ITEM_B2_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S008	B2	f82r	8	f82r.7	F054	f82r.7	F054	F054	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F054[∅]	für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_004	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B2_004	UNSET	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCE_EXPLICIT	TARGET_B2_006	ITEM_B2_003	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B2_003	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_004;TARGET_OR_STATION=TARGET_B2_006;PREVIOUS_ITEM_REFERENCE=ITEM_B2_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S009	B2	f82r	9	f82r.7	F055	f82r.7	F055	F055	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F055[∅]	halte es warm und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_004	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B2_004	TARGET_B2_006	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	TARGET_B2_006	ITEM_B2_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B2_003	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_004;TARGET_OR_STATION=TARGET_B2_006;PREVIOUS_ITEM_REFERENCE=ITEM_B2_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S010	B2	f82r	10	f82r.7	F056	f82r.7	F056	F056	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F056[TEMPERIEREN? ANWENDEN? KLAR?]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_004	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B2_004	TARGET_B2_006	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B2_007	ITEM_B2_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B2_003	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_004;TARGET_OR_STATION=TARGET_B2_007;PREVIOUS_ITEM_REFERENCE=ITEM_B2_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S011	B2	f82r	11	f82r.19	F057	f82r.19	F057	F057	B2-LB04	UNRESOLVED	F057[∅]	gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|TARGET_OR_STATION	TARGET_OR_STATION	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_004	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_UNRESOLVED_ITEM	UNRESOLVED_ITEM_B2_002	TARGET_B2_007	YES	UNRESOLVED	BOUNDARY+EXEMPLAR_ONLY	RESET_TO_UNRESOLVED_TARGET	UNRESOLVED_TARGET_B2_001	ITEM_B2_003	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B2_003	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B2_002;TARGET_OR_STATION=UNRESOLVED_TARGET_B2_001;PREVIOUS_ITEM_REFERENCE=ITEM_B2_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S012	B2	f82r	12	f82r.19	F058	f82r.23	F059	F058|F059	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F058[∅] > F059[KLAR? TEMPERIEREN? MASS?]	ziehe die klare Flüssigkeit ab || Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	TARGET_OR_STATION	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	UNRESOLVED_ITEM_B2_002	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESOLVE_AND_RESET_EXPLICIT	ITEM_B2_005	UNRESOLVED_TARGET_B2_001	YES	UNRESOLVED	EXEMPLAR_ONLY	CARRY	UNRESOLVED_TARGET_B2_001	ITEM_B2_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	ARCHIVE_ACTIVE_ON_RESET	UNRESOLVED_ITEM_B2_002	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_005;TARGET_OR_STATION=UNRESOLVED_TARGET_B2_001;PREVIOUS_ITEM_REFERENCE=UNRESOLVED_ITEM_B2_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S013	B2	f82r	13	f82r.23	F060	f82r.23	F060	F060	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F060[ABLASSEN?]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_005	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B2_005	UNRESOLVED_TARGET_B2_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B2_008	UNRESOLVED_ITEM_B2_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	UNRESOLVED_ITEM_B2_002	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_005;TARGET_OR_STATION=TARGET_B2_008;PREVIOUS_ITEM_REFERENCE=UNRESOLVED_ITEM_B2_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S014	B2	f82r	14	f82r.23	F061	f82r.23	F061	F061	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F061[∅]	schließe den unteren Ablauf	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_005	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B2_005	TARGET_B2_008	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B2_009	UNRESOLVED_ITEM_B2_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	UNRESOLVED_ITEM_B2_002	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_005;TARGET_OR_STATION=TARGET_B2_009;PREVIOUS_ITEM_REFERENCE=UNRESOLVED_ITEM_B2_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S015	B2	f82r	15	f82r.26	F062	f82r.26	F062	F062	B2-LB06	START_NEW_CLAUSE	F062[∅]	beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	TARGET_OR_STATION	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_005	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B2_006	TARGET_B2_009	YES	UNRESOLVED	BOUNDARY+EXEMPLAR_ONLY	RESET_TO_UNRESOLVED_TARGET	UNRESOLVED_TARGET_B2_002	UNRESOLVED_ITEM_B2_002	NO	NOT_REQUIRED	BOUNDARY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B2_005	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_006;TARGET_OR_STATION=UNRESOLVED_TARGET_B2_002;PREVIOUS_ITEM_REFERENCE=ITEM_B2_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S016	B2	f82r	16	f82r.26	F063	f82r.27	F064	F063|F064	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F063[ZIEL? MASS?] > F064[∅]	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser || ziehe es ab und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_006	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B2_007	UNRESOLVED_TARGET_B2_002	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B2_010	ITEM_B2_005	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B2_005	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_007;TARGET_OR_STATION=TARGET_B2_010;PREVIOUS_ITEM_REFERENCE=ITEM_B2_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S017	B2	f82r	17	f82r.27	F065	f82r.27	F065	F065	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F065[∅]	gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_007	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B2_007	TARGET_B2_010	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B2_011	ITEM_B2_005	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B2_005	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_007;TARGET_OR_STATION=TARGET_B2_011;PREVIOUS_ITEM_REFERENCE=ITEM_B2_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S018	B2	f82r	18	f82r.27	F066	f82r.27	F066	F066	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F066[∅]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_007	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B2_007	TARGET_B2_011	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B2_011	ITEM_B2_005	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B2_005	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_007;TARGET_OR_STATION=TARGET_B2_011;PREVIOUS_ITEM_REFERENCE=ITEM_B2_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S019	B2	f82r	19	f82r.27	F067	f82r.27	F067	F067	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F067[∅]	trinke den angegebenen Anteil und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_007	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B2_007	TARGET_B2_011	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B2_011	ITEM_B2_005	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B2_005	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_007;TARGET_OR_STATION=TARGET_B2_011;PREVIOUS_ITEM_REFERENCE=ITEM_B2_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S020	B2	f82r	20	f82r.27	F068	f82r.27	F068	F068	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F068[∅]	binde es auf die Stelle und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_007	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B2_007	TARGET_B2_011	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B2_012	ITEM_B2_005	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B2_005	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_007;TARGET_OR_STATION=TARGET_B2_012;PREVIOUS_ITEM_REFERENCE=ITEM_B2_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S021	B2	f82r	21	f82r.27	F069	f82r.27	F069	F069	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F069[∅]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_007	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B2_007	TARGET_B2_012	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B2_012	ITEM_B2_005	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B2_005	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_007;TARGET_OR_STATION=TARGET_B2_012;PREVIOUS_ITEM_REFERENCE=ITEM_B2_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B2-S022	B2	f82r	22	f82r.27	F070	f82r.27	F070	F070	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F070[∅]	mische zu gleichen Teilen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B2	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B2	ITEM_B2_007	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B2_007	TARGET_B2_012	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	TARGET_B2_012	ITEM_B2_005	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B2_005	PICTURE_OWNER=OWNER_B2;ACTIVE_PREPARATION_OR_ITEM=ITEM_B2_007;TARGET_OR_STATION=TARGET_B2_012;PREVIOUS_ITEM_REFERENCE=ITEM_B2_005	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S001	B3	f83r	1	f83r.3	F071	f83r.3	F071	F071	NONE	RECORD_START	F071[∅]	lasse die Flüssigkeit sich setzen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	NONE	OWNER_B3	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCED_AT_RECORD_INITIALIZATION	OWNER_B3	UNSET	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCE_EXPLICIT	ITEM_B3_001	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_001;TARGET_OR_STATION=UNSET;PREVIOUS_ITEM_REFERENCE=UNSET	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S002	B3	f83r	2	f83r.3	F072	f83r.3	F072	F072	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F072[∅]	zum unteren Ablauf hin ; tauche vollständig ein und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_001	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B3_001	UNSET	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCE_EXPLICIT	TARGET_B3_001	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_001;TARGET_OR_STATION=TARGET_B3_001;PREVIOUS_ITEM_REFERENCE=UNSET	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B3-S003	B3	f83r	3	f83r.3	F073	f83r.3	F073	F073	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F073[MASS? ABLASSEN?]	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B3	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B3	ITEM_B3_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B3_001	TARGET_B3_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B3_002	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	PICTURE_OWNER=OWNER_B3;ACTIVE_PREPARATION_OR_ITEM=ITEM_B3_001;TARGET_OR_STATION=TARGET_B3_002;PREVIOUS_ITEM_REFERENCE=UNSET	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
